productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance
84572,Dark Charizard (4),Dark Charizard 4,https://tcgplayer-cdn.tcgplayer.com/product/84572_200w.jpg,3,1373,https://cpt.tcgcsv.com/sRH,2023-02-16T09:33:04.003,1,04/82,Holo Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,647.57,700.0,1999.99,724.99,,1st Edition Holofoil,,F
84572,Dark Charizard (4),Dark Charizard 4,https://tcgplayer-cdn.tcgplayer.com/product/84572_200w.jpg,3,1373,https://cpt.tcgcsv.com/sRH,2023-02-16T09:33:04.003,1,04/82,Holo Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,239.4,297.99,422.02,286.35,,Unlimited Holofoil,,F
84573,Dark Charizard (21),Dark Charizard 21,https://tcgplayer-cdn.tcgplayer.com/product/84573_200w.jpg,3,1373,https://cpt.tcgcsv.com/tRH,2023-01-10T19:45:29.797,1,21/82,Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,110.78,120.0,290.0,103.31,,1st Edition,,F
84573,Dark Charizard (21),Dark Charizard 21,https://tcgplayer-cdn.tcgplayer.com/product/84573_200w.jpg,3,1373,https://cpt.tcgcsv.com/tRH,2023-01-10T19:45:29.797,1,21/82,Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,37.0,53.64,125.0,54.03,,Unlimited,,F
84574,Dark Charmeleon,Dark Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84574_200w.jpg,3,1373,https://cpt.tcgcsv.com/vRH,2024-07-26T05:58:32.027,1,32/82,Uncommon,Fire,50,Stage 1,[2] Tail Slap (20),"[RRR] Fireball (70)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Charmeleon. Flip a coin.  If heads, discard 1 of those Energy cards. If tails, this attack does nothing <em>(not even damage)</em>.",W,2,10.0,15.0,28.99,17.46,,1st Edition,,
84574,Dark Charmeleon,Dark Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84574_200w.jpg,3,1373,https://cpt.tcgcsv.com/vRH,2024-07-26T05:58:32.027,1,32/82,Uncommon,Fire,50,Stage 1,[2] Tail Slap (20),"[RRR] Fireball (70)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Charmeleon. Flip a coin.  If heads, discard 1 of those Energy cards. If tails, this attack does nothing <em>(not even damage)</em>.",W,2,1.74,4.08,25.0,5.13,,Unlimited,,
84580,Dark Dragonair,Dark Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/84580_200w.jpg,3,1373,https://cpt.tcgcsv.com/DRH,2022-11-18T17:04:34.427,1,33/82,Uncommon,Colorless,60,Stage 1,"[3] Tail Strike (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,2,4.44,8.0,18.99,8.81,,1st Edition,"<strong>Pokémon Power: Evolutionary Light</strong> Once during your turn <em>(before your attack)</em>, you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is Asleep, Confused, or Paralyzed.",P
84580,Dark Dragonair,Dark Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/84580_200w.jpg,3,1373,https://cpt.tcgcsv.com/DRH,2022-11-18T17:04:34.427,1,33/82,Uncommon,Colorless,60,Stage 1,"[3] Tail Strike (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,2,1.5,3.55,25517.02,4.07,,Unlimited,"<strong>Pokémon Power: Evolutionary Light</strong> Once during your turn <em>(before your attack)</em>, you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is Asleep, Confused, or Paralyzed.",P
84584,Dark Dragonite (5),Dark Dragonite 5,https://tcgplayer-cdn.tcgplayer.com/product/84584_200w.jpg,3,1373,https://cpt.tcgcsv.com/JRH,2023-08-16T19:02:10.627,1,05/82,Holo Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,239.99,270.0,449.99,336.96,,1st Edition Holofoil,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84584,Dark Dragonite (5),Dark Dragonite 5,https://tcgplayer-cdn.tcgplayer.com/product/84584_200w.jpg,3,1373,https://cpt.tcgcsv.com/JRH,2023-08-16T19:02:10.627,1,05/82,Holo Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,90.0,144.42,200.0,145.22,,Unlimited Holofoil,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84586,Dark Dragonite (22),Dark Dragonite 22,https://tcgplayer-cdn.tcgplayer.com/product/84586_200w.jpg,3,1373,https://cpt.tcgcsv.com/LRH,2024-12-06T19:54:16.083,1,22/82,Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,27.57,41.77,100.0,42.71,,1st Edition,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84586,Dark Dragonite (22),Dark Dragonite 22,https://tcgplayer-cdn.tcgplayer.com/product/84586_200w.jpg,3,1373,https://cpt.tcgcsv.com/LRH,2024-12-06T19:54:16.083,1,22/82,Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,8.0,18.99,75.0,20.59,,Unlimited,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84588,Dark Dugtrio (6),Dark Dugtrio 6,https://tcgplayer-cdn.tcgplayer.com/product/84588_200w.jpg,3,1373,https://cpt.tcgcsv.com/NRH,2023-02-06T21:09:59.337,1,06/82,Holo Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,44.98,61.0,97.89,66.43,,1st Edition Holofoil,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84588,Dark Dugtrio (6),Dark Dugtrio 6,https://tcgplayer-cdn.tcgplayer.com/product/84588_200w.jpg,3,1373,https://cpt.tcgcsv.com/NRH,2023-02-06T21:09:59.337,1,06/82,Holo Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,23.25,28.99,69.99,33.07,,Unlimited Holofoil,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84589,Dark Dugtrio (23),Dark Dugtrio 23,https://tcgplayer-cdn.tcgplayer.com/product/84589_200w.jpg,3,1373,https://cpt.tcgcsv.com/PRH,2022-11-18T17:10:01.413,1,23/82,Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,5.42,10.49,9999.0,12.44,,1st Edition,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84589,Dark Dugtrio (23),Dark Dugtrio 23,https://tcgplayer-cdn.tcgplayer.com/product/84589_200w.jpg,3,1373,https://cpt.tcgcsv.com/PRH,2022-11-18T17:10:01.413,1,23/82,Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,3.3,4.99,14.99,6.44,,Unlimited,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84590,Dark Electrode,Dark Electrode,https://tcgplayer-cdn.tcgplayer.com/product/84590_200w.jpg,3,1373,https://cpt.tcgcsv.com/QRH,2024-03-21T14:47:16.663,1,34/82,Uncommon,Lightning,60,Stage 1,[1] Rolling Tackle (10),"[LL] Energy Bomb (30)
<br>Take all Energy cards attached to Dark Electrode and attach them to your Benched Pokémon <em>(in any way you choose)</em>. If you have no Benched Pokémon, discard all Energy cards attached to Dark Electrode.",F,1,1.29,2.72,9.99,2.7,,1st Edition,,
84590,Dark Electrode,Dark Electrode,https://tcgplayer-cdn.tcgplayer.com/product/84590_200w.jpg,3,1373,https://cpt.tcgcsv.com/QRH,2024-03-21T14:47:16.663,1,34/82,Uncommon,Lightning,60,Stage 1,[1] Rolling Tackle (10),"[LL] Energy Bomb (30)
<br>Take all Energy cards attached to Dark Electrode and attach them to your Benched Pokémon <em>(in any way you choose)</em>. If you have no Benched Pokémon, discard all Energy cards attached to Dark Electrode.",F,1,0.25,1.4,3.9,1.54,,Unlimited,,
84597,Dark Flareon,Dark Flareon,https://tcgplayer-cdn.tcgplayer.com/product/84597_200w.jpg,3,1373,https://cpt.tcgcsv.com/ZRH,2023-07-26T10:43:09.623,1,35/82,Uncommon,Fire,50,Stage 1,"[1] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Dark Flareon.","[RR] Playing with Fire (30+)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Flareon. Flip a coin. If heads, discard 1 of those Energy cards and this attack does 30 damage plus 20 more damage. If tails, this attack does 30 damage.",W,1,8.6,13.96,24.99,13.82,9.37,1st Edition,,
84597,Dark Flareon,Dark Flareon,https://tcgplayer-cdn.tcgplayer.com/product/84597_200w.jpg,3,1373,https://cpt.tcgcsv.com/ZRH,2023-07-26T10:43:09.623,1,35/82,Uncommon,Fire,50,Stage 1,"[1] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Dark Flareon.","[RR] Playing with Fire (30+)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Flareon. Flip a coin. If heads, discard 1 of those Energy cards and this attack does 30 damage plus 20 more damage. If tails, this attack does 30 damage.",W,1,2.88,4.38,35.0,5.2,,Unlimited,,
84600,Dark Gloom,Dark Gloom,https://tcgplayer-cdn.tcgplayer.com/product/84600_200w.jpg,3,1373,https://cpt.tcgcsv.com/0SH,2025-04-04T18:52:30.2,1,36/82,Uncommon,Grass,50,Stage 1,"[GG] Poisonpowder (10)
<br>The Defending Pokémon is now Poisoned.",,F,2,1.61,2.51,12.5,3.63,4.5,1st Edition,"<strong>Pokémon Power: Pollen Stench</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, the Defending Pokémon is now Confused; if tails, your Active Pokémon is now Confused. This power can't be used if Dark Gloom is Asleep, Confused, or Paralyzed.",
84600,Dark Gloom,Dark Gloom,https://tcgplayer-cdn.tcgplayer.com/product/84600_200w.jpg,3,1373,https://cpt.tcgcsv.com/0SH,2025-04-04T18:52:30.2,1,36/82,Uncommon,Grass,50,Stage 1,"[GG] Poisonpowder (10)
<br>The Defending Pokémon is now Poisoned.",,F,2,0.4,1.05,4.59,1.17,,Unlimited,"<strong>Pokémon Power: Pollen Stench</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, the Defending Pokémon is now Confused; if tails, your Active Pokémon is now Confused. This power can't be used if Dark Gloom is Asleep, Confused, or Paralyzed.",
84601,Dark Golbat (7),Dark Golbat 7,https://tcgplayer-cdn.tcgplayer.com/product/84601_200w.jpg,3,1373,https://cpt.tcgcsv.com/2SH,2024-08-16T14:43:05.54,1,07/82,Holo Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,32.29,38.47,192.63,45.56,39.99,1st Edition Holofoil,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84601,Dark Golbat (7),Dark Golbat 7,https://tcgplayer-cdn.tcgplayer.com/product/84601_200w.jpg,3,1373,https://cpt.tcgcsv.com/2SH,2024-08-16T14:43:05.54,1,07/82,Holo Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,17.5,23.99,38.7,25.79,,Unlimited Holofoil,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84602,Dark Golbat (24),Dark Golbat 24,https://tcgplayer-cdn.tcgplayer.com/product/84602_200w.jpg,3,1373,https://cpt.tcgcsv.com/3SH,2022-11-18T17:16:49.197,1,24/82,Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,5.5,12.01,24.99,13.48,,1st Edition,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84602,Dark Golbat (24),Dark Golbat 24,https://tcgplayer-cdn.tcgplayer.com/product/84602_200w.jpg,3,1373,https://cpt.tcgcsv.com/3SH,2022-11-18T17:16:49.197,1,24/82,Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,3.5,6.0,9.2,6.15,4.32,Unlimited,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84604,Dark Golduck,Dark Golduck,https://tcgplayer-cdn.tcgplayer.com/product/84604_200w.jpg,3,1373,https://cpt.tcgcsv.com/6SH,2023-06-29T14:47:46.583,1,37/82,Uncommon,Water,60,Stage 1,"[P] Third Eye
<br>Discard 1 Energy card attached to Dark Golduck in order to draw up to 3 cards.",[1PP] Super Psy (50),L,2,2.33,4.65,8.0,5.2,4.88,1st Edition,,
