productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extCardText
85107,Electabuzz (Movie Promo),Electabuzz Movie Promo,https://tcgplayer-cdn.tcgplayer.com/product/85107_200w.jpg,3,1418,https://cpt.tcgcsv.com/93J,2025-01-23T09:18:56.503,1,02/53,Promo,Lightning,60,Basic,"[L] Light Screen
<br>Whenever an attack does damage to Electabuzz <em>(after applying Weakness and Resistance)</em> during your opponent's next turn, that attack only does half the damage to Electabuzz (rounded down to the nearest 10). <em<(Any other effects still happen.)</em>","[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",F,2,2.98,5.76,25.0,6.05,5.8,Normal,,
85111,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/85111_200w.jpg,3,1418,https://cpt.tcgcsv.com/f3J,2023-08-09T16:41:31.237,1,46/53,Promo,Lightning,60,Basic,"[L] Lightning Rod
<br>Choose 1 of your opponent's Pokémon and put a Lightning Rod marker on it. (A Pokémon can have only 1 Lightning Rod marker on it at a time.)","[LL] Lightning Bolt (10)
<br>This attack does 20 damage to any Pokémon with a Lightning Rod counter on it. Apply Weakness and Resistance.",F,1,18.43,29.78,1153.51,18.55,,Normal,,
85270,Entei,Entei,https://tcgplayer-cdn.tcgplayer.com/product/85270_200w.jpg,3,1418,https://cpt.tcgcsv.com/q7J,2025-10-01T02:26:02.473,1,34/53,Promo,Fire,80,Basic,"[RRR] Protective Flame (50)
<br>During your opponent's next turn, prevent all effects of attacks, including damage, done to your Benched Pokémon.",,W,1,6.0,20.25,100.0,23.54,,Reverse Holofoil,,"<strong>Pokémon Power: Bolt</strong> Whenever your opponent's attack damages Entei, unless that attack Knocks Out Entei, flip a coin. If heads, shuffle Entei and all cards attached to it into your deck. This power can't be used if Entei is already Asleep, Confused, or Paralyzed when it is damaged."
85534,Flying Pikachu,Flying Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/85534_200w.jpg,3,1418,https://cpt.tcgcsv.com/JdJ,2022-12-05T19:28:07.537,1,25/53,Promo,Lightning,40,Basic,"[L] Thundershock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[3] Fly (30)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Flying Pikachu; if tails, this attack does nothing <em>(not even damage)</em>.",,1,25.0,69.97,200.0,49.41,,Normal,F-30,
86112,Hitmontop,Hitmontop,https://tcgplayer-cdn.tcgplayer.com/product/86112_200w.jpg,3,1418,https://cpt.tcgcsv.com/gsJ,2024-06-03T08:53:06.737,1,37/53,Promo,Fighting,60,Basic,"[FF] Repeating Kick (20x)
<br>Flip a coin until you get tails. This attack does 20 damage times the number of heads.","[1FF] Rapid Spin (30)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with his or her Active Pokémon, then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",P,1,3.56,5.3,10.0,5.41,3.67,Normal,,
86120,Ho-oh,Ho oh,https://tcgplayer-cdn.tcgplayer.com/product/86120_200w.jpg,3,1418,https://cpt.tcgcsv.com/qsJ,2022-12-05T19:30:28.48,1,52/53,Promo,Fire,80,Basic,"[2RR] Sacred Wing (60)
<br>Flip a coin. If tails, this attack's base damage is 20 instead of 60.",,W,2,20.0,25.5,49.99,25.77,,Normal,F-30,
86259,Igglybuff,Igglybuff,https://tcgplayer-cdn.tcgplayer.com/product/86259_200w.jpg,3,1418,https://cpt.tcgcsv.com/cwJ,2022-12-05T19:34:47.27,1,36/53,Promo,Colorless,30,Basic,"[1] Good Night Song
<br>The Defending Pokémon is now Asleep.",,,,5.98,7.85,12.99,7.63,,Normal,,"<em>If this Baby Pokémon is your Active Pokémon and your opponent announces an attack, your opponent flips a coin (before doing anything else). If tails, your opponent's turn ends.</em>"
86309,Jigglypuff,Jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/86309_200w.jpg,3,1418,https://cpt.tcgcsv.com/cxJ,2022-12-05T19:35:56.19,1,07/53,Promo,Colorless,70,Basic,"[1] First Aid
<br>Remove 1 damage counter from Jigglypuff.","[3] Double-edge (40)
<br>Jigglypuff does 20 damage to itself.",F,1,8.99,12.95,22.99,9.57,9.32,Normal,P-30,
86894,Lucky Stadium,Lucky Stadium,https://tcgplayer-cdn.tcgplayer.com/product/86894_200w.jpg,3,1418,https://cpt.tcgcsv.com/VMJ,2022-12-05T19:36:45.987,1,41/53,Promo,Stadium,,,,,,,,,,,,,,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, the player may flip a coin. If heads, that player draws a card."
86961,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/86961_200w.jpg,3,1418,https://cpt.tcgcsv.com/fPJ,2022-12-05T19:37:46.14,1,43/53,Promo,Fighting,90,Stage 2,"[FF] Seething Anger (20+)
<br>Flip a number of coins equal to the number of damage counters on Machamp. This attack does 20 damage plus 10 more damage for each heads.","[2FF] Fling (50)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. <em>(Do the damage before switching the Pokemon.)</em>",P,3,20.99,30.96,39.03,29.8,,Normal,,
87043,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/87043_200w.jpg,3,1418,https://cpt.tcgcsv.com/TQJ,2022-12-05T19:39:08.54,1,44/53,Promo,Fire,60,Basic,"[R] Burning Fire (10+)
<br>When you use this attack, you may discard any number of Fire Energy cards attached to your Pokémon in play. This attack does 10 damage plus 10 more damage for each Fire Energy card you discarded in this way.",[1RR] Magma Punch (40),W,2,14.92,19.97,20.33,15.34,,Normal,,
87211,Marill,Marill,https://tcgplayer-cdn.tcgplayer.com/product/87211_200w.jpg,3,1418,https://cpt.tcgcsv.com/fVJ,2022-12-05T19:40:15.4,1,29/53,Promo,Water,50,Basic,"[WW] Water Gun (20+)
<br>Does 20 damage plus 10 more damage for each Energy attached to Marill but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",,L,2,1.85,3.14,8.99,3.34,,Normal,,
87309,Meowth,Meowth,https://tcgplayer-cdn.tcgplayer.com/product/87309_200w.jpg,3,1418,https://cpt.tcgcsv.com/cXJ,2025-04-25T12:25:26.577,1,10/53,Promo,Colorless,50,Basic,"[2] Cat Punch
<br>Flip a coin. If heads, this attack does 20 damage. If tails and if your opponent has any Benched Pokémon, he or she chooses 1 of them and this attack does 20 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,F,1,20.0,38.93,99.99,39.69,40.61,Holofoil,P-30,
87394,Mew (8),Mew 8,https://tcgplayer-cdn.tcgplayer.com/product/87394_200w.jpg,3,1418,https://cpt.tcgcsv.com/VZJ,2024-01-28T11:10:06.513,1,8,Promo,Psychic,50,Basic,"[P] Psywave (10x)
<br>Does 10 damage times the number of Energy cards attached to the Defending Pokémon.","[PP] Devolution Beam
<br>Choose an Evolved Pokémon <em>(your own or your opponent's)</em>. Return the highest Stage Evolution card on that Pokémon to its player's hand. That Pokémon is no longer Asleep, Confused, Paralyzed, Poisoned, or anything else that might be the result of an attack (just as if you had evolved it).",P,1,2.36,5.0,20.0,6.4,6.97,Normal,,
87395,Mew (9),Mew 9,https://tcgplayer-cdn.tcgplayer.com/product/87395_200w.jpg,3,1418,https://cpt.tcgcsv.com/WZJ,2022-12-31T17:46:03.603,1,09/53,Promo,Psychic,50,Basic,"[P] Psywave (10x)
<br>Does 10 damage times the number of Energy cards attached to the Defending Pokémon.","[PP] Devolution Beam
<br>Choose an Evolved Pokémon <em>(your own or your opponent's)</em>. Return the highest Stage Evolution card on that Pokémon to its player's hand. That Pokémon is no longer Asleep, Confused, Paralyzed, Poisoned, or anything else that might be the result of an attack (just as if you had evolved it).",P,1,45.15,59.38,99.99,60.85,49.54,Holofoil,,
87397,Mew (47),Mew 47,https://tcgplayer-cdn.tcgplayer.com/product/87397_200w.jpg,3,1418,https://cpt.tcgcsv.com/ZZJ,2023-06-14T14:54:29.82,1,47/53,Promo,Psychic,40,Basic,"[P] Psyshock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",,P,1,89.99,149.99,200.0,80.7,,Normal,,"<strong>Pokémon Power: Neutral Shield</strong> Prevent all effects of attacks, including damage, done to Mew by Evolved Pokémon. You can't use this power if Mew is Asleep, Confused, or Paralyzed."
87414,Mewtwo (Movie Promo),Mewtwo Movie Promo,https://tcgplayer-cdn.tcgplayer.com/product/87414_200w.jpg,3,1418,https://cpt.tcgcsv.com/j-J,2023-10-25T14:20:08.123,1,03/53,Promo,Psychic,70,Basic,"[P] Energy Absorption
<br>Choose up to 2 Energy cards from your discard pile and attach them to Mewtwo.",[1PP] Psyburn (40),P,2,12.87,24.32,45.0,23.78,,Normal,,
87416,Mewtwo (12),Mewtwo 12,https://tcgplayer-cdn.tcgplayer.com/product/87416_200w.jpg,3,1418,https://cpt.tcgcsv.com/l-J,2022-12-05T19:54:56.403,1,12/53,Promo,Psychic,60,Basic,"[P] Energy Control
<br>Flip a coin. If heads, choose a basic Energy card attached to 1 of your opponent's Pokémon and attach it to another of your opponent's Pokémon of your choice.","[PPP] Telekinesis
<br>Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",P,1,299.98,299.98,299.98,72.94,,Normal,,
87417,Mewtwo (14),Mewtwo 14,https://tcgplayer-cdn.tcgplayer.com/product/87417_200w.jpg,3,1418,https://cpt.tcgcsv.com/m-J,2024-02-08T16:37:29.89,1,14/53,Promo,Psychic,70,Basic,"[P] Energy Absorption
<br>Choose up to 2 Energy cards from your discard pile and attach them to Mewtwo.",[1PP] Psyburn (40),P,2,6.0,9.99,40.0,15.41,,Normal,,
87503,Misdreavus,Misdreavus,https://tcgplayer-cdn.tcgplayer.com/product/87503_200w.jpg,3,1418,https://cpt.tcgcsv.com/50K,2024-07-31T04:31:53.263,1,39/53,Promo,Psychic,50,Basic,"[P] Pain Split
<br>Put 1 damage counter on the Defending Pokémon for each damage counter on Misdreavus.","[PP] Confuse Ray (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",,1,3.25,4.2,27.97,4.5,19.98,Normal,F-30,
87557,Moltres,Moltres,https://tcgplayer-cdn.tcgplayer.com/product/87557_200w.jpg,3,1418,https://cpt.tcgcsv.com/92K,2022-12-05T19:57:23.333,1,21/53,Promo,Fire,70,Basic,"[RRR] Hyper Flame (60)
<br>Flip a coin. If heads, discard 1 Fire Energy card attached to Moltres. If tails, discard all Energy cards attached to Moltres. If you can't discard Energy cards, this attack does nothing.",,,1,6.62,9.3,19.38,11.73,,Normal,F-30,
88014,Pichu,Pichu,https://tcgplayer-cdn.tcgplayer.com/product/88014_200w.jpg,3,1418,https://cpt.tcgcsv.com/jdK,2022-12-05T19:59:25.58,1,35/53,Promo,Lightning,30,Basic,"[1] Let's Play!
<br>Search your deck for a Baby Pokémon card and put it onto your Bench. Shuffle your deck afterward. <em>(You can't use this attack if your Bench is full.)</em>",,,,33.46,39.99,70.0,37.6,37.99,Reverse Holofoil,,"<em>If this Baby Pokémon is your Active Pokémon and your opponent announces an attack, your. opponent flips a coin (before doing anything else). If tails, your opponent's turn ends."
88065,Pikachu (1) (Misprint),Pikachu 1 Misprint,https://tcgplayer-cdn.tcgplayer.com/product/88065_200w.jpg,3,1418,https://cpt.tcgcsv.com/kfK,2024-02-09T18:58:57.093,1,01/53,Promo,Lightning,60,Basic,"[1] Growl
<br>If the Defending Pokémon attacks Pikachu during your opponent's next turn, any damage done by the attack is reduced by 10 <em>(after applying Weakness and Resistance)</em>. <em>(Benching either Pokémon ends this effect.)</em>","[2] Thundershock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,1,,,,,,,,
88066,Pikachu (Movie Promo),Pikachu Movie Promo,https://tcgplayer-cdn.tcgplayer.com/product/88066_200w.jpg,3,1418,https://cpt.tcgcsv.com/lfK,2022-12-05T20:03:00.78,1,04/53,Promo,Lightning,50,Basic,"[L] Recharge
<br>Search your deck for a Lightning Energy card and attach it to Pikachu. Shuffle your deck afterward.","[LLL] Thunderbolt (50)
<br>Discard all Energy cards attached to Pikachu in order to use this attack.",F,1,7.94,13.81,35.0,21.58,,Normal,,
88068,Pikachu (SNAP Promo),Pikachu SNAP Promo,https://tcgplayer-cdn.tcgplayer.com/product/88068_200w.jpg,3,1418,https://cpt.tcgcsv.com/nfK,2022-12-05T20:04:00.687,1,26/53,Promo,Lightning,40,Basic,[1] Scratch (10),"[LL] Thunderbolt (40)
<br>Discard all Energy cards attached to Pikachu.",F,1,46.1,55.99,150.0,46.09,,Normal,,
88069,Pikachu (27),Pikachu 27,https://tcgplayer-cdn.tcgplayer.com/product/88069_200w.jpg,3,1418,https://cpt.tcgcsv.com/pfK,2024-01-24T13:18:58.663,1,27/53,Promo,Lightning,30,Basic,"[L] Thundershock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[LL] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Pikachu.",F,,8.0,37.47,49.99,13.65,14.52,Normal,,
88213,Pokemon Center,Pokemon Center,https://tcgplayer-cdn.tcgplayer.com/product/88213_200w.jpg,3,1418,https://cpt.tcgcsv.com/hjK,2022-12-05T20:04:34.507,1,40/53,Promo,Trainer,,,,,,,,,,,,,,"Remove all damage counters from all of your own Pokémon with damage counters on them, then discard all Energy cards attached to those Pokémon."
88240,Pokemon Tower,Pokemon Tower,https://tcgplayer-cdn.tcgplayer.com/product/88240_200w.jpg,3,1418,https://cpt.tcgcsv.com/QjK,2022-12-05T20:06:24.247,1,42/53,Promo,Stadium,,,,,,,8.65,10.63,17.75,10.06,,Normal,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
If the effect of a Pokémon Power, attack, Energy card,  or Trainer card would put a card in a discard pile into its owner's hand, that card stays in that discard pile instead."
88429,Psyduck,Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/88429_200w.jpg,3,1418,https://cpt.tcgcsv.com/CnK,2022-12-05T20:08:00.587,1,20/53,Promo,Water,50,Basic,"[P] Headache
<br>Your opponent can't play Trainer cards during his or her next turn.","[W] Fury Swipes (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",L,1,28.23,38.7,350.0,38.56,,Normal,,
88575,Rapidash (51),Rapidash 51,https://tcgplayer-cdn.tcgplayer.com/product/88575_200w.jpg,3,1418,https://cpt.tcgcsv.com/wrK,2023-02-26T08:51:03.36,1,51/53,Promo,Fire,60,Stage 1,"[2] Jump Over
<br>If your opponent has any Benched Pokémon, choose 1 of them. Flip a coin. If heads, this attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[2R] Super Singe (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Burned.",W,,15.93,20.72,29.99,20.18,,Normal,,
88862,Sabrina's Abra,Sabrinas Abra,https://tcgplayer-cdn.tcgplayer.com/product/88862_200w.jpg,3,1418,https://cpt.tcgcsv.com/gzK,2022-12-05T20:12:14.213,1,19/53,Promo,Psychic,40,Basic,[1] Pound (10),"[1P] Synchronize (40)
<br>This attack can't be used unless Sabrina's Abra and the Defending Pokémon have the same number of Energy cards attached to them.",P,,35.0,54.99,62.0,38.65,,Normal,,
88960,Scizor,Scizor,https://tcgplayer-cdn.tcgplayer.com/product/88960_200w.jpg,3,1418,https://cpt.tcgcsv.com/dCK,2023-10-13T14:47:01.6,1,33/53,Promo,Metal,70,Stage 1,"[1] Leer
<br>Flip a coin. If heads, the Defending Pokémon can't attack Scizor during your opponent's next turn. <em>(Benching either Pokémon ends this effect.)</em>","[2M] Metal Pincer (30+)
<br>Flip a coin until you get tails. This attack does 30 damage plus 10 more damage for each heads.",R,2,10.19,14.78,25.0,13.85,,Normal,G-30,
88993,Scyther,Scyther,https://tcgplayer-cdn.tcgplayer.com/product/88993_200w.jpg,3,1418,https://cpt.tcgcsv.com/TCK,2022-12-05T20:17:31.973,1,45/53,Promo,Grass,60,Basic,"[GG] Slashing Strike (40)
<br>Scyther can't use this attack during your next turn. (Benching or evolving Scyther ends this effect.)",,R,1,25.03,34.35,54.49,25.1,,Normal,F-30,
89353,Smeargle,Smeargle,https://tcgplayer-cdn.tcgplayer.com/product/89353_200w.jpg,3,1418,https://cpt.tcgcsv.com/5MK,2024-09-05T19:48:15.95,1,32/53,Promo,Colorless,40,Basic,"[1] Paint
<br>Flip a coin. If heads, choose a type (other than Colorless) and put a Coloring counter on the Defending Pokémon. That Pokémon is now the type you choose. If it already had a Coloring counter, remove the old one. If tails, this attack does nothing.",,F,,6.75,9.45,15.3,9.45,,Normal,P-30,
89385,Snorlax,Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/89385_200w.jpg,3,1418,https://cpt.tcgcsv.com/KMK,2022-12-05T20:21:44.103,1,49/53,Promo,Colorless,90,Basic,"[4] Roll Over (30)
<br>Snorlax is now Asleep. Flip a coin. If heads, the Defending Pokémon is now Asleep.",,F,4,116.3,187.84,187.94,140.96,,Normal,P-30,"<strong>Pokémon Power: Guard</strong> As long as Snorlax is your Active Pokémon, the Defending Pokémon can't Retreat. This power stops working when Snorlax is affected by a Special Condition."
89601,Suicune,Suicune,https://tcgplayer-cdn.tcgplayer.com/product/89601_200w.jpg,3,1418,https://cpt.tcgcsv.com/2SK,2022-12-05T20:26:10.56,1,53/53,Promo,Water,70,Basic,"[2W] Hypno Wave (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 20 more damage. If tails, the Defending Pokémon is now Asleep.",,L,1,32.99,35.0,38.49,35.1,,Normal,,"<strong>Poké-BODY — Pure Body</strong>
<br>
To attach a Water Energy card from your hand to Suicune, you must discard an Energy card attached to Suicune. (Attach the Water Energy,  and then discard an Energy card from Suicune.)"
89643,Surfing Pikachu,Surfing Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/89643_200w.jpg,3,1418,https://cpt.tcgcsv.com/TSK,2025-04-12T10:06:32.88,1,28/53,Promo,Lightning,50,Basic,[WW] Surf (30),,F,1,18.04,26.0,75.0,25.89,,Normal,,
89851,Team Rocket's Meowth,Team Rockets Meowth,https://tcgplayer-cdn.tcgplayer.com/product/89851_200w.jpg,3,1418,https://cpt.tcgcsv.com/2ZK,2024-06-17T14:11:58.473,1,18/53,Promo,Colorless,40,Basic,"[1] Miraculous Comeback
<br>Flip a number of coins equal to the total number of Pokémon in play. This attack does 10 damage times the number of heads. Then, Team Rocket's Meowth does 10 damage times the number of tails to itself.",,F,2,11.25,17.0,99.99,16.32,13.47,Normal,P-30,
89928,Togepi,Togepi,https://tcgplayer-cdn.tcgplayer.com/product/89928_200w.jpg,3,1418,https://cpt.tcgcsv.com/B-K,2022-12-05T20:30:00.92,1,30/53,Promo,Colorless,30,Basic,"[1] Snivel
<br>If the Defending Pokémon attacks Togepi during your opponent's next turn, any damage done to Togepi is reduced by 20 <em>(before applying Weakness and Resistance)</em>. <em>(Benching either Pokémon ends this effect.)</em>","[2] Mini-Metronome
<br>Flip a coin. If heads, choose 1 of the Defending Pokémon's attacks. Mini-Metronome copies that attack except for its Energy cost. <em>(You must still do anything else in order to use that attack.) (No matter what type the Defending Pokémon is, Togepi's type is still Colorless.)</em> Togepi performs that attack.",,1,6.57,12.18,30.0,9.04,,Normal,P-30,
90215,Unown [J],Unown J,https://tcgplayer-cdn.tcgplayer.com/product/90215_200w.jpg,3,1418,https://cpt.tcgcsv.com/k6L,2022-12-05T20:31:55.183,1,38/53,Promo,Psychic,40,Basic,[P] Hidden Power (10),,P,1,9.55,16.73,29.77,17.21,,Normal,,"<strong>Pokémon Power: [Join]</strong> Once during your turn <em>(before your attack)</em>, if you have Unown [J], Unown [O], Unown [I], and Unown [N] on your Bench, you may search your deck for a Basic Pokémon or Evolution card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward."
90311,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/90311_200w.jpg,3,1418,https://cpt.tcgcsv.com/f8L,2024-03-30T07:35:59.853,1,13/53,Promo,Grass,100,Stage 2,"[GGGG] Mega Drain (40)
<br>Remove a number of damage counters from Venusaur equal to half the damage done to the Defending Pokémon <em>(after applying Weakness and Resistance)</em> (rounded up to the nearest 10). If Venusaur has fewer damage counters than that, remove all of them.",,R,1,90.0,92.98,199.99,126.35,,Holofoil,,"<strong>Pokémon Power: Solar Power</strong> Once during your turn <em>(before your attack)</em>, you may use this power. Your Active Pokémon and the Defending Pokémon are no longer Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Venusaur is Asleep, Confused, or Paralyzed."
90713,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/90713_200w.jpg,3,1418,https://cpt.tcgcsv.com/hjL,2022-12-05T20:35:10.647,1,23/53,Promo,Lightning,70,Basic,"[LLL] Lightning Burn (30)
<br>Flip a coin. If heads, and if your opponent has any Benched Pokémon, choose 1 of them. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> If tails, Zapdos does 30 damage to itself.",,,1,6.56,10.39,17.25,10.65,9.97,Normal,F-30,
90784,______'s Pikachu,______s Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/90784_200w.jpg,3,1418,https://cpt.tcgcsv.com/JkL,2025-05-22T04:59:06.953,1,24/53,Promo,Lightning,50,Basic,"[LL] Birthday Surprise (30+)
<br>
If it's not your birthday, this attack does 30 damage. If it is your birthday, flip a coin. If heads, this attack does 30 damage plus 50 more damage; if tails, this attack does 30 damage.",,F,1,207.0,226.05,550.99,166.48,,Holofoil,,
