productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,extResistance,extAttack3
92175,Shroomish,Shroomish,https://tcgplayer-cdn.tcgplayer.com/product/92175_200w.jpg,3,1481,https://cpt.tcgcsv.com/wTL,2022-12-22T19:55:36.853,1,,0.01,0.2,1.49,0.17,,Normal,6/111,Common,Grass,60,Basic,[1] Tackle (10),,Rx2,1,,
92175,Shroomish,Shroomish,https://tcgplayer-cdn.tcgplayer.com/product/92175_200w.jpg,3,1481,https://cpt.tcgcsv.com/wTL,2022-12-22T19:55:36.853,1,,0.08,0.35,1.49,0.33,,Reverse Holofoil,6/111,Common,Grass,60,Basic,[1] Tackle (10),,Rx2,1,,
92176,Leafeon,Leafeon,https://tcgplayer-cdn.tcgplayer.com/product/92176_200w.jpg,3,1481,https://cpt.tcgcsv.com/xTL,2022-12-22T19:55:46.693,1,,0.99,1.93,9.99,1.85,,Normal,7/111,Rare,Grass,90,Stage 1,"[G] Soothing Scent (30)
<br>Your opponent's Active Pokémon is now Asleep.","[2G] Magical Leaf (50+)
<br>Flip a coin. If heads, this attack does 30 more damage and heal 30 damage from this Pokémon.",Rx2,1,,
92176,Leafeon,Leafeon,https://tcgplayer-cdn.tcgplayer.com/product/92176_200w.jpg,3,1481,https://cpt.tcgcsv.com/xTL,2022-12-22T19:55:46.693,1,,2.31,4.99,5.39,5.13,,Reverse Holofoil,7/111,Rare,Grass,90,Stage 1,"[G] Soothing Scent (30)
<br>Your opponent's Active Pokémon is now Asleep.","[2G] Magical Leaf (50+)
<br>Flip a coin. If heads, this attack does 30 more damage and heal 30 damage from this Pokémon.",Rx2,1,,
92177,Shelmet,Shelmet,https://tcgplayer-cdn.tcgplayer.com/product/92177_200w.jpg,3,1481,https://cpt.tcgcsv.com/zTL,2025-02-05T21:17:12.07,1,,0.01,0.2,1.49,0.16,,Normal,8/111,Common,Grass,60,Basic,"[G] Jump On (10+)
<br> Flip a coin. If heads, this attack does 10 more damage.",,Rx2,3,,
92177,Shelmet,Shelmet,https://tcgplayer-cdn.tcgplayer.com/product/92177_200w.jpg,3,1481,https://cpt.tcgcsv.com/zTL,2025-02-05T21:17:12.07,1,,0.12,0.35,1.49,0.36,,Reverse Holofoil,8/111,Common,Grass,60,Basic,"[G] Jump On (10+)
<br> Flip a coin. If heads, this attack does 10 more damage.",,Rx2,3,,
92178,Accelgor,Accelgor,https://tcgplayer-cdn.tcgplayer.com/product/92178_200w.jpg,3,1481,https://cpt.tcgcsv.com/BTL,2022-12-22T19:56:07.53,1,,0.07,0.26,1.49,0.26,,Normal,9/111,Uncommon,Grass,90,Stage 1,"[1] Raid (20+)
<br>If this Pokémon evolved from Shelmet during this turn, this attack does 40 more damage.","[1G] Afterimage Strike (40)
<br>If any damage is done to this Pokémon by attacks during your opponent's next turn, flip a coin. If heads, prevent that damage.",Rx2,0,,
92178,Accelgor,Accelgor,https://tcgplayer-cdn.tcgplayer.com/product/92178_200w.jpg,3,1481,https://cpt.tcgcsv.com/BTL,2022-12-22T19:56:07.53,1,,0.25,0.5,2.0,0.6,0.67,Reverse Holofoil,9/111,Uncommon,Grass,90,Stage 1,"[1] Raid (20+)
<br>If this Pokémon evolved from Shelmet during this turn, this attack does 40 more damage.","[1G] Afterimage Strike (40)
<br>If any damage is done to this Pokémon by attacks during your opponent's next turn, flip a coin. If heads, prevent that damage.",Rx2,0,,
92179,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/92179_200w.jpg,3,1481,https://cpt.tcgcsv.com/CTL,2022-12-22T19:56:18.097,1,,0.03,0.2,1.49,0.14,,Normal,10/111,Common,Fire,80,Basic,[R] Ram (10),"[1R] Ember (30)
<br> Discard a Fire Energy attached to this Pokémon.",Wx2,2,,
92179,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/92179_200w.jpg,3,1481,https://cpt.tcgcsv.com/CTL,2022-12-22T19:56:18.097,1,,0.16,0.44,2.0,0.34,,Reverse Holofoil,10/111,Common,Fire,80,Basic,[R] Ram (10),"[1R] Ember (30)
<br> Discard a Fire Energy attached to this Pokémon.",Wx2,2,,
92182,Magmortar,Magmortar,https://tcgplayer-cdn.tcgplayer.com/product/92182_200w.jpg,3,1481,https://cpt.tcgcsv.com/GTL,2022-12-22T19:56:26.757,1,,0.25,0.45,1.59,0.42,0.39,Normal,11/111,Rare,Fire,120,Stage 2,"[R] Flame Charge (30)
<br>Search your deck for a Fire Energy card and attach it to this Pokémon. Shuffle your deck afterward.","[3R] Twin Bursts (80+)
<br>If Electivire is on your Bench, this attack does 80 more damage.",Wx2,3,,
92182,Magmortar,Magmortar,https://tcgplayer-cdn.tcgplayer.com/product/92182_200w.jpg,3,1481,https://cpt.tcgcsv.com/GTL,2022-12-22T19:56:26.757,1,,0.2,1.0,2.49,1.1,,Reverse Holofoil,11/111,Rare,Fire,120,Stage 2,"[R] Flame Charge (30)
<br>Search your deck for a Fire Energy card and attach it to this Pokémon. Shuffle your deck afterward.","[3R] Twin Bursts (80+)
<br>If Electivire is on your Bench, this attack does 80 more damage.",Wx2,3,,
92184,Torchic,Torchic,https://tcgplayer-cdn.tcgplayer.com/product/92184_200w.jpg,3,1481,https://cpt.tcgcsv.com/JTL,2022-12-22T19:56:35.017,1,,0.05,0.25,2.57,0.36,0.18,Normal,12/111,Common,Fire,60,Basic,"[1R] Quick Attack (10+)
<br> Flip a coin. If heads, this attack does 30 more damage.",,Wx2,1,,
92184,Torchic,Torchic,https://tcgplayer-cdn.tcgplayer.com/product/92184_200w.jpg,3,1481,https://cpt.tcgcsv.com/JTL,2022-12-22T19:56:35.017,1,,0.07,0.56,4.54,0.5,0.62,Reverse Holofoil,12/111,Common,Fire,60,Basic,"[1R] Quick Attack (10+)
<br> Flip a coin. If heads, this attack does 30 more damage.",,Wx2,1,,
92185,Combusken,Combusken,https://tcgplayer-cdn.tcgplayer.com/product/92185_200w.jpg,3,1481,https://cpt.tcgcsv.com/KTL,2022-12-22T19:56:43.343,1,,0.19,0.34,1.49,0.34,0.34,Normal,13/111,Uncommon,Fire,80,Stage 1,[2] Slash (30),"[2R] Midair Sstrike (50+)
<br>Flip a coin. If heads, this attack does 20 more damage.",Wx2,1,,
92185,Combusken,Combusken,https://tcgplayer-cdn.tcgplayer.com/product/92185_200w.jpg,3,1481,https://cpt.tcgcsv.com/KTL,2022-12-22T19:56:43.343,1,,0.4,0.6,1.0,0.61,,Reverse Holofoil,13/111,Uncommon,Fire,80,Stage 1,[2] Slash (30),"[2R] Midair Sstrike (50+)
<br>Flip a coin. If heads, this attack does 20 more damage.",Wx2,1,,
92186,Blaziken,Blaziken,https://tcgplayer-cdn.tcgplayer.com/product/92186_200w.jpg,3,1481,https://cpt.tcgcsv.com/LTL,2023-01-17T21:42:42.577,1,,0.75,1.41,4.49,1.9,,Holofoil,14/111,Holo Rare,Fire,140,Stage 2,"[2] Clutch (50)
<br>The Defending Pokémon can't retreat during your opponent's next turn.","[2RR] Burning Shot
<br> Discard 2 Energy attached to this Pokémon. This attack does 150 damage to 1 of your opponent's Pokémon. <i>(Don't apply Weakness and Resistance for Benched Pokémon.)</i>",Wx2,2,,
92186,Blaziken,Blaziken,https://tcgplayer-cdn.tcgplayer.com/product/92186_200w.jpg,3,1481,https://cpt.tcgcsv.com/LTL,2023-01-17T21:42:42.577,1,,0.85,2.64,9.99,2.75,,Reverse Holofoil,14/111,Holo Rare,Fire,140,Stage 2,"[2] Clutch (50)
<br>The Defending Pokémon can't retreat during your opponent's next turn.","[2RR] Burning Shot
<br> Discard 2 Energy attached to this Pokémon. This attack does 150 damage to 1 of your opponent's Pokémon. <i>(Don't apply Weakness and Resistance for Benched Pokémon.)</i>",Wx2,2,,
92187,Poliwag,Poliwag,https://tcgplayer-cdn.tcgplayer.com/product/92187_200w.jpg,3,1481,https://cpt.tcgcsv.com/MTL,2025-02-05T21:17:12.133,1,,0.05,0.24,1.49,0.2,,Normal,15/111,Common,Water,60,Basic,[W] Rain Splash (10),"[3] Spiral Current (20)
<br>Your opponent's Active Pokémon is now Confused. That Pokémon can't retreat during your opponent's next turn.",Gx2,1,,
92187,Poliwag,Poliwag,https://tcgplayer-cdn.tcgplayer.com/product/92187_200w.jpg,3,1481,https://cpt.tcgcsv.com/MTL,2025-02-05T21:17:12.133,1,,0.13,0.45,1.99,0.5,,Reverse Holofoil,15/111,Common,Water,60,Basic,[W] Rain Splash (10),"[3] Spiral Current (20)
<br>Your opponent's Active Pokémon is now Confused. That Pokémon can't retreat during your opponent's next turn.",Gx2,1,,
92190,Poliwhirl,Poliwhirl,https://tcgplayer-cdn.tcgplayer.com/product/92190_200w.jpg,3,1481,https://cpt.tcgcsv.com/QTL,2022-12-22T19:57:07.363,1,,0.25,0.41,4.21,0.45,,Normal,16/111,Uncommon,Water,80,Stage 2,[W] Rain Splash (20),"[3] Finishing Blow (50+)
<br>If your opponent's Active Pokémon already has any damage counters on it, this attack does 50 more damage.",Gx2,1,,
92190,Poliwhirl,Poliwhirl,https://tcgplayer-cdn.tcgplayer.com/product/92190_200w.jpg,3,1481,https://cpt.tcgcsv.com/QTL,2022-12-22T19:57:07.363,1,,0.64,0.95,1.5,1.04,,Reverse Holofoil,16/111,Uncommon,Water,80,Stage 2,[W] Rain Splash (20),"[3] Finishing Blow (50+)
<br>If your opponent's Active Pokémon already has any damage counters on it, this attack does 50 more damage.",Gx2,1,,
92192,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/92192_200w.jpg,3,1481,https://cpt.tcgcsv.com/STL,2024-12-11T08:55:58.073,1,,0.3,1.0,4.37,1.37,2.98,Holofoil,17/111,Holo Rare,Water,140,Stage 2,"[3] Steamroll (60)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokémon. <i>(Don't apply Weakness and Resistance for Benched Pokémon.)</i>","[2WW] Submission (130)
<br>This Pokémon does 30 damage to itself.",Gx2,3,,
92192,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/92192_200w.jpg,3,1481,https://cpt.tcgcsv.com/STL,2024-12-11T08:55:58.073,1,,0.54,0.81,9.49,0.76,,Reverse Holofoil,17/111,Holo Rare,Water,140,Stage 2,"[3] Steamroll (60)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokémon. <i>(Don't apply Weakness and Resistance for Benched Pokémon.)</i>","[2WW] Submission (130)
<br>This Pokémon does 30 damage to itself.",Gx2,3,,
92193,Politoed,Politoed,https://tcgplayer-cdn.tcgplayer.com/product/92193_200w.jpg,3,1481,https://cpt.tcgcsv.com/TTL,2022-12-22T19:57:26.29,1,"Ability - King's Song
<br> Ignore all Colorless Energy in the attack cost of each of your Poliwag, Poliwhirl, and Poliwrath's attacks.",0.25,0.57,1.6,0.68,,Normal,18/111,Rare,Water,130,Stage 2,[2W] Hyper Voice (70),,Gx2,1,,
92193,Politoed,Politoed,https://tcgplayer-cdn.tcgplayer.com/product/92193_200w.jpg,3,1481,https://cpt.tcgcsv.com/TTL,2022-12-22T19:57:26.29,1,"Ability - King's Song
<br> Ignore all Colorless Energy in the attack cost of each of your Poliwag, Poliwhirl, and Poliwrath's attacks.",0.88,1.06,4.0,1.06,,Reverse Holofoil,18/111,Rare,Water,130,Stage 2,[2W] Hyper Voice (70),,Gx2,1,,
92194,Glaceon,Glaceon,https://tcgplayer-cdn.tcgplayer.com/product/92194_200w.jpg,3,1481,https://cpt.tcgcsv.com/VTL,2022-12-22T19:57:34.723,1,,1.0,2.44,7.0,2.47,,Normal,19/111,Rare,Water,90,Stage 1,[W] Blizzard (30),"[2W] Ice Edge (60+)
<b>Flip a coin. If heads, this attack does 30 more damage.",Mx2,1,,
92194,Glaceon,Glaceon,https://tcgplayer-cdn.tcgplayer.com/product/92194_200w.jpg,3,1481,https://cpt.tcgcsv.com/VTL,2022-12-22T19:57:34.723,1,,2.95,6.69,14.99,5.93,,Reverse Holofoil,19/111,Rare,Water,90,Stage 1,[W] Blizzard (30),"[2W] Ice Edge (60+)
<b>Flip a coin. If heads, this attack does 30 more damage.",Mx2,1,,
92195,Seismitoad EX,Seismitoad EX,https://tcgplayer-cdn.tcgplayer.com/product/92195_200w.jpg,3,1481,https://cpt.tcgcsv.com/WTL,2023-08-30T14:18:19.587,1,,3.0,4.19,7.06,4.25,,Holofoil,20/111,Ultra Rare,Water,180,Basic,[2] Quaking Punch (30),"[1WW] Grenade Hammer (130)
<br>This attack does 30 damage to 2 of your Benched Pokémon. <i>(Don't apply Weakness and Resistance for Benched Pokémon.)</i>",Gx2,3,None,
92196,Cubchoo,Cubchoo,https://tcgplayer-cdn.tcgplayer.com/product/92196_200w.jpg,3,1481,https://cpt.tcgcsv.com/XTL,2022-12-22T19:57:49.837,1,,0.05,0.24,1.49,0.24,,Normal,21/111,Common,Water,70,Basic,"[W] Fury Swipes (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",[1WW] Frost Breath (40),Mx2,2,,
92196,Cubchoo,Cubchoo,https://tcgplayer-cdn.tcgplayer.com/product/92196_200w.jpg,3,1481,https://cpt.tcgcsv.com/XTL,2022-12-22T19:57:49.837,1,,0.19,0.46,1.49,0.39,,Reverse Holofoil,21/111,Common,Water,70,Basic,"[W] Fury Swipes (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",[1WW] Frost Breath (40),Mx2,2,,
92197,Beartic,Beartic,https://tcgplayer-cdn.tcgplayer.com/product/92197_200w.jpg,3,1481,https://cpt.tcgcsv.com/ZTL,2022-12-22T19:57:57.11,1,,0.2,0.49,1.99,0.5,0.3,Normal,22/111,Rare,Water,130,Stage 1,"[2] Igloo Hold (20+)
<br>This attack does 20 more damage for each   in your opponent's Active Pokémon's Retreat Cost.","[2WW] Mountain Drop (80+)
<br>If there is any Stadium card in play, this attack does 40 more damage.",Mx2,4,,
92197,Beartic,Beartic,https://tcgplayer-cdn.tcgplayer.com/product/92197_200w.jpg,3,1481,https://cpt.tcgcsv.com/ZTL,2022-12-22T19:57:57.11,1,,0.23,0.53,1.49,0.64,,Reverse Holofoil,22/111,Rare,Water,130,Stage 1,"[2] Igloo Hold (20+)
<br>This attack does 20 more damage for each   in your opponent's Active Pokémon's Retreat Cost.","[2WW] Mountain Drop (80+)
<br>If there is any Stadium card in play, this attack does 40 more damage.",Mx2,4,,
92198,Clauncher,Clauncher,https://tcgplayer-cdn.tcgplayer.com/product/92198_200w.jpg,3,1481,https://cpt.tcgcsv.com/-TL,2022-12-22T19:58:04.783,1,,0.05,0.23,1.49,0.21,,Normal,23/111,Common,Water,60,Basic,"[W] Bubble
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[2W] Crabhammer (30),Gx2,1,,
92198,Clauncher,Clauncher,https://tcgplayer-cdn.tcgplayer.com/product/92198_200w.jpg,3,1481,https://cpt.tcgcsv.com/-TL,2022-12-22T19:58:04.783,1,,0.21,0.44,1.57,0.41,,Reverse Holofoil,23/111,Common,Water,60,Basic,"[W] Bubble
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[2W] Crabhammer (30),Gx2,1,,
92199,Clawitzer,Clawitzer,https://tcgplayer-cdn.tcgplayer.com/product/92199_200w.jpg,3,1481,https://cpt.tcgcsv.com/_TL,2022-12-22T19:58:12.437,1,,0.3,0.57,2.29,0.6,,Holofoil,24/111,Holo Rare,Water,100,Stage 1,"[W] Reverse Thrust (30)
<br>Switch this Pokémon with 1 of your Benched Pokémon.","[3] Splash Cannon (50+)
<br>This attack does 20 more damage for each Water Energy attached to this Pokémon.",Gx2,2,,
92199,Clawitzer,Clawitzer,https://tcgplayer-cdn.tcgplayer.com/product/92199_200w.jpg,3,1481,https://cpt.tcgcsv.com/_TL,2022-12-22T19:58:12.437,1,,0.43,0.78,2.0,0.8,,Reverse Holofoil,24/111,Holo Rare,Water,100,Stage 1,"[W] Reverse Thrust (30)
<br>Switch this Pokémon with 1 of your Benched Pokémon.","[3] Splash Cannon (50+)
<br>This attack does 20 more damage for each Water Energy attached to this Pokémon.",Gx2,2,,
92200,Amaura,Amaura,https://tcgplayer-cdn.tcgplayer.com/product/92200_200w.jpg,3,1481,https://cpt.tcgcsv.com/0VL,2023-07-08T15:42:24.22,1,Put this card onto your Bench only with the effect of Sail Fossil,0.43,1.36,3.0,1.49,,Normal,25/111,Uncommon,Water,90,Restored,[W] Stampede (20),[2W] Aurora Beam (50),Mx2,3,,
92200,Amaura,Amaura,https://tcgplayer-cdn.tcgplayer.com/product/92200_200w.jpg,3,1481,https://cpt.tcgcsv.com/0VL,2023-07-08T15:42:24.22,1,Put this card onto your Bench only with the effect of Sail Fossil,1.6,1.84,4.99,2.02,,Reverse Holofoil,25/111,Uncommon,Water,90,Restored,[W] Stampede (20),[2W] Aurora Beam (50),Mx2,3,,
92201,Aurorus,Aurorus,https://tcgplayer-cdn.tcgplayer.com/product/92201_200w.jpg,3,1481,https://cpt.tcgcsv.com/2VL,2022-12-22T19:59:32.057,1,"Ability - Ice Shield
<br>Any damage done by an opponent's attack to each of your Water Pokémon that has any Water Energy attached to it is reduced by 20 <em>(after applying Weakness and Resistance).</em>",7.44,8.0,8.03,6.06,,Normal,26/111,Rare,Water,130,Stage 1,"[3W] Icy Wind (70)
<br>Your opponent's Active Pokémon is now Asleep.",,Mx2,4,,
92201,Aurorus,Aurorus,https://tcgplayer-cdn.tcgplayer.com/product/92201_200w.jpg,3,1481,https://cpt.tcgcsv.com/2VL,2022-12-22T19:59:32.057,1,"Ability - Ice Shield
<br>Any damage done by an opponent's attack to each of your Water Pokémon that has any Water Energy attached to it is reduced by 20 <em>(after applying Weakness and Resistance).</em>",9.35,9.68,10.0,8.1,,Reverse Holofoil,26/111,Rare,Water,130,Stage 1,"[3W] Icy Wind (70)
<br>Your opponent's Active Pokémon is now Asleep.",,Mx2,4,,
92202,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/92202_200w.jpg,3,1481,https://cpt.tcgcsv.com/3VL,2023-07-08T15:54:03.363,1,,0.6,1.69,4.25,2.26,,Normal,27/111,Common,Lightning,60,Basic,"[1L] Thunder Shock (20)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",,Fx2,1,M-20,
92202,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/92202_200w.jpg,3,1481,https://cpt.tcgcsv.com/3VL,2023-07-08T15:54:03.363,1,,2.8,6.03,9.99,5.78,,Reverse Holofoil,27/111,Common,Lightning,60,Basic,"[1L] Thunder Shock (20)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",,Fx2,1,M-20,
92203,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/92203_200w.jpg,3,1481,https://cpt.tcgcsv.com/5VL,2023-03-29T11:20:30.237,1,,0.49,1.15,6.99,1.23,,Normal,28/111,Uncommon,Lightning,90,Stage 1,"[1L] Thunder Shock (30)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[1LL] Electro Ball (80),Fx2,1,M-20,
92203,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/92203_200w.jpg,3,1481,https://cpt.tcgcsv.com/5VL,2023-03-29T11:20:30.237,1,,0.99,1.78,2.31,2.19,,Reverse Holofoil,28/111,Uncommon,Lightning,90,Stage 1,"[1L] Thunder Shock (30)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[1LL] Electro Ball (80),Fx2,1,M-20,
92204,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/92204_200w.jpg,3,1481,https://cpt.tcgcsv.com/6VL,2023-02-02T09:36:14.813,1,,0.05,0.22,1.49,0.18,,Normal,29/111,Common,Lightning,80,Basic,[L] Light Punch (10),"[1L] Ambush (20+)
<br>Flip a coin. If heads, this attack does 20 more damage.",Fx2,2,M-20,
92204,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/92204_200w.jpg,3,1481,https://cpt.tcgcsv.com/6VL,2023-02-02T09:36:14.813,1,,0.18,0.49,1.99,0.47,,Reverse Holofoil,29/111,Common,Lightning,80,Basic,[L] Light Punch (10),"[1L] Ambush (20+)
<br>Flip a coin. If heads, this attack does 20 more damage.",Fx2,2,M-20,
92205,Electivire,Electivire,https://tcgplayer-cdn.tcgplayer.com/product/92205_200w.jpg,3,1481,https://cpt.tcgcsv.com/7VL,2022-12-22T20:00:30.06,1,,0.1,0.4,2.99,0.31,,Normal,30/111,Rare,Lightning,120,Stage 1,"[L] Tag Team Spark (20+)
<br>This attack does 20 more damage for each Energy attached to your Magmortar.","[2L] Gigavolt (60+)
<br>Flip a coin. If heads, this attack does 30 more damage. If tails, your opponent's Active Pokémon is now Paralyzed.",Fx2,3,M-20,
92205,Electivire,Electivire,https://tcgplayer-cdn.tcgplayer.com/product/92205_200w.jpg,3,1481,https://cpt.tcgcsv.com/7VL,2022-12-22T20:00:30.06,1,,0.49,0.97,2.0,0.92,,Reverse Holofoil,30/111,Rare,Lightning,120,Stage 1,"[L] Tag Team Spark (20+)
<br>This attack does 20 more damage for each Energy attached to your Magmortar.","[2L] Gigavolt (60+)
<br>Flip a coin. If heads, this attack does 30 more damage. If tails, your opponent's Active Pokémon is now Paralyzed.",Fx2,3,M-20,
92206,Plusle,Plusle,https://tcgplayer-cdn.tcgplayer.com/product/92206_200w.jpg,3,1481,https://cpt.tcgcsv.com/8VL,2022-12-22T20:00:38.833,1,,0.08,0.29,1.54,0.29,,Normal,31/111,Common,Lightning,70,Basic,"[1] Positive Hand
<br>Discard a basic Energy card from your hand. If you do, draw 2 cards.","[1L] Electric Tail (30)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Fx2,1,M-20,
92206,Plusle,Plusle,https://tcgplayer-cdn.tcgplayer.com/product/92206_200w.jpg,3,1481,https://cpt.tcgcsv.com/8VL,2022-12-22T20:00:38.833,1,,0.63,0.74,2.35,0.71,,Reverse Holofoil,31/111,Common,Lightning,70,Basic,"[1] Positive Hand
<br>Discard a basic Energy card from your hand. If you do, draw 2 cards.","[1L] Electric Tail (30)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Fx2,1,M-20,
