productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extWeakness,extResistance,extRetreatCost,extCardText
83748,Bayleef,Bayleef,https://tcgplayer-cdn.tcgplayer.com/product/83748_200w.jpg,3,1402,https://cpt.tcgcsv.com/-vH,2023-11-28T17:52:43.34,1,35/123,Uncommon,Grass,90,Stage 1,[1] Hammer In (20),0.5,0.97,4.49,1.18,,Normal,[2G] Razor Leaf (50),Rx2,W-20,2,
83748,Bayleef,Bayleef,https://tcgplayer-cdn.tcgplayer.com/product/83748_200w.jpg,3,1402,https://cpt.tcgcsv.com/-vH,2023-11-28T17:52:43.34,1,35/123,Uncommon,Grass,90,Stage 1,[1] Hammer In (20),6.32,9.0,13.2,12.82,,Reverse Holofoil,[2G] Razor Leaf (50),Rx2,W-20,2,
83832,Bill,Bill,https://tcgplayer-cdn.tcgplayer.com/product/83832_200w.jpg,3,1402,https://cpt.tcgcsv.com/GxH,2023-11-28T20:00:41.717,1,89/123,Uncommon,Supporter,0,Supporter,Draw 2 cards.,0.01,0.25,1.25,0.27,0.16,Normal,,,,,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card."
83832,Bill,Bill,https://tcgplayer-cdn.tcgplayer.com/product/83832_200w.jpg,3,1402,https://cpt.tcgcsv.com/GxH,2023-11-28T20:00:41.717,1,89/123,Uncommon,Supporter,0,Supporter,Draw 2 cards.,0.9,1.44,6.51,0.9,,Reverse Holofoil,,,,,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card."
83923,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83923_200w.jpg,3,1402,https://cpt.tcgcsv.com/tBH,2023-11-28T17:52:50.39,1,36/123,Uncommon,Colorless,130,Stage 1,[1] Energy Link (10) Search your discard pile for an Energy card and attach it to Blissey.,0.23,1.0,2.0,1.13,0.65,Normal,[3] Double-edge (80) Blissey does 40 damage to itself.,Fx2,,3,
83923,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83923_200w.jpg,3,1402,https://cpt.tcgcsv.com/tBH,2023-11-28T17:52:50.39,1,36/123,Uncommon,Colorless,130,Stage 1,[1] Energy Link (10) Search your discard pile for an Energy card and attach it to Blissey.,1.01,1.27,7.0,1.57,,Reverse Holofoil,[3] Double-edge (80) Blissey does 40 damage to itself.,Fx2,,3,
83924,Blissey (Prime),Blissey Prime,https://tcgplayer-cdn.tcgplayer.com/product/83924_200w.jpg,3,1402,https://cpt.tcgcsv.com/vBH,2023-11-29T16:26:35.767,1,106/123,Ultra Rare,Colorless,130,Stage 1,[3] Strength (60),25.0,36.0,59.99,31.37,,Holofoil,,Fx2,,2,"Blissful Nurse - Once during your turn, when you play Blissey from your hand to evolve 1 of your Pokemon, you may remove all damage counters from all of your Pokemon.  If you do, discard all Energy attached to those Pokemon that had any damage counters on them.  (Poke-POWER)"
84067,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/84067_200w.jpg,3,1402,https://cpt.tcgcsv.com/mFH,2023-11-28T17:50:19.547,1,16/123,Rare,Grass,120,Stage 2,[G] Cure Powder - Remove 3 damage counters from each of your Pokemon.,4.0,6.0,9.6,5.35,,Normal,[2G] Whirlwind (60) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,Lx2,F-20,0,
84067,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/84067_200w.jpg,3,1402,https://cpt.tcgcsv.com/mFH,2023-11-28T17:50:19.547,1,16/123,Rare,Grass,120,Stage 2,[G] Cure Powder - Remove 3 damage counters from each of your Pokemon.,10.0,11.8,13.6,10.73,,Reverse Holofoil,[2G] Whirlwind (60) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,Lx2,F-20,0,
84138,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/84138_200w.jpg,3,1402,https://cpt.tcgcsv.com/NGH,2023-11-28T17:56:32.35,1,57/123,Common,Grass,30,Basic,[1] Tackle (20),0.03,0.49,2.1,0.63,0.48,Normal,,Rx2,,1,
84177,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84177_200w.jpg,3,1402,https://cpt.tcgcsv.com/zHH,2023-11-28T17:56:40.34,1,58/123,Common,Colorless,90,Basic,[2] Pound (20),0.2,0.57,8.69,0.63,,Normal,"[3] Happy Punch (30) Flip a coin.  If heads, remove 3 damage counters from Chansey.",Fx2,,2,
84177,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84177_200w.jpg,3,1402,https://cpt.tcgcsv.com/zHH,2023-11-28T17:56:40.34,1,58/123,Common,Colorless,90,Basic,[2] Pound (20),2.58,8.67,19.99,13.5,,Reverse Holofoil,"[3] Happy Punch (30) Flip a coin.  If heads, remove 3 damage counters from Chansey.",Fx2,,2,
84279,Chikorita,Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/84279_200w.jpg,3,1402,https://cpt.tcgcsv.com/CKH,2023-11-28T17:56:48.243,1,59/123,Common,Grass,60,Basic,[G] Tackle (10),0.01,0.5,24.0,0.5,0.43,Normal,[1G] Razor Leaf (20),Rx2,W-20,1,
84279,Chikorita,Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/84279_200w.jpg,3,1402,https://cpt.tcgcsv.com/CKH,2023-11-28T17:56:48.243,1,59/123,Common,Grass,60,Basic,[G] Tackle (10),1.91,7.0,9.99,7.24,,Reverse Holofoil,[1G] Razor Leaf (20),Rx2,W-20,1,
84346,Clefable,Clefable,https://tcgplayer-cdn.tcgplayer.com/product/84346_200w.jpg,3,1402,https://cpt.tcgcsv.com/XLH,2023-11-28T17:47:23.18,1,3/123,Holo Rare,Colorless,80,Stage 1,[2] Fairy Power - Return 1 of your Pokemon and all cards attached to it to your hand.,3.0,5.99,9.99,4.84,,Holofoil,[2] Moon Impact (40),Fx2,,1,
84346,Clefable,Clefable,https://tcgplayer-cdn.tcgplayer.com/product/84346_200w.jpg,3,1402,https://cpt.tcgcsv.com/XLH,2023-11-28T17:47:23.18,1,3/123,Holo Rare,Colorless,80,Stage 1,[2] Fairy Power - Return 1 of your Pokemon and all cards attached to it to your hand.,1.05,2.5,9.0,4.57,,Reverse Holofoil,[2] Moon Impact (40),Fx2,,1,
84358,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/84358_200w.jpg,3,1402,https://cpt.tcgcsv.com/bMH,2023-11-28T17:56:53.477,1,60/123,Common,Colorless,50,Basic,"[1] Minimize - During your opponent's next turn, any damage done to Clefairy by attacks is reduced by 20 (after applying Weakness and Resistance).",0.18,0.36,1.28,0.36,,Normal,[1] Slap (10),Fx2,,1,
84358,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/84358_200w.jpg,3,1402,https://cpt.tcgcsv.com/bMH,2023-11-28T17:56:53.477,1,60/123,Common,Colorless,50,Basic,"[1] Minimize - During your opponent's next turn, any damage done to Clefairy by attacks is reduced by 20 (after applying Weakness and Resistance).",3.57,5.07,9.79,3.75,,Reverse Holofoil,[1] Slap (10),Fx2,,1,
84367,Cleffa,Cleffa,https://tcgplayer-cdn.tcgplayer.com/product/84367_200w.jpg,3,1402,https://cpt.tcgcsv.com/mMH,2024-02-08T15:16:30.913,1,17/123,Rare,Colorless,30,Basic,"[0] Eeeeeeek - Shuffle your hand into your deck, then draw 6 cards.  Cleffa is now Asleep.",2.5,4.0,11.23,3.53,3.64,Normal,,,,0,"Sweet Sleeping Face - As long as Cleffa is Asleep, prevent all damage done to Cleffa by attacks.  (Poke-BODY)"
84367,Cleffa,Cleffa,https://tcgplayer-cdn.tcgplayer.com/product/84367_200w.jpg,3,1402,https://cpt.tcgcsv.com/mMH,2024-02-08T15:16:30.913,1,17/123,Rare,Colorless,30,Basic,"[0] Eeeeeeek - Shuffle your hand into your deck, then draw 6 cards.  Cleffa is now Asleep.",2.74,3.1,6.81,5.33,,Reverse Holofoil,,,,0,"Sweet Sleeping Face - As long as Cleffa is Asleep, prevent all damage done to Cleffa by attacks.  (Poke-BODY)"
84426,Copycat,Copycat,https://tcgplayer-cdn.tcgplayer.com/product/84426_200w.jpg,3,1402,https://cpt.tcgcsv.com/xNH,2023-11-28T20:00:48.43,1,90/123,Uncommon,Supporter,0,Supporter,"Shuffle your hand into your deck.  Then, draw a number of cards equal to the number of cards in your opponent's hand.",0.15,0.47,1.99,0.45,0.34,Normal,,,,,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card."
84426,Copycat,Copycat,https://tcgplayer-cdn.tcgplayer.com/product/84426_200w.jpg,3,1402,https://cpt.tcgcsv.com/xNH,2023-11-28T20:00:48.43,1,90/123,Uncommon,Supporter,0,Supporter,"Shuffle your hand into your deck.  Then, draw a number of cards equal to the number of cards in your opponent's hand.",0.79,3.77,7.99,3.95,,Reverse Holofoil,,,,,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card."
84443,Corsola,Corsola,https://tcgplayer-cdn.tcgplayer.com/product/84443_200w.jpg,3,1402,https://cpt.tcgcsv.com/TNH,2023-11-28T17:52:56.823,1,37/123,Uncommon,Water,60,Basic,[W] Recover - Discard a W Energy attached to Corsola and remove all damage counters from Corsola.,0.14,0.47,1.0,0.52,,Normal,"[1W] Hyper Cannon (20+) Flip 2 coins.  If both of them are heads, this attack does 20 damage plus 50 more damage.",Gx2,,1,
84443,Corsola,Corsola,https://tcgplayer-cdn.tcgplayer.com/product/84443_200w.jpg,3,1402,https://cpt.tcgcsv.com/TNH,2023-11-28T17:52:56.823,1,37/123,Uncommon,Water,60,Basic,[W] Recover - Discard a W Energy attached to Corsola and remove all damage counters from Corsola.,1.49,2.19,3.86,2.12,,Reverse Holofoil,"[1W] Hyper Cannon (20+) Flip 2 coins.  If both of them are heads, this attack does 20 damage plus 50 more damage.",Gx2,,1,
84500,Croconaw,Croconaw,https://tcgplayer-cdn.tcgplayer.com/product/84500_200w.jpg,3,1402,https://cpt.tcgcsv.com/0QH,2023-11-28T17:53:02.623,1,38/123,Uncommon,Water,80,Stage 1,[1W] Wave Splash (30),0.26,0.99,9.81,1.25,,Normal,[2W] Big Bite (50) The Defending Pokemon can't retreat during your opponent's next turn.,Gx2,,2,
84500,Croconaw,Croconaw,https://tcgplayer-cdn.tcgplayer.com/product/84500_200w.jpg,3,1402,https://cpt.tcgcsv.com/0QH,2023-11-28T17:53:02.623,1,38/123,Uncommon,Water,80,Stage 1,[1W] Wave Splash (30),0.7,4.41,7.72,1.83,,Reverse Holofoil,[2W] Big Bite (50) The Defending Pokemon can't retreat during your opponent's next turn.,Gx2,,2,
84552,Cyndaquil,Cyndaquil,https://tcgplayer-cdn.tcgplayer.com/product/84552_200w.jpg,3,1402,https://cpt.tcgcsv.com/3RH,2023-11-28T17:56:59.137,1,61/123,Common,Fire,60,Basic,[R] Beat (10),0.16,1.0,5.0,1.1,0.89,Normal,[1R] Flare (20),Wx2,,1,
84552,Cyndaquil,Cyndaquil,https://tcgplayer-cdn.tcgplayer.com/product/84552_200w.jpg,3,1402,https://cpt.tcgcsv.com/3RH,2023-11-28T17:56:59.137,1,61/123,Common,Fire,60,Basic,[R] Beat (10),7.64,13.5,21.0,14.5,,Reverse Holofoil,[1R] Flare (20),Wx2,,1,
84677,Darkness Energy (Basic),Darkness Energy Basic,https://tcgplayer-cdn.tcgplayer.com/product/84677_200w.jpg,3,1402,https://cpt.tcgcsv.com/zTH,2023-11-29T16:22:11.507,1,121/123,Common,Energy,0,Energy,,34.42,50.0,74.16,49.62,63.98,Normal,,,,,
84750,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84750_200w.jpg,3,1402,https://cpt.tcgcsv.com/0WH,2023-11-28T17:53:09.193,1,39/123,Uncommon,Water,70,Basic,[W] Snowy Present - Draw a card for each W Energy attached to all of your Pokemon.,0.35,0.86,2.49,1.0,,Normal,[1W] Hail - This attack does 10 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Mx2,F-20,1,
84750,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84750_200w.jpg,3,1402,https://cpt.tcgcsv.com/0WH,2023-11-28T17:53:09.193,1,39/123,Uncommon,Water,70,Basic,[W] Snowy Present - Draw a card for each W Energy attached to all of your Pokemon.,0.54,1.53,3.95,3.82,,Reverse Holofoil,[1W] Hail - This attack does 10 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Mx2,F-20,1,
84877,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84877_200w.jpg,3,1402,https://cpt.tcgcsv.com/zZH,2023-11-28T17:53:18.327,1,40/123,Uncommon,Fighting,100,Stage 1,[2F] Rock Hurl (50) This attack's damage isn't affected by Resistance.,0.12,0.41,3.74,0.41,,Normal,[2FF] Double Spin (70x) Flip 2 coins.  This attack does 70 damage times the number of heads.,Wx2,L-20,3,
84877,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84877_200w.jpg,3,1402,https://cpt.tcgcsv.com/zZH,2023-11-28T17:53:18.327,1,40/123,Uncommon,Fighting,100,Stage 1,[2F] Rock Hurl (50) This attack's damage isn't affected by Resistance.,0.94,1.3,6.23,1.3,,Reverse Holofoil,[2FF] Double Spin (70x) Flip 2 coins.  This attack does 70 damage times the number of heads.,Wx2,L-20,3,
84878,Donphan (Prime),Donphan Prime,https://tcgplayer-cdn.tcgplayer.com/product/84878_200w.jpg,3,1402,https://cpt.tcgcsv.com/BZH,2023-11-29T16:26:28.783,1,107/123,Ultra Rare,Fighting,120,Stage 1,[F] Earthquake (60) Does 10 damage to each of your Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),7.08,9.28,16.68,15.88,,Holofoil,[FFF] Heavy Impact (90),Wx2,L-20,4,Exoskeleton - Any damage done to Donphan by attacks is reduced by 20 (after applying Weakness and Resistance).  (Poke-BODY)
84883,Double Colorless Energy,Double Colorless Energy,https://tcgplayer-cdn.tcgplayer.com/product/84883_200w.jpg,3,1402,https://cpt.tcgcsv.com/HZH,2023-11-28T20:32:56.187,1,103/123,Uncommon,Energy,0,Special Energy,Double Colorless Energy provides 2 Energy.,2.0,5.45,44.0,5.27,,Normal,,,,,
84883,Double Colorless Energy,Double Colorless Energy,https://tcgplayer-cdn.tcgplayer.com/product/84883_200w.jpg,3,1402,https://cpt.tcgcsv.com/HZH,2023-11-28T20:32:56.187,1,103/123,Uncommon,Energy,0,Special Energy,Double Colorless Energy provides 2 Energy.,10.89,17.97,33.0,23.59,,Reverse Holofoil,,,,,
84977,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/84977_200w.jpg,3,1402,https://cpt.tcgcsv.com/z_H,2024-06-27T14:49:48.94,1,62/123,Common,Psychic,60,Basic,[P] Sleep Inducer - Switch the Defending Pokemon with 1 of your opponent's Benched Pokemon.  The new Defending Pokemon is now Asleep.,0.12,0.36,1.42,0.37,0.37,Normal,[2] Gentle Slap (20),Px2,,2,
84977,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/84977_200w.jpg,3,1402,https://cpt.tcgcsv.com/z_H,2024-06-27T14:49:48.94,1,62/123,Common,Psychic,60,Basic,[P] Sleep Inducer - Switch the Defending Pokemon with 1 of your opponent's Benched Pokemon.  The new Defending Pokemon is now Asleep.,1.27,3.8,6.55,4.42,1.27,Reverse Holofoil,[2] Gentle Slap (20),Px2,,2,
85012,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/85012_200w.jpg,3,1402,https://cpt.tcgcsv.com/g0J,2023-11-28T17:53:26.043,1,41/123,Uncommon,Colorless,50,Basic,"[1] Glare - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",0.24,0.5,1.0,0.54,,Normal,[1] Fade Out (20) Return Dunsparce and all cards attached to it to your hand.,Fx2,,1,
85012,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/85012_200w.jpg,3,1402,https://cpt.tcgcsv.com/g0J,2023-11-28T17:53:26.043,1,41/123,Uncommon,Colorless,50,Basic,"[1] Glare - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",0.32,1.14,3.97,1.55,,Reverse Holofoil,[1] Fade Out (20) Return Dunsparce and all cards attached to it to your hand.,Fx2,,1,
85259,Energy Switch,Energy Switch,https://tcgplayer-cdn.tcgplayer.com/product/85259_200w.jpg,3,1402,https://cpt.tcgcsv.com/c7J,2023-11-28T20:00:58.613,1,91/123,Uncommon,Trainer,0,Trainer,Move a basic Energy card attached to 1 of your Pokemon to another of your Pokemon.,1.97,2.91,4.68,3.41,,Normal,,,,,
85259,Energy Switch,Energy Switch,https://tcgplayer-cdn.tcgplayer.com/product/85259_200w.jpg,3,1402,https://cpt.tcgcsv.com/c7J,2023-11-28T20:00:58.613,1,91/123,Uncommon,Trainer,0,Trainer,Move a basic Energy card attached to 1 of your Pokemon to another of your Pokemon.,13.5,27.79,59.02,39.99,,Reverse Holofoil,,,,,
85349,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/85349_200w.jpg,3,1402,https://cpt.tcgcsv.com/_8J,2023-11-28T17:57:42.167,1,63/123,Common,Psychic,50,Basic,[1] Continuous Eggsplosion (10x) Flip a coin until you get tails.  This attack does 10 damage times the number of heads.,0.05,0.27,1.49,0.32,,Normal,,Px2,,1,
85349,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/85349_200w.jpg,3,1402,https://cpt.tcgcsv.com/_8J,2023-11-28T17:57:42.167,1,63/123,Common,Psychic,50,Basic,[1] Continuous Eggsplosion (10x) Flip a coin until you get tails.  This attack does 10 damage times the number of heads.,0.49,0.82,4.49,0.86,,Reverse Holofoil,,Px2,,1,
85362,Exeggutor,Exeggutor,https://tcgplayer-cdn.tcgplayer.com/product/85362_200w.jpg,3,1402,https://cpt.tcgcsv.com/g9J,2023-11-28T17:50:32.123,1,18/123,Rare,Psychic,90,Stage 1,[1] Energy Absorption - Search your discard pile for up to 2 Energy cards and attach them to Exeggutor.,0.35,0.8,3.75,0.84,,Normal,[P] Big Eggsplosion (40x) Flip a coin for each Energy attached to Exeggutor.  This attack does 40 damage times the number of heads.,Px2,,2,
85362,Exeggutor,Exeggutor,https://tcgplayer-cdn.tcgplayer.com/product/85362_200w.jpg,3,1402,https://cpt.tcgcsv.com/g9J,2023-11-28T17:50:32.123,1,18/123,Rare,Psychic,90,Stage 1,[1] Energy Absorption - Search your discard pile for up to 2 Energy cards and attach them to Exeggutor.,3.0,5.0,6.97,4.7,,Reverse Holofoil,[P] Big Eggsplosion (40x) Flip a coin for each Energy attached to Exeggutor.  This attack does 40 damage times the number of heads.,Px2,,2,
85388,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/85388_200w.jpg,3,1402,https://cpt.tcgcsv.com/N9J,2023-11-28T17:50:37.547,1,19/123,Rare,Colorless,60,Basic,[1] Collect - Draw 2 cards.,0.98,1.95,3.5,2.2,,Normal,[1] Spin Turn (20) Switch Farfetch'd with 1 of your Benched Pokemon.,Lx2,F-20,1,
85388,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/85388_200w.jpg,3,1402,https://cpt.tcgcsv.com/N9J,2023-11-28T17:50:37.547,1,19/123,Rare,Colorless,60,Basic,[1] Collect - Draw 2 cards.,4.31,5.67,8.3,6.46,,Reverse Holofoil,[1] Spin Turn (20) Switch Farfetch'd with 1 of your Benched Pokemon.,Lx2,F-20,1,
85419,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/85419_200w.jpg,3,1402,https://cpt.tcgcsv.com/pbJ,2023-11-28T17:50:42.893,1,20/123,Rare,Water,130,Stage 2,[2W] Spinning Tail - This attack does 20 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),1.66,2.44,3.25,3.16,,Normal,[2WW] Surf (80),Gx2,,2,
85419,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/85419_200w.jpg,3,1402,https://cpt.tcgcsv.com/pbJ,2023-11-28T17:50:42.893,1,20/123,Rare,Water,130,Stage 2,[2W] Spinning Tail - This attack does 20 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),9.98,10.7,29.99,11.23,,Reverse Holofoil,[2WW] Surf (80),Gx2,,2,
85420,Feraligatr (Prime),Feraligatr Prime,https://tcgplayer-cdn.tcgplayer.com/product/85420_200w.jpg,3,1402,https://cpt.tcgcsv.com/qbJ,2023-11-29T16:26:19.087,1,108/123,Ultra Rare,Water,140,Stage 2,[WWWW] Hydro Crunch (60+) Does 60 damage plus 10 damage for each damage counter on the Defending Pokemon.,29.99,34.25,49.95,38.66,,Holofoil,,Gx2,,3,"Rain Dance - As often as you like during your turn (before your attack), you may attach a W Energy from your hand to 1 of your W Pokemon.  This power can't be used if Feraligatr is affected by a Special Condition.  (Poke-POWER)"
85444,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85444_200w.jpg,3,1402,https://cpt.tcgcsv.com/VbJ,2023-11-29T16:22:25.35,1,120/123,Common,Energy,0,Energy,,9.06,11.06,19.99,12.43,,Normal,,,,,
85464,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85464_200w.jpg,3,1402,https://cpt.tcgcsv.com/jcJ,2023-11-29T16:22:54.807,1,116/123,Common,Energy,0,Energy,,17.58,22.2,32.17,21.45,,Normal,,,,,
85472,Fisherman,Fisherman,https://tcgplayer-cdn.tcgplayer.com/product/85472_200w.jpg,3,1402,https://cpt.tcgcsv.com/scJ,2023-11-28T20:02:01.087,1,92/123,Uncommon,Supporter,0,Supporter,"Search your discard pile for 4 basic Energy cards, show them to your opponent, and put them into your hand.",0.25,1.45,2.0,1.39,,Normal,,,,,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card."
85472,Fisherman,Fisherman,https://tcgplayer-cdn.tcgplayer.com/product/85472_200w.jpg,3,1402,https://cpt.tcgcsv.com/scJ,2023-11-28T20:02:01.087,1,92/123,Uncommon,Supporter,0,Supporter,"Search your discard pile for 4 basic Energy cards, show them to your opponent, and put them into your hand.",14.0,14.0,25.0,15.07,,Reverse Holofoil,,,,,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card."
85482,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85482_200w.jpg,3,1402,https://cpt.tcgcsv.com/GcJ,2023-11-28T17:54:58.557,1,42/123,Uncommon,Lightning,80,Stage 1,[L] Thunder Spear - Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),0.35,0.51,3.29,0.51,,Normal,"[2L] Thundershock (40) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",Fx2,M-20,1,
