productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
517184,Basic Metal Energy (Cosmos Holo),Basic Metal Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517184_200w.jpg,3,24382,https://cpt.tcgcsv.com/JT86,2025-08-08T20:16:18.453,1,008,Common,Basic Energy,0.1,0.48,9.95,0.4,0.39,Holofoil
578862,Basic Water Energy - 011,Basic Water Energy 011,https://tcgplayer-cdn.tcgplayer.com/product/578862_200w.jpg,3,24382,https://cpt.tcgcsv.com/gzF6,2025-08-08T20:14:20.153,1,011,Common,Basic Energy,0.01,0.23,2.99,0.17,0.15,Holofoil
578862,Basic Water Energy - 011,Basic Water Energy 011,https://tcgplayer-cdn.tcgplayer.com/product/578862_200w.jpg,3,24382,https://cpt.tcgcsv.com/gzF6,2025-08-08T20:14:20.153,1,011,Common,Basic Energy,0.01,0.06,2.0,0.03,,Normal
578863,Basic Fire Energy - 010,Basic Fire Energy 010,https://tcgplayer-cdn.tcgplayer.com/product/578863_200w.jpg,3,24382,https://cpt.tcgcsv.com/hzF6,2025-08-08T20:14:06.46,1,010,Common,Basic Energy,0.01,0.07,2.0,0.05,0.03,Normal
578863,Basic Fire Energy - 010,Basic Fire Energy 010,https://tcgplayer-cdn.tcgplayer.com/product/578863_200w.jpg,3,24382,https://cpt.tcgcsv.com/hzF6,2025-08-08T20:14:06.46,1,010,Common,Basic Energy,0.03,0.25,10.0,0.21,0.19,Holofoil
578864,Basic Grass Energy - 009,Basic Grass Energy 009,https://tcgplayer-cdn.tcgplayer.com/product/578864_200w.jpg,3,24382,https://cpt.tcgcsv.com/jzF6,2025-08-08T20:12:50.317,1,009,Common,Basic Energy,0.01,0.22,5.0,0.17,0.15,Holofoil
578864,Basic Grass Energy - 009,Basic Grass Energy 009,https://tcgplayer-cdn.tcgplayer.com/product/578864_200w.jpg,3,24382,https://cpt.tcgcsv.com/jzF6,2025-08-08T20:12:50.317,1,009,Common,Basic Energy,0.01,0.06,2.0,0.04,,Normal
578865,Basic Psychic Energy - 013,Basic Psychic Energy 013,https://tcgplayer-cdn.tcgplayer.com/product/578865_200w.jpg,3,24382,https://cpt.tcgcsv.com/kzF6,2025-08-08T20:12:25.83,1,013,Common,Basic Energy,0.01,0.08,2.0,0.05,0.02,Normal
578865,Basic Psychic Energy - 013,Basic Psychic Energy 013,https://tcgplayer-cdn.tcgplayer.com/product/578865_200w.jpg,3,24382,https://cpt.tcgcsv.com/kzF6,2025-08-08T20:12:25.83,1,013,Common,Basic Energy,0.03,0.25,10.0,0.19,0.19,Holofoil
578866,Basic Lightning Energy - 012,Basic Lightning Energy 012,https://tcgplayer-cdn.tcgplayer.com/product/578866_200w.jpg,3,24382,https://cpt.tcgcsv.com/lzF6,2025-08-08T20:12:00.317,1,012,Common,Basic Energy,0.01,0.25,10.0,0.2,0.15,Holofoil
578866,Basic Lightning Energy - 012,Basic Lightning Energy 012,https://tcgplayer-cdn.tcgplayer.com/product/578866_200w.jpg,3,24382,https://cpt.tcgcsv.com/lzF6,2025-08-08T20:12:00.317,1,012,Common,Basic Energy,0.01,0.05,2.0,0.02,,Normal
578867,Basic Fighting Energy - 014,Basic Fighting Energy 014,https://tcgplayer-cdn.tcgplayer.com/product/578867_200w.jpg,3,24382,https://cpt.tcgcsv.com/mzF6,2025-08-08T20:11:48.487,1,014,Common,Basic Energy,0.01,0.21,2.69,0.17,0.15,Holofoil
578867,Basic Fighting Energy - 014,Basic Fighting Energy 014,https://tcgplayer-cdn.tcgplayer.com/product/578867_200w.jpg,3,24382,https://cpt.tcgcsv.com/mzF6,2025-08-08T20:11:48.487,1,014,Common,Basic Energy,0.01,0.05,1.34,0.04,0.01,Normal
578868,Basic Darkness Energy - 015,Basic Darkness Energy 015,https://tcgplayer-cdn.tcgplayer.com/product/578868_200w.jpg,3,24382,https://cpt.tcgcsv.com/nzF6,2025-08-08T20:11:14.717,1,015,Common,Basic Energy,0.01,0.1,3.5,0.06,0.01,Normal
578868,Basic Darkness Energy - 015,Basic Darkness Energy 015,https://tcgplayer-cdn.tcgplayer.com/product/578868_200w.jpg,3,24382,https://cpt.tcgcsv.com/nzF6,2025-08-08T20:11:14.717,1,015,Common,Basic Energy,0.03,0.25,2.99,0.23,0.15,Holofoil
578869,Basic Metal Energy - 016,Basic Metal Energy 016,https://tcgplayer-cdn.tcgplayer.com/product/578869_200w.jpg,3,24382,https://cpt.tcgcsv.com/pzF6,2025-08-08T20:10:53.957,1,016,Common,Basic Metal Energy,0.01,0.2,10.0,0.15,0.13,Holofoil
578869,Basic Metal Energy - 016,Basic Metal Energy 016,https://tcgplayer-cdn.tcgplayer.com/product/578869_200w.jpg,3,24382,https://cpt.tcgcsv.com/pzF6,2025-08-08T20:10:53.957,1,016,Common,Basic Metal Energy,0.01,0.05,1.3,0.04,0.02,Normal
599738,Basic Fire Energy (Cracked Ice Holo),Basic Fire Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599738_200w.jpg,3,24382,https://cpt.tcgcsv.com/NVP6,2025-08-08T20:10:34.603,1,010,Common,Basic Energy,1.0,2.23,9.99,2.01,2.88,Holofoil
599740,Basic Grass Energy (Cracked Ice Holo),Basic Grass Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599740_200w.jpg,3,24382,https://cpt.tcgcsv.com/QVP6,2025-08-08T20:10:24.963,1,009,Common,Basic Energy,0.97,1.75,9.99,1.71,2.96,Holofoil
599741,Basic Lightning Energy (Cracked Ice Holo),Basic Lightning Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599741_200w.jpg,3,24382,https://cpt.tcgcsv.com/RVP6,2025-08-08T20:10:11.123,1,012,Common,Basic Energy,0.75,1.3,9.99,1.23,1.5,Holofoil
599742,Basic Metal Energy (Cracked Ice Holo),Basic Metal Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599742_200w.jpg,3,24382,https://cpt.tcgcsv.com/SVP6,2025-08-08T20:10:00.273,1,016,Common,Basic Energy,1.0,1.77,9.99,1.55,1.78,Holofoil
599743,Basic Psychic Energy (Cracked Ice Holo),Basic Psychic Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599743_200w.jpg,3,24382,https://cpt.tcgcsv.com/TVP6,2025-08-08T20:04:34.42,1,013,Common,Basic Energy,1.1,2.0,9.99,1.5,,Holofoil
599745,Basic Water Energy (Cracked Ice Holo),Basic Water Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599745_200w.jpg,3,24382,https://cpt.tcgcsv.com/WVP6,2025-08-08T20:03:52.877,1,011,Common,Basic Energy,0.59,1.21,9.99,1.05,1.12,Holofoil
599746,Basic Fighting Energy (Cracked Ice Holo),Basic Fighting Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599746_200w.jpg,3,24382,https://cpt.tcgcsv.com/XVP6,2025-08-08T19:56:35.937,1,014,Common,Basic Energy,0.22,0.97,9.99,0.64,1.26,Holofoil
599747,Basic Darkness Energy (Cracked Ice Holo),Basic Darkness Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599747_200w.jpg,3,24382,https://cpt.tcgcsv.com/ZVP6,2025-08-08T19:55:37.847,1,015,Common,Basic Energy,1.0,2.68,9.99,2.27,,Holofoil
645286,Basic Grass Energy - 017,Basic Grass Energy 017,https://tcgplayer-cdn.tcgplayer.com/product/645286_200w.jpg,3,24382,https://cpt.tcgcsv.com/L7b7,2025-08-11T14:21:30.927,1,017,Common,Basic Grass Energy,0.01,0.25,2.69,0.25,0.25,Reverse Holofoil
645286,Basic Grass Energy - 017,Basic Grass Energy 017,https://tcgplayer-cdn.tcgplayer.com/product/645286_200w.jpg,3,24382,https://cpt.tcgcsv.com/L7b7,2025-08-11T14:21:30.927,1,017,Common,Basic Grass Energy,0.01,0.05,1.34,0.03,0.03,Normal
645287,Basic Fire Energy - 018,Basic Fire Energy 018,https://tcgplayer-cdn.tcgplayer.com/product/645287_200w.jpg,3,24382,https://cpt.tcgcsv.com/M7b7,2025-08-11T14:21:12.533,1,018,Common,Basic Fire Energy,0.01,0.08,1.31,0.04,,Normal
645287,Basic Fire Energy - 018,Basic Fire Energy 018,https://tcgplayer-cdn.tcgplayer.com/product/645287_200w.jpg,3,24382,https://cpt.tcgcsv.com/M7b7,2025-08-11T14:21:12.533,1,018,Common,Basic Fire Energy,0.01,0.25,2.99,0.21,0.29,Reverse Holofoil
645288,Basic Water Energy - 019,Basic Water Energy 019,https://tcgplayer-cdn.tcgplayer.com/product/645288_200w.jpg,3,24382,https://cpt.tcgcsv.com/N7b7,2025-08-11T14:22:02.853,1,019,Common,Basic Water Energy,0.01,0.25,2.18,0.2,0.24,Reverse Holofoil
645288,Basic Water Energy - 019,Basic Water Energy 019,https://tcgplayer-cdn.tcgplayer.com/product/645288_200w.jpg,3,24382,https://cpt.tcgcsv.com/N7b7,2025-08-11T14:22:02.853,1,019,Common,Basic Water Energy,0.01,0.08,1.31,0.04,0.05,Normal
645289,Basic Lightning Energy - 020,Basic Lightning Energy 020,https://tcgplayer-cdn.tcgplayer.com/product/645289_200w.jpg,3,24382,https://cpt.tcgcsv.com/P7b7,2025-08-11T14:22:17.847,1,020,Common,Basic Lightning Energy,0.01,0.06,1.39,0.04,,Normal
645289,Basic Lightning Energy - 020,Basic Lightning Energy 020,https://tcgplayer-cdn.tcgplayer.com/product/645289_200w.jpg,3,24382,https://cpt.tcgcsv.com/P7b7,2025-08-11T14:22:17.847,1,020,Common,Basic Lightning Energy,0.01,0.25,2.18,0.2,0.17,Reverse Holofoil
645301,Basic Psychic Energy - 021,Basic Psychic Energy 021,https://tcgplayer-cdn.tcgplayer.com/product/645301_200w.jpg,3,24382,https://cpt.tcgcsv.com/28b7,2025-08-11T14:22:30.627,1,021,Common,Basic Psychic Energy,0.04,0.25,2.99,0.25,0.22,Reverse Holofoil
645301,Basic Psychic Energy - 021,Basic Psychic Energy 021,https://tcgplayer-cdn.tcgplayer.com/product/645301_200w.jpg,3,24382,https://cpt.tcgcsv.com/28b7,2025-08-11T14:22:30.627,1,021,Common,Basic Psychic Energy,0.01,0.08,1.31,0.03,,Normal
645302,Basic Fighting Energy - 022,Basic Fighting Energy 022,https://tcgplayer-cdn.tcgplayer.com/product/645302_200w.jpg,3,24382,https://cpt.tcgcsv.com/38b7,2025-08-11T14:22:42.507,1,022,Common,Basic Fighting Energy,0.02,0.25,2.18,0.2,,Reverse Holofoil
645302,Basic Fighting Energy - 022,Basic Fighting Energy 022,https://tcgplayer-cdn.tcgplayer.com/product/645302_200w.jpg,3,24382,https://cpt.tcgcsv.com/38b7,2025-08-11T14:22:42.507,1,022,Common,Basic Fighting Energy,0.01,0.08,1.3,0.05,,Normal
645303,Basic Darkness Energy - 023,Basic Darkness Energy 023,https://tcgplayer-cdn.tcgplayer.com/product/645303_200w.jpg,3,24382,https://cpt.tcgcsv.com/58b7,2025-08-11T14:22:56.463,1,023,Common,Basic Darkness Energy,0.01,0.1,0.81,0.04,,Normal
645303,Basic Darkness Energy - 023,Basic Darkness Energy 023,https://tcgplayer-cdn.tcgplayer.com/product/645303_200w.jpg,3,24382,https://cpt.tcgcsv.com/58b7,2025-08-11T14:22:56.463,1,023,Common,Basic Darkness Energy,0.01,0.3,2.69,0.28,,Reverse Holofoil
645304,Basic Metal Energy - 024,Basic Metal Energy 024,https://tcgplayer-cdn.tcgplayer.com/product/645304_200w.jpg,3,24382,https://cpt.tcgcsv.com/68b7,2025-08-11T14:23:08.873,1,024,Common,Basic Metal Energy,0.04,0.27,2.99,0.27,0.2,Reverse Holofoil
645304,Basic Metal Energy - 024,Basic Metal Energy 024,https://tcgplayer-cdn.tcgplayer.com/product/645304_200w.jpg,3,24382,https://cpt.tcgcsv.com/68b7,2025-08-11T14:23:08.873,1,024,Common,Basic Metal Energy,0.01,0.08,1.35,0.03,0.05,Normal
