productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance,extAttack3
84022,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/84022_200w.jpg,3,1399,https://cpt.tcgcsv.com/sDH,2023-12-11T21:19:49.35,1,45/95,Common,Water,60,Basic,"[W] Muddy Water (10) 
<br>Does 10 damage to 1 of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,Lx2,1,0.87,1.02,9.99,1.78,,Reverse Holofoil,,None,
84104,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/84104_200w.jpg,3,1399,https://cpt.tcgcsv.com/6GH,2023-12-11T21:27:27.88,1,46/95,Common,Grass,80,Basic,"[1] Drawup Power - Search your deck for an Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",[G] Spit Up (20),Rx2,1,0.1,0.28,2.52,0.25,,Normal,,W-20,
84104,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/84104_200w.jpg,3,1399,https://cpt.tcgcsv.com/6GH,2023-12-11T21:27:27.88,1,46/95,Common,Grass,80,Basic,"[1] Drawup Power - Search your deck for an Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",[G] Spit Up (20),Rx2,1,0.25,0.75,9.99,0.72,,Reverse Holofoil,,W-20,
84246,Cheerleader's Cheer,Cheerleaders Cheer,https://tcgplayer-cdn.tcgplayer.com/product/84246_200w.jpg,3,1399,https://cpt.tcgcsv.com/XJH,2023-12-11T21:30:08.38,1,71/95,Uncommon,Supporter,0,Supporter,Draw 3 cards.  Your opponent may draw a card.,,,,0.1,0.25,1.0,0.34,,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
84246,Cheerleader's Cheer,Cheerleaders Cheer,https://tcgplayer-cdn.tcgplayer.com/product/84246_200w.jpg,3,1399,https://cpt.tcgcsv.com/XJH,2023-12-11T21:30:08.38,1,71/95,Uncommon,Supporter,0,Supporter,Draw 3 cards.  Your opponent may draw a card.,,,,0.68,0.86,2.0,0.92,0.68,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
84257,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84257_200w.jpg,3,1399,https://cpt.tcgcsv.com/9KH,2023-12-11T18:22:57.9,1,28/95,Uncommon,Grass,80,Stage 1,[G] Seed Bomb (30),,Rx2,1,0.05,0.46,1.79,0.47,,Normal,"Sunny Heal - Once during your turn (before your attack), you may remove 1 damage counter from your Active Pokemon.  This power can't be used if Cherrim is affected by a Special Condition.  (Poke-POWER)",W-20,
84257,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84257_200w.jpg,3,1399,https://cpt.tcgcsv.com/9KH,2023-12-11T18:22:57.9,1,28/95,Uncommon,Grass,80,Stage 1,[G] Seed Bomb (30),,Rx2,1,0.37,0.99,9.99,0.96,,Reverse Holofoil,"Sunny Heal - Once during your turn (before your attack), you may remove 1 damage counter from your Active Pokemon.  This power can't be used if Cherrim is affected by a Special Condition.  (Poke-POWER)",W-20,
84264,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/84264_200w.jpg,3,1399,https://cpt.tcgcsv.com/jKH,2023-12-11T21:27:33.263,1,47/95,Common,Grass,50,Basic,[1] Tackle (10),,Rx2,1,0.01,0.25,2.0,0.24,,Normal,,W-20,
84264,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/84264_200w.jpg,3,1399,https://cpt.tcgcsv.com/jKH,2023-12-11T21:27:33.263,1,47/95,Common,Grass,50,Basic,[1] Tackle (10),,Rx2,1,0.31,1.04,9.99,1.67,,Reverse Holofoil,,W-20,
84310,Chinchou,Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/84310_200w.jpg,3,1399,https://cpt.tcgcsv.com/dLH,2023-12-11T21:27:38.62,1,48/95,Common,Lightning,60,Basic,[1] Ram (10),[1G] Lightning Ball (20),Fx2,1,0.1,0.3,1.56,0.3,0.2,Normal,,,
84310,Chinchou,Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/84310_200w.jpg,3,1399,https://cpt.tcgcsv.com/dLH,2023-12-11T21:27:38.62,1,48/95,Common,Lightning,60,Basic,[1] Ram (10),[1G] Lightning Ball (20),Fx2,1,0.99,3.64,9.99,3.69,,Reverse Holofoil,,,
84488,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/84488_200w.jpg,3,1399,https://cpt.tcgcsv.com/NPH,2023-11-30T18:37:22.417,1,14/95,Rare,Psychic,110,Stage 2,[P] Supersonic (30) The Defending Pokemon is now Confused.,[2P] Hurricane Wing (30x) Flip 4 coins.  This attack does 30 damage times the number of heads.,Lx2,0,0.67,0.99,1.25,1.04,,Normal,,F-20,
84488,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/84488_200w.jpg,3,1399,https://cpt.tcgcsv.com/NPH,2023-11-30T18:37:22.417,1,14/95,Rare,Psychic,110,Stage 2,[P] Supersonic (30) The Defending Pokemon is now Confused.,[2P] Hurricane Wing (30x) Flip 4 coins.  This attack does 30 damage times the number of heads.,Lx2,0,2.26,7.51,19.99,8.0,,Reverse Holofoil,,F-20,
84489,Crobat (Prime),Crobat Prime,https://tcgplayer-cdn.tcgplayer.com/product/84489_200w.jpg,3,1399,https://cpt.tcgcsv.com/PPH,2023-12-11T21:38:12.273,1,84/95,Ultra Rare,Psychic,130,Stage 2,"[P] Severe Poison 
<br>The Defending Pokemon is now Poisoned. Put 4 damage counters instead of 1 of that Pokemon between turns.","[P] Skill Dive 
<br>Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Lx2,0,19.85,20.95,43.99,39.51,20.6,Holofoil,,F-20,
84988,Dual Ball,Dual Ball,https://tcgplayer-cdn.tcgplayer.com/product/84988_200w.jpg,3,1399,https://cpt.tcgcsv.com/N_H,2025-02-05T21:13:35.667,1,72/95,Uncommon,Item,,,,,,,0.22,0.59,1.15,0.75,,Normal,"Flip 2 coins.  For each heads, search your deck for a Basic Pokemon card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,
84988,Dual Ball,Dual Ball,https://tcgplayer-cdn.tcgplayer.com/product/84988_200w.jpg,3,1399,https://cpt.tcgcsv.com/N_H,2025-02-05T21:13:35.667,1,72/95,Uncommon,Item,,,,,,,0.75,3.23,9.99,3.95,,Reverse Holofoil,"Flip 2 coins.  For each heads, search your deck for a Basic Pokemon card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,
85013,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/85013_200w.jpg,3,1399,https://cpt.tcgcsv.com/h0J,2023-12-11T18:23:03.873,1,29/95,Uncommon,Colorless,60,Basic,[1] Return (10) Draw until you have 6 cards in your hand.,,Fx2,1,0.15,0.35,1.49,0.33,,Normal,,,
85013,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/85013_200w.jpg,3,1399,https://cpt.tcgcsv.com/h0J,2023-12-11T18:23:03.873,1,29/95,Uncommon,Colorless,60,Basic,[1] Return (10) Draw until you have 6 cards in your hand.,,Fx2,1,0.9,1.26,9.99,1.17,,Reverse Holofoil,,,
85187,Emcee's Chatter,Emcees Chatter,https://tcgplayer-cdn.tcgplayer.com/product/85187_200w.jpg,3,1399,https://cpt.tcgcsv.com/M5J,2023-12-11T21:30:26.143,1,73/95,Uncommon,Supporter,0,Supporter,"Flip a coin.  If heads, draw 3 cards.  If tails, draw 2 cards.",,,,0.17,0.3,1.49,0.3,0.23,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
85187,Emcee's Chatter,Emcees Chatter,https://tcgplayer-cdn.tcgplayer.com/product/85187_200w.jpg,3,1399,https://cpt.tcgcsv.com/M5J,2023-12-11T21:30:26.143,1,73/95,Uncommon,Supporter,0,Supporter,"Flip a coin.  If heads, draw 3 cards.  If tails, draw 2 cards.",,,,0.35,0.75,1.65,1.01,0.71,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
85234,Energy Returner,Energy Returner,https://tcgplayer-cdn.tcgplayer.com/product/85234_200w.jpg,3,1399,https://cpt.tcgcsv.com/J6J,2023-12-11T21:30:35.48,1,74/95,Uncommon,Trainer,0,Trainer,"Search your discard pile for 4 basic Energy cards, show them to your opponent, and put them into your hand.",,,,0.09,0.25,3.09,0.24,,Normal,,,
85234,Energy Returner,Energy Returner,https://tcgplayer-cdn.tcgplayer.com/product/85234_200w.jpg,3,1399,https://cpt.tcgcsv.com/J6J,2023-12-11T21:30:35.48,1,74/95,Uncommon,Trainer,0,Trainer,"Search your discard pile for 4 basic Energy cards, show them to your opponent, and put them into your hand.",,,,0.25,0.41,2.0,1.99,,Reverse Holofoil,,,
85264,Engineer's Adjustments,Engineers Adjustments,https://tcgplayer-cdn.tcgplayer.com/product/85264_200w.jpg,3,1399,https://cpt.tcgcsv.com/j7J,2023-12-11T21:30:42.533,1,75/95,Uncommon,Supporter,0,Supporter,"Discard an Energy card from your hand.  Then, draw 4 cards.",,,,0.15,0.34,1.49,0.38,0.25,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
85264,Engineer's Adjustments,Engineers Adjustments,https://tcgplayer-cdn.tcgplayer.com/product/85264_200w.jpg,3,1399,https://cpt.tcgcsv.com/j7J,2023-12-11T21:30:42.533,1,75/95,Uncommon,Supporter,0,Supporter,"Discard an Energy card from your hand.  Then, draw 4 cards.",,,,0.71,2.12,4.49,2.21,,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
85276,Entei & Raikou Legend (bottom),Entei and Raikou Legend bottom,https://tcgplayer-cdn.tcgplayer.com/product/85276_200w.jpg,3,1399,https://cpt.tcgcsv.com/x7J,2024-04-18T20:08:32.12,1,91/95,Ultra Rare,Fire Lightning,140,Legend,[1R] Detonation Spin (90) Discard a R Energy attached to Entei and Raikou LEGEND.,[1L] Thunder Fall - Discard all Energy attached to Entei and Raikou LEGEND.  This attack does 80 damage to each Pokemon that has any Poke-Powers (both yours and your opponent's).  This attack's damage isn't affected by Weakness or Resistance.,FWx2,0,99.98,99.99,150.0,86.24,,Holofoil,,,
85277,Entei & Raikou Legend (top),Entei and Raikou Legend top,https://tcgplayer-cdn.tcgplayer.com/product/85277_200w.jpg,3,1399,https://cpt.tcgcsv.com/z7J,2024-04-18T20:08:11.22,1,90/95,Ultra Rare,Fire Lightning,140,Legend,[1R] Detonation Spin (90) Discard a R Energy attached to Entei and Raikou LEGEND.,[1L] Thunder Fall - Discard all Energy attached to Entei and Raikou LEGEND.  This attack does 80 damage to each Pokemon that has any Poke-Powers (both yours and your opponent's).  This attack's damage isn't affected by Weakness or Resistance.,FWx2,0,89.99,99.5,150.0,95.71,,Holofoil,,,
85399,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85399_200w.jpg,3,1399,https://cpt.tcgcsv.com/_9J,2023-11-30T18:38:10.937,1,15/95,Rare,Colorless,80,Stage 1,[2] Wing Attack (30),[3] Repeating Drill (20x) Flip 5 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.25,0.5,1.5,0.49,,Normal,,F-20,
85399,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85399_200w.jpg,3,1399,https://cpt.tcgcsv.com/_9J,2023-11-30T18:38:10.937,1,15/95,Rare,Colorless,80,Stage 1,[2] Wing Attack (30),[3] Repeating Drill (20x) Flip 5 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.71,1.0,9.99,0.99,,Reverse Holofoil,,F-20,
85515,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/85515_200w.jpg,3,1399,https://cpt.tcgcsv.com/kdJ,2023-11-30T18:38:17.213,1,16/95,Rare,Water,80,Stage 1,[1WW] Waterfall (60),,Lx2,0,0.2,0.57,4.95,0.59,,Normal,"Water Acceleration - Once during your turn (before your attack), you may attach a W Energy card from your hand to Floatzel.  This power can't be used if Floatzel is affected by a Special Condition.  (Poke-POWER)",,
85515,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/85515_200w.jpg,3,1399,https://cpt.tcgcsv.com/kdJ,2023-11-30T18:38:17.213,1,16/95,Rare,Water,80,Stage 1,[1WW] Waterfall (60),,Lx2,0,0.75,7.51,14.99,7.96,,Reverse Holofoil,"Water Acceleration - Once during your turn (before your attack), you may attach a W Energy card from your hand to Floatzel.  This power can't be used if Floatzel is affected by a Special Condition.  (Poke-POWER)",,
85797,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85797_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZkJ,2023-12-11T18:23:10.1,1,30/95,Uncommon,Psychic,80,Stage 1,[P] Mean Look (20) The Defending Pokemon can't retreat during your opponent's next turn.,,Lx2,0,0.19,0.42,2.99,0.34,0.23,Normal,,F-20,
85797,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85797_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZkJ,2023-12-11T18:23:10.1,1,30/95,Uncommon,Psychic,80,Stage 1,[P] Mean Look (20) The Defending Pokemon can't retreat during your opponent's next turn.,,Lx2,0,0.85,0.94,9.99,1.11,1.08,Reverse Holofoil,,F-20,
85840,Good Rod,Good Rod,https://tcgplayer-cdn.tcgplayer.com/product/85840_200w.jpg,3,1399,https://cpt.tcgcsv.com/QlJ,2024-07-08T13:03:26.663,1,76/95,Uncommon,Trainer,0,Trainer,"Flip a coin.  If heads, search your discard pile for a Pokemon, show it to your opponent, and put it on top of your deck.  If tails, search your discard pile for a Trainer card, show it to your opponent, and put it on top of your deck.",,,,0.1,0.35,10.21,0.43,0.2,Normal,,,
85840,Good Rod,Good Rod,https://tcgplayer-cdn.tcgplayer.com/product/85840_200w.jpg,3,1399,https://cpt.tcgcsv.com/QlJ,2024-07-08T13:03:26.663,1,76/95,Uncommon,Trainer,0,Trainer,"Flip a coin.  If heads, search your discard pile for a Pokemon, show it to your opponent, and put it on top of your deck.  If tails, search your discard pile for a Trainer card, show it to your opponent, and put it on top of your deck.",,,,0.25,0.8,1.58,0.82,,Reverse Holofoil,,,
85919,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85919_200w.jpg,3,1399,https://cpt.tcgcsv.com/pnJ,2023-12-11T18:35:03.683,1,31/95,Uncommon,Grass,90,Stage 1,[1G] Razor Leaf (30),[2G] Sleep Powder (50),Rx2,2,0.2,0.41,1.49,0.4,,Normal,,W-20,
85919,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85919_200w.jpg,3,1399,https://cpt.tcgcsv.com/pnJ,2023-12-11T18:35:03.683,1,31/95,Uncommon,Grass,90,Stage 1,[1G] Razor Leaf (30),[2G] Sleep Powder (50),Rx2,2,0.74,3.99,7.99,3.55,,Reverse Holofoil,,W-20,
86192,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86192_200w.jpg,3,1399,https://cpt.tcgcsv.com/StJ,2024-09-16T14:05:35.393,1,49/95,Common,Water,50,Basic,[1] Beat (10),[1W] Fin Smack (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.1,0.38,1.49,0.46,0.2,Normal,,,
86192,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86192_200w.jpg,3,1399,https://cpt.tcgcsv.com/StJ,2024-09-16T14:05:35.393,1,49/95,Common,Water,50,Basic,[1] Beat (10),[1W] Fin Smack (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.2,0.7,2.0,3.01,,Reverse Holofoil,,,
86286,Interviewer's Questions,Interviewers Questions,https://tcgplayer-cdn.tcgplayer.com/product/86286_200w.jpg,3,1399,https://cpt.tcgcsv.com/LwJ,2025-02-05T21:13:35.713,1,77/95,Uncommon,Supporter,0,Supporter,"Look at the top 8 cards of your deck.  Choose as many Energy cards as you like, show them to your opponent, and put them into your hand.  Shuffle the other cards back into your deck.",,,,0.1,0.3,1.83,0.36,0.45,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86286,Interviewer's Questions,Interviewers Questions,https://tcgplayer-cdn.tcgplayer.com/product/86286_200w.jpg,3,1399,https://cpt.tcgcsv.com/LwJ,2025-02-05T21:13:35.713,1,77/95,Uncommon,Supporter,0,Supporter,"Look at the top 8 cards of your deck.  Choose as many Energy cards as you like, show them to your opponent, and put them into your hand.  Shuffle the other cards back into your deck.",,,,0.4,1.01,4.66,0.98,,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86330,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86330_200w.jpg,3,1399,https://cpt.tcgcsv.com/DxJ,2025-03-12T19:40:47.753,1,1/95,Holo Rare,Psychic,60,Basic,[P] Time Hollow - Choose a number of your opponent's Stage 1 or Stage 2 Evolved Pokemon up to the amount of Energy attached to Jirachi.  Remove the highest Stage Evolution card from each of those Pokemon and put those cards back into your opponent's hand.,,Px2,1,8.99,19.99,38.75,14.19,,Holofoil,"Stardust Song - Once during your turn, when you put Jirachi from your hand to your Bench, you may flip 3 coins.  For each heads, search your discard pile for a P Energy card and attach it to Jirachi.  (Poke-POWER)",,
86330,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86330_200w.jpg,3,1399,https://cpt.tcgcsv.com/DxJ,2025-03-12T19:40:47.753,1,1/95,Holo Rare,Psychic,60,Basic,[P] Time Hollow - Choose a number of your opponent's Stage 1 or Stage 2 Evolved Pokemon up to the amount of Energy attached to Jirachi.  Remove the highest Stage Evolution card from each of those Pokemon and put those cards back into your opponent's hand.,,Px2,1,17.0,26.53,29.99,9.45,,Reverse Holofoil,"Stardust Song - Once during your turn, when you put Jirachi from your hand to your Bench, you may flip 3 coins.  For each heads, search your discard pile for a P Energy card and attach it to Jirachi.  (Poke-POWER)",,
86359,Judge,Judge,https://tcgplayer-cdn.tcgplayer.com/product/86359_200w.jpg,3,1399,https://cpt.tcgcsv.com/czJ,2023-12-11T21:37:31.09,1,78/95,Uncommon,Supporter,0,Supporter,Each player shuffles his or her hand into his or her deck and draws 4 cards.,,,,3.3,5.31,10.0,4.62,6.49,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86359,Judge,Judge,https://tcgplayer-cdn.tcgplayer.com/product/86359_200w.jpg,3,1399,https://cpt.tcgcsv.com/czJ,2023-12-11T21:37:31.09,1,78/95,Uncommon,Supporter,0,Supporter,Each player shuffles his or her hand into his or her deck and draws 4 cards.,,,,8.97,12.42,19.5,15.28,,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86415,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86415_200w.jpg,3,1399,https://cpt.tcgcsv.com/kBJ,2025-02-05T21:13:35.777,1,32/95,Uncommon,Grass,80,Stage 1,[1] Speed Evolution - Search your deck for a card that evolves from Kakuna and put it onto Kakuna.  (This counts as evolving Kakuna.)  Shuffle your deck afterward.,[G] Poison Sting - The Defending Pokemon is Poisoned.,Rx2,2,0.15,0.39,1.49,0.39,,Normal,,,
86415,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86415_200w.jpg,3,1399,https://cpt.tcgcsv.com/kBJ,2025-02-05T21:13:35.777,1,32/95,Uncommon,Grass,80,Stage 1,[1] Speed Evolution - Search your deck for a card that evolves from Kakuna and put it onto Kakuna.  (This counts as evolving Kakuna.)  Shuffle your deck afterward.,[G] Poison Sting - The Defending Pokemon is Poisoned.,Rx2,2,0.37,1.43,2.22,0.96,,Reverse Holofoil,,,
86447,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86447_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZBJ,2023-11-30T19:17:29.57,1,17/95,Rare,Water,130,Stage 2,[W] Water Arrow - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[2W] Stream Pump (50+) You may do 50 damage plus 30 more damage.  If you do, return an Energy card attached to Kingdra to your hand.",Lx2,1,1.2,1.73,5.7,1.59,,Normal,,,
86447,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86447_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZBJ,2023-11-30T19:17:29.57,1,17/95,Rare,Water,130,Stage 2,[W] Water Arrow - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[2W] Stream Pump (50+) You may do 50 damage plus 30 more damage.  If you do, return an Energy card attached to Kingdra to your hand.",Lx2,1,4.6,5.99,19.99,4.51,,Reverse Holofoil,,,
86448,Kingdra (Prime),Kingdra Prime,https://tcgplayer-cdn.tcgplayer.com/product/86448_200w.jpg,3,1399,https://cpt.tcgcsv.com/-BJ,2023-12-11T21:38:19.143,1,85/95,Ultra Rare,Water,130,Stage 2,"[W] Dragon Steam (60) If your opponent has any R Pokemon in play, this attack's base damage is 20 instead of 60.",,Lx2,1,31.01,33.96,79.98,28.66,,Holofoil,"Spray Splash - Once during your turn (before your attack), you may put 1 damage counter on 1 of your opponent's Pokemon.  This power can't be used if Kingdra is affected by a Special Condition.  (Poke-POWER)",,
86610,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86610_200w.jpg,3,1399,https://cpt.tcgcsv.com/dGJ,2023-11-30T19:17:36.61,1,18/95,Rare,Lightning,90,Stage 1,"[L] Confuse Ray (20) Flip a coin.  If heads, the Defending Pokemon is now Confused.",[2L] Reflect Energy (60) Move an Energy card attached to Lanturn to 1 of your Benched Pokemon.,Fx2,2,0.44,0.67,1.09,0.67,,Normal,,,
