productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack3
83955,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/83955_200w.jpg,3,1404,https://cpt.tcgcsv.com/7CH,2024-04-11T17:56:36.21,1,3/107,Holo Rare,Fighting,80,Stage 1,,"[1] Leaf Poison (20) 
<br>If Breloom has any Grass Energy attached to it, the Defending Pokemon is now Poisoned.","[2F] Hustle Punch (70-) 
<br>During your next turn, Hustle Punch's attack's base damage is 50 instead of 70.",P,None,1,26.24,30.97,37.45,9.67,,Reverse Holofoil,
84112,Carvanha,Carvanha,https://tcgplayer-cdn.tcgplayer.com/product/84112_200w.jpg,3,1404,https://cpt.tcgcsv.com/gGH,2024-04-11T17:56:36.443,1,56/107,Common,Darkness,50,Basic,,[W] Sharp Fin (10),"[1D] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Carvanha.",G,P,1,0.55,0.75,2.06,1.03,,Normal,
84112,Carvanha,Carvanha,https://tcgplayer-cdn.tcgplayer.com/product/84112_200w.jpg,3,1404,https://cpt.tcgcsv.com/gGH,2024-04-11T17:56:36.443,1,56/107,Common,Darkness,50,Basic,,[W] Sharp Fin (10),"[1D] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Carvanha.",G,P,1,18.74,24.99,26.24,11.86,,Reverse Holofoil,
84334,Claydol,Claydol,https://tcgplayer-cdn.tcgplayer.com/product/84334_200w.jpg,3,1404,https://cpt.tcgcsv.com/JLH,2024-04-11T17:56:36.543,1,5/107,Holo Rare,Fighting,80,Stage 1,"<b>Poke-POWER</b> Psychic Trace <br>
<br>Once during your turn <em>(before your attack)</em>, if Claydol is your Active Pokemon, you may shuffle your hand into your deck.  Then draw a number of cards equal to the number of cards in your opponent's hand.  This power can't be used if Claydol is affected by a Special Condition.","[2] Ancient Mantra (20) 
<br>If Claydol has any Psychic Energy attached to it, the Defending Pokemon is now Confused.  If Claydol has any Fighting Energy attached to it, this attack does 20 damage plus 20 more damage.",,W,None,1,2.29,4.66,6.92,5.32,,Normal,
84334,Claydol,Claydol,https://tcgplayer-cdn.tcgplayer.com/product/84334_200w.jpg,3,1404,https://cpt.tcgcsv.com/JLH,2024-04-11T17:56:36.543,1,5/107,Holo Rare,Fighting,80,Stage 1,"<b>Poke-POWER</b> Psychic Trace <br>
<br>Once during your turn <em>(before your attack)</em>, if Claydol is your Active Pokemon, you may shuffle your hand into your deck.  Then draw a number of cards equal to the number of cards in your opponent's hand.  This power can't be used if Claydol is affected by a Special Condition.","[2] Ancient Mantra (20) 
<br>If Claydol has any Psychic Energy attached to it, the Defending Pokemon is now Confused.  If Claydol has any Fighting Energy attached to it, this attack does 20 damage plus 20 more damage.",,W,None,1,11.03,17.87,28.75,9.56,,Holofoil,
84334,Claydol,Claydol,https://tcgplayer-cdn.tcgplayer.com/product/84334_200w.jpg,3,1404,https://cpt.tcgcsv.com/JLH,2024-04-11T17:56:36.543,1,5/107,Holo Rare,Fighting,80,Stage 1,"<b>Poke-POWER</b> Psychic Trace <br>
<br>Once during your turn <em>(before your attack)</em>, if Claydol is your Active Pokemon, you may shuffle your hand into your deck.  Then draw a number of cards equal to the number of cards in your opponent's hand.  This power can't be used if Claydol is affected by a Special Condition.","[2] Ancient Mantra (20) 
<br>If Claydol has any Psychic Energy attached to it, the Defending Pokemon is now Confused.  If Claydol has any Fighting Energy attached to it, this attack does 20 damage plus 20 more damage.",,W,None,1,8.0,12.61,19.99,17.4,,Reverse Holofoil,
84432,Corphish,Corphish,https://tcgplayer-cdn.tcgplayer.com/product/84432_200w.jpg,3,1404,https://cpt.tcgcsv.com/GNH,2024-04-11T17:56:36.637,1,57/107,Common,Water,40,Basic,"<b>Poke-BODY</b> Exoskeleton <br>
<br>Any damage done to Corphish by attacks is reduced by 10 <em>(after applying Weakness and Resistance). </em>","[1] Double Chop (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.",,L,None,1,0.19,0.39,1.79,0.44,,Normal,
84432,Corphish,Corphish,https://tcgplayer-cdn.tcgplayer.com/product/84432_200w.jpg,3,1404,https://cpt.tcgcsv.com/GNH,2024-04-11T17:56:36.637,1,57/107,Common,Water,40,Basic,"<b>Poke-BODY</b> Exoskeleton <br>
<br>Any damage done to Corphish by attacks is reduced by 10 <em>(after applying Weakness and Resistance). </em>","[1] Double Chop (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.",,L,None,1,7.0,8.12,8.41,5.61,,Reverse Holofoil,
84463,Crawdaunt,Crawdaunt,https://tcgplayer-cdn.tcgplayer.com/product/84463_200w.jpg,3,1404,https://cpt.tcgcsv.com/hPH,2024-04-11T17:56:36.813,1,6/107,Holo Rare,Darkness,70,Stage 1,"<b>Poke-BODY</b> Darkness Protection <br>
<br>Any damage done to Crawdaunt by your opponent's attacks is reduced by 10 for each Darkness Energy attached to Crawdaunt <em>(after applying Weakness and Resistance).</em>  You can't reduce more than 20 damage in this way.","[2] Bubblebeam (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2D] Cross-Cut (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",G,P,1,3.99,4.49,4.99,5.94,,Normal,
84463,Crawdaunt,Crawdaunt,https://tcgplayer-cdn.tcgplayer.com/product/84463_200w.jpg,3,1404,https://cpt.tcgcsv.com/hPH,2024-04-11T17:56:36.813,1,6/107,Holo Rare,Darkness,70,Stage 1,"<b>Poke-BODY</b> Darkness Protection <br>
<br>Any damage done to Crawdaunt by your opponent's attacks is reduced by 10 for each Darkness Energy attached to Crawdaunt <em>(after applying Weakness and Resistance).</em>  You can't reduce more than 20 damage in this way.","[2] Bubblebeam (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2D] Cross-Cut (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",G,P,1,15.28,17.3,39.99,17.2,14.31,Holofoil,
84463,Crawdaunt,Crawdaunt,https://tcgplayer-cdn.tcgplayer.com/product/84463_200w.jpg,3,1404,https://cpt.tcgcsv.com/hPH,2024-04-11T17:56:36.813,1,6/107,Holo Rare,Darkness,70,Stage 1,"<b>Poke-BODY</b> Darkness Protection <br>
<br>Any damage done to Crawdaunt by your opponent's attacks is reduced by 10 for each Darkness Energy attached to Crawdaunt <em>(after applying Weakness and Resistance).</em>  You can't reduce more than 20 damage in this way.","[2] Bubblebeam (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2D] Cross-Cut (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",G,P,1,13.69,22.49,39.99,11.87,,Reverse Holofoil,
84493,Crobat ex,Crobat ex,https://tcgplayer-cdn.tcgplayer.com/product/84493_200w.jpg,3,1404,https://cpt.tcgcsv.com/TPH,2024-04-11T17:56:37.097,1,96/107,Ultra Rare,Grass,130,Stage 2,"<b>Poke-POWER</b> Distortion <br>
<br>Once during your turn<em> (before your attack)</em>, if Crobat ex is your Active Pokemon, you may put 1 damage counter on 1 of your opponent's Pokemon.  This power can't be used if Crobat ex is affected by a Special Condition.","[2] Cross Attack (20x) 
<br>Flip 4 coins.  This attack does 20 damage times the number of heads.  If you get 2 or more heads, the Defending Pokemon is now Confused.","[1GG] Pester (60) 
<br>If the Defending Pokemon is affected by a Special Condition, this attack does 60 damage plus 40 more damage.",L,F,0,43.59,56.68,82.18,90.3,,Holofoil,
84520,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84520_200w.jpg,3,1404,https://cpt.tcgcsv.com/qQH,2024-04-11T17:56:37.373,1,85/107,Uncommon,Item,,,"Attach Crystal Shard to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.<br>
<br><br>
<br><br>
<br>As long as this card is attached to a Pokemon, that Pokemon's type is Colorless.  If that Pokemon attacks, discard this card at the end of the turn.",,,,,,0.39,0.69,3.97,0.88,,Normal,
84520,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84520_200w.jpg,3,1404,https://cpt.tcgcsv.com/qQH,2024-04-11T17:56:37.373,1,85/107,Uncommon,Item,,,"Attach Crystal Shard to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.<br>
<br><br>
<br><br>
<br>As long as this card is attached to a Pokemon, that Pokemon's type is Colorless.  If that Pokemon attacks, discard this card at the end of the turn.",,,,,,1.6,3.45,6.97,3.45,,Reverse Holofoil,
84759,Deoxys (Attack Forme),Deoxys Attack Forme,https://tcgplayer-cdn.tcgplayer.com/product/84759_200w.jpg,3,1404,https://cpt.tcgcsv.com/cWH,2024-04-11T17:56:37.567,1,17/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change  <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Energy Crush (10+) 
<br>Does 10 damage plus 10 more for each Energy attached to all of your opponent's Pokemon.",,P,None,1,3.37,3.66,4.99,4.73,,Normal,
84759,Deoxys (Attack Forme),Deoxys Attack Forme,https://tcgplayer-cdn.tcgplayer.com/product/84759_200w.jpg,3,1404,https://cpt.tcgcsv.com/cWH,2024-04-11T17:56:37.567,1,17/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change  <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Energy Crush (10+) 
<br>Does 10 damage plus 10 more for each Energy attached to all of your opponent's Pokemon.",,P,None,1,70.0,249.99,339.99,45.22,,Reverse Holofoil,
84761,Deoxys (Defense Forme),Deoxys Defense Forme,https://tcgplayer-cdn.tcgplayer.com/product/84761_200w.jpg,3,1404,https://cpt.tcgcsv.com/fWH,2024-04-11T17:56:37.69,1,18/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Barrier Attack (20) 
<br>During your opponent's next turn, any damage done to Deoxys by attacks is reduced by 30 <i>(after applying Weakness and Resistance).</i>",,P,None,1,3.0,7.17,11.48,4.81,7.17,Normal,
84761,Deoxys (Defense Forme),Deoxys Defense Forme,https://tcgplayer-cdn.tcgplayer.com/product/84761_200w.jpg,3,1404,https://cpt.tcgcsv.com/fWH,2024-04-11T17:56:37.69,1,18/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Barrier Attack (20) 
<br>During your opponent's next turn, any damage done to Deoxys by attacks is reduced by 30 <i>(after applying Weakness and Resistance).</i>",,P,None,1,24.89,24.95,35.0,51.49,,Reverse Holofoil,
84763,Deoxys (Normal Forme),Deoxys Normal Forme,https://tcgplayer-cdn.tcgplayer.com/product/84763_200w.jpg,3,1404,https://cpt.tcgcsv.com/hWH,2024-04-11T17:56:37.787,1,16/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change <br>
Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Link Blast (40) 
<br>If Deoxys and the Defending Pokemon have a different amount of Energy attached to them, this attack's base damage is 20 instead of 40.",,P,None,1,4.28,9.87,39.99,5.42,,Normal,
84763,Deoxys (Normal Forme),Deoxys Normal Forme,https://tcgplayer-cdn.tcgplayer.com/product/84763_200w.jpg,3,1404,https://cpt.tcgcsv.com/hWH,2024-04-11T17:56:37.787,1,16/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change <br>
Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Link Blast (40) 
<br>If Deoxys and the Defending Pokemon have a different amount of Energy attached to them, this attack's base damage is 20 instead of 40.",,P,None,1,86.0,218.0,349.99,61.31,,Reverse Holofoil,
84770,Deoxys ex (Attack Forme),Deoxys ex Attack Forme,https://tcgplayer-cdn.tcgplayer.com/product/84770_200w.jpg,3,1404,https://cpt.tcgcsv.com/qWH,2024-04-11T17:56:37.883,1,98/107,Ultra Rare,Psychic,110,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys ex and switch it with Deoxys ex.  <em>(Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys ex on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Psyburst (50+) 
<br>You may discard 2 Energy attached to Deoxys ex.  If you do, this attack does 50 damage plus 20 more damage for each Energy attached to the Defending Pokemon.",,P,None,2,123.69,127.74,149.99,149.3,,Holofoil,
84771,Deoxys ex (Defense Forme),Deoxys ex Defense Forme,https://tcgplayer-cdn.tcgplayer.com/product/84771_200w.jpg,3,1404,https://cpt.tcgcsv.com/rWH,2024-04-11T17:56:37.997,1,99/107,Ultra Rare,Psychic,90,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys ex and switch it with Deoxys ex.  <em>(Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys ex on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Psychic Shield (50) 
<br>Prevent all effects of attacks, including damage, done to Deoxys ex by your opponent's Pokemon-ex during your opponent's next turn.",,P,None,2,60000.0,60000.0,60000.0,,,Normal,
84771,Deoxys ex (Defense Forme),Deoxys ex Defense Forme,https://tcgplayer-cdn.tcgplayer.com/product/84771_200w.jpg,3,1404,https://cpt.tcgcsv.com/rWH,2024-04-11T17:56:37.997,1,99/107,Ultra Rare,Psychic,90,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys ex and switch it with Deoxys ex.  <em>(Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys ex on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Psychic Shield (50) 
<br>Prevent all effects of attacks, including damage, done to Deoxys ex by your opponent's Pokemon-ex during your opponent's next turn.",,P,None,2,64.99,77.78,194.0,66.54,,Holofoil,
84772,Deoxys ex (Normal Forme),Deoxys ex Normal Forme,https://tcgplayer-cdn.tcgplayer.com/product/84772_200w.jpg,3,1404,https://cpt.tcgcsv.com/sWH,2024-08-27T13:47:56.367,1,97/107,Ultra Rare,Psychic,100,Basic,"<b>Poke-POWER</b> Form Change 
<br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys ex and switch it with Deoxys ex.  <em>(Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys ex on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Energy Burst (10+) 
<br>Does 10 damage plus 10 more damage for each Energy attached to Deoxys ex and the Defending Pokemon.",,P,None,1,295.0,295.0,295.0,199.99,,Normal,
