productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extAttack3
197773,Malamar,Malamar,https://tcgplayer-cdn.tcgplayer.com/product/197773_200w.jpg,3,2594,https://cpt.tcgcsv.com/t7C2,2019-12-27T16:21:44.63,1,SV18/SV94,Shiny Holo Rare,Psychic,90,Stage 1,[1PP] Psychic Sphere (60),,Px2,None,2,1.48,2.12,20.0,2.01,2.04,Holofoil,"<strong>Ability — Psychic Recharge</strong>
<br>Once during your turn <em>(before your attack)</em>, you may attach a Psychic Energy card from your discard pile to 1 of your Benched Pokémon.",
197774,Decidueye GX,Decidueye GX,https://tcgplayer-cdn.tcgplayer.com/product/197774_200w.jpg,3,2594,https://cpt.tcgcsv.com/v7C2,2022-01-29T20:49:20.56,1,SV47/SV94,Shiny Holo Rare,Grass,240,Stage 2,[2G] Razor Leaf (90),"<strong><span style=""color:teal"">[G] Hollow Hunt GX</strong>
<br>Put 3 cards from your discard pile into your hand. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Rx2,None,2,15.0,19.69,39.69,17.12,16.99,Holofoil,"<strong>Ability — Feather Arrow</strong>
<br>Once during your turn <em>(before your attack)</em>, you may put 2 damage counters on 1 of your opponent's Pokemon.",
197775,Poipole,Poipole,https://tcgplayer-cdn.tcgplayer.com/product/197775_200w.jpg,3,2594,https://cpt.tcgcsv.com/w7C2,2022-08-01T19:06:10.733,1,SV19/SV94,Shiny Holo Rare,Psychic,70,Basic,"[1] Spit Poison 
<br>Your opponent's Active Pokémon is now Poisoned.","[1P] Knockout Reviver 
<br>During your opponent's next turn, if this Pokémon is Knocked Out, your opponent can't take any Prize cards for it.",Px2,None,1,2.25,3.46,10.99,3.4,3.51,Holofoil,,
197776,Golisopod GX,Golisopod GX,https://tcgplayer-cdn.tcgplayer.com/product/197776_200w.jpg,3,2594,https://cpt.tcgcsv.com/x7C2,2019-12-27T16:17:52.847,1,SV48/SV94,Shiny Holo Rare,Grass,210,Stage 1,"[G] First Impression (30+)
<br>If this Pokemon was on the Bench and became your Active Pokemon this turn, this attack does 90 more damage.","[2G] Armor Press (100)
<br>During your opponent's next turn, this Pokemon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,None,3,5.99,9.48,19.99,8.02,8.86,Holofoil,,"<span style=""color:Teal"">[2G] Crossing Cut GX (150)
<br>Switch this Pokemon with 1 of your Benched Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197777,Sudowoodo,Sudowoodo,https://tcgplayer-cdn.tcgplayer.com/product/197777_200w.jpg,3,2594,https://cpt.tcgcsv.com/z7C2,2024-12-19T11:58:45.16,1,SV20/SV94,Shiny Holo Rare,Fighting,100,Basic,[1F] Rock Throw (40),,Wx2,None,2,1.69,2.57,25.0,2.54,3.66,Holofoil,"<strong>Ability — Roadblock</strong>
<br>Your opponent can't have more than 4 Benched Pokemon. If they have 5 or more Benched Pokemon, they discard Benched Pokemon until they have 4 Pokemon on the Bench. If more than one effect changes the number of Benched Pokemon allowed, use the smaller number.",
197778,Riolu,Riolu,https://tcgplayer-cdn.tcgplayer.com/product/197778_200w.jpg,3,2594,https://cpt.tcgcsv.com/B7C2,2021-10-01T20:06:12.443,1,SV21/SV94,Shiny Holo Rare,Fighting,70,Basic,"[1] Detect
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",[F] Jab (10),Px2,None,1,4.13,5.48,19.69,5.41,8.99,Holofoil,,
197779,Lucario,Lucario,https://tcgplayer-cdn.tcgplayer.com/product/197779_200w.jpg,3,2594,https://cpt.tcgcsv.com/C7C2,2024-07-31T11:48:48.563,1,SV22/SV94,Shiny Holo Rare,Fighting,110,Stage 1,"[1F] Missile Jab (70)
<br>This attack's damage isn't affected by Resistance.",,Px2,None,1,10.0,12.47,25.99,11.95,,Holofoil,"<strong>Ability — Precognitive Aura</strong>
<br>Once during your turn <em>(before your attack)</em>, if you have Garchomp in play, you may search your deck for a card and put it into your hand. Then, shuffle your deck.",
197780,Charizard GX,Charizard GX,https://tcgplayer-cdn.tcgplayer.com/product/197780_200w.jpg,3,2594,https://cpt.tcgcsv.com/D7C2,2022-10-19T15:25:33.74,1,SV49/SV94,Shiny Holo Rare,Fire,250,Stage 2,[3] Wing Attack (70),"[2RRR] Crimson Storm (300)
<br> Discard 3 Fire Energy from this Pokemon.",Wx2,None,2,479.99,542.64,769.69,516.86,769.69,Holofoil,,"<span style=""color:Teal"">[2R] Raging Out GX
<br>Discard the top 10 cards of your opponent's deck. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197781,Rockruff,Rockruff,https://tcgplayer-cdn.tcgplayer.com/product/197781_200w.jpg,3,2594,https://cpt.tcgcsv.com/F7C2,2022-07-14T06:19:02.703,1,SV23/SV94,Shiny Holo Rare,Fighting,70,Basic,"[1F] Surprise Attack (50)
<br>Flip a coin. If tails, this attack does nothing.",,Gx2,None,1,1.9,2.7,19.99,2.49,,Holofoil,,
197782,Ho-Oh GX,Ho Oh GX,https://tcgplayer-cdn.tcgplayer.com/product/197782_200w.jpg,3,2594,https://cpt.tcgcsv.com/G7C2,2022-11-30T16:45:37.053,1,SV50/SV94,Shiny Holo Rare,Fire,190,Basic,"[2R] Sacred Fire
<br>This attack does 50 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>","[1RRR] Phoenix Burn (180)
<br>This Pokemon can't use Phoenix Burn during your next turn.",Lx2,F-20,2,30.69,40.41,56.4,33.0,41.94,Holofoil,,"<span style=""color:Teal"">[2R] Eternal Flame GX
<br>Put 3 in any combination of Fire Pokemon-GX or Fire Pokemon-EX from your discard pile onto your Bench. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197783,Buzzwole,Buzzwole,https://tcgplayer-cdn.tcgplayer.com/product/197783_200w.jpg,3,2594,https://cpt.tcgcsv.com/H7C2,2021-06-09T12:36:29.01,1,SV24/SV94,Shiny Holo Rare,Fighting,130,Basic,"[F] Sledgehammer (30+)
<br>If your opponent has exactly 4 Prize cards remaining, this attack does 90 more damage.","[1FF] Swing Around (80+)
<br>Flip 2 coins. This attack does 20 more damage for each heads.",Px2,None,2,1.99,3.13,9.99,3.13,,Holofoil,,
197784,Zorua,Zorua,https://tcgplayer-cdn.tcgplayer.com/product/197784_200w.jpg,3,2594,https://cpt.tcgcsv.com/J7C2,2022-07-26T04:24:02.133,1,SV25/SV94,Shiny Holo Rare,Darkness,60,Basic,[D] Stampede (10),[2] Ram (20),Fx2,P-20,1,6.77,8.5,29.99,7.97,7.98,Holofoil,,
197785,Reshiram GX,Reshiram GX,https://tcgplayer-cdn.tcgplayer.com/product/197785_200w.jpg,3,2594,https://cpt.tcgcsv.com/K7C2,2022-07-11T04:59:05.527,1,SV51/SV94,Shiny Holo Rare,Fire,180,Basic,"[1] Flame Charge
<br>Search your deck for 2 basic Fire Energy card and attach them to this Pokemon. Then, shuffle your deck.","[1RRR] Scorching Pillar (110)
<br>Your opponent’s Active Pokemon is now Burned.",Wx2,None,2,52.0,57.43,180.0,55.98,69.99,Holofoil,,"<span style=""color:Teal""><strong>[1RRR] Vermilion GX (180)</strong>
<br>You may attach up to 5 Fire Energy from your hand to your Pokemon in any way you like.<em> (You can't use more than 1 GX attack in a game.)</em></span>"
197786,Guzzlord,Guzzlord,https://tcgplayer-cdn.tcgplayer.com/product/197786_200w.jpg,3,2594,https://cpt.tcgcsv.com/L7C2,2019-12-27T16:21:05.047,1,SV26/SV94,Shiny Holo Rare,Darkness,160,Basic,"[DDDD] Lord's Valley (160)
<br>If you have exactly 2, 4, or 6 Prize cards remaining, discard the top 10 cards of your deck.",,Fx2,P-20,4,2.35,2.99,25.0,2.96,,Holofoil,,
197787,Turtonator GX,Turtonator GX,https://tcgplayer-cdn.tcgplayer.com/product/197787_200w.jpg,3,2594,https://cpt.tcgcsv.com/M7C2,2020-12-28T21:05:46.687,1,SV52/SV94,Shiny Holo Rare,Fire,190,Basic,"[2] Shell Trap (20)
<br>During your opponent's next turn, if this Pokemon is damaged by an attack <i>(even if this Pokemon is Knocked Out)</i>, put 8 damage counters on the Attacking Pokemon.","[1RR] Bright Flame (160)
<br>Discard 2 Fire Energy from this Pokemon.",Wx2,None,3,4.99,6.87,20.0,6.64,6.74,Holofoil,,"<b><font color=""teal"">[R] Nitro Tank GX</b>
<br>Attach 5 Fire Energy cards from your discard pile to your Pokemon in any way you like. <i>(You can't use more than 1 GX attack in a game.)</i></font>"
197788,Magnemite,Magnemite,https://tcgplayer-cdn.tcgplayer.com/product/197788_200w.jpg,3,2594,https://cpt.tcgcsv.com/N7C2,2024-07-22T09:26:34.617,1,SV27/SV94,Shiny Holo Rare,Metal,60,Basic,"[1] Searching Magnet
<br>Search your deck for up to 3 Metal Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",[M] Tackle (10),Rx2,P-20,1,1.13,2.0,9.5,1.98,2.49,Holofoil,,
197789,Alolan Ninetales GX,Alolan Ninetales GX,https://tcgplayer-cdn.tcgplayer.com/product/197789_200w.jpg,3,2594,https://cpt.tcgcsv.com/P7C2,2020-12-28T21:31:30.913,1,SV53/SV94,Shiny Holo Rare,Water,210,Stage 1,"[2] Ice Blade 
<br>This attack does 50 damage to 1 of your opponent's Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[1WW] Blizzard Edge (160)
<br>Discard 2 Energy from this Pokemon.",Mx2,None,1,29.65,37.72,59.99,34.51,38.1,Holofoil,,"<b><font color=""teal"">[2] Ice Path GX</b>
<br>Move all damage counters from this Pokemon to your opponent's Active Pokemon.<i>(You can't use more than 1 GX attack in a game.)</i></font>"
197790,Magneton,Magneton,https://tcgplayer-cdn.tcgplayer.com/product/197790_200w.jpg,3,2594,https://cpt.tcgcsv.com/Q7C2,2023-06-05T11:45:49.52,1,SV28/SV94,Shiny Holo Rare,Metal,90,Stage 1,[M] Ram (20),"[1MM] Zap Cannon (80)
<br>This Pokemon can't use Zap Cannon during your next turn.",Rx2,P-20,2,1.89,2.98,5.0,2.79,3.69,Holofoil,,
197791,Articuno GX,Articuno GX,https://tcgplayer-cdn.tcgplayer.com/product/197791_200w.jpg,3,2594,https://cpt.tcgcsv.com/R7C2,2022-06-29T13:07:40,1,SV54/SV94,Shiny Holo Rare,Water,170,Basic,[1WW] Ice Wing (130),"<span style=""color:Teal""><strong>[W] Cold Crush GX</strong>
<br>Discard all Energy from both Active Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Mx2,None,2,30.0,36.29,88.0,32.65,36.8,Holofoil,"<strong>Ability — Legendary Ascent</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, move any number of Water Energy from your other Pokémon to this Pokémon.",
197792,Magnezone,Magnezone,https://tcgplayer-cdn.tcgplayer.com/product/197792_200w.jpg,3,2594,https://cpt.tcgcsv.com/S7C2,2020-11-22T14:58:58.527,1,SV29/SV94,Shiny Holo Rare,Metal,150,Stage 2,"[1MMM] Zap Cannon (130)
<br>This Pokemon can't use Zap Cannon during your next turn.",,Rx2,P-20,2,1.89,2.71,9.69,2.53,2.99,Holofoil,"<strong>Ability — Magnetic Circuit</strong>
<br>As often as you like during your turn <em>(before your attack)</em>, you may attach a Metal Energy card from your hand to 1 of your Pokemon.",
197793,Beldum,Beldum,https://tcgplayer-cdn.tcgplayer.com/product/197793_200w.jpg,3,2594,https://cpt.tcgcsv.com/T7C2,2021-06-09T12:36:12.11,1,SV30/SV94,Shiny Holo Rare,Metal,60,Basic,"[M] Core Beam (20)
<br>Discard a Metal Energy from this Pokemon.",,Rx2,P-20,1,1.16,1.99,9.95,1.84,2.24,Holofoil,,
197794,Metang,Metang,https://tcgplayer-cdn.tcgplayer.com/product/197794_200w.jpg,3,2594,https://cpt.tcgcsv.com/V7C2,2023-10-27T21:24:56.093,1,SV31/SV94,Shiny Holo Rare,Metal,90,Stage 1,[1] Ram (20),"[1MM] Core Beam (80)
<br>Discard a Metal Energy from this Pokemon.",Rx2,P-20,3,1.75,2.85,9.95,2.71,2.68,Holofoil,,
197795,Glaceon GX,Glaceon GX,https://tcgplayer-cdn.tcgplayer.com/product/197795_200w.jpg,3,2594,https://cpt.tcgcsv.com/W7C2,2019-12-27T16:17:27.337,1,SV55/SV94,Shiny Holo Rare,Water,200,Stage 1,"[2W] Frost Bullet (90)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>","<span style=""color:Teal""><strong>[2W] Polar Spear GX (50x)</strong>
<br>This attack does 50 damage for each damage counter on your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Mx2,None,2,34.36,43.45,99.99,39.81,42.99,Holofoil,"<strong>Ability — Freezing Gaze</strong>
<br>As long as this Pokemon is your Active Pokemon, your opponent's Pokemon GX and Pokemon EX in play, in their hand, and in their discard pile have no Abilities, except for Freezing Gaze.",
197796,Celesteela,Celesteela,https://tcgplayer-cdn.tcgplayer.com/product/197796_200w.jpg,3,2594,https://cpt.tcgcsv.com/X7C2,2022-09-15T14:47:20.763,1,SV32/SV94,Shiny Holo Rare,Metal,140,Basic,"[4M] Moonraker (160)
<br>If the total of both players’ remaining Prize cards is 6, this attack’s cost is Metal.",,Lx2,F-20,4,1.64,2.9,9.69,3.35,7.24,Holofoil,,
197797,Greninja GX,Greninja GX,https://tcgplayer-cdn.tcgplayer.com/product/197797_200w.jpg,3,2594,https://cpt.tcgcsv.com/Z7C2,2022-11-25T17:19:48.767,1,SV56/SV94,Shiny Holo Rare,Water,230,Stage 2,"[2W] Haze Slash (110)
<br>You may shuffle this Pokémon and all cards attached to it into your deck.","<span style=""color:Teal""><strong>[2W] Shadowy Hunter GX</strong>
<br>This attack does 130 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.) (You can't use more than 1 GX attack in a game.)</em></span>",Gx2,None,2,75.68,94.99,188.0,72.37,84.93,Holofoil,"<strong>Ability — Shuriken Flurry</strong>
<br>When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put 3 damage counters on 1 of your opponent's Pokémon.",
197798,Kartana,Kartana,https://tcgplayer-cdn.tcgplayer.com/product/197798_200w.jpg,3,2594,https://cpt.tcgcsv.com/-7C2,2021-11-14T17:43:53.193,1,SV33/SV94,Shiny Holo Rare,Metal,60,Basic,"[MM] Kamikaze (40+)
<br>If your opponent has 6 Prize cards remaining, this attack does 90 more damage.",,Rx2,P-20,1,1.5,2.77,5.0,2.79,4.49,Holofoil,,
197799,Ralts,Ralts,https://tcgplayer-cdn.tcgplayer.com/product/197799_200w.jpg,3,2594,https://cpt.tcgcsv.com/_7C2,2020-08-24T12:03:54.423,1,SV34/SV94,Shiny Holo Rare,Fairy,60,Basic,"[Y] Draining Kiss (10)
<br>Heal 10 damage from this Pokemon.",,Mx2,D-20,1,2.49,3.5,12.0,3.29,4.99,Holofoil,,
197800,Electrode GX,Electrode GX,https://tcgplayer-cdn.tcgplayer.com/product/197800_200w.jpg,3,2594,https://cpt.tcgcsv.com/08C2,2021-06-09T12:38:07.687,1,SV57/SV94,Shiny Holo Rare,Lightning,190,Stage 1,[1L] Electro Ball (50),"<span style=""color:Teal""><strong>[1L] Crush and Burn GX (30+)</strong>
<br>Discard any amount of Energy from your Pokémon. This attack does 50 more damage for each card you discarded in this way.  <em>(You can't use more than 1 GX attack in a game.)</em></span>",Fx2,M-20,1,8.56,13.66,29.99,13.08,8.56,Holofoil,"<strong>Ability — Extra Energy Bomb</strong>
<br>Once during your turn <em>(before your attack)</em>, you may attach 5 Energy cards from your discard pile to your Pokémon, except Pokémon-GX or Pokémon-EX, in any way you like. If you do, this Pokémon is Knocked Out.",
197801,Kirlia,Kirlia,https://tcgplayer-cdn.tcgplayer.com/product/197801_200w.jpg,3,2594,https://cpt.tcgcsv.com/28C2,2023-10-27T21:24:38.62,1,SV35/SV94,Shiny Holo Rare,Fairy,80,Stage 1,[1] Smack (20),[1Y] Magical Shot (30),Mx2,D-20,1,3.2,3.81,8.99,3.81,,Holofoil,,
197802,Diancie,Diancie,https://tcgplayer-cdn.tcgplayer.com/product/197802_200w.jpg,3,2594,https://cpt.tcgcsv.com/38C2,2021-12-31T20:47:46.72,1,SV36/SV94,Shiny Holo Rare,Fairy,90,Basic,"[Y] Sparkling Wish
<br>Search your deck for a card that evolves from 1 of your Pokemon and put it onto that Pokemon to evolve it. Then, shuffle your deck.","[1Y] Diamond Storm (30)
<br>Heal 30 damage from each of your Fairy Pokemon.",Mx2,D-20,1,1.64,2.66,9.0,2.5,4.9,Holofoil,,
197803,Xurkitree GX,Xurkitree GX,https://tcgplayer-cdn.tcgplayer.com/product/197803_200w.jpg,3,2594,https://cpt.tcgcsv.com/58C2,2021-06-09T13:04:26.267,1,SV58/SV94,Shiny Holo Rare,Lightning,180,Basic,"[1LL] Rumbling Waves (100)
<br>Discard the top card of your opponent's deck.","<span style=""color:DarkRed""><strong>[L] Lighting GX</strong>
<br>Your opponent reveals their hand. Add a card you find there to their Prize cards face down. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Fx2,M-20,2,10.05,15.51,20.0,15.44,15.51,Holofoil,"<strong>Ability — Flashing Head</strong>
<br>Prevent all damage done to this Pokemon by attacks from your opponent's Pokemon that have any Special Energy attached to them.",
197804,Altaria,Altaria,https://tcgplayer-cdn.tcgplayer.com/product/197804_200w.jpg,3,2594,https://cpt.tcgcsv.com/68C2,2022-08-13T05:16:12.043,1,SV37/SV94,Shiny Holo Rare,Dragon,80,Stage 1,[2] Pierce (20),,Yx2,None,1,3.0,4.76,19.99,4.17,5.8,Holofoil,"<strong>Ability — Fight Song</strong>
<br>Your Dragon Pokemon’s attacks do 20 more damage to your opponent’s Active Pokemon (before applying Weakness and Resistance).",
197805,Gible,Gible,https://tcgplayer-cdn.tcgplayer.com/product/197805_200w.jpg,3,2594,https://cpt.tcgcsv.com/78C2,2021-06-09T12:39:42.473,1,SV38/SV94,Shiny Holo Rare,Dragon,50,Basic,"[F] Ascension
<br>Search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.",.,Yx2,None,1,1.99,3.32,8.99,3.14,3.28,Holofoil,,
