productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance,extAttack3
83564,Apricorn Maker,Apricorn Maker,https://tcgplayer-cdn.tcgplayer.com/product/83564_200w.jpg,3,1372,https://cpt.tcgcsv.com/jrH,2022-12-01T20:14:16.37,1,121/144,Uncommon,Supporter,,,"You can play only 1 Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Search your deck for up to 2 Trainer cards with Ball in their names, show them to your opponent, and put them into your hand. Shuffle your deck afterward.",,,,19.56,30.48,35.97,22.04,,Reverse Holofoil,,,
83574,Arcanine (H2),Arcanine H2,https://tcgplayer-cdn.tcgplayer.com/product/83574_200w.jpg,3,1372,https://cpt.tcgcsv.com/vrH,2022-12-01T20:16:04.96,1,H02/H32,Holo Rare,Fire,80,Stage 1,"<strong>Poké-POWER — Energy Recharge</strong>
<br>
When you play Arcanine from your hand to evolve your Active Pokémon, you may flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to Arcanine.","[1] Shake (10)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any.",W,2,169.99,171.23,175.0,302.5,,Holofoil,"[1RR] White Flames (70)
<br>Discard all Fire Energy cards attached to Arcanine.",,
83577,Arcanine (3),Arcanine 3,https://tcgplayer-cdn.tcgplayer.com/product/83577_200w.jpg,3,1372,https://cpt.tcgcsv.com/zrH,2022-12-01T21:10:27.083,1,003/144,Rare,Fire,80,Stage 1,"<strong>Poké-POWER — Energy Recharge</strong>
<br>
When you play Arcanine from your hand to evolve your Active Pokémon, you may flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to Arcanine.","[1] Shake (10)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any.",W,2,29.9,29.9,29.9,75.0,,Normal,"[1RR] White Flames (70)
<br>Discard all Fire Energy cards attached to Arcanine.",,
83577,Arcanine (3),Arcanine 3,https://tcgplayer-cdn.tcgplayer.com/product/83577_200w.jpg,3,1372,https://cpt.tcgcsv.com/zrH,2022-12-01T21:10:27.083,1,003/144,Rare,Fire,80,Stage 1,"<strong>Poké-POWER — Energy Recharge</strong>
<br>
When you play Arcanine from your hand to evolve your Active Pokémon, you may flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to Arcanine.","[1] Shake (10)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any.",W,2,92.22,92.22,92.22,27.99,,Reverse Holofoil,"[1RR] White Flames (70)
<br>Discard all Fire Energy cards attached to Arcanine.",,
83644,Articuno (H3),Articuno H3,https://tcgplayer-cdn.tcgplayer.com/product/83644_200w.jpg,3,1372,https://cpt.tcgcsv.com/VsH,2022-12-01T20:19:22.17,1,H03/H32,Holo Rare,Water,80,Basic,"<strong>Poké-BODY — Water Immunity</strong>
<br>
You can't attach Water Energy cards from your hand to Articuno","[1] Freeze Solid (10)
<br>If there are any Water Energy cards in your discard pile, flip a coin. If heads, attach 1 of them to Articuno.",M,2,245.0,460.0,675.0,375.0,,Holofoil,"[2WW] Ice Cyclone (50)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon.  If tails, this attack does 10 damage to each of your Pokémon in play. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F-30,
83645,Articuno (4),Articuno 4,https://tcgplayer-cdn.tcgplayer.com/product/83645_200w.jpg,3,1372,https://cpt.tcgcsv.com/WsH,2022-12-01T21:10:41.55,1,004/144,Rare,Water,80,Basic,"<strong>Poké-BODY — Water Immunity</strong>
<br>
You can't attach Water Energy cards from your hand to Articuno","[1] Freeze Solid (10)
<br> If there are any Water Energy cards in your discard pile, flip a coin. If heads, attach 1 of them to Articuno.",M,2,49.49,56.26,89.99,52.03,,Normal,"[2WW] Ice Cyclone (50)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon.  If tails, this attack does 10 damage to each of your Pokémon in play. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F-30,
83645,Articuno (4),Articuno 4,https://tcgplayer-cdn.tcgplayer.com/product/83645_200w.jpg,3,1372,https://cpt.tcgcsv.com/WsH,2022-12-01T21:10:41.55,1,004/144,Rare,Water,80,Basic,"<strong>Poké-BODY — Water Immunity</strong>
<br>
You can't attach Water Energy cards from your hand to Articuno","[1] Freeze Solid (10)
<br> If there are any Water Energy cards in your discard pile, flip a coin. If heads, attach 1 of them to Articuno.",M,2,34.23,49.07,63.91,28.85,,Reverse Holofoil,"[2WW] Ice Cyclone (50)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon.  If tails, this attack does 10 damage to each of your Pokémon in play. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F-30,
83764,Beedrill (H4),Beedrill H4,https://tcgplayer-cdn.tcgplayer.com/product/83764_200w.jpg,3,1372,https://cpt.tcgcsv.com/jwH,2022-12-01T20:23:39.677,1,H04/H32,Holo Rare,Grass,80,Stage 2,"<strong>Poké-POWER — Venom Spray</em>
<br>
When you play Beedrill from your hand to evolve your Active Pokémon, the Defending Pokémon is now Paralyzed and Poisoned.","[2] Needle Rush (10+)
<br>Flip 4 coins. If you get 1 heads, this attack does 10 damage plus 10 more damage. If you get 2 heads, this attack does 10 damage plus 20 more damage. If you get 3 heads, this attack does 10 damage plus 50 more damage. If you get 4 heads, this attack does 10 damage plus 90 more damage.",R,,199.0,215.69,232.37,181.36,,Holofoil,,,
83765,Beedrill (5),Beedrill 5,https://tcgplayer-cdn.tcgplayer.com/product/83765_200w.jpg,3,1372,https://cpt.tcgcsv.com/kwH,2022-12-01T20:22:56.857,1,005/144,Rare,Grass,80,Stage 2,"<strong>Poké-POWER — Venom Spray</em>
<br>
When you play Beedrill from your hand to evolve your Active Pokémon, the Defending Pokémon is now Paralyzed and Poisoned.","[2] Needle Rush (10+)
<br>Flip 4 coins. If you get 1 heads, this attack does 10 damage plus 10 more damage. If you get 2 heads, this attack does 10 damage plus 20 more damage. If you get 3 heads, this attack does 10 damage plus 50 more damage. If you get 4 heads, this attack does 10 damage plus 90 more damage.",R,,23.99,26.8,44.99,24.63,,Normal,,,
83765,Beedrill (5),Beedrill 5,https://tcgplayer-cdn.tcgplayer.com/product/83765_200w.jpg,3,1372,https://cpt.tcgcsv.com/kwH,2022-12-01T20:22:56.857,1,005/144,Rare,Grass,80,Stage 2,"<strong>Poké-POWER — Venom Spray</em>
<br>
When you play Beedrill from your hand to evolve your Active Pokémon, the Defending Pokémon is now Paralyzed and Poisoned.","[2] Needle Rush (10+)
<br>Flip 4 coins. If you get 1 heads, this attack does 10 damage plus 10 more damage. If you get 2 heads, this attack does 10 damage plus 20 more damage. If you get 3 heads, this attack does 10 damage plus 50 more damage. If you get 4 heads, this attack does 10 damage plus 90 more damage.",R,,47.72,52.44,64.45,30.0,,Reverse Holofoil,,,
83947,Bounce Energy,Bounce Energy,https://tcgplayer-cdn.tcgplayer.com/product/83947_200w.jpg,3,1372,https://cpt.tcgcsv.com/ZBH,2022-12-01T20:24:46.78,1,142/144,Uncommon,Special Energy,,,"This card provides 2 Colorless Energy. You can attach this card to your Pokémon that has basic Energy cards attached to it.
<br>
When you play this card from your hand and attach it to 1 of your Pokémon, return a basic Energy card attached to that Pokémon to your hand.",,,,2.43,3.78,10.9,3.9,,Normal,,,
83947,Bounce Energy,Bounce Energy,https://tcgplayer-cdn.tcgplayer.com/product/83947_200w.jpg,3,1372,https://cpt.tcgcsv.com/ZBH,2022-12-01T20:24:46.78,1,142/144,Uncommon,Special Energy,,,"This card provides 2 Colorless Energy. You can attach this card to your Pokémon that has basic Energy cards attached to it.
<br>
When you play this card from your hand and attach it to 1 of your Pokémon, return a basic Energy card attached to that Pokémon to your hand.",,,,21.61,23.93,23.99,21.17,,Reverse Holofoil,,,
84048,Buried Fossil,Buried Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84048_200w.jpg,3,1372,https://cpt.tcgcsv.com/-DH,2022-12-01T20:27:21.227,1,047/144,Common,Colorless,30,Basic,"<strong>Poké-POWER — Reconstruction</strong>
<br>
Once during your turn <em>(before your attack)</em>, if you have a basic Energy card in your hand, you may search your deck for an Omanyte or Kabuto card, show it to your opponent, and put it into your hand. Then, put a basic Energy card from your hand into your deck. Shuffle your deck afterward.
<br>
<em>Evolves into Omanyte, Kabuto, Aerodactyl
<br>
You may play a Pokémon card that evolves from Mysterious Fossil on top of Buried Fossil. (This counts as evolving Buried Fossil.) Buried Fossil can't be affected by Special Conditions.</em>",,,1,17.01,20.99,25.0,17.01,,Normal,,,
84048,Buried Fossil,Buried Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84048_200w.jpg,3,1372,https://cpt.tcgcsv.com/-DH,2022-12-01T20:27:21.227,1,047/144,Common,Colorless,30,Basic,"<strong>Poké-POWER — Reconstruction</strong>
<br>
Once during your turn <em>(before your attack)</em>, if you have a basic Energy card in your hand, you may search your deck for an Omanyte or Kabuto card, show it to your opponent, and put it into your hand. Then, put a basic Energy card from your hand into your deck. Shuffle your deck afterward.
<br>
<em>Evolves into Omanyte, Kabuto, Aerodactyl
<br>
You may play a Pokémon card that evolves from Mysterious Fossil on top of Buried Fossil. (This counts as evolving Buried Fossil.) Buried Fossil can't be affected by Special Conditions.</em>",,,1,47.0,48.99,4634.86,45.24,,Reverse Holofoil,,,
84144,Celebi,Celebi,https://tcgplayer-cdn.tcgplayer.com/product/84144_200w.jpg,3,1372,https://cpt.tcgcsv.com/VGH,2022-12-01T20:28:55.973,1,145/144,Secret Rare,Colorless,60,Basic,"<strong>Poké-BODY — Crystal Type</strong>
<br>
Whenever you attach a Grass, Water, or Psychic basic Energy card from your hand to Celebi, Celebi's type (color) becomes the same as that type of Energy until the end of the turn.","[GW] Empathetic Healing
<br>Remove 2 damage counters from Celebi and each Pokémon that's the same type (color) as Celebi.",R,1,1000.0,5500.0,9999.99,363.99,,Holofoil,"[1GP] Mind Bend (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",,
84144,Celebi,Celebi,https://tcgplayer-cdn.tcgplayer.com/product/84144_200w.jpg,3,1372,https://cpt.tcgcsv.com/VGH,2022-12-01T20:28:55.973,1,145/144,Secret Rare,Colorless,60,Basic,"<strong>Poké-BODY — Crystal Type</strong>
<br>
Whenever you attach a Grass, Water, or Psychic basic Energy card from your hand to Celebi, Celebi's type (color) becomes the same as that type of Energy until the end of the turn.","[GW] Empathetic Healing
<br>Remove 2 damage counters from Celebi and each Pokémon that's the same type (color) as Celebi.",R,1,349.99,424.99,499.99,349.99,,Reverse Holofoil,"[1GP] Mind Bend (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",,
84186,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/84186_200w.jpg,3,1372,https://cpt.tcgcsv.com/LHH,2022-12-01T20:30:35.393,1,146/144,Secret Rare,Colorless,110,Stage 2,"<strong>Poké-BODY — Crystal Type</strong>
<br>
Whenever you attach a Fire, Lightning, or Fighting basic Energy card from your hand to Charizard, Charizard's type (color) becomes the same as that type of Energy until the end of the turn.","[RRF] Fireblast (40)
<br>Discard an Energy card attached to Charizard.",W,4,1200.0,1200.0,1200.0,,,Reverse Holofoil,"[1RLL] Dragon Tail (50x)
<br>Flip 2 coins. This attack does 50 damage times the number of heads.",,
84364,Cleffa,Cleffa,https://tcgplayer-cdn.tcgplayer.com/product/84364_200w.jpg,3,1372,https://cpt.tcgcsv.com/jMH,2022-12-01T20:32:16.59,1,048/144,Common,Colorless,30,Basic,"<em>If your Active Pokémon is a Baby Pokémon and your opponent announces an attack, your opponent flips a coin (before doing anything else). If tails, your opponent's turn ends.</em>","[1] Energy Recycle
<br>Shuffle a basic Energy card from your discard pile into your deck.",,1,20.69,25.35,30.0,9.11,,Normal,,,
84364,Cleffa,Cleffa,https://tcgplayer-cdn.tcgplayer.com/product/84364_200w.jpg,3,1372,https://cpt.tcgcsv.com/jMH,2022-12-01T20:32:16.59,1,048/144,Common,Colorless,30,Basic,"<em>If your Active Pokémon is a Baby Pokémon and your opponent announces an attack, your opponent flips a coin (before doing anything else). If tails, your opponent's turn ends.</em>","[1] Energy Recycle
<br>Shuffle a basic Energy card from your discard pile into your deck.",,1,68.87,76.91,84.95,44.28,,Reverse Holofoil,,,
84483,Crobat (H5),Crobat H5,https://tcgplayer-cdn.tcgplayer.com/product/84483_200w.jpg,3,1372,https://cpt.tcgcsv.com/HPH,2022-12-01T20:40:12.257,1,H05/H32,Holo Rare,Grass,90,Stage 2,"<strong>Poké-POWER — Carry Off</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at your opponent's hand. If your opponent has any Baby Pokémon, Basic Pokémon, or Evolution cards there, choose 1 of them. Your opponent shuffles that card into his or her deck. This power can't be used if Crobat is affected by a Special Condition.","[2G] Double Cross (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads. If both of them are tails, the defending Pokémon is now Confused and Poisoned.",P,,68.93,74.8,74.89,344.09,,Holofoil,,,
84484,Crobat (6),Crobat 6,https://tcgplayer-cdn.tcgplayer.com/product/84484_200w.jpg,3,1372,https://cpt.tcgcsv.com/JPH,2022-12-01T20:40:50.047,1,006/144,Rare,Grass,90,Stage 2,"<strong>Poké-POWER — Carry Off</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at your opponent's hand. If your opponent has any Baby Pokémon, Basic Pokémon, or Evolution cards there, choose 1 of them. Your opponent shuffles that card into his or her deck. This power can't be used if Crobat is affected by a Special Condition.","[2G] Double Cross (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads. If both of them are tails, the defending Pokémon is now Confused and Poisoned.",P,,32.33,43.69,54.99,32.25,,Normal,,,
84484,Crobat (6),Crobat 6,https://tcgplayer-cdn.tcgplayer.com/product/84484_200w.jpg,3,1372,https://cpt.tcgcsv.com/JPH,2022-12-01T20:40:50.047,1,006/144,Rare,Grass,90,Stage 2,"<strong>Poké-POWER — Carry Off</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at your opponent's hand. If your opponent has any Baby Pokémon, Basic Pokémon, or Evolution cards there, choose 1 of them. Your opponent shuffles that card into his or her deck. This power can't be used if Crobat is affected by a Special Condition.","[2G] Double Cross (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads. If both of them are tails, the defending Pokémon is now Confused and Poisoned.",P,,79.99,79.99,79.99,38.32,,Reverse Holofoil,,,
84485,Crobat (147),Crobat 147,https://tcgplayer-cdn.tcgplayer.com/product/84485_200w.jpg,3,1372,https://cpt.tcgcsv.com/KPH,2022-12-01T20:36:32.953,2,147/144,Secret Rare,Colorless,80,Stage 2,"<strong>Poké-BODY — Crystal Type</strong>
<br>
Whenever you attach a Grass, Fire, or Psychic basic Energy card from your hand to Crobat, Crobat's type (color) becomes the same as that type of Energy until the end of the turn.","[1GR] Poison Flame (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Burned and Poisoned.",P,,299.99,299.99,299.99,294.25,,Reverse Holofoil,"[GPP] Squared Attack (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads.",,
84519,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84519_200w.jpg,3,1372,https://cpt.tcgcsv.com/pQH,2022-12-01T20:46:00.81,1,122/144,Uncommon,Tool,,,"Attach Crystal Shard to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card.
<br>
As long as this card is attached to a Pokémon, that Pokémon's type (color) is Colorless. If that Pokémon attacks, discard this card at the end of the turn.",,,,2.0,4.09,9.99,3.28,,Normal,,,
84519,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84519_200w.jpg,3,1372,https://cpt.tcgcsv.com/pQH,2022-12-01T20:46:00.81,1,122/144,Uncommon,Tool,,,"Attach Crystal Shard to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card.
<br>
As long as this card is attached to a Pokémon, that Pokémon's type (color) is Colorless. If that Pokémon attacks, discard this card at the end of the turn.",,,,11.99,17.99,29.99,15.85,,Reverse Holofoil,,,
84539,Cyclone Energy,Cyclone Energy,https://tcgplayer-cdn.tcgplayer.com/product/84539_200w.jpg,3,1372,https://cpt.tcgcsv.com/PQH,2022-12-01T20:46:44.073,1,143/144,Uncommon,Special Energy,,,"This card provides Colorless Energy.
<br>
When you play this card from your hand and attach it to your Active Pokémon, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.",,,,2.71,5.47,8.99,5.59,,Normal,,,
84539,Cyclone Energy,Cyclone Energy,https://tcgplayer-cdn.tcgplayer.com/product/84539_200w.jpg,3,1372,https://cpt.tcgcsv.com/PQH,2022-12-01T20:46:44.073,1,143/144,Uncommon,Special Energy,,,"This card provides Colorless Energy.
<br>
When you play this card from your hand and attach it to your Active Pokémon, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.",,,,20.75,29.99,43.99,27.59,,Reverse Holofoil,,,
84746,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84746_200w.jpg,3,1372,https://cpt.tcgcsv.com/XVH,2022-12-01T20:48:00.66,1,049/144,Common,Water,50,Basic,,"[1] Limited Delivery
<br>Search your deck for a Technical Machine or Pokémon Tool card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",M,1,11.31,14.3,29.99,17.49,,Normal,"[1W] Kick Away (20)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching Pokémon.)</em>",,
84746,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84746_200w.jpg,3,1372,https://cpt.tcgcsv.com/XVH,2022-12-01T20:48:00.66,1,049/144,Common,Water,50,Basic,,"[1] Limited Delivery
<br>Search your deck for a Technical Machine or Pokémon Tool card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",M,1,20.17,26.14,32.1,40.98,,Reverse Holofoil,"[1W] Kick Away (20)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching Pokémon.)</em>",,
84782,Desert Shaman,Desert Shaman,https://tcgplayer-cdn.tcgplayer.com/product/84782_200w.jpg,3,1372,https://cpt.tcgcsv.com/GWH,2022-12-01T20:49:51.6,1,123/144,Uncommon,Supporter,,,"You can play only 1 Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Shuffle your hand into your deck and draw up to 4 cards. Your opponent does the same.",,,,24.43,28.58,49.99,25.99,,Normal,,,
84782,Desert Shaman,Desert Shaman,https://tcgplayer-cdn.tcgplayer.com/product/84782_200w.jpg,3,1372,https://cpt.tcgcsv.com/GWH,2022-12-01T20:49:51.6,1,123/144,Uncommon,Supporter,,,"You can play only 1 Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Shuffle your hand into your deck and draw up to 4 cards. Your opponent does the same.",,,,48.99,50.98,53.53,50.98,,Reverse Holofoil,,,
84785,Dewgong (H6),Dewgong H6,https://tcgplayer-cdn.tcgplayer.com/product/84785_200w.jpg,3,1372,https://cpt.tcgcsv.com/KWH,2022-12-01T20:51:17.097,1,H06/H32,Holo Rare,Water,80,Stage 1,,"[1W] Freeze Lock (20)
<br>Flip a coin. If heads, your opponent can't attach Energy cards from his or her hand to his or her Active Pokémon during his or her next turn.",M,2,144.98,1000.0,1100.0,379.99,,Holofoil,"[2WW] Crushing Ice (40+)
<br>This attack does 40 damage plus 10 more damage for each Colorless Energy in the Defending Pokémon's Retreat Cost. Damage is calculated using the Defending Pokémon's Retreat Cost after applying effects to the Retreat Cost.",,
84786,Dewgong (7),Dewgong 7,https://tcgplayer-cdn.tcgplayer.com/product/84786_200w.jpg,3,1372,https://cpt.tcgcsv.com/LWH,2022-12-01T21:11:00.827,1,007/144,Rare,Water,80,Stage 1,,"[1W] Freeze Lock (20)
<br>Flip a coin. If heads, your opponent can't attach Energy cards from his or her hand to his or her Active Pokémon during his or her next turn.",M,2,15.89,19.3,26.99,16.7,,Normal,"[2WW] Crushing Ice (40+)
<br>This attack does 40 damage plus 10 more damage for each Colorless Energy in the Defending Pokémon's Retreat Cost. Damage is calculated using the Defending Pokémon's Retreat Cost after applying effects to the Retreat Cost.",,
84818,Diglett,Diglett,https://tcgplayer-cdn.tcgplayer.com/product/84818_200w.jpg,3,1372,https://cpt.tcgcsv.com/nXH,2022-12-01T20:53:12.943,1,050/144,Common,Fighting,40,Basic,,"[F] Burrow (10)
<br>Flip a coin. If heads, prevent all damage done by attacks to Diglett during your opponent's next turn. <em>(Any other effects of attack still happen.)</em>",G,1,50.0,50.0,50.0,44.49,,Reverse Holofoil,,L-30,
84830,Ditto,Ditto,https://tcgplayer-cdn.tcgplayer.com/product/84830_200w.jpg,3,1372,https://cpt.tcgcsv.com/DXH,2022-12-05T12:10:40.53,1,051/144,Common,Colorless,50,Basic,"<strong>Poké-BODY — Prismatic Body</strong>
<br>
Each basic Energy card attached to Ditto provides every type of Energy but provides only 1 Energy at a time.","[1] Copy
<br>Choose 1 of the Defending Pokémon's attacks. Copy copies that attack. This attack does nothing if Ditto doesn't have the Energy necessary to use that attack. <em>(You must still do anything else required in order to use that attack.)</em>",F,1,50.0,50.0,50.0,38.7,,Normal,,,
