productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRetreatCost,extCardText,extUPC
85209,Energy Ark,Energy Ark,https://tcgplayer-cdn.tcgplayer.com/product/85209_200w.jpg,3,1434,https://cpt.tcgcsv.com/c6J,2025-02-05T21:10:32.97,1,75/75,Common,Trainer,,,,,,,0.05,0.27,2.5,0.27,,Unlimited,,"Flip 2 coins. For each heads, search your deck for a Basic Energy card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.",
85316,Espeon (1),Espeon 1,https://tcgplayer-cdn.tcgplayer.com/product/85316_200w.jpg,3,1434,https://cpt.tcgcsv.com/l8J,2022-11-25T20:58:11.857,1,01/75,Holo Rare,Psychic,80,Stage 1,[2] Bite (20),"[1PP] Psychic (30+)
<br>Does 30 damage plus 10 more for each Energy Card attached to the Defending Pokémon.",P,,300.0,379.95,399.99,,,1st Edition Holofoil,,,
85316,Espeon (1),Espeon 1,https://tcgplayer-cdn.tcgplayer.com/product/85316_200w.jpg,3,1434,https://cpt.tcgcsv.com/l8J,2022-11-25T20:58:11.857,1,01/75,Holo Rare,Psychic,80,Stage 1,[2] Bite (20),"[1PP] Psychic (30+)
<br>Does 30 damage plus 10 more for each Energy Card attached to the Defending Pokémon.",P,,175.0,289.89,500.0,210.19,499.99,Unlimited Holofoil,,,
85320,Espeon (20),Espeon 20,https://tcgplayer-cdn.tcgplayer.com/product/85320_200w.jpg,3,1434,https://cpt.tcgcsv.com/q8J,2022-11-25T20:59:15.46,1,20/75,Rare,Psychic,70,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[1PP] Psybeam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",P,,41.0,88.3,89.99,70.13,,1st Edition,1,,
85320,Espeon (20),Espeon 20,https://tcgplayer-cdn.tcgplayer.com/product/85320_200w.jpg,3,1434,https://cpt.tcgcsv.com/q8J,2022-11-25T20:59:15.46,1,20/75,Rare,Psychic,70,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[1PP] Psybeam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",P,,9.54,10.58,30.0,15.17,,Unlimited,1,,
85542,Forretress (2),Forretress 2,https://tcgplayer-cdn.tcgplayer.com/product/85542_200w.jpg,3,1434,https://cpt.tcgcsv.com/SdJ,2022-11-25T21:01:17.973,1,02/75,Holo Rare,Metal,80,Stage 1,"[2M] Rapid Spin (30)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with their Active Pokémon; then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",,R,G-30,52.87,60.0,80.0,56.35,,1st Edition Holofoil,3,"<strong>Pokémon Power: Spikes</strong> During your opponent's turn, whenever 1 of your opponent's Benched Pokémon becomes his or her Active Pokémon, Forretress does 10 damage to it. <em>(Don't apply Weakness and Resistance.)</em> This power stops working if Forretress is Asleep, Confused, or Paralyzed.",
85542,Forretress (2),Forretress 2,https://tcgplayer-cdn.tcgplayer.com/product/85542_200w.jpg,3,1434,https://cpt.tcgcsv.com/SdJ,2022-11-25T21:01:17.973,1,02/75,Holo Rare,Metal,80,Stage 1,"[2M] Rapid Spin (30)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with their Active Pokémon; then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",,R,G-30,14.0,18.8,32.45,19.78,,Unlimited Holofoil,3,"<strong>Pokémon Power: Spikes</strong> During your opponent's turn, whenever 1 of your opponent's Benched Pokémon becomes his or her Active Pokémon, Forretress does 10 damage to it. <em>(Don't apply Weakness and Resistance.)</em> This power stops working if Forretress is Asleep, Confused, or Paralyzed.",
85545,Forretress (21),Forretress 21,https://tcgplayer-cdn.tcgplayer.com/product/85545_200w.jpg,3,1434,https://cpt.tcgcsv.com/WdJ,2025-01-05T06:49:20.873,1,21/75,Rare,Metal,80,Stage 1,"[2M] Rapid Spin (30)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with their Active Pokémon; then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",,R,G-30,4.78,7.43,10.2,6.57,,1st Edition,3,"<strong>Pokémon Power: Spikes</strong> During your opponent's turn, whenever 1 of your opponent's Benched Pokémon becomes his or her Active Pokémon, Forretress does 10 damage to it. <em>(Don't apply Weakness and Resistance.)</em> This power stops working if Forretress is Asleep, Confused, or Paralyzed.",
85545,Forretress (21),Forretress 21,https://tcgplayer-cdn.tcgplayer.com/product/85545_200w.jpg,3,1434,https://cpt.tcgcsv.com/WdJ,2025-01-05T06:49:20.873,1,21/75,Rare,Metal,80,Stage 1,"[2M] Rapid Spin (30)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with their Active Pokémon; then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",,R,G-30,1.5,4.44,19.16,4.44,,Unlimited,3,"<strong>Pokémon Power: Spikes</strong> During your opponent's turn, whenever 1 of your opponent's Benched Pokémon becomes his or her Active Pokémon, Forretress does 10 damage to it. <em>(Don't apply Weakness and Resistance.)</em> This power stops working if Forretress is Asleep, Confused, or Paralyzed.",
85555,Fossil Egg,Fossil Egg,https://tcgplayer-cdn.tcgplayer.com/product/85555_200w.jpg,3,1434,https://cpt.tcgcsv.com/7fJ,2023-10-03T18:00:37.983,1,72/75,Uncommon,Trainer,,,,,,,0.5,1.25,4.99,0.96,,1st Edition,,"Flip a coin. If heads, either search your deck for a card that evolves from Mysterious Fossil and put it onto your Bench or put a card that evolves from Mysterious Fossil from your hand onto your Bench. Either way, treat the new card as a Basic Pokémon. If you searched your deck, shuffle it. <em>(You can't play this card if your Bench is full.)</em>",
85555,Fossil Egg,Fossil Egg,https://tcgplayer-cdn.tcgplayer.com/product/85555_200w.jpg,3,1434,https://cpt.tcgcsv.com/7fJ,2023-10-03T18:00:37.983,1,72/75,Uncommon,Trainer,,,,,,,0.24,0.45,1.99,0.45,0.3,Unlimited,,"Flip a coin. If heads, either search your deck for a card that evolves from Mysterious Fossil and put it onto your Bench or put a card that evolves from Mysterious Fossil from your hand onto your Bench. Either way, treat the new card as a Basic Pokémon. If you searched your deck, shuffle it. <em>(You can't play this card if your Bench is full.)</em>",
86110,Hitmontop (3),Hitmontop 3,https://tcgplayer-cdn.tcgplayer.com/product/86110_200w.jpg,3,1434,https://cpt.tcgcsv.com/dsJ,2022-11-25T21:04:50.98,1,03/75,Holo Rare,Fighting,60,Basic,"[F] Detect
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Hitmontop.","[FFF] Triple Kick (30x)
<br>Flip 3 coins. This attack does 30 times the number of heads.",P,,65.0,77.44,84.99,84.95,,1st Edition Holofoil,1,,
86110,Hitmontop (3),Hitmontop 3,https://tcgplayer-cdn.tcgplayer.com/product/86110_200w.jpg,3,1434,https://cpt.tcgcsv.com/dsJ,2022-11-25T21:04:50.98,1,03/75,Holo Rare,Fighting,60,Basic,"[F] Detect
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Hitmontop.","[FFF] Triple Kick (30x)
<br>Flip 3 coins. This attack does 30 times the number of heads.",P,,7.83,10.49,349.99,11.57,,Unlimited Holofoil,1,,
86111,Hitmontop (22),Hitmontop 22,https://tcgplayer-cdn.tcgplayer.com/product/86111_200w.jpg,3,1434,https://cpt.tcgcsv.com/fsJ,2022-11-25T21:04:27.86,1,22/75,Rare,Fighting,60,Basic,"[F] Detect
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Hitmontop.","[FFF] Triple Kick (30x)
<br>Flip 3 coins. This attack does 30 times the number of heads.",P,,8.95,9.0,11.03,10.56,,1st Edition,1,,
86111,Hitmontop (22),Hitmontop 22,https://tcgplayer-cdn.tcgplayer.com/product/86111_200w.jpg,3,1434,https://cpt.tcgcsv.com/fsJ,2022-11-25T21:04:27.86,1,22/75,Rare,Fighting,60,Basic,"[F] Detect
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Hitmontop.","[FFF] Triple Kick (30x)
<br>Flip 3 coins. This attack does 30 times the number of heads.",P,,2.4,3.99,10.0,4.43,,Unlimited,1,,
86176,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86176_200w.jpg,3,1434,https://cpt.tcgcsv.com/xtJ,2022-12-13T16:49:02.43,1,55/75,Common,Grass,30,Basic,[G] Rolling Tackle (20),,R,F-30,0.69,0.94,4.99,0.92,,1st Edition,,,
86176,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86176_200w.jpg,3,1434,https://cpt.tcgcsv.com/xtJ,2022-12-13T16:49:02.43,1,55/75,Common,Grass,30,Basic,[G] Rolling Tackle (20),,R,F-30,0.19,0.45,3.31,0.43,0.35,Unlimited,,,
86197,Houndoom (4),Houndoom 4,https://tcgplayer-cdn.tcgplayer.com/product/86197_200w.jpg,3,1434,https://cpt.tcgcsv.com/ZtJ,2022-11-25T21:07:55.683,1,04/75,Holo Rare,Darkness,70,Stage 1,"[2D] Crunch (30+)
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing.",,P-30,69.99,184.54,299.09,160.55,,1st Edition Holofoil,1,,
86197,Houndoom (4),Houndoom 4,https://tcgplayer-cdn.tcgplayer.com/product/86197_200w.jpg,3,1434,https://cpt.tcgcsv.com/ZtJ,2022-11-25T21:07:55.683,1,04/75,Holo Rare,Darkness,70,Stage 1,"[2D] Crunch (30+)
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing.",,P-30,32.0,54.99,125.0,67.49,,Unlimited Holofoil,1,,
86204,Houndoom (23),Houndoom 23,https://tcgplayer-cdn.tcgplayer.com/product/86204_200w.jpg,3,1434,https://cpt.tcgcsv.com/6vJ,2023-01-26T19:32:25.53,1,23/75,Rare,Darkness,70,Stage 1,"[2D] Crunch (30+)
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing.",,P-30,17.0,28.56,42.69,20.7,,1st Edition,1,,
86204,Houndoom (23),Houndoom 23,https://tcgplayer-cdn.tcgplayer.com/product/86204_200w.jpg,3,1434,https://cpt.tcgcsv.com/6vJ,2023-01-26T19:32:25.53,1,23/75,Rare,Darkness,70,Stage 1,"[2D] Crunch (30+)
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing.",,P-30,5.0,8.3,29.99,8.76,24.99,Unlimited,1,,
86216,Houndour (5),Houndour 5,https://tcgplayer-cdn.tcgplayer.com/product/86216_200w.jpg,3,1434,https://cpt.tcgcsv.com/lvJ,2022-11-25T21:22:57.413,1,05/75,Holo Rare,Fire,50,Basic,"[R] Smog (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[RR] Collect Fire (20)
<br>If there are any Fire Energy in your discard pile, choose 1 of them and attach it to Houndour.",W,,83.99,111.5,149.49,250.0,,1st Edition Holofoil,1,,
86216,Houndour (5),Houndour 5,https://tcgplayer-cdn.tcgplayer.com/product/86216_200w.jpg,3,1434,https://cpt.tcgcsv.com/lvJ,2022-11-25T21:22:57.413,1,05/75,Holo Rare,Fire,50,Basic,"[R] Smog (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[RR] Collect Fire (20)
<br>If there are any Fire Energy in your discard pile, choose 1 of them and attach it to Houndour.",W,,44.0,68.18,99.99,68.8,55.24,Unlimited Holofoil,1,,
86217,Houndour (24),Houndour 24,https://tcgplayer-cdn.tcgplayer.com/product/86217_200w.jpg,3,1434,https://cpt.tcgcsv.com/mvJ,2022-11-25T21:21:28.533,1,24/75,Rare,Fire,50,Basic,"[R] Smog (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[RR] Collect Fire (20)
<br>If there are any Fire Energy in your discard pile, choose 1 of them and attach it to Houndour.",W,,12.98,15.5,20.03,14.68,,1st Edition,1,,
86217,Houndour (24),Houndour 24,https://tcgplayer-cdn.tcgplayer.com/product/86217_200w.jpg,3,1434,https://cpt.tcgcsv.com/mvJ,2022-11-25T21:21:28.533,1,24/75,Rare,Fire,50,Basic,"[R] Smog (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[RR] Collect Fire (20)
<br>If there are any Fire Energy in your discard pile, choose 1 of them and attach it to Houndour.",W,,6.99,8.56,14.99,10.55,,Unlimited,1,,
86218,Houndour (39),Houndour 39,https://tcgplayer-cdn.tcgplayer.com/product/86218_200w.jpg,3,1434,https://cpt.tcgcsv.com/nvJ,2022-12-20T17:00:45.657,1,39/75,Uncommon,Darkness,40,Basic,[1] Bite (10),"[1D] Plunder (20)
<br>Before doing damage, discard all Trainer cards attached to the Defending Pokémon <em<(before they affect the damage)</em>.",,P-30,2.49,3.42,5.0,3.69,,1st Edition,1,,
86218,Houndour (39),Houndour 39,https://tcgplayer-cdn.tcgplayer.com/product/86218_200w.jpg,3,1434,https://cpt.tcgcsv.com/nvJ,2022-12-20T17:00:45.657,1,39/75,Uncommon,Darkness,40,Basic,[1] Bite (10),"[1D] Plunder (20)
<br>Before doing damage, discard all Trainer cards attached to the Defending Pokémon <em<(before they affect the damage)</em>.",,P-30,0.66,1.4,8701.18,1.53,1.07,Unlimited,1,,
86245,Hyper Devolution Spray,Hyper Devolution Spray,https://tcgplayer-cdn.tcgplayer.com/product/86245_200w.jpg,3,1434,https://cpt.tcgcsv.com/WvJ,2023-10-19T16:23:11.447,1,73/75,Uncommon,Trainer,,,,,,,0.66,1.4,4.99,1.4,1.99,1st Edition,,Choose 1 of your Evolved Pokémon. Take the highest stage Evolution card from that Pokémon and put it into your hand. <em>(You can't evolve a Pokémon the turn you devolve it.)</em>,
86245,Hyper Devolution Spray,Hyper Devolution Spray,https://tcgplayer-cdn.tcgplayer.com/product/86245_200w.jpg,3,1434,https://cpt.tcgcsv.com/WvJ,2023-10-19T16:23:11.447,1,73/75,Uncommon,Trainer,,,,,,,0.18,0.53,2.5,0.56,0.35,Unlimited,,Choose 1 of your Evolved Pokémon. Take the highest stage Evolution card from that Pokémon and put it into your hand. <em>(You can't evolve a Pokémon the turn you devolve it.)</em>,
86257,Igglybuff,Igglybuff,https://tcgplayer-cdn.tcgplayer.com/product/86257_200w.jpg,3,1434,https://cpt.tcgcsv.com/9wJ,2022-11-25T21:29:12.36,1,40/75,Uncommon,Colorless,30,Basic,,,,,5.2,6.87,11.69,6.13,,1st Edition,,"<strong>Pokémon Power: Gaze</strong> Once during your turn <em>(before your attack)</em>, choose 1 of your opponent's Benched Pokémon that has a Pokémon Power. That power stops working until the end of this turn. This effect ends if that Pokémon leaves the Bench.
<br><br>
<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends.</em>",
86257,Igglybuff,Igglybuff,https://tcgplayer-cdn.tcgplayer.com/product/86257_200w.jpg,3,1434,https://cpt.tcgcsv.com/9wJ,2022-11-25T21:29:12.36,1,40/75,Uncommon,Colorless,30,Basic,,,,,1.73,2.34,5.0,2.77,,Unlimited,,"<strong>Pokémon Power: Gaze</strong> Once during your turn <em>(before your attack)</em>, choose 1 of your opponent's Benched Pokémon that has a Pokémon Power. That power stops working until the end of this turn. This effect ends if that Pokémon leaves the Bench.
<br><br>
<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends.</em>",
86383,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86383_200w.jpg,3,1434,https://cpt.tcgcsv.com/HzJ,2022-11-25T21:31:41.25,1,56/75,Common,Water,50,Stage 1,"[1F] Work Together (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage for each Omanyte, Omastar, Kabuto, and Kabutops on your Bench.",,G,,0.95,1.72,3.05,1.71,,1st Edition,1,"<strong>Pokémon Power: Revive Friends</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card named Kabuto and put it on your Bench. Shuffle your deck afterward. Treat the new Kabuto as a Basic Pokémon. This power can't be used if Kabuto is Asleep, Confused, or Paralyzed <em>(or if your Bench is full)</em>.",
86383,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86383_200w.jpg,3,1434,https://cpt.tcgcsv.com/HzJ,2022-11-25T21:31:41.25,1,56/75,Common,Water,50,Stage 1,"[1F] Work Together (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage for each Omanyte, Omastar, Kabuto, and Kabutops on your Bench.",,G,,0.19,0.61,201753.79,0.72,,Unlimited,1,"<strong>Pokémon Power: Revive Friends</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card named Kabuto and put it on your Bench. Shuffle your deck afterward. Treat the new Kabuto as a Basic Pokémon. This power can't be used if Kabuto is Asleep, Confused, or Paralyzed <em>(or if your Bench is full)</em>.",
86389,Kabutops (6),Kabutops 6,https://tcgplayer-cdn.tcgplayer.com/product/86389_200w.jpg,3,1434,https://cpt.tcgcsv.com/PzJ,2022-11-25T21:33:54.847,1,06/75,Holo Rare,Water,90,Stage 2,[1] Slash (20),"[F] Hydrocutter (40x)
<br>Flip a number of coins equal to the number of Energy cards attached to Kabutops. This attack does 40 damage times the number of heads. You can't flips more than 3 coins in this way.",G,,65.0,66.6,140.11,140.11,,1st Edition Holofoil,2,,
86389,Kabutops (6),Kabutops 6,https://tcgplayer-cdn.tcgplayer.com/product/86389_200w.jpg,3,1434,https://cpt.tcgcsv.com/PzJ,2022-11-25T21:33:54.847,1,06/75,Holo Rare,Water,90,Stage 2,[1] Slash (20),"[F] Hydrocutter (40x)
<br>Flip a number of coins equal to the number of Energy cards attached to Kabutops. This attack does 40 damage times the number of heads. You can't flips more than 3 coins in this way.",G,,41.55,60.0,179.99,57.92,34.47,Unlimited Holofoil,2,,
86394,Kabutops (25),Kabutops 25,https://tcgplayer-cdn.tcgplayer.com/product/86394_200w.jpg,3,1434,https://cpt.tcgcsv.com/VzJ,2023-04-02T15:24:17.38,1,25/75,Rare,Water,90,Stage 2,[1] Slash (20),"[F] Hydrocutter (40x)
<br>Flip a number of coins equal to the number of Energy cards attached to Kabutops. This attack does 40 damage times the number of heads. You can't flips more than 3 coins in this way.",G,,25.0,27.0,29.35,14.14,,1st Edition,2,,
86394,Kabutops (25),Kabutops 25,https://tcgplayer-cdn.tcgplayer.com/product/86394_200w.jpg,3,1434,https://cpt.tcgcsv.com/VzJ,2023-04-02T15:24:17.38,1,25/75,Rare,Water,90,Stage 2,[1] Slash (20),"[F] Hydrocutter (40x)
<br>Flip a number of coins equal to the number of Energy cards attached to Kabutops. This attack does 40 damage times the number of heads. You can't flips more than 3 coins in this way.",G,,4.73,6.74,10.99,7.12,,Unlimited,2,,
86408,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86408_200w.jpg,3,1434,https://cpt.tcgcsv.com/bBJ,2022-11-25T21:35:19.093,1,41/75,Uncommon,Grass,70,Stage 1,"[GG] Secrete Poison
<br>During your opponent's next turn, whenever your opponent's attack damages Kakuna <em>(even if Kakuna is knocked out)</em>, your opponent's Active Pokémon is now Poisoned and Kakuna does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,R,,1.2,1.68,2.85,1.78,,1st Edition,2,,
86408,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86408_200w.jpg,3,1434,https://cpt.tcgcsv.com/bBJ,2022-11-25T21:35:19.093,1,41/75,Uncommon,Grass,70,Stage 1,"[GG] Secrete Poison
<br>During your opponent's next turn, whenever your opponent's attack damages Kakuna <em>(even if Kakuna is knocked out)</em>, your opponent's Active Pokémon is now Poisoned and Kakuna does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,R,,0.24,0.72,181579.72,0.73,,Unlimited,2,,
