productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extAttack3,extUPC
83742,Battle Tower,Battle Tower,https://tcgplayer-cdn.tcgplayer.com/product/83742_200w.jpg,3,1384,https://cpt.tcgcsv.com/SvH,2025-02-05T21:06:35.96,1,134,Uncommon,Stadium,0,Stadium,"Whenever any player plays any Pokemon from his or her hand to Level-Up his or her Pokemon, remove 4 damage counters on that Pokemon.",,,,,0.43,0.81,1.95,1.0,,Reverse Holofoil,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.",,
83790,Beldum,Beldum,https://tcgplayer-cdn.tcgplayer.com/product/83790_200w.jpg,3,1384,https://cpt.tcgcsv.com/QwH,2015-02-25T18:34:32.47,1,90,Common,Metal,50,Basic,"[1] Pit Search - Search your deck for a Stadium card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",[M] Ram (10),R+10,P-20,2,0.1,0.25,1.0,0.25,,Normal,,,
83790,Beldum,Beldum,https://tcgplayer-cdn.tcgplayer.com/product/83790_200w.jpg,3,1384,https://cpt.tcgcsv.com/QwH,2015-02-25T18:34:32.47,1,90,Common,Metal,50,Basic,"[1] Pit Search - Search your deck for a Stadium card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",[M] Ram (10),R+10,P-20,2,0.75,4.0,8.98,3.9,,Reverse Holofoil,,,
83819,Bibarel,Bibarel,https://tcgplayer-cdn.tcgplayer.com/product/83819_200w.jpg,3,1384,https://cpt.tcgcsv.com/pxH,2015-02-25T18:06:28.707,1,51,Uncommon,Colorless,90,Stage 1,[2] Rolling Tackle (20),[3] Tail Rap (30x) Flip 2 coins.  This attack does 30 damage times the number of heads.,F+20,,3,0.1,0.4,0.99,0.4,,Normal,,,
83819,Bibarel,Bibarel,https://tcgplayer-cdn.tcgplayer.com/product/83819_200w.jpg,3,1384,https://cpt.tcgcsv.com/pxH,2015-02-25T18:06:28.707,1,51,Uncommon,Colorless,90,Stage 1,[2] Rolling Tackle (20),[3] Tail Rap (30x) Flip 2 coins.  This attack does 30 damage times the number of heads.,F+20,,3,0.66,0.99,2.5,1.76,,Reverse Holofoil,,,
83828,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83828_200w.jpg,3,1384,https://cpt.tcgcsv.com/BxH,2015-02-25T18:34:59.973,1,91,Common,Colorless,60,Basic,"[1] Whimsy Tackle (20) Flip a coin.  If tails, this attack does nothing.",,F+10,,2,0.15,0.46,1.47,0.42,,Normal,,,
83828,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83828_200w.jpg,3,1384,https://cpt.tcgcsv.com/BxH,2015-02-25T18:34:59.973,1,91,Common,Colorless,60,Basic,"[1] Whimsy Tackle (20) Flip a coin.  If tails, this attack does nothing.",,F+10,,2,0.5,0.7,0.75,8.87,,Reverse Holofoil,,,
83914,Blaziken FB,Blaziken FB,https://tcgplayer-cdn.tcgplayer.com/product/83914_200w.jpg,3,1384,https://cpt.tcgcsv.com/jBH,2015-02-25T15:34:48.433,1,2,Holo Rare,Fire,80,Basic,[R] Luring Flame - Switch the Defending Pokemon with 1 of your opponent's Benched Pokemon.  The new Defending Pokemon is now Burned.,"[1R] Vapor Kick (30+) If your opponent has any W Pokemon in play, this attack does 30 damage plus 30 more damage.",Wx2,,1,12.0,18.12,30.0,13.08,,Holofoil,,,
83914,Blaziken FB,Blaziken FB,https://tcgplayer-cdn.tcgplayer.com/product/83914_200w.jpg,3,1384,https://cpt.tcgcsv.com/jBH,2015-02-25T15:34:48.433,1,2,Holo Rare,Fire,80,Basic,[R] Luring Flame - Switch the Defending Pokemon with 1 of your opponent's Benched Pokemon.  The new Defending Pokemon is now Burned.,"[1R] Vapor Kick (30+) If your opponent has any W Pokemon in play, this attack does 30 damage plus 30 more damage.",Wx2,,1,6.68,8.62,15.01,14.73,,Reverse Holofoil,,,
83915,Blaziken FB Lv.X,Blaziken FB LvX,https://tcgplayer-cdn.tcgplayer.com/product/83915_200w.jpg,3,1384,https://cpt.tcgcsv.com/kBH,2015-02-25T19:31:50.067,1,142,Ultra Rare,Fire,110,Level Up,"[1R] Jet Shoot (80) During your opponent's next turn, any damage done to Blaziken FB by attacks is increased by 40 (after applying Weakness and Resistance).",,Wx2,,1,60.0,70.0,125.0,54.77,,Holofoil,"<b>Poke-BODY</b> Burning Spirit 
<br>Any damage done by attacks to a Burned Pokemon (both yours and your opponent's) is increased by 40 (after applying Weakness and Resistance).  No more than 40 damage can be added by all Burning Spirit Poke-Bodies.",,
83958,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/83958_200w.jpg,3,1384,https://cpt.tcgcsv.com/bCH,2023-08-16T19:04:59.093,1,52,Uncommon,Fighting,90,Stage 1,[F] Hover Hit (40) The Retreat Cost for the Defending Pokemon is 0 until the end of your next turn.,"[2] Crash Bomber (20+) If the Defending Pokemon has any Special Energy cards attached to it, this attack does 20 damage plus 40 more damage.  Then, discard a Special Energy card attached to the Defending Pokemon.",R+20,,1,0.1,0.51,1.25,0.61,,Normal,,,
83958,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/83958_200w.jpg,3,1384,https://cpt.tcgcsv.com/bCH,2023-08-16T19:04:59.093,1,52,Uncommon,Fighting,90,Stage 1,[F] Hover Hit (40) The Retreat Cost for the Defending Pokemon is 0 until the end of your next turn.,"[2] Crash Bomber (20+) If the Defending Pokemon has any Special Energy cards attached to it, this attack does 20 damage plus 40 more damage.  Then, discard a Special Energy card attached to the Defending Pokemon.",R+20,,1,4.0,4.64,6.25,4.5,,Reverse Holofoil,,,
84021,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/84021_200w.jpg,3,1384,https://cpt.tcgcsv.com/rDH,2015-02-25T18:35:22.487,1,92,Common,Water,50,Basic,[1] Tackle (10),[1W] Wave Splash (20),L+10,,1,0.05,0.33,2.92,0.59,,Normal,,,
84021,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/84021_200w.jpg,3,1384,https://cpt.tcgcsv.com/rDH,2015-02-25T18:35:22.487,1,92,Common,Water,50,Basic,[1] Tackle (10),[1W] Wave Splash (20),L+10,,1,0.49,3.0,3.22,9.45,,Reverse Holofoil,,,
84035,Bulbasaur,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/84035_200w.jpg,3,1384,https://cpt.tcgcsv.com/KDH,2015-02-25T18:36:04.157,1,93,Common,Grass,60,Basic,[1] Tackle (10),[1G] Vine Whip (20),R+10,,1,0.45,1.2,5.3,1.57,,Normal,,,
84043,Buneary,Buneary,https://tcgplayer-cdn.tcgplayer.com/product/84043_200w.jpg,3,1384,https://cpt.tcgcsv.com/TDH,2022-05-14T15:13:57.68,1,94,Common,Colorless,50,Basic,[1] Bounce - Switch Buneary with 1 of your Benched Pokemon.,[2] Mini Drain (20) Remove 1 damage counter from Buneary.,F+10,,1,0.1,0.43,1.4,0.37,,Normal,,,
84043,Buneary,Buneary,https://tcgplayer-cdn.tcgplayer.com/product/84043_200w.jpg,3,1384,https://cpt.tcgcsv.com/TDH,2022-05-14T15:13:57.68,1,94,Common,Colorless,50,Basic,[1] Bounce - Switch Buneary with 1 of your Benched Pokemon.,[2] Mini Drain (20) Remove 1 damage counter from Buneary.,F+10,,1,0.8,2.6,10.25,4.99,,Reverse Holofoil,,,
84068,Butterfree FB,Butterfree FB,https://tcgplayer-cdn.tcgplayer.com/product/84068_200w.jpg,3,1384,https://cpt.tcgcsv.com/nFH,2022-03-17T18:07:26.2,1,17,Rare,Grass,90,Basic,[2G] Select Powder (30) Choose either Burned or Poisoned.  The Defending Pokemon is now affected by that Special Condition.,,Rx2,F-20,1,2.0,6.5,10.7,6.6,,Normal,"Compound Eyes - If your opponent's Active Pokemon has any Poke-Bodies, each of Butterfree FB's attacks does 30 more damage to the Active Pokemon (before applying Weakness and Resistance.)  (Poke-BODY)",,
84068,Butterfree FB,Butterfree FB,https://tcgplayer-cdn.tcgplayer.com/product/84068_200w.jpg,3,1384,https://cpt.tcgcsv.com/nFH,2022-03-17T18:07:26.2,1,17,Rare,Grass,90,Basic,[2G] Select Powder (30) Choose either Burned or Poisoned.  The Defending Pokemon is now affected by that Special Condition.,,Rx2,F-20,1,3.99,12.98,14.99,8.02,,Reverse Holofoil,"Compound Eyes - If your opponent's Active Pokemon has any Poke-Bodies, each of Butterfree FB's attacks does 30 more damage to the Active Pokemon (before applying Weakness and Resistance.)  (Poke-BODY)",,
84094,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/84094_200w.jpg,3,1384,https://cpt.tcgcsv.com/VFH,2024-01-11T18:43:59.363,1,18,Rare,Fire,120,Stage 1,[2] Moving Fire (30) You may move a R Energy card attached to 1 of your Benched Pokemon to Camerupt.,"[2RR] Volcanic Crash (100) Flip 3 coins.  For each tails, discard the top card of your deck.  Ignore this effect if your opponent has any W Pokemon in play.",W+30,,4,0.3,0.59,0.99,0.73,,Normal,,,
84094,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/84094_200w.jpg,3,1384,https://cpt.tcgcsv.com/VFH,2024-01-11T18:43:59.363,1,18,Rare,Fire,120,Stage 1,[2] Moving Fire (30) You may move a R Energy card attached to 1 of your Benched Pokemon to Camerupt.,"[2RR] Volcanic Crash (100) Flip 3 coins.  For each tails, discard the top card of your deck.  Ignore this effect if your opponent has any W Pokemon in play.",W+30,,4,0.99,2.0,3.0,1.88,,Reverse Holofoil,,,
84097,Camerupt G,Camerupt G,https://tcgplayer-cdn.tcgplayer.com/product/84097_200w.jpg,3,1384,https://cpt.tcgcsv.com/ZFH,2025-02-05T21:06:36.01,1,19,Rare,Fire,100,Basic,[1R] Searing Flame (20) The Defending Pokemon is now Burned.,[4] Earth Power (60) Flip 2 coins.  This attack does 10 damage times the number of heads to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Wx2,,3,0.38,0.73,2.0,0.73,,Normal,,,
84097,Camerupt G,Camerupt G,https://tcgplayer-cdn.tcgplayer.com/product/84097_200w.jpg,3,1384,https://cpt.tcgcsv.com/ZFH,2025-02-05T21:06:36.01,1,19,Rare,Fire,100,Basic,[1R] Searing Flame (20) The Defending Pokemon is now Burned.,[4] Earth Power (60) Flip 2 coins.  This attack does 10 damage times the number of heads to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Wx2,,3,0.5,1.16,5.4,1.1,,Reverse Holofoil,,,
84103,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/84103_200w.jpg,3,1384,https://cpt.tcgcsv.com/5GH,2021-12-12T14:52:34.327,1,53,Uncommon,Grass,80,Basic,[2] Vine Whip (20),"[1GG] Swallow (30) Flip a coin.  If heads, remove from Carnivine the number of damage counters equal to the damage you did to the Defending Pokemon.",R+20,W-20,2,0.21,0.44,1.25,0.34,,Normal,,,
84103,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/84103_200w.jpg,3,1384,https://cpt.tcgcsv.com/5GH,2021-12-12T14:52:34.327,1,53,Uncommon,Grass,80,Basic,[2] Vine Whip (20),"[1GG] Swallow (30) Flip a coin.  If heads, remove from Carnivine the number of damage counters equal to the damage you did to the Defending Pokemon.",R+20,W-20,2,0.67,1.49,2.66,2.14,,Reverse Holofoil,,,
84161,Champion's Room,Champions Room,https://tcgplayer-cdn.tcgplayer.com/product/84161_200w.jpg,3,1384,https://cpt.tcgcsv.com/fHH,2022-03-08T17:23:00.673,1,135,Uncommon,Stadium,0,Stadium,The Retreat Cost for each Pokemon SP (both yours and your opponent's) is 1 less.,,,,,0.13,0.25,1.52,0.23,0.2,Normal,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.",,
84161,Champion's Room,Champions Room,https://tcgplayer-cdn.tcgplayer.com/product/84161_200w.jpg,3,1384,https://cpt.tcgcsv.com/fHH,2022-03-08T17:23:00.673,1,135,Uncommon,Stadium,0,Stadium,The Retreat Cost for each Pokemon SP (both yours and your opponent's) is 1 less.,,,,,0.75,1.0,4.0,1.7,0.75,Reverse Holofoil,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.",,
84200,Charizard G,Charizard G,https://tcgplayer-cdn.tcgplayer.com/product/84200_200w.jpg,3,1384,https://cpt.tcgcsv.com/0JH,2015-02-25T17:42:37.083,1,20,Rare,Fire,100,Basic,"[1R] Flame Jet - Flip a coin.  If heads, this attack does 40 damage to 1 of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",[2R] Heat Blast (50),Wx2,F-20,3,24.74,33.8,59.97,35.37,27.4,Normal,,,
84200,Charizard G,Charizard G,https://tcgplayer-cdn.tcgplayer.com/product/84200_200w.jpg,3,1384,https://cpt.tcgcsv.com/0JH,2015-02-25T17:42:37.083,1,20,Rare,Fire,100,Basic,"[1R] Flame Jet - Flip a coin.  If heads, this attack does 40 damage to 1 of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",[2R] Heat Blast (50),Wx2,F-20,3,60.0,88.75,99.99,98.32,,Reverse Holofoil,,,
84201,Charizard G Lv.X,Charizard G LvX,https://tcgplayer-cdn.tcgplayer.com/product/84201_200w.jpg,3,1384,https://cpt.tcgcsv.com/2JH,2016-01-13T18:07:28.223,1,143,Ultra Rare,Fire,120,Level Up,"[3RR] Malevolent Fire (150) Flip a coin.  If tails, discard all Energy attached to Charizard G.",,Wx2,F-20,3,88.0,146.93,205.44,165.78,,Holofoil,"<b>Poke-POWER</b> Call for Power 
<br>As often as you like during your turn (before your attack), you may move an Energy attached to 1 of your Pokemon to Charizard G.  This power can't be used if Charizard G is affected by a Special Condition.",,
84242,Chatot,Chatot,https://tcgplayer-cdn.tcgplayer.com/product/84242_200w.jpg,3,1384,https://cpt.tcgcsv.com/SJH,2021-09-07T17:33:19.05,1,95,Common,Colorless,60,Basic,[1] Call for Family - Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.,"[2] Nosedive (30) Flip a coin.  If tails, Chatot does 10 damage to itself.",L+10,F-20,1,0.13,0.35,1.0,0.36,,Normal,,,
84242,Chatot,Chatot,https://tcgplayer-cdn.tcgplayer.com/product/84242_200w.jpg,3,1384,https://cpt.tcgcsv.com/SJH,2021-09-07T17:33:19.05,1,95,Common,Colorless,60,Basic,[1] Call for Family - Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.,"[2] Nosedive (30) Flip a coin.  If tails, Chatot does 10 damage to itself.",L+10,F-20,1,2.4,6.24,14.97,9.98,,Reverse Holofoil,,,
84245,Chatot G,Chatot G,https://tcgplayer-cdn.tcgplayer.com/product/84245_200w.jpg,3,1384,https://cpt.tcgcsv.com/WJH,2023-04-19T20:57:34.347,1,54,Uncommon,Colorless,60,Basic,"[0] Search and Escape - Search your deck for a Trainer card, show it to your opponent, and put it into your hand.  Put Chatot G and all cards attached to it on top of your deck.  Shuffle your deck afterward.",,Lx2,F-20,1,0.64,1.15,1.79,1.3,,Normal,"Disrupting Spy - Once during your turn, when you put Chatot G from your hand onto your Bench, you may look at the top 4 cards of your opponent's deck.  Put them back on top of your opponent's deck in any order.  (Poke-POWER)",,
84245,Chatot G,Chatot G,https://tcgplayer-cdn.tcgplayer.com/product/84245_200w.jpg,3,1384,https://cpt.tcgcsv.com/WJH,2023-04-19T20:57:34.347,1,54,Uncommon,Colorless,60,Basic,"[0] Search and Escape - Search your deck for a Trainer card, show it to your opponent, and put it into your hand.  Put Chatot G and all cards attached to it on top of your deck.  Shuffle your deck afterward.",,Lx2,F-20,1,1.0,1.49,2.17,2.17,,Reverse Holofoil,"Disrupting Spy - Once during your turn, when you put Chatot G from your hand onto your Bench, you may look at the top 4 cards of your opponent's deck.  Put them back on top of your opponent's deck in any order.  (Poke-POWER)",,
84254,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84254_200w.jpg,3,1384,https://cpt.tcgcsv.com/6KH,2025-02-05T21:06:36.057,1,55,Uncommon,Grass,80,Stage 1,[0] Ram (20),[G] Petal Dance (30x) Flip 3 coins.  This attack does 30 damage times the number of heads.  Cherrim is now Confused.,R+20,W-20,1,0.27,0.97,2.14,0.98,,Normal,,,
84254,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84254_200w.jpg,3,1384,https://cpt.tcgcsv.com/6KH,2025-02-05T21:06:36.057,1,55,Uncommon,Grass,80,Stage 1,[0] Ram (20),[G] Petal Dance (30x) Flip 3 coins.  This attack does 30 damage times the number of heads.  Cherrim is now Confused.,R+20,W-20,1,0.56,1.0,2.99,2.11,,Reverse Holofoil,,,
84262,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/84262_200w.jpg,3,1384,https://cpt.tcgcsv.com/gKH,2021-11-07T15:42:42.073,1,96,Common,Grass,50,Basic,[0] Growth - Attach a G Energy card from your hand to Cherubi.,[G] Razor Leaf (10),R+10,W-20,1,0.01,0.52,0.99,0.54,,Normal,,,
84290,Chimchar,Chimchar,https://tcgplayer-cdn.tcgplayer.com/product/84290_200w.jpg,3,1384,https://cpt.tcgcsv.com/QKH,2015-02-25T18:41:18.087,1,97,Common,Fire,50,Basic,[R] Chop (10),"[2] Jump On (10+) Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",W+10,,1,0.15,0.31,1.77,0.31,0.25,Normal,,,
84290,Chimchar,Chimchar,https://tcgplayer-cdn.tcgplayer.com/product/84290_200w.jpg,3,1384,https://cpt.tcgcsv.com/QKH,2015-02-25T18:41:18.087,1,97,Common,Fire,50,Basic,[R] Chop (10),"[2] Jump On (10+) Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",W+10,,1,3.0,3.99,4.49,2.83,,Reverse Holofoil,,,
84296,Chimecho,Chimecho,https://tcgplayer-cdn.tcgplayer.com/product/84296_200w.jpg,3,1384,https://cpt.tcgcsv.com/XKH,2025-02-05T21:06:36.117,1,21,Rare,Psychic,70,Basic,[1] Heal Bell - Remove 3 damage counters from each of your Pokemon.,[P] Super Psywave Choose 1 of your opponent's Pokemon.  Count the amount of Energy attached to that Pokemon.  Put that many damage counters on the Pokemon.,P+20,,1,0.5,0.89,2.74,1.12,,Normal,,,
84296,Chimecho,Chimecho,https://tcgplayer-cdn.tcgplayer.com/product/84296_200w.jpg,3,1384,https://cpt.tcgcsv.com/XKH,2025-02-05T21:06:36.117,1,21,Rare,Psychic,70,Basic,[1] Heal Bell - Remove 3 damage counters from each of your Pokemon.,[P] Super Psywave Choose 1 of your opponent's Pokemon.  Count the amount of Energy attached to that Pokemon.  Put that many damage counters on the Pokemon.,P+20,,1,1.46,1.77,3.0,2.0,,Reverse Holofoil,,,
84315,Chingling,Chingling,https://tcgplayer-cdn.tcgplayer.com/product/84315_200w.jpg,3,1384,https://cpt.tcgcsv.com/kLH,2023-04-20T13:36:34.54,1,98,Common,Psychic,50,Basic,[0] Chime - Search your opponent's discard pile for a Supporter card and use the effect of that card as the effect of this attack.  (The Supporter card remains in your opponent's discard pile.),,P+10,,1,2.14,3.08,999.99,3.77,2.92,Normal,"Baby Evolution - Once during your turn (before your attack), you may put Chimecho from your hand onto Chingling (this counts as evolving Chingling) and remove all damage counters from Chingling.  (Poke-POWER)",,
84315,Chingling,Chingling,https://tcgplayer-cdn.tcgplayer.com/product/84315_200w.jpg,3,1384,https://cpt.tcgcsv.com/kLH,2023-04-20T13:36:34.54,1,98,Common,Psychic,50,Basic,[0] Chime - Search your opponent's discard pile for a Supporter card and use the effect of that card as the effect of this attack.  (The Supporter card remains in your opponent's discard pile.),,P+10,,1,10.26,30.13,49.99,12.0,,Reverse Holofoil,"Baby Evolution - Once during your turn (before your attack), you may put Chimecho from your hand onto Chingling (this counts as evolving Chingling) and remove all damage counters from Chingling.  (Poke-POWER)",,
