productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3
197645,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/197645_200w.jpg,3,2480,https://cpt.tcgcsv.com/W3C2,2024-07-26T19:23:20.9,1,,0.25,0.73,2.25,0.63,0.65,Reverse Holofoil,,3/68,Rare,Grass,130,Stage 2,[1G] Gust (80),Rx2,None,1,,
197646,Paras,Paras,https://tcgplayer-cdn.tcgplayer.com/product/197646_200w.jpg,3,2480,https://cpt.tcgcsv.com/X3C2,2024-07-26T19:23:20.933,1,,0.07,0.25,1.5,0.22,,Reverse Holofoil,,4/68,Common,Grass,70,Basic,[1] Scratch (10),Rx2,None,1,[1G] Slash (20),
197646,Paras,Paras,https://tcgplayer-cdn.tcgplayer.com/product/197646_200w.jpg,3,2480,https://cpt.tcgcsv.com/X3C2,2024-07-26T19:23:20.933,1,,0.01,0.11,1.49,0.06,0.05,Normal,,4/68,Common,Grass,70,Basic,[1] Scratch (10),Rx2,None,1,[1G] Slash (20),
197647,Scyther,Scyther,https://tcgplayer-cdn.tcgplayer.com/product/197647_200w.jpg,3,2480,https://cpt.tcgcsv.com/Z3C2,2024-07-26T19:23:20.98,1,,0.01,0.15,1.49,0.14,0.12,Normal,,5/68,Uncommon,Grass,100,Basic,[G] Slash (10),Rx2,None,1,[1G] Sharp Scythe (30),
197647,Scyther,Scyther,https://tcgplayer-cdn.tcgplayer.com/product/197647_200w.jpg,3,2480,https://cpt.tcgcsv.com/Z3C2,2024-07-26T19:23:20.98,1,,0.18,0.29,1.99,0.28,,Reverse Holofoil,,5/68,Uncommon,Grass,100,Basic,[G] Slash (10),Rx2,None,1,[1G] Sharp Scythe (30),
197648,Pinsir GX,Pinsir GX,https://tcgplayer-cdn.tcgplayer.com/product/197648_200w.jpg,3,2480,https://cpt.tcgcsv.com/-3C2,2021-06-09T12:32:15.817,1,,0.66,1.31,6.0,1.11,1.19,Holofoil,,6/68,Ultra Rare,Grass,180,Basic,[1GG] Powerful Horn (110),Rx2,None,2,"<span style=""color:Teal""><strong>[1GG] Guillotine GX (160)</strong>
<br<em>(You can't use more than 1 GX attack in a game.)</em></span>",
197649,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/197649_200w.jpg,3,2480,https://cpt.tcgcsv.com/_3C2,2024-07-26T19:23:21.04,1,,0.04,0.2,1.99,0.16,,Normal,,7/68,Common,Fire,70,Basic,[R] Gnaw (10),Wx2,None,1,[1R] Flare (20),
197649,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/197649_200w.jpg,3,2480,https://cpt.tcgcsv.com/_3C2,2024-07-26T19:23:21.04,1,,0.28,0.61,1.64,0.55,,Reverse Holofoil,,7/68,Common,Fire,70,Basic,[R] Gnaw (10),Wx2,None,1,[1R] Flare (20),
197650,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/197650_200w.jpg,3,2480,https://cpt.tcgcsv.com/05C2,2023-04-17T10:45:13.48,1,,0.03,0.2,1.99,0.14,0.14,Normal,,8/68,Uncommon,Fire,100,Stage 1,[1R] Slash (30),Wx2,None,1,[1RR] Flamethrower (80),
197650,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/197650_200w.jpg,3,2480,https://cpt.tcgcsv.com/05C2,2023-04-17T10:45:13.48,1,,0.2,0.39,50.0,0.38,0.29,Reverse Holofoil,,8/68,Uncommon,Fire,100,Stage 1,[1R] Slash (30),Wx2,None,1,[1RR] Flamethrower (80),
197651,Charizard GX,Charizard GX,https://tcgplayer-cdn.tcgplayer.com/product/197651_200w.jpg,3,2480,https://cpt.tcgcsv.com/25C2,2025-04-04T16:32:52.353,1,,9.0,11.17,50.0,9.25,12.24,Holofoil,,9/68,Ultra Rare,Fire,250,Stage 2,[2RR] Flamethrower (140),Wx2,None,3,"<span style=""color:Teal""><strong>[2RR] Flare Blitz GX (300)</strong>
<br><em>(You can't use more than 1 GX attack in a game.)</em></span>",
197652,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/197652_200w.jpg,3,2480,https://cpt.tcgcsv.com/35C2,2024-07-26T19:23:21.133,1,,0.09,0.25,1.49,0.19,0.29,Reverse Holofoil,,10/68,Uncommon,Fire,90,Basic,[RR] Fire Punch (50),Wx2,None,2,,
197652,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/197652_200w.jpg,3,2480,https://cpt.tcgcsv.com/35C2,2024-07-26T19:23:21.133,1,,0.03,0.15,1.49,0.1,,Normal,,10/68,Uncommon,Fire,90,Basic,[RR] Fire Punch (50),Wx2,None,2,,
197653,Psyduck,Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/197653_200w.jpg,3,2480,https://cpt.tcgcsv.com/55C2,2019-08-23T15:41:29.963,1,,0.02,0.2,2.0,0.22,,Normal,,11/68,Common,Water,60,Basic,[W] Headache (20),Gx2,None,1,,
197653,Psyduck,Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/197653_200w.jpg,3,2480,https://cpt.tcgcsv.com/55C2,2019-08-23T15:41:29.963,1,,0.2,0.5,1.99,0.55,,Reverse Holofoil,,11/68,Common,Water,60,Basic,[W] Headache (20),Gx2,None,1,,
197654,Slowpoke,Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/197654_200w.jpg,3,2480,https://cpt.tcgcsv.com/65C2,2024-07-26T19:23:21.243,1,,0.01,0.15,1.49,0.13,0.1,Normal,,12/68,Common,Water,70,Basic,"[1] Yawn
<br>Your opponent's Active Pokémon is now Asleep.",Gx2,None,2,,
197654,Slowpoke,Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/197654_200w.jpg,3,2480,https://cpt.tcgcsv.com/65C2,2024-07-26T19:23:21.243,1,,0.12,0.3,1.51,0.3,,Reverse Holofoil,,12/68,Common,Water,70,Basic,"[1] Yawn
<br>Your opponent's Active Pokémon is now Asleep.",Gx2,None,2,,
197657,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/197657_200w.jpg,3,2480,https://cpt.tcgcsv.com/95C2,2024-07-26T19:23:21.337,1,,0.1,0.24,1.49,0.21,,Reverse Holofoil,,13/68,Common,Water,50,Basic,"[1] Numbing Water (10)
<br>Flip a coin. If heads, you opponent's Active Pokémon is now Paralyzed.",Gx2,None,1,,
197657,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/197657_200w.jpg,3,2480,https://cpt.tcgcsv.com/95C2,2024-07-26T19:23:21.337,1,,0.01,0.11,1.49,0.09,0.04,Normal,,13/68,Common,Water,50,Basic,"[1] Numbing Water (10)
<br>Flip a coin. If heads, you opponent's Active Pokémon is now Paralyzed.",Gx2,None,1,,
197658,Starmie GX,Starmie GX,https://tcgplayer-cdn.tcgplayer.com/product/197658_200w.jpg,3,2480,https://cpt.tcgcsv.com/b5C2,2023-01-20T06:32:20.743,1,,0.99,1.75,7.0,1.43,1.57,Holofoil,,14/68,Ultra Rare,Water,190,Stage 1,"[W] Star Stream (40)
<br>Attach 2 Water Energy cards from your discard pile to 1 of your Pokémon.",Gx2,None,0,[3] Spinning Attack (100),"<span style=""color:Teal""><strong>[1] Hydro Pump GX (40+)</strong>
<br>This attack does 40 more damage times the amount of Water Energy attached to this Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197659,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/197659_200w.jpg,3,2480,https://cpt.tcgcsv.com/c5C2,2024-07-26T19:23:21.37,1,,0.16,0.53,2.95,0.59,,Reverse Holofoil,,15/68,Common,Water,30,Basic,[1] Splash (10),Lx2,None,1,,
197659,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/197659_200w.jpg,3,2480,https://cpt.tcgcsv.com/c5C2,2024-07-26T19:23:21.37,1,,0.02,0.18,1.49,0.17,0.15,Normal,,15/68,Common,Water,30,Basic,[1] Splash (10),Lx2,None,1,,
197660,Gyarados GX,Gyarados GX,https://tcgplayer-cdn.tcgplayer.com/product/197660_200w.jpg,3,2480,https://cpt.tcgcsv.com/d5C2,2022-12-08T22:06:38.1,1,,2.5,3.93,20.0,3.81,4.95,Holofoil,,16/68,Ultra Rare,Water,230,Stage 1,[1WWW] Dragon Rage (130),Lx2,None,3,"<span style=""color:Teal""><strong>[1WWW] Hyper Beam (240)</strong>
<br><em>(You can't use more than 1 GX attack in a game.)</em></span>",
197661,Lapras,Lapras,https://tcgplayer-cdn.tcgplayer.com/product/197661_200w.jpg,3,2480,https://cpt.tcgcsv.com/f5C2,2024-07-26T19:23:21.4,1,,0.61,1.06,2.22,0.96,,Reverse Holofoil,,17/68,Rare,Water,120,Basic,[1WW] Aqua Wave (80),Gx2,None,2,,
197661,Lapras,Lapras,https://tcgplayer-cdn.tcgplayer.com/product/197661_200w.jpg,3,2480,https://cpt.tcgcsv.com/f5C2,2024-07-26T19:23:21.4,1,,0.15,0.28,1.49,0.28,,Normal,,17/68,Rare,Water,120,Basic,[1WW] Aqua Wave (80),Gx2,None,2,,
197662,Vaporeon,Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/197662_200w.jpg,3,2480,https://cpt.tcgcsv.com/g5C2,2023-10-15T07:32:33.933,1,,0.15,0.7,5.0,0.62,,Holofoil,,18/68,Holo Rare,Water,120,Stage 1,[1W] Water Gun (30),Gx2,None,3,"[1WW] Bubble Drain (80)
<br>Heal 30 damage from this Pokémon.",
197662,Vaporeon,Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/197662_200w.jpg,3,2480,https://cpt.tcgcsv.com/g5C2,2023-10-15T07:32:33.933,1,,0.63,1.22,5.0,1.25,,Reverse Holofoil,,18/68,Holo Rare,Water,120,Stage 1,[1W] Water Gun (30),Gx2,None,3,"[1WW] Bubble Drain (80)
<br>Heal 30 damage from this Pokémon.",
197663,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/197663_200w.jpg,3,2480,https://cpt.tcgcsv.com/h5C2,2020-11-25T14:01:16.043,1,,0.75,1.33,2.0,1.37,,Reverse Holofoil,,19/68,Common,Lightning,70,Basic,[L] Quick Attack (10),Fx2,M-20,1,[1LL] Electro Ball (60),
197663,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/197663_200w.jpg,3,2480,https://cpt.tcgcsv.com/h5C2,2020-11-25T14:01:16.043,1,,0.05,0.28,4.39,0.27,0.25,Normal,,19/68,Common,Lightning,70,Basic,[L] Quick Attack (10),Fx2,M-20,1,[1LL] Electro Ball (60),
197664,Raichu GX,Raichu GX,https://tcgplayer-cdn.tcgplayer.com/product/197664_200w.jpg,3,2480,https://cpt.tcgcsv.com/j5C2,2025-05-15T21:48:44.573,1,,1.09,2.0,26.55,1.89,,Holofoil,,20/68,Ultra Rare,Lightning,210,Stage 1,[1LL] Thunderbolt (120),Fx2,M-20,1,"<span style=""color:Teal""><strong>[1LL] Spark Ball GX (200)</strong>
<br><em>(You can't use more than 1 GX attack in a game.)</em></span>",
197665,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/197665_200w.jpg,3,2480,https://cpt.tcgcsv.com/k5C2,2024-07-26T19:23:21.433,1,,0.01,0.12,2.0,0.07,0.05,Normal,,21/68,Common,Lightning,50,Basic,[L] Lightning Ball (20),Fx2,M-20,1,,
197665,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/197665_200w.jpg,3,2480,https://cpt.tcgcsv.com/k5C2,2024-07-26T19:23:21.433,1,,0.05,0.25,1.63,0.21,,Reverse Holofoil,,21/68,Common,Lightning,50,Basic,[L] Lightning Ball (20),Fx2,M-20,1,,
197666,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/197666_200w.jpg,3,2480,https://cpt.tcgcsv.com/l5C2,2024-07-26T19:23:21.497,1,,0.15,0.45,3.0,0.35,,Reverse Holofoil,,22/68,Rare,Lightning,100,Stage 1,[L] Lightning Ball (30),Fx2,M-20,1,"[2L] Electric Burst (60+)
<br>Flip 2 coins. This attack does 30 more damage for each heads.",
197666,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/197666_200w.jpg,3,2480,https://cpt.tcgcsv.com/l5C2,2024-07-26T19:23:21.497,1,,0.05,0.2,1.49,0.13,,Normal,,22/68,Rare,Lightning,100,Stage 1,[L] Lightning Ball (30),Fx2,M-20,1,"[2L] Electric Burst (60+)
<br>Flip 2 coins. This attack does 30 more damage for each heads.",
197667,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/197667_200w.jpg,3,2480,https://cpt.tcgcsv.com/m5C2,2023-07-26T07:40:31.273,1,"<strong>Ability — Electromagnetic Wall</strong>
<br>As long as this Pokémon is your Active Pokémon, whenever your opponent attaches an Energy from their hand to 1 of their Pokémon, put 2 damage counters on that Pokémon.",0.16,0.39,1.95,0.4,,Normal,,23/68,Rare,Lightning,90,Stage 1,"[1L] Thunderbolt (90)
<br>Discard all Energy from this Pokémon.",Fx2,M-20,0,,
197667,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/197667_200w.jpg,3,2480,https://cpt.tcgcsv.com/m5C2,2023-07-26T07:40:31.273,1,"<strong>Ability — Electromagnetic Wall</strong>
<br>As long as this Pokémon is your Active Pokémon, whenever your opponent attaches an Energy from their hand to 1 of their Pokémon, put 2 damage counters on that Pokémon.",0.25,0.72,2.49,0.65,,Reverse Holofoil,,23/68,Rare,Lightning,90,Stage 1,"[1L] Thunderbolt (90)
<br>Discard all Energy from this Pokémon.",Fx2,M-20,0,,
197668,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/197668_200w.jpg,3,2480,https://cpt.tcgcsv.com/n5C2,2024-07-26T19:23:21.577,1,,0.17,0.43,1.99,0.42,0.45,Holofoil,,24/68,Holo Rare,Lightning,120,Basic,"[2] Hurricane Call
<br>Flip 4 coins. For each heads, search your deck for a Lightning Energy card and attach it to 1 of your Pokémon-GX or Pokémon-EX. Then, shuffle your deck.",Lx2,F-20,2,[1LL] Sky-High Claws (100),
197668,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/197668_200w.jpg,3,2480,https://cpt.tcgcsv.com/n5C2,2024-07-26T19:23:21.577,1,,0.3,0.8,3.97,0.8,,Reverse Holofoil,,24/68,Holo Rare,Lightning,120,Basic,"[2] Hurricane Call
<br>Flip 4 coins. For each heads, search your deck for a Lightning Energy card and attach it to 1 of your Pokémon-GX or Pokémon-EX. Then, shuffle your deck.",Lx2,F-20,2,[1LL] Sky-High Claws (100),
197669,Ekans (25),Ekans 25,https://tcgplayer-cdn.tcgplayer.com/product/197669_200w.jpg,3,2480,https://cpt.tcgcsv.com/p5C2,2021-12-03T05:59:52.497,1,,0.01,0.15,1.49,0.08,0.05,Normal,,25/68,Common,Psychic,60,Basic,"[P] Wrap (10)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",Px2,None,1,,
197669,Ekans (25),Ekans 25,https://tcgplayer-cdn.tcgplayer.com/product/197669_200w.jpg,3,2480,https://cpt.tcgcsv.com/p5C2,2021-12-03T05:59:52.497,1,,0.12,0.28,1.98,0.26,0.26,Reverse Holofoil,,25/68,Common,Psychic,60,Basic,"[P] Wrap (10)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",Px2,None,1,,
197670,Ekans (26),Ekans 26,https://tcgplayer-cdn.tcgplayer.com/product/197670_200w.jpg,3,2480,https://cpt.tcgcsv.com/q5C2,2024-07-26T19:23:21.623,1,,0.01,0.12,1.49,0.08,,Normal,,26/68,Common,Psychic,60,Basic,[2] Tail Whip (30),Px2,None,1,,
197670,Ekans (26),Ekans 26,https://tcgplayer-cdn.tcgplayer.com/product/197670_200w.jpg,3,2480,https://cpt.tcgcsv.com/q5C2,2024-07-26T19:23:21.623,1,,0.09,0.28,1.5,0.27,,Reverse Holofoil,,26/68,Common,Psychic,60,Basic,[2] Tail Whip (30),Px2,None,1,,
197671,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/197671_200w.jpg,3,2480,https://cpt.tcgcsv.com/r5C2,2019-08-23T16:15:38.04,1,"<strong>Ability — Last Pattern</strong>
<br>If this Pokémon is Knocked Out by damage from an opponent's attack, discard 2 random cards from your opponent's hand.",0.25,0.71,1.99,0.68,,Reverse Holofoil,,27/68,Rare,Psychic,120,Stage 1,"[2P] Rocket Tail (50+)
<br>If Jessie & James is in your discard pile, this attack does 80 more damage.",Px2,None,2,,
197671,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/197671_200w.jpg,3,2480,https://cpt.tcgcsv.com/r5C2,2019-08-23T16:15:38.04,1,"<strong>Ability — Last Pattern</strong>
<br>If this Pokémon is Knocked Out by damage from an opponent's attack, discard 2 random cards from your opponent's hand.",0.15,0.27,4.0,0.22,,Normal,,27/68,Rare,Psychic,120,Stage 1,"[2P] Rocket Tail (50+)
<br>If Jessie & James is in your discard pile, this attack does 80 more damage.",Px2,None,2,,
197672,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/197672_200w.jpg,3,2480,https://cpt.tcgcsv.com/s5C2,2024-07-26T19:23:21.653,1,,0.1,0.3,1.49,0.3,,Reverse Holofoil,,28/68,Common,Psychic,60,Basic,[1] Tackle (20),Px2,None,1,,
197672,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/197672_200w.jpg,3,2480,https://cpt.tcgcsv.com/s5C2,2024-07-26T19:23:21.653,1,,0.01,0.14,1.49,0.1,,Normal,,28/68,Common,Psychic,60,Basic,[1] Tackle (20),Px2,None,1,,
197673,Weezing,Weezing,https://tcgplayer-cdn.tcgplayer.com/product/197673_200w.jpg,3,2480,https://cpt.tcgcsv.com/t5C2,2024-11-18T08:49:55.19,1,"<strong>Ability — Surrender Now</strong>
<br>Once during your turn, if this Pokémon is discarded with the effect of Jessie & James, you may have your opponent discard a card from their hand. <em>(They discard that card after the effect of Jessie & James.)</em>",0.1,0.26,1.49,0.23,0.26,Normal,,29/68,Rare,Psychic,120,Stage 1,[1] Tackle (40),Px2,None,3,,
197673,Weezing,Weezing,https://tcgplayer-cdn.tcgplayer.com/product/197673_200w.jpg,3,2480,https://cpt.tcgcsv.com/t5C2,2024-11-18T08:49:55.19,1,"<strong>Ability — Surrender Now</strong>
<br>Once during your turn, if this Pokémon is discarded with the effect of Jessie & James, you may have your opponent discard a card from their hand. <em>(They discard that card after the effect of Jessie & James.)</em>",0.2,0.46,1.81,0.36,0.39,Reverse Holofoil,,29/68,Rare,Psychic,120,Stage 1,[1] Tackle (40),Px2,None,3,,
197674,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/197674_200w.jpg,3,2480,https://cpt.tcgcsv.com/v5C2,2024-07-26T19:23:21.747,1,,0.1,0.26,1.51,0.23,,Reverse Holofoil,,30/68,Uncommon,Psychic,100,Basic,[P] Slap (10),Px2,None,1,[1P] Lovely Kiss (30),
197674,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/197674_200w.jpg,3,2480,https://cpt.tcgcsv.com/v5C2,2024-07-26T19:23:21.747,1,,0.02,0.15,1.49,0.1,0.09,Normal,,30/68,Uncommon,Psychic,100,Basic,[P] Slap (10),Px2,None,1,[1P] Lovely Kiss (30),
197675,Mewtwo GX,Mewtwo GX,https://tcgplayer-cdn.tcgplayer.com/product/197675_200w.jpg,3,2480,https://cpt.tcgcsv.com/w5C2,2025-05-15T21:49:03.367,1,,3.75,6.09,15.99,5.58,7.25,Holofoil,,31/68,Ultra Rare,Psychic,180,Basic,[1PP] Super Psy Bolt (110),Px2,None,2,"<span style=""color:Teal""><strong>[1PP] Psycrush GX (120)</strong>
<br>Discard all Energy from your opponent's Active Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
197676,Mew,Mew,https://tcgplayer-cdn.tcgplayer.com/product/197676_200w.jpg,3,2480,https://cpt.tcgcsv.com/x5C2,2021-12-12T20:16:09.1,1,,0.85,1.03,2.99,1.01,,Normal,,32/68,Rare,Psychic,80,Basic,[PP] Psyshot (50),Px2,None,1,,
197676,Mew,Mew,https://tcgplayer-cdn.tcgplayer.com/product/197676_200w.jpg,3,2480,https://cpt.tcgcsv.com/x5C2,2021-12-12T20:16:09.1,1,,1.51,2.04,4.99,1.72,,Reverse Holofoil,,32/68,Rare,Psychic,80,Basic,[PP] Psyshot (50),Px2,None,1,,
197677,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/197677_200w.jpg,3,2480,https://cpt.tcgcsv.com/z5C2,2024-07-26T19:23:21.793,1,,0.1,0.25,1.49,0.23,0.26,Reverse Holofoil,,33/68,Common,Fighting,70,Basic,[1] Tackle (10),Gx2,None,2,,
197677,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/197677_200w.jpg,3,2480,https://cpt.tcgcsv.com/z5C2,2024-07-26T19:23:21.793,1,,0.01,0.12,1.49,0.1,0.05,Normal,,33/68,Common,Fighting,70,Basic,[1] Tackle (10),Gx2,None,2,,
197678,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/197678_200w.jpg,3,2480,https://cpt.tcgcsv.com/B5C2,2024-07-26T19:23:21.827,1,,0.08,0.24,1.49,0.19,,Reverse Holofoil,,34/68,Uncommon,Fighting,100,Stage 1,[2] Tackle (30),Gx2,None,3,"[2FF] Mudslide
<br>Discard 2 Fighting Energy from this Pokémon. This attack does 80 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
197678,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/197678_200w.jpg,3,2480,https://cpt.tcgcsv.com/B5C2,2024-07-26T19:23:21.827,1,,0.01,0.13,1.49,0.06,0.05,Normal,,34/68,Uncommon,Fighting,100,Stage 1,[2] Tackle (30),Gx2,None,3,"[2FF] Mudslide
<br>Discard 2 Fighting Energy from this Pokémon. This attack does 80 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
197679,Golem,Golem,https://tcgplayer-cdn.tcgplayer.com/product/197679_200w.jpg,3,2480,https://cpt.tcgcsv.com/C5C2,2024-07-26T19:23:21.873,1,,0.04,0.25,1.49,0.19,0.18,Normal,,35/68,Rare,Fighting,170,Stage 2,"[2F] Rock Slide (60)
<br>This attack does 20 damage to 3 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Gx2,None,4,[2FF] Land Crush (140),
