productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extAttack3,extWeakness,extResistance,extRetreatCost,extUPC
188413,Unbroken Bonds Single Pack Blister [Pikachu],Unbroken Bonds Single Pack Blister Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/188413_200w.jpg,3,2420,https://cpt.tcgcsv.com/hnw2,2019-04-10T19:16:01.2,1,"Each blister comes with 1 SM—Unbroken Bonds booster packs, a coin, and a promotional card of Pikachu.",74.99,79.45,89.0,58.55,,Normal,,,,,,,,,,,,
189040,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/189040_200w.jpg,3,2420,https://cpt.tcgcsv.com/QDw2,2025-02-07T19:59:42.73,1,,0.03,0.2,1.49,0.16,,Normal,2/214,Common,Grass,40,Basic,"<strong>Ability — Pupate</strong>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",[2] Hook (10),,Rx2,None,1,
189040,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/189040_200w.jpg,3,2420,https://cpt.tcgcsv.com/QDw2,2025-02-07T19:59:42.73,1,,0.09,0.3,2.0,0.28,,Reverse Holofoil,2/214,Common,Grass,40,Basic,"<strong>Ability — Pupate</strong>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",[2] Hook (10),,Rx2,None,1,
189041,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/189041_200w.jpg,3,2420,https://cpt.tcgcsv.com/RDw2,2022-12-13T16:24:41.47,1,,0.13,0.46,1.49,0.46,0.4,Reverse Holofoil,3/214,Uncommon,Grass,70,Stage 1,"<strong>Ability — Emerge</strong>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",[2G] Bug Bite (30),,Rx2,None,3,
189041,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/189041_200w.jpg,3,2420,https://cpt.tcgcsv.com/RDw2,2022-12-13T16:24:41.47,1,,0.05,0.2,1.49,0.15,0.18,Normal,3/214,Uncommon,Grass,70,Stage 1,"<strong>Ability — Emerge</strong>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",[2G] Bug Bite (30),,Rx2,None,3,
189042,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/189042_200w.jpg,3,2420,https://cpt.tcgcsv.com/SDw2,2022-12-13T16:24:49.373,1,,0.21,0.76,1.99,0.84,0.97,Reverse Holofoil,4/214,Rare,Grass,130,Stage 2,"[1] Triple Charge
<br>Search your deck for up to 3 basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.",[2G] Solar Beam (70),,Rx2,None,1,
189042,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/189042_200w.jpg,3,2420,https://cpt.tcgcsv.com/SDw2,2022-12-13T16:24:49.373,1,,0.15,0.35,1.49,0.34,,Normal,4/214,Rare,Grass,130,Stage 2,"[1] Triple Charge
<br>Search your deck for up to 3 basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.",[2G] Solar Beam (70),,Rx2,None,1,
189043,Oddish (5),Oddish 5,https://tcgplayer-cdn.tcgplayer.com/product/189043_200w.jpg,3,2420,https://cpt.tcgcsv.com/TDw2,2023-06-28T08:08:36.66,1,,0.05,0.22,1.49,0.19,,Normal,5/214,Common,Grass,50,Basic,"[1] Stun Spore
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[1G] Seed Bomb (20),,Rx2,None,1,
189043,Oddish (5),Oddish 5,https://tcgplayer-cdn.tcgplayer.com/product/189043_200w.jpg,3,2420,https://cpt.tcgcsv.com/TDw2,2023-06-28T08:08:36.66,1,,0.18,0.39,2.0,0.53,,Reverse Holofoil,5/214,Common,Grass,50,Basic,"[1] Stun Spore
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[1G] Seed Bomb (20),,Rx2,None,1,
189044,Oddish (6),Oddish 6,https://tcgplayer-cdn.tcgplayer.com/product/189044_200w.jpg,3,2420,https://cpt.tcgcsv.com/VDw2,2025-02-07T19:59:42.777,1,,0.09,0.36,1.59,0.38,,Normal,6/214,Common,Grass,60,Basic,[1] Hook (10),,,Rx2,None,1,
189044,Oddish (6),Oddish 6,https://tcgplayer-cdn.tcgplayer.com/product/189044_200w.jpg,3,2420,https://cpt.tcgcsv.com/VDw2,2025-02-07T19:59:42.777,1,,0.37,2.49,5.48,0.8,,Reverse Holofoil,6/214,Common,Grass,60,Basic,[1] Hook (10),,,Rx2,None,1,
189045,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/189045_200w.jpg,3,2420,https://cpt.tcgcsv.com/WDw2,2025-02-07T19:59:42.823,1,,0.1,0.3,1.54,0.29,,Normal,7/214,Uncommon,Grass,80,Stage 1,"<strong>Ability — Irresistible Aroma</strong>
<br>Once during your turn <em>(before your attack)</em>, if your opponent's Bench isn't full, you may flip a coin. If heads, your opponent reveals their hand. Put a Basic Pokémon you find there onto their Bench.",,,Rx2,None,2,
189045,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/189045_200w.jpg,3,2420,https://cpt.tcgcsv.com/WDw2,2025-02-07T19:59:42.823,1,,0.7,1.09,2.32,1.09,,Reverse Holofoil,7/214,Uncommon,Grass,80,Stage 1,"<strong>Ability — Irresistible Aroma</strong>
<br>Once during your turn <em>(before your attack)</em>, if your opponent's Bench isn't full, you may flip a coin. If heads, your opponent reveals their hand. Put a Basic Pokémon you find there onto their Bench.",,,Rx2,None,2,
189046,Vileplume,Vileplume,https://tcgplayer-cdn.tcgplayer.com/product/189046_200w.jpg,3,2420,https://cpt.tcgcsv.com/XDw2,2022-12-13T16:25:19.573,1,,0.35,0.68,1.99,0.71,,Reverse Holofoil,8/214,Holo Rare,Grass,140,Stage 2,"<strong>Ability — Variety Pollen</strong>
<br>Once during your turn <em>(before your attack)</em>,you may flip a coin. If heads, you may leave your opponent's Active Pokémon Poisoned, Burned, Asleep, or Confused.","[1GG] Giant Bloom (90)
<br>Heal 30 damage from this Pokémon.",,Rx2,None,3,
189046,Vileplume,Vileplume,https://tcgplayer-cdn.tcgplayer.com/product/189046_200w.jpg,3,2420,https://cpt.tcgcsv.com/XDw2,2022-12-13T16:25:19.573,1,,0.36,0.54,1.67,0.54,,Holofoil,8/214,Holo Rare,Grass,140,Stage 2,"<strong>Ability — Variety Pollen</strong>
<br>Once during your turn <em>(before your attack)</em>,you may flip a coin. If heads, you may leave your opponent's Active Pokémon Poisoned, Burned, Asleep, or Confused.","[1GG] Giant Bloom (90)
<br>Heal 30 damage from this Pokémon.",,Rx2,None,3,
189047,Venonat (9),Venonat 9,https://tcgplayer-cdn.tcgplayer.com/product/189047_200w.jpg,3,2420,https://cpt.tcgcsv.com/ZDw2,2023-01-04T05:56:08.44,1,,0.05,0.2,1.49,0.14,,Normal,9/214,Common,Grass,60,Basic,"[1] Radar Eyes
<br>Look at the top 7 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck.",[2] Flop (20),,Rx2,None,1,
189047,Venonat (9),Venonat 9,https://tcgplayer-cdn.tcgplayer.com/product/189047_200w.jpg,3,2420,https://cpt.tcgcsv.com/ZDw2,2023-01-04T05:56:08.44,1,,0.15,0.29,1.51,0.28,0.28,Reverse Holofoil,9/214,Common,Grass,60,Basic,"[1] Radar Eyes
<br>Look at the top 7 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck.",[2] Flop (20),,Rx2,None,1,
189048,Venonat (10),Venonat 10,https://tcgplayer-cdn.tcgplayer.com/product/189048_200w.jpg,3,2420,https://cpt.tcgcsv.com/-Dw2,2022-12-13T16:26:12.117,1,,0.15,0.29,1.54,0.3,,Normal,10/214,Common,Grass,60,Basic,"[G] Psybeam (10)
<br>Your opponent's Active Pokémon is now Confused.",,,Rx2,None,1,
189048,Venonat (10),Venonat 10,https://tcgplayer-cdn.tcgplayer.com/product/189048_200w.jpg,3,2420,https://cpt.tcgcsv.com/-Dw2,2022-12-13T16:26:12.117,1,,0.24,0.43,1.49,0.5,,Reverse Holofoil,10/214,Common,Grass,60,Basic,"[G] Psybeam (10)
<br>Your opponent's Active Pokémon is now Confused.",,,Rx2,None,1,
189049,Venomoth,Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/189049_200w.jpg,3,2420,https://cpt.tcgcsv.com/_Dw2,2022-12-13T16:26:19.103,1,,0.25,0.5,1.49,0.52,,Normal,11/214,Rare,Grass,90,Stage 1,"[1] Assassin Flight
<br>You can use this attack only if your opponent's Active Pokémon is affected by a Special Condition. This attack does 90 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[G] Poison Powder (30)
<br>Your opponent's Active Pokémon is now Poisoned.",,Rx2,None,0,
189049,Venomoth,Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/189049_200w.jpg,3,2420,https://cpt.tcgcsv.com/_Dw2,2022-12-13T16:26:19.103,1,,0.39,0.53,1.0,0.46,,Reverse Holofoil,11/214,Rare,Grass,90,Stage 1,"[1] Assassin Flight
<br>You can use this attack only if your opponent's Active Pokémon is affected by a Special Condition. This attack does 90 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[G] Poison Powder (30)
<br>Your opponent's Active Pokémon is now Poisoned.",,Rx2,None,0,
189050,Venomoth GX,Venomoth GX,https://tcgplayer-cdn.tcgplayer.com/product/189050_200w.jpg,3,2420,https://cpt.tcgcsv.com/0Fw2,2022-12-13T16:26:25.863,1,,1.57,2.61,7.0,2.69,3.49,Holofoil,12/214,Ultra Rare,Grass,200,Stage 1,"[2G] Shinobi Mastery (110+)
<br>If you played Koga's Trap from your hand during this turn, this attack does 90 more damage. If you played Janine from your hand during this turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon during your opponent's next turn.","<span style=""color:Teal""><strong>[1] Ten-Card Return GX (60)</strong>
<br>Shuffle your hand into your deck. Then, draw 10 cards. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Rx2,None,1,
189051,Venomoth GX (Full Art),Venomoth GX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/189051_200w.jpg,3,2420,https://cpt.tcgcsv.com/2Fw2,2022-12-13T17:15:33.68,1,,2.0,3.9,20.0,3.68,3.65,Holofoil,193/214,Ultra Rare,Grass,200,Stage 1,"[2G] Shinobi Mastery (110+)
<br>If you played Koga's Trap from your hand during this turn, this attack does 90 more damage. If you played Janine from your hand during this turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon during your opponent's next turn.","<span style=""color:Teal""><strong>[1] Ten-Card Return GX (60)</strong>
<br>Shuffle your hand into your deck. Then, draw 10 cards. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Rx2,None,1,
189052,Venomoth GX (Secret),Venomoth GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/189052_200w.jpg,3,2420,https://cpt.tcgcsv.com/3Fw2,2022-12-13T17:19:18.883,1,,9.79,11.56,17.79,10.25,,Holofoil,216/214,Secret Rare,Grass,200,Stage 1,"[2G] Shinobi Mastery (110+)
<br>If you played Koga's Trap from your hand during this turn, this attack does 90 more damage. If you played Janine from your hand during this turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon during your opponent's next turn.","<span style=""color:Teal""><strong>[1] Ten-Card Return GX (60)</strong>
<br>Shuffle your hand into your deck. Then, draw 10 cards. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Rx2,None,1,
189053,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/189053_200w.jpg,3,2420,https://cpt.tcgcsv.com/5Fw2,2025-02-07T19:59:42.87,1,,0.09,0.26,2.0,0.26,0.22,Reverse Holofoil,13/214,Common,Grass,50,Basic,[G] Razor Leaf (20),,,Rx2,None,1,
189053,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/189053_200w.jpg,3,2420,https://cpt.tcgcsv.com/5Fw2,2025-02-07T19:59:42.87,1,,0.03,0.17,1.49,0.11,,Normal,13/214,Common,Grass,50,Basic,[G] Razor Leaf (20),,,Rx2,None,1,
189054,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/189054_200w.jpg,3,2420,https://cpt.tcgcsv.com/6Fw2,2022-12-13T16:26:41.53,1,,0.05,0.2,1.49,0.15,,Normal,14/214,Uncommon,Grass,80,Stage 1,"[G] Burning Venom
<br>Your opponent's Active Pokémon is now Burned and Poisoned.",[2] Ram (30),,Rx2,None,2,
189054,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/189054_200w.jpg,3,2420,https://cpt.tcgcsv.com/6Fw2,2022-12-13T16:26:41.53,1,,0.1,0.35,2.0,0.34,,Reverse Holofoil,14/214,Uncommon,Grass,80,Stage 1,"[G] Burning Venom
<br>Your opponent's Active Pokémon is now Burned and Poisoned.",[2] Ram (30),,Rx2,None,2,
189055,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/189055_200w.jpg,3,2420,https://cpt.tcgcsv.com/7Fw2,2022-12-13T16:26:48.677,1,,0.18,0.46,1.49,0.44,,Normal,15/214,Rare,Grass,140,Stage 2,"[G] Reactive Poison (10+)
<br>This attack does 60 more damage for each Special Condition affecting your opponent's Active Pokémon.","[2G] Gastro Acid (90)
<br>The Defending Pokémon has no Abilities until the end of your next turn.",,Rx2,None,2,
189055,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/189055_200w.jpg,3,2420,https://cpt.tcgcsv.com/7Fw2,2022-12-13T16:26:48.677,1,,0.25,0.58,1.63,0.56,,Reverse Holofoil,15/214,Rare,Grass,140,Stage 2,"[G] Reactive Poison (10+)
<br>This attack does 60 more damage for each Special Condition affecting your opponent's Active Pokémon.","[2G] Gastro Acid (90)
<br>The Defending Pokémon has no Abilities until the end of your next turn.",,Rx2,None,2,
189058,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/189058_200w.jpg,3,2420,https://cpt.tcgcsv.com/bFw2,2022-12-13T16:26:55.08,1,,0.03,0.17,1.49,0.12,0.1,Normal,16/214,Common,Grass,80,Basic,"[G] Tangle Drag
<br>Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.",[2] Gentle Slap (30),,Rx2,None,2,
189058,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/189058_200w.jpg,3,2420,https://cpt.tcgcsv.com/bFw2,2022-12-13T16:26:55.08,1,,0.09,0.29,2.0,0.25,,Reverse Holofoil,16/214,Common,Grass,80,Basic,"[G] Tangle Drag
<br>Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.",[2] Gentle Slap (30),,Rx2,None,2,
189059,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/189059_200w.jpg,3,2420,https://cpt.tcgcsv.com/cFw2,2022-12-13T16:27:01.22,1,,0.1,0.3,1.49,0.29,,Normal,17/214,Rare,Grass,130,Stage 1,"[G] Bind Down (30)
<br>The Defending Pokémon can't retreat during your opponent's next turn.","[3] Chlorowhip (90)
<br>If this Pokémon has at least 2 G Energy attached to it, heal 60 damage from this Pokémon.",,Rx2,None,3,
189059,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/189059_200w.jpg,3,2420,https://cpt.tcgcsv.com/cFw2,2022-12-13T16:27:01.22,1,,0.2,0.44,1.51,0.44,,Reverse Holofoil,17/214,Rare,Grass,130,Stage 1,"[G] Bind Down (30)
<br>The Defending Pokémon can't retreat during your opponent's next turn.","[3] Chlorowhip (90)
<br>If this Pokémon has at least 2 G Energy attached to it, heal 60 damage from this Pokémon.",,Rx2,None,3,
