productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extAttack3,extUPC
124018,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/124018_200w.jpg,3,1842,https://cpt.tcgcsv.com/nD_,2024-08-23T10:00:43.98,1,0.01,0.15,501.5,0.07,0.03,Normal,,5/108,Common,Grass,40,Basic,"[G] Poison Sting (10)
<br>Flip a coin. If heads, the Defending Pokemon is now Poisoned.",,Rx2,None,1,,
124018,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/124018_200w.jpg,3,1842,https://cpt.tcgcsv.com/nD_,2024-08-23T10:00:43.98,1,0.11,0.3,1.72,0.25,,Reverse Holofoil,,5/108,Common,Grass,40,Basic,"[G] Poison Sting (10)
<br>Flip a coin. If heads, the Defending Pokemon is now Poisoned.",,Rx2,None,1,,
124019,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/124019_200w.jpg,3,1842,https://cpt.tcgcsv.com/pD_,2025-02-05T21:22:26.313,1,0.01,0.15,1.49,0.07,,Normal,,6/108,Uncommon,Grass,80,Stage 1,"[2] Stiffen
<br>During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 40 <i>(after applying Weakness and Resistance)</i>.","[GG] Poison Powder (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",Rx2,None,2,,
124019,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/124019_200w.jpg,3,1842,https://cpt.tcgcsv.com/pD_,2025-02-05T21:22:26.313,1,0.1,0.34,5.0,0.29,,Reverse Holofoil,,6/108,Uncommon,Grass,80,Stage 1,"[2] Stiffen
<br>During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 40 <i>(after applying Weakness and Resistance)</i>.","[GG] Poison Powder (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",Rx2,None,2,,
124020,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/124020_200w.jpg,3,1842,https://cpt.tcgcsv.com/qD_,2025-02-05T21:22:26.36,1,0.03,0.22,2.0,0.21,0.2,Normal,,7/108,Rare,Grass,120,Stage 2,"[G] Poison Sting (30)
<br>Your opponent's Active Pokemon is now Poisoned.","[1G] Swarming Sting
<br>This attack does 40 damage times the number of Beedrill you have in play to 1 of your opponent's Pokemon <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Rx2,None,0,,
124020,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/124020_200w.jpg,3,1842,https://cpt.tcgcsv.com/qD_,2025-02-05T21:22:26.36,1,0.35,1.01,4.25,1.05,,Reverse Holofoil,,7/108,Rare,Grass,120,Stage 2,"[G] Poison Sting (30)
<br>Your opponent's Active Pokemon is now Poisoned.","[1G] Swarming Sting
<br>This attack does 40 damage times the number of Beedrill you have in play to 1 of your opponent's Pokemon <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Rx2,None,0,,
124021,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/124021_200w.jpg,3,1842,https://cpt.tcgcsv.com/rD_,2024-10-15T14:31:17.273,1,0.01,0.14,3.0,0.09,0.02,Normal,,8/108,Common,Grass,80,Basic,"[1G] Bind (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[GGG] Poison Powder (30)
<br>Your opponent's Active Pokemon is now Poisoned.",Rx2,None,2,,
124021,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/124021_200w.jpg,3,1842,https://cpt.tcgcsv.com/rD_,2024-10-15T14:31:17.273,1,0.05,0.33,4.5,0.32,0.25,Reverse Holofoil,,8/108,Common,Grass,80,Basic,"[1G] Bind (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[GGG] Poison Powder (30)
<br>Your opponent's Active Pokemon is now Poisoned.",Rx2,None,2,,
124022,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/124022_200w.jpg,3,1842,https://cpt.tcgcsv.com/sD_,2025-02-05T21:22:26.403,1,0.03,0.23,3.0,0.2,0.25,Normal,,9/108,Common,Fire,60,Basic,[1] Scratch (10),"[1R] Ember (30)
<br>Discard a Fire Energy attached to this Pokemon.",Wx2,None,1,,
124022,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/124022_200w.jpg,3,1842,https://cpt.tcgcsv.com/sD_,2025-02-05T21:22:26.403,1,0.12,1.08,49.99,1.24,,Reverse Holofoil,,9/108,Common,Fire,60,Basic,[1] Scratch (10),"[1R] Ember (30)
<br>Discard a Fire Energy attached to this Pokemon.",Wx2,None,1,,
124023,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/124023_200w.jpg,3,1842,https://cpt.tcgcsv.com/tD_,2025-02-05T21:22:26.457,1,0.02,0.24,3.98,0.18,,Normal,,10/108,Uncommon,Fire,80,Stage 1,[3] Slash (50),"[1RR] Flamethrower (90)
<br>Discard a Fire Energy attached to this Pokemon.",Wx2,None,1,,
124023,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/124023_200w.jpg,3,1842,https://cpt.tcgcsv.com/tD_,2025-02-05T21:22:26.457,1,0.25,0.69,9.0,0.6,0.59,Reverse Holofoil,,10/108,Uncommon,Fire,80,Stage 1,[3] Slash (50),"[1RR] Flamethrower (90)
<br>Discard a Fire Energy attached to this Pokemon.",Wx2,None,1,,
124024,Charizard EX,Charizard EX,https://tcgplayer-cdn.tcgplayer.com/product/124024_200w.jpg,3,1842,https://cpt.tcgcsv.com/vD_,2022-12-15T19:49:19.993,1,8.3,11.99,500.0,11.64,14.94,Holofoil,,12/108,Ultra Rare,Fire,180,Basic,[3] Wing Attack (60),"[2RR] Combustion Blast (150)
<br>This Pokemon can't use Combustion Blast during your next turn.",Wx2,None,2,,
124025,M Charizard EX,M Charizard EX,https://tcgplayer-cdn.tcgplayer.com/product/124025_200w.jpg,3,1842,https://cpt.tcgcsv.com/wD_,2022-12-15T19:49:44.017,1,49.99,100.0,300.0,105.83,85.5,Holofoil,"When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.
<br>
<br>When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",13/108,Ultra Rare,Fire,220,Mega,"[3RR] Crimson Dive (300)
<br>This Pokemon does 50 damage to itself.",,Wx2,None,1,,
124026,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/124026_200w.jpg,3,1842,https://cpt.tcgcsv.com/xD_,2024-10-27T05:43:11.207,1,49.61,75.82,10000.0,67.77,,Holofoil,"<b>Ability — Energy Burn</b>
<br>All Energy attached to this Pokemon are Fire Energy instead of their usual type.",11/108,Holo Rare,Fire,150,Stage 2,"[RRRR] Fire Spin (200)
<br>Discard 3 Energy attached to this Pokemon.",,Wx2,F-20,3,,
124026,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/124026_200w.jpg,3,1842,https://cpt.tcgcsv.com/xD_,2024-10-27T05:43:11.207,1,47.88,71.99,149.99,59.24,41.06,Reverse Holofoil,"<b>Ability — Energy Burn</b>
<br>All Energy attached to this Pokemon are Fire Energy instead of their usual type.",11/108,Holo Rare,Fire,150,Stage 2,"[RRRR] Fire Spin (200)
<br>Discard 3 Energy attached to this Pokemon.",,Wx2,F-20,3,,
124027,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/124027_200w.jpg,3,1842,https://cpt.tcgcsv.com/zD_,2025-05-30T08:37:26.533,1,0.01,0.15,3.0,0.13,0.12,Normal,,14/108,Common,Fire,60,Basic,"[RR] Confuse Ray (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Confused.",,Wx2,None,1,,
124027,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/124027_200w.jpg,3,1842,https://cpt.tcgcsv.com/zD_,2025-05-30T08:37:26.533,1,0.07,0.45,2.5,0.45,,Reverse Holofoil,,14/108,Common,Fire,60,Basic,"[RR] Confuse Ray (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Confused.",,Wx2,None,1,,
124028,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/124028_200w.jpg,3,1842,https://cpt.tcgcsv.com/BD_,2025-04-30T02:58:18.557,1,2.39,3.61,35.0,3.41,2.92,Holofoil,,15/108,Holo Rare,Fire,100,Stage 1,"[R] Lure
<br>Switch 1 of your opponent's Benched Pokemon with his or her Active Pokemon. The new Active Pokemon can't retreat during your opponent's next turn.","[1RR] Fire Blast (120)
<br>Discard a Fire Energy attached to this Pokemon.",Wx2,None,1,,
124028,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/124028_200w.jpg,3,1842,https://cpt.tcgcsv.com/BD_,2025-04-30T02:58:18.557,1,2.2,3.51,35.0,3.51,3.29,Reverse Holofoil,,15/108,Holo Rare,Fire,100,Stage 1,"[R] Lure
<br>Switch 1 of your opponent's Benched Pokemon with his or her Active Pokemon. The new Active Pokemon can't retreat during your opponent's next turn.","[1RR] Fire Blast (120)
<br>Discard a Fire Energy attached to this Pokemon.",Wx2,None,1,,
124029,Ninetales BREAK,Ninetales BREAK,https://tcgplayer-cdn.tcgplayer.com/product/124029_200w.jpg,3,1842,https://cpt.tcgcsv.com/CD_,2024-11-08T06:25:42.65,1,2.0,3.95,28.75,3.67,2.71,Holofoil,"Ninetales BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.",16/108,Rare BREAK,Fire,140,BREAK Evolution,"[1R] Explosive Fireball (10+)
<br>Discard all Fire Energy attached to this Pokemon. This attack does 60 more damage for each Energy card discarded this way.",,None,None,0,,
124030,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/124030_200w.jpg,3,1842,https://cpt.tcgcsv.com/DD_,2025-05-28T19:24:05.583,1,0.01,0.17,3.0,0.15,0.08,Normal,,17/108,Common,Fire,70,Basic,"[1] Hind Kick (10)
<br>Switch this Pokemon with 1 of your Benched Pokemon.",[1R] Flare (20),Wx2,None,2,,
124030,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/124030_200w.jpg,3,1842,https://cpt.tcgcsv.com/DD_,2025-05-28T19:24:05.583,1,0.12,0.43,3.57,0.37,,Reverse Holofoil,,17/108,Common,Fire,70,Basic,"[1] Hind Kick (10)
<br>Switch this Pokemon with 1 of your Benched Pokemon.",[1R] Flare (20),Wx2,None,2,,
124031,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/124031_200w.jpg,3,1842,https://cpt.tcgcsv.com/FD_,2024-12-19T14:51:40.087,1,0.1,0.3,25.0,0.36,0.24,Normal,"<b>Ability — Burning Road</b>
<br>Once during your turn <em>(before your attack)</em>, if this Pokemon was on the Bench and became your Active Pokemon this turn, you may move any number of Fire Energy attached to your Pokemon to this Pokemon.",18/108,Rare,Fire,130,Stage 1,"[1RRR] Scorching Breath (150)
<br>This Pokemon can't attack during your next turn.",,Wx2,None,2,,
124031,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/124031_200w.jpg,3,1842,https://cpt.tcgcsv.com/FD_,2024-12-19T14:51:40.087,1,0.4,2.05,5.07,2.17,2.0,Reverse Holofoil,"<b>Ability — Burning Road</b>
<br>Once during your turn <em>(before your attack)</em>, if this Pokemon was on the Bench and became your Active Pokemon this turn, you may move any number of Fire Energy attached to your Pokemon to this Pokemon.",18/108,Rare,Fire,130,Stage 1,"[1RRR] Scorching Breath (150)
<br>This Pokemon can't attack during your next turn.",,Wx2,None,2,,
124032,Ponyta,Ponyta,https://tcgplayer-cdn.tcgplayer.com/product/124032_200w.jpg,3,1842,https://cpt.tcgcsv.com/GD_,2025-02-05T21:22:26.547,1,0.01,0.15,3.0,0.1,0.09,Normal,,19/108,Common,Fire,60,Basic,[2] Smash Kick (20),[RR] Flame Tail (30),Wx2,None,1,,
124032,Ponyta,Ponyta,https://tcgplayer-cdn.tcgplayer.com/product/124032_200w.jpg,3,1842,https://cpt.tcgcsv.com/GD_,2025-02-05T21:22:26.547,1,0.13,0.4,2.49,0.38,,Reverse Holofoil,,19/108,Common,Fire,60,Basic,[2] Smash Kick (20),[RR] Flame Tail (30),Wx2,None,1,,
124033,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/124033_200w.jpg,3,1842,https://cpt.tcgcsv.com/HD_,2025-02-05T21:22:26.593,1,0.02,0.18,3.0,0.11,,Normal,,20/108,Uncommon,Fire,80,Basic,[RR] Fire Punch (30),"[1RR] Flamethrower (60)
<br>Discard a Fire Energy attached to this Pokemon.",Wx2,None,2,,
124033,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/124033_200w.jpg,3,1842,https://cpt.tcgcsv.com/HD_,2025-02-05T21:22:26.593,1,0.2,0.41,50.0,0.39,,Reverse Holofoil,,20/108,Uncommon,Fire,80,Basic,[RR] Fire Punch (30),"[1RR] Flamethrower (60)
<br>Discard a Fire Energy attached to this Pokemon.",Wx2,None,2,,
124034,Blastoise EX,Blastoise EX,https://tcgplayer-cdn.tcgplayer.com/product/124034_200w.jpg,3,1842,https://cpt.tcgcsv.com/JD_,2024-12-03T21:27:17.967,1,2.95,4.99,10.0,4.55,4.57,Holofoil,,21/108,Ultra Rare,Water,180,Basic,"[2] Rapid Spin (30)
<br>Switch this Pokemon with 1 of your Benched Pokemon. Then, your opponent switches his or her Active Pokemon with 1 of his or her Benched Pokemon.","[WWW] Splash Bomb (120)
<br>Flip a coin. If tails, this Pokemon does 30 damage to itself.",Gx2,None,3,,
124035,M Blastoise EX,M Blastoise EX,https://tcgplayer-cdn.tcgplayer.com/product/124035_200w.jpg,3,1842,https://cpt.tcgcsv.com/KD_,2025-05-06T04:27:32.467,1,13.47,23.0,49.99,21.92,13.47,Holofoil,"When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.
<br>
<br>When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",22/108,Ultra Rare,Water,220,Mega,"[WWW] Hydro Bombard (120)
<br>This attack does 30 damage to 2 of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,Gx2,None,3,,
124036,Poliwag,Poliwag,https://tcgplayer-cdn.tcgplayer.com/product/124036_200w.jpg,3,1842,https://cpt.tcgcsv.com/LD_,2025-02-05T21:22:26.64,1,0.01,0.15,3.0,0.11,0.02,Normal,,23/108,Common,Water,60,Basic,[WW] Water Gun (30),,Gx2,None,1,,
124036,Poliwag,Poliwag,https://tcgplayer-cdn.tcgplayer.com/product/124036_200w.jpg,3,1842,https://cpt.tcgcsv.com/LD_,2025-02-05T21:22:26.64,1,0.12,0.44,4.5,0.44,,Reverse Holofoil,,23/108,Common,Water,60,Basic,[WW] Water Gun (30),,Gx2,None,1,,
124037,Poliwhirl,Poliwhirl,https://tcgplayer-cdn.tcgplayer.com/product/124037_200w.jpg,3,1842,https://cpt.tcgcsv.com/MD_,2022-12-15T19:51:41.273,1,0.02,0.19,3.0,0.15,0.14,Normal,,24/108,Uncommon,Water,80,Stage 1,"[WW] Amnesia (30)
<br>Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn.","[1WW] Double Slap (50x)
<br>Flip 2 coins. This attack does 50 damage times the number of heads.",Gx2,None,1,,
124037,Poliwhirl,Poliwhirl,https://tcgplayer-cdn.tcgplayer.com/product/124037_200w.jpg,3,1842,https://cpt.tcgcsv.com/MD_,2022-12-15T19:51:41.273,1,0.1,0.4,3.25,0.4,0.35,Reverse Holofoil,,24/108,Uncommon,Water,80,Stage 1,"[WW] Amnesia (30)
<br>Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn.","[1WW] Double Slap (50x)
<br>Flip 2 coins. This attack does 50 damage times the number of heads.",Gx2,None,1,,
124038,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/124038_200w.jpg,3,1842,https://cpt.tcgcsv.com/ND_,2023-12-19T17:54:35.9,1,0.87,2.64,10.0,2.49,1.77,Holofoil,,25/108,Holo Rare,Water,140,Stage 2,"[W] Dashing Punch (50+)
<br>If this Pokemon was on the Bench and became your Active Pokemon this turn, this attack does 50 more damage.","[WWW] Whirlpool (80)
<br>Discard an Energy attached to your opponent's Active Pokemon.",Gx2,None,2,,
124038,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/124038_200w.jpg,3,1842,https://cpt.tcgcsv.com/ND_,2023-12-19T17:54:35.9,1,0.7,2.26,5.15,2.36,,Reverse Holofoil,,25/108,Holo Rare,Water,140,Stage 2,"[W] Dashing Punch (50+)
<br>If this Pokemon was on the Bench and became your Active Pokemon this turn, this attack does 50 more damage.","[WWW] Whirlpool (80)
<br>Discard an Energy attached to your opponent's Active Pokemon.",Gx2,None,2,,
124039,Slowbro EX,Slowbro EX,https://tcgplayer-cdn.tcgplayer.com/product/124039_200w.jpg,3,1842,https://cpt.tcgcsv.com/PD_,2022-12-15T19:53:56.337,1,1.0,2.22,14.99,1.93,1.65,Holofoil,"When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",26/108,Ultra Rare,Water,180,Basic,"[2] Slack Off
<br>Heal 60 damage from this Pokemon. This Pokemon can't attack during your next turn.",[WWW] Flash Splash (100),Gx2,None,3,,
124040,M Slowbro EX,M Slowbro EX,https://tcgplayer-cdn.tcgplayer.com/product/124040_200w.jpg,3,1842,https://cpt.tcgcsv.com/QD_,2024-11-06T14:49:45.743,1,9.5,12.08,80.0,11.21,9.54,Holofoil,"When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.
<br>
<br>When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",27/108,Ultra Rare,Water,220,Mega,"[WWW] Loll Roll Spin (100+)
<br>This Pokemon is now Confused. During your next turn, this Pokemon's Loll Roll Spin attack does 100 more damage <i>(before applying Weakness and Resistance)</i>.",,Gx2,None,3,,
124041,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/124041_200w.jpg,3,1842,https://cpt.tcgcsv.com/RD_,2025-02-05T21:22:26.687,1,0.01,0.15,3.0,0.07,0.07,Normal,,28/108,Common,Water,80,Basic,"[1] Growl
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 20 <i>(before applying Weakness and Resistance)</i>.",[1W] Headbut (20),Gx2,None,2,,
124041,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/124041_200w.jpg,3,1842,https://cpt.tcgcsv.com/RD_,2025-02-05T21:22:26.687,1,0.1,0.33,2.39,0.31,,Reverse Holofoil,,28/108,Common,Water,80,Basic,"[1] Growl
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 20 <i>(before applying Weakness and Resistance)</i>.",[1W] Headbut (20),Gx2,None,2,,
124042,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/124042_200w.jpg,3,1842,https://cpt.tcgcsv.com/SD_,2025-02-05T21:22:26.733,1,0.04,0.21,3.0,0.19,,Normal,,29/108,Rare,Water,120,Stage 1,"[W] Super Deep Dive
<br>Heal 40 damage from this Pokemon. Switch this Pokemon with 1 of your Benched Pokemon.","[2W] Take Down (90)
<br>This Pokemon does 20 damage to itself.",Gx2,None,3,,
124042,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/124042_200w.jpg,3,1842,https://cpt.tcgcsv.com/SD_,2025-02-05T21:22:26.733,1,0.42,0.85,4.5,0.82,,Reverse Holofoil,,29/108,Rare,Water,120,Stage 1,"[W] Super Deep Dive
<br>Heal 40 damage from this Pokemon. Switch this Pokemon with 1 of your Benched Pokemon.","[2W] Take Down (90)
<br>This Pokemon does 20 damage to itself.",Gx2,None,3,,
124043,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/124043_200w.jpg,3,1842,https://cpt.tcgcsv.com/TD_,2025-02-05T21:22:26.78,1,0.01,0.15,3.0,0.08,0.05,Normal,,30/108,Common,Water,60,Basic,"[W] Quick Blow (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",,Gx2,None,1,,
124043,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/124043_200w.jpg,3,1842,https://cpt.tcgcsv.com/TD_,2025-02-05T21:22:26.78,1,0.08,0.36,4.5,0.39,0.34,Reverse Holofoil,,30/108,Common,Water,60,Basic,"[W] Quick Blow (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",,Gx2,None,1,,
124044,Starmie,Starmie,https://tcgplayer-cdn.tcgplayer.com/product/124044_200w.jpg,3,1842,https://cpt.tcgcsv.com/VD_,2025-04-15T01:33:47.143,1,0.05,0.25,2.0,0.2,0.19,Normal,"<b>Ability — Space Beacon</b>
<br>Once during your turn <em>(before your attack)</em>, you may discard a card from your hand. If you do, put 2 basic Energy cards from your discard pile into your hand. <em>(You can't choose a card you discarded with the effect of this Ability.)</em>",31/108,Rare,Water,90,Stage 1,"[1W] Star Freeze (30)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,Gx2,None,1,,
