productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
230191,Battle Styles Premium Checklane Blister [Tyranitar],Battle Styles Premium Checklane Blister Tyranitar,https://tcgplayer-cdn.tcgplayer.com/product/230191_200w.jpg,3,2765,https://cpt.tcgcsv.com/R5S2,2021-03-19T04:03:23.62,1,"Contains 1 Sword & Shield — Battle Styles booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,,,,,
230192,Battle Styles Premium Checklane Blister [Corviknight],Battle Styles Premium Checklane Blister Corviknight,https://tcgplayer-cdn.tcgplayer.com/product/230192_200w.jpg,3,2765,https://cpt.tcgcsv.com/S5S2,2021-03-19T04:03:23.62,1,"Contains 1 Sword & Shield — Battle Styles booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,,,,,
231293,Spring 2021 Collector's Chest Tin,Spring 2021 Collectors Chest Tin,https://tcgplayer-cdn.tcgplayer.com/product/231293_200w.jpg,3,2765,https://cpt.tcgcsv.com/TwS2,2021-03-19T04:03:34.19,1,"A Treasure Chest Packed with Pokémon!
 <br>This study metal case contains more than a dozen special Pokémon goodies, including many not found anywhere else. 

<br><br>The Pokémon Trading Card Game: Collector Chest includes:
<br>• 5 Pokémon TCG booster packs
<br>• 2 foil promo cards featuring Single Strike Tepig and Rapid Strike Shinx!
<br>• 2 cool Pokémon coins
<br>• 4 colorful sticker sheets
<br>• A mini portfolio to store your favorite cards
<br>• A Pokémon notepad
<br>• A code card for the Pokémon TCG Online",30.0,49.49,50.0,36.09,,Normal,0820650808449,,,,,,,,,,
231296,Rapid Strike Urshifu V Box,Rapid Strike Urshifu V Box,https://tcgplayer-cdn.tcgplayer.com/product/231296_200w.jpg,3,2765,https://cpt.tcgcsv.com/XwS2,2021-03-19T04:03:23.62,1,"Each Pokemon TCG: Rapid Strike Urshifu V Box includes:
<br>• 1 foil promo cards featuring Rapid Strike Urshifu V
<br>• 1 promo Energy cards: Rapid Strike Energy
<br>• 1 foil oversize cards featuring Rapid Strike Urshifu V
<br>• 4 Pokémon TCG booster packs
<br>• A code card for the Pokémon Trading Card Game Online",29.2,43.0,87.99,35.41,,Normal,0820650808432,,,,,,,,,,
231297,Single Strike Urshifu V Box,Single Strike Urshifu V Box,https://tcgplayer-cdn.tcgplayer.com/product/231297_200w.jpg,3,2765,https://cpt.tcgcsv.com/ZwS2,2021-03-19T04:03:23.62,1,"Each Pokemon TCG: Single Strike Urshifu V Box includes:
<br>• 1 foil promo cards featuring Single Strike Urshifu V
<br>• 1 promo Energy cards: Single Strike Energy
<br>• 1 foil oversize cards featuring Single Strike Urshifu V
<br>• 4 Pokémon TCG booster packs
<br>• A code card for the Pokémon Trading Card Game Online",39.0,49.95,87.99,31.97,,Normal,0820650808432,,,,,,,,,,
233335,Battle Styles Booster Box Case,Battle Styles Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/233335_200w.jpg,3,2765,https://cpt.tcgcsv.com/KlT2,2021-03-19T04:03:23.62,1,Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(each pack contains 10 random cards)</em>,1849.75,2000.0,2999.95,1515.35,,Normal,0820650808180,,,,,,,,,,
233359,Galarian Rapidash V Box,Galarian Rapidash V Box,https://tcgplayer-cdn.tcgplayer.com/product/233359_200w.jpg,3,2765,https://cpt.tcgcsv.com/cmT2,2021-05-07T04:03:11.93,1,"The Pokémon TCG: Galarian Rapidash V Box includes:
<br>• 1 foil promo card featuring Galarian Rapidash V
<br>• 1 foil oversize card featuring Galarian Rapidash V
<br>• 4 Pokémon TCG booster packs
<br>• A code card for the Pokémon Trading Card Game Online",57.99,65.0,125.0,55.72,,Normal,0820650828737,,,,,,,,,,
234034,Kricketune V (Full Art),Kricketune V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234034_200w.jpg,3,2765,https://cpt.tcgcsv.com/JDT2,2021-03-19T04:03:23.62,1,"<strong>Ability — Exciting Stage</strong>
<br>Once during your turn, you may draw cards until you have 3 cards in your hand. If this Pokemon is in the Active Spot, you may draw cards until you have 4 cards in your hand instead. You can't use more than 1 Exciting Stage Ability each turn.",1.69,2.5,22.0,2.09,2.69,Holofoil,,142/163,Ultra Rare,Grass,180,Basic,"[2G] X-Scissor (80+)
<br>Flip a coin. If heads, this attack does 80 more damage.",Rx2,None,1,
234035,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/234035_200w.jpg,3,2765,https://cpt.tcgcsv.com/KDT2,2025-02-07T20:10:51.883,1,,0.01,0.1,1.49,0.05,,Normal,,001/163,Common,Grass,50,Basic,"[1] Venoshock (10+)
<br>If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage.",Rx2,None,1,
234035,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/234035_200w.jpg,3,2765,https://cpt.tcgcsv.com/KDT2,2025-02-07T20:10:51.883,1,,0.1,0.25,10.0,0.21,,Reverse Holofoil,,001/163,Common,Grass,50,Basic,"[1] Venoshock (10+)
<br>If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage.",Rx2,None,1,
234036,Flapple V (Full Art),Flapple V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234036_200w.jpg,3,2765,https://cpt.tcgcsv.com/LDT2,2024-08-16T08:59:10.68,1,,2.0,2.99,25.0,3.13,,Holofoil,,143/163,Ultra Rare,Grass,190,Basic,"[G] Sour Spit (20)
<br>During your opponent's next turn, the Defending Pokemon's attacks cost 2 more.",Rx2,None,1,[2G] Wing Attack (120)
234037,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/234037_200w.jpg,3,2765,https://cpt.tcgcsv.com/MDT2,2025-02-07T20:10:52,1,"<strong>Ability — Dangerous Mucus</strong>                                             
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may make your opponent's Active Pokemon Burned and Poisoned.",0.09,0.27,2.0,0.27,,Reverse Holofoil,,002/163,Uncommon,Grass,80,Stage 1,[2G] Vine Whip (40),Rx2,None,2,
234037,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/234037_200w.jpg,3,2765,https://cpt.tcgcsv.com/MDT2,2025-02-07T20:10:52,1,"<strong>Ability — Dangerous Mucus</strong>                                             
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may make your opponent's Active Pokemon Burned and Poisoned.",0.01,0.14,2.0,0.1,,Normal,,002/163,Uncommon,Grass,80,Stage 1,[2G] Vine Whip (40),Rx2,None,2,
234038,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/234038_200w.jpg,3,2765,https://cpt.tcgcsv.com/NDT2,2024-11-20T13:16:38.207,1,,0.1,0.24,10.05,0.17,,Reverse Holofoil,,003/163,Rare,Grass,150,Stage 2,"[G] Panic Vine (40)
<br>Your opponent's Active Pokemon is now Confused. During your opponent's next turn, that Pokemon can't retreat.",Rx2,None,3,[2G] Solar Beam (120)
234038,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/234038_200w.jpg,3,2765,https://cpt.tcgcsv.com/NDT2,2024-11-20T13:16:38.207,1,,0.04,0.2,2.0,0.17,0.2,Normal,,003/163,Rare,Grass,150,Stage 2,"[G] Panic Vine (40)
<br>Your opponent's Active Pokemon is now Confused. During your opponent's next turn, that Pokemon can't retreat.",Rx2,None,3,[2G] Solar Beam (120)
234039,Victini V (Full Art),Victini V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234039_200w.jpg,3,2765,https://cpt.tcgcsv.com/PDT2,2021-03-19T04:03:23.62,1,,4.8,6.87,27.0,6.33,9.12,Holofoil,,144/163,Ultra Rare,Fire,190,Basic,"[R] V Bullet (10+)
<br>If your opponent's Active Pokemon is a Pokemon V, this attack does 50 more damage.",Wx2,None,1,"[1R] Flare Shot (120)
<br>Discard all Energy from this Pokemon."
234040,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/234040_200w.jpg,3,2765,https://cpt.tcgcsv.com/QDT2,2022-05-27T11:40:26.627,1,,0.01,0.1,5.01,0.05,0.03,Normal,,004/163,Common,Grass,70,Basic,[1] Zzzt (10),Rx2,None,2,[1G] Beat (20)
234040,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/234040_200w.jpg,3,2765,https://cpt.tcgcsv.com/QDT2,2022-05-27T11:40:26.627,1,,0.05,0.22,2.0,0.12,,Reverse Holofoil,,004/163,Common,Grass,70,Basic,[1] Zzzt (10),Rx2,None,2,[1G] Beat (20)
234041,Cacturne,Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/234041_200w.jpg,3,2765,https://cpt.tcgcsv.com/RDT2,2021-03-19T04:03:23.62,1,,0.01,0.14,1.55,0.13,,Normal,,005/163,Uncommon,Grass,120,Stage 1,"[1] Pull
<br>Switch 1 of your opponent's Benched Pokemon with their Active Pokemon.",Rx2,None,2,"[1G] Spiny Punch (60+)
<br>If this Pokemon has any D Energy attached, this attack does 70 more damage."
234041,Cacturne,Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/234041_200w.jpg,3,2765,https://cpt.tcgcsv.com/RDT2,2021-03-19T04:03:23.62,1,,0.04,0.25,2.0,0.23,,Reverse Holofoil,,005/163,Uncommon,Grass,120,Stage 1,"[1] Pull
<br>Switch 1 of your opponent's Benched Pokemon with their Active Pokemon.",Rx2,None,2,"[1G] Spiny Punch (60+)
<br>If this Pokemon has any D Energy attached, this attack does 70 more damage."
234042,Empoleon V (Full Art),Empoleon V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234042_200w.jpg,3,2765,https://cpt.tcgcsv.com/SDT2,2021-03-19T04:03:23.62,1,"<strong>Ability — Emperor's Eyes</strong>
<br>As long as this Pokemon is in the Active Spot, your opponent's Basic Pokemon in play have no Abilities, except for Pokemon with a Rule Box <em>(Pokemon V, Pokemon GX, etc. have Rule Boxes)</em>.",4.0,5.39,16.2,5.24,5.06,Holofoil,,145/163,Ultra Rare,Water,210,Basic,"[2W] Swirling Slice (130)
<br>Move an Energy from this Pokemon to 1 of your Benched Pokemon.",Lx2,None,2,
234043,Empoleon V (Alternate Full Art),Empoleon V Alternate Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234043_200w.jpg,3,2765,https://cpt.tcgcsv.com/TDT2,2023-02-02T20:04:45.743,1,"<strong>Ability — Emperor's Eyes</strong>
<br>As long as this Pokemon is in the Active Spot, your opponent's Basic Pokemon in play have no Abilities, except for Pokemon with a Rule Box <em>(Pokemon V, Pokemon GX, etc. have Rule Boxes)</em>.",50.0,74.59,200.0,56.61,69.98,Holofoil,,146/163,Ultra Rare,Water,210,Basic,"[2W] Swirling Slice (130)
<br>Move an Energy from this Pokemon to 1 of your Benched Pokemon.",Lx2,None,2,
234044,Tapu Koko V (Full Art),Tapu Koko V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234044_200w.jpg,3,2765,https://cpt.tcgcsv.com/VDT2,2022-02-10T16:50:51.343,1,,1.99,2.9,10.0,2.48,2.89,Holofoil,,147/163,Ultra Rare,Lightning,210,Basic,[L] Electro Ball (40),Fx2,None,1,"[1LL] Spiral Thunder (20+)
<br>This attack does 40 more damage for each Energy attached to all of your opponent's Pokemon."
234045,Mimikyu V (Full Art),Mimikyu V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234045_200w.jpg,3,2765,https://cpt.tcgcsv.com/WDT2,2022-05-26T07:22:04.01,1,"<strong>Ability — Dummy Doll</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may prevent all damage done to this Mimikyu V by attacks from your opponent's Pokemon until the end of your opponent's next turn.",22.84,29.3,49.99,22.95,22.84,Holofoil,,148/163,Ultra Rare,Psychic,160,Basic,"[P] Jealous Eyes
<br>Put 3 damage counters on your opponent's Active Pokemon for each Prize card your opponent has taken.",Dx2,F-30,2,
234047,Kricketune V,Kricketune V,https://tcgplayer-cdn.tcgplayer.com/product/234047_200w.jpg,3,2765,https://cpt.tcgcsv.com/ZDT2,2025-02-07T20:10:52.093,1,"<strong>Ability — Exciting Stage</strong>                                             
<br>Once during your turn, you may draw cards until you have 3 cards in your hand. If this Pokemon is in the Active Spot, you may draw cards until you have 4 cards in your hand instead. You can't use more than 1 Exciting Stage Ability each turn.",0.25,0.99,6.0,0.68,,Holofoil,,006/163,Ultra Rare,Grass,180,VMAX,"[2G] X-Scissor (80+)
<br>Flip a coin. If heads, this attack does 80 more damage.",Rx2,None,1,
234048,Necrozma V (Full Art),Necrozma V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234048_200w.jpg,3,2765,https://cpt.tcgcsv.com/-DT2,2022-07-30T11:40:56.107,1,,2.99,4.21,20.0,4.09,4.99,Holofoil,,149/163,Ultra Rare,Psychic,220,Basic,"[P] Prismatic Ray (20)
<br>This attack also does 20 damage to 2 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Dx2,F-30,3,"[1PP] Special Laser (100+)
<br>If this Pokemon has any Special Energy attached, this attack does 120 more damage."
234050,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/234050_200w.jpg,3,2765,https://cpt.tcgcsv.com/0FT2,2025-02-07T20:10:52.213,1,,0.05,0.2,2.0,0.17,,Reverse Holofoil,,007/163,Common,Grass,50,Basic,[G] Leafage (10),Rx2,None,1,
234050,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/234050_200w.jpg,3,2765,https://cpt.tcgcsv.com/0FT2,2025-02-07T20:10:52.213,1,,0.01,0.1,5.01,0.06,,Normal,,007/163,Common,Grass,50,Basic,[G] Leafage (10),Rx2,None,1,
234051,Single Strike Urshifu V (Full Art),Single Strike Urshifu V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234051_200w.jpg,3,2765,https://cpt.tcgcsv.com/2FT2,2022-10-31T10:50:34.513,1,,2.5,3.97,28.09,3.7,5.44,Holofoil,,150/163,Ultra Rare,Fighting,220,Basic,"[F] Laser Focus
<br>Search your deck for up to 2 Fighting Energy cards and attach them to this Pokemon. Then, shuffle your deck.",Px2,None,2,"[1FF] Impact Blow (180)
<br>During your next turn, this Pokemon can't use Impact Blow."
234052,Single Strike Urshifu V (Alternate Full Art),Single Strike Urshifu V Alternate Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234052_200w.jpg,3,2765,https://cpt.tcgcsv.com/3FT2,2022-12-19T10:20:06.907,1,,14.99,19.36,49.98,16.91,19.82,Holofoil,,151/163,Ultra Rare,Fighting,220,Basic,"[F] Laser Focus
<br>Search your deck for up to 2 Fighting Energy cards and attach them to this Pokemon. Then, shuffle your deck.",Px2,None,2,"[1FF] Impact Blow (180)
<br>During your next turn, this Pokemon can't use Impact Blow."
234054,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/234054_200w.jpg,3,2765,https://cpt.tcgcsv.com/6FT2,2022-07-28T17:25:03.913,1,"<strong>Ability — Spring Bloom</strong>                                             
<br>As often as you like during your turn, you may attach a G Energy card from your hand to 1 of your Pokemon that doesn't have a Rule Box <em>(Pokemon V, Pokemon-GX, etc. have Rule Boxes).</em>",0.1,0.6,3.5,0.63,0.75,Holofoil,,008/163,Holo Rare,Grass,80,Stage 1,[2G] Seed Bomb (70),Rx2,None,2,
234054,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/234054_200w.jpg,3,2765,https://cpt.tcgcsv.com/6FT2,2022-07-28T17:25:03.913,1,"<strong>Ability — Spring Bloom</strong>                                             
<br>As often as you like during your turn, you may attach a G Energy card from your hand to 1 of your Pokemon that doesn't have a Rule Box <em>(Pokemon V, Pokemon-GX, etc. have Rule Boxes).</em>",0.19,0.79,9.99,0.79,0.83,Reverse Holofoil,,008/163,Holo Rare,Grass,80,Stage 1,[2G] Seed Bomb (70),Rx2,None,2,
234055,Rapid Strike Urshifu V (Full Art),Rapid Strike Urshifu V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234055_200w.jpg,3,2765,https://cpt.tcgcsv.com/7FT2,2023-08-04T04:25:43.903,1,,2.94,3.65,29.99,3.64,2.95,Holofoil,,152/163,Ultra Rare,Fighting,220,Basic,"[F] Strafe (30)
<br>You may switch this Pokemon with 1 of your Benched Pokemon.",Px2,None,2,[1FF] Hundred Furious Blows (150)
234056,Rapid Strike Urshifu V (Alternate Full Art),Rapid Strike Urshifu V Alternate Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234056_200w.jpg,3,2765,https://cpt.tcgcsv.com/8FT2,2023-08-31T05:21:30.567,1,,15.0,18.57,40.0,16.62,21.34,Holofoil,,153/163,Ultra Rare,Fighting,220,Basic,"[F] Strafe (30)
<br>You may switch this Pokemon with 1 of your Benched Pokemon.",Px2,None,2,[1FF] Hundred Furious Blows (150)
234058,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/234058_200w.jpg,3,2765,https://cpt.tcgcsv.com/bFT2,2025-02-07T20:10:52.273,1,,0.01,0.1,5.01,0.05,,Normal,,009/163,Uncommon,Grass,110,Basic,"[2] Big Bite (30)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",Rx2,None,2,"[2G] Triple Whip (60x)
<br>Flip 3 coins. This attack does 60 damage for each heads."
234058,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/234058_200w.jpg,3,2765,https://cpt.tcgcsv.com/bFT2,2025-02-07T20:10:52.273,1,,0.03,0.2,2.0,0.17,,Reverse Holofoil,,009/163,Uncommon,Grass,110,Basic,"[2] Big Bite (30)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",Rx2,None,2,"[2G] Triple Whip (60x)
<br>Flip 3 coins. This attack does 60 damage for each heads."
234059,Tyranitar V (Full Art),Tyranitar V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234059_200w.jpg,3,2765,https://cpt.tcgcsv.com/cFT2,2021-10-06T12:54:02.463,1,,5.93,8.67,49.99,8.06,8.97,Holofoil,,154/163,Ultra Rare,Darkness,230,Basic,"[2D] Cragalanche (60)
<br>Discard the top 2 cards of your opponent's deck.",Gx2,None,3,"[2DD] Single Strike Crush (240)
<br>Discard the top 4 cards of your deck."
234060,Tyranitar V (Alternate Full Art),Tyranitar V Alternate Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234060_200w.jpg,3,2765,https://cpt.tcgcsv.com/dFT2,2022-07-04T05:25:54.18,1,,182.68,299.69,1000.0,292.46,199.99,Holofoil,,155/163,Ultra Rare,Darkness,230,Basic,"[2D] Cragalanche (60)
<br>Discard the top 2 cards of your opponent's deck.",Gx2,None,3,"[2DD] Single Strike Crush (240)
<br>Discard the top 4 cards of your deck."
234061,Durant,Durant,https://tcgplayer-cdn.tcgplayer.com/product/234061_200w.jpg,3,2765,https://cpt.tcgcsv.com/fFT2,2022-03-29T15:24:52.05,1,,0.01,0.1,2.0,0.06,0.08,Normal,,010/163,Uncommon,Grass,90,Basic,[G] Vise Grip (20),Rx2,None,1,"[2] Devour
<br>For each of your Durant in play, discard the top card of your opponent's deck."
234061,Durant,Durant,https://tcgplayer-cdn.tcgplayer.com/product/234061_200w.jpg,3,2765,https://cpt.tcgcsv.com/fFT2,2022-03-29T15:24:52.05,1,,0.06,0.23,2.0,0.23,0.08,Reverse Holofoil,,010/163,Uncommon,Grass,90,Basic,[G] Vise Grip (20),Rx2,None,1,"[2] Devour
<br>For each of your Durant in play, discard the top card of your opponent's deck."
234062,Corviknight V (Full Art),Corviknight V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234062_200w.jpg,3,2765,https://cpt.tcgcsv.com/gFT2,2023-05-13T17:30:38.953,1,,2.95,3.82,11.69,3.83,,Holofoil,,156/163,Ultra Rare,Metal,210,Basic,"[M] Clutch (30)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",Rx2,G-30,1,"[1MM] Sky Hurricane (190)
<br>During your next turn, this Pokemon can't use Sky Hurricane."
234064,Scatterbug,Scatterbug,https://tcgplayer-cdn.tcgplayer.com/product/234064_200w.jpg,3,2765,https://cpt.tcgcsv.com/jFT2,2025-02-07T20:10:52.463,1,,0.03,0.2,2.0,0.14,,Reverse Holofoil,,011/163,Common,Grass,40,Basic,"[1] Surprise Attack (30)
<br>Flip a coin. If tails, this attack does nothing.",Rx2,None,1,
234064,Scatterbug,Scatterbug,https://tcgplayer-cdn.tcgplayer.com/product/234064_200w.jpg,3,2765,https://cpt.tcgcsv.com/jFT2,2025-02-07T20:10:52.463,1,,0.01,0.1,2.0,0.05,0.02,Normal,,011/163,Common,Grass,40,Basic,"[1] Surprise Attack (30)
<br>Flip a coin. If tails, this attack does nothing.",Rx2,None,1,
234065,Stoutland V (Full Art),Stoutland V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234065_200w.jpg,3,2765,https://cpt.tcgcsv.com/kFT2,2021-03-19T04:03:23.62,1,,2.0,2.93,22.79,2.55,3.03,Holofoil,,157/163,Ultra Rare,Colorless,210,Basic,"[3] Double Dip Fangs (40)
<br>If your opponent's Basic Pokemon is Knocked Out by damage from this attack, take 1 more Prize card.",Fx2,None,3,"[4] Wild Tackle (200)
<br>This Pokemon also does 30 damage to itself."
234067,Bruno (Full Art),Bruno Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234067_200w.jpg,3,2765,https://cpt.tcgcsv.com/mFT2,2022-08-19T04:50:49.887,1,"Shuffle your hand into your deck. Then, draw 4 cards. If any of your Pokemon were Knocked out during your opponent's last turn, draw 7 cards instead.",0.95,2.28,12.0,1.98,2.74,Holofoil,,158/163,Ultra Rare,Supporter,,,,,,,
234068,Spewpa,Spewpa,https://tcgplayer-cdn.tcgplayer.com/product/234068_200w.jpg,3,2765,https://cpt.tcgcsv.com/nFT2,2025-02-07T20:10:52.523,1,,0.01,0.1,2.0,0.06,0.05,Normal,,012/163,Uncommon,Grass,80,Stage 1,"[1] Grass Cocooning 
<br>Heal 40 damage from this Pokemon.",Rx2,None,3,[2G] Bug Bite (40)
