productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extAttack3
98047,Shedinja,Shedinja,https://tcgplayer-cdn.tcgplayer.com/product/98047_200w.jpg,3,1534,https://cpt.tcgcsv.com/ZdP,2022-12-19T20:05:07.247,1,,0.2,0.4,1.59,0.38,,Normal,11/108,Rare,Grass,30,Stage 1,"[G] Cursed Rain
<br>Put 1 damage conter on each of your opponent's Pokemon. Switch this Pokmeon with 1 of your Benched Pokemon.","[1] Hopeless Scream (50x)
<br>This attack does 50 times the number of damage counters on this Pokemon.",None,None,1,
98047,Shedinja,Shedinja,https://tcgplayer-cdn.tcgplayer.com/product/98047_200w.jpg,3,1534,https://cpt.tcgcsv.com/ZdP,2022-12-19T20:05:07.247,1,,0.4,0.76,2.0,0.76,,Reverse Holofoil,11/108,Rare,Grass,30,Stage 1,"[G] Cursed Rain
<br>Put 1 damage conter on each of your opponent's Pokemon. Switch this Pokmeon with 1 of your Benched Pokemon.","[1] Hopeless Scream (50x)
<br>This attack does 50 times the number of damage counters on this Pokemon.",None,None,1,
98048,Tropius,Tropius,https://tcgplayer-cdn.tcgplayer.com/product/98048_200w.jpg,3,1534,https://cpt.tcgcsv.com/-dP,2025-02-07T20:23:17.357,1,,0.05,0.2,1.49,0.2,,Normal,12/108,Uncommon,Grass,110,Basic,"[3] Stomp (50+)
<br>Flip a coin. If heads, this attack does 20 more damage.",[3G] Solar Beam (80),Rx2,None,2,
98048,Tropius,Tropius,https://tcgplayer-cdn.tcgplayer.com/product/98048_200w.jpg,3,1534,https://cpt.tcgcsv.com/-dP,2025-02-07T20:23:17.357,1,,0.03,0.26,2.0,0.25,,Reverse Holofoil,12/108,Uncommon,Grass,110,Basic,"[3] Stomp (50+)
<br>Flip a coin. If heads, this attack does 20 more damage.",[3G] Solar Beam (80),Rx2,None,2,
98049,Victini,Victini,https://tcgplayer-cdn.tcgplayer.com/product/98049_200w.jpg,3,1534,https://cpt.tcgcsv.com/_dP,2025-02-07T20:23:17.387,1,,0.1,0.27,1.5,0.25,,Normal,13/108,Rare,Fire,70,Basic,"[1] Me First
<br>Draw a card.","[1R] Psy Bolt (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Wx2,None,1,
98049,Victini,Victini,https://tcgplayer-cdn.tcgplayer.com/product/98049_200w.jpg,3,1534,https://cpt.tcgcsv.com/_dP,2025-02-07T20:23:17.387,1,,0.25,0.54,2.0,0.65,,Reverse Holofoil,13/108,Rare,Fire,70,Basic,"[1] Me First
<br>Draw a card.","[1R] Psy Bolt (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Wx2,None,1,
98050,Fletchinder,Fletchinder,https://tcgplayer-cdn.tcgplayer.com/product/98050_200w.jpg,3,1534,https://cpt.tcgcsv.com/0fP,2025-02-07T20:23:17.433,1,,0.05,0.19,3.0,0.12,,Normal,14/108,Uncommon,Fire,70,Stage 1,"[1] Peck Off (10)
<br>Before doing damage, discard all Pokemon Tool cards attached to your opponent's Active Pokemon.",,Wx2,None,0,
98050,Fletchinder,Fletchinder,https://tcgplayer-cdn.tcgplayer.com/product/98050_200w.jpg,3,1534,https://cpt.tcgcsv.com/0fP,2025-02-07T20:23:17.433,1,,0.2,0.35,2.0,0.35,,Reverse Holofoil,14/108,Uncommon,Fire,70,Stage 1,"[1] Peck Off (10)
<br>Before doing damage, discard all Pokemon Tool cards attached to your opponent's Active Pokemon.",,Wx2,None,0,
98051,Talonflame,Talonflame,https://tcgplayer-cdn.tcgplayer.com/product/98051_200w.jpg,3,1534,https://cpt.tcgcsv.com/2fP,2023-11-11T09:47:11.973,1,,0.01,0.31,1.65,0.28,0.25,Normal,15/108,Rare,Fire,130,Stage 2,"[1] Grand Loop
<br>Draw 3 cards. You may switch this Pokemon with 1 of your Benched Pokemon.","[1R] Brave Bird (90)
<br>This Pokemon does 20 damage to itself.",Wx2,None,0,
98051,Talonflame,Talonflame,https://tcgplayer-cdn.tcgplayer.com/product/98051_200w.jpg,3,1534,https://cpt.tcgcsv.com/2fP,2023-11-11T09:47:11.973,1,,0.09,0.48,2.0,0.48,0.46,Reverse Holofoil,15/108,Rare,Fire,130,Stage 2,"[1] Grand Loop
<br>Draw 3 cards. You may switch this Pokemon with 1 of your Benched Pokemon.","[1R] Brave Bird (90)
<br>This Pokemon does 20 damage to itself.",Wx2,None,0,
98052,Articuno (16),Articuno 16,https://tcgplayer-cdn.tcgplayer.com/product/98052_200w.jpg,3,1534,https://cpt.tcgcsv.com/3fP,2022-12-19T20:05:54.567,1,,0.3,0.84,4.96,0.85,0.5,Normal,16/108,Rare,Water,120,Basic,"[W] Search your deck for up to 3 Water Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.",[2WW] Freezing Wind (100),Mx2,F-20,2,
98052,Articuno (16),Articuno 16,https://tcgplayer-cdn.tcgplayer.com/product/98052_200w.jpg,3,1534,https://cpt.tcgcsv.com/3fP,2022-12-19T20:05:54.567,1,,1.0,2.25,6.0,2.41,,Reverse Holofoil,16/108,Rare,Water,120,Basic,"[W] Search your deck for up to 3 Water Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.",[2WW] Freezing Wind (100),Mx2,F-20,2,
98053,Articuno (17 Delta),Articuno 17 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98053_200w.jpg,3,1534,https://cpt.tcgcsv.com/5fP,2025-02-07T20:23:17.48,1,"<b>Delta Plus</b> <em>If your opponent's Pokemon is Knocked Out by damage from an attack of this Pokemon, take 1 more Prize card.</em>",1.0,2.0,6.39,2.91,,Normal,17/108,Rare,Water,120,Basic,"[W] Chilling Sigh
<br>Your opponent's Active Pokemon is now Asleep.","[1WW] Tri Edge (20+)
<br>Flip 3 coins. This attack does 40 more damage for each heads.",Mx2,F-20,2,
98053,Articuno (17 Delta),Articuno 17 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98053_200w.jpg,3,1534,https://cpt.tcgcsv.com/5fP,2025-02-07T20:23:17.48,1,"<b>Delta Plus</b> <em>If your opponent's Pokemon is Knocked Out by damage from an attack of this Pokemon, take 1 more Prize card.</em>",2.99,4.55,8.08,6.47,,Reverse Holofoil,17/108,Rare,Water,120,Basic,"[W] Chilling Sigh
<br>Your opponent's Active Pokemon is now Asleep.","[1WW] Tri Edge (20+)
<br>Flip 3 coins. This attack does 40 more damage for each heads.",Mx2,F-20,2,
98054,Wingull,Wingull,https://tcgplayer-cdn.tcgplayer.com/product/98054_200w.jpg,3,1534,https://cpt.tcgcsv.com/6fP,2025-02-07T20:23:17.527,1,,0.02,0.16,1.49,0.16,,Normal,18/108,Common,Water,60,Basic,[W] Water Gun (10),,Lx2,F-20,1,
98054,Wingull,Wingull,https://tcgplayer-cdn.tcgplayer.com/product/98054_200w.jpg,3,1534,https://cpt.tcgcsv.com/6fP,2025-02-07T20:23:17.527,1,,0.15,0.32,2.0,0.32,,Reverse Holofoil,18/108,Common,Water,60,Basic,[W] Water Gun (10),,Lx2,F-20,1,
98055,Pelipper,Pelipper,https://tcgplayer-cdn.tcgplayer.com/product/98055_200w.jpg,3,1534,https://cpt.tcgcsv.com/7fP,2022-12-19T20:06:17.153,1,,0.05,0.2,1.49,0.12,,Normal,19/108,Uncommon,Water,100,Stage 1,"[1W] Swallow (30)
<br>Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.","[3W] Water Pulse (70)
<br>Your opponent's Active Pokemon is now Asleep.",Lx2,F-20,2,
98055,Pelipper,Pelipper,https://tcgplayer-cdn.tcgplayer.com/product/98055_200w.jpg,3,1534,https://cpt.tcgcsv.com/7fP,2022-12-19T20:06:17.153,1,,0.05,0.25,2.0,0.23,0.21,Reverse Holofoil,19/108,Uncommon,Water,100,Stage 1,"[1W] Swallow (30)
<br>Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.","[3W] Water Pulse (70)
<br>Your opponent's Active Pokemon is now Asleep.",Lx2,F-20,2,
98056,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/98056_200w.jpg,3,1534,https://cpt.tcgcsv.com/8fP,2022-12-19T20:06:24.543,1,,0.1,0.52,2.0,0.55,,Normal,20/108,Common,Lightning,60,Basic,"[1] Tail Whip
<br>Flip a coin. If heads, the Defending Pokemon can't attack during your opponent's next turn.",[1L] Electro Ball (30),Fx2,M-20,1,
98056,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/98056_200w.jpg,3,1534,https://cpt.tcgcsv.com/8fP,2022-12-19T20:06:24.543,1,,0.4,1.28,49.99,1.28,,Reverse Holofoil,20/108,Common,Lightning,60,Basic,"[1] Tail Whip
<br>Flip a coin. If heads, the Defending Pokemon can't attack during your opponent's next turn.",[1L] Electro Ball (30),Fx2,M-20,1,
98057,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/98057_200w.jpg,3,1534,https://cpt.tcgcsv.com/9fP,2022-12-19T20:06:31.83,1,,0.05,0.17,1.49,0.11,,Normal,21/108,Common,Lightning,60,Basic,"[L] Thunder Wave
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[1L] Big Explosion (60)
<br>This Pokemon does 60 damage to itself.",Fx2,M-20,1,
98057,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/98057_200w.jpg,3,1534,https://cpt.tcgcsv.com/9fP,2022-12-19T20:06:31.83,1,,0.05,0.31,2.0,0.29,,Reverse Holofoil,21/108,Common,Lightning,60,Basic,"[L] Thunder Wave
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[1L] Big Explosion (60)
<br>This Pokemon does 60 damage to itself.",Fx2,M-20,1,
98058,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/98058_200w.jpg,3,1534,https://cpt.tcgcsv.com/bfP,2022-12-19T20:06:40.52,1,,0.05,0.25,1.49,0.26,,Normal,22/108,Uncommon,Lightning,90,Stage 1,"[1] Continuous Tumble (20x)
<br>Flip a coin until you get tails. This attack does 20 damage times the number of heads.","[2L] Energy Bomb (70)
<br>You may move all Energy from this Pokemon to your Benched Pokemon in any way you like.",Fx2,M-20,1,
98058,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/98058_200w.jpg,3,1534,https://cpt.tcgcsv.com/bfP,2022-12-19T20:06:40.52,1,,0.25,0.61,4.99,0.61,,Reverse Holofoil,22/108,Uncommon,Lightning,90,Stage 1,"[1] Continuous Tumble (20x)
<br>Flip a coin until you get tails. This attack does 20 damage times the number of heads.","[2L] Energy Bomb (70)
<br>You may move all Energy from this Pokemon to your Benched Pokemon in any way you like.",Fx2,M-20,1,
98059,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/98059_200w.jpg,3,1534,https://cpt.tcgcsv.com/cfP,2024-03-15T20:26:09.467,1,,0.11,0.54,2.95,0.64,0.99,Normal,23/108,Rare,Lightning,120,Basic,[L] Drill Peck (20),"[1LL] Raging Thunder (120)
<br>This attack does 40 damage to 1 of your Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Lx2,F-20,2,
98059,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/98059_200w.jpg,3,1534,https://cpt.tcgcsv.com/cfP,2024-03-15T20:26:09.467,1,,0.62,1.27,4.0,1.46,1.74,Reverse Holofoil,23/108,Rare,Lightning,120,Basic,[L] Drill Peck (20),"[1LL] Raging Thunder (120)
<br>This attack does 40 damage to 1 of your Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Lx2,F-20,2,
98060,Electrike,Electrike,https://tcgplayer-cdn.tcgplayer.com/product/98060_200w.jpg,3,1534,https://cpt.tcgcsv.com/dfP,2022-12-19T20:06:53.81,1,,0.01,0.15,1.49,0.09,0.07,Normal,24/108,Common,Lightning,60,Basic,[1] Bite (10),,Fx2,M-20,1,
98060,Electrike,Electrike,https://tcgplayer-cdn.tcgplayer.com/product/98060_200w.jpg,3,1534,https://cpt.tcgcsv.com/dfP,2022-12-19T20:06:53.81,1,,0.08,0.28,2.0,0.26,,Reverse Holofoil,24/108,Common,Lightning,60,Basic,[1] Bite (10),,Fx2,M-20,1,
98061,Manectric,Manectric,https://tcgplayer-cdn.tcgplayer.com/product/98061_200w.jpg,3,1534,https://cpt.tcgcsv.com/ffP,2023-02-19T04:50:09.237,1,,0.01,0.2,1.49,0.15,,Normal,25/108,Uncommon,Lightning,90,Stage 1,"[L] Random Spark
<br>This attack does 30 damage to 1 of your opponent's Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",[2] Bite (40),Fx2,M-20,1,
98061,Manectric,Manectric,https://tcgplayer-cdn.tcgplayer.com/product/98061_200w.jpg,3,1534,https://cpt.tcgcsv.com/ffP,2023-02-19T04:50:09.237,1,,0.08,0.4,2.0,0.42,0.25,Reverse Holofoil,25/108,Uncommon,Lightning,90,Stage 1,"[L] Random Spark
<br>This attack does 30 damage to 1 of your opponent's Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",[2] Bite (40),Fx2,M-20,1,
98062,Thundurus EX,Thundurus EX,https://tcgplayer-cdn.tcgplayer.com/product/98062_200w.jpg,3,1534,https://cpt.tcgcsv.com/gfP,2022-12-19T20:09:44.827,1,,1.49,2.59,7.0,2.64,,Holofoil,26/108,Ultra Rare,Lightning,170,Basic,"[1L] Headlock (30+)
<br>Flip a coin. If heads, this attack does 30 more damage. If tails, your opponent's Active Pokemon is now Paralyzed.","[LLL] Voltage Rush (150)
<br>This Pokemon does 50 damage to itself.",Fx2,M-20,2,
98063,Natu (27),Natu 27,https://tcgplayer-cdn.tcgplayer.com/product/98063_200w.jpg,3,1534,https://cpt.tcgcsv.com/hfP,2025-02-07T20:23:17.62,1,,0.02,0.15,1.49,0.14,,Normal,27/108,Common,Psychic,50,Basic,[1] Peck (10),,Px2,None,1,
98063,Natu (27),Natu 27,https://tcgplayer-cdn.tcgplayer.com/product/98063_200w.jpg,3,1534,https://cpt.tcgcsv.com/hfP,2025-02-07T20:23:17.62,1,,0.05,0.32,2.0,0.36,,Reverse Holofoil,27/108,Common,Psychic,50,Basic,[1] Peck (10),,Px2,None,1,
98064,Natu (28 Delta),Natu 28 Delta,https://tcgplayer-cdn.tcgplayer.com/product/98064_200w.jpg,3,1534,https://cpt.tcgcsv.com/jfP,2025-02-07T20:23:17.68,1,"<b>Delta Plus</b> <em>If your opponent's Pokemon is Knocked Out by damage from an attack by this Pokemon, take 1 more Prize card.</em>",0.05,0.26,2.5,0.27,,Normal,28/108,Common,Psychic,40,Basic,"[1P] Psywave (10x)
<br>This attack does 10 damage times the amount of Energy attached to your opponent's Active Pokemon.",,Px2,None,1,
