productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance
83625,Armor Fossil,Armor Fossil,https://tcgplayer-cdn.tcgplayer.com/product/83625_200w.jpg,3,1368,https://cpt.tcgcsv.com/wsH,2022-12-08T18:54:18.743,1,116/123,Common,Trainer,50,,"Play Armor Fossil as if it were a Colorless Basic Pokémon. (Armor Fossil counts as a Trainer card as well, but if Armor Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Armor Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Armor Fossil from play. (This doesn't count as a Knocked Out Pokémon.)
<br>
<strong>Poké-BODY — Armor Stone</strong>
<br>
Whenever Armor Fossil would be damaged by your opponent's attack, flip a coin until you get tails. For each heads, reduce that damage by 10.",,,,0.02,0.24,3.5,0.2,,Normal,,
83625,Armor Fossil,Armor Fossil,https://tcgplayer-cdn.tcgplayer.com/product/83625_200w.jpg,3,1368,https://cpt.tcgcsv.com/wsH,2022-12-08T18:54:18.743,1,116/123,Common,Trainer,50,,"Play Armor Fossil as if it were a Colorless Basic Pokémon. (Armor Fossil counts as a Trainer card as well, but if Armor Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Armor Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Armor Fossil from play. (This doesn't count as a Knocked Out Pokémon.)
<br>
<strong>Poké-BODY — Armor Stone</strong>
<br>
Whenever Armor Fossil would be damaged by your opponent's attack, flip a coin until you get tails. For each heads, reduce that damage by 10.",,,,0.3,0.54,3.98,0.5,,Reverse Holofoil,,
83636,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83636_200w.jpg,3,1368,https://cpt.tcgcsv.com/LsH,2023-09-25T18:32:24.88,1,71/123,Common,Metal,50,Basic,,"[1M] Steel Tackle (30)
<br>
Aron does 10 damage to itself.",R+10,2,0.41,1.18,2.97,1.04,,Normal,,P-20
83636,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83636_200w.jpg,3,1368,https://cpt.tcgcsv.com/LsH,2023-09-25T18:32:24.88,1,71/123,Common,Metal,50,Basic,,"[1M] Steel Tackle (30)
<br>
Aron does 10 damage to itself.",R+10,2,2.97,3.62,4.27,3.34,,Reverse Holofoil,,P-20
83674,Azelf,Azelf,https://tcgplayer-cdn.tcgplayer.com/product/83674_200w.jpg,3,1368,https://cpt.tcgcsv.com/vtH,2023-09-25T18:27:41.127,1,4/123,Holo Rare,Psychic,60,Basic,"<strong>Poké-BODY — Downer Material</strong>
<br>
If you have Uxie and Mesprit in play, the attack cost of each of your opponent's Basic Pokémon's attacks is 1 Colorless more. You can't use more than 1 Downer Material Poké-Body each turn.","[P] Bind Pulse (10)
<br>
During your opponent's next turn, your opponent can't attach any Special Energy cards from his or her hand to any of his or her Pokémon.",P+20,1,5.04,9.51,49.99,11.86,,Holofoil,,
83674,Azelf,Azelf,https://tcgplayer-cdn.tcgplayer.com/product/83674_200w.jpg,3,1368,https://cpt.tcgcsv.com/vtH,2023-09-25T18:27:41.127,1,4/123,Holo Rare,Psychic,60,Basic,"<strong>Poké-BODY — Downer Material</strong>
<br>
If you have Uxie and Mesprit in play, the attack cost of each of your opponent's Basic Pokémon's attacks is 1 Colorless more. You can't use more than 1 Downer Material Poké-Body each turn.","[P] Bind Pulse (10)
<br>
During your opponent's next turn, your opponent can't attach any Special Energy cards from his or her hand to any of his or her Pokémon.",P+20,1,2.89,9.99,49.99,7.17,,Reverse Holofoil,,
83729,Barboach,Barboach,https://tcgplayer-cdn.tcgplayer.com/product/83729_200w.jpg,3,1368,https://cpt.tcgcsv.com/CvH,2023-09-25T18:32:28.027,1,72/123,Common,Water,50,Basic,,"[F] Mud Spit
<br>
Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G+10,1,0.06,0.25,1.49,0.36,0.2,Normal,,L-20
83729,Barboach,Barboach,https://tcgplayer-cdn.tcgplayer.com/product/83729_200w.jpg,3,1368,https://cpt.tcgcsv.com/CvH,2023-09-25T18:32:28.027,1,72/123,Common,Water,50,Basic,,"[F] Mud Spit
<br>
Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G+10,1,0.28,1.11,3.98,1.17,,Reverse Holofoil,,L-20
83747,Bayleef,Bayleef,https://tcgplayer-cdn.tcgplayer.com/product/83747_200w.jpg,3,1368,https://cpt.tcgcsv.com/ZvH,2023-09-25T18:30:20.463,1,41/123,Uncommon,Grass,80,Stage 1,,"[1] Evolution Impulse
<br>
Search your deck for an Evolution card, show it to your opponent, and put it in your hand. Shuffle your deck afterward.",R+20,1,0.29,0.58,1.0,0.85,,Normal,"[1G] Leaf Boomerang (30x)
<br>
Flip 2 coins. This attack does 30 damage times the number of heads.",W-20
83747,Bayleef,Bayleef,https://tcgplayer-cdn.tcgplayer.com/product/83747_200w.jpg,3,1368,https://cpt.tcgcsv.com/ZvH,2023-09-25T18:30:20.463,1,41/123,Uncommon,Grass,80,Stage 1,,"[1] Evolution Impulse
<br>
Search your deck for an Evolution card, show it to your opponent, and put it in your hand. Shuffle your deck afterward.",R+20,1,1.23,1.59,2.67,2.4,,Reverse Holofoil,"[1G] Leaf Boomerang (30x)
<br>
Flip 2 coins. This attack does 30 damage times the number of heads.",W-20
83761,Bebe's Search,Bebes Search,https://tcgplayer-cdn.tcgplayer.com/product/83761_200w.jpg,3,1368,https://cpt.tcgcsv.com/fwH,2024-08-12T20:14:57.577,1,109/123,Uncommon,Supporter,,,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Choose a card from your hand and put it on top of your deck. Search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. (If this is the only card in your hand, you can't play this card.)",,,,0.09,0.31,1.49,0.25,,Normal,,
83761,Bebe's Search,Bebes Search,https://tcgplayer-cdn.tcgplayer.com/product/83761_200w.jpg,3,1368,https://cpt.tcgcsv.com/fwH,2024-08-12T20:14:57.577,1,109/123,Uncommon,Supporter,,,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Choose a card from your hand and put it on top of your deck. Search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. (If this is the only card in your hand, you can't play this card.)",,,,0.9,1.29,8.98,1.29,,Reverse Holofoil,,
83825,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83825_200w.jpg,3,1368,https://cpt.tcgcsv.com/wxH,2023-09-25T18:34:31.977,1,73/123,Common,Colorless,60,Basic,<strong>Wacan Berry</strong> — Any damage done to Bidoof by attacks from Lightning Pokémon is reduced by 20 <em>(after applying Weakness and Resistance)</em>.,[2] Tackle (30),F+10,2,0.15,0.35,9.07,0.34,,Normal,,
83825,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83825_200w.jpg,3,1368,https://cpt.tcgcsv.com/wxH,2023-09-25T18:34:31.977,1,73/123,Common,Colorless,60,Basic,<strong>Wacan Berry</strong> — Any damage done to Bidoof by attacks from Lightning Pokémon is reduced by 20 <em>(after applying Weakness and Resistance)</em>.,[2] Tackle (30),F+10,2,0.81,1.48,3.17,5.55,,Reverse Holofoil,,
83921,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83921_200w.jpg,3,1368,https://cpt.tcgcsv.com/rBH,2023-09-25T18:27:43.82,1,5/123,Holo Rare,Colorless,130,Stage 1,"<strong>Poké-POWER — Kind Egg</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Happiny is anywhere under Blissey, you may choose a number of cards in your hand up to the amount of Energy attached to Blissey and put those cards on top of your deck. Shuffle your deck afterward. Then, draw that many cards. This power can't be used if Blissey is affected by a Special Condition.","[1] Happy Chance (20+)
<br>
Does 20 damage plus 10 more damage for each Energy attached to Blissey. Before doing damage, you may search your discard pile for a basic Energy card and attach it to Blissey.",F+30,3,2.4,4.35,12.99,4.35,,Holofoil,,
83921,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83921_200w.jpg,3,1368,https://cpt.tcgcsv.com/rBH,2023-09-25T18:27:43.82,1,5/123,Holo Rare,Colorless,130,Stage 1,"<strong>Poké-POWER — Kind Egg</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Happiny is anywhere under Blissey, you may choose a number of cards in your hand up to the amount of Energy attached to Blissey and put those cards on top of your deck. Shuffle your deck afterward. Then, draw that many cards. This power can't be used if Blissey is affected by a Special Condition.","[1] Happy Chance (20+)
<br>
Does 20 damage plus 10 more damage for each Energy attached to Blissey. Before doing damage, you may search your discard pile for a basic Energy card and attach it to Blissey.",F+30,3,3.29,4.72,9.95,4.79,,Reverse Holofoil,,
83992,Bronzong,Bronzong,https://tcgplayer-cdn.tcgplayer.com/product/83992_200w.jpg,3,1368,https://cpt.tcgcsv.com/SCH,2023-09-25T18:27:48.353,1,6/123,Holo Rare,Metal,90,Stage 1,"<strong>Poké-POWER — Miracle Oracle</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may draw a card. Then, discard a card from your hand. If you discard an Energy card, draw 1 more card. This power can't be used if Bronzong is affected by a Special Condition.","[1MM] Shady Stamp (50)
<br>
The Defending Pokémon is now Confused.",R+30,3,1.99,2.86,6.98,2.89,3.09,Holofoil,,P-20
83992,Bronzong,Bronzong,https://tcgplayer-cdn.tcgplayer.com/product/83992_200w.jpg,3,1368,https://cpt.tcgcsv.com/SCH,2023-09-25T18:27:48.353,1,6/123,Holo Rare,Metal,90,Stage 1,"<strong>Poké-POWER — Miracle Oracle</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may draw a card. Then, discard a card from your hand. If you discard an Energy card, draw 1 more card. This power can't be used if Bronzong is affected by a Special Condition.","[1MM] Shady Stamp (50)
<br>
The Defending Pokémon is now Confused.",R+30,3,1.8,2.75,6.99,2.75,3.99,Reverse Holofoil,,P-20
84001,Bronzor,Bronzor,https://tcgplayer-cdn.tcgplayer.com/product/84001_200w.jpg,3,1368,https://cpt.tcgcsv.com/2DH,2023-09-25T18:35:38.247,1,74/123,Common,Metal,50,Basic,,"[1M] Dull Light (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused.",R+10,1,0.02,0.21,1.49,0.18,0.1,Normal,,P-20
84001,Bronzor,Bronzor,https://tcgplayer-cdn.tcgplayer.com/product/84001_200w.jpg,3,1368,https://cpt.tcgcsv.com/2DH,2023-09-25T18:35:38.247,1,74/123,Common,Metal,50,Basic,,"[1M] Dull Light (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused.",R+10,1,0.1,0.68,2.98,0.58,,Reverse Holofoil,,P-20
84016,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/84016_200w.jpg,3,1368,https://cpt.tcgcsv.com/lDH,2023-09-25T18:35:07.463,1,75/123,Common,Water,60,Basic,"<strong>Chesto Berry</strong> — If Buizel is Asleep, remove the Special Condition Asleep from Buizel at the end of each player's turn.","[2] Quick Attack (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 30 more damage.",L+10,1,0.1,0.29,9.07,0.27,,Normal,,
84016,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/84016_200w.jpg,3,1368,https://cpt.tcgcsv.com/lDH,2023-09-25T18:35:07.463,1,75/123,Common,Water,60,Basic,"<strong>Chesto Berry</strong> — If Buizel is Asleep, remove the Special Condition Asleep from Buizel at the end of each player's turn.","[2] Quick Attack (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 30 more damage.",L+10,1,1.03,1.93,6.6,1.52,,Reverse Holofoil,,
84146,Celebi,Celebi,https://tcgplayer-cdn.tcgplayer.com/product/84146_200w.jpg,3,1368,https://cpt.tcgcsv.com/XGH,2024-10-18T17:35:37.183,1,7/123,Holo Rare,Grass,60,Basic,,"[0] Sprout
<br>
Search your deck for a Grass Energy card and attach it to Celebi. Shuffle your deck afterward.",R+20,1,24.6,24.99,29.97,17.07,24.99,Holofoil,"[GG] Leaf Tornado (30)
<br>
You may move any number of basic Grass Energy cards attached to your Pokémon to your other Pokémon in any way you like.",
84146,Celebi,Celebi,https://tcgplayer-cdn.tcgplayer.com/product/84146_200w.jpg,3,1368,https://cpt.tcgcsv.com/XGH,2024-10-18T17:35:37.183,1,7/123,Holo Rare,Grass,60,Basic,,"[0] Sprout
<br>
Search your deck for a Grass Energy card and attach it to Celebi. Shuffle your deck afterward.",R+20,1,4.99,8.3,21.94,12.27,9.75,Reverse Holofoil,"[GG] Leaf Tornado (30)
<br>
You may move any number of basic Grass Energy cards attached to your Pokémon to your other Pokémon in any way you like.",
84175,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84175_200w.jpg,3,1368,https://cpt.tcgcsv.com/wHH,2023-09-25T18:35:11.263,1,76/123,Common,Colorless,100,Basic,,"[2] Scrunch
<br>
Flip a coin. If heads, prevent all damage done to Chansey by attacks during your opponent's next turn.",F+20,2,0.17,0.37,9.07,0.46,,Normal,"[4] Double-edge (80)
<br>
Chansey does 60 damage to itself.",
84175,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84175_200w.jpg,3,1368,https://cpt.tcgcsv.com/wHH,2023-09-25T18:35:11.263,1,76/123,Common,Colorless,100,Basic,,"[2] Scrunch
<br>
Flip a coin. If heads, prevent all damage done to Chansey by attacks during your opponent's next turn.",F+20,2,0.45,1.18,3.2,2.57,,Reverse Holofoil,"[4] Double-edge (80)
<br>
Chansey does 60 damage to itself.",
84278,Chikorita,Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/84278_200w.jpg,3,1368,https://cpt.tcgcsv.com/BKH,2023-09-25T18:35:14.497,1,77/123,Common,Grass,50,Basic,,"[0] Sleep Scent
<br>
Flip a coin. If heads, the Defending Pokémon is now Asleep.",R+10,1,0.05,0.51,5.0,0.66,,Normal,"[G] Jump On (10+)
<br>
Flip a coin. If heads this attack does an additional 10 damage.",W-20
84278,Chikorita,Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/84278_200w.jpg,3,1368,https://cpt.tcgcsv.com/BKH,2023-09-25T18:35:14.497,1,77/123,Common,Grass,50,Basic,,"[0] Sleep Scent
<br>
Flip a coin. If heads, the Defending Pokémon is now Asleep.",R+10,1,2.02,4.2,4.38,4.3,,Reverse Holofoil,"[G] Jump On (10+)
<br>
Flip a coin. If heads this attack does an additional 10 damage.",W-20
84295,Chimecho,Chimecho,https://tcgplayer-cdn.tcgplayer.com/product/84295_200w.jpg,3,1368,https://cpt.tcgcsv.com/WKH,2023-09-25T18:28:52.273,1,22/123,Rare,Psychic,70,Basic,,"[1] Call In
<br>
Draw a card. If Chingling is anywhere under Chimecho, draw 2 more cards.",P+20,1,0.48,0.94,6.36,0.82,,Normal,"[P] Strange Bell (20)
<br>
If the Defending Pokémon is a Basic Pokémon, that Pokémon is now Confused.",
84295,Chimecho,Chimecho,https://tcgplayer-cdn.tcgplayer.com/product/84295_200w.jpg,3,1368,https://cpt.tcgcsv.com/WKH,2023-09-25T18:28:52.273,1,22/123,Rare,Psychic,70,Basic,,"[1] Call In
<br>
Draw a card. If Chingling is anywhere under Chimecho, draw 2 more cards.",P+20,1,0.57,1.66,3.99,1.14,,Reverse Holofoil,"[P] Strange Bell (20)
<br>
If the Defending Pokémon is a Basic Pokémon, that Pokémon is now Confused.",
84313,Chingling,Chingling,https://tcgplayer-cdn.tcgplayer.com/product/84313_200w.jpg,3,1368,https://cpt.tcgcsv.com/hLH,2023-09-25T18:37:12.737,1,42/123,Uncommon,Psychic,40,Basic,"<strong>Poké-POWER — Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Chimecho from your hand onto Chingling (this counts as evolving Chingling) and remove all damage counters from Chingling.","[0] Inviting Bell
<br>
Search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",P+10,1,3.65,6.3,15.99,11.8,13.38,Normal,,
84313,Chingling,Chingling,https://tcgplayer-cdn.tcgplayer.com/product/84313_200w.jpg,3,1368,https://cpt.tcgcsv.com/hLH,2023-09-25T18:37:12.737,1,42/123,Uncommon,Psychic,40,Basic,"<strong>Poké-POWER — Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Chimecho from your hand onto Chingling (this counts as evolving Chingling) and remove all damage counters from Chingling.","[0] Inviting Bell
<br>
Search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",P+10,1,10.56,15.28,20.0,10.24,,Reverse Holofoil,,
84458,Cranidos,Cranidos,https://tcgplayer-cdn.tcgplayer.com/product/84458_200w.jpg,3,1368,https://cpt.tcgcsv.com/bPH,2024-10-07T18:20:13.187,1,43/123,Uncommon,Fighting,70,Stage 1,,[1] Headbutt (20),G+20,1,0.13,0.29,2.84,0.26,,Normal,"[1F] Steamroll (30)
<br>
Does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
84458,Cranidos,Cranidos,https://tcgplayer-cdn.tcgplayer.com/product/84458_200w.jpg,3,1368,https://cpt.tcgcsv.com/bPH,2024-10-07T18:20:13.187,1,43/123,Uncommon,Fighting,70,Stage 1,,[1] Headbutt (20),G+20,1,1.25,5.95,8.98,2.06,,Reverse Holofoil,"[1F] Steamroll (30)
<br>
Does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
84473,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84473_200w.jpg,3,1368,https://cpt.tcgcsv.com/tPH,2023-09-25T18:35:18.043,1,78/123,Common,Psychic,60,Basic,,"[1] Ghastly Sound
<br>
Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.",P+10,1,0.14,0.26,1.57,0.26,,Normal,"[PP] Finger Poke (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
84473,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84473_200w.jpg,3,1368,https://cpt.tcgcsv.com/tPH,2023-09-25T18:35:18.043,1,78/123,Common,Psychic,60,Basic,,"[1] Ghastly Sound
<br>
Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.",P+10,1,0.25,0.79,2.0,1.13,,Reverse Holofoil,"[PP] Finger Poke (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
