productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extCardText
111507,Seedot,Seedot,https://tcgplayer-cdn.tcgplayer.com/product/111507_200w.jpg,3,1701,https://cpt.tcgcsv.com/9DV,2022-12-15T16:26:03.513,1,0.19,0.38,2.95,0.39,0.38,Reverse Holofoil,4/122,Common,Grass,50,Basic,[1] Ram (10),,Rx2,None,1,
111508,Kricketot,Kricketot,https://tcgplayer-cdn.tcgplayer.com/product/111508_200w.jpg,3,1701,https://cpt.tcgcsv.com/bDV,2022-12-15T16:26:10.607,1,0.05,0.2,2.95,0.14,0.1,Normal,5/122,Common,Grass,60,Basic,"[G] Bug Hunch
<br>Search your deck for up to 3 Grass Pokemon, reveal them, and put them into your hand. Shuffle your deck afterward.",,Rx2,None,1,
111508,Kricketot,Kricketot,https://tcgplayer-cdn.tcgplayer.com/product/111508_200w.jpg,3,1701,https://cpt.tcgcsv.com/bDV,2022-12-15T16:26:10.607,1,0.11,0.44,2.07,0.46,,Reverse Holofoil,5/122,Common,Grass,60,Basic,"[G] Bug Hunch
<br>Search your deck for up to 3 Grass Pokemon, reveal them, and put them into your hand. Shuffle your deck afterward.",,Rx2,None,1,
111509,Kricketune,Kricketune,https://tcgplayer-cdn.tcgplayer.com/product/111509_200w.jpg,3,1701,https://cpt.tcgcsv.com/cDV,2022-12-15T16:26:18.44,1,0.02,0.2,1.49,0.11,,Normal,6/122,Uncommon,Grass,90,Stage 1,"[1] Screech 
<br>During your next turn, any damage done to the Defending Pokemon by attacks is increased by 60 <i>(after applying Weakness and Resistance)</i>.",,Rx2,None,1,
111509,Kricketune,Kricketune,https://tcgplayer-cdn.tcgplayer.com/product/111509_200w.jpg,3,1701,https://cpt.tcgcsv.com/cDV,2022-12-15T16:26:18.44,1,0.14,0.4,1.49,0.42,,Reverse Holofoil,6/122,Uncommon,Grass,90,Stage 1,"[1] Screech 
<br>During your next turn, any damage done to the Defending Pokemon by attacks is increased by 60 <i>(after applying Weakness and Resistance)</i>.",,Rx2,None,1,
111510,Petilil,Petilil,https://tcgplayer-cdn.tcgplayer.com/product/111510_200w.jpg,3,1701,https://cpt.tcgcsv.com/dDV,2025-02-05T21:21:03.327,1,0.02,0.15,1.49,0.12,,Normal,7/122,Common,Grass,50,Basic,"[G] Aromatherapy
<br>Heal 10 damage from each of your Pokemon.",,Rx2,None,1,
111510,Petilil,Petilil,https://tcgplayer-cdn.tcgplayer.com/product/111510_200w.jpg,3,1701,https://cpt.tcgcsv.com/dDV,2025-02-05T21:21:03.327,1,0.25,0.45,1.58,0.35,,Reverse Holofoil,7/122,Common,Grass,50,Basic,"[G] Aromatherapy
<br>Heal 10 damage from each of your Pokemon.",,Rx2,None,1,
111511,Lilligant,Lilligant,https://tcgplayer-cdn.tcgplayer.com/product/111511_200w.jpg,3,1701,https://cpt.tcgcsv.com/fDV,2022-12-15T16:26:30.213,1,0.15,0.39,3.44,0.38,,Normal,8/122,Rare,Grass,80,Stage 1,"[G] Boo-Hoo (20)
<br>If your opponent attaches an Energy card from his or her hand to the Defending Pokemon during his or her next turn, that Pokemon will be Asleep.","[2] Leaf Slice (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",Rx2,None,1,
111511,Lilligant,Lilligant,https://tcgplayer-cdn.tcgplayer.com/product/111511_200w.jpg,3,1701,https://cpt.tcgcsv.com/fDV,2022-12-15T16:26:30.213,1,0.3,0.5,1.66,0.45,,Reverse Holofoil,8/122,Rare,Grass,80,Stage 1,"[G] Boo-Hoo (20)
<br>If your opponent attaches an Energy card from his or her hand to the Defending Pokemon during his or her next turn, that Pokemon will be Asleep.","[2] Leaf Slice (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",Rx2,None,1,
111512,Durant,Durant,https://tcgplayer-cdn.tcgplayer.com/product/111512_200w.jpg,3,1701,https://cpt.tcgcsv.com/gDV,2024-01-11T18:18:17.953,1,0.04,0.2,1.49,0.13,0.1,Normal,9/122,Uncommon,Grass,70,Basic,"[G] Mountain Munch (10)
<br>Discard the top card of your opponent's deck.","[1G] Scrape Down
<br>If this Pokemon has any damage counters on it, discard the top 4 cards of your opponent's deck.",Rx2,None,1,
111512,Durant,Durant,https://tcgplayer-cdn.tcgplayer.com/product/111512_200w.jpg,3,1701,https://cpt.tcgcsv.com/gDV,2024-01-11T18:18:17.953,1,0.15,0.36,1.49,0.35,,Reverse Holofoil,9/122,Uncommon,Grass,70,Basic,"[G] Mountain Munch (10)
<br>Discard the top card of your opponent's deck.","[1G] Scrape Down
<br>If this Pokemon has any damage counters on it, discard the top 4 cards of your opponent's deck.",Rx2,None,1,
111513,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/111513_200w.jpg,3,1701,https://cpt.tcgcsv.com/hDV,2025-02-05T21:21:03.373,1,0.02,0.2,1.49,0.23,,Normal,10/122,Common,Fire,70,Basic,[2] Bite (20),,Wx2,None,2,
111513,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/111513_200w.jpg,3,1701,https://cpt.tcgcsv.com/hDV,2025-02-05T21:21:03.373,1,0.1,0.38,5.01,0.37,,Reverse Holofoil,10/122,Common,Fire,70,Basic,[2] Bite (20),,Wx2,None,2,
111514,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/111514_200w.jpg,3,1701,https://cpt.tcgcsv.com/jDV,2022-12-15T16:26:55.853,1,0.12,0.35,5.05,0.39,0.37,Normal,11/122,Uncommon,Fire,110,Stage 1,[1] Flop (30),"[1RR] Flamethrower (90)
<br>Discard an Energy attached to this Pokemon.",Wx2,None,2,
111514,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/111514_200w.jpg,3,1701,https://cpt.tcgcsv.com/jDV,2022-12-15T16:26:55.853,1,0.75,1.38,10.0,1.71,1.26,Reverse Holofoil,11/122,Uncommon,Fire,110,Stage 1,[1] Flop (30),"[1RR] Flamethrower (90)
<br>Discard an Energy attached to this Pokemon.",Wx2,None,2,
111515,Numel,Numel,https://tcgplayer-cdn.tcgplayer.com/product/111515_200w.jpg,3,1701,https://cpt.tcgcsv.com/kDV,2025-02-05T21:21:03.433,1,0.01,0.15,1.49,0.1,,Normal,12/122,Common,Fire,80,Basic,[1] Tackle (10),[1RR] Combustion (40),Wx2,None,3,
111515,Numel,Numel,https://tcgplayer-cdn.tcgplayer.com/product/111515_200w.jpg,3,1701,https://cpt.tcgcsv.com/kDV,2025-02-05T21:21:03.433,1,0.08,0.33,1.49,0.32,,Reverse Holofoil,12/122,Common,Fire,80,Basic,[1] Tackle (10),[1RR] Combustion (40),Wx2,None,3,
111516,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/111516_200w.jpg,3,1701,https://cpt.tcgcsv.com/lDV,2022-12-31T07:57:16.853,1,0.09,0.22,2.5,0.15,0.15,Normal,13/122,Rare,Fire,130,Stage 1,[2] Ram (30),"[1RR] Eruption (80+)
<br>Each player discards the top card of his or her deck. This attack does 60 more damage for each Energy card discarded this way.",Wx2,None,4,
111516,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/111516_200w.jpg,3,1701,https://cpt.tcgcsv.com/lDV,2022-12-31T07:57:16.853,1,0.08,0.4,3.49,0.28,,Reverse Holofoil,13/122,Rare,Fire,130,Stage 1,[2] Ram (30),"[1RR] Eruption (80+)
<br>Each player discards the top card of his or her deck. This attack does 60 more damage for each Energy card discarded this way.",Wx2,None,4,
111517,Emboar EX,Emboar EX,https://tcgplayer-cdn.tcgplayer.com/product/111517_200w.jpg,3,1701,https://cpt.tcgcsv.com/mDV,2022-12-15T16:27:14.8,1,1.8,2.35,9.84,2.18,,Holofoil,14/122,Ultra Rare,Fire,180,Basic,"[1R] Spiral Punch (20+)
<br>Flip a coin until you get tails. This attack does 20 more damage for each heads.","[2RR] Strong Flare (150)
<br>Discard 2 Energy attached to this Pokemon.",Wx2,None,3,
111518,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/111518_200w.jpg,3,1701,https://cpt.tcgcsv.com/nDV,2025-02-05T21:21:03.48,1,0.03,0.23,1.49,0.08,,Normal,15/122,Uncommon,Fire,100,Basic,"[R] Reinforced Flame (20+)
<br>If this Pokmeon has a Pokemon Tool card attached to it, this attack does 20 more damage.",[2R] Heat Blast (70),Wx2,None,2,
111518,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/111518_200w.jpg,3,1701,https://cpt.tcgcsv.com/nDV,2025-02-05T21:21:03.48,1,0.1,0.32,1.49,0.2,,Reverse Holofoil,15/122,Uncommon,Fire,100,Basic,"[R] Reinforced Flame (20+)
<br>If this Pokmeon has a Pokemon Tool card attached to it, this attack does 20 more damage.",[2R] Heat Blast (70),Wx2,None,2,
111519,Psyduck,Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/111519_200w.jpg,3,1701,https://cpt.tcgcsv.com/pDV,2023-06-21T14:41:23.653,1,0.05,0.27,4.95,0.3,,Normal,16/122,Common,Water,60,Basic,[2] Stampede (20),,Gx2,None,1,
111519,Psyduck,Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/111519_200w.jpg,3,1701,https://cpt.tcgcsv.com/pDV,2023-06-21T14:41:23.653,1,0.38,1.07,3.99,1.41,,Reverse Holofoil,16/122,Common,Water,60,Basic,[2] Stampede (20),,Gx2,None,1,
111520,Golduck,Golduck,https://tcgplayer-cdn.tcgplayer.com/product/111520_200w.jpg,3,1701,https://cpt.tcgcsv.com/qDV,2025-02-05T21:21:03.527,1,0.05,0.25,3.03,0.22,,Normal,17/122,Rare,Water,100,Stage 1,"[W] Derail (20)
<br>Discard a Special Energy attached to your opponent's Active Pokemon.",[2W] Hydro Splash (70),Gx2,None,1,
111520,Golduck,Golduck,https://tcgplayer-cdn.tcgplayer.com/product/111520_200w.jpg,3,1701,https://cpt.tcgcsv.com/qDV,2025-02-05T21:21:03.527,1,0.29,0.66,5.13,0.66,,Reverse Holofoil,17/122,Rare,Water,100,Stage 1,"[W] Derail (20)
<br>Discard a Special Energy attached to your opponent's Active Pokemon.",[2W] Hydro Splash (70),Gx2,None,1,
111521,Golduck BREAK,Golduck BREAK,https://tcgplayer-cdn.tcgplayer.com/product/111521_200w.jpg,3,1701,https://cpt.tcgcsv.com/rDV,2022-12-15T16:27:38.097,1,1.75,3.59,24.85,3.44,3.59,Holofoil,18/122,Rare BREAK,Water,140,BREAK Evolution,,,None,None,0,"<em>Golduck <b>BREAK</b> retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.</em>
<br>
<br><b>Ability — Hyper Transfer </b>
<br>As often as you like during your turn <em>(before your attack)</em>, you may move a basic Energy from 1 of your Pokemon to another of your Pokemon."
111522,Slowpoke,Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/111522_200w.jpg,3,1701,https://cpt.tcgcsv.com/sDV,2022-12-15T16:27:43.563,1,0.02,0.25,1.49,0.24,,Normal,19/122,Common,Water,70,Basic,[1] Headbutt (10),"[2] Tail Lure
<br>Search your deck for a Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward.",Gx2,None,2,
111522,Slowpoke,Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/111522_200w.jpg,3,1701,https://cpt.tcgcsv.com/sDV,2022-12-15T16:27:43.563,1,0.53,0.75,1.89,1.68,,Reverse Holofoil,19/122,Common,Water,70,Basic,[1] Headbutt (10),"[2] Tail Lure
<br>Search your deck for a Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward.",Gx2,None,2,
111523,Slowbro,Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/111523_200w.jpg,3,1701,https://cpt.tcgcsv.com/tDV,2022-12-15T16:27:49.27,1,0.1,0.33,1.5,0.34,,Normal,20/122,Uncommon,Water,100,Stage 1,"[W] Careless Head (10+)
<br>Flip a coin. If heads, this attack does 50 more damage.","[3] Walk-Off Homer
<br>If you use this attack when you only have 1 Prize card left, you win this game.",Gx2,None,2,
111523,Slowbro,Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/111523_200w.jpg,3,1701,https://cpt.tcgcsv.com/tDV,2022-12-15T16:27:49.27,1,0.39,0.67,3.99,0.67,,Reverse Holofoil,20/122,Uncommon,Water,100,Stage 1,"[W] Careless Head (10+)
<br>Flip a coin. If heads, this attack does 50 more damage.","[3] Walk-Off Homer
<br>If you use this attack when you only have 1 Prize card left, you win this game.",Gx2,None,2,
111524,Slowking,Slowking,https://tcgplayer-cdn.tcgplayer.com/product/111524_200w.jpg,3,1701,https://cpt.tcgcsv.com/vDV,2022-12-15T16:27:54.907,1,0.2,0.64,5.98,0.56,0.97,Holofoil,21/122,Holo Rare,Water,100,Stage 1,"[1W] Psych Up (40)
<br>During your next turn, this Pokemon's Psych Up attack does 40 more damage <i>(before applying Weakness and Resistance)</i>.",,Gx2,None,2,"<b>Ability — Royal Flash</b>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, move an Energy from your opponent's Active Pokemon to 1 of his or her Benched Pokemon."
111524,Slowking,Slowking,https://tcgplayer-cdn.tcgplayer.com/product/111524_200w.jpg,3,1701,https://cpt.tcgcsv.com/vDV,2022-12-15T16:27:54.907,1,0.27,0.75,4.31,0.93,,Reverse Holofoil,21/122,Holo Rare,Water,100,Stage 1,"[1W] Psych Up (40)
<br>During your next turn, this Pokemon's Psych Up attack does 40 more damage <i>(before applying Weakness and Resistance)</i>.",,Gx2,None,2,"<b>Ability — Royal Flash</b>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, move an Energy from your opponent's Active Pokemon to 1 of his or her Benched Pokemon."
111525,Shellder (22),Shellder 22,https://tcgplayer-cdn.tcgplayer.com/product/111525_200w.jpg,3,1701,https://cpt.tcgcsv.com/wDV,2024-06-06T15:23:14.61,1,0.04,0.18,1.49,0.12,0.05,Normal,22/122,Common,Water,60,Basic,"[W] Razor Shell (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",,Gx2,None,2,
111525,Shellder (22),Shellder 22,https://tcgplayer-cdn.tcgplayer.com/product/111525_200w.jpg,3,1701,https://cpt.tcgcsv.com/wDV,2024-06-06T15:23:14.61,1,0.05,0.34,2.0,0.34,,Reverse Holofoil,22/122,Common,Water,60,Basic,"[W] Razor Shell (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",,Gx2,None,2,
111526,Shellder (23),Shellder 23,https://tcgplayer-cdn.tcgplayer.com/product/111526_200w.jpg,3,1701,https://cpt.tcgcsv.com/xDV,2022-12-15T16:28:06.987,1,0.01,0.19,1.49,0.11,0.05,Normal,23/122,Common,Water,60,Basic,"[1W] Clamp (30)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. If tails, this attack does nothing.",,Gx2,None,1,
111526,Shellder (23),Shellder 23,https://tcgplayer-cdn.tcgplayer.com/product/111526_200w.jpg,3,1701,https://cpt.tcgcsv.com/xDV,2022-12-15T16:28:06.987,1,0.2,0.3,1.49,0.28,,Reverse Holofoil,23/122,Common,Water,60,Basic,"[1W] Clamp (30)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. If tails, this attack does nothing.",,Gx2,None,1,
111527,Cloyster,Cloyster,https://tcgplayer-cdn.tcgplayer.com/product/111527_200w.jpg,3,1701,https://cpt.tcgcsv.com/zDV,2022-12-15T16:28:14.523,1,0.05,0.2,1.49,0.18,,Normal,24/122,Uncommon,Water,100,Stage 1,"[W] Sudden Grip (10)
<br>If this Pokemon evolved from Shellder during this turn, your opponent's Active Pokemon is now Paralyzed.",[2W] Surf (70),Gx2,None,2,
111527,Cloyster,Cloyster,https://tcgplayer-cdn.tcgplayer.com/product/111527_200w.jpg,3,1701,https://cpt.tcgcsv.com/zDV,2022-12-15T16:28:14.523,1,0.08,0.57,2.0,0.57,,Reverse Holofoil,24/122,Uncommon,Water,100,Stage 1,"[W] Sudden Grip (10)
<br>If this Pokemon evolved from Shellder during this turn, your opponent's Active Pokemon is now Paralyzed.",[2W] Surf (70),Gx2,None,2,
111528,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/111528_200w.jpg,3,1701,https://cpt.tcgcsv.com/BDV,2022-12-15T16:28:20.143,1,0.04,0.2,9.07,0.13,0.14,Normal,25/122,Common,Water,40,Basic,[W] Smack (20),,Gx2,None,0,
111528,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/111528_200w.jpg,3,1701,https://cpt.tcgcsv.com/BDV,2022-12-15T16:28:20.143,1,0.2,0.48,1.95,0.48,,Reverse Holofoil,25/122,Common,Water,40,Basic,[W] Smack (20),,Gx2,None,0,
111529,Gyarados EX,Gyarados EX,https://tcgplayer-cdn.tcgplayer.com/product/111529_200w.jpg,3,1701,https://cpt.tcgcsv.com/CDV,2023-05-17T19:24:01.62,1,9.26,14.5,25.18,13.82,17.99,Holofoil,26/122,Ultra Rare,Water,180,Basic,"[1] Stormy Seas
<br>Flip a coin until you get tails. For each heads, search your deck for a Water Energy card and attach it to this Pokemon. Shuffle your deck afterward.","[2WW] Splash Burn (130)
<br>This attack does 10 damage to each of your Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Lx2,None,4,
111530,Gyarados EX (Full Art),Gyarados EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/111530_200w.jpg,3,1701,https://cpt.tcgcsv.com/DDV,2022-12-15T16:52:29.14,1,43.96,67.82,99.99,66.95,,Holofoil,114/122,Ultra Rare,Water,180,Basic,"[1] Stormy Seas
<br>Flip a coin until you get tails. For each heads, search your deck for a Water Energy card and attach it to this Pokemon. Shuffle your deck afterward.","[2WW] Splash Burn (130)
<br>This attack does 10 damage to each of your Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Lx2,None,4,
111531,Gyarados EX (Secret),Gyarados EX Secret,https://tcgplayer-cdn.tcgplayer.com/product/111531_200w.jpg,3,1701,https://cpt.tcgcsv.com/FDV,2023-03-19T11:22:14.183,1,113.95,210.52,399.73,244.15,,Holofoil,123/122,Secret Rare,Water,180,Basic,"[1] Stormy Seas
<br>Flip a coin until you get tails. For each heads, search your deck for a Water Energy card and attach it to this Pokemon. Shuffle your deck afterward.","[2WW] Splash Burn (130)
<br>This attack does 10 damage to each of your Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Lx2,None,4,
111532,M Gyarados EX,M Gyarados EX,https://tcgplayer-cdn.tcgplayer.com/product/111532_200w.jpg,3,1701,https://cpt.tcgcsv.com/GDV,2023-02-17T19:46:43.9,1,30.17,44.48,84.99,45.09,38.48,Holofoil,27/122,Ultra Rare,Water,240,Mega,"[4] Blast Geyser (120+)
<br>You may do 20 more damage for each Water Energy attached to this Pokemon. If you do, discard the top 2 cards of your deck.",,Lx2,None,2,
111533,M Gyarados EX (Full Art),M Gyarados EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/111533_200w.jpg,3,1701,https://cpt.tcgcsv.com/HDV,2022-12-15T16:52:38.53,1,79.01,112.55,193.09,117.92,,Holofoil,115/122,Ultra Rare,Water,240,Mega,"[4] Blast Geyser (120+)
<br>You may do 20 more damage for each Water Energy attached to this Pokemon. If you do, discard the top 2 cards of your deck.",,Lx2,None,2,
111534,Lapras,Lapras,https://tcgplayer-cdn.tcgplayer.com/product/111534_200w.jpg,3,1701,https://cpt.tcgcsv.com/JDV,2022-12-15T16:34:08.027,1,0.15,0.33,2.95,0.35,,Normal,28/122,Uncommon,Water,120,Basic,"[W] Errand-Running
<br>Search your deck for a Trainer card, reveal it, and put it into your hand. Shuffle your deck afterward.","[1WW] Water Splash (80+)
<br>Flip a coin. If heads, this attack does 20 more damage.",Mx2,None,2,
111534,Lapras,Lapras,https://tcgplayer-cdn.tcgplayer.com/product/111534_200w.jpg,3,1701,https://cpt.tcgcsv.com/JDV,2022-12-15T16:34:08.027,1,0.69,1.14,2.93,1.14,,Reverse Holofoil,28/122,Uncommon,Water,120,Basic,"[W] Errand-Running
<br>Search your deck for a Trainer card, reveal it, and put it into your hand. Shuffle your deck afterward.","[1WW] Water Splash (80+)
<br>Flip a coin. If heads, this attack does 20 more damage.",Mx2,None,2,
111535,Corsola,Corsola,https://tcgplayer-cdn.tcgplayer.com/product/111535_200w.jpg,3,1701,https://cpt.tcgcsv.com/KDV,2022-12-15T16:34:14.903,1,0.05,0.21,1.87,0.19,,Normal,29/122,Common,Water,80,Basic,"[2] Spike Cannon (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",[3] Power Gem (50),Gx2,None,1,
111535,Corsola,Corsola,https://tcgplayer-cdn.tcgplayer.com/product/111535_200w.jpg,3,1701,https://cpt.tcgcsv.com/KDV,2022-12-15T16:34:14.903,1,0.31,0.51,2.0,0.58,,Reverse Holofoil,29/122,Common,Water,80,Basic,"[2] Spike Cannon (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",[3] Power Gem (50),Gx2,None,1,
111536,Suicune,Suicune,https://tcgplayer-cdn.tcgplayer.com/product/111536_200w.jpg,3,1701,https://cpt.tcgcsv.com/LDV,2022-12-15T16:35:23.813,1,1.1,2.12,10.0,2.41,2.8,Holofoil,30/122,Holo Rare,Water,120,Basic,[WWW] Aurora Beam (110),,Gx2,None,1,"<b>Ability — Wind Charm</b>
<br>As long as this Pokemon is your Active Pokemon, prevent all effects of your opponent's attacks, except damage, done to each of your Pokemon. <em>(Existing effects are not removed.)</em>"
111536,Suicune,Suicune,https://tcgplayer-cdn.tcgplayer.com/product/111536_200w.jpg,3,1701,https://cpt.tcgcsv.com/LDV,2022-12-15T16:35:23.813,1,1.0,2.55,7.95,2.63,,Reverse Holofoil,30/122,Holo Rare,Water,120,Basic,[WWW] Aurora Beam (110),,Gx2,None,1,"<b>Ability — Wind Charm</b>
<br>As long as this Pokemon is your Active Pokemon, prevent all effects of your opponent's attacks, except damage, done to each of your Pokemon. <em>(Existing effects are not removed.)</em>"
111537,Palkia EX,Palkia EX,https://tcgplayer-cdn.tcgplayer.com/product/111537_200w.jpg,3,1701,https://cpt.tcgcsv.com/MDV,2022-12-15T16:35:31.013,1,2.79,5.08,14.38,5.35,,Holofoil,31/122,Ultra Rare,Water,180,Basic,"[WW] Aqua Turbo (40)
<br>Search your deck for up to 2 Water Energy cards and attach them to 1 of your Benched Pokemon. Shuffle your deck afterward.","[WWWW] Pearl Hurricane (120)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Gx2,None,2,
111538,Manaphy EX,Manaphy EX,https://tcgplayer-cdn.tcgplayer.com/product/111538_200w.jpg,3,1701,https://cpt.tcgcsv.com/NDV,2022-12-15T16:35:39.443,1,1.43,2.87,12.02,2.7,2.96,Holofoil,32/122,Ultra Rare,Water,120,Basic,"[WW] Mineral Pump (60)
<br>Heal 30 damage from each of your Benched Pokemon.",,Gx2,None,1,"<b>Ability — Aqua Tube</b>
<br>Each of your Pokemon that has any Water Energy attached to it has no Retreat Cost."
