productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance,extCardText
94139,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/94139_200w.jpg,3,1494,https://cpt.tcgcsv.com/PGM,2023-04-17T10:06:28.757,1,6/119,Uncommon,Grass,70,Stage 1,"[G] Protect
Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.",Rx2,1,0.12,0.29,1.49,0.31,0.5,Normal,[1GG] Corkscrew Punch (40),,
94139,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/94139_200w.jpg,3,1494,https://cpt.tcgcsv.com/PGM,2023-04-17T10:06:28.757,1,6/119,Uncommon,Grass,70,Stage 1,"[G] Protect
Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.",Rx2,1,0.49,0.8,3.07,0.97,0.75,Reverse Holofoil,[1GG] Corkscrew Punch (40),,
94140,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/94140_200w.jpg,3,1494,https://cpt.tcgcsv.com/QGM,2022-12-22T20:25:21.433,1,7/119,Rare,Grass,130,Stage 2,"[G] Coordinate
Choose up to 2 of your Benched Pokémon that have no Pokémon Tools attached to them. For each of those Pokémon, search your deck for a Pokémon Tool card, and attach it to that Pokémon. Shuffle your deck afterward.",Rx2,1,0.2,0.49,3.4,0.48,,Normal,"[1GG] Leaf Storm (70)
Heal 20 damage from each of your Grass Pokémon.",,
94140,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/94140_200w.jpg,3,1494,https://cpt.tcgcsv.com/QGM,2022-12-22T20:25:21.433,1,7/119,Rare,Grass,130,Stage 2,"[G] Coordinate
Choose up to 2 of your Benched Pokémon that have no Pokémon Tools attached to them. For each of those Pokémon, search your deck for a Pokémon Tool card, and attach it to that Pokémon. Shuffle your deck afterward.",Rx2,1,0.19,0.73,5.0,0.75,,Reverse Holofoil,"[1GG] Leaf Storm (70)
Heal 20 damage from each of your Grass Pokémon.",,
94141,Karrablast,Karrablast,https://tcgplayer-cdn.tcgplayer.com/product/94141_200w.jpg,3,1494,https://cpt.tcgcsv.com/RGM,2022-12-22T20:25:29.413,1,8/119,Common,Grass,50,Basic,[1] Peck (10),Rx2,1,0.05,0.2,2.0,0.14,0.11,Normal,[1G] Headbutt (20),,
94141,Karrablast,Karrablast,https://tcgplayer-cdn.tcgplayer.com/product/94141_200w.jpg,3,1494,https://cpt.tcgcsv.com/RGM,2022-12-22T20:25:29.413,1,8/119,Common,Grass,50,Basic,[1] Peck (10),Rx2,1,0.06,0.3,3.03,0.19,,Reverse Holofoil,[1G] Headbutt (20),,
94142,Fletchinder,Fletchinder,https://tcgplayer-cdn.tcgplayer.com/product/94142_200w.jpg,3,1494,https://cpt.tcgcsv.com/SGM,2022-12-22T20:25:38.847,1,9/119,Uncommon,Fire,80,Stage 1,[R] Peck (20),Lx2,1,0.06,0.2,1.49,0.16,,Normal,[1RR] Combustion (60),F-20,
94142,Fletchinder,Fletchinder,https://tcgplayer-cdn.tcgplayer.com/product/94142_200w.jpg,3,1494,https://cpt.tcgcsv.com/SGM,2022-12-22T20:25:38.847,1,9/119,Uncommon,Fire,80,Stage 1,[R] Peck (20),Lx2,1,0.23,0.46,2.45,0.45,,Reverse Holofoil,[1RR] Combustion (60),F-20,
94143,Talonflame,Talonflame,https://tcgplayer-cdn.tcgplayer.com/product/94143_200w.jpg,3,1494,https://cpt.tcgcsv.com/TGM,2024-08-02T14:35:26.69,1,10/119,Rare,Fire,130,Stage 2,[R] Peck (20),Lx2,1,0.05,0.44,1.49,0.4,,Normal,[1RR] Combustion (60),F-20,
94143,Talonflame,Talonflame,https://tcgplayer-cdn.tcgplayer.com/product/94143_200w.jpg,3,1494,https://cpt.tcgcsv.com/TGM,2024-08-02T14:35:26.69,1,10/119,Rare,Fire,130,Stage 2,[R] Peck (20),Lx2,1,0.25,0.72,2.0,0.7,0.99,Reverse Holofoil,[1RR] Combustion (60),F-20,
94144,Litleo,Litleo,https://tcgplayer-cdn.tcgplayer.com/product/94144_200w.jpg,3,1494,https://cpt.tcgcsv.com/VGM,2022-12-22T20:25:57.617,1,11/119,Common,Fire,60,Basic,"[1] Roar
Your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.",Wx2,2,0.05,0.26,1.49,0.3,,Normal,[1R] Live Coal (20),,
94144,Litleo,Litleo,https://tcgplayer-cdn.tcgplayer.com/product/94144_200w.jpg,3,1494,https://cpt.tcgcsv.com/VGM,2022-12-22T20:25:57.617,1,11/119,Common,Fire,60,Basic,"[1] Roar
Your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.",Wx2,2,0.1,0.4,1.0,0.58,,Reverse Holofoil,[1R] Live Coal (20),,
94145,Pyroar,Pyroar,https://tcgplayer-cdn.tcgplayer.com/product/94145_200w.jpg,3,1494,https://cpt.tcgcsv.com/WGM,2022-12-22T20:26:07.38,1,12/119,Holo Rare,Fire,110,Stage 1,[1RRR] Inferno Onrush (110),Wx2,2,0.27,0.75,2.0,0.78,,Holofoil,"[1R] Live Coal (20)
This Pokémon does 30 damage to itself.",,"Ability - Flare Command
<br>
Once during your turn (before your attack), you may discard a Fire Energy attached to this Pokémon. If you do, switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon."
94145,Pyroar,Pyroar,https://tcgplayer-cdn.tcgplayer.com/product/94145_200w.jpg,3,1494,https://cpt.tcgcsv.com/WGM,2022-12-22T20:26:07.38,1,12/119,Holo Rare,Fire,110,Stage 1,[1RRR] Inferno Onrush (110),Wx2,2,0.5,1.0,2.0,0.98,,Reverse Holofoil,"[1R] Live Coal (20)
This Pokémon does 30 damage to itself.",,"Ability - Flare Command
<br>
Once during your turn (before your attack), you may discard a Fire Energy attached to this Pokémon. If you do, switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon."
94146,Krabby,Krabby,https://tcgplayer-cdn.tcgplayer.com/product/94146_200w.jpg,3,1494,https://cpt.tcgcsv.com/XGM,2022-12-22T20:26:17.533,1,13/119,Common,Water,70,Basic,[W] Vice Grip (10),Gx2,2,0.01,0.21,1.49,0.19,0.03,Normal,[WWW] Crabhammer (50),,
94146,Krabby,Krabby,https://tcgplayer-cdn.tcgplayer.com/product/94146_200w.jpg,3,1494,https://cpt.tcgcsv.com/XGM,2022-12-22T20:26:17.533,1,13/119,Common,Water,70,Basic,[W] Vice Grip (10),Gx2,2,0.25,0.6,5.54,0.65,,Reverse Holofoil,[WWW] Crabhammer (50),,
94147,Kingler,Kingler,https://tcgplayer-cdn.tcgplayer.com/product/94147_200w.jpg,3,1494,https://cpt.tcgcsv.com/ZGM,2024-02-10T14:19:49.957,1,14/119,Uncommon,Water,100,Stage 1,"[W] Guard Claw (20)
During your opponent's next turn, any damage done to this Pokémon by attacks is reduced by 20 (after applying Weakness and Resistance).",Gx2,3,0.07,0.36,1.51,0.37,,Normal,[WWWW] Crabhammer (100),,
94147,Kingler,Kingler,https://tcgplayer-cdn.tcgplayer.com/product/94147_200w.jpg,3,1494,https://cpt.tcgcsv.com/ZGM,2024-02-10T14:19:49.957,1,14/119,Uncommon,Water,100,Stage 1,"[W] Guard Claw (20)
During your opponent's next turn, any damage done to this Pokémon by attacks is reduced by 20 (after applying Weakness and Resistance).",Gx2,3,0.59,0.91,2.0,0.89,,Reverse Holofoil,[WWWW] Crabhammer (100),,
94148,Totodile,Totodile,https://tcgplayer-cdn.tcgplayer.com/product/94148_200w.jpg,3,1494,https://cpt.tcgcsv.com/-GM,2022-12-22T20:26:36.063,1,15/119,Common,Water,60,Basic,"[W] Fury Strikes (10x)
Flip 3 coins. This attack does 10 damage times the number of heads.",Gx2,1,0.08,0.25,2.0,0.25,,Normal,,,
94148,Totodile,Totodile,https://tcgplayer-cdn.tcgplayer.com/product/94148_200w.jpg,3,1494,https://cpt.tcgcsv.com/-GM,2022-12-22T20:26:36.063,1,15/119,Common,Water,60,Basic,"[W] Fury Strikes (10x)
Flip 3 coins. This attack does 10 damage times the number of heads.",Gx2,1,0.19,0.54,1.99,0.91,,Reverse Holofoil,,,
94149,Croconaw,Croconaw,https://tcgplayer-cdn.tcgplayer.com/product/94149_200w.jpg,3,1494,https://cpt.tcgcsv.com/_GM,2022-12-22T20:26:53.037,1,16/119,Uncommon,Water,80,Stage 1,[1W] Wave Splash (30),Gx2,2,0.1,0.3,5.0,0.28,0.26,Normal,"[2W] Crunch (40)
Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.",,
94149,Croconaw,Croconaw,https://tcgplayer-cdn.tcgplayer.com/product/94149_200w.jpg,3,1494,https://cpt.tcgcsv.com/_GM,2022-12-22T20:26:53.037,1,16/119,Uncommon,Water,80,Stage 1,[1W] Wave Splash (30),Gx2,2,0.5,0.87,2.69,1.1,,Reverse Holofoil,"[2W] Crunch (40)
Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.",,
94150,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/94150_200w.jpg,3,1494,https://cpt.tcgcsv.com/0HM,2024-03-15T13:05:43.067,1,17/119,Holo Rare,Water,150,Stage 2,"[2W] Hyper Whirlpool (60)
Flip a coin until you get tails. For each heads, discard an Energy attached to your opponent's Active Pokémon.",Gx2,3,1.0,1.47,3.61,1.41,,Holofoil,"[2WW] Second Strike (80+)
If your opponent's Active Pokémon already has any damage counters on it, this attack does 80 more damage.",,
94150,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/94150_200w.jpg,3,1494,https://cpt.tcgcsv.com/0HM,2024-03-15T13:05:43.067,1,17/119,Holo Rare,Water,150,Stage 2,"[2W] Hyper Whirlpool (60)
Flip a coin until you get tails. For each heads, discard an Energy attached to your opponent's Active Pokémon.",Gx2,3,1.16,1.69,2.49,1.6,2.44,Reverse Holofoil,"[2WW] Second Strike (80+)
If your opponent's Active Pokémon already has any damage counters on it, this attack does 80 more damage.",,
94151,Finneon,Finneon,https://tcgplayer-cdn.tcgplayer.com/product/94151_200w.jpg,3,1494,https://cpt.tcgcsv.com/2HM,2022-12-22T20:27:09.937,1,18/119,Common,Water,50,Basic,[W] Pound (10),Gx2,1,0.04,0.24,1.49,0.22,0.15,Normal,,,
94151,Finneon,Finneon,https://tcgplayer-cdn.tcgplayer.com/product/94151_200w.jpg,3,1494,https://cpt.tcgcsv.com/2HM,2022-12-22T20:27:09.937,1,18/119,Common,Water,50,Basic,[W] Pound (10),Gx2,1,0.22,0.49,1.49,0.49,,Reverse Holofoil,,,
94152,Lumineon,Lumineon,https://tcgplayer-cdn.tcgplayer.com/product/94152_200w.jpg,3,1494,https://cpt.tcgcsv.com/3HM,2024-08-12T14:58:08.51,1,19/119,Uncommon,Water,80,Stage 1,"[1] Neon Sign
<br>Search your deck for up to 2 Pokémon, reveal them, and put them into your hand. Shuffle your deck afterward.",Gx2,1,0.09,0.33,1.49,0.33,,Normal,"[W1] Water Pulse (30)
<br>Your opponent's Active Pokémon is now Asleep.",,
94152,Lumineon,Lumineon,https://tcgplayer-cdn.tcgplayer.com/product/94152_200w.jpg,3,1494,https://cpt.tcgcsv.com/3HM,2024-08-12T14:58:08.51,1,19/119,Uncommon,Water,80,Stage 1,"[1] Neon Sign
<br>Search your deck for up to 2 Pokémon, reveal them, and put them into your hand. Shuffle your deck afterward.",Gx2,1,0.3,0.67,5.24,0.67,,Reverse Holofoil,"[W1] Water Pulse (30)
<br>Your opponent's Active Pokémon is now Asleep.",,
94153,Frillish,Frillish,https://tcgplayer-cdn.tcgplayer.com/product/94153_200w.jpg,3,1494,https://cpt.tcgcsv.com/5HM,2024-03-04T18:32:06.223,1,20/119,Common,Water,70,Basic,"[W] Confuse Ray
Your opponent's Active Pokémon is now Confused.",Gx2,2,0.1,0.25,1.75,0.22,,Normal,,,
94153,Frillish,Frillish,https://tcgplayer-cdn.tcgplayer.com/product/94153_200w.jpg,3,1494,https://cpt.tcgcsv.com/5HM,2024-03-04T18:32:06.223,1,20/119,Common,Water,70,Basic,"[W] Confuse Ray
Your opponent's Active Pokémon is now Confused.",Gx2,2,0.15,0.42,1.98,0.43,,Reverse Holofoil,,,
94154,Jellicent,Jellicent,https://tcgplayer-cdn.tcgplayer.com/product/94154_200w.jpg,3,1494,https://cpt.tcgcsv.com/6HM,2022-12-22T20:27:37.917,1,21/119,Rare,Water,100,Stage 1,"[W] Meddling
Attach 3 Energy cards from your opponent's discard pile to his or her Pokémon in any way you like.",Gx2,3,0.24,0.62,2.98,0.63,0.32,Normal,"[2W] Ensnaring Spray (50+)
This attack does 10 more damage for each Energy attached to your opponent's Active Pokémon.",,
94154,Jellicent,Jellicent,https://tcgplayer-cdn.tcgplayer.com/product/94154_200w.jpg,3,1494,https://cpt.tcgcsv.com/6HM,2022-12-22T20:27:37.917,1,21/119,Rare,Water,100,Stage 1,"[W] Meddling
Attach 3 Energy cards from your opponent's discard pile to his or her Pokémon in any way you like.",Gx2,3,0.27,0.91,11.11,0.83,,Reverse Holofoil,"[2W] Ensnaring Spray (50+)
This attack does 10 more damage for each Energy attached to your opponent's Active Pokémon.",,
94155,Alomomola,Alomomola,https://tcgplayer-cdn.tcgplayer.com/product/94155_200w.jpg,3,1494,https://cpt.tcgcsv.com/7HM,2022-12-22T20:27:45.29,1,22/119,Common,Water,100,Basic,"[W] Super Deep Dive
Heal 30 damage from this Pokémon. Switch this Pokémon with 1 of your Benched Pokémon.",Gx2,3,0.05,0.2,2.0,0.18,,Normal,[3W] Surf (80),,
94155,Alomomola,Alomomola,https://tcgplayer-cdn.tcgplayer.com/product/94155_200w.jpg,3,1494,https://cpt.tcgcsv.com/7HM,2022-12-22T20:27:45.29,1,22/119,Common,Water,100,Basic,"[W] Super Deep Dive
Heal 30 damage from this Pokémon. Switch this Pokémon with 1 of your Benched Pokémon.",Gx2,3,0.35,0.55,1.93,0.55,,Reverse Holofoil,[3W] Surf (80),,
94156,Manectric EX,Manectric EX,https://tcgplayer-cdn.tcgplayer.com/product/94156_200w.jpg,3,1494,https://cpt.tcgcsv.com/8HM,2022-12-22T20:27:53.47,1,23/119,Ultra Rare,Lightning,170,Basic,"[1] Overrun (20)
This attack does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Fx2,1,1.7,2.44,9.95,2.42,,Holofoil,[1L] Assault Laser (60+),M-20,
94157,M Manectric EX,M Manectric EX,https://tcgplayer-cdn.tcgplayer.com/product/94157_200w.jpg,3,1494,https://cpt.tcgcsv.com/9HM,2022-12-22T20:28:01.64,1,24/119,Ultra Rare,Lightning,210,Mega,"[1L] Turbo Bolt (110)
Attach 2 basic Energy cards from your discard pile to 1 of your Benched Pokémon.",Fx2,,11.81,20.0,32.24,21.05,,Holofoil,,M-20,"When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends."
94158,Pachirisu,Pachirisu,https://tcgplayer-cdn.tcgplayer.com/product/94158_200w.jpg,3,1494,https://cpt.tcgcsv.com/bHM,2022-12-22T20:28:08.843,1,25/119,Rare,Lightning,70,Basic,"[1] Trick Sticker (10)
The Defending Pokémon's Weakness is now Lightning until the end of your next turn. (The amount of Weakness doesn't change.)",Fx2,1,0.25,0.4,1.59,0.4,,Normal,"[1L] Pachi (20+)
Flip a coin. If heads, this attack does 30 more damage.",M-20,
94158,Pachirisu,Pachirisu,https://tcgplayer-cdn.tcgplayer.com/product/94158_200w.jpg,3,1494,https://cpt.tcgcsv.com/bHM,2022-12-22T20:28:08.843,1,25/119,Rare,Lightning,70,Basic,"[1] Trick Sticker (10)
The Defending Pokémon's Weakness is now Lightning until the end of your next turn. (The amount of Weakness doesn't change.)",Fx2,1,0.48,0.83,5.0,0.83,,Reverse Holofoil,"[1L] Pachi (20+)
Flip a coin. If heads, this attack does 30 more damage.",M-20,
94159,Joltik,Joltik,https://tcgplayer-cdn.tcgplayer.com/product/94159_200w.jpg,3,1494,https://cpt.tcgcsv.com/cHM,2022-12-22T20:29:35.807,1,26/119,Common,Lightning,30,Basic,[L] Gnaw (10),Fx2,1,0.12,0.33,2.37,0.4,0.14,Normal,"[2] Night March (20x)
This attack does 20 damage times the number of Pokémon in your discard pile that have the Night March attack.",M-20,
94159,Joltik,Joltik,https://tcgplayer-cdn.tcgplayer.com/product/94159_200w.jpg,3,1494,https://cpt.tcgcsv.com/cHM,2022-12-22T20:29:35.807,1,26/119,Common,Lightning,30,Basic,[L] Gnaw (10),Fx2,1,0.5,1.25,4.75,1.58,,Reverse Holofoil,"[2] Night March (20x)
This attack does 20 damage times the number of Pokémon in your discard pile that have the Night March attack.",M-20,
94160,Galvantula,Galvantula,https://tcgplayer-cdn.tcgplayer.com/product/94160_200w.jpg,3,1494,https://cpt.tcgcsv.com/dHM,2022-12-22T20:30:01.21,1,27/119,Rare,Lightning,80,Stage 1,"[L] Cobweb Trip
Switch 1 of your opponent's Benched Pokémon with your opponent's Active Pokémon. The new Active Pokémon is now Confused.",Fx2,1,0.13,0.49,3.09,0.49,,Normal,"[2L] Electroweb (60)
The Defending Pokémon can't retreat during your opponent's next turn.",M-20,
94160,Galvantula,Galvantula,https://tcgplayer-cdn.tcgplayer.com/product/94160_200w.jpg,3,1494,https://cpt.tcgcsv.com/dHM,2022-12-22T20:30:01.21,1,27/119,Rare,Lightning,80,Stage 1,"[L] Cobweb Trip
Switch 1 of your opponent's Benched Pokémon with your opponent's Active Pokémon. The new Active Pokémon is now Confused.",Fx2,1,0.25,0.84,4.45,0.84,0.62,Reverse Holofoil,"[2L] Electroweb (60)
The Defending Pokémon can't retreat during your opponent's next turn.",M-20,
94161,Helioptile (28),Helioptile 28,https://tcgplayer-cdn.tcgplayer.com/product/94161_200w.jpg,3,1494,https://cpt.tcgcsv.com/fHM,2024-05-30T20:28:59.01,1,28/119,Common,Lightning,60,Basic,"[1L] Tail Rap (10+)
Flip 2 coins. This attack does 20 more damage for each heads.",Fx2,1,0.05,0.2,1.49,0.17,,Normal,,M-20,
94161,Helioptile (28),Helioptile 28,https://tcgplayer-cdn.tcgplayer.com/product/94161_200w.jpg,3,1494,https://cpt.tcgcsv.com/fHM,2024-05-30T20:28:59.01,1,28/119,Common,Lightning,60,Basic,"[1L] Tail Rap (10+)
Flip 2 coins. This attack does 20 more damage for each heads.",Fx2,1,0.2,0.45,3.49,0.45,0.49,Reverse Holofoil,,M-20,
94162,Helioptile (29),Helioptile 29,https://tcgplayer-cdn.tcgplayer.com/product/94162_200w.jpg,3,1494,https://cpt.tcgcsv.com/gHM,2025-02-05T21:17:38.33,1,29/119,Common,Lightning,50,Basic,"[1] Quick Attack (10+)
Flip a coin. If heads, this attack does 10 more damage.",Fx2,1,0.04,0.2,1.49,0.18,,Normal,[2L] Static Shock (30),M-20,
94162,Helioptile (29),Helioptile 29,https://tcgplayer-cdn.tcgplayer.com/product/94162_200w.jpg,3,1494,https://cpt.tcgcsv.com/gHM,2025-02-05T21:17:38.33,1,29/119,Common,Lightning,50,Basic,"[1] Quick Attack (10+)
Flip a coin. If heads, this attack does 10 more damage.",Fx2,1,0.25,0.47,1.62,0.51,,Reverse Holofoil,[2L] Static Shock (30),M-20,
94163,Heliolisk,Heliolisk,https://tcgplayer-cdn.tcgplayer.com/product/94163_200w.jpg,3,1494,https://cpt.tcgcsv.com/hHM,2022-12-22T20:30:29.103,1,30/119,Holo Rare,Lightning,90,Stage 1,[L] Pound (30),Fx2,1,0.23,0.52,3.61,0.51,,Holofoil,"[1L] Parabolic Spark (30x)
Discard as many Lightning Energy attached to your Pokémon as you like. This attack does 30 damage times the number of Energy cards you discarded.",M-20,
94163,Heliolisk,Heliolisk,https://tcgplayer-cdn.tcgplayer.com/product/94163_200w.jpg,3,1494,https://cpt.tcgcsv.com/hHM,2022-12-22T20:30:29.103,1,30/119,Holo Rare,Lightning,90,Stage 1,[L] Pound (30),Fx2,1,0.2,0.66,2.0,0.83,,Reverse Holofoil,"[1L] Parabolic Spark (30x)
Discard as many Lightning Energy attached to your Pokémon as you like. This attack does 30 damage times the number of Energy cards you discarded.",M-20,
94164,Zubat,Zubat,https://tcgplayer-cdn.tcgplayer.com/product/94164_200w.jpg,3,1494,https://cpt.tcgcsv.com/jHM,2022-12-22T20:30:37.587,1,31/119,Common,Psychic,50,Basic,"[1] Skill Dive
This attack does 10 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lx2,1,0.07,0.2,1.49,0.19,,Normal,,F-20,
94164,Zubat,Zubat,https://tcgplayer-cdn.tcgplayer.com/product/94164_200w.jpg,3,1494,https://cpt.tcgcsv.com/jHM,2022-12-22T20:30:37.587,1,31/119,Common,Psychic,50,Basic,"[1] Skill Dive
This attack does 10 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lx2,1,0.24,0.72,1.0,0.87,,Reverse Holofoil,,F-20,
94165,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/94165_200w.jpg,3,1494,https://cpt.tcgcsv.com/kHM,2022-12-22T20:34:05.677,1,32/119,Uncommon,Psychic,70,Stage 1,"[1] Swoop Across
This attack does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lx2,,0.09,0.25,21.0,0.24,,Normal,,F-20,"Ability - Sneaky Bite
<br>
When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may put 2 damage counters on 1 of your opponent's Pokémon."
94165,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/94165_200w.jpg,3,1494,https://cpt.tcgcsv.com/kHM,2022-12-22T20:34:05.677,1,32/119,Uncommon,Psychic,70,Stage 1,"[1] Swoop Across
This attack does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lx2,,0.25,0.71,5.25,0.82,,Reverse Holofoil,,F-20,"Ability - Sneaky Bite
<br>
When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may put 2 damage counters on 1 of your opponent's Pokémon."
94166,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/94166_200w.jpg,3,1494,https://cpt.tcgcsv.com/lHM,2022-12-22T20:30:47.883,1,33/119,Rare,Psychic,130,Stage 2,"[1] Skill Dive
This attack does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lx2,,0.2,0.5,1.77,0.51,,Normal,,F-20,"Ability - Surprise Bite
<br>
When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may put 3 damage counters on 1 of your opponent's Pokémon."
94166,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/94166_200w.jpg,3,1494,https://cpt.tcgcsv.com/lHM,2022-12-22T20:30:47.883,1,33/119,Rare,Psychic,130,Stage 2,"[1] Skill Dive
This attack does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Lx2,,0.55,0.82,7.9,1.02,,Reverse Holofoil,,F-20,"Ability - Surprise Bite
<br>
When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may put 3 damage counters on 1 of your opponent's Pokémon."
