productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance
107005,Mewtwo,Mewtwo,https://tcgplayer-cdn.tcgplayer.com/product/107005_200w.jpg,3,1663,https://cpt.tcgcsv.com/7QS,2022-11-15T19:51:36.27,1,010/102,Holo Rare,Psychic,60,Basic,,"[1P] Psychic (10+)
<br>Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.",P,3,800.0,800.0,800.0,544.09,,1st Edition Holofoil,"[PP] Barrier
<br>Discard 1 Psychic Energy card attached to Mewtwo in order to prevent all effects of attacks, including damage, done to Mewtwo during your opponent's next turn.",
107005,Mewtwo,Mewtwo,https://tcgplayer-cdn.tcgplayer.com/product/107005_200w.jpg,3,1663,https://cpt.tcgcsv.com/7QS,2022-11-15T19:51:36.27,1,010/102,Holo Rare,Psychic,60,Basic,,"[1P] Psychic (10+)
<br>Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.",P,3,100.0,149.99,310.24,210.55,,Unlimited Holofoil,"[PP] Barrier
<br>Discard 1 Psychic Energy card attached to Mewtwo in order to prevent all effects of attacks, including damage, done to Mewtwo during your opponent's next turn.",
107006,Nidoking,Nidoking,https://tcgplayer-cdn.tcgplayer.com/product/107006_200w.jpg,3,1663,https://cpt.tcgcsv.com/8QS,2023-12-17T01:54:54.837,1,011/102,Holo Rare,Grass,90,Stage 2,,"[2G] Thrash (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage plus Nidoking does 10 damage to itself.",P,3,289.99,329.5,399.0,230.69,,1st Edition Holofoil,"[GGG] Toxic (20)
<br>The Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn <em>(even if it was already Poisoned)</em>.",
107006,Nidoking,Nidoking,https://tcgplayer-cdn.tcgplayer.com/product/107006_200w.jpg,3,1663,https://cpt.tcgcsv.com/8QS,2023-12-17T01:54:54.837,1,011/102,Holo Rare,Grass,90,Stage 2,,"[2G] Thrash (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage plus Nidoking does 10 damage to itself.",P,3,59.99,112.2,199.99,113.29,49.17,Unlimited Holofoil,"[GGG] Toxic (20)
<br>The Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn <em>(even if it was already Poisoned)</em>.",
107007,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/107007_200w.jpg,3,1663,https://cpt.tcgcsv.com/9QS,2022-11-16T17:20:20.457,1,013/102,Holo Rare,Water,90,Stage 2,,"[2W] Water Gun (30+)
<br>Does 30 damage plus 10 more damage for each Water Energy attached to Poliwrath but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",G,3,227.76,274.5,1499.99,299.0,,1st Edition Holofoil,"[2WW] Whirlpool (40)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",
107007,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/107007_200w.jpg,3,1663,https://cpt.tcgcsv.com/9QS,2022-11-16T17:20:20.457,1,013/102,Holo Rare,Water,90,Stage 2,,"[2W] Water Gun (30+)
<br>Does 30 damage plus 10 more damage for each Water Energy attached to Poliwrath but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",G,3,52.78,78.66,100.0,60.46,66.0,Unlimited Holofoil,"[2WW] Whirlpool (40)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",
107008,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/107008_200w.jpg,3,1663,https://cpt.tcgcsv.com/bQS,2022-11-15T20:20:38.887,1,012/102,Holo Rare,Fire,80,Stage 1,,"[2] Lure
<br>If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon.",W,1,300.0,413.13,470.5,391.99,,1st Edition Holofoil,"[RRRR] Fire Blast (80)
<br>Discard 1 Fire Energy card attached to Ninetales in order to use this attack.",
107008,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/107008_200w.jpg,3,1663,https://cpt.tcgcsv.com/bQS,2022-11-15T20:20:38.887,1,012/102,Holo Rare,Fire,80,Stage 1,,"[2] Lure
<br>If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon.",W,1,42.0,70.0,115.0,128.49,,Unlimited Holofoil,"[RRRR] Fire Blast (80)
<br>Discard 1 Fire Energy card attached to Ninetales in order to use this attack.",
107009,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/107009_200w.jpg,3,1663,https://cpt.tcgcsv.com/cQS,2023-05-03T16:15:22.65,1,014/102,Holo Rare,Lightning,80,Stage 1,,"[2L] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Raichu.",F,1,235.0,288.35,449.99,320.0,,1st Edition Holofoil,"[1LLL] Thunder (60)
<br>Flip a coin. If tails, Raichu does 30 damage to itself.",
107009,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/107009_200w.jpg,3,1663,https://cpt.tcgcsv.com/cQS,2023-05-03T16:15:22.65,1,014/102,Holo Rare,Lightning,80,Stage 1,,"[2L] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Raichu.",F,1,89.86,102.55,130.0,131.66,92.12,Unlimited Holofoil,"[1LLL] Thunder (60)
<br>Flip a coin. If tails, Raichu does 30 damage to itself.",
107010,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/107010_200w.jpg,3,1663,https://cpt.tcgcsv.com/dQS,2022-11-16T19:02:44.657,1,015/102,Holo Rare,Grass,100,Stage 2,"<strong>Pokémon Power: Energy Trans</strong> As often as you like during your turn <em>(before your attack)</em>, you may take 1 Grass Energy card attached to 1 of your Pokémon and attach it to a different one. This power can't be used if Venusaur is Asleep, Confused, or Paralyzed.",[GGGG] Solarbeam (60),R,2,950.0,1800.0,5494.34,71.88,,1st Edition Holofoil,,
107010,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/107010_200w.jpg,3,1663,https://cpt.tcgcsv.com/dQS,2022-11-16T19:02:44.657,1,015/102,Holo Rare,Grass,100,Stage 2,"<strong>Pokémon Power: Energy Trans</strong> As often as you like during your turn <em>(before your attack)</em>, you may take 1 Grass Energy card attached to 1 of your Pokémon and attach it to a different one. This power can't be used if Venusaur is Asleep, Confused, or Paralyzed.",[GGGG] Solarbeam (60),R,2,250.0,320.0,772.74,602.49,,Unlimited Holofoil,,
107011,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/107011_200w.jpg,3,1663,https://cpt.tcgcsv.com/fQS,2022-11-16T19:19:42.303,1,016/102,Holo Rare,Lightning,90,Basic,,"[1LLL] Thunder (60)
<br>Flip a coin. If tails, Zapdos does 30 damage to itself.",,3,225.0,251.2,645.0,225.75,,1st Edition Holofoil,"[LLLL] Thunderbolt (100)
<br>Discard all Energy cards attached to Zapdos in order to use this attack.",F-30
107011,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/107011_200w.jpg,3,1663,https://cpt.tcgcsv.com/fQS,2022-11-16T19:19:42.303,1,016/102,Holo Rare,Lightning,90,Basic,,"[1LLL] Thunder (60)
<br>Flip a coin. If tails, Zapdos does 30 damage to itself.",,3,75.0,90.37,250.97,149.99,,Unlimited Holofoil,"[LLLL] Thunderbolt (100)
<br>Discard all Energy cards attached to Zapdos in order to use this attack.",F-30
107012,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/107012_200w.jpg,3,1663,https://cpt.tcgcsv.com/gQS,2023-07-09T08:48:12.71,1,017/102,Rare,Grass,80,Stage 2,,"[3] Twineedle (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",R,0,54.9,82.93,215.0,121.24,,1st Edition,"[GGG] Poison Sting (40)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",F-30
107012,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/107012_200w.jpg,3,1663,https://cpt.tcgcsv.com/gQS,2023-07-09T08:48:12.71,1,017/102,Rare,Grass,80,Stage 2,,"[3] Twineedle (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",R,0,7.25,10.75,54.0,23.97,4.1,Unlimited,"[GGG] Poison Sting (40)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",F-30
107013,Dragonair,Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/107013_200w.jpg,3,1663,https://cpt.tcgcsv.com/hQS,2025-04-05T04:54:06.93,1,018/102,Rare,Colorless,80,Stage 1,,"[3] Slam (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",,2,183.58,207.5,950.0,554.98,,1st Edition,"[4] Hyper Beam (20)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",P-30
107013,Dragonair,Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/107013_200w.jpg,3,1663,https://cpt.tcgcsv.com/hQS,2025-04-05T04:54:06.93,1,018/102,Rare,Colorless,80,Stage 1,,"[3] Slam (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",,2,30.25,44.04,55.0,46.24,,Unlimited,"[4] Hyper Beam (20)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",P-30
107014,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/107014_200w.jpg,3,1663,https://cpt.tcgcsv.com/jQS,2022-11-15T17:13:12.837,1,019/102,Rare,Fighting,70,Stage 1,,[1FF] Slash (40),G,2,52.0,53.93,119.99,84.27,,1st Edition,"[FFFF] Earthquake (70)
<br>Does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L-30
107014,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/107014_200w.jpg,3,1663,https://cpt.tcgcsv.com/jQS,2022-11-15T17:13:12.837,1,019/102,Rare,Fighting,70,Stage 1,,[1FF] Slash (40),G,2,9.0,13.86,99.99,13.86,19.99,Unlimited,"[FFFF] Earthquake (70)
<br>Does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L-30
107015,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/107015_200w.jpg,3,1663,https://cpt.tcgcsv.com/kQS,2022-11-15T17:15:24.153,1,020/102,Rare,Lightning,70,Basic,,"[L] Thundershock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,2,46.5,77.81,105.6,120.96,,1st Edition,"[1L] Thunderpunch (30+)
<br>Flip a coin. If heads, this attack does 30 more damage; if tails, this attack does 30 damage plus Electabuzz does 10 damage to itself.",
107015,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/107015_200w.jpg,3,1663,https://cpt.tcgcsv.com/kQS,2022-11-15T17:15:24.153,1,020/102,Rare,Lightning,70,Basic,,"[L] Thundershock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,2,13.29,14.24,18.5,17.61,14.1,Unlimited,"[1L] Thunderpunch (30+)
<br>Flip a coin. If heads, this attack does 30 more damage; if tails, this attack does 30 damage plus Electabuzz does 10 damage to itself.",
107016,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/107016_200w.jpg,3,1663,https://cpt.tcgcsv.com/lQS,2022-11-15T17:18:41.653,1,021/102,Rare,Lightning,80,Stage 1,"<strong>Pokémon Power: Buzzap</strong> At any time during your turn <em>(before your attack)</em>, you may Knock Out Electrode and attach it to 1 of your other Pokémon. If you do, choose a type of Energy. Electrode is now an Energy card of that type (instead of a Pokémon) that provides 2 Energy. This power can't be used if Electrode is Asleep, Confused, or Paralyzed.","[LLL] Electric Shock (50)
<br>Flip a coin. If tails, Electrode does 10 damage to itself.",F,1,45.0,52.63,84.99,77.0,,1st Edition,,
107016,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/107016_200w.jpg,3,1663,https://cpt.tcgcsv.com/lQS,2022-11-15T17:18:41.653,1,021/102,Rare,Lightning,80,Stage 1,"<strong>Pokémon Power: Buzzap</strong> At any time during your turn <em>(before your attack)</em>, you may Knock Out Electrode and attach it to 1 of your other Pokémon. If you do, choose a type of Energy. Electrode is now an Energy card of that type (instead of a Pokémon) that provides 2 Energy. This power can't be used if Electrode is Asleep, Confused, or Paralyzed.","[LLL] Electric Shock (50)
<br>Flip a coin. If tails, Electrode does 10 damage to itself.",F,1,10.02,14.37,19.97,14.53,,Unlimited,,
107017,Pidgeotto,Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/107017_200w.jpg,3,1663,https://cpt.tcgcsv.com/mQS,2022-11-15T20:55:30.367,1,022/102,Rare,Colorless,60,Stage 1,,"[2] Whirlwind (20)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",L,1,87.5,91.63,120.0,88.66,94.77,1st Edition,"[3] Mirror Move
<br>If PIdgeotto was attacked last turn, do the final result of that attack on Pidgeotto to the Defending Pokémon.",F-30
107017,Pidgeotto,Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/107017_200w.jpg,3,1663,https://cpt.tcgcsv.com/mQS,2022-11-15T20:55:30.367,1,022/102,Rare,Colorless,60,Stage 1,,"[2] Whirlwind (20)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",L,1,10.0,18.74,29.99,21.22,,Unlimited,"[3] Mirror Move
<br>If PIdgeotto was attacked last turn, do the final result of that attack on Pidgeotto to the Defending Pokémon.",F-30
107018,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/107018_200w.jpg,3,1663,https://cpt.tcgcsv.com/nQS,2024-04-12T03:37:48.037,1,023/102,Uncommon,Fire,100,Stage 1,,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Arcanine in order to use this attack.",W,3,47.85,70.98,144.48,93.54,,1st Edition,"[2RR] Take Down (80)
<br>Arcanine does 30 damage to itself.",
107018,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/107018_200w.jpg,3,1663,https://cpt.tcgcsv.com/nQS,2024-04-12T03:37:48.037,1,023/102,Uncommon,Fire,100,Stage 1,,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Arcanine in order to use this attack.",W,3,7.58,13.69,19.99,16.48,10.89,Unlimited,"[2RR] Take Down (80)
<br>Arcanine does 30 damage to itself.",
107021,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/107021_200w.jpg,3,1663,https://cpt.tcgcsv.com/rQS,2023-01-24T05:54:22.107,1,024/102,Uncommon,Fire,80,Stage 1,,[3] Slash (30),W,1,65.79,74.57,242.74,165.07,,1st Edition,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Charmeleon in order to use this attack.",
107021,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/107021_200w.jpg,3,1663,https://cpt.tcgcsv.com/rQS,2023-01-24T05:54:22.107,1,024/102,Uncommon,Fire,80,Stage 1,,[3] Slash (30),W,1,1.99,9.74,59.99,11.03,59.96,Unlimited,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Charmeleon in order to use this attack.",
107022,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/107022_200w.jpg,3,1663,https://cpt.tcgcsv.com/sQS,2023-06-07T10:25:09.7,1,025/102,Uncommon,Water,80,Stage 1,,[1WW] Aurora Beam (50),L,3,8.0,13.0,27.4,21.5,18.74,1st Edition,"[2WW] Ice Beam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
107022,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/107022_200w.jpg,3,1663,https://cpt.tcgcsv.com/sQS,2023-06-07T10:25:09.7,1,025/102,Uncommon,Water,80,Stage 1,,[1WW] Aurora Beam (50),L,3,1.0,4.89,12.81,4.89,,Unlimited,"[2WW] Ice Beam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
107023,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/107023_200w.jpg,3,1663,https://cpt.tcgcsv.com/tQS,2022-11-15T17:09:14.263,1,026/102,Uncommon,Colorless,40,Basic,,[1] Pound (10),,1,33.04,38.0,60.86,54.66,,1st Edition,,P-30
107023,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/107023_200w.jpg,3,1663,https://cpt.tcgcsv.com/tQS,2022-11-15T17:09:14.263,1,026/102,Uncommon,Colorless,40,Basic,,[1] Pound (10),,1,1.64,4.26,51.0,4.99,0.85,Unlimited,,P-30
107024,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/107024_200w.jpg,3,1663,https://cpt.tcgcsv.com/vQS,2023-01-30T11:09:16.063,1,027/102,Uncommon,Colorless,50,Basic,,"[1] Leek Slap (30)
<br>
Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Farfetch'd stays in play (even putting Farfetch'd on the Bench won't let you use it again).",L,1,25.6,29.59,42.99,39.65,,1st Edition,[3] Pot Smash (30),F-30
107024,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/107024_200w.jpg,3,1663,https://cpt.tcgcsv.com/vQS,2023-01-30T11:09:16.063,1,027/102,Uncommon,Colorless,50,Basic,,"[1] Leek Slap (30)
<br>
Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Farfetch'd stays in play (even putting Farfetch'd on the Bench won't let you use it again).",L,1,1.95,3.78,19.99,5.22,,Unlimited,[3] Pot Smash (30),F-30
107025,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/107025_200w.jpg,3,1663,https://cpt.tcgcsv.com/wQS,2024-08-07T12:37:49.83,1,028/102,Uncommon,Fire,60,Basic,,[1R] Flare (20),W,1,43.03,44.45,199.99,72.88,,1st Edition,,
107025,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/107025_200w.jpg,3,1663,https://cpt.tcgcsv.com/wQS,2024-08-07T12:37:49.83,1,028/102,Uncommon,Fire,60,Basic,,[1R] Flare (20),W,1,1.0,2.75,5.09,3.94,1.75,Unlimited,,
107026,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/107026_200w.jpg,3,1663,https://cpt.tcgcsv.com/xQS,2022-11-15T17:48:03.863,1,029/102,Uncommon,Psychic,60,Stage 1,,"[P] Hypnosis
<br>The Defending Pokémon is now Asleep.",,1,30.67,39.24,50.77,59.09,,1st Edition,"[PP] Dream Eater (50)
<br>You can't use this attack unless the Defending Pokémon is Asleep.",F-30
