productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3
117518,Zygarde (52),Zygarde 52,https://tcgplayer-cdn.tcgplayer.com/product/117518_200w.jpg,3,1780,https://cpt.tcgcsv.com/n0Z,2025-02-05T21:21:35.283,1,0.07,0.2,1.49,0.19,,Normal,,52/124,Uncommon,Fighting,90,Basic,"[F] Lookout
<br>Switch 1 of your opponent's Benched Pokemon with his or her Active Pokemon.",Gx2,None,1,"[2F] Aura Break (70)
<br>If the Defending Pokemon is a Darkness or Fairy Pokemon, it can't attack during your opponent's next turn.",
117518,Zygarde (52),Zygarde 52,https://tcgplayer-cdn.tcgplayer.com/product/117518_200w.jpg,3,1780,https://cpt.tcgcsv.com/n0Z,2025-02-05T21:21:35.283,1,0.24,0.5,2.99,0.58,,Reverse Holofoil,,52/124,Uncommon,Fighting,90,Basic,"[F] Lookout
<br>Switch 1 of your opponent's Benched Pokemon with his or her Active Pokemon.",Gx2,None,1,"[2F] Aura Break (70)
<br>If the Defending Pokemon is a Darkness or Fairy Pokemon, it can't attack during your opponent's next turn.",
117519,Zygarde EX,Zygarde EX,https://tcgplayer-cdn.tcgplayer.com/product/117519_200w.jpg,3,1780,https://cpt.tcgcsv.com/p0Z,2022-12-20T19:20:11.2,1,1.89,2.39,6.5,2.46,,Holofoil,,54/124,Ultra Rare,Fighting,190,Basic,"[F] Land's Pulse (20+)
<br>If there is any Stadium card in play, this attack does 20 more damage.",Gx2,None,3,"[1F] Cell Storm (60)
<br>Heal 30 damage from this Pokemon.",[1FF] Land's Wrath (100)
117520,Carbink BREAK,Carbink BREAK,https://tcgplayer-cdn.tcgplayer.com/product/117520_200w.jpg,3,1780,https://cpt.tcgcsv.com/q0Z,2022-12-20T19:19:43.04,1,0.9,2.17,20.0,2.17,2.23,Holofoil,"<em>Carbink BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.</em>",51/124,Rare BREAK,Fighting,110,BREAK Evolution,"[F] Diamond Gift (20)
<br>Attach 2 Energy cards from your discard pile to 1 of your Fighting Pokemon.",None,None,0,,
117521,Chaos Tower,Chaos Tower,https://tcgplayer-cdn.tcgplayer.com/product/117521_200w.jpg,3,1780,https://cpt.tcgcsv.com/r0Z,2025-04-08T05:38:54.627,1,0.03,0.23,1.49,0.18,0.19,Normal,"<b>Blue Side</b>
<br>Choose which way this card faces before you play it. This player's Pokémon can't be Confused or Poisoned.<em> (If those Pokémon are already Confused or Poisoned, remove those Special Conditions.)</em>
<br>
<br><b>Red Side</b> 
<br>Choose which way this card faces before you play it. This player's Pokémon can't be Asleep or Paralyzed.<em> (If those Pokémon are already Asleep or Paralyzed, remove those Special Conditions.)</em>",94/124,Uncommon,Stadium,,,,,,,,
117521,Chaos Tower,Chaos Tower,https://tcgplayer-cdn.tcgplayer.com/product/117521_200w.jpg,3,1780,https://cpt.tcgcsv.com/r0Z,2025-04-08T05:38:54.627,1,0.19,0.5,4.0,0.51,,Reverse Holofoil,"<b>Blue Side</b>
<br>Choose which way this card faces before you play it. This player's Pokémon can't be Confused or Poisoned.<em> (If those Pokémon are already Confused or Poisoned, remove those Special Conditions.)</em>
<br>
<br><b>Red Side</b> 
<br>Choose which way this card faces before you play it. This player's Pokémon can't be Asleep or Paralyzed.<em> (If those Pokémon are already Asleep or Paralyzed, remove those Special Conditions.)</em>",94/124,Uncommon,Stadium,,,,,,,,
117764,Shuckle,Shuckle,https://tcgplayer-cdn.tcgplayer.com/product/117764_200w.jpg,3,1780,https://cpt.tcgcsv.com/j7Z,2022-12-20T18:55:10.967,1,0.05,0.22,1.49,0.2,,Normal,,1/124,Uncommon,Grass,80,Basic,"[1] Hide a Berry
<br>Draw 2 cards. Then, put a card from your hand on the bottom of your deck.",Rx2,None,1,"[2] Wrap (30)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",
117764,Shuckle,Shuckle,https://tcgplayer-cdn.tcgplayer.com/product/117764_200w.jpg,3,1780,https://cpt.tcgcsv.com/j7Z,2022-12-20T18:55:10.967,1,0.25,0.94,2.46,1.04,,Reverse Holofoil,,1/124,Uncommon,Grass,80,Basic,"[1] Hide a Berry
<br>Draw 2 cards. Then, put a card from your hand on the bottom of your deck.",Rx2,None,1,"[2] Wrap (30)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",
117765,Burmy,Burmy,https://tcgplayer-cdn.tcgplayer.com/product/117765_200w.jpg,3,1780,https://cpt.tcgcsv.com/k7Z,2025-02-05T21:21:35.33,1,0.01,0.15,1.49,0.12,,Normal,,2/124,Common,Grass,60,Basic,[1] Hang Down (10),Rx2,None,1,,
117765,Burmy,Burmy,https://tcgplayer-cdn.tcgplayer.com/product/117765_200w.jpg,3,1780,https://cpt.tcgcsv.com/k7Z,2025-02-05T21:21:35.33,1,0.1,0.28,5.0,0.27,,Reverse Holofoil,,2/124,Common,Grass,60,Basic,[1] Hang Down (10),Rx2,None,1,,
117766,Wormadam (3),Wormadam 3,https://tcgplayer-cdn.tcgplayer.com/product/117766_200w.jpg,3,1780,https://cpt.tcgcsv.com/l7Z,2023-03-07T19:31:19.263,1,0.05,0.2,1.49,0.18,,Normal,,3/124,Uncommon,Grass,120,Stage 1,"[G] Solar Ray (20)
<br>Heal 20 damage from each of your Pokemon.",Rx2,None,2,"[2G] Leaf Cutter (60+)
<br>Flip a coin. If heads, this attack does 30 more damage.",
117766,Wormadam (3),Wormadam 3,https://tcgplayer-cdn.tcgplayer.com/product/117766_200w.jpg,3,1780,https://cpt.tcgcsv.com/l7Z,2023-03-07T19:31:19.263,1,0.19,0.4,1.63,0.4,,Reverse Holofoil,,3/124,Uncommon,Grass,120,Stage 1,"[G] Solar Ray (20)
<br>Heal 20 damage from each of your Pokemon.",Rx2,None,2,"[2G] Leaf Cutter (60+)
<br>Flip a coin. If heads, this attack does 30 more damage.",
117767,Mothim,Mothim,https://tcgplayer-cdn.tcgplayer.com/product/117767_200w.jpg,3,1780,https://cpt.tcgcsv.com/m7Z,2022-12-20T18:55:44.093,1,0.02,0.25,2.0,0.24,,Normal,"<b>Ability — Wormadam First</b>
<br>As often as you like during your turn <em>(before your attack)</em>, you may move 1 damage counter from 1 of your Wormadam to another of your Pokemon.",4/124,Rare,Grass,90,Stage 1,[3] Gust (60),Lx2,F-20,0,,
117767,Mothim,Mothim,https://tcgplayer-cdn.tcgplayer.com/product/117767_200w.jpg,3,1780,https://cpt.tcgcsv.com/m7Z,2022-12-20T18:55:44.093,1,0.04,0.5,2.0,0.54,0.42,Reverse Holofoil,"<b>Ability — Wormadam First</b>
<br>As often as you like during your turn <em>(before your attack)</em>, you may move 1 damage counter from 1 of your Wormadam to another of your Pokemon.",4/124,Rare,Grass,90,Stage 1,[3] Gust (60),Lx2,F-20,0,,
117768,Snivy,Snivy,https://tcgplayer-cdn.tcgplayer.com/product/117768_200w.jpg,3,1780,https://cpt.tcgcsv.com/n7Z,2022-12-20T18:55:53.183,1,0.04,0.19,1.49,0.15,0.15,Normal,,5/124,Common,Grass,60,Basic,"[G] Blot (10)
<br>Heal 10 damage from this Pokemon.",Rx2,None,1,,
117768,Snivy,Snivy,https://tcgplayer-cdn.tcgplayer.com/product/117768_200w.jpg,3,1780,https://cpt.tcgcsv.com/n7Z,2022-12-20T18:55:53.183,1,0.15,0.4,2.0,0.37,,Reverse Holofoil,,5/124,Common,Grass,60,Basic,"[G] Blot (10)
<br>Heal 10 damage from this Pokemon.",Rx2,None,1,,
117769,Servine,Servine,https://tcgplayer-cdn.tcgplayer.com/product/117769_200w.jpg,3,1780,https://cpt.tcgcsv.com/p7Z,2022-12-20T18:56:03.413,1,0.15,0.32,1.49,0.3,0.43,Normal,"<b>Ability — Serpentine Strangle</b>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon, you may flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",6/124,Uncommon,Grass,70,Stage 1,[G] Vine Whip (20),Rx2,None,1,,
117769,Servine,Servine,https://tcgplayer-cdn.tcgplayer.com/product/117769_200w.jpg,3,1780,https://cpt.tcgcsv.com/p7Z,2022-12-20T18:56:03.413,1,0.35,0.85,2.99,0.9,,Reverse Holofoil,"<b>Ability — Serpentine Strangle</b>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon, you may flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",6/124,Uncommon,Grass,70,Stage 1,[G] Vine Whip (20),Rx2,None,1,,
117770,Serperior,Serperior,https://tcgplayer-cdn.tcgplayer.com/product/117770_200w.jpg,3,1780,https://cpt.tcgcsv.com/q7Z,2024-01-25T15:15:08.54,1,0.13,0.48,4.95,0.46,0.4,Normal,,7/124,Rare,Grass,140,Stage 2,"[1] Coil (40)
<br>During your next turn, this Pokemon's attacks do 60 more damage to your opponent's Active Pokemon <i>(before applying Weakness and Resistance)</i>.",Rx2,None,2,"[G] Slashing Strike (80)
<br>This Pokemon can't use Slashing Strike during your next turn.",
117770,Serperior,Serperior,https://tcgplayer-cdn.tcgplayer.com/product/117770_200w.jpg,3,1780,https://cpt.tcgcsv.com/q7Z,2024-01-25T15:15:08.54,1,0.32,1.0,3.0,0.96,,Reverse Holofoil,,7/124,Rare,Grass,140,Stage 2,"[1] Coil (40)
<br>During your next turn, this Pokemon's attacks do 60 more damage to your opponent's Active Pokemon <i>(before applying Weakness and Resistance)</i>.",Rx2,None,2,"[G] Slashing Strike (80)
<br>This Pokemon can't use Slashing Strike during your next turn.",
117771,Deerling,Deerling,https://tcgplayer-cdn.tcgplayer.com/product/117771_200w.jpg,3,1780,https://cpt.tcgcsv.com/r7Z,2022-12-20T18:56:25.05,1,0.02,0.22,1.49,0.22,0.19,Normal,,8/124,Common,Grass,60,Basic,"[1] Find a Friend
<br>Search your deck for a Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward.",Rx2,None,1,,
117771,Deerling,Deerling,https://tcgplayer-cdn.tcgplayer.com/product/117771_200w.jpg,3,1780,https://cpt.tcgcsv.com/r7Z,2022-12-20T18:56:25.05,1,0.15,0.62,3.75,0.62,,Reverse Holofoil,,8/124,Common,Grass,60,Basic,"[1] Find a Friend
<br>Search your deck for a Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward.",Rx2,None,1,,
117772,Moltres,Moltres,https://tcgplayer-cdn.tcgplayer.com/product/117772_200w.jpg,3,1780,https://cpt.tcgcsv.com/s7Z,2022-12-20T18:56:36.453,1,0.16,0.69,2.35,0.78,1.99,Normal,,9/124,Rare,Fire,120,Basic,[R] Combustion (20),Wx2,F-20,1,"[2RR] Flying Flare (80+)
<br>You may do 40 more damage. If you do, this Pokemon does 20 damage to itself.",
117772,Moltres,Moltres,https://tcgplayer-cdn.tcgplayer.com/product/117772_200w.jpg,3,1780,https://cpt.tcgcsv.com/s7Z,2022-12-20T18:56:36.453,1,8.0,8.99,14.99,3.03,8.98,Reverse Holofoil,,9/124,Rare,Fire,120,Basic,[R] Combustion (20),Wx2,F-20,1,"[2RR] Flying Flare (80+)
<br>You may do 40 more damage. If you do, this Pokemon does 20 damage to itself.",
117773,Fennekin (10),Fennekin 10,https://tcgplayer-cdn.tcgplayer.com/product/117773_200w.jpg,3,1780,https://cpt.tcgcsv.com/t7Z,2025-02-05T21:21:35.377,1,0.04,0.2,1.66,0.18,,Normal,,10/124,Common,Fire,60,Basic,[R] Will-O-Wisp (10),Wx2,None,1,"[2] Tail Whip
<br>Flip a coin. If heads, the Defending Pokemon can't attack during your opponent's next turn.",
117773,Fennekin (10),Fennekin 10,https://tcgplayer-cdn.tcgplayer.com/product/117773_200w.jpg,3,1780,https://cpt.tcgcsv.com/t7Z,2025-02-05T21:21:35.377,1,0.19,0.57,2.95,0.6,,Reverse Holofoil,,10/124,Common,Fire,60,Basic,[R] Will-O-Wisp (10),Wx2,None,1,"[2] Tail Whip
<br>Flip a coin. If heads, the Defending Pokemon can't attack during your opponent's next turn.",
117774,Fennekin (11),Fennekin 11,https://tcgplayer-cdn.tcgplayer.com/product/117774_200w.jpg,3,1780,https://cpt.tcgcsv.com/v7Z,2025-02-05T21:21:35.42,1,0.03,0.15,3.99,0.11,0.1,Normal,,11/124,Common,Fire,50,Basic,"[1] Invite Out
<br>Flip a coin. If heads, switch 1 of your opponent's Benched Pokemon with his or her Active Pokemon.",Wx2,None,1,,
117774,Fennekin (11),Fennekin 11,https://tcgplayer-cdn.tcgplayer.com/product/117774_200w.jpg,3,1780,https://cpt.tcgcsv.com/v7Z,2025-02-05T21:21:35.42,1,0.1,0.3,1.5,0.3,,Reverse Holofoil,,11/124,Common,Fire,50,Basic,"[1] Invite Out
<br>Flip a coin. If heads, switch 1 of your opponent's Benched Pokemon with his or her Active Pokemon.",Wx2,None,1,,
117775,Braixen,Braixen,https://tcgplayer-cdn.tcgplayer.com/product/117775_200w.jpg,3,1780,https://cpt.tcgcsv.com/w7Z,2025-02-05T21:21:35.467,1,0.05,0.23,2.21,0.24,0.15,Normal,,12/124,Uncommon,Fire,80,Stage 1,"[R] Destructive Flame (20)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon.",Wx2,None,1,[2] Crackling Ribbon (30),
117775,Braixen,Braixen,https://tcgplayer-cdn.tcgplayer.com/product/117775_200w.jpg,3,1780,https://cpt.tcgcsv.com/w7Z,2025-02-05T21:21:35.467,1,0.08,0.43,3.93,0.43,,Reverse Holofoil,,12/124,Uncommon,Fire,80,Stage 1,"[R] Destructive Flame (20)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon.",Wx2,None,1,[2] Crackling Ribbon (30),
117776,Delphox,Delphox,https://tcgplayer-cdn.tcgplayer.com/product/117776_200w.jpg,3,1780,https://cpt.tcgcsv.com/x7Z,2025-02-05T21:21:35.56,1,0.16,0.41,2.0,0.4,0.28,Holofoil,,13/124,Holo Rare,Fire,140,Stage 2,"[R] Flickering Flames (40)
<br>Your opponent's Active Pokemon is now Asleep.",Wx2,None,2,"[3] Psystorm (20x)
<br>This attack does 20 damage times the amount of Energy attached to all Pokemon in play.",
117776,Delphox,Delphox,https://tcgplayer-cdn.tcgplayer.com/product/117776_200w.jpg,3,1780,https://cpt.tcgcsv.com/x7Z,2025-02-05T21:21:35.56,1,0.25,0.58,2.25,0.57,,Reverse Holofoil,,13/124,Holo Rare,Fire,140,Stage 2,"[R] Flickering Flames (40)
<br>Your opponent's Active Pokemon is now Asleep.",Wx2,None,2,"[3] Psystorm (20x)
<br>This attack does 20 damage times the amount of Energy attached to all Pokemon in play.",
117777,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/117777_200w.jpg,3,1780,https://cpt.tcgcsv.com/z7Z,2023-04-29T17:32:03.59,1,0.01,0.15,1.49,0.07,,Normal,,15/124,Common,Water,80,Basic,[W] Icy Snow (10),Mx2,None,2,,
117777,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/117777_200w.jpg,3,1780,https://cpt.tcgcsv.com/z7Z,2023-04-29T17:32:03.59,1,0.1,0.33,2.0,0.33,0.35,Reverse Holofoil,,15/124,Common,Water,80,Basic,[W] Icy Snow (10),Mx2,None,2,,
117778,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/117778_200w.jpg,3,1780,https://cpt.tcgcsv.com/B7Z,2022-12-20T18:57:56.157,1,0.04,0.21,1.7,0.18,0.2,Normal,,16/124,Uncommon,Water,120,Stage 1,"[W] Freezing Breath (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. If tails, your opponent's Active Pokemon is now Asleep.",Mx2,None,3,[3W] Aurora Beam (100),
117778,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/117778_200w.jpg,3,1780,https://cpt.tcgcsv.com/B7Z,2022-12-20T18:57:56.157,1,0.29,1.0,2.49,1.02,0.61,Reverse Holofoil,,16/124,Uncommon,Water,120,Stage 1,"[W] Freezing Breath (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. If tails, your opponent's Active Pokemon is now Asleep.",Mx2,None,3,[3W] Aurora Beam (100),
117779,Omanyte,Omanyte,https://tcgplayer-cdn.tcgplayer.com/product/117779_200w.jpg,3,1780,https://cpt.tcgcsv.com/C7Z,2025-02-05T21:21:35.603,1,0.03,0.2,1.49,0.2,,Normal,,17/124,Uncommon,Water,80,Restored,[W] Water Gun (30),Gx2,None,2,,
117779,Omanyte,Omanyte,https://tcgplayer-cdn.tcgplayer.com/product/117779_200w.jpg,3,1780,https://cpt.tcgcsv.com/C7Z,2025-02-05T21:21:35.603,1,0.24,0.71,1.61,0.69,,Reverse Holofoil,,17/124,Uncommon,Water,80,Restored,[W] Water Gun (30),Gx2,None,2,,
117780,Omastar,Omastar,https://tcgplayer-cdn.tcgplayer.com/product/117780_200w.jpg,3,1780,https://cpt.tcgcsv.com/D7Z,2022-12-20T18:58:12.44,1,0.19,0.36,2.0,0.36,,Normal,"<b>Ability — Restoring Beam</b>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for a Restored Pokemon and put it onto your Bench. Shuffle your deck afterward.",18/124,Rare,Water,120,Stage 1,[1W] Spinning Attack (60),Gx2,None,2,,
117780,Omastar,Omastar,https://tcgplayer-cdn.tcgplayer.com/product/117780_200w.jpg,3,1780,https://cpt.tcgcsv.com/D7Z,2022-12-20T18:58:12.44,1,0.31,0.76,2.0,0.75,,Reverse Holofoil,"<b>Ability — Restoring Beam</b>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for a Restored Pokemon and put it onto your Bench. Shuffle your deck afterward.",18/124,Rare,Water,120,Stage 1,[1W] Spinning Attack (60),Gx2,None,2,,
117781,Omastar BREAK,Omastar BREAK,https://tcgplayer-cdn.tcgplayer.com/product/117781_200w.jpg,3,1780,https://cpt.tcgcsv.com/F7Z,2022-12-20T18:58:22.367,1,0.89,2.57,16.25,2.31,,Holofoil,"<b>Ability — Dangerous Tentacles</b>
<br>Once during your turn <em>(before your attack)</em>, switch 1 of your opponent's Benched Pokemon EX with his or her Active Pokemon.
<br>
<br>Omastar BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.",19/124,Rare BREAK,Water,140,BREAK Evolution,[1W] Spinning Attack (60),None,None,0,,
117782,Glaceon EX,Glaceon EX,https://tcgplayer-cdn.tcgplayer.com/product/117782_200w.jpg,3,1780,https://cpt.tcgcsv.com/G7Z,2024-03-03T17:48:30.377,1,7.05,9.66,28.17,9.05,6.79,Holofoil,,20/124,Ultra Rare,Water,170,Basic,"[1W] Second Bite (20+)
<br>This attack does 10 more damage for each damage counter on your opponent's Active Pokemon.",Mx2,None,2,"[2W] Crystal Ray (70)
<br>During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Evolution Pokemon.",
117783,White Kyurem,White Kyurem,https://tcgplayer-cdn.tcgplayer.com/product/117783_200w.jpg,3,1780,https://cpt.tcgcsv.com/H7Z,2022-12-20T18:58:48.7,1,0.25,0.5,2.0,0.48,,Holofoil,,21/124,Holo Rare,Water,130,Basic,"[1W] Burning Icicles (40)
<br>If this Pokemon has any Fire Energy attached to it, this attack does 20 damage to 2 of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Mx2,None,3,"[1WW] Blizzard Burn (130)
<br>This Pokemon can't attack during your next turn.",
117783,White Kyurem,White Kyurem,https://tcgplayer-cdn.tcgplayer.com/product/117783_200w.jpg,3,1780,https://cpt.tcgcsv.com/H7Z,2022-12-20T18:58:48.7,1,0.3,0.86,8.0,0.85,,Reverse Holofoil,,21/124,Holo Rare,Water,130,Basic,"[1W] Burning Icicles (40)
<br>If this Pokemon has any Fire Energy attached to it, this attack does 20 damage to 2 of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Mx2,None,3,"[1WW] Blizzard Burn (130)
<br>This Pokemon can't attack during your next turn.",
117784,Binacle,Binacle,https://tcgplayer-cdn.tcgplayer.com/product/117784_200w.jpg,3,1780,https://cpt.tcgcsv.com/J7Z,2025-02-05T21:21:35.65,1,0.03,0.18,1.49,0.18,,Normal,,22/124,Common,Water,60,Basic,"[1W] Swing Around (10+)
<br>Flip 2 coins. This attack does 20 more damage for each heads.",Gx2,None,2,,
117784,Binacle,Binacle,https://tcgplayer-cdn.tcgplayer.com/product/117784_200w.jpg,3,1780,https://cpt.tcgcsv.com/J7Z,2025-02-05T21:21:35.65,1,0.1,0.33,1.49,0.33,,Reverse Holofoil,,22/124,Common,Water,60,Basic,"[1W] Swing Around (10+)
<br>Flip 2 coins. This attack does 20 more damage for each heads.",Gx2,None,2,,
117785,Barbaracle,Barbaracle,https://tcgplayer-cdn.tcgplayer.com/product/117785_200w.jpg,3,1780,https://cpt.tcgcsv.com/K7Z,2022-12-20T18:59:10.183,1,0.1,0.35,2.45,0.42,,Normal,"<b>Ability — Hand Block</b>
<br>If you have a Stadium card in play, your opponent can't attach any Special Energy cards from his or her hand to his or her Pokemon.",23/124,Rare,Water,100,Stage 1,[1WW] Claw Slash (70),Gx2,None,3,,
117785,Barbaracle,Barbaracle,https://tcgplayer-cdn.tcgplayer.com/product/117785_200w.jpg,3,1780,https://cpt.tcgcsv.com/K7Z,2022-12-20T18:59:10.183,1,0.19,0.47,2.95,0.45,,Reverse Holofoil,"<b>Ability — Hand Block</b>
<br>If you have a Stadium card in play, your opponent can't attach any Special Energy cards from his or her hand to his or her Pokemon.",23/124,Rare,Water,100,Stage 1,[1WW] Claw Slash (70),Gx2,None,3,,
117786,Rotom,Rotom,https://tcgplayer-cdn.tcgplayer.com/product/117786_200w.jpg,3,1780,https://cpt.tcgcsv.com/L7Z,2022-12-20T18:59:19.337,1,0.1,0.4,1.49,0.4,0.4,Normal,,24/124,Rare,Lightning,70,Basic,"[L] Energy Extract
<br>Search your deck for basic Energy card and attach it to this Pokemon. Shuffle your deck afterward.",Fx2,M-20,1,"[2] Plasmagic
<br>Move 2 damage counters from each of your Pokemon to your opponent's Active Pokemon.",
