productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack3
490259,Mareanie (Ash vs Team Rocket Deck Kit),Mareanie Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490259_200w.jpg,3,23095,https://cpt.tcgcsv.com/c7X5,2023-03-28T19:05:07.88,1,002/026,Promo,Water,70,Basic,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>",[1] Bite (10),"[1WW] Spiky Touch (30)
<br>
Your opponent's Active Pokémon is now Poisoned.",Gx2,1,11.99,13.99,15.99,13.0,,Normal,,
490260,Toxapex (Ash vs Team Rocket Deck Kit),Toxapex Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490260_200w.jpg,3,23095,https://cpt.tcgcsv.com/d7X5,2023-03-28T19:06:58.053,1,003/026,Promo,Water,110,Stage 1,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>",[2] Bite (30),"[1WW] Poison Jab (70)
<br>
Your opponent's Active Pokémon is now Poisoned.",Gx2,2,3.0,4.5,5.99,8.0,,Normal,,
490263,Bruxish (Ash vs Team Rocket Deck Kit),Bruxish Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490263_200w.jpg,3,23095,https://cpt.tcgcsv.com/h7X5,2023-03-28T19:08:11.467,1,004/026,Promo,Water,90,Basic,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>",[2W] Wave Splash (80),,Gx2,1,4.0,5.0,6.0,5.0,,Normal,,
490264,Wobbuffet (Ash vs Team Rocket Deck Kit),Wobbuffet Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490264_200w.jpg,3,23095,https://cpt.tcgcsv.com/j7X5,2023-03-28T19:09:18.917,1,008/026,Promo,Psychic,110,Basic,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>","[1P] Party Attack (30x)
<br>
Flip a coin for each Pokémon you have in play. This attack does 30 damage times the number of heads.",,Px2,2,49.99,49.99,49.99,44.99,,Normal,,
490265,Salandit (Ash vs Team Rocket Deck Kit),Salandit Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490265_200w.jpg,3,23095,https://cpt.tcgcsv.com/k7X5,2023-03-28T19:10:15.103,1,009/026,Promo,Psychic,60,Basic,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>",[P] Scratch (20),,Px2,1,3.0,5.5,8.0,3.0,,Normal,,
490267,Team Rocket's Mimikyu-GX (Ash vs Team Rocket Deck Kit),Team Rockets Mimikyu GX Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490267_200w.jpg,3,23095,https://cpt.tcgcsv.com/m7X5,2023-03-28T19:12:48.86,1,010/026,Promo,Psychic,170,Basic,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>",[P] Mumble (20),"[1PP] Ghost Claw (90+)
<br>
Flip a coin. If heads, this attack does 30 more damage.",Dx2,1,,,,,,,F-20,"<span style=""color:Teal""><strong>[PPP] Disguise-GX (100)</strong>
<br>Prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
490271,Meowth (Ash vs Team Rocket Deck Kit),Meowth Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490271_200w.jpg,3,23095,https://cpt.tcgcsv.com/r7X5,2023-03-28T19:14:07.637,1,013/026,Promo,Colorless,70,Basic,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>","[1] Filch
<br>
Draw a card.",[2] Dig Claws (30),Fx2,1,25.99,26.99,32.99,31.75,,Normal,,
490276,Stufful (Ash vs Team Rocket Deck Kit),Stufful Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490276_200w.jpg,3,23095,https://cpt.tcgcsv.com/x7X5,2023-03-28T19:17:05.097,1,017/026,Promo,Colorless,80,Basic,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>",[2] Tackle (20),,Fx2,2,3.99,4.0,5.99,5.99,,Normal,,
490277,Bewear (Ash vs Team Rocket Deck Kit),Bewear Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490277_200w.jpg,3,23095,https://cpt.tcgcsv.com/z7X5,2023-03-28T19:17:59.95,1,018/026,Promo,Colorless,130,Stage 1,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>",[2] Punch (30),"[3] Nab (80)
<br>
Discard an Energy attached to your opponent's Active Pokémon.",Fx2,3,28.99,34.49,39.99,49.99,,Normal,,
490280,Team Rocket's Harassment (Ash vs Team Rocket Deck Kit),Team Rockets Harassment Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/490280_200w.jpg,3,23095,https://cpt.tcgcsv.com/D7X5,2023-03-28T19:19:43.253,1,026/026,Promo,Supporter,,,"<span style=""color:red""><em>This promotional card was printed in Japanese only.</em></span>
<br><br>
Each player shuffles their hand into their deck and draws 5 cards.",,,,,59.99,59.99,59.99,49.99,,Normal,,
491181,Litten - 059/SM-P (Ash vs Team Rocket Deck Kit),Litten 059 SM P Ash vs Team Rocket Deck Kit,https://tcgplayer-cdn.tcgplayer.com/product/491181_200w.jpg,3,23095,https://cpt.tcgcsv.com/FtX5,2023-04-04T11:55:00.78,1,059/SM-P,Promo,Fire,60,Basic,,"[1R] Fire Fang (10)
<br>Your opponent's Active Pokémon is now Burned.",,Wx2,1,,,,,,,None,
