productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
83899,Blastoise (Delta Species),Blastoise Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/83899_200w.jpg,3,1395,https://cpt.tcgcsv.com/_zH,2024-04-11T17:47:57.93,1,2/100,Holo Rare,Fighting Metal,110,Stage 2,"<b>Poke-BODY</b>Shield Veil 
<br>Each of your Active Pokemon has no Weakness.",[1F] Enraged Linear Attack - Choose 1 of your opponent's Pokemon.  This attack does 10 damage for each damage counter on Blastoise to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),[2M] Skull Bash (60),L,,3,39.99,47.31,2000.0,94.29,,Holofoil
83899,Blastoise (Delta Species),Blastoise Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/83899_200w.jpg,3,1395,https://cpt.tcgcsv.com/_zH,2024-04-11T17:47:57.93,1,2/100,Holo Rare,Fighting Metal,110,Stage 2,"<b>Poke-BODY</b>Shield Veil 
<br>Each of your Active Pokemon has no Weakness.",[1F] Enraged Linear Attack - Choose 1 of your opponent's Pokemon.  This attack does 10 damage for each damage counter on Blastoise to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),[2M] Skull Bash (60),L,,3,119.69,190.3,191.97,107.7,,Reverse Holofoil
83913,Blaziken ex,Blaziken ex,https://tcgplayer-cdn.tcgplayer.com/product/83913_200w.jpg,3,1395,https://cpt.tcgcsv.com/hBH,2024-04-11T17:47:57.977,1,90/100,Ultra Rare,Fighting,150,Stage 2,,"[1F] Drag Off (30) Before doing damage, you may choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.","[2FR] Burn Away (100) Before doing damage, count the remaining HP of the Defending Pokemon.  If that Pokemon is Knocked Out by this attack, Blaziken ex does damage to itself equal to this attack's damage minus the remaining HP of the Defending Pokemon.  This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.",P,,2,44.74,76.14,120.0,98.42,,Holofoil
84032,Bulbasaur - 045/100,Bulbasaur 045 100,https://tcgplayer-cdn.tcgplayer.com/product/84032_200w.jpg,3,1395,https://cpt.tcgcsv.com/GDH,2024-10-18T17:50:52.18,1,45/100,Common,Grass,50,Basic,,[1] Tackle (10),[G] Poisonpowder - The Defending Pokemon is now Poisoned.,P,,1,2.8,4.16,9.1,6.3,,Normal
84032,Bulbasaur - 045/100,Bulbasaur 045 100,https://tcgplayer-cdn.tcgplayer.com/product/84032_200w.jpg,3,1395,https://cpt.tcgcsv.com/GDH,2024-10-18T17:50:52.18,1,45/100,Common,Grass,50,Basic,,[1] Tackle (10),[G] Poisonpowder - The Defending Pokemon is now Poisoned.,P,,1,24.99,34.76,99.79,28.96,,Reverse Holofoil
84033,Bulbasaur - 046/100,Bulbasaur 046 100,https://tcgplayer-cdn.tcgplayer.com/product/84033_200w.jpg,3,1395,https://cpt.tcgcsv.com/HDH,2024-04-11T17:47:58.097,1,46/100,Common,Grass,50,Basic,,[1] Growth - Attach a G Energy card from your hand to Bulbasaur.,[1G] Vine Whip (20),R,,1,0.6,1.38,5.0,1.38,,Normal
84033,Bulbasaur - 046/100,Bulbasaur 046 100,https://tcgplayer-cdn.tcgplayer.com/product/84033_200w.jpg,3,1395,https://cpt.tcgcsv.com/HDH,2024-04-11T17:47:58.097,1,46/100,Common,Grass,50,Basic,,[1] Growth - Attach a G Energy card from your hand to Bulbasaur.,[1G] Vine Whip (20),R,,1,15.0,23.7,50.0,23.15,,Reverse Holofoil
84073,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/84073_200w.jpg,3,1395,https://cpt.tcgcsv.com/tFH,2024-04-11T17:47:58.143,1,47/100,Common,Grass,50,Basic,,[1] Call for Family - Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.,"[2] Rising Lunge (10+) Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",R,,1,0.2,0.38,1.55,0.38,,Normal
84073,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/84073_200w.jpg,3,1395,https://cpt.tcgcsv.com/tFH,2024-04-11T17:47:58.143,1,47/100,Common,Grass,50,Basic,,[1] Call for Family - Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.,"[2] Rising Lunge (10+) Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",R,,1,1.99,3.1,14.99,2.63,,Reverse Holofoil
84083,Cacturne (Delta Species),Cacturne Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84083_200w.jpg,3,1395,https://cpt.tcgcsv.com/HFH,2024-04-11T17:47:58.283,1,15/100,Rare,Fighting,80,Stage 1,"Spike Storm - Once during your turn (before your attack), if Cacturne is your Active Pokemon, you may put 1 damage counter on 1 of your opponent's Pokemon that already has any damage counters on it.  This power can't be used if Cacturne is affected by a Special Condition.  (Poke-POWER)",[F] Triple Needle - Choose 3 of your opponent's Pokemon.  This attack does 10 damage to each of those Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),[2F] Light Punch (50),R,,1,0.45,1.48,5.67,1.48,1.5,Normal
84083,Cacturne (Delta Species),Cacturne Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84083_200w.jpg,3,1395,https://cpt.tcgcsv.com/HFH,2024-04-11T17:47:58.283,1,15/100,Rare,Fighting,80,Stage 1,"Spike Storm - Once during your turn (before your attack), if Cacturne is your Active Pokemon, you may put 1 damage counter on 1 of your opponent's Pokemon that already has any damage counters on it.  This power can't be used if Cacturne is affected by a Special Condition.  (Poke-POWER)",[F] Triple Needle - Choose 3 of your opponent's Pokemon.  This attack does 10 damage to each of those Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),[2F] Light Punch (50),R,,1,8.0,11.5,15.0,11.71,,Reverse Holofoil
84092,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/84092_200w.jpg,3,1395,https://cpt.tcgcsv.com/SFH,2024-04-11T17:47:58.537,1,3/100,Holo Rare,Fire,80,Stage 1,Delta Protection - Any damage done to Camerupt by attacks from your opponent's Pokemon that has Delta Species on its card is reduced by 40 (after applying Weakness and Resistance).  (Poke-BODY),[1R] Linear Attack - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),[2R] Combustion (50),W,,2,4.8,6.4,19.98,4.42,,Holofoil
84092,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/84092_200w.jpg,3,1395,https://cpt.tcgcsv.com/SFH,2024-04-11T17:47:58.537,1,3/100,Holo Rare,Fire,80,Stage 1,Delta Protection - Any damage done to Camerupt by attacks from your opponent's Pokemon that has Delta Species on its card is reduced by 40 (after applying Weakness and Resistance).  (Poke-BODY),[1R] Linear Attack - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),[2R] Combustion (50),W,,2,3.99,6.99,9.99,6.6,,Reverse Holofoil
84125,Castaway,Castaway,https://tcgplayer-cdn.tcgplayer.com/product/84125_200w.jpg,3,1395,https://cpt.tcgcsv.com/wGH,2024-04-11T17:47:58.583,1,72/100,Uncommon,Supporter,0,Supporter,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","Search your deck for a Supporter card, a Pokemon Tool card, and a basic Energy card.  Show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",,,,,3.5,4.24,6.1,3.6,,Normal
84125,Castaway,Castaway,https://tcgplayer-cdn.tcgplayer.com/product/84125_200w.jpg,3,1395,https://cpt.tcgcsv.com/wGH,2024-04-11T17:47:58.583,1,72/100,Uncommon,Supporter,0,Supporter,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","Search your deck for a Supporter card, a Pokemon Tool card, and a basic Energy card.  Show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",,,,,4.82,7.82,16.56,6.92,,Reverse Holofoil
84149,Celebi Star,Celebi Star,https://tcgplayer-cdn.tcgplayer.com/product/84149_200w.jpg,3,1395,https://cpt.tcgcsv.com/_GH,2024-04-11T17:47:58.94,1,100/100,Ultra Rare,Grass,60,Basic,"<b>Poke-POWER</b> Time Travel 
<br>If Celebi Star would be Knocked Out by damage from an opponent's attack, you may flip a coin.  If heads, Celebi Star is not Knocked Out, discard all cards attached to Celebi Star, and put Celebi Star on the bottom of your deck.","[G] Leaf Shade 
<br>Count the amount of Energy attached to Celebi Star.  Put that many damage counters on 1 of your opponent's Pokemon.",,R,,1,1400.0,3499.99,4999.99,499.98,,Holofoil
84156,Celio's Network,Celios Network,https://tcgplayer-cdn.tcgplayer.com/product/84156_200w.jpg,3,1395,https://cpt.tcgcsv.com/8HH,2024-04-11T17:47:59.303,1,73/100,Uncommon,Trainer,0,Supporter,"You can play only one supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","Search your deck for a Basic Pokemon or Evolution card (excluding Pokemon-ex), show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,0.2,0.61,2.98,0.62,0.62,Normal
84156,Celio's Network,Celios Network,https://tcgplayer-cdn.tcgplayer.com/product/84156_200w.jpg,3,1395,https://cpt.tcgcsv.com/8HH,2024-04-11T17:47:59.303,1,73/100,Uncommon,Trainer,0,Supporter,"You can play only one supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","Search your deck for a Basic Pokemon or Evolution card (excluding Pokemon-ex), show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,0.99,3.08,4.99,3.78,2.19,Reverse Holofoil
84158,Cessation Crystal,Cessation Crystal,https://tcgplayer-cdn.tcgplayer.com/product/84158_200w.jpg,3,1395,https://cpt.tcgcsv.com/bHH,2024-04-11T17:47:59.333,1,74/100,Uncommon,Item,0,Tool,"Attach Cessation Crystal to 1 of your Pokemon (excluding Pokemon-ex) that doesn't already have a Pokemon Tool attached to it.  If the Pokemon Cessation Crystal is attached to is a Pokemon-ex, discard this card.","As long as Cessation Crystal is attached to an Active Pokemon, each player's Pokemon (both yours and your opponent's) can't use Poke-Powers or Poke-Bodies).",,,,,3.0,4.53,7.0,4.53,,Normal
84158,Cessation Crystal,Cessation Crystal,https://tcgplayer-cdn.tcgplayer.com/product/84158_200w.jpg,3,1395,https://cpt.tcgcsv.com/bHH,2024-04-11T17:47:59.333,1,74/100,Uncommon,Item,0,Tool,"Attach Cessation Crystal to 1 of your Pokemon (excluding Pokemon-ex) that doesn't already have a Pokemon Tool attached to it.  If the Pokemon Cessation Crystal is attached to is a Pokemon-ex, discard this card.","As long as Cessation Crystal is attached to an Active Pokemon, each player's Pokemon (both yours and your opponent's) can't use Poke-Powers or Poke-Bodies).",,,,,6.59,8.0,9.15,8.41,,Reverse Holofoil
84195,Charizard (Delta Species),Charizard Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84195_200w.jpg,3,1395,https://cpt.tcgcsv.com/WHH,2024-04-11T17:47:59.38,1,4/100,Holo Rare,Lightning Metal,120,Stage 2,"Peal of Thunder - Once during your turn, when you play Charizard from your hand to evolve 1 of your Pokemon, you may look at the top 5 cards of your deck, choose as many Energy cards as you like, and attach them to 1 of your Pokemon.  Discard the other cards.  (Poke-POWER)",[1LMM] Metal Burn (120) Discard all M Energy attached to Charizard.,,W,,2,280.0,393.99,1000.0,304.58,,Holofoil
84195,Charizard (Delta Species),Charizard Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84195_200w.jpg,3,1395,https://cpt.tcgcsv.com/WHH,2024-04-11T17:47:59.38,1,4/100,Holo Rare,Lightning Metal,120,Stage 2,"Peal of Thunder - Once during your turn, when you play Charizard from your hand to evolve 1 of your Pokemon, you may look at the top 5 cards of your deck, choose as many Energy cards as you like, and attach them to 1 of your Pokemon.  Discard the other cards.  (Poke-POWER)",[1LMM] Metal Burn (120) Discard all M Energy attached to Charizard.,,W,,2,154.23,300.0,389.99,353.66,,Reverse Holofoil
84213,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/84213_200w.jpg,3,1395,https://cpt.tcgcsv.com/hJH,2024-04-11T17:47:59.527,1,48/100,Common,Fire,50,Basic,,[1] Retaliate (10x) Does 10 damage times the number of damage counters on Charmander.,[1R] Flame Tail (20),W,,1,0.85,1.25,3.29,1.78,,Normal
84213,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/84213_200w.jpg,3,1395,https://cpt.tcgcsv.com/hJH,2024-04-11T17:47:59.527,1,48/100,Common,Fire,50,Basic,,[1] Retaliate (10x) Does 10 damage times the number of damage counters on Charmander.,[1R] Flame Tail (20),W,,1,14.5,35.3,59.99,21.07,,Reverse Holofoil
84220,Charmander (Delta Species),Charmander Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84220_200w.jpg,3,1395,https://cpt.tcgcsv.com/qJH,2025-02-06T17:19:57.363,1,49/100,Common,Lightning,50,Basic,,[1] Scratch (10),[1L] Bite (20),W,,1,0.57,2.38,9.06,2.86,,Normal
84220,Charmander (Delta Species),Charmander Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84220_200w.jpg,3,1395,https://cpt.tcgcsv.com/qJH,2025-02-06T17:19:57.363,1,49/100,Common,Lightning,50,Basic,,[1] Scratch (10),[1L] Bite (20),W,,1,69.69,69.87,94.93,52.49,,Reverse Holofoil
84229,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84229_200w.jpg,3,1395,https://cpt.tcgcsv.com/CJH,2024-04-11T17:47:59.607,1,29/100,Uncommon,Fire,70,Stage 1,,[2] Rage (10+) Does 10 damage plus 10 more damage for each damage counter on Charmeleon.,[1RR] Flamethrower (60) Discard a R Energy attached to Charmeleon.,W,,1,0.69,1.56,5.54,1.55,,Normal
84229,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84229_200w.jpg,3,1395,https://cpt.tcgcsv.com/CJH,2024-04-11T17:47:59.607,1,29/100,Uncommon,Fire,70,Stage 1,,[2] Rage (10+) Does 10 damage plus 10 more damage for each damage counter on Charmeleon.,[1RR] Flamethrower (60) Discard a R Energy attached to Charmeleon.,W,,1,18.54,21.24,39.99,22.39,,Reverse Holofoil
84236,Charmeleon (Delta Species),Charmeleon Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84236_200w.jpg,3,1395,https://cpt.tcgcsv.com/LJH,2024-04-11T17:47:59.637,1,30/100,Uncommon,Lightning,70,Stage 1,,[2] Slash (20),"[2L] Thunder Jolt (50) Flip a coin.  If tails, Charmeleon does 10 damage to itself.",W,,1,1.0,2.61,7.0,2.61,,Normal
84236,Charmeleon (Delta Species),Charmeleon Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84236_200w.jpg,3,1395,https://cpt.tcgcsv.com/LJH,2024-04-11T17:47:59.637,1,30/100,Uncommon,Lightning,70,Stage 1,,[2] Slash (20),"[2L] Thunder Jolt (50) Flip a coin.  If tails, Charmeleon does 10 damage to itself.",W,,1,42.8,45.2,69.69,47.01,69.69,Reverse Holofoil
84407,Combusken - 016/100,Combusken 016 100,https://tcgplayer-cdn.tcgplayer.com/product/84407_200w.jpg,3,1395,https://cpt.tcgcsv.com/9NH,2024-04-11T17:47:59.67,1,16/100,Rare,Fighting,80,Stage 1,,"[F] Focus Energy - During your next turn, Combusken's High Jump Kick attack's base damage is 70.",[1F] High Jump Kick (30),P,,1,0.5,1.03,1.95,1.06,,Normal
84407,Combusken - 016/100,Combusken 016 100,https://tcgplayer-cdn.tcgplayer.com/product/84407_200w.jpg,3,1395,https://cpt.tcgcsv.com/9NH,2024-04-11T17:47:59.67,1,16/100,Rare,Fighting,80,Stage 1,,"[F] Focus Energy - During your next turn, Combusken's High Jump Kick attack's base damage is 70.",[1F] High Jump Kick (30),P,,1,4.87,7.96,10.8,7.48,,Reverse Holofoil
84408,Combusken - 031/100,Combusken 031 100,https://tcgplayer-cdn.tcgplayer.com/product/84408_200w.jpg,3,1395,https://cpt.tcgcsv.com/bNH,2024-04-11T17:47:59.717,1,31/100,Uncommon,Fire,80,Stage 1,,[2] Searing Flame (10) The Defending Pokemon is now Burned.,"[2R] Firebreathing (30+) Flip a coin.  If heads, this attack does 30 damage plus 20 more damage.",W,,2,0.31,0.62,2.98,0.66,,Normal
84408,Combusken - 031/100,Combusken 031 100,https://tcgplayer-cdn.tcgplayer.com/product/84408_200w.jpg,3,1395,https://cpt.tcgcsv.com/bNH,2024-04-11T17:47:59.717,1,31/100,Uncommon,Fire,80,Stage 1,,[2] Searing Flame (10) The Defending Pokemon is now Burned.,"[2R] Firebreathing (30+) Flip a coin.  If heads, this attack does 30 damage plus 20 more damage.",W,,2,4.0,5.48,8.0,5.63,,Reverse Holofoil
84516,Crystal Beach,Crystal Beach,https://tcgplayer-cdn.tcgplayer.com/product/84516_200w.jpg,3,1395,https://cpt.tcgcsv.com/lQH,2024-04-11T17:47:59.777,1,75/100,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.",Each Special Energy card that provides 2 or more Energy (both yours and your opponent's) now provides only 1 C Energy.  This isn't affected by any Poke-Powers or Poke-Bodies.,,,,,1.25,2.13,5.0,2.14,,Normal
84516,Crystal Beach,Crystal Beach,https://tcgplayer-cdn.tcgplayer.com/product/84516_200w.jpg,3,1395,https://cpt.tcgcsv.com/lQH,2024-04-11T17:47:59.777,1,75/100,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.",Each Special Energy card that provides 2 or more Energy (both yours and your opponent's) now provides only 1 C Energy.  This isn't affected by any Poke-Powers or Poke-Bodies.,,,,,5.6,7.75,20.0,6.4,,Reverse Holofoil
84521,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84521_200w.jpg,3,1395,https://cpt.tcgcsv.com/rQH,2024-04-11T17:47:59.84,1,76/100,Uncommon,Item,0,Tool,"Attach Crystal Shard to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.","As long as this card is attached to a Pokemon, that Pokemon's type is Colorless.  If that Pokemon attacks, discard this card at the end of the turn.",,,,,0.14,0.45,1.72,0.44,,Normal
84521,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84521_200w.jpg,3,1395,https://cpt.tcgcsv.com/rQH,2024-04-11T17:47:59.84,1,76/100,Uncommon,Item,0,Tool,"Attach Crystal Shard to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.","As long as this card is attached to a Pokemon, that Pokemon's type is Colorless.  If that Pokemon attacks, discard this card at the end of the turn.",,,,,1.06,2.4,5.99,3.57,,Reverse Holofoil
84744,Delcatty ex,Delcatty ex,https://tcgplayer-cdn.tcgplayer.com/product/84744_200w.jpg,3,1395,https://cpt.tcgcsv.com/VVH,2024-04-11T17:47:59.903,1,91/100,Ultra Rare,Colorless,90,Stage 1,"Constrain - Once during your turn (before your attack), you may use this power.  Each player discards cards until that player has 6 cards in his or her hand.  (You discard first.)  This power can't be used if Delcatty ex is affected by a Special Condition.  (Poke-POWER)","[1] Upstream (10x) Search your discard pile for all Energy cards.  This attack does 10 damage times the number of Energy cards you find there.  Show them to your opponent, and put them on top of your deck.  Shuffle your deck afterward.",[3] Tail Slap (60),F,,0,40.0,54.16,79.2,51.58,,Holofoil
84822,Diglett,Diglett,https://tcgplayer-cdn.tcgplayer.com/product/84822_200w.jpg,3,1395,https://cpt.tcgcsv.com/sXH,2024-04-11T17:47:59.967,1,50/100,Common,Fighting,50,Basic,,[1] Mud Slap (10),[1F] Sand Pit (20) The Defending Pokemon can't retreat during your opponent's next turn.,G,,1,0.29,0.71,21.0,0.83,0.35,Normal
84822,Diglett,Diglett,https://tcgplayer-cdn.tcgplayer.com/product/84822_200w.jpg,3,1395,https://cpt.tcgcsv.com/sXH,2024-04-11T17:47:59.967,1,50/100,Common,Fighting,50,Basic,,[1] Mud Slap (10),[1F] Sand Pit (20) The Defending Pokemon can't retreat during your opponent's next turn.,G,,1,3.99,10.0,19.99,9.33,,Reverse Holofoil
84889,Double Full Heal,Double Full Heal,https://tcgplayer-cdn.tcgplayer.com/product/84889_200w.jpg,3,1395,https://cpt.tcgcsv.com/PZH,2024-04-11T17:48:00.053,1,77/100,Uncommon,Item,0,Trainer,,Remove all Special Conditions from each of your Active Pokemon.,,,,,0.05,0.3,3.49,0.2,,Normal
84889,Double Full Heal,Double Full Heal,https://tcgplayer-cdn.tcgplayer.com/product/84889_200w.jpg,3,1395,https://cpt.tcgcsv.com/PZH,2024-04-11T17:48:00.053,1,77/100,Uncommon,Item,0,Trainer,,Remove all Special Conditions from each of your Active Pokemon.,,,,,0.72,1.61,2.99,1.95,0.72,Reverse Holofoil
84893,Double Rainbow Energy,Double Rainbow Energy,https://tcgplayer-cdn.tcgplayer.com/product/84893_200w.jpg,3,1395,https://cpt.tcgcsv.com/TZH,2024-04-11T17:48:00.08,1,88/100,Rare,Energy,0,Special Energy,,"Double Rainbow Energy can be attached only to an Evolved Pokemon (excluding Pokemon-ex).  While in play, Double Rainbow Energy provides every type of Energy but provides 2 Energy at a time.  (Has no effect other than providing Energy.)  Damage done to your opponent's Pokemon by the Pokemon Double Rainbow Energy is attached to is reduced by 10 (before applying Weakness and Resistance).  When the Pokemon Double Rainbow Energy is attached to is no longer an Evolved Pokemon, discard Double Rainbow Energy.",,,,,3.7,6.05,12.75,6.0,,Normal
