productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extWeakness,extResistance,extRetreatCost,extCardText
84960,Drifloon,Drifloon,https://tcgplayer-cdn.tcgplayer.com/product/84960_200w.jpg,3,1403,https://cpt.tcgcsv.com/d_H,2025-02-05T21:13:14.163,1,46/90,Common,Psychic,50,Basic,"[1] Minimize - During your opponent's next turn, any damage done to Drifloon by attacks is reduced by 20 (after applying Weakness and Resistance).",0.32,1.0,1.26,0.88,,Reverse Holofoil,"[1] Pull - Flip a coin.  If heads, switch the Defending Pokemon with 1 of your opponent's Benched Pokemon.",Dx2,C-20,1,
85087,Eevee (47),Eevee 47,https://tcgplayer-cdn.tcgplayer.com/product/85087_200w.jpg,3,1403,https://cpt.tcgcsv.com/M2J,2023-04-10T13:59:51.483,1,47/90,Common,Colorless,50,Basic,[1] Tackle (10),0.5,1.69,5.0,1.67,,Normal,[2] Bite (20),Fx2,,1,
85087,Eevee (47),Eevee 47,https://tcgplayer-cdn.tcgplayer.com/product/85087_200w.jpg,3,1403,https://cpt.tcgcsv.com/M2J,2023-04-10T13:59:51.483,1,47/90,Common,Colorless,50,Basic,[1] Tackle (10),9.99,11.95,41.83,15.47,,Reverse Holofoil,[2] Bite (20),Fx2,,1,
85088,Eevee (48),Eevee 48,https://tcgplayer-cdn.tcgplayer.com/product/85088_200w.jpg,3,1403,https://cpt.tcgcsv.com/N2J,2023-04-10T13:59:56.92,1,48/90,Common,Colorless,50,Basic,[1] Call for Family - Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.,0.54,1.22,4.0,1.37,,Normal,"[2] Tickle (10) Flip a coin.  If heads, the Defending Pokemon is Paralyzed.",Fx2,,1,
85088,Eevee (48),Eevee 48,https://tcgplayer-cdn.tcgplayer.com/product/85088_200w.jpg,3,1403,https://cpt.tcgcsv.com/N2J,2023-04-10T13:59:56.92,1,48/90,Common,Colorless,50,Basic,[1] Call for Family - Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.,6.0,10.0,10.7,14.98,,Reverse Holofoil,"[2] Tickle (10) Flip a coin.  If heads, the Defending Pokemon is Paralyzed.",Fx2,,1,
85212,Energy Exchanger,Energy Exchanger,https://tcgplayer-cdn.tcgplayer.com/product/85212_200w.jpg,3,1403,https://cpt.tcgcsv.com/g6J,2025-02-05T21:13:14.24,1,73/90,Uncommon,Item,0,Trainer,"Chose an Energy Card from your hand, show it to your opponent, and put it on top of your deck.  Search your deck for an Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",0.09,0.28,1.49,0.29,,Normal,,,,,
85212,Energy Exchanger,Energy Exchanger,https://tcgplayer-cdn.tcgplayer.com/product/85212_200w.jpg,3,1403,https://cpt.tcgcsv.com/g6J,2025-02-05T21:13:14.24,1,73/90,Uncommon,Item,0,Trainer,"Chose an Energy Card from your hand, show it to your opponent, and put it on top of your deck.  Search your deck for an Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",0.25,0.75,2.98,0.82,,Reverse Holofoil,,,,,
85322,Espeon,Espeon,https://tcgplayer-cdn.tcgplayer.com/product/85322_200w.jpg,3,1403,https://cpt.tcgcsv.com/s8J,2023-12-12T19:12:03.173,1,2/90,Holo Rare,Psychic,90,Stage 1,[P] Solar Suggestion - Move up to 4 damage counters from any of your Pokemon to any of your opponent's Pokemon in any way you like.,22.0,27.96,59.95,30.38,,Holofoil,"[1P] Psybeam (30) Flip a coin.  If heads, the Defending Pokemon is now Confused.",Px2,,1,
85322,Espeon,Espeon,https://tcgplayer-cdn.tcgplayer.com/product/85322_200w.jpg,3,1403,https://cpt.tcgcsv.com/s8J,2023-12-12T19:12:03.173,1,2/90,Holo Rare,Psychic,90,Stage 1,[P] Solar Suggestion - Move up to 4 damage counters from any of your Pokemon to any of your opponent's Pokemon in any way you like.,20.0,35.5,43.5,26.94,,Reverse Holofoil,"[1P] Psybeam (30) Flip a coin.  If heads, the Defending Pokemon is now Confused.",Px2,,1,
85323,Espeon (Prime),Espeon Prime,https://tcgplayer-cdn.tcgplayer.com/product/85323_200w.jpg,3,1403,https://cpt.tcgcsv.com/t8J,2023-04-10T14:40:10.26,1,81/90,Ultra Rare,Psychic,100,Stage 1,[1P] Solar Ray (30) Remove 1 damage counter from each of your Pokemon.,129.98,135.37,191.52,91.76,,Holofoil,,Px2,,1,Evolution Memories - Espeon can use the attacks of all Pokemon you have in play that evolve from Eevee as its own.  (You still need the necessary Energy to use each attack.)  (Poke-BODY)
85498,Flareon,Flareon,https://tcgplayer-cdn.tcgplayer.com/product/85498_200w.jpg,3,1403,https://cpt.tcgcsv.com/-cJ,2023-04-10T13:56:25.177,1,26/90,Uncommon,Fire,90,Stage 1,[1] Flame Tail (30),2.59,3.75,5.0,4.05,,Normal,[1RR] Flamethrower (90) Discard an Energy attached to Flareon.,Wx2,,1,
85498,Flareon,Flareon,https://tcgplayer-cdn.tcgplayer.com/product/85498_200w.jpg,3,1403,https://cpt.tcgcsv.com/-cJ,2023-04-10T13:56:25.177,1,26/90,Uncommon,Fire,90,Stage 1,[1] Flame Tail (30),24.0,33.99,34.0,26.28,,Reverse Holofoil,[1RR] Flamethrower (90) Discard an Energy attached to Flareon.,Wx2,,1,
85519,Flower Shop Lady,Flower Shop Lady,https://tcgplayer-cdn.tcgplayer.com/product/85519_200w.jpg,3,1403,https://cpt.tcgcsv.com/pdJ,2023-04-10T14:29:16.903,1,74/90,Uncommon,Supporter,0,Supporter,Search your discard pile for 3 Pokemon and 3 basic Energy cards.  Show them to your opponent and shuffle them into your deck.,0.38,1.29,2.25,1.47,,Normal,,,,,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card."
85519,Flower Shop Lady,Flower Shop Lady,https://tcgplayer-cdn.tcgplayer.com/product/85519_200w.jpg,3,1403,https://cpt.tcgcsv.com/pdJ,2023-04-10T14:29:16.903,1,74/90,Uncommon,Supporter,0,Supporter,Search your discard pile for 3 Pokemon and 3 basic Energy cards.  Show them to your opponent and shuffle them into your deck.,0.55,2.95,4.86,5.26,,Reverse Holofoil,,,,,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card."
85551,Forretress (3),Forretress 3,https://tcgplayer-cdn.tcgplayer.com/product/85551_200w.jpg,3,1403,https://cpt.tcgcsv.com/2fJ,2023-12-12T19:12:10.017,1,3/90,Holo Rare,Metal,90,Stage 1,"[1M] Mirror Shot (30) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",1.49,2.9,8.51,2.9,2.97,Holofoil,[2M] Everyone Explode Now (30x) Does 30 damage times the number of Pineco and Forretress you have in play.  This attack does 30 damage to each of your Pineco and Forretress in play.,Rx2,P-20,3,
85551,Forretress (3),Forretress 3,https://tcgplayer-cdn.tcgplayer.com/product/85551_200w.jpg,3,1403,https://cpt.tcgcsv.com/2fJ,2023-12-12T19:12:10.017,1,3/90,Holo Rare,Metal,90,Stage 1,"[1M] Mirror Shot (30) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",1.07,1.62,2.12,1.62,,Reverse Holofoil,[2M] Everyone Explode Now (30x) Does 30 damage times the number of Pineco and Forretress you have in play.  This attack does 30 damage to each of your Pineco and Forretress in play.,Rx2,P-20,3,
85552,Forretress (13),Forretress 13,https://tcgplayer-cdn.tcgplayer.com/product/85552_200w.jpg,3,1403,https://cpt.tcgcsv.com/3fJ,2023-04-10T13:53:59.687,1,13/90,Rare,Metal,80,Stage 1,[M] Spread Spike - This attack does 10 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),0.4,0.63,2.99,0.63,,Normal,"[1M] Gyro Ball (30) You may switch Forretress with 1 of your Benched Pokemon.  If you do, your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",Rx2,P-20,2,
85552,Forretress (13),Forretress 13,https://tcgplayer-cdn.tcgplayer.com/product/85552_200w.jpg,3,1403,https://cpt.tcgcsv.com/3fJ,2023-04-10T13:53:59.687,1,13/90,Rare,Metal,80,Stage 1,[M] Spread Spike - This attack does 10 damage to each of your opponent's Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),1.2,4.5,9.99,4.64,,Reverse Holofoil,"[1M] Gyro Ball (30) You may switch Forretress with 1 of your Benched Pokemon.  If you do, your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",Rx2,P-20,2,
85768,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85768_200w.jpg,3,1403,https://cpt.tcgcsv.com/nkJ,2023-04-10T14:00:05.463,1,49/90,Common,Fighting,70,Basic,"[1F] Stun Poison (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed and Poisoned.",0.2,0.29,1.51,0.28,,Normal,,Wx2,L-20,1,
85768,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85768_200w.jpg,3,1403,https://cpt.tcgcsv.com/nkJ,2023-04-10T14:00:05.463,1,49/90,Common,Fighting,70,Basic,"[1F] Stun Poison (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed and Poisoned.",0.68,0.83,2.03,0.79,,Reverse Holofoil,,Wx2,L-20,1,
85774,Gliscor,Gliscor,https://tcgplayer-cdn.tcgplayer.com/product/85774_200w.jpg,3,1403,https://cpt.tcgcsv.com/vkJ,2023-12-12T19:12:22.103,1,4/90,Holo Rare,Fighting,90,Stage 1,"[F] Ninja Fang (30) If, before Gliscor does damage, the Defending Pokemon has no damage counters on it and is then damaged by this attack (after applying Weakness and Resistance), the Defending Pokemon is now Paralyzed.",3.01,4.62,8.75,3.93,,Holofoil,[2F] Poison Jab (50) The Defending Pokemon is now Poisoned.,Wx2,L-20,1,
85774,Gliscor,Gliscor,https://tcgplayer-cdn.tcgplayer.com/product/85774_200w.jpg,3,1403,https://cpt.tcgcsv.com/vkJ,2023-12-12T19:12:22.103,1,4/90,Holo Rare,Fighting,90,Stage 1,"[F] Ninja Fang (30) If, before Gliscor does damage, the Defending Pokemon has no damage counters on it and is then damaged by this attack (after applying Weakness and Resistance), the Defending Pokemon is now Paralyzed.",4.69,8.06,13.36,8.06,,Reverse Holofoil,[2F] Poison Jab (50) The Defending Pokemon is now Poisoned.,Wx2,L-20,1,
85786,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/85786_200w.jpg,3,1403,https://cpt.tcgcsv.com/LkJ,2023-04-30T13:46:29.227,1,27/90,Uncommon,Grass,80,Stage 1,"[1G] Miracle Powder (30) Flip a coin.  If heads, choose 1 Special Condition.  The Defending Pokemon is now affected by that Special Condition.",0.11,0.4,3.24,0.57,,Normal,,Px2,,1,
85786,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/85786_200w.jpg,3,1403,https://cpt.tcgcsv.com/LkJ,2023-04-30T13:46:29.227,1,27/90,Uncommon,Grass,80,Stage 1,"[1G] Miracle Powder (30) Flip a coin.  If heads, choose 1 Special Condition.  The Defending Pokemon is now affected by that Special Condition.",0.49,1.8,4.24,1.39,,Reverse Holofoil,,Px2,,1,
85913,Grimer,Grimer,https://tcgplayer-cdn.tcgplayer.com/product/85913_200w.jpg,3,1403,https://cpt.tcgcsv.com/hnJ,2023-04-10T14:00:23.083,1,50/90,Common,Psychic,60,Basic,"[P] Sticky Liquid - During your opponent's next turn, the Defending Pokemon's Retreat Cost is 1 more.",0.05,0.29,1.49,0.28,,Normal,[2] Sludge Toss (20),Px2,,2,
85913,Grimer,Grimer,https://tcgplayer-cdn.tcgplayer.com/product/85913_200w.jpg,3,1403,https://cpt.tcgcsv.com/hnJ,2023-04-10T14:00:23.083,1,50/90,Common,Psychic,60,Basic,"[P] Sticky Liquid - During your opponent's next turn, the Defending Pokemon's Retreat Cost is 1 more.",0.4,3.02,5.39,2.66,,Reverse Holofoil,[2] Sludge Toss (20),Px2,,2,
86016,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/86016_200w.jpg,3,1403,https://cpt.tcgcsv.com/lqJ,2023-04-10T13:54:08.087,1,14/90,Rare,Fighting,100,Stage 1,[2F] Hammer In (60),0.58,1.25,3.0,1.22,,Normal,"[2FF] Backward Belt Throw (80+) You may do 80 damage plus 20 more damage.  If you do, Hariyama does 20 damage to itself.",Px2,,3,
86016,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/86016_200w.jpg,3,1403,https://cpt.tcgcsv.com/lqJ,2023-04-10T13:54:08.087,1,14/90,Rare,Fighting,100,Stage 1,[2F] Hammer In (60),0.7,1.85,3.0,3.98,,Reverse Holofoil,"[2FF] Backward Belt Throw (80+) You may do 80 damage plus 20 more damage.  If you do, Hariyama does 20 damage to itself.",Px2,,3,
86095,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/86095_200w.jpg,3,1403,https://cpt.tcgcsv.com/WrJ,2023-04-10T14:26:43.68,1,51/90,Common,Fighting,70,Basic,"[1] Detect - Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Hitmonchan during your opponent's next turn.",0.15,0.36,10.23,0.36,0.34,Normal,[1F] Sky Uppercut (30) This attack's damage isn't affected by Resistance.,Px2,,1,
86095,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/86095_200w.jpg,3,1403,https://cpt.tcgcsv.com/WrJ,2023-04-10T14:26:43.68,1,51/90,Common,Fighting,70,Basic,"[1] Detect - Flip a coin.  If heads, prevent all effects of an attack, including damage, done to Hitmonchan during your opponent's next turn.",0.6,1.29,1.97,1.29,,Reverse Holofoil,[1F] Sky Uppercut (30) This attack's damage isn't affected by Resistance.,Px2,,1,
86107,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86107_200w.jpg,3,1403,https://cpt.tcgcsv.com/9sJ,2023-04-10T14:26:55.333,1,52/90,Common,Fighting,80,Basic,[F] Kick (20),0.15,0.35,1.0,0.33,,Normal,[1FF] High Jump Kick (60),Px2,,2,
86107,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86107_200w.jpg,3,1403,https://cpt.tcgcsv.com/9sJ,2023-04-10T14:26:55.333,1,52/90,Common,Fighting,80,Basic,[F] Kick (20),0.87,1.62,8.0,1.45,,Reverse Holofoil,[1FF] High Jump Kick (60),Px2,,2,
86161,Honchkrow (15),Honchkrow 15,https://tcgplayer-cdn.tcgplayer.com/product/86161_200w.jpg,3,1403,https://cpt.tcgcsv.com/ftJ,2023-04-10T13:54:18.687,1,15/90,Rare,Darkness,90,Stage 1,[2] Whirlwind (20) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,0.4,0.76,1.83,0.89,,Normal,[DD] Blindside - Choose 1 of your opponent's Pokemon that has any damage counters on it.  This attack does 50 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Lx2,F-20,2,
86161,Honchkrow (15),Honchkrow 15,https://tcgplayer-cdn.tcgplayer.com/product/86161_200w.jpg,3,1403,https://cpt.tcgcsv.com/ftJ,2023-04-10T13:54:18.687,1,15/90,Rare,Darkness,90,Stage 1,[2] Whirlwind (20) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,1.62,3.58,4.66,2.78,,Reverse Holofoil,[DD] Blindside - Choose 1 of your opponent's Pokemon that has any damage counters on it.  This attack does 50 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Lx2,F-20,2,
86162,Honchkrow (16),Honchkrow 16,https://tcgplayer-cdn.tcgplayer.com/product/86162_200w.jpg,3,1403,https://cpt.tcgcsv.com/gtJ,2023-09-18T16:59:10.403,1,16/90,Rare,Darkness,90,Stage 1,[1D] Shadow Bind (30) The Defending Pokemon can't retreat during your opponent's next turn.,0.25,0.4,9.07,0.42,0.3,Normal,[2D] Vengeance (10+) Does 10 damage plus 10 more damage for each D Pokemon in your discard pile.,Lx2,F-20,2,
86162,Honchkrow (16),Honchkrow 16,https://tcgplayer-cdn.tcgplayer.com/product/86162_200w.jpg,3,1403,https://cpt.tcgcsv.com/gtJ,2023-09-18T16:59:10.403,1,16/90,Rare,Darkness,90,Stage 1,[1D] Shadow Bind (30) The Defending Pokemon can't retreat during your opponent's next turn.,0.99,2.48,3.46,2.7,,Reverse Holofoil,[2D] Vengeance (10+) Does 10 damage plus 10 more damage for each D Pokemon in your discard pile.,Lx2,F-20,2,
86209,Houndoom,Houndoom,https://tcgplayer-cdn.tcgplayer.com/product/86209_200w.jpg,3,1403,https://cpt.tcgcsv.com/cvJ,2025-07-15T14:24:56.46,1,5/90,Holo Rare,Darkness,90,Stage 1,"[D] Fire Counterattack (20+) If your opponent has any F Pokemon in play, this attack does 20 damage plus 60 more damage.",8.0,9.99,18.0,8.47,,Holofoil,[DD] Dark Roar (50) Your opponent discards a card from his or her hand.,Fx2,P-20,1,
