productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
270725,Pokemon GO Tin [Blissey],Pokemon GO Tin Blissey,https://tcgplayer-cdn.tcgplayer.com/product/270725_200w.jpg,3,3064,https://cpt.tcgcsv.com/wjb3,2025-05-21T14:00:12.253,1,"Let Pikachu help you to battle hard and build your Pokémon TCG collection! The Mouse Pokémon is here as a foil promo card that can help you find an Item card in your deck, and it's joined by another Pokémon friend as a playable foil card. Expand your collection with Pokémon GO booster packs, and decorate your binder or deck boxes with a set of colorful stickers featuring Pikachu, Snorlax, and Blissey!
<br>In this tin, you'll find:
<br>• 1 foil promo card featuring Pikachu
<br>• 1 additional foil card featuring Pikachu, Snorlax, or Blissey
<br>• 4 Pokémon TCG: Pokémon GO booster packs
<br>• 1 sticker sheet
<br>• A code card for Pokémon TCG Live",,26.21,36.28,79.99,26.43,,Normal,,,,,,,,,,
270726,Pokemon GO Tin [Pikachu],Pokemon GO Tin Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/270726_200w.jpg,3,3064,https://cpt.tcgcsv.com/xjb3,2022-07-15T04:03:08.86,1,"Let Pikachu help you to battle hard and build your Pokémon TCG collection! The Mouse Pokémon is here as a foil promo card that can help you find an Item card in your deck, and it's joined by another Pokémon friend as a playable foil card. Expand your collection with Pokémon GO booster packs, and decorate your binder or deck boxes with a set of colorful stickers featuring Pikachu, Snorlax, and Blissey!
<br>In this tin, you'll find:
<br>• 1 foil promo card featuring Pikachu
<br>• 1 additional foil card featuring Pikachu, Snorlax, or Blissey
<br>• 4 Pokémon TCG: Pokémon GO booster packs
<br>• 1 sticker sheet
<br>• A code card for Pokémon TCG Live",,34.9,50.0,149.99,32.49,,Normal,,,,,,,,,,
270727,Pokemon GO Tin [Snorlax],Pokemon GO Tin Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/270727_200w.jpg,3,3064,https://cpt.tcgcsv.com/zjb3,2025-05-21T14:00:22.71,1,"Let Pikachu help you to battle hard and build your Pokémon TCG collection! The Mouse Pokémon is here as a foil promo card that can help you find an Item card in your deck, and it's joined by another Pokémon friend as a playable foil card. Expand your collection with Pokémon GO booster packs, and decorate your binder or deck boxes with a set of colorful stickers featuring Pikachu, Snorlax, and Blissey!
<br>In this tin, you'll find:
<br>• 1 foil promo card featuring Pikachu
<br>• 1 additional foil card featuring Pikachu, Snorlax, or Blissey
<br>• 4 Pokémon TCG: Pokémon GO booster packs
<br>• 1 sticker sheet
<br>• A code card for Pokémon TCG Live",,41.98,50.0,99.99,29.63,,Normal,,,,,,,,,,
270728,Pokemon GO Mini Tin [Magikarp],Pokemon GO Mini Tin Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/270728_200w.jpg,3,3064,https://cpt.tcgcsv.com/Bjb3,2022-08-05T04:03:07.72,1,"Each mini tin comes with two booster packs, a metallic Pokemon coin, and “a Pokemon art card showing the art from this Mini Tin — you can collect and combine all five!”",0820650850462,24.99,39.99,54.99,33.67,,Normal,,,,,,,,,,
270729,Pokemon GO Mini Tin [Blissey],Pokemon GO Mini Tin Blissey,https://tcgplayer-cdn.tcgplayer.com/product/270729_200w.jpg,3,3064,https://cpt.tcgcsv.com/Cjb3,2022-08-05T04:03:07.72,1,"Each mini tin comes with two booster packs, a metallic Pokemon coin, and “a Pokemon art card showing the art from this Mini Tin — you can collect and combine all five!”",0820650850462,24.99,28.89,49.99,28.46,,Normal,,,,,,,,,,
270730,Pokemon GO Mini Tin [Pikachu],Pokemon GO Mini Tin Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/270730_200w.jpg,3,3064,https://cpt.tcgcsv.com/Djb3,2022-08-05T04:03:07.72,1,"Each mini tin comes with two booster packs, a metallic Pokemon coin, and “a Pokemon art card showing the art from this Mini Tin — you can collect and combine all five!”",0820650850462,17.0,34.26,59.99,18.82,,Normal,,,,,,,,,,
270731,Pokemon GO Mini Tin [Eevee],Pokemon GO Mini Tin Eevee,https://tcgplayer-cdn.tcgplayer.com/product/270731_200w.jpg,3,3064,https://cpt.tcgcsv.com/Fjb3,2022-08-05T04:03:07.72,1,"Each mini tin comes with two booster packs, a metallic Pokemon coin, and “a Pokemon art card showing the art from this Mini Tin — you can collect and combine all five!”",0820650850462,26.99,34.97,54.99,17.78,,Normal,,,,,,,,,,
270732,Pokemon GO Mini Tin [Snorlax],Pokemon GO Mini Tin Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/270732_200w.jpg,3,3064,https://cpt.tcgcsv.com/Gjb3,2022-08-05T04:03:07.72,1,"Each mini tin comes with two booster packs, a metallic Pokemon coin, and “a Pokemon art card showing the art from this Mini Tin — you can collect and combine all five!”",0820650850462,24.99,24.99,24.99,30.81,,Normal,,,,,,,,,,
270733,Pokemon GO Poke Ball Tin - Great Ball,Pokemon GO Poke Ball Tin Great Ball,https://tcgplayer-cdn.tcgplayer.com/product/270733_200w.jpg,3,3064,https://cpt.tcgcsv.com/Hjb3,2022-08-26T04:03:07.723,1,"The Pokémon TCG: Pokémon GO Poké Ball Tin contains:
<br>• 3 Pokémon TCG: Pokémon GO booster packs
<br>• 2 sticker sheets",0820650850516,37.78,37.78,37.78,22.22,,Normal,,,,,,,,,,
270734,Pokemon GO Poke Ball Tin - Poke Ball,Pokemon GO Poke Ball Tin Poke Ball,https://tcgplayer-cdn.tcgplayer.com/product/270734_200w.jpg,3,3064,https://cpt.tcgcsv.com/Jjb3,2022-08-26T04:03:07.723,1,"The Pokémon TCG: Pokémon GO Poké Ball Tin contains:
<br>• 3 Pokémon TCG: Pokémon GO booster packs
<br>• 2 sticker sheets",0820650850516,32.58,34.23,35.88,26.73,,Normal,,,,,,,,,,
270735,Pokemon GO Poke Ball Tin - Ultra Ball,Pokemon GO Poke Ball Tin Ultra Ball,https://tcgplayer-cdn.tcgplayer.com/product/270735_200w.jpg,3,3064,https://cpt.tcgcsv.com/Kjb3,2022-08-26T04:03:07.723,1,"The Pokémon TCG: Pokémon GO Poké Ball Tin contains:
<br>• 3 Pokémon TCG: Pokémon GO booster packs
<br>• 2 sticker sheets",0820650850516,39.99,39.99,39.99,26.19,,Normal,,,,,,,,,,
271500,Pokemon GO Mini Tin [Set of 5],Pokemon GO Mini Tin Set of 5,https://tcgplayer-cdn.tcgplayer.com/product/271500_200w.jpg,3,3064,https://cpt.tcgcsv.com/0Db3,2022-08-05T04:03:07.72,1,Each product contains 5 Pokemon Go Mini Tins designs.,,,,,,,,,,,,,,,,,
271501,Pokemon GO Poke Ball Tin [Set of 3],Pokemon GO Poke Ball Tin Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/271501_200w.jpg,3,3064,https://cpt.tcgcsv.com/2Db3,2022-08-26T04:03:07.723,1,"This listing contains 3 Pokemon Go Poke Balls.
<br>The Pokémon TCG: Pokémon GO Poké Ball Tin contains:
<br>• 3 Pokémon TCG: Pokémon GO booster packs
<br>• 2 sticker sheets",,109.97,109.97,109.97,90.15,,Normal,,,,,,,,,,
271502,Pokemon GO Special Collection [Set of 3],Pokemon GO Special Collection Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/271502_200w.jpg,3,3064,https://cpt.tcgcsv.com/3Db3,2022-07-01T12:36:16.85,1,This product contains 1 of each Special Collection.,,170.0,170.0,170.0,135.71,,Normal,,,,,,,,,,
271503,Pokemon GO Tin [Set of 3],Pokemon GO Tin Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/271503_200w.jpg,3,3064,https://cpt.tcgcsv.com/5Db3,2022-07-15T04:03:08.86,1,"This listing is for 3 Pokemon GO tins.
<br>Each tin contains:
<br>• 1 foil promo card featuring Pikachu
<br>• 1 additional foil card featuring Pikachu, Snorlax, or Blissey
<br>• 4 Pokémon TCG: Pokémon GO booster packs
<br>• 1 sticker sheet
<br>• A code card for Pokémon TCG Live",,95.95,99.97,490.0,82.62,,Normal,,,,,,,,,,
271504,Pokemon GO Melmetal V/Mewtwo V Battle Decks [Set of 2],Pokemon GO Melmetal V Mewtwo V Battle Decks Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/271504_200w.jpg,3,3064,https://cpt.tcgcsv.com/6Db3,2022-07-01T04:03:10.78,1,"Powerful Pokémon V are ready to charge onto the battlefield in the new Pokémon TCG: V Battle Decks! Each 60-card deck is led by a valiant Pokémon V and includes everything you need to play right away. Let the battle begin!
<br><br>In each box, you’ll find:
<br>• 1 ready-to-play 60-card deck
<br>• 3 reference cards
<br>• 1 rules booklet
<br>• Single-player playmat
<br>• Damage counters
<br>• 1 large metallic coin
<br>• 1 deck box
<br>• 1 Quick Guide to unlock the strategies within
<br>• 1 code card to play this deck online
<br><br>Each set includes one of each, V Battle Deck [Melmetal] and V Battle Deck [Mewtwo V]",,20.0,35.99,40.0,16.72,,Normal,,,,,,,,,,
271511,Pokemon GO Poke Ball Tin Display,Pokemon GO Poke Ball Tin Display,https://tcgplayer-cdn.tcgplayer.com/product/271511_200w.jpg,3,3064,https://cpt.tcgcsv.com/fDb3,2022-08-26T04:03:07.723,1,"Contents:
<br>• The Pokémon TCG: Pokémon GO Poké Ball Tin contains:
<br>• 3 Pokémon TCG: Pokémon GO booster packs
<br>• 2 sticker sheets",0820650860515,717.0,717.0,717.0,87.21,,Normal,,,,,,,,,,
271512,Pokemon GO Mini Tin Display,Pokemon GO Mini Tin Display,https://tcgplayer-cdn.tcgplayer.com/product/271512_200w.jpg,3,3064,https://cpt.tcgcsv.com/gDb3,2025-01-22T13:02:44.92,1,"This product contains 2 of each Pokemon GO Mini Tin design (for a total of 10). Each tin contains 2 booster packs, 1 metallic coin and 1 Pokémon art card.",0820650860461,165.38,207.44,819.0,167.14,,Normal,,,,,,,,,,
271513,Pokemon GO Elite Trainer Box Case,Pokemon GO Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/271513_200w.jpg,3,3064,https://cpt.tcgcsv.com/hDb3,2022-07-01T04:03:10.78,1,"This sealed case product contains 10 Pokémon GO Elite Trainer Boxes.
<br><br>Gear up for battle like never before as Pokémon GO meets the Pokémon Trading Card Game! Dragonite VSTAR and Mewtwo VSTAR show off immense powers, while Melmetal VMAX in its Gigantamax form smashes the competition. Appearing as sought-after Shiny Pokémon, Radiant Venusaur, Radiant Charizard, and Radiant Blastoise bring dazzling new strategies to the battlefield. Meanwhile, the leaders of Team Instinct, Team Mystic, and Team Valor are ready to show their support in the Pokémon TCG: Pokémon GO expansion!The Pokémon TCG: Pokémon GO Elite Trainer Box includes:
<br><br>• 10 Pokémon TCG: Pokémon GO booster packs
<br>• 1 foil promo card featuring Mewtwo V
<br>• 65 card sleeves featuring Mewtwo
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Pokémon GO expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• 1 acrylic VSTAR marker
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",820650870507,2140.0,2145.0,2150.0,888.41,,Normal,,,,,,,,,,
271514,Code Card - Pokemon GO Collection [Alolan Exeggutor V],Code Card Pokemon GO Collection Alolan Exeggutor V,https://tcgplayer-cdn.tcgplayer.com/product/271514_200w.jpg,3,3064,https://cpt.tcgcsv.com/jDb3,2022-07-20T19:42:12.463,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.02,0.07,0.5,0.06,,Normal,Code Card,,,,,,,,,
271515,Code Card - Pokemon GO Elite Trainer Box,Code Card Pokemon GO Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/271515_200w.jpg,3,3064,https://cpt.tcgcsv.com/kDb3,2022-07-20T19:42:13.577,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.02,0.1,5.95,0.11,,Normal,Code Card,,,,,,,,,
271517,Code Card - Pokemon GO Premium Collection [Radiant Eevee],Code Card Pokemon GO Premium Collection Radiant Eevee,https://tcgplayer-cdn.tcgplayer.com/product/271517_200w.jpg,3,3064,https://cpt.tcgcsv.com/mDb3,2022-07-20T19:42:46.607,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.04,0.1,0.99,0.06,,Normal,Code Card,,,,,,,,,
271518,Code Card - Pokemon GO Special Collection - Team Instinct,Code Card Pokemon GO Special Collection Team Instinct,https://tcgplayer-cdn.tcgplayer.com/product/271518_200w.jpg,3,3064,https://cpt.tcgcsv.com/nDb3,2022-07-20T19:42:47.527,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.03,0.11,0.99,0.08,,Normal,Code Card,,,,,,,,,
271519,Code Card - Pokemon GO Special Collection - Team Mystic,Code Card Pokemon GO Special Collection Team Mystic,https://tcgplayer-cdn.tcgplayer.com/product/271519_200w.jpg,3,3064,https://cpt.tcgcsv.com/pDb3,2022-07-20T19:42:48.86,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.07,0.12,0.5,0.1,,Normal,Code Card,,,,,,,,,
271520,Code Card - Pokemon GO Special Collection - Team Valor,Code Card Pokemon GO Special Collection Team Valor,https://tcgplayer-cdn.tcgplayer.com/product/271520_200w.jpg,3,3064,https://cpt.tcgcsv.com/qDb3,2022-07-20T19:42:49.913,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.09,0.12,0.6,0.1,,Normal,Code Card,,,,,,,,,
271521,Code Card - Pokemon GO Tin [Blissey],Code Card Pokemon GO Tin Blissey,https://tcgplayer-cdn.tcgplayer.com/product/271521_200w.jpg,3,3064,https://cpt.tcgcsv.com/rDb3,2022-07-20T19:42:51.313,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.03,0.1,0.51,0.07,,Normal,Code Card,,,,,,,,,
271522,Code Card - Pokemon GO Tin [Pikachu],Code Card Pokemon GO Tin Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/271522_200w.jpg,3,3064,https://cpt.tcgcsv.com/sDb3,2022-07-20T19:44:21.683,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.02,0.06,0.6,0.05,,Normal,Code Card,,,,,,,,,
