productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
241664,Tsareena,Tsareena,https://tcgplayer-cdn.tcgplayer.com/product/241664_200w.jpg,3,2807,https://cpt.tcgcsv.com/jHX2,2021-06-18T04:03:13.16,1,,,0.02,0.15,2.0,0.11,0.1,Normal,015/198,Rare,Grass,140,Stage 2,"[2] Tread On (10+)
<br>This attack does 50 more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.",Rx2,None,2,[2G] Solar Beam (120)
241665,Grookey,Grookey,https://tcgplayer-cdn.tcgplayer.com/product/241665_200w.jpg,3,2807,https://cpt.tcgcsv.com/kHX2,2025-02-07T20:12:49.01,1,,,0.03,0.18,5.24,0.16,,Reverse Holofoil,016/198,Common,Grass,60,Basic,"[1G] Hit Twice (30x)
<br>Flip 2 coins. This attack does 30 damage for each heads.",Rx2,None,1,
241665,Grookey,Grookey,https://tcgplayer-cdn.tcgplayer.com/product/241665_200w.jpg,3,2807,https://cpt.tcgcsv.com/kHX2,2025-02-07T20:12:49.01,1,,,0.01,0.1,2.0,0.09,,Normal,016/198,Common,Grass,60,Basic,"[1G] Hit Twice (30x)
<br>Flip 2 coins. This attack does 30 damage for each heads.",Rx2,None,1,
241666,Thwackey,Thwackey,https://tcgplayer-cdn.tcgplayer.com/product/241666_200w.jpg,3,2807,https://cpt.tcgcsv.com/lHX2,2025-02-07T20:12:49.07,1,,,0.01,0.1,2.0,0.06,,Normal,017/198,Uncommon,Grass,100,Stage 1,"[1G] Knock Off (30)
<br>Discard a random card from your opponent's hand.",Rx2,None,2,
241666,Thwackey,Thwackey,https://tcgplayer-cdn.tcgplayer.com/product/241666_200w.jpg,3,2807,https://cpt.tcgcsv.com/lHX2,2025-02-07T20:12:49.07,1,,,0.04,0.2,2.0,0.11,,Reverse Holofoil,017/198,Uncommon,Grass,100,Stage 1,"[1G] Knock Off (30)
<br>Discard a random card from your opponent's hand.",Rx2,None,2,
241667,Rillaboom,Rillaboom,https://tcgplayer-cdn.tcgplayer.com/product/241667_200w.jpg,3,2807,https://cpt.tcgcsv.com/mHX2,2025-02-07T20:12:49.117,1,,,0.1,0.28,5.03,0.26,,Reverse Holofoil,018/198,Holo Rare,Grass,180,Stage 2,"[1G] Wood Drain (60)
<br>Heal 30 damage from this Pokemon.",Rx2,None,3,"[1GG] Raging Repeated Strike (120+)
<br>Discard any amount of Energy from your Pokemon. This attack does 30 more damage for each card you discarded in this way."
241667,Rillaboom,Rillaboom,https://tcgplayer-cdn.tcgplayer.com/product/241667_200w.jpg,3,2807,https://cpt.tcgcsv.com/mHX2,2025-02-07T20:12:49.117,1,,,0.05,0.25,2.99,0.22,,Holofoil,018/198,Holo Rare,Grass,180,Stage 2,"[1G] Wood Drain (60)
<br>Heal 30 damage from this Pokemon.",Rx2,None,3,"[1GG] Raging Repeated Strike (120+)
<br>Discard any amount of Energy from your Pokemon. This attack does 30 more damage for each card you discarded in this way."
241668,Zarude,Zarude,https://tcgplayer-cdn.tcgplayer.com/product/241668_200w.jpg,3,2807,https://cpt.tcgcsv.com/nHX2,2025-03-20T20:46:15.997,1,,,0.1,0.33,4.99,0.31,0.26,Holofoil,019/198,Holo Rare,Grass,130,Basic,"[G] Pack Call
<br>Search your deck for a Grass Pokemon, reveal it, and put it into your hand. If you go second and it's your first turn, search for up to 3 Grass Pokemon instead of 1. Then, shuffle your deck.",Rx2,None,2,"[3] Repeated Whip (60+)
<br>This attack does 20 more damage for each Grass Energy attached to this Pokemon."
241668,Zarude,Zarude,https://tcgplayer-cdn.tcgplayer.com/product/241668_200w.jpg,3,2807,https://cpt.tcgcsv.com/nHX2,2025-03-20T20:46:15.997,1,,,0.17,0.31,1.78,0.21,0.21,Reverse Holofoil,019/198,Holo Rare,Grass,130,Basic,"[G] Pack Call
<br>Search your deck for a Grass Pokemon, reveal it, and put it into your hand. If you go second and it's your first turn, search for up to 3 Grass Pokemon instead of 1. Then, shuffle your deck.",Rx2,None,2,"[3] Repeated Whip (60+)
<br>This attack does 20 more damage for each Grass Energy attached to this Pokemon."
241669,Blaziken V,Blaziken V,https://tcgplayer-cdn.tcgplayer.com/product/241669_200w.jpg,3,2807,https://cpt.tcgcsv.com/pHX2,2025-05-01T15:53:58.723,1,,,0.59,1.04,6.0,1.0,1.2,Holofoil,020/198,Ultra Rare,Fire,210,Basic,[2] High Jump Kick (50),Wx2,None,2,"[2RR] Fire Spin (210)
<br>Discard 2 Energy from this Pokemon."
241670,Blaziken V (Full Art),Blaziken V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/241670_200w.jpg,3,2807,https://cpt.tcgcsv.com/qHX2,2022-07-18T09:31:55.17,1,,,6.5,10.85,100.0,10.85,13.49,Holofoil,161/198,Ultra Rare,Fire,210,Basic,[2] High Jump Kick (50),Wx2,None,2,"[2RR] Fire Spin (210)
<br>Discard 2 Energy from this Pokemon."
241671,Blaziken VMAX,Blaziken VMAX,https://tcgplayer-cdn.tcgplayer.com/product/241671_200w.jpg,3,2807,https://cpt.tcgcsv.com/rHX2,2022-01-29T11:48:40.443,1,,,2.43,3.61,29.99,3.33,4.54,Holofoil,021/198,Ultra Rare,Fire,320,VMAX,"[R] Clutch (60)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",Wx2,None,2,"[2] Max Blaze (130)
<br>Choose up to 2 of your Benched Rapid Strike Pokemon and attach an Energy card from your discard pile to each of them."
241672,Blaziken VMAX (Secret),Blaziken VMAX Secret,https://tcgplayer-cdn.tcgplayer.com/product/241672_200w.jpg,3,2807,https://cpt.tcgcsv.com/sHX2,2023-04-19T15:39:38.59,1,,,20.0,28.33,135.0,23.96,26.36,Holofoil,200/198,Secret Rare,Fire,320,VMAX,"[R] Clutch (60)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",Wx2,None,2,"[2] Max Blaze (130)
<br>Choose up to 2 of your Benched Rapid Strike Pokemon and attach an Energy card from your discard pile to each of them."
241673,Blaziken VMAX (Alternate Art Secret),Blaziken VMAX Alternate Art Secret,https://tcgplayer-cdn.tcgplayer.com/product/241673_200w.jpg,3,2807,https://cpt.tcgcsv.com/tHX2,2021-10-06T12:15:31.52,1,,,333.72,400.58,1000.0,377.7,492.56,Holofoil,201/198,Secret Rare,Fire,320,VMAX,"[R] Clutch (60)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",Wx2,None,2,"[2] Max Blaze (130)
<br>Choose up to 2 of your Benched Rapid Strike Pokemon and attach an Energy card from your discard pile to each of them."
241674,Castform Sunny Form,Castform Sunny Form,https://tcgplayer-cdn.tcgplayer.com/product/241674_200w.jpg,3,2807,https://cpt.tcgcsv.com/vHX2,2025-02-07T20:12:49.18,1,"<strong>Ability — Weather Reading</strong>
<br>If you have 8 or more Stadium cards in your discard pile, ignore all Energy in this Pokemon's attack costs.",,0.02,0.15,2.68,0.14,,Normal,022/198,Common,Fire,70,Basic,"[1RR] High-Pressure Blast (150)
<br>Discard a Stadium in play. If you can't, this attack does nothing.",Wx2,None,0,
