productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
218852,"Champion's Path Pin Collection Display: Ballonlea, Spikemuth, & Hammerlocke Gyms",Champions Path Pin Collection Display Ballonlea Spikemuth and Hammerlocke Gyms,https://tcgplayer-cdn.tcgplayer.com/product/218852_200w.jpg,3,2685,https://cpt.tcgcsv.com/3zM2,2020-11-13T05:03:12.027,0,"<strong>Enter the Stadium—and Meet the Gym Leader!</strong>

<br><br>Many Trainers in the Galar region undertake the Gym Challenge, facing off against exceptional Gym Leaders in stadiums packed with cheering fans. Explore three challenging stops along the way— Opal’s Ballonlea Gym, Piers’s Spikemuth Gym, and Raihan’s Hammerlocke Gym. Earn your Gym badge, add the Gym Leader’s partner Pokémon to your own team, and find more surprises in Pokémon TCG: Champion’s Path booster packs! Start your journey and defeat your rivals!

Each Pokémon TCG: Champion’s Path Pin Collection includes:

<br>• 1 foil card featuring the Gym Leader’s partner Pokémon: Alcremie, Galarian Obstagoon, or Duraludon
<br>• 1 collector’s pin featuring the Gym logo
<br>• 3 Pokémon TCG: Champion’s Path booster packs
<br>• A code card for the Pokémon Trading Card Game Online
<br>
<br><strong>Contents:</strong>
Each display contains 6 Champion's Path Pin Collection(s).",218.46,224.0,289.99,186.32,,Normal,,,,,,,,,,
222327,Gardevoir V,Gardevoir V,https://tcgplayer-cdn.tcgplayer.com/product/222327_200w.jpg,3,2685,https://cpt.tcgcsv.com/zXN2,2021-06-25T14:10:19.903,1,,0.64,1.37,7.99,1.37,1.37,Holofoil,16/73,Ultra Rare,Psychic,210,Basic,[P] Magical Shot,"[1PP] Swelling Pulse (120+)
<br>If this Pokemon was healed during this turn, this attack does 80 more damage.",Mx2,None,2
222328,Gardevoir VMAX,Gardevoir VMAX,https://tcgplayer-cdn.tcgplayer.com/product/222328_200w.jpg,3,2685,https://cpt.tcgcsv.com/BXN2,2022-09-10T15:56:54.573,1,,2.0,3.0,29.99,2.86,3.81,Holofoil,17/73,Ultra Rare,Psychic,320,VMAX,"[1PP] Max Cure (180)
<br>Heal 50 damage from this Pokemon.",,Mx2,None,2
222329,Incineroar V,Incineroar V,https://tcgplayer-cdn.tcgplayer.com/product/222329_200w.jpg,3,2685,https://cpt.tcgcsv.com/CXN2,2022-06-23T13:44:11.24,1,,0.74,1.48,9.99,1.48,2.46,Holofoil,08/73,Ultra Rare,Fire,220,Basic,"[1RR] Grand Flame (90)
<br>Attach up to 2 Fire Energy cards from your discard pile to 1 of your Benched Pokemon.","[1RRR] Flare Blitzer (220)
<br>This Pokemon also does 30 damage to itself.",Wx2,None,3
222330,Lucario V,Lucario V,https://tcgplayer-cdn.tcgplayer.com/product/222330_200w.jpg,3,2685,https://cpt.tcgcsv.com/DXN2,2023-01-18T15:49:29.847,1,,1.25,2.38,49.99,2.57,,Holofoil,27/73,Ultra Rare,Fighting,210,Basic,"[F] Aura Sphere (40)
<br>This attack also does 20 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>","[1FF] Beatdown Smash (180)
<br>During your next turn, this Pokemon can't use Beatdown Smash.",Px2,None,2
222990,Venusaur V,Venusaur V,https://tcgplayer-cdn.tcgplayer.com/product/222990_200w.jpg,3,2685,https://cpt.tcgcsv.com/QcP2,2022-06-23T13:42:52.483,1,,1.25,2.44,19.99,2.27,2.15,Holofoil,01/73,Ultra Rare,Grass,220,Basic,"[1GG] Pollen Bomb (80)
<br>Your opponent's Active Pokemon is now Asleep and Poisoned.","[1GGG] Solar Typhoon (220)
<br>During your next turn, this Pokemon can't use Solar Typhoon.",Rx2,None,3
222995,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/222995_200w.jpg,3,2685,https://cpt.tcgcsv.com/WcP2,2024-07-26T16:49:10.867,1,,0.1,0.3,2.0,0.29,0.29,Reverse Holofoil,02/73,Common,Grass,60,Basic,"[1] Call for Family
<br>Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.",,Rx2,None,1
222995,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/222995_200w.jpg,3,2685,https://cpt.tcgcsv.com/WcP2,2024-07-26T16:49:10.867,1,,0.02,0.18,1.49,0.15,0.12,Normal,02/73,Common,Grass,60,Basic,"[1] Call for Family
<br>Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.",,Rx2,None,1
222997,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/222997_200w.jpg,3,2685,https://cpt.tcgcsv.com/ZcP2,2024-11-25T21:00:03.813,1,,0.01,0.12,1.49,0.05,0.05,Normal,03/73,Common,Grass,80,Stage 1,[G] Bug Bite (30),,Rx2,None,3
222997,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/222997_200w.jpg,3,2685,https://cpt.tcgcsv.com/ZcP2,2024-11-25T21:00:03.813,1,,0.1,0.24,2.0,0.19,0.15,Reverse Holofoil,03/73,Common,Grass,80,Stage 1,[G] Bug Bite (30),,Rx2,None,3
222998,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/222998_200w.jpg,3,2685,https://cpt.tcgcsv.com/-cP2,2024-07-26T16:49:10.977,1,,0.1,0.25,2.0,0.21,0.28,Reverse Holofoil,04/73,Uncommon,Grass,140,Stage 2,"[G] Poison Jab (80)
<br>Your opponent's Active Pokemon is now Poisoned.",,Rx2,None,1
222998,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/222998_200w.jpg,3,2685,https://cpt.tcgcsv.com/-cP2,2024-07-26T16:49:10.977,1,,0.03,0.15,1.49,0.1,,Normal,04/73,Uncommon,Grass,140,Stage 2,"[G] Poison Jab (80)
<br>Your opponent's Active Pokemon is now Poisoned.",,Rx2,None,1
223001,Eldegoss V,Eldegoss V,https://tcgplayer-cdn.tcgplayer.com/product/223001_200w.jpg,3,2685,https://cpt.tcgcsv.com/2dP2,2022-06-23T13:43:35.407,1,"<strong>Ability — Happy Match</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may put a Supporter card from your discard pile into your hand.",0.46,1.0,25.81,0.68,0.91,Holofoil,05/73,Ultra Rare,Grass,180,Basic,"[2] Float Up (50)
<br>You may shuffle this Pokemon and all attached cards into your deck.",,Rx2,None,1
223002,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/223002_200w.jpg,3,2685,https://cpt.tcgcsv.com/3dP2,2024-07-26T16:49:11.04,1,,0.09,0.25,2.0,0.25,0.2,Reverse Holofoil,06/73,Common,Fire,60,Basic,[1] Gnaw (10),"[1R] Singe 
<br>Your opponent's Active Pokemon is now Burned.",Wx2,None,1
223002,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/223002_200w.jpg,3,2685,https://cpt.tcgcsv.com/3dP2,2024-07-26T16:49:11.04,1,,0.02,0.15,1.49,0.13,0.1,Normal,06/73,Common,Fire,60,Basic,[1] Gnaw (10),"[1R] Singe 
<br>Your opponent's Active Pokemon is now Burned.",Wx2,None,1
223003,Victini,Victini,https://tcgplayer-cdn.tcgplayer.com/product/223003_200w.jpg,3,2685,https://cpt.tcgcsv.com/5dP2,2023-02-06T21:12:57.763,1,,0.02,0.15,1.49,0.13,0.1,Normal,07/73,Uncommon,Fire,70,Basic,"[1] Quick Draw
<br>Draw a card.",[1R] Combustion (30),Wx2,None,1
223003,Victini,Victini,https://tcgplayer-cdn.tcgplayer.com/product/223003_200w.jpg,3,2685,https://cpt.tcgcsv.com/5dP2,2023-02-06T21:12:57.763,1,,0.05,0.24,2.0,0.16,0.1,Reverse Holofoil,07/73,Uncommon,Fire,70,Basic,"[1] Quick Draw
<br>Draw a card.",[1R] Combustion (30),Wx2,None,1
223004,Sizzlipede,Sizzlipede,https://tcgplayer-cdn.tcgplayer.com/product/223004_200w.jpg,3,2685,https://cpt.tcgcsv.com/6dP2,2024-07-26T16:49:11.197,1,,0.01,0.1,1.49,0.08,0.05,Normal,09/73,Common,Fire,70,Basic,[1] Bite (10),[2R] Combustion (50),Wx2,None,1
223004,Sizzlipede,Sizzlipede,https://tcgplayer-cdn.tcgplayer.com/product/223004_200w.jpg,3,2685,https://cpt.tcgcsv.com/6dP2,2024-07-26T16:49:11.197,1,,0.05,0.21,2.0,0.16,0.16,Reverse Holofoil,09/73,Common,Fire,70,Basic,[1] Bite (10),[2R] Combustion (50),Wx2,None,1
223005,Centiskorch,Centiskorch,https://tcgplayer-cdn.tcgplayer.com/product/223005_200w.jpg,3,2685,https://cpt.tcgcsv.com/7dP2,2024-07-26T16:49:11.447,1,,0.01,0.21,2.0,0.15,0.15,Holofoil,10/73,Holo Rare,Fire,130,Stage 1,"[2R] Searing Flame (50)
<br>Your opponent's Active Pokemon is now Burned.",[2RR] Heat Crawler (140),Wx2,None,3
223005,Centiskorch,Centiskorch,https://tcgplayer-cdn.tcgplayer.com/product/223005_200w.jpg,3,2685,https://cpt.tcgcsv.com/7dP2,2024-07-26T16:49:11.447,1,,0.07,0.25,2.0,0.21,,Reverse Holofoil,10/73,Holo Rare,Fire,130,Stage 1,"[2R] Searing Flame (50)
<br>Your opponent's Active Pokemon is now Burned.",[2RR] Heat Crawler (140),Wx2,None,3
223006,Carvanha,Carvanha,https://tcgplayer-cdn.tcgplayer.com/product/223006_200w.jpg,3,2685,https://cpt.tcgcsv.com/8dP2,2024-07-26T16:49:11.527,1,,0.01,0.1,1.49,0.07,0.05,Normal,11/73,Common,Water,60,Basic,[W] Bite (10),,Lx2,None,1
223006,Carvanha,Carvanha,https://tcgplayer-cdn.tcgplayer.com/product/223006_200w.jpg,3,2685,https://cpt.tcgcsv.com/8dP2,2024-07-26T16:49:11.527,1,,0.1,0.24,2.0,0.15,0.2,Reverse Holofoil,11/73,Common,Water,60,Basic,[W] Bite (10),,Lx2,None,1
223007,Sharpedo,Sharpedo,https://tcgplayer-cdn.tcgplayer.com/product/223007_200w.jpg,3,2685,https://cpt.tcgcsv.com/9dP2,2024-07-26T16:49:11.59,1,,0.09,0.23,2.0,0.18,0.2,Reverse Holofoil,12/73,Uncommon,Water,110,Stage 1,"[W] Aqua Jet (50)
<br>This attack also does 20 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,Lx2,None,1
223007,Sharpedo,Sharpedo,https://tcgplayer-cdn.tcgplayer.com/product/223007_200w.jpg,3,2685,https://cpt.tcgcsv.com/9dP2,2024-07-26T16:49:11.59,1,,0.01,0.15,1.49,0.11,0.1,Normal,12/73,Uncommon,Water,110,Stage 1,"[W] Aqua Jet (50)
<br>This attack also does 20 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,Lx2,None,1
223008,Wailord V,Wailord V,https://tcgplayer-cdn.tcgplayer.com/product/223008_200w.jpg,3,2685,https://cpt.tcgcsv.com/bdP2,2021-06-25T14:19:23.423,1,,0.5,1.6,39.99,1.6,1.59,Holofoil,13/73,Ultra Rare,Water,280,Basic,"[W] Draw Up
<br>Attach up to 3 Energy cards from your discard pile to this Pokemon.","[WWWW] Ocean Waves (120x)
<br>Flip 3 coins. This attack does 120 damage for each heads.",Lx2,None,4
223009,Drednaw V,Drednaw V,https://tcgplayer-cdn.tcgplayer.com/product/223009_200w.jpg,3,2685,https://cpt.tcgcsv.com/cdP2,2021-06-25T14:05:55.597,1,"<strong>Ability — Solid Shell</strong>
<br>This Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",0.5,1.0,11.98,0.84,1.74,Holofoil,14/73,Ultra Rare,Water,210,Basic,"[1WW] Powerful Bite (130)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",,Lx2,None,4
223010,Drednaw VMAX,Drednaw VMAX,https://tcgplayer-cdn.tcgplayer.com/product/223010_200w.jpg,3,2685,https://cpt.tcgcsv.com/ddP2,2022-11-11T15:47:53.547,1,"<strong>Ability — Solid Shell</strong>
<br>This Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",1.2,2.33,19.99,1.92,2.51,Holofoil,15/73,Ultra Rare,Water,320,VMAX,"[1WW] G-Max Headbutt (160+)
<br>Flip a coin. If heads, this attack does 80 more damage.",,Lx2,None,4
223011,Hatenna,Hatenna,https://tcgplayer-cdn.tcgplayer.com/product/223011_200w.jpg,3,2685,https://cpt.tcgcsv.com/fdP2,2024-07-26T16:49:11.637,1,,0.06,0.25,2.0,0.16,0.16,Reverse Holofoil,18/73,Common,Psychic,60,Basic,[P] Stampede (10),[1P] Magical Shot (30),Dx2,F-30,1
223011,Hatenna,Hatenna,https://tcgplayer-cdn.tcgplayer.com/product/223011_200w.jpg,3,2685,https://cpt.tcgcsv.com/fdP2,2024-07-26T16:49:11.637,1,,0.01,0.12,1.49,0.08,,Normal,18/73,Common,Psychic,60,Basic,[P] Stampede (10),[1P] Magical Shot (30),Dx2,F-30,1
223012,Hattrem,Hattrem,https://tcgplayer-cdn.tcgplayer.com/product/223012_200w.jpg,3,2685,https://cpt.tcgcsv.com/gdP2,2024-07-26T16:49:11.683,1,,0.06,0.23,2.0,0.18,,Reverse Holofoil,19/73,Uncommon,Psychic,90,Stage 1,[P] Beat (20),[1P] Super Psy Bolt (40),Dx2,F-30,2
223012,Hattrem,Hattrem,https://tcgplayer-cdn.tcgplayer.com/product/223012_200w.jpg,3,2685,https://cpt.tcgcsv.com/gdP2,2024-07-26T16:49:11.683,1,,0.04,0.14,1.49,0.12,0.1,Normal,19/73,Uncommon,Psychic,90,Stage 1,[P] Beat (20),[1P] Super Psy Bolt (40),Dx2,F-30,2
223013,Hatterene,Hatterene,https://tcgplayer-cdn.tcgplayer.com/product/223013_200w.jpg,3,2685,https://cpt.tcgcsv.com/hdP2,2024-07-26T16:49:11.787,1,"<strong>Ability — Hazard Sensor</strong>
<br>If this Pokemon is in the Active Spot and is damaged by an attack from your opponent's Pokemon <em>(even if this Pokemon is Knocked Out)</em>, the Attacking Pokemon is now Confused.",0.09,0.28,6.58,0.27,0.26,Reverse Holofoil,20/73,Holo Rare,Psychic,150,Stage 2,"[1P] Life Sucker (100)
<br>Heal 30 damage from this Pokemon.",,Dx2,F-30,2
223013,Hatterene,Hatterene,https://tcgplayer-cdn.tcgplayer.com/product/223013_200w.jpg,3,2685,https://cpt.tcgcsv.com/hdP2,2024-07-26T16:49:11.787,1,"<strong>Ability — Hazard Sensor</strong>
<br>If this Pokemon is in the Active Spot and is damaged by an attack from your opponent's Pokemon <em>(even if this Pokemon is Knocked Out)</em>, the Attacking Pokemon is now Confused.",0.03,0.25,2.0,0.17,0.2,Holofoil,20/73,Holo Rare,Psychic,150,Stage 2,"[1P] Life Sucker (100)
<br>Heal 30 damage from this Pokemon.",,Dx2,F-30,2
223014,Galarian Cursola V,Galarian Cursola V,https://tcgplayer-cdn.tcgplayer.com/product/223014_200w.jpg,3,2685,https://cpt.tcgcsv.com/jdP2,2024-07-26T16:49:11.833,1,"<strong>Ability — Gnawing Aura</strong>
<br>As long as this Pokemon is in the Active Spot, whenever your opponent attaches an Energy card from their hand to 1 of their Pokemon, put 3 damage counters on that Pokemon.",0.5,1.0,5.0,0.89,0.97,Holofoil,21/73,Ultra Rare,Psychic,190,Basic,"[1P] Hollow Missile (60)
<br>Put 3 damage counters on your opponent's Benched Pokemon in any way you like.",,Dx2,F-30,2
223015,Alcremie V,Alcremie V,https://tcgplayer-cdn.tcgplayer.com/product/223015_200w.jpg,3,2685,https://cpt.tcgcsv.com/kdP2,2024-07-26T16:49:11.88,1,,0.7,1.4,8.99,1.38,1.99,Holofoil,22/73,Ultra Rare,Psychic,170,Basic,"[P] Sugary Sprinkles
<br>Heal 30 damage from each of your Benched Pokemon.","[1PP] Sweet Splash (100)
<br>If the Defending Pokemon is a Basic Pokemon, it can't attack during your opponent's next turn.",Mx2,None,2
223016,Alcremie VMAX,Alcremie VMAX,https://tcgplayer-cdn.tcgplayer.com/product/223016_200w.jpg,3,2685,https://cpt.tcgcsv.com/ldP2,2021-06-25T14:05:40.74,1,,3.65,4.79,23.49,5.03,7.22,Holofoil,23/73,Ultra Rare,Psychic,310,VMAX,"[1] Adornment
<br>For each of your Benched Pokemon, search your deck for a Psychic Energy card and attach it to that Pokemon. Then, shuffle your deck.","[PP] G-Max Whisk (60x)
<br>Discard any amount of Energy from your Pokemon. This attack does 60 damage for each card you discarded in this way.",Mx2,None,3
223017,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/223017_200w.jpg,3,2685,https://cpt.tcgcsv.com/mdP2,2025-02-20T02:59:51.847,1,,0.01,0.15,1.49,0.1,0.11,Normal,24/73,Common,Fighting,70,Basic,[F] Low Kick (10),"[1F] Steady Punch (20+)
<br>Flip a coin. If heads, this attack does 40 more damage.",Px2,None,2
223017,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/223017_200w.jpg,3,2685,https://cpt.tcgcsv.com/mdP2,2025-02-20T02:59:51.847,1,,0.07,0.25,2.0,0.21,0.19,Reverse Holofoil,24/73,Common,Fighting,70,Basic,[F] Low Kick (10),"[1F] Steady Punch (20+)
<br>Flip a coin. If heads, this attack does 40 more damage.",Px2,None,2
223018,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/223018_200w.jpg,3,2685,https://cpt.tcgcsv.com/ndP2,2022-04-29T10:20:07.63,1,,0.09,0.25,2.0,0.18,,Reverse Holofoil,25/73,Uncommon,Fighting,110,Stage 1,[F] Low Kick (30),"[1FF] Pummel (50+)
<br>Flip a coin. If heads, this attack does 70 more damage.",Px2,None,3
223018,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/223018_200w.jpg,3,2685,https://cpt.tcgcsv.com/ndP2,2022-04-29T10:20:07.63,1,,0.03,0.2,1.6,0.11,,Normal,25/73,Uncommon,Fighting,110,Stage 1,[F] Low Kick (30),"[1FF] Pummel (50+)
<br>Flip a coin. If heads, this attack does 70 more damage.",Px2,None,3
223019,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/223019_200w.jpg,3,2685,https://cpt.tcgcsv.com/pdP2,2024-06-08T13:15:15.857,1,,0.1,0.26,2.0,0.22,0.24,Reverse Holofoil,26/73,Holo Rare,Fighting,170,Stage 2,"[1F] Macho Revenge (20x)
<br>This attack does 20 damage for each Fighting Pokemon in your discard pile.","[1FF] Dynamite Punch (200)
<br>This Pokemon also does 50 damage to itself.",Px2,None,3
223019,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/223019_200w.jpg,3,2685,https://cpt.tcgcsv.com/pdP2,2024-06-08T13:15:15.857,1,,0.05,0.25,3.95,0.2,0.23,Holofoil,26/73,Holo Rare,Fighting,170,Stage 2,"[1F] Macho Revenge (20x)
<br>This attack does 20 damage for each Fighting Pokemon in your discard pile.","[1FF] Dynamite Punch (200)
<br>This Pokemon also does 50 damage to itself.",Px2,None,3
