productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extRetreatCost,extAttack2,extResistance
84196,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/84196_200w.jpg,3,1374,https://cpt.tcgcsv.com/XHH,2022-11-29T17:01:39.503,1,003/110,Holo Rare,Fire,120,Stage 2,"[RRRR] Fire Spin (100)
<br>Discard 2 Energy cards attached to Charizard or this attack does nothing.",W,265.0,337.49,400.0,389.99,,Holofoil,"<strong>Pokémon Power: Energy Burn</strong> As often as you like during your turn <em>(before your attack)</em>, you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is affected by a Special Condition.",3,,F-30
84196,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/84196_200w.jpg,3,1374,https://cpt.tcgcsv.com/XHH,2022-11-29T17:01:39.503,1,003/110,Holo Rare,Fire,120,Stage 2,"[RRRR] Fire Spin (100)
<br>Discard 2 Energy cards attached to Charizard or this attack does nothing.",W,1800.0,2400.5,3000.99,,,Reverse Holofoil,"<strong>Pokémon Power: Energy Burn</strong> As often as you like during your turn <em>(before your attack)</em>, you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is affected by a Special Condition.",3,,F-30
84205,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/84205_200w.jpg,3,1374,https://cpt.tcgcsv.com/7JH,2023-02-25T13:39:49.55,1,070/110,Common,Fire,50,Basic,[1] Scratch (10),W,0.4,1.0,4.25,1.27,,Normal,,1,"[1R] Ember (30)
<br>Discard 1 Fire Energy card attached to Charmander or this attack does nothing.",
84205,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/84205_200w.jpg,3,1374,https://cpt.tcgcsv.com/7JH,2023-02-25T13:39:49.55,1,070/110,Common,Fire,50,Basic,[1] Scratch (10),W,279.0,500.0,666.35,285.0,,Reverse Holofoil,,1,"[1R] Ember (30)
<br>Discard 1 Fire Energy card attached to Charmander or this attack does nothing.",
84223,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84223_200w.jpg,3,1374,https://cpt.tcgcsv.com/tJH,2023-03-03T06:07:54.237,1,037/110,Uncommon,Fire,80,Stage 1,[3] Slash (30),W,0.54,1.13,3.97,1.36,,Normal,,1,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Charmeleon or this attack does nothing.",
84223,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84223_200w.jpg,3,1374,https://cpt.tcgcsv.com/tJH,2023-03-03T06:07:54.237,1,037/110,Uncommon,Fire,80,Stage 1,[3] Slash (30),W,150.0,150.0,150.0,97.98,,Reverse Holofoil,,1,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Charmeleon or this attack does nothing.",
84569,Dark Blastoise,Dark Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/84569_200w.jpg,3,1374,https://cpt.tcgcsv.com/pRH,2022-11-29T17:09:57.313,1,004/110,Holo Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.",L,199.98,199.99,225.0,124.14,,Holofoil,,2,"[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",
84569,Dark Blastoise,Dark Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/84569_200w.jpg,3,1374,https://cpt.tcgcsv.com/pRH,2022-11-29T17:09:57.313,1,004/110,Holo Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.",L,235.0,277.5,349.99,550.0,,Reverse Holofoil,,2,"[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",
84581,Dark Dragonair,Dark Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/84581_200w.jpg,3,1374,https://cpt.tcgcsv.com/FRH,2022-11-29T17:12:38.92,1,038/110,Uncommon,Colorless,60,Stage 1,"[3] Tail Strike (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,1.19,2.55,10.0,3.04,1.52,Normal,"<strong>Pokémon Power: Evolutionary Light</strong> Once during your turn <em>(before your attack)</em>, you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is affected by a Special Condition.",2,,P-30
84581,Dark Dragonair,Dark Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/84581_200w.jpg,3,1374,https://cpt.tcgcsv.com/FRH,2022-11-29T17:12:38.92,1,038/110,Uncommon,Colorless,60,Stage 1,"[3] Tail Strike (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,125.0,125.0,550.0,173.65,,Reverse Holofoil,"<strong>Pokémon Power: Evolutionary Light</strong> Once during your turn <em>(before your attack)</em>, you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is affected by a Special Condition.",2,,P-30
84585,Dark Dragonite,Dark Dragonite,https://tcgplayer-cdn.tcgplayer.com/product/84585_200w.jpg,3,1374,https://cpt.tcgcsv.com/KRH,2022-11-29T17:16:57.483,1,005/110,Holo Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,99.83,160.0,199.99,188.9,167.1,Holofoil,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",2,,F-30
84585,Dark Dragonite,Dark Dragonite,https://tcgplayer-cdn.tcgplayer.com/product/84585_200w.jpg,3,1374,https://cpt.tcgcsv.com/KRH,2022-11-29T17:16:57.483,1,005/110,Holo Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,357.5,357.5,357.5,509.99,,Reverse Holofoil,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",2,,F-30
84637,Dark Persian,Dark Persian,https://tcgplayer-cdn.tcgplayer.com/product/84637_200w.jpg,3,1374,https://cpt.tcgcsv.com/MSH,2022-11-29T17:18:03.767,1,006/110,Holo Rare,Colorless,60,Stage 1,"[1] Fascinate
<br>Flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon. This attack can't be used if your opponent has no Benched Pokémon.",F,21.91,29.99,59.99,37.84,,Holofoil,,,"[2] Poison Claws (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",P-30
84637,Dark Persian,Dark Persian,https://tcgplayer-cdn.tcgplayer.com/product/84637_200w.jpg,3,1374,https://cpt.tcgcsv.com/MSH,2022-11-29T17:18:03.767,1,006/110,Holo Rare,Colorless,60,Stage 1,"[1] Fascinate
<br>Flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon. This attack can't be used if your opponent has no Benched Pokémon.",F,129.99,129.99,129.99,89.0,,Reverse Holofoil,,,"[2] Poison Claws (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",P-30
84646,Dark Raichu,Dark Raichu,https://tcgplayer-cdn.tcgplayer.com/product/84646_200w.jpg,3,1374,https://cpt.tcgcsv.com/XSH,2022-11-29T17:19:31.907,1,007/110,Holo Rare,Lightning,70,Stage 1,"[LLL] Surprise Thunder (30)
<br>Flip a coin. If heads, flip another coin. If the second coin is heads, this attack does 20 damage to each of your opponent's Benched Pokémon. If the second coin is tails, this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F,43.01,55.0,99.99,58.49,,Holofoil,,1,,
84646,Dark Raichu,Dark Raichu,https://tcgplayer-cdn.tcgplayer.com/product/84646_200w.jpg,3,1374,https://cpt.tcgcsv.com/XSH,2022-11-29T17:19:31.907,1,007/110,Holo Rare,Lightning,70,Stage 1,"[LLL] Surprise Thunder (30)
<br>Flip a coin. If heads, flip another coin. If the second coin is heads, this attack does 20 damage to each of your opponent's Benched Pokémon. If the second coin is tails, this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F,165.0,177.0,299.99,207.64,165.0,Reverse Holofoil,,1,,
84653,Dark Slowbro,Dark Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/84653_200w.jpg,3,1374,https://cpt.tcgcsv.com/5TH,2022-11-29T17:20:51.68,1,008/110,Holo Rare,Psychic,60,Stage 1,"[PP] Fickle Attack (40)
<br>Flip a coin. If tails, this attack does nothing.",P,23.33,27.97,69.99,33.62,,Holofoil,"<strong>Pokémon Power: Reel In</strong> When you play Dark Slowbrow from your hand, choose up to 3 Basic Pokémon and/or Evolution cards from your discard pile and put them into your hand.",2,,
84653,Dark Slowbro,Dark Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/84653_200w.jpg,3,1374,https://cpt.tcgcsv.com/5TH,2022-11-29T17:20:51.68,1,008/110,Holo Rare,Psychic,60,Stage 1,"[PP] Fickle Attack (40)
<br>Flip a coin. If tails, this attack does nothing.",P,95.0,124.95,231.6,100.0,,Reverse Holofoil,"<strong>Pokémon Power: Reel In</strong> When you play Dark Slowbrow from your hand, choose up to 3 Basic Pokémon and/or Evolution cards from your discard pile and put them into your hand.",2,,
84664,Dark Vaporeon,Dark Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/84664_200w.jpg,3,1374,https://cpt.tcgcsv.com/jTH,2022-11-29T17:24:35.79,1,009/110,Holo Rare,Water,60,Stage 1,[3] Bite (30),L,70.82,99.99,249.99,105.73,,Holofoil,,1,"[1WW] Whirlpool (20)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",
84664,Dark Vaporeon,Dark Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/84664_200w.jpg,3,1374,https://cpt.tcgcsv.com/jTH,2022-11-29T17:24:35.79,1,009/110,Holo Rare,Water,60,Stage 1,[3] Bite (30),L,184.71,999.99,1097.7,179.29,,Reverse Holofoil,,1,"[1WW] Whirlpool (20)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",
84669,Dark Wartortle,Dark Wartortle,https://tcgplayer-cdn.tcgplayer.com/product/84669_200w.jpg,3,1374,https://cpt.tcgcsv.com/pTH,2025-05-29T15:30:57.863,1,039/110,Uncommon,Water,60,Stage 1,"[W] Doubleslap (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",L,0.99,1.99,3.15,2.38,1.82,Normal,,1,"[1W] Mirror Shell
<br>If an attack does damage to Dark Wartortle during your opponent's next turn <em>(even if Dark Wartortle is Knocked Out)</em>, Dark Wartortle does an equal amount of damage to the Defending Pokémon.",
84669,Dark Wartortle,Dark Wartortle,https://tcgplayer-cdn.tcgplayer.com/product/84669_200w.jpg,3,1374,https://cpt.tcgcsv.com/pTH,2025-05-29T15:30:57.863,1,039/110,Uncommon,Water,60,Stage 1,"[W] Doubleslap (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",L,190.0,195.04,299.99,87.67,,Reverse Holofoil,,1,"[1W] Mirror Shell
<br>If an attack does damage to Dark Wartortle during your opponent's next turn <em>(even if Dark Wartortle is Knocked Out)</em>, Dark Wartortle does an equal amount of damage to the Defending Pokémon.",
84788,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/84788_200w.jpg,3,1374,https://cpt.tcgcsv.com/NWH,2022-11-29T18:13:09.943,1,040/110,Uncommon,Water,80,Stage 1,[1WW] Aurora Beam (50),L,0.5,1.61,5.0,1.89,,Normal,,3,"[2WW] Ice Beam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
84788,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/84788_200w.jpg,3,1374,https://cpt.tcgcsv.com/NWH,2022-11-29T18:13:09.943,1,040/110,Uncommon,Water,80,Stage 1,[1WW] Aurora Beam (50),L,54.99,62.5,80.95,45.01,,Reverse Holofoil,,3,"[2WW] Ice Beam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
84847,Dodrio,Dodrio,https://tcgplayer-cdn.tcgplayer.com/product/84847_200w.jpg,3,1374,https://cpt.tcgcsv.com/ZXH,2022-11-29T18:14:18.373,1,041/110,Uncommon,Colorless,70,Stage 1,"[3] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Dodrio.",L,0.88,1.24,2.97,1.29,,Normal,"<strong>Pokémon Power: Retreat Aid</strong> As long as Dodrio is Benched, pay 1 Colorless less to retreat your Active Pokémon.",,,F-30
84847,Dodrio,Dodrio,https://tcgplayer-cdn.tcgplayer.com/product/84847_200w.jpg,3,1374,https://cpt.tcgcsv.com/ZXH,2022-11-29T18:14:18.373,1,041/110,Uncommon,Colorless,70,Stage 1,"[3] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Dodrio.",L,67.99,70.67,80.21,67.49,,Reverse Holofoil,"<strong>Pokémon Power: Retreat Aid</strong> As long as Dodrio is Benched, pay 1 Colorless less to retreat your Active Pokémon.",,,F-30
84858,Doduo,Doduo,https://tcgplayer-cdn.tcgplayer.com/product/84858_200w.jpg,3,1374,https://cpt.tcgcsv.com/bZH,2022-11-29T18:15:47.793,1,071/110,Common,Colorless,50,Basic,"[1] Fury Attack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",L,0.29,0.63,5.0,0.65,0.37,Normal,,,,F-30
84858,Doduo,Doduo,https://tcgplayer-cdn.tcgplayer.com/product/84858_200w.jpg,3,1374,https://cpt.tcgcsv.com/bZH,2022-11-29T18:15:47.793,1,071/110,Common,Colorless,50,Basic,"[1] Fury Attack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",L,79.99,107.75,135.51,45.61,,Reverse Holofoil,,,,F-30
84930,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/84930_200w.jpg,3,1374,https://cpt.tcgcsv.com/D-H,2022-11-29T18:16:30.853,1,072/110,Common,Colorless,40,Basic,[1] Pound (10),,0.3,0.89,3.99,0.89,,Normal,,1,,P-30
84930,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/84930_200w.jpg,3,1374,https://cpt.tcgcsv.com/D-H,2022-11-29T18:16:30.853,1,072/110,Common,Colorless,40,Basic,[1] Pound (10),,106.98,140.3,150.0,165.0,,Reverse Holofoil,,1,,P-30
84970,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/84970_200w.jpg,3,1374,https://cpt.tcgcsv.com/q_H,2023-01-03T19:13:21.087,1,073/110,Common,Psychic,50,Basic,"[1P] Nightmare (10)
<br>The Defending Pokémon is now Asleep.",P,0.25,0.58,1.79,0.58,,Normal,"<strong>Pokémon Power: Long-Distance Hypnosis</strong>
<br>
Not popular with girls because of its attitude. Can often be heard muttering to itself in a low voice.  LV. 10  #96</em>",1,,
84970,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/84970_200w.jpg,3,1374,https://cpt.tcgcsv.com/q_H,2023-01-03T19:13:21.087,1,073/110,Common,Psychic,50,Basic,"[1P] Nightmare (10)
<br>The Defending Pokémon is now Asleep.",P,60.94,84.25,99.99,60.94,,Reverse Holofoil,"<strong>Pokémon Power: Long-Distance Hypnosis</strong>
<br>
Not popular with girls because of its attitude. Can often be heard muttering to itself in a low voice.  LV. 10  #96</em>",1,,
85079,Eevee,Eevee,https://tcgplayer-cdn.tcgplayer.com/product/85079_200w.jpg,3,1374,https://cpt.tcgcsv.com/C2J,2022-11-29T18:19:33.607,1,074/110,Common,Colorless,50,Basic,"[1] Tail Wag
<br>Flip a coin. If heads, the Defending Pokémon can't attack Eevee during your opponent's next turn. <em>(Benching either Pokémon ends this effect.)</em",F,1.8,3.48,4.84,3.48,,Normal,,1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",P-30
85079,Eevee,Eevee,https://tcgplayer-cdn.tcgplayer.com/product/85079_200w.jpg,3,1374,https://cpt.tcgcsv.com/C2J,2022-11-29T18:19:33.607,1,074/110,Common,Colorless,50,Basic,"[1] Tail Wag
<br>Flip a coin. If heads, the Defending Pokémon can't attack Eevee during your opponent's next turn. <em>(Benching either Pokémon ends this effect.)</em",F,274.99,305.0,399.95,499.99,,Reverse Holofoil,,1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",P-30
85151,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/85151_200w.jpg,3,1374,https://cpt.tcgcsv.com/25J,2022-11-29T18:22:50.96,1,022/110,Rare,Lightning,90,Stage 1,[2] Tackle (20),F,1.89,2.53,5.97,2.64,,Normal,,1,"[LLL] Chain Lightning (20)
<br>If the Defending Pokémon isn't Colorless, this attack does 10 damage to each Benched Pokémon of the same type as the Defending Pokémon <em>(including your own)</em>. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
