productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extAttack2,extResistance
490719,Miraidon - 013,Miraidon 013,https://tcgplayer-cdn.tcgplayer.com/product/490719_200w.jpg,3,22872,https://cpt.tcgcsv.com/pjX5,2023-08-31T19:13:30.043,1,013,Promo,Lightning,120,Basic,[2] Sharp Fang (30),Fx2,1,4.69,8.51,50.0,7.5,,Holofoil,,"[1LL] Lightning Laser (90)
<br>This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)",None
490721,Koraidon - 014,Koraidon 014,https://tcgplayer-cdn.tcgplayer.com/product/490721_200w.jpg,3,22872,https://cpt.tcgcsv.com/rjX5,2023-08-31T19:13:52.6,1,014,Promo,Fighting,130,Basic,[3] Claw Strike (70),Px2,2,4.76,7.0,40.0,6.53,8.49,Holofoil,,"[1FFF] Rampage Fang (190)
<br>Discard 3 Energy from this Pokemon",None
490725,Koraidon - 014 (Pokemon Center Exclusive),Koraidon 014 Pokemon Center Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/490725_200w.jpg,3,22872,https://cpt.tcgcsv.com/wjX5,2023-08-31T19:14:02.057,1,014,Promo,Fighting,130,Basic,[3] Claw Strike (70),Px2,2,74.99,125.0,399.99,90.48,,Holofoil,,"[1FFF] Rampage Fang (190)
<br>Discard 3 Energy from this Pokemon",None
490730,Miraidon - 013 (Pokemon Center Exclusive),Miraidon 013 Pokemon Center Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/490730_200w.jpg,3,22872,https://cpt.tcgcsv.com/DjX5,2025-09-22T12:46:58.12,1,013,Promo,Lightning,120,Basic,[2] Sharp Fang (30),Fx2,1,94.7,129.5,400.0,95.17,,Holofoil,,"[1LL] Lightning Laser (90)
<br>This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)",None
491184,Spidops - 009,Spidops 009,https://tcgplayer-cdn.tcgplayer.com/product/491184_200w.jpg,3,22872,https://cpt.tcgcsv.com/JtX5,2023-08-31T19:10:37.75,1,009,Promo,Grass,120,Stage 1,"[G] String Truss (30)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Rx2,2,0.08,0.25,2.77,0.21,,Holofoil,,[2G] Jet Headbutt (100),None
491185,Espathra - 010,Espathra 010,https://tcgplayer-cdn.tcgplayer.com/product/491185_200w.jpg,3,22872,https://cpt.tcgcsv.com/KtX5,2023-11-04T04:50:18.083,1,010,Promo,Psychic,110,Stage 1,"[1] Aurora Gain (30)
<br>Heal 30 damage from this Pokemon.",Dx2,0,0.04,0.25,1.49,0.24,0.2,Holofoil,,[1P] Super Psy Bolt (60),F-30
491186,Arcanine - 011,Arcanine 011,https://tcgplayer-cdn.tcgplayer.com/product/491186_200w.jpg,3,22872,https://cpt.tcgcsv.com/LtX5,2023-08-31T19:13:10.297,1,011,Promo,Fire,130,Stage 1,"[1R] Crunch (30)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Wx2,3,0.25,0.68,5.0,0.76,,Holofoil,,[1RR] Fire Mane (120),None
491187,Dondozo - 012,Dondozo 012,https://tcgplayer-cdn.tcgplayer.com/product/491187_200w.jpg,3,22872,https://cpt.tcgcsv.com/MtX5,2025-09-14T14:59:09.25,1,012,Promo,Water,150,Basic,[2W] Hammer In (60),Lx2,4,0.05,0.26,3.0,0.23,,Holofoil,,"[3W] Dangerous Wave (100+)
<br>Flip 2 coins. If both of them are heads, this attack does 100 more damage.",None
496429,Cyclizar ex - 018,Cyclizar ex 018,https://tcgplayer-cdn.tcgplayer.com/product/496429_200w.jpg,3,22872,https://cpt.tcgcsv.com/CB-5,2023-08-31T19:20:05.917,1,018,Promo,Normal,210,Basic,"[1] Power Run (30)
<br>Search your deck for a Basic Energy card and attach it to this Pokémon. Then, shuffle your deck.",Fx2,1,0.19,0.91,3.95,0.58,,Holofoil,,"[3] Full Throttle (180)
<br>During your next turn, this Pokémon can't attack.",None
496972,Flaaffy - 015,Flaaffy 015,https://tcgplayer-cdn.tcgplayer.com/product/496972_200w.jpg,3,22872,https://cpt.tcgcsv.com/sP-5,2024-08-28T19:15:03.617,1,015,Promo,Lightning,90,Stage 1,[L] Static Shock (30),Fx2,2,1.02,2.0,6.99,2.32,,Normal,,"[2L] Extreme Current (80)
<br>Discard an Energy from this Pokemon.",None
499996,Tinkatink - 025 (Cosmo Holofoil),Tinkatink 025 Cosmo Holofoil,https://tcgplayer-cdn.tcgplayer.com/product/499996_200w.jpg,3,22872,https://cpt.tcgcsv.com/X__5,2024-03-12T19:43:45.197,1,025,Promo,Psychic,70,Basic,"[P] Smithereen Smash (10)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Mx2,1,0.2,0.35,1.99,0.35,,Holofoil,,,None
500062,Miraidon ex - 028,Miraidon ex 028,https://tcgplayer-cdn.tcgplayer.com/product/500062_200w.jpg,3,22872,https://cpt.tcgcsv.com/g206,2025-01-14T05:34:17.187,1,028,Promo,Lightning,220,Basic,"[1LL] Photon Blaster (220)
<br>
During your next turn, this Pokémon can't attack.",Fx2,1,0.3,0.86,19.99,0.81,0.99,Holofoil,"<strong>Ability — Tandem Unit</strong>
<br>
Once during your turn, you may search your deck for up to 2 Basic Lightning Pokémon and put them onto your Bench. Then, shuffle your deck.
<br><br>
<em>Pokémon ex rule — When a Pokémon ex has been Knocked Out, your opponent takes 2 Prize cards.</em>",,
500070,Koraidon ex - 029,Koraidon ex 029,https://tcgplayer-cdn.tcgplayer.com/product/500070_200w.jpg,3,22872,https://cpt.tcgcsv.com/q206,2024-10-30T11:49:36.653,1,029,Promo,Fighting,230,Basic,"[1FF] Wild Impact (220)
<br>
During your next turn, this Pokémon can't attack.",Px2,2,0.25,0.9,25.53,0.52,,Holofoil,"<strong>Ability — Dino Cry</strong>
<br>
Once during your turn, you may attach up to 2 Basic Fighting Energy cards from your discard pile to your Basic Fighting Pokémon in any way you like. If you use this ability, your turn ends.
<br><br>
<em>Pokémon ex rule — When a Pokémon ex has been Knocked Out, your opponent takes 2 Prize cards.</em>",,
500263,Pikachu - 027,Pikachu 027,https://tcgplayer-cdn.tcgplayer.com/product/500263_200w.jpg,3,22872,https://cpt.tcgcsv.com/h706,2024-10-30T12:23:18.433,1,027,Promo,Lightning,60,Basic,"[LLL] Adventuring Together (30+)
<br>
This attack does 10 more damage for each of your Benched Pokémon.",Fx2,1,14.0,19.99,99.99,17.23,14.04,Holofoil,,,
500264,Pikachu - 027 (Pokemon Center Exclusive),Pikachu 027 Pokemon Center Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/500264_200w.jpg,3,22872,https://cpt.tcgcsv.com/j706,2024-08-13T11:15:11.44,1,027,Promo,Lightning,60,Basic,"[LLL] Adventuring Together (30+)
<br>
This attack does 10 more damage for each of your Benched Pokémon.",Fx2,1,128.15,194.99,550.0,132.85,,Holofoil,,,
500563,Growlithe - 024,Growlithe 024,https://tcgplayer-cdn.tcgplayer.com/product/500563_200w.jpg,3,22872,https://cpt.tcgcsv.com/hf06,2023-08-31T19:34:39.8,1,024,Promo,Fire,90,Basic,"[1] Stoke
<br>Search your deck for up to 2 basic [R] Energy cards and attach them to this Pokemon. Then, shuffle your deck.",Wx2,3,0.17,0.45,2.0,0.46,,Holofoil,,[RRR] Fire Claw (70),None
500833,Smoliv - 023,Smoliv 023,https://tcgplayer-cdn.tcgplayer.com/product/500833_200w.jpg,3,22872,https://cpt.tcgcsv.com/Hl06,2023-08-31T19:30:29.59,1,023,Promo,Grass,60,Basic,"[G] Nutrients
<br>Heal 30 damage from 1 of your Pokemon.",Rx2,1,0.05,0.26,1.99,0.26,0.24,Holofoil,,[1G] Spray Fluid (20),None
501885,Baxcalibur - 019 (Prerelease),Baxcalibur 019 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/501885_200w.jpg,3,22872,https://cpt.tcgcsv.com/KM06,2024-04-30T14:22:27.65,1,019,Promo,Water,160,Stage 2,[1WW] Buster Tail (130),Mx2,2,1.2,2.96,9.95,2.96,1.74,Holofoil,"<strong>Ability — Super Cold</strong>
<br>
As often as you like during your turn, you may attach a Basic Water Energy card from your hand to 1 of your Pokémon.",,
501888,Tinkaton - 020 (Prerelease),Tinkaton 020 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/501888_200w.jpg,3,22872,https://cpt.tcgcsv.com/NM06,2024-04-30T14:22:46.447,1,020,Promo,Psychic,140,Stage 2,"[1P] Special Hammer (90+)
<br>
If this Pokémon has any Special Energy attached, this attack does 90 more damage.",Mx2,2,1.49,2.28,9.5,2.27,2.43,Holofoil,"<strong>Ability — Gather Materials</strong>
<br>
You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 3 cards.",,
501893,Murkrow - 021 (Prerelease),Murkrow 021 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/501893_200w.jpg,3,22872,https://cpt.tcgcsv.com/TM06,2024-04-30T14:24:41.66,1,021,Promo,Darkness,60,Basic,"[1] Spin Turn (10)
<br>
Switch this Pokémon with 1 of your Benched Pokémon.",Lx2,1,1.09,2.12,9.5,2.34,1.45,Holofoil,,"[D] United Wings (20x)
<br>
This attack does 20 damage for each Pokémon in your discard pile that has the United Wings attack.",F-30
501896,Pelipper - 022 (Prerelease),Pelipper 022 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/501896_200w.jpg,3,22872,https://cpt.tcgcsv.com/XM06,2024-04-30T14:26:38.89,1,022,Promo,Colorless,120,Stage 1,[3] Wing Attack (90),Lx2,2,0.6,1.43,7.5,1.56,2.0,Holofoil,"<strong>Ability — Hearsay</strong>
<br>
When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may choose 1: put a Supporter card from your discard pile into your hand; or search your deck for a Supporter card, reveal it, put it into your hand, and then shuffle your deck.",,F-30
502981,Annihilape ex - 032,Annihilape ex 032,https://tcgplayer-cdn.tcgplayer.com/product/502981_200w.jpg,3,22872,https://cpt.tcgcsv.com/Fc26,2023-07-24T13:01:06.43,1,032,Promo,Fighting,320,Stage 2,"[F] Angry Grudge (20x)
<br>Put up to 12 damage counters on this Pokemon. This attack does 20 damage for each damage counter you placed in this way.",Px2,2,0.5,0.77,3.75,0.72,0.99,Holofoil,,[1F] Seismic Toss (150),
505534,Chien-Pao ex - 030,Chien Pao ex 030,https://tcgplayer-cdn.tcgplayer.com/product/505534_200w.jpg,3,22872,https://cpt.tcgcsv.com/Jd36,2024-02-21T16:12:24.197,1,030,Promo,Water,220,Basic,"[WW] Hail Blade (60X)
<br>You may discard any amount of W Energy from your Pokemon. This attack does 60 damage for each card you discarded this way.",Mx2,2,2.8,4.4,13.69,4.31,7.98,Holofoil,"Ability — Shivery Chill
<br>Once during your turn, if this Pokemon is in the Active Spot, you may search your deck for up to 2 Basic W Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",,None
505537,Tinkaton ex - 031,Tinkaton ex 031,https://tcgplayer-cdn.tcgplayer.com/product/505537_200w.jpg,3,22872,https://cpt.tcgcsv.com/Md36,2023-07-24T13:04:46.627,1,031,Promo,Psychic,300,Stage 2,"[2] Big Hammer (30x)
<br>This attack does 30 damage for each card in your hand.",Mx2,2,8.18,10.17,18.0,9.93,16.99,Holofoil,,"[2P] Pulverizing Press (140)
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokemon.",none
512035,Charmander - 044,Charmander 044,https://tcgplayer-cdn.tcgplayer.com/product/512035_200w.jpg,3,22872,https://cpt.tcgcsv.com/KQ66,2025-03-21T19:46:44.19,1,044,Promo,Fire,60,Basic,"[R] Heat Tackle: (30) <br>
This Pokemon does 10 damage to itself.",Wx2,1,33.29,45.19,200.0,44.11,34.18,Holofoil,,,None
512036,Charmander - 044 (Pokemon Center Exclusive),Charmander 044 Pokemon Center Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/512036_200w.jpg,3,22872,https://cpt.tcgcsv.com/LQ66,2024-08-19T15:07:27.797,1,044,Promo,Fire,60,Basic,"[R] Heat Tackle: (30) <br>
This Pokemon does 10 damage to itself.",Wx2,1,189.99,246.57,499.99,246.02,,Holofoil,,,None
512043,Pawmi - 040,Pawmi 040,https://tcgplayer-cdn.tcgplayer.com/product/512043_200w.jpg,3,22872,https://cpt.tcgcsv.com/TQ66,2023-08-31T20:17:20.517,1,040,Promo,Lightning,50,Basic,"[1L] Static Slap (20)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",Fx2,1,0.11,0.32,2.99,0.3,,Holofoil,,,None
512049,Paldean Wooper - 041,Paldean Wooper 041,https://tcgplayer-cdn.tcgplayer.com/product/512049_200w.jpg,3,22872,https://cpt.tcgcsv.com/_Q66,2023-08-31T20:17:28.537,1,041,Promo,Darkness,60,Basic,"[D] Splattering Poison
<br>Both Active Pokémon are now Poisoned.",Fx2,1,0.1,0.49,30.0,0.42,,Holofoil,,[2D] Tail Whap (30),None
512492,Eevee - 043,Eevee 043,https://tcgplayer-cdn.tcgplayer.com/product/512492_200w.jpg,3,22872,https://cpt.tcgcsv.com/S_66,2023-10-20T13:35:58.817,1,043,Promo,Colorless,60,Basic,"[1] Call for Family
<br>Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.",Fx2,1,1.43,2.29,10.0,2.25,,Holofoil,,[3] Tackle (30),
512506,Tinkaton - 020 (Prerelease) [Staff],Tinkaton 020 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/512506_200w.jpg,3,22872,https://cpt.tcgcsv.com/8076,2024-04-30T14:24:26.637,1,020,Promo,Psychic,140,Stage 2,"[1P] Special Hammer (90+)
<br>
If this Pokémon has any Special Energy attached, this attack does 90 more damage.",Mx2,2,177.0,177.99,179.99,55.3,,Holofoil,"<strong>Ability — Gather Materials</strong>
<br>
You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 3 cards.",,
512896,Cleffa - 037 (Prerelease),Cleffa 037 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/512896_200w.jpg,3,22872,https://cpt.tcgcsv.com/X976,2024-04-30T14:20:39.287,1,037,Promo,Psychic,30,Basic,"[0] Grasping Draw
<br>
Draw cards until you have 7 cards in your hand.",Mx2,,4.46,6.34,88.88,6.8,,Holofoil,,,
512914,Houndstone - 042,Houndstone 042,https://tcgplayer-cdn.tcgplayer.com/product/512914_200w.jpg,3,22872,https://cpt.tcgcsv.com/jb76,2025-05-02T05:43:07.52,1,042,Promo,Psychic,130,Stage 1,(2P) Spooky Shot (100),Mx2,3,0.1,0.44,3.5,0.44,,Holofoil,"(2) Delve <br>
Put up to 2 Item cards from your discard pile into your hand,",,F-30
513423,Cleffa - 037 (Prerelease) [Staff],Cleffa 037 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/513423_200w.jpg,3,22872,https://cpt.tcgcsv.com/tn76,2024-04-30T14:20:52.513,1,037,Promo,Psychic,30,Basic,"[0] Grasping Draw
<br>
Draw cards until you have 7 cards in your hand.",Mx2,,74.86,122.99,200.0,41.06,,Holofoil,,,
513424,Palafin - 036 (Prerelease),Palafin 036 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/513424_200w.jpg,3,22872,https://cpt.tcgcsv.com/vn76,2024-04-30T14:17:54.657,1,036,Promo,Water,150,Stage 1,"[W] Jet Punch (30) <br>
This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness or Resistance for Benched Pokemon).",Lx2,2,1.49,3.71,9.5,3.66,5.49,Holofoil,,"[W][W] Justice Kick (210) <br>
 If this Pokemon didn’t move from the Bench to the Active Spot during this turn, this attack does nothing.",None
513425,Palafin - 036 (Prerelease) [Staff],Palafin 036 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/513425_200w.jpg,3,22872,https://cpt.tcgcsv.com/wn76,2024-04-30T14:18:01.71,1,036,Promo,Water,150,Stage 1,"[W] Jet Punch (30) <br>
This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness or Resistance for Benched Pokemon).",Lx2,2,38.26,47.99,200.0,27.56,,Holofoil,,"[W][W] Justice Kick (210) <br>
 If this Pokemon didn’t move from the Bench to the Active Spot during this turn, this attack does nothing.",None
513426,Togekiss - 038 (Prerelease),Togekiss 038 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/513426_200w.jpg,3,22872,https://cpt.tcgcsv.com/xn76,2024-04-30T14:20:58.1,1,038,Promo,Psychic,150,Stage 2,"[2] Power Cyclone (110)
<br> Move an Energy from this Pokémon to 1 of your Benched Pokémon.",Mx2,0,1.3,2.84,8.49,3.37,5.99,Holofoil,"<strong>Ability — Precious Gift</strong>
<br>Once during your turn (after your attack), you may draw cards until you have 8 cards in your hand.",,
513427,Togekiss - 038 (Prerelease) [Staff],Togekiss 038 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/513427_200w.jpg,3,22872,https://cpt.tcgcsv.com/zn76,2024-04-30T14:22:03.68,1,038,Promo,Psychic,150,Stage 2,"[2] Power Cyclone (110)
<br> Move an Energy from this Pokémon to 1 of your Benched Pokémon.",Mx2,0,33.26,45.0,200.0,19.46,,Holofoil,"<strong>Ability — Precious Gift</strong>
<br>Once during your turn (after your attack), you may draw cards until you have 8 cards in your hand.",,
513428,Mawile - 039 (Prerelease),Mawile 039 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/513428_200w.jpg,3,22872,https://cpt.tcgcsv.com/Bn76,2024-04-30T14:22:10.063,1,039,Promo,Metal,90,Basic,[2M] Sharp Fang (90),Fx2,1,2.1,3.63,5.99,3.39,5.99,Holofoil,"<strong>Ability — Special Eater</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may discard a Special Energy from your opponent's Active Pokémon.",,G-30
513429,Mawile - 039 (Prerelease) [Staff],Mawile 039 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/513429_200w.jpg,3,22872,https://cpt.tcgcsv.com/Cn76,2024-04-30T14:22:18.143,1,039,Promo,Metal,90,Basic,[2M] Sharp Fang (90),Fx2,1,69.95,129.29,200.0,39.72,,Holofoil,"<strong>Ability — Special Eater</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may discard a Special Energy from your opponent's Active Pokémon.",,G-30
513831,Skeledirge ex - 034,Skeledirge ex 034,https://tcgplayer-cdn.tcgplayer.com/product/513831_200w.jpg,3,22872,https://cpt.tcgcsv.com/Fx76,2023-09-01T04:03:10.087,1,034,Promo,Fire,340,Stage 2,"[R] Vitality Song (50)
<br>Heal 30 damage from each of your Pokemon.",Wx2,3,0.42,0.88,3.99,0.83,1.09,Holofoil,,"[RR] Burning Voice (270-)
<br>This attack does 10 less damage for each damage counter on this Pokemon.",None
513874,Quaquaval ex - 035,Quaquaval ex 035,https://tcgplayer-cdn.tcgplayer.com/product/513874_200w.jpg,3,22872,https://cpt.tcgcsv.com/vz76,2023-09-01T04:03:10.087,1,035,Promo,Water,320,Stage 2,"[W] Exciting Dance (60)
<br>Switch this Pokemon with 1 of your Benched Pokemon. If you do, switch out your opponent's Active Pokemon to the Bench. <em>(Your opponent chooses the new Active Pokemon.)</em>",Lx2,2,0.29,0.81,40.0,0.61,,Holofoil,,"[1W] Spiral Shot (230)
<br>Put 2 Energy attached to this Pokemon into your hand.",None
513876,Meowscarada ex - 033,Meowscarada ex 033,https://tcgplayer-cdn.tcgplayer.com/product/513876_200w.jpg,3,22872,https://cpt.tcgcsv.com/xz76,2024-10-11T07:19:30.21,1,033,Promo,Grass,310,Stage 2,"[2] Scratching Nails (100+)
<br>If your opponent’s Active Pokemon already has any damage counters on it, this attack does 120 more damage.",Fx2,2,0.35,0.79,10.0,0.74,0.99,Holofoil,"<strong>Ability — Magic Bouquet</strong>
<br>You must discard a [G] Energy card from your hand in order to use this Ability. Once during your turn, you may choose 1 of your opponent’s Benched Pokemon and put 3 damage counters on it.",,None
515202,Baxcalibur - 019 (Prerelease) [Staff],Baxcalibur 019 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/515202_200w.jpg,3,22872,https://cpt.tcgcsv.com/3686,2024-04-30T14:22:37.27,1,019,Promo,Water,160,Stage 2,[1WW] Buster Tail (130),Mx2,2,40.0,40.0,53.0,33.12,,Holofoil,"<strong>Ability — Super Cold</strong>
<br>
As often as you like during your turn, you may attach a Basic Water Energy card from your hand to 1 of your Pokémon.",,
515203,Revavroom - 008 (Prerelease) [Staff],Revavroom 008 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/515203_200w.jpg,3,22872,https://cpt.tcgcsv.com/5686,2024-04-30T14:06:21.01,1,008,Promo,Metal,140,Stage 1,"[3M] Knock Away (90+)
<br>
Flip a coin. If heads, this attack does 90 more damage.",Rx2,2,29.0,33.81,36.42,29.4,,Holofoil,"<strong>Ability — Rumbling Engine</strong>
<br>
You must discard an Energy card from your hand in order to use this Ability. Once during your turn, you may draw cards until you have 6 cards in your hand.",,G-30
517175,Snorlax - 051,Snorlax 051,https://tcgplayer-cdn.tcgplayer.com/product/517175_200w.jpg,3,22872,https://cpt.tcgcsv.com/wT86,2025-05-06T13:36:19.213,1,051,Promo,Colorless,150,Basic,"[3] Thudding Press (130)
<br>This Pokemon also does 30 damage to itself.",Fx2,4,15.23,22.46,100.0,18.36,18.72,Holofoil,"<strong>Ability — Voraciousness</strong>
<br>Once during your turn, you may put up to 2 Leftovers cards from your discard pile into your hand.",,None
517270,Snorlax - 051 (Pokemon Center Exclusive),Snorlax 051 Pokemon Center Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/517270_200w.jpg,3,22872,https://cpt.tcgcsv.com/qW86,2025-01-07T16:59:04.43,1,051,Promo,Colorless,150,Basic,"[3] Thudding Press (130)
<br>This Pokemon also does 30 damage to itself.",Fx2,4,214.0,350.0,599.99,253.73,350.24,Holofoil,"<strong>Ability — Voraciousness</strong>
<br>Once during your turn, you may put up to 2 Leftovers cards from your discard pile into your hand.",,None
517271,Bulbasaur - 046 (Cosmos Holo),Bulbasaur 046 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517271_200w.jpg,3,22872,https://cpt.tcgcsv.com/rW86,2023-09-25T14:08:54.973,1,046,Promo,Grass,70,Basic,[2G] Vine Whip (50),Rx2,2,0.36,0.99,9.0,1.01,1.22,Holofoil,,,None
