productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
527895,Onix,Onix,https://tcgplayer-cdn.tcgplayer.com/product/527895_200w.jpg,3,23323,https://cpt.tcgcsv.com/W9f6,2024-07-18T16:15:29.107,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",1.25,1.52,6.99,1.52,,Holofoil,010/034,Classic Collection,Fighting,120,Basic,[4] Land Crush (120),Gx2,None,4,
527898,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/527898_200w.jpg,3,23323,https://cpt.tcgcsv.com/-9f6,2024-07-18T16:14:20.43,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",1.75,3.46,7.32,2.96,,Holofoil,011/034,Classic Collection,Fighting,120,Basic,[2] Low Sweep (40),Px2,None,1,"[1FF] Link Attack (80+)
<br>If Hitmonchan is on your Bench, this attack does 80 more damage."
527899,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/527899_200w.jpg,3,23323,https://cpt.tcgcsv.com/_9f6,2024-07-18T16:14:17.89,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",1.5,2.63,8.95,2.3,,Holofoil,012/034,Classic Collection,Fighting,120,Basic,"[F] Coordinated Beatdown (20+)
<br>If Hitmonlee is on your Bench, this attack does 20 more damage.",Px2,None,1,[FF] Mach Cross (60)
527900,Doduo,Doduo,https://tcgplayer-cdn.tcgplayer.com/product/527900_200w.jpg,3,23323,https://cpt.tcgcsv.com/0bf6,2024-07-18T16:13:23.727,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.25,0.5,2.0,0.47,0.52,Holofoil,013/034,Classic Collection,Colorless,60,Basic,"[1] Double Stab (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",Lx2,F-20,1,"[2] Doduo Delivery
<br>Draw 2 cards."
527901,Dodrio,Dodrio,https://tcgplayer-cdn.tcgplayer.com/product/527901_200w.jpg,3,23323,https://cpt.tcgcsv.com/2bf6,2024-07-18T16:13:18.78,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
<strong>[Poké-BODY] Retreat Aid</strong>
<br>As long as This Pokémon is on your Bench, your Active Pokémon's Retreat Cost is [2] less.",0.4,0.58,2.3,0.57,,Holofoil,014/034,Classic Collection,Colorless,80,Stage 1,"[2] Incessant Peck (20+) 
<br>Flip a coin until you get tails. This attack does 20 damage plus 20 more damage for each heads.",Lx2,F-20,1,
527902,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/527902_200w.jpg,3,23323,https://cpt.tcgcsv.com/3bf6,2024-07-18T16:12:26.493,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",3.0,4.25,8.0,4.32,5.58,Holofoil,015/034,Classic Collection,Colorless,120,Basic,"[2] Scrunch
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks.",Fx2,P-30,1,"[4] Double-edge (80)
<br>This Pokémon also does 80 damage to itself."
527903,Snorlax,Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/527903_200w.jpg,3,23323,https://cpt.tcgcsv.com/5bf6,2024-07-18T16:18:15.993,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",2.99,3.29,4.99,3.22,,Holofoil,016/034,Classic Collection,Colorless,150,Basic,"[1] Collect
<br>Draw 2 cards.",Fx2,None,4,"[3] Collapse (120)
<br>This Pokemon is now Asleep."
527905,Lugia ex,Lugia ex,https://tcgplayer-cdn.tcgplayer.com/product/527905_200w.jpg,3,23323,https://cpt.tcgcsv.com/7bf6,2024-07-18T16:15:05.287,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.5,1.22,15.99,1.2,1.59,Holofoil,017/034,Classic Collection,Colorless,230,Basic,"[2] Rising Wind (30)
<br>Search your deck for a Basic Energy card and attach it to this Pokemon. Then, shuffle your deck.",Lx2,F-30,2,"[4] Aero Break (200)
<br>This Pokemon also does 30 damage to itself."
527907,Bill (CLV),Bill CLV,https://tcgplayer-cdn.tcgplayer.com/product/527907_200w.jpg,3,23323,https://cpt.tcgcsv.com/9bf6,2024-07-18T16:09:35.447,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Draw 2 cards.
<br>You may only play 1 Supporter card during your turn.",0.06,0.25,4.95,0.16,,Holofoil,018/034,Classic Collection,Supporter,0,Supporter,,,,,
527908,Boss's Orders (CLV),Bosss Orders CLV,https://tcgplayer-cdn.tcgplayer.com/product/527908_200w.jpg,3,23323,https://cpt.tcgcsv.com/bbf6,2024-07-18T16:12:15.21,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Switch in 1 of your opponent's Benched Pokémon to the Active Spot.
<br>
You may play only 1 Supporter card during your turn.",0.49,0.84,2.25,0.84,,Holofoil,019/034,Classic Collection,Supporter,,,,,,,
527909,Computer Search (CLV),Computer Search CLV,https://tcgplayer-cdn.tcgplayer.com/product/527909_200w.jpg,3,23323,https://cpt.tcgcsv.com/cbf6,2024-07-18T16:13:10.927,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can use this card only if you discard 2 other cards from your hand.
<br>Search your deck for a card and put it into your hand. Then, shuffle your deck.
<br><br>You may play any number of Item cards during your turn.",0.13,0.36,1.99,0.32,0.28,Holofoil,020/034,Classic Collection,Trainer,,,,,,,
527910,Poke Ball (CLV),Poke Ball CLV,https://tcgplayer-cdn.tcgplayer.com/product/527910_200w.jpg,3,23323,https://cpt.tcgcsv.com/dbf6,2024-07-18T16:16:02.49,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Flip a coin. If heads, search your deck for a Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.
<br>
<br>You may play any number of Item cards during your turn.",0.07,0.25,4.99,0.18,,Holofoil,021/034,Classic Collection,Item,,,,,,,
527911,Pokemon Fan Club (CLV),Pokemon Fan Club CLV,https://tcgplayer-cdn.tcgplayer.com/product/527911_200w.jpg,3,23323,https://cpt.tcgcsv.com/fbf6,2024-07-18T16:16:35.05,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Search your deck for up to 2 Basic Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.
<br>
<br>You may play only 1 Supporter card during your turn (before your attack)",0.1,0.26,1.99,0.24,,Holofoil,022/034,Classic Collection,Supporter,,,,,,,
527912,Pokemon Nurse,Pokemon Nurse,https://tcgplayer-cdn.tcgplayer.com/product/527912_200w.jpg,3,23323,https://cpt.tcgcsv.com/gbf6,2024-07-18T16:16:41.387,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can play only one Supporter card each turn.
<br>
<br>Heal all damage from 1 of your Pokémon. If you healed any damage in this way, discard all Energy from that Pokémon.",0.75,1.0,3.25,1.13,,Holofoil,023/034,Classic Collection,Supporter,,,,,,,
527913,Professor Oak (CLV),Professor Oak CLV,https://tcgplayer-cdn.tcgplayer.com/product/527913_200w.jpg,3,23323,https://cpt.tcgcsv.com/hbf6,2024-07-18T16:17:07.117,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Discard your hand, then draw 7 cards.
<br>
<br>You may play only 1 Supporter card during your turn",0.09,0.25,3.99,0.23,,Holofoil,024/034,Classic Collection,Trainer,,,,,,,
527916,Rare Candy (CLV),Rare Candy CLV,https://tcgplayer-cdn.tcgplayer.com/product/527916_200w.jpg,3,23323,https://cpt.tcgcsv.com/lbf6,2024-07-18T16:17:37.077,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Choose 1 of your Basic Pokemon in play. If you have a Stage 2 card in your hand that evolves from that Pokemon, put that card on the Basic Pokemon to evolve it, skipping the stage 1. You can't use this card during your first turn or on a Basic Pokemon that was put into play this turn.
<br>
<br>You may play any number of Item cards during your turn.",0.19,0.37,1.99,0.31,,Holofoil,025/034,Classic Collection,Item,,,,,,,
527917,Rocket's Admin. (CLV),Rockets Admin CLV,https://tcgplayer-cdn.tcgplayer.com/product/527917_200w.jpg,3,23323,https://cpt.tcgcsv.com/mbf6,2024-07-18T16:17:57.68,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You may play only one Supporter card each turn.
<br>
<br>Each player shuffles his or her hand into their deck.  Then, each player draws a card for each of their remaining Prize cards.",0.09,0.28,3.99,0.26,0.22,Holofoil,026/034,Classic Collection,Supporter,,,,,,,
527918,Sun Seed,Sun Seed,https://tcgplayer-cdn.tcgplayer.com/product/527918_200w.jpg,3,23323,https://cpt.tcgcsv.com/nbf6,2024-07-18T16:18:41.653,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
The attacks by the Venusaur this card is attached to do 100 more damage to your opponent’s Active Pokémon <em>(before applying Weakness and Resistance).</em>",0.01,0.24,4.99,0.19,0.13,Holofoil,027/034,Classic Collection,Tool,,,,,,,
527919,Super Rod (CLV),Super Rod CLV,https://tcgplayer-cdn.tcgplayer.com/product/527919_200w.jpg,3,23323,https://cpt.tcgcsv.com/pbf6,2024-07-18T16:19:29.88,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Shuffle up to 3 in any combination of Pokémon and Basic Energy cards from your discard pile into your deck.
<br>
You may play any number of Item cards during your turn.",0.32,0.55,2.49,0.51,,Holofoil,028/034,Classic Collection,Item,,,,,,,
527920,Switch (CLV),Switch CLV,https://tcgplayer-cdn.tcgplayer.com/product/527920_200w.jpg,3,23323,https://cpt.tcgcsv.com/qbf6,2024-07-18T16:19:54.87,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Switch your Active Pokémon with 1 of your Benched Pokémon.
<br>
You may play as many Item cards as you like during your turn.",0.11,0.25,4.49,0.21,,Holofoil,029/034,Classic Collection,Item,,,,,,,
527921,Ultra Ball (CLV),Ultra Ball CLV,https://tcgplayer-cdn.tcgplayer.com/product/527921_200w.jpg,3,23323,https://cpt.tcgcsv.com/rbf6,2024-07-18T16:20:14.83,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can use this card only if you discard 2 other cards from your hand.
<br>Search your deck for a Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.
<br>You may play any number of Item cards during your turn.",0.15,0.31,2.24,0.28,,Holofoil,030/034,Classic Collection,Trainer — Item,,,,,,,
527924,Basic Grass Energy,Basic Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/527924_200w.jpg,3,23323,https://cpt.tcgcsv.com/vbf6,2024-08-12T12:12:59.507,1,,0.3,0.64,2.99,0.55,0.56,Holofoil,033/034,Classic Collection,Basic Energy,,,,,,,
527925,Basic Fighting Energy,Basic Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/527925_200w.jpg,3,23323,https://cpt.tcgcsv.com/wbf6,2024-08-12T12:12:31.02,1,,0.2,0.5,1.99,0.44,,Holofoil,034/034,Classic Collection,Basic Energy,,,,,,,
527926,Double Colorless Energy (CLV),Double Colorless Energy CLV,https://tcgplayer-cdn.tcgplayer.com/product/527926_200w.jpg,3,23323,https://cpt.tcgcsv.com/xbf6,2025-04-16T17:59:18.067,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
As long as this card is attached to a Pokémon, it provides [2] Energy",0.37,0.6,5.8,0.53,,Holofoil,032/034,Classic Collection,Special Energy,,,,,,,
527936,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/527936_200w.jpg,3,23323,https://cpt.tcgcsv.com/Lbf6,2024-07-18T16:12:38.35,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",7.12,10.94,31.97,9.49,10.94,Holofoil,001/034,Classic Collection,Fire,50,Basic,[1] Scratch (10),Wx2,None,1,"[1R] Ember (30)
<br>Discard 1 Fire Energy card attached to Charmander in order to use this attack."
527937,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/527937_200w.jpg,3,23323,https://cpt.tcgcsv.com/Mbf6,2024-07-18T16:12:41.583,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",2.73,4.5,34.97,4.44,4.84,Holofoil,002/034,Classic Collection,Fire,80,Stage 1,[3] Slash (30),W,None,1,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Charmeleon in order to use this attack."
527938,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/527938_200w.jpg,3,23323,https://cpt.tcgcsv.com/Nbf6,2024-07-18T16:12:34.673,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
<strong>Pokémon Power: Energy Burn</strong> All Energy attached to this Pokémon are Fire Energy instead of their usual type. This Pokémon Power stops working if this Pokémon is Asleep, Confused, or Paralyzed.",105.34,122.5,163.58,109.02,,Holofoil,003/034,Classic Collection,Fire,120,Stage 2,"[RRRR] Fire Spin (100)
<br>Discard 2 Energy from this Pokémon.",W,F-30,3,
527939,Ponyta,Ponyta,https://tcgplayer-cdn.tcgplayer.com/product/527939_200w.jpg,3,23323,https://cpt.tcgcsv.com/Pbf6,2024-07-18T16:16:44.507,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.35,0.81,2.15,0.89,1.0,Holofoil,004/034,Classic Collection,Fire,60,Basic,[R] Flame Tail (20),Wx2,None,1,
527940,Rapidash,Rapidash,https://tcgplayer-cdn.tcgplayer.com/product/527940_200w.jpg,3,23323,https://cpt.tcgcsv.com/Qbf6,2024-07-18T16:17:13,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.37,0.79,5.79,0.88,,Holofoil,005/034,Classic Collection,Fire,100,Stage 1,[R] Combustion (30),Wx2,None,1,"[1R] Ring of Fire (50)
<br>Your opponent's Active Pokémon is now Burned. It can't retreat during your opponent's next turn."
527941,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/527941_200w.jpg,3,23323,https://cpt.tcgcsv.com/Rbf6,2024-07-18T16:15:11.137,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",1.0,1.61,3.99,1.6,1.77,Holofoil,006/034,Classic Collection,Fire,70,Basic,"[R] Smokescreen (10)
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",W,None,1,"[RR] Smog (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned."
527942,Ho-oh ex,Ho oh ex,https://tcgplayer-cdn.tcgplayer.com/product/527942_200w.jpg,3,23323,https://cpt.tcgcsv.com/Sbf6,2024-08-28T19:17:01.943,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.01,0.72,10.5,0.53,0.6,Holofoil,007/034,Classic Collection,Fire,220,Basic,"[R] Phoenix Breath
<br>Attach up to 2 Basic Energy cards from your discard pile to your Pokemon in any way you like.",Wx2,None,2,"[2RR] Eternal Blaze (180)
<br>During your next turn, this Pokemon can't attack."
527943,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/527943_200w.jpg,3,23323,https://cpt.tcgcsv.com/Tbf6,2024-07-18T16:15:37.5,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",13.97,17.99,45.0,14.42,13.97,Holofoil,008/034,Classic Collection,Lightning,40,Basic,[1] Gnaw (10),F,,1,"[1L] Thunder Jolt (30)
<br>Flip a coin. If tails, this Pokémon does 10 damage to itself."
527944,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/527944_200w.jpg,3,23323,https://cpt.tcgcsv.com/Vbf6,2024-07-18T16:17:10.25,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",1.11,1.53,3.99,1.55,,Holofoil,009/034,Classic Collection,Lightning,130,Stage 1,[1] Pain-full Punch (40),Fx2,None,1,[1LL] Mach Bolt (120)
527945,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/527945_200w.jpg,3,23323,https://cpt.tcgcsv.com/Wbf6,2024-07-18T16:20:49.35,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.29,0.65,4.68,0.58,0.65,Holofoil,010/034,Classic Collection,Lightning,40,Basic,[1] Tackle (10),F,None,1,
527946,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/527946_200w.jpg,3,23323,https://cpt.tcgcsv.com/Xbf6,2024-07-18T16:14:04.82,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
<strong>Pokémon Power: Buzzap</strong> Once during your turn, you may Knock Out this Pokémon and attach it to 1 of your other Pokémon as a Special Energy card. While this card is attached to a Pokémon, it provides every type of Energy but provides only 2 Energy at a time. This Pokémon Power can't be used if this Pokémon is Asleep, Confused or Paralyzed.",1.16,1.4,5.99,1.39,,Holofoil,011/034,Classic Collection,Lightning,80,Stage 1,"[LLL] Electric Shock (50)
<br>Flip a coin. If tails, this Pokémon does 10 damage to itself.",F,None,1,
527947,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/527947_200w.jpg,3,23323,https://cpt.tcgcsv.com/Zbf6,2024-07-18T16:21:30.973,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",1.0,1.99,49.97,1.8,2.11,Holofoil,012/034,Classic Collection,Lightning,120,Basic,"[L] Thunder Shock (20)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Lx2,F-20,1,[4] Drill Peck (120)
527948,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/527948_200w.jpg,3,23323,https://cpt.tcgcsv.com/-bf6,2024-07-18T16:12:48.973,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",2.28,3.79,6.38,3.42,,Holofoil,013/034,Classic Collection,Colorless,40,Basic,"[1] Sing
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Asleep.",F,P-30,1,"[3] Metronome
<br>Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack."
527949,Clefable,Clefable,https://tcgplayer-cdn.tcgplayer.com/product/527949_200w.jpg,3,23323,https://cpt.tcgcsv.com/_bf6,2024-07-18T16:12:45.38,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",1.99,2.45,4.0,2.44,2.69,Holofoil,014/034,Classic Collection,Colorless,70,Stage 1,"[1] Metronome
<br>Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.",F,P-30,2,"[2] Minimize
<br>During your opponent's next turn, this Pokémon takes 20 less damage from attacks <em>(after applying Weakness and Resistance).</em>"
527950,Stantler,Stantler,https://tcgplayer-cdn.tcgplayer.com/product/527950_200w.jpg,3,23323,https://cpt.tcgcsv.com/0cf6,2024-07-18T16:18:21.707,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.23,0.49,5.0,0.45,0.49,Holofoil,016/034,Classic Collection,Colorless,70,Basic,"[0] Lead
<br>
Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.",F+20,None,1,"[2] Frighten Horn (20)
<br>
If your opponent's Active Pokémon is a Basic Pokémon, it is now Confused."
527951,Miltank,Miltank,https://tcgplayer-cdn.tcgplayer.com/product/527951_200w.jpg,3,23323,https://cpt.tcgcsv.com/2cf6,2024-07-18T16:15:17.647,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.39,0.69,4.68,0.81,0.89,Holofoil,017/034,Classic Collection,Colorless,90,Basic,"[0] Healing Milk
<br>
Choose 1 of your Pokémon, and then flip 2 coins. For each heads, heal 30 damage from that Pokémon.",F+20,None,2,"[2] Continuous Tumble (20x)
<br>
Flip a coin until you get tails. This attack does 20 damage for each heads."
527952,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/527952_200w.jpg,3,23323,https://cpt.tcgcsv.com/3cf6,2024-07-18T16:13:56.367,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.32,0.5,1.99,0.5,0.55,Holofoil,015/034,Classic Collection,Colorless,50,Basic,"[1] Strike and Run 
<br>Search your deck for up to 3 Basic Pokemon and put them onto your Bench.  Then, shuffle your deck. If you put any Pokémon onto your Bench in this way, you may switch this Pokémon with 1 of your Benched Pokémon.",F,None,1,"[1] Sudden Flash (10) 
<br>Flip a coin.  If heads, your opponent's Active Pokémon is now Paralyzed."
