productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extAttribute,extMonsterType,extAttack,extDefense
205499,Ancient Brain,Ancient Brain,https://tcgplayer-cdn.tcgplayer.com/product/205499_200w.jpg,2,2514,https://cpt.tcgcsv.com/_cG2,2019-12-06T17:11:30.1,1,<em>A fallen fairy that is powerful in the dark.</em>,,0.08,0.23,1.53,0.13,,1st Edition,SBTK-EN004,Common,Normal Monster,DARK,Fiend,1000,700
205500,Wetha,Wetha,https://tcgplayer-cdn.tcgplayer.com/product/205500_200w.jpg,2,2514,https://cpt.tcgcsv.com/0dG2,2019-12-06T17:51:05.527,1,<em>A spirit that controls rain and is capable of summoning hurricanes to blow the enemy away.</em>,,0.1,0.25,0.94,0.22,,1st Edition,SBTK-EN005,Common,Normal Monster,WATER,Aqua,1000,900
205501,Change Slime,Change Slime,https://tcgplayer-cdn.tcgplayer.com/product/205501_200w.jpg,2,2514,https://cpt.tcgcsv.com/2dG2,2019-12-06T17:14:23.607,1,<em>A slime that can morph and adopt the shape and size of any monster it chooses.</em>,,0.1,0.29,0.63,0.17,0.1,1st Edition,SBTK-EN006,Common,Normal Monster,WATER,Aqua,400,300
205502,Giant Mech-Soldier,Giant Mech Soldier,https://tcgplayer-cdn.tcgplayer.com/product/205502_200w.jpg,2,2514,https://cpt.tcgcsv.com/3dG2,2019-12-06T17:23:20.933,1,<em>This monster swings an earth-shaking axe that cannot be blocked by a common sword.</em>,,0.15,0.28,0.74,0.19,,1st Edition,SBTK-EN007,Common,Normal Monster,EARTH,Machine,1750,1900
205503,Crazy Fish,Crazy Fish,https://tcgplayer-cdn.tcgplayer.com/product/205503_200w.jpg,2,2514,https://cpt.tcgcsv.com/5dG2,2019-12-06T17:14:56.383,1,<em>A flying fish that attacks with its pointed head.</em>,,0.09,0.23,0.74,0.15,,1st Edition,SBTK-EN008,Common,Normal Monster,WATER,Fish,1600,1200
205504,Girochin Kuwagata,Girochin Kuwagata,https://tcgplayer-cdn.tcgplayer.com/product/205504_200w.jpg,2,2514,https://cpt.tcgcsv.com/6dG2,2025-05-15T20:15:34.233,1,"<em>Despite its small size, this monster has powerful jaws that can rip metal to shreds.</em>",,0.09,0.21,0.94,0.12,,1st Edition,SBTK-EN009,Common,Normal Monster,WIND,Insect,1700,1000
205505,Metal Armored Bug,Metal Armored Bug,https://tcgplayer-cdn.tcgplayer.com/product/205505_200w.jpg,2,2514,https://cpt.tcgcsv.com/7dG2,2019-12-06T17:40:42.773,1,<em>A gigantic insect-like creature covered by thick armor. Everything in his path is destroyed.</em>,,0.1,0.23,0.74,0.16,,1st Edition,SBTK-EN010,Common,Normal Monster,EARTH,Insect,2800,1500
205512,Tainted Wisdom,Tainted Wisdom,https://tcgplayer-cdn.tcgplayer.com/product/205512_200w.jpg,2,2514,https://cpt.tcgcsv.com/gdG2,2019-12-06T17:47:18.29,1,If this Attack Position card is changed to face-up Defense Position: Shuffle your deck.,,0.1,0.25,0.89,0.12,0.1,1st Edition,SBTK-EN011,Common,Effect Monster,DARK,Fiend,1250,800
205514,Cyber Raider,Cyber Raider,https://tcgplayer-cdn.tcgplayer.com/product/205514_200w.jpg,2,2514,https://cpt.tcgcsv.com/jdG2,2019-12-06T17:15:47.563,1,"If this card is Summoned: Activate 1 of these effects.
<br>• Target 1 Equip Card on the field; destroy that target.
<br>• Target 1 Equip Card on the field; equip that target to this card.",,0.11,0.25,1.25,0.16,,1st Edition,SBTK-EN012,Common,Effect Monster,DARK,Machine,1400,1000
205517,Patrician of Darkness,Patrician of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/205517_200w.jpg,2,2514,https://cpt.tcgcsv.com/mdG2,2025-05-15T20:15:34.28,1,You choose the attack targets for your opponent's attacks.,,0.08,0.25,0.74,0.12,,1st Edition,SBTK-EN013,Common,Effect Monster,DARK,Zombie,2000,1400
205521,Maryokutai,Maryokutai,https://tcgplayer-cdn.tcgplayer.com/product/205521_200w.jpg,2,2514,https://cpt.tcgcsv.com/rdG2,2019-12-06T17:40:23.173,1,"During your opponent's turn, when your opponent activates a Spell Card (Quick Effect): You can Tribute this card; negate the activation, and if you do, destroy it.",,0.1,0.25,0.5,0.21,0.1,1st Edition,SBTK-EN014,Common,Effect Monster,WATER,Aqua,900,900
205523,Sasuke Samurai,Sasuke Samurai,https://tcgplayer-cdn.tcgplayer.com/product/205523_200w.jpg,2,2514,https://cpt.tcgcsv.com/tdG2,2019-12-06T17:41:46.13,1,"At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster.",,0.11,0.25,0.56,0.15,,1st Edition,SBTK-EN015,Common,Effect Monster,WIND,Warrior,500,800
205524,Don Zaloog,Don Zaloog,https://tcgplayer-cdn.tcgplayer.com/product/205524_200w.jpg,2,2514,https://cpt.tcgcsv.com/vdG2,2019-12-06T17:17:23.7,1,"When this card inflicts Battle Damage to your opponent: You can activate 1 of these effects;
<br>• Discard 1 random card from their hand.
<br>• Send the top 2 cards of their Deck to the GY.",,0.8,1.92,9.2,1.72,,1st Edition,SBTK-EN016,Ultra Rare,Effect Monster,DARK,Warrior,1400,1500
205525,Helping Robo for Combat,Helping Robo for Combat,https://tcgplayer-cdn.tcgplayer.com/product/205525_200w.jpg,2,2514,https://cpt.tcgcsv.com/wdG2,2019-12-06T17:29:00.373,1,"If this card destroys an opponent's monster by battle: Draw 1 card, then return 1 card from your hand to the bottom of the Deck.",,0.05,0.25,0.94,0.17,,1st Edition,SBTK-EN017,Common,Effect Monster,LIGHT,Machine,1600,0
205526,Despair from the Dark,Despair from the Dark,https://tcgplayer-cdn.tcgplayer.com/product/205526_200w.jpg,2,2514,https://cpt.tcgcsv.com/xdG2,2025-05-15T20:15:34.327,1,If this card is sent from your hand or Deck to your GY by an opponent's card effect: Special Summon this card.,,0.13,0.24,0.74,0.23,,1st Edition,SBTK-EN018,Common,Effect Monster,DARK,Zombie,2800,3000
205527,Blood Sucker,Blood Sucker,https://tcgplayer-cdn.tcgplayer.com/product/205527_200w.jpg,2,2514,https://cpt.tcgcsv.com/zdG2,2019-12-06T17:13:52.967,1,If this card inflicts battle damage to your opponent: Send the top card of their Deck to the GY.,,0.04,0.23,0.74,0.16,,1st Edition,SBTK-EN019,Common,Effect Monster,DARK,Zombie,1300,1500
205528,Black Ptera,Black Ptera,https://tcgplayer-cdn.tcgplayer.com/product/205528_200w.jpg,2,2514,https://cpt.tcgcsv.com/BdG2,2019-12-06T17:13:28.157,1,"If this card is sent from the field to the GY, except by being destroyed by battle: Return it to the hand.",,0.05,0.25,0.99,0.16,0.1,1st Edition,SBTK-EN020,Common,Effect Monster,WIND,Dinosaur,1000,500
205529,Flint Lock,Flint Lock,https://tcgplayer-cdn.tcgplayer.com/product/205529_200w.jpg,2,2514,https://cpt.tcgcsv.com/CdG2,2019-12-06T17:21:00.22,1,"Once per turn: You can target 1 ""Flint"" in the Spell & Trap Zone; equip it to this card. During your Main Phase: You can target 1 ""Flint"" equipped to this card, and 1 face-up monster on the field, except this card; equip that ""Flint"" to that targeted monster. This card can only be equipped with 1 ""Flint"". While equipped with ""Flint"", this card is unaffected by the effect of ""Flint"", and cannot be destroyed by battle.",,0.03,0.25,0.74,0.13,,1st Edition,SBTK-EN021,Common,Effect Monster,LIGHT,Machine,1500,800
205530,Golden Ladybug,Golden Ladybug,https://tcgplayer-cdn.tcgplayer.com/product/205530_200w.jpg,2,2514,https://cpt.tcgcsv.com/DdG2,2019-12-06T17:26:23.25,1,"During your Standby Phase; You can reveal this card in your hand, and it will remain revealed until the end of this turn; gain 500 LP.",,1.44,2.14,6.64,1.93,,1st Edition,SBTK-EN022,Super Rare,Effect Monster,LIGHT,Insect,0,0
205531,Jurrac Spinos,Jurrac Spinos,https://tcgplayer-cdn.tcgplayer.com/product/205531_200w.jpg,2,2514,https://cpt.tcgcsv.com/FdG2,2019-12-06T17:32:42.01,1,"When this card destroys an opponent's monster by battle and sends it to the GY: Special Summon 1 ""Spinos Token"" (Dinosaur/FIRE/Level 1/ATK 300/DEF 0) in Attack Position to your opponent's field.",,0.1,0.29,0.74,0.2,,1st Edition,SBTK-EN023,Common,Effect Monster,FIRE,Dinosaur,2600,1700
205532,Jurrac Stauriko,Jurrac Stauriko,https://tcgplayer-cdn.tcgplayer.com/product/205532_200w.jpg,2,2514,https://cpt.tcgcsv.com/GdG2,2019-12-06T17:33:13.47,1,"If this card is destroyed by battle: Special Summon 2 ""Jurrac Tokens"" (Dinosaur/FIRE/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon, unless it is for a ""Jurrac"" monster.",,0.68,0.81,1.29,1.19,,1st Edition,SBTK-EN024,Super Rare,Effect Monster,FIRE,Dinosaur,500,400
205533,Jurrac Herra,Jurrac Herra,https://tcgplayer-cdn.tcgplayer.com/product/205533_200w.jpg,2,2514,https://cpt.tcgcsv.com/HdG2,2019-12-06T17:32:01.64,1,"When a Defense Position ""Jurrac"" monster you control, except ""Jurrac Herra"", is destroyed by battle and sent to the GY: You can Special Summon this card from your hand or GY.",,0.4,0.8,1.99,0.69,,1st Edition,SBTK-EN025,Super Rare,Effect Monster,FIRE,Dinosaur,2300,1500
205554,Shore Knight,Shore Knight,https://tcgplayer-cdn.tcgplayer.com/product/205554_200w.jpg,2,2514,https://cpt.tcgcsv.com/6fG2,2019-12-06T17:43:03.497,1,"Once per turn, when the battle position of this face-up card on the field is changed: Send 1 WATER monster from your Deck to the GY.",,0.05,0.25,1.0,0.13,,1st Edition,SBTK-EN026,Common,Effect Monster,WATER,Warrior,1400,1200
205555,The Legendary Fisherman II,The Legendary Fisherman II,https://tcgplayer-cdn.tcgplayer.com/product/205555_200w.jpg,2,2514,https://cpt.tcgcsv.com/7fG2,2019-12-06T17:48:05.507,1,"This card's name becomes ""The Legendary Fisherman"" while on the field or in the GY. While ""Umi"" is on the field, this card is unaffected by other monsters' effects. If this face-up card is destroyed by battle, or leaves the field because of an opponent's card effect while its owner controls it: You can add 1 Level 7 WATER monster from your Deck to your hand.",,3.6,4.36,18.04,3.69,,1st Edition,SBTK-EN027,Ultra Rare,Effect Monster,WATER,Warrior,2200,1800
205556,Parasite Paranoid,Parasite Paranoid,https://tcgplayer-cdn.tcgplayer.com/product/205556_200w.jpg,2,2514,https://cpt.tcgcsv.com/8fG2,2019-12-06T17:41:08.133,1,"(Quick Effect): You can target 1 face-up monster on the field; equip this card from your hand to that target. The equipped monster becomes an Insect monster, cannot attack Insect monsters, also its effects that activate by targeting an Insect monster(s) are negated. You can only use this effect of ""Parasite Paranoid"" once per turn. If this Equip Card is sent to the GY: You can Special Summon 1 Level 7 or higher Insect monster from your hand, ignoring its Summoning conditions.",,4.5,6.1,11.1,6.92,,1st Edition,SBTK-EN028,Ultra Rare,Effect Monster,EARTH,Insect,500,300
205557,Skull Knight,Skull Knight,https://tcgplayer-cdn.tcgplayer.com/product/205557_200w.jpg,2,2514,https://cpt.tcgcsv.com/9fG2,2019-12-06T17:43:34.073,1,"""Tainted Wisdom"" + ""Ancient Brain""",,0.08,0.22,0.99,0.14,,1st Edition,SBTK-EN029,Common,Fusion Monster,DARK,Spellcaster,2650,2250
205558,Super War-Lion,Super War Lion,https://tcgplayer-cdn.tcgplayer.com/product/205558_200w.jpg,2,2514,https://cpt.tcgcsv.com/bfG2,2019-12-06T17:44:06.393,1,"This card can only be Ritual Summoned with the Ritual Spell Card, ""War-Lion Ritual"".",,0.01,0.25,1.0,0.13,0.11,1st Edition,SBTK-EN030,Common,Ritual Monster,EARTH,,2300,2100
205559,War-Lion Ritual,War Lion Ritual,https://tcgplayer-cdn.tcgplayer.com/product/205559_200w.jpg,2,2514,https://cpt.tcgcsv.com/cfG2,2019-12-06T17:50:54.653,1,"This card is used to Ritual Summon ""Super War-Lion"". You must also Tribute monsters from the field or your hand whose total Levels equal 7 or more.",,0.1,0.21,1.49,0.14,0.1,1st Edition,SBTK-EN031,Common,Ritual Spell,SPELL,,,
205560,Share the Pain,Share the Pain,https://tcgplayer-cdn.tcgplayer.com/product/205560_200w.jpg,2,2514,https://cpt.tcgcsv.com/dfG2,2025-05-15T20:15:34.373,1,Tribute 1 monster; make your opponent Tribute 1 monster (for no effect).,,0.15,0.3,2.0,0.26,,1st Edition,SBTK-EN032,Common,Normal Spell,SPELL,,,
205561,Flint,Flint,https://tcgplayer-cdn.tcgplayer.com/product/205561_200w.jpg,2,2514,https://cpt.tcgcsv.com/ffG2,2019-12-06T17:19:30.477,1,A monster equipped with this card loses 300 ATK and cannot change its battle position or declare an attack. If this card is destroyed because the equipped monster is destroyed: Target 1 monster on the field; equip this card to that monster.,,0.1,0.25,0.74,0.17,,1st Edition,SBTK-EN033,Common,Equip Spell,SPELL,,,
205562,Tail Swipe,Tail Swipe,https://tcgplayer-cdn.tcgplayer.com/product/205562_200w.jpg,2,2514,https://cpt.tcgcsv.com/gfG2,2019-12-06T17:45:27.997,1,"Target 1 Level 5 or higher Dinosaur monster you control; if that Dinosaur monster is still face-up on the field, choose up to 2 monsters your opponent controls that have a lower Level than it, or are face-down, and return them to the hand.",,0.1,0.29,0.98,0.31,0.26,1st Edition,SBTK-EN034,Common,Normal Spell,SPELL,,,
205563,Double Cyclone,Double Cyclone,https://tcgplayer-cdn.tcgplayer.com/product/205563_200w.jpg,2,2514,https://cpt.tcgcsv.com/hfG2,2025-05-15T20:15:34.42,1,Target 1 Spell/Trap you control and 1 Spell/Trap your opponent controls; destroy them.,,0.22,0.38,1.49,0.27,,1st Edition,SBTK-EN035,Common,Quick-Play Spell,SPELL,,,
205575,Surface,Surface,https://tcgplayer-cdn.tcgplayer.com/product/205575_200w.jpg,2,2514,https://cpt.tcgcsv.com/wfG2,2019-12-06T17:44:30.413,1,"Target 1 Level 3 or lower Fish, Sea Serpent, or Aqua monster in your GY; Special Summon it in face-up Defense Position.",,0.4,0.75,3.98,0.5,,1st Edition,SBTK-EN036,Super Rare,Normal Spell,SPELL,,,
205576,Bashing Shield,Bashing Shield,https://tcgplayer-cdn.tcgplayer.com/product/205576_200w.jpg,2,2514,https://cpt.tcgcsv.com/xfG2,2019-12-06T17:12:29.983,1,Equip only to a Normal Summoned/Set monster . It gains 1000 ATK. You take no battle damage from attacks involving it.,,0.56,1.49,4.29,0.88,,1st Edition,SBTK-EN037,Super Rare,Equip Spell,SPELL,,,
205577,Iron Draw,Iron Draw,https://tcgplayer-cdn.tcgplayer.com/product/205577_200w.jpg,2,2514,https://cpt.tcgcsv.com/zfG2,2019-12-11T13:17:42.02,1,"If you control exactly 2 Machine Effect Monsters and no other monsters: Draw 2 cards. For the rest of this turn after this card resolves, you can only Special Summon once. You can only activate 1 ""Iron Draw"" per turn.",,0.1,0.25,0.99,0.2,0.1,1st Edition,SBTK-EN038,Common,Normal Spell,SPELL,,,
205593,Time Machine,Time Machine,https://tcgplayer-cdn.tcgplayer.com/product/205593_200w.jpg,2,2514,https://cpt.tcgcsv.com/TfG2,2019-12-06T17:48:27.007,1,"When a monster is destroyed by battle and sent to the GY: Special Summon that monster to the same field it was on, in the same battle position it was in when destroyed.",,6.34,6.5,6.66,6.1,,1st Edition,SBTK-EN039,Ultra Rare,Normal Trap,TRAP,,,
205595,Tutan Mask,Tutan Mask,https://tcgplayer-cdn.tcgplayer.com/product/205595_200w.jpg,2,2514,https://cpt.tcgcsv.com/WfG2,2019-12-06T17:50:04.537,1,"When a Spell/Trap Card is activated that targets exactly 1 Zombie monster on the field (and no other cards): Negate the activation, and if you do, destroy it.",,0.05,0.22,0.74,0.13,0.11,1st Edition,SBTK-EN040,Common,Counter Trap,TRAP,,,
205596,Energy Drain,Energy Drain,https://tcgplayer-cdn.tcgplayer.com/product/205596_200w.jpg,2,2514,https://cpt.tcgcsv.com/XfG2,2019-12-06T17:18:34.07,1,"Select 1 face-up monster you control; it gains 200 ATK/DEF for each card your opponent currently has in their hand, until the end of this turn.",,0.05,0.23,1.0,0.15,,1st Edition,SBTK-EN041,Common,Normal Trap,TRAP,,,
205597,Assault on GHQ,Assault on GHQ,https://tcgplayer-cdn.tcgplayer.com/product/205597_200w.jpg,2,2514,https://cpt.tcgcsv.com/ZfG2,2019-12-06T17:12:01.77,1,"Select 1 monster you control; destroy it, then send 2 cards from the top of your opponent's Deck to the GY.",,0.1,0.24,0.74,0.17,,1st Edition,SBTK-EN042,Common,Normal Trap,TRAP,,,
205598,Haunted Shrine,Haunted Shrine,https://tcgplayer-cdn.tcgplayer.com/product/205598_200w.jpg,2,2514,https://cpt.tcgcsv.com/-fG2,2019-12-06T17:28:15.01,1,"If you control no monsters: Target 1 Zombie monster in your GY; Special Summon it. If you control no monsters: You can banish this card from your GY, then target 1 Zombie monster in your GY; Special Summon it, but its effects are negated. You can only use 1 ""Haunted Shrine"" effect per turn, and only once that turn.",,5.2,6.74,8.97,4.72,,1st Edition,SBTK-EN043,Ultra Rare,Normal Trap,TRAP,,,
205600,Sealing Ceremony of Suiton,Sealing Ceremony of Suiton,https://tcgplayer-cdn.tcgplayer.com/product/205600_200w.jpg,2,2514,https://cpt.tcgcsv.com/0gG2,2019-12-06T17:42:22.217,1,"Once per turn: You can send 1 WATER monster from your hand to the GY, then target 1 card in your opponent's GY; banish that target.",,0.05,0.25,1.0,0.11,,1st Edition,SBTK-EN044,Common,Continuous Trap,TRAP,,,
205601,Waking the Dragon,Waking the Dragon,https://tcgplayer-cdn.tcgplayer.com/product/205601_200w.jpg,2,2514,https://cpt.tcgcsv.com/2gG2,2019-12-06T17:50:32.16,1,"If this Set card in its owner's control has left the field because of an opponent's effect, and is now in the GY or banished: You can Special Summon 1 monster from your Deck or Extra Deck.",,0.74,0.9,4.99,0.77,0.98,1st Edition,SBTK-EN045,Common,Normal Trap,TRAP,,,
205603,Floodgate Trap Hole,Floodgate Trap Hole,https://tcgplayer-cdn.tcgplayer.com/product/205603_200w.jpg,2,2514,https://cpt.tcgcsv.com/5gG2,2019-12-06T17:22:55.463,1,When your opponent Summons a monster(s): Change that monster(s) to face-down Defense Position. Monsters changed to face-down Defense Position by this effect cannot change their battle positions.,,1.1,2.15,15.79,1.16,,1st Edition,SBTK-EN046,Ultra Rare,Normal Trap,TRAP,,,
206284,Terror from the Deep!,Terror from the Deep Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/206284_200w.jpg,2,2514,https://cpt.tcgcsv.com/JwG2,2019-12-17T18:53:32.14,1,"Activate this Skill during your Main Phase, while you control ""Kairyu-Shin"". When this Skill is activated, you can activate ""Umi"" directly from your hand, Deck or GY. While you control ""Kairyu-Shin"", all WATER monsters you control are unaffected by Trap effects. If ""Kairyu-Shin"" you control leaves the field, draw 2 cards, and if you do, flip this card over.",,1.19,2.45,10.0,2.45,2.85,Limited,SBTK-ENSP0,Ultra Rare,Skill,,,,
206285,Fusion Party!,Fusion Party,https://tcgplayer-cdn.tcgplayer.com/product/206285_200w.jpg,2,2514,https://cpt.tcgcsv.com/KwG2,2019-12-17T18:54:27.91,1,"Activate this Skill during your Main Phase. Once per Duel, you can Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material.",,5.3,6.27,12.0,5.56,,Limited,SBTK-ENSP6,Common,Skill,,,,
206286,Ritual Ceremony,Ritual Ceremony,https://tcgplayer-cdn.tcgplayer.com/product/206286_200w.jpg,2,2514,https://cpt.tcgcsv.com/LwG2,2019-12-17T18:54:53.05,1,"Activate this Skill during your Main Phase. Once per Duel, you can reveal 1 Ritual Monster from your hand, then add 1 Ritual Spell from your Deck to your hand that can Ritual Summon that monster.",,1.99,2.85,12.49,2.84,,Limited,SBTK-ENSP7,Common,Skill,,,,
206287,Low Blow,Low Blow,https://tcgplayer-cdn.tcgplayer.com/product/206287_200w.jpg,2,2514,https://cpt.tcgcsv.com/MwG2,2019-12-17T18:55:46.27,1,"Activate this Skill during your Main Phase. Once per Duel, you can make 1 monster on the field lose 500 ATK/DEF until the end of this turn.",,0.22,0.5,1.03,0.51,0.22,Limited,SBTK-ENSP8,Common,Skill,,,,
206288,Digging for Gold,Digging for Gold,https://tcgplayer-cdn.tcgplayer.com/product/206288_200w.jpg,2,2514,https://cpt.tcgcsv.com/NwG2,2019-12-17T18:56:10.99,1,"Activate this Skill during your Main Phase. Once per Duel, you can banish 3 cards from your GY, then draw 1 card.",,0.39,0.97,3.49,0.78,,Limited,SBTK-ENSP9,Common,Skill,,,,
206289,Two-Headed King Rex,Two Headed King Rex,https://tcgplayer-cdn.tcgplayer.com/product/206289_200w.jpg,2,2514,https://cpt.tcgcsv.com/PwG2,2019-12-17T19:03:44.673,1,<em>A powerful monster whose two heads attack as one.</em>,,0.95,0.96,2.2,0.98,,Limited,SBTK-ENSP1,Common,Normal Monster,EARTH,Dinosaur,1600,1200
206290,Jack's Knight,Jacks Knight,https://tcgplayer-cdn.tcgplayer.com/product/206290_200w.jpg,2,2514,https://cpt.tcgcsv.com/QwG2,2019-12-17T19:05:22.517,1,"<em>A strong master swordsman. His loyalty is to justice, his duty to protect the weak.</em>",,0.5,0.63,1.99,1.38,0.6,Limited,SBTK-ENSP2,Common,Normal Monster,LIGHT,Warrior,1900,1000
206291,Sphere Kuriboh,Sphere Kuriboh,https://tcgplayer-cdn.tcgplayer.com/product/206291_200w.jpg,2,2514,https://cpt.tcgcsv.com/RwG2,2019-12-17T19:07:26.967,1,"When an opponent's monster declares an attack: You can send this card from your hand to the GY; change the attacking monster to Defense Position. When you Ritual Summon, you can banish this card from your GY as 1 of the monsters required for the Ritual Summon.",,3.12,3.7,4.99,2.63,,Limited,SBTK-ENSP3,Common,Effect Monster,DARK,Fiend,300,200
206292,Riryoku,Riryoku,https://tcgplayer-cdn.tcgplayer.com/product/206292_200w.jpg,2,2514,https://cpt.tcgcsv.com/SwG2,2019-12-17T19:09:04.163,1,"Target 2 face-up monsters on the field; halve the ATK of 1 monster, and if you do, add that lost ATK to the other monster. These effects last until the end of this turn.",,0.73,1.29,6.19,2.23,,Limited,SBTK-ENSP4,Common,Normal Spell,SPELL,,,
206293,Reinforcements,Reinforcements,https://tcgplayer-cdn.tcgplayer.com/product/206293_200w.jpg,2,2514,https://cpt.tcgcsv.com/TwG2,2019-12-17T19:10:38.833,1,Target 1 face-up monster on the field; it gains 500 ATK until the end of this turn.,,0.89,0.9,1.0,0.99,,Limited,SBTK-ENSP5,Common,Normal Trap,TRAP,,,
