productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack,extDefense,extMonsterType
118483,Book of Moon,Book of Moon,https://tcgplayer-cdn.tcgplayer.com/product/118483_200w.jpg,2,1795,https://cpt.tcgcsv.com/HpZ,2016-06-06T16:34:25.127,1,YS16-EN027,Common,SPELL,Normal Spell,Target 1 face-up monster on the field; change that target to face-down Defense Position.,0.15,0.42,1.98,0.3,,1st Edition,,,
118484,Lightning Vortex,Lightning Vortex,https://tcgplayer-cdn.tcgplayer.com/product/118484_200w.jpg,2,1795,https://cpt.tcgcsv.com/JpZ,2016-06-06T16:34:04.66,1,YS16-EN026,Common,SPELL,Normal Spell,Discard 1 card. Destroy all face-up monsters your opponent controls.,0.7,0.94,2.99,0.86,,1st Edition,,,
118485,Mystical Space Typhoon,Mystical Space Typhoon,https://tcgplayer-cdn.tcgplayer.com/product/118485_200w.jpg,2,1795,https://cpt.tcgcsv.com/KpZ,2016-06-06T16:33:48.153,1,YS16-EN025,Common,SPELL,Normal Spell,Target 1 Spell/Trap Card on the field; destroy that target.,0.15,0.49,1.49,0.21,,1st Edition,0,0,
118486,Draw Muscle,Draw Muscle,https://tcgplayer-cdn.tcgplayer.com/product/118486_200w.jpg,2,1795,https://cpt.tcgcsv.com/LpZ,2016-06-06T16:56:11.367,1,YS16-EN024,Common,SPELL,Normal Spell,"Target 1 Defense Position monster you control with 1000 or less DEF; draw 1 card, also that monster cannot be destroyed by battle this turn. You can only activate 1 ""Draw Muscle"" per turn.",0.02,0.25,1.51,0.17,,1st Edition,,,
118488,Hippo Carnival,Hippo Carnival,https://tcgplayer-cdn.tcgplayer.com/product/118488_200w.jpg,2,1795,https://cpt.tcgcsv.com/NpZ,2016-06-06T16:33:25.207,1,YS16-EN023,Common,SPELL,Normal Spell,"Special Summon 3 ""Hippo Tokens"" (Beast-Type/EARTH/Level 1/ATK 0/DEF 0), but they cannot be Tributed. You cannot Special Summon monsters from the Extra Deck while a ""Hippo Token"" is in a Monster Zone. For the rest of this turn after this card resolves, your opponent cannot target monsters for attacks, except ""Hippo Tokens"".",0.03,0.25,1.49,0.13,,1st Edition,,,
118489,Smile World,Smile World,https://tcgplayer-cdn.tcgplayer.com/product/118489_200w.jpg,2,1795,https://cpt.tcgcsv.com/PpZ,2016-06-06T16:33:08.203,1,YS16-EN022,Common,SPELL,Normal Spell,"All face-up monsters currently on the field gain 100 ATK for each monster currently on the field, until the end of this turn.",0.11,0.3,1.49,0.23,,1st Edition,,,
118490,Performapal Dramatic Theater,Performapal Dramatic Theater,https://tcgplayer-cdn.tcgplayer.com/product/118490_200w.jpg,2,1795,https://cpt.tcgcsv.com/QpZ,2016-06-06T16:32:47.717,1,YS16-EN021,Common,SPELL,Normal Spell,"Monsters you control gain 200 ATK for monster you control with a different Type. Once per turn, if you control 4 ""Performapal"" monsters with different Types: You can Special Summon 1 ""Odd-Eyes"" monster from your hand, Deck, or Graveyard.",0.05,0.25,1.49,0.14,,1st Edition,,,
118491,Giant Rat,Giant Rat,https://tcgplayer-cdn.tcgplayer.com/product/118491_200w.jpg,2,1795,https://cpt.tcgcsv.com/RpZ,2016-06-06T16:32:30.137,1,YS16-EN020,Common,EARTH,Effect Monster,"When this card is sent to the Graveyard as a result of battle, you can Special Summon 1 EARTH monster with an ATK of 1500 or less in face-up Attack Position from your Deck. Then shuffle your Deck.",0.05,0.25,1.49,0.19,,1st Edition,1400,1450,Beast
118492,Dragon Dowser,Dragon Dowser,https://tcgplayer-cdn.tcgplayer.com/product/118492_200w.jpg,2,1795,https://cpt.tcgcsv.com/SpZ,2016-06-06T16:32:13.883,1,YS16-EN019,Common,EARTH,Effect Monster,"When this card is destroyed by battle and sent to the Graveyard or when this card you control is destroyed by an opponent's card effect and sent to your Graveyard: You can Special Summon 1 EARTH Pendulum Monster from your Deck in Defense Position, but destroy it during the End Phase. You can only use this effect of ""Dragon Dowser"" once per turn.",0.05,0.2,1.49,0.09,,1st Edition,1500,1500,Wyrm
118494,Pitch-Black Warwolf,Pitch Black Warwolf,https://tcgplayer-cdn.tcgplayer.com/product/118494_200w.jpg,2,1795,https://cpt.tcgcsv.com/VpZ,2016-06-06T16:31:51.903,1,YS16-EN018,Common,DARK,Effect Monster,Your opponent cannot activate Trap Cards during the Battle Phase.,0.05,0.25,1.49,0.32,,1st Edition,1600,600,Beast-Warrior
118495,Beast King Barbaros,Beast King Barbaros,https://tcgplayer-cdn.tcgplayer.com/product/118495_200w.jpg,2,1795,https://cpt.tcgcsv.com/WpZ,2016-06-06T16:31:38.863,1,YS16-EN017,Common,EARTH,Effect Monster,"You can Normal Summon or Set this card without Tributing. If you do, its original ATK becomes 1900. You can Tribute 3 monsters to Tribute Summon this card. When you do, destroy all cards your opponent controls.",0.05,0.23,1.0,0.16,0.11,1st Edition,3000,1200,Beast-Warrior
118496,Gene-Warped Warwolf,Gene Warped Warwolf,https://tcgplayer-cdn.tcgplayer.com/product/118496_200w.jpg,2,1795,https://cpt.tcgcsv.com/XpZ,2016-06-06T16:31:20.683,1,YS16-EN016,Common,EARTH,Normal Monster,"<em>This warwolf was given incalculable strength through horrific genetic manipulation. Its gentle nature was completely wiped out, and it now lives only to unleash destruction.</em>",0.1,0.27,1.49,0.19,,1st Edition,2000,100,Beast-Warrior
118497,Archfiend Eccentrick,Archfiend Eccentrick,https://tcgplayer-cdn.tcgplayer.com/product/118497_200w.jpg,2,1795,https://cpt.tcgcsv.com/ZpZ,2022-11-15T09:15:35.5,1,YS16-EN015,Common,LIGHT,Pendulum/Effect Monster,"<b>Pendulum Effect :</b> You can target 1 other Spell/Trap Card on the field; destroy both it and this card. You can only use this effect of ""Archfiend Eccentrick"" once per turn.
<br><b>Monster Effect :</b>  You can Tribute this card, then target 1 monster on the field; destroy it. You can only use this effect of ""Archfiend Eccentrick"" once per turn.",0.05,0.36,7.0,0.18,,1st Edition,800,1000,Fiend
118498,Foucault's Cannon,Foucaults Cannon,https://tcgplayer-cdn.tcgplayer.com/product/118498_200w.jpg,2,1795,https://cpt.tcgcsv.com/-pZ,2016-06-06T16:30:44.623,1,YS16-EN014,Common,DARK,Pendulum Monster,"<b>Pendulum Effect :</b> During the End Phase, if this card was activated this turn: You can target 1 face-up Spell/Trap Card on the field; destroy it.
<br><b>Monster Effect :</b> A mechanized life form, roving through space-time. But the mysterious thing is that its memory i... m...stly gone. W...at is t...e reason? D..... refuse t... b.... interfered w...h?",0.08,0.25,1.49,0.14,,1st Edition,2200,1200,Warrior
118499,Performapal Hip Hippo,Performapal Hip Hippo,https://tcgplayer-cdn.tcgplayer.com/product/118499_200w.jpg,2,1795,https://cpt.tcgcsv.com/_pZ,2022-05-12T18:16:57.323,1,YS16-EN013,Common,EARTH,Effect Monster,"After you Normal Summon this card, you can Tribute Summon 1 Level 7 or higher monster in face-up Attack Position during your Main Phase this turn, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)",0.05,0.23,1.49,0.1,,1st Edition,800,800,
118500,Performapal Secondonkey,Performapal Secondonkey,https://tcgplayer-cdn.tcgplayer.com/product/118500_200w.jpg,2,1795,https://cpt.tcgcsv.com/0qZ,2016-06-06T16:29:30.723,1,YS16-EN012,Common,EARTH,Effect Monster,"When this card is Normal or Special Summoned: You can send 1 ""Performapal"" monster from your Deck to the Graveyard, except ""Performapal Secondonkey"". If you have 2 cards in your Pendulum Zones, you can add that monster to your hand instead.",0.03,0.22,1.49,0.13,,1st Edition,1000,2000,Beast
118501,Performapal Drummerilla,Performapal Drummerilla,https://tcgplayer-cdn.tcgplayer.com/product/118501_200w.jpg,2,1795,https://cpt.tcgcsv.com/2qZ,2016-06-06T16:29:22.55,1,YS16-EN011,Common,EARTH,Pendulum/Effect Monster,"<b>Pendulum Effect </b>: Once per turn, when an attack is declared involving a monster you control and an opponent's monster: You can target that monster you control; it gains 600 ATK until the end of the Battle Phase (even if this card leaves the field).
<br><b>Monster Effect</b>: If there are no monsters on the field, you can Normal Summon this card without Tributing. If this card is Normal Summoned without Tributing, its Level becomes 4. Once per turn, when an attack is declared involving a monster you control and an opponent's monster: You can target that monster you control; it gains 600 ATK until the end of the Battle Phase.",0.03,0.23,1.49,0.11,,1st Edition,1600,900,Beast
118502,Timegazer Magician,Timegazer Magician,https://tcgplayer-cdn.tcgplayer.com/product/118502_200w.jpg,2,1795,https://cpt.tcgcsv.com/3qZ,2016-06-06T16:26:02.71,1,YS16-EN010,Common,DARK,Pendulum/Effect Monster,"<b>Pendulum Effect</b>: You must control no monsters to activate this card. If a Pendulum Monster you control attacks or is attacked, your opponent cannot activate Trap Cards until the end of the Damage Step. Unless you have a ""Magician"" card or ""Odd-Eyes"" card in your other Pendulum Zone, this card's Pendulum Scale becomes 4.
<br><b>Monster Effect</b>:   Each turn, the first card(s) in your Pendulum Zone that would be destroyed by an opponent's card effect, is not destroyed.",0.05,0.22,1.49,0.14,,1st Edition,1200,600,Spellcaster
118503,Stargazer Magician,Stargazer Magician,https://tcgplayer-cdn.tcgplayer.com/product/118503_200w.jpg,2,1795,https://cpt.tcgcsv.com/5qZ,2016-06-06T16:25:42.387,1,YS16-EN009,Common,DARK,Pendulum/Effect Monster,"<b>Pendulum Effect</b>: If a Pendulum Monster you control attacks or is attacked, your opponent cannot activate Spell Cards until the end of the Damage Step. Unless you have a ""Magician"" card or ""Odd-Eyes"" card in your other Pendulum Zone, this card's Pendulum Scale becomes 4.
<br><b>Monster Effect</b>:  Once per turn, when exactly 1 other Pendulum Monster you control (and no other cards) is returned to your hand by an opponent's card effect (except during the Damage Step): You can Special Summon 1 monster from your hand with the same name as that returned to the hand.",0.01,0.25,1.44,0.18,,1st Edition,1200,2400,Spellcaster
118504,Odd-Eyes Pendulum Dragon,Odd Eyes Pendulum Dragon,https://tcgplayer-cdn.tcgplayer.com/product/118504_200w.jpg,2,1795,https://cpt.tcgcsv.com/6qZ,2016-06-06T16:25:27.3,1,YS16-EN008,Common,DARK,Pendulum/Effect Monster,"<b>Pendulum Effect :</b>You can reduce the battle damage you take from an attack involving a Pendulum Monster you control to 0. During your End Phase: You can destroy this card, and if you do, add 1 Pendulum Monster with 1500 or less ATK from your Deck to your hand. You can only use each Pendulum Effect of ""Odd-Eyes Pendulum Dragon"" once per turn.
<br>Monster Text :</b>If this card battles an opponent's monster, any battle damage this card inflicts to your opponent is doubled.",0.05,0.3,1.0,0.14,,1st Edition,2500,2000,Dragon
118506,Performapal Teeter Totter Hopper,Performapal Teeter Totter Hopper,https://tcgplayer-cdn.tcgplayer.com/product/118506_200w.jpg,2,1795,https://cpt.tcgcsv.com/8qZ,2016-06-06T16:24:41.367,1,YS16-EN007,Common,EARTH,Effect Monster,"The first time this Special Summoned card would be destroyed by battle each turn, it is not destroyed. Once per turn, during your opponent's End Phase: You can target 1 Level 3 or lower ""Performapal"" monster in your Graveyard; send this card to the Graveyard, and if you do, add that monster to your hand. If a ""Performapal"" monster is sent from the hand to your Graveyard (except during the Damage Step), while this card is in your Graveyard: You can Special Summon this card. You can only use this effect of ""Performapal Teeter Totter Hopper"" once per turn.",0.05,0.25,1.49,0.12,,1st Edition,100,1200,Insect
118507,Performapal Longphone Bull,Performapal Longphone Bull,https://tcgplayer-cdn.tcgplayer.com/product/118507_200w.jpg,2,1795,https://cpt.tcgcsv.com/9qZ,2016-06-06T16:28:58.097,1,YS16-EN006,Super Rare,EARTH,Effect Monster,"If this card is Special Summoned: You can add 1 ""Performapal"" monster from your Deck to your hand, except a Pendulum Monster. You can only use this effect of ""Performapal Longphone Bull"" once per turn.",0.05,0.25,1.99,0.13,,1st Edition,1600,1200,Beast
118508,Performapal Parrotrio,Performapal Parrotrio,https://tcgplayer-cdn.tcgplayer.com/product/118508_200w.jpg,2,1795,https://cpt.tcgcsv.com/bqZ,2016-06-06T16:23:51.65,1,YS16-EN005,Super Rare,WIND,Pendulum/Effect Monster,"Pendulum Effect  Once per turn, if you control a ""Performapal"", ""Magician"", or ""Odd-Eyes"" card in your other Pendulum Zone, except ""Performapal Parrotrio"": You can make this card's Pendulum Scale become 7 until the end of this turn.
Monster Effect  When this card is destroyed by battle: You can Special Summon 1 ""Performapal"" monster from your Deck, except a Pendulum Monster.",0.03,0.3,2.0,0.29,,1st Edition,500,500,Winged Beast
118510,Performapal Momoncarpet,Performapal Momoncarpet,https://tcgplayer-cdn.tcgplayer.com/product/118510_200w.jpg,2,1795,https://cpt.tcgcsv.com/dqZ,2016-06-06T16:23:37.78,1,YS16-EN004,Super Rare,EARTH,Pendulum/Flip/Effect Monster,"Pendulum Effect  Unless you have a card in your other Pendulum Zone, destroy this card. While this card is in the Pendulum Zone, any battle damage you take becomes halved.
Monster Effect  FLIP: You can target 1 Set card on the field; destroy it. If this card is Special Summoned: You can change it to face-down Defense Position.",0.04,0.26,1.99,0.16,,1st Edition,1000,100,Winged Beast
118511,Performapal Swincobra,Performapal Swincobra,https://tcgplayer-cdn.tcgplayer.com/product/118511_200w.jpg,2,1795,https://cpt.tcgcsv.com/fqZ,2016-06-06T16:53:26.883,1,YS16-EN003,Common,EARTH,Pendulum/Effect Monster,"Pendulum Effect  Once per turn, when a monster you control inflicts battle damage to your opponent: You can send the top card of your opponent's Deck to the Graveyard.
Monster Effect  This card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase.",0.05,0.25,1.49,0.19,,1st Edition,300,1800,Reptile
118512,Performapal King Bear,Performapal King Bear,https://tcgplayer-cdn.tcgplayer.com/product/118512_200w.jpg,2,1795,https://cpt.tcgcsv.com/gqZ,2016-06-06T16:53:18.033,1,YS16-EN002,Ultra Rare,EARTH,Pendulum/Effect Monster,"Pendulum Effect  Once per turn, during the End Phase, if this card was activated this turn: You can destroy this card, and if you do, add 1 Level 7 or higher monster to your hand, that is either in your Graveyard or face-up in your Extra Deck.
Monster Effect  Cannot be destroyed by Spell/Trap effects while in face-up Attack Position. This card gains 100 ATK for each ""Performapal"" card you control, during your Battle Phase only.",0.04,0.26,4.99,0.2,,1st Edition,2200,1000,Beast-Warrior
118514,Performapal Sleight Hand Magician,Performapal Sleight Hand Magician,https://tcgplayer-cdn.tcgplayer.com/product/118514_200w.jpg,2,1795,https://cpt.tcgcsv.com/jqZ,2016-06-06T16:53:10.61,1,YS16-EN001,Ultra Rare,LIGHT,Effect Monster,"You can Special Summon this card (from your hand) by Tributing 1 ""Performapal"" monster, except a Pendulum Monster. Once per turn: You can discard 1 card, then target 1 face-up card on the field; destroy it.",0.08,0.28,10.0,0.19,,1st Edition,2500,2000,Spellcaster
118515,Token: Hippo (Blue),Token Hippo Blue,https://tcgplayer-cdn.tcgplayer.com/product/118515_200w.jpg,2,1795,https://cpt.tcgcsv.com/kqZ,2021-07-23T19:07:30.873,1,YS16-ENT03,Common,EARTH,Token,"This card can be used as a ""Hippo Token"".

*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",0.2,0.36,3.0,0.31,,1st Edition,0,0,
118516,Token: Hippo (Yellow),Token Hippo Yellow,https://tcgplayer-cdn.tcgplayer.com/product/118516_200w.jpg,2,1795,https://cpt.tcgcsv.com/lqZ,2021-07-23T19:07:52.907,1,YS16-ENT02,Common,EARTH,Token,"This card can be used as a ""Hippo Token"".

*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",0.1,0.3,1.52,0.3,,1st Edition,0,0,
118517,Token: Hippo (Orange),Token Hippo Orange,https://tcgplayer-cdn.tcgplayer.com/product/118517_200w.jpg,2,1795,https://cpt.tcgcsv.com/mqZ,2021-07-23T19:07:42.5,1,YS16-ENT01,Common,EARTH,Token,"This card can be used as a ""Hippo Token"".

*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",0.11,0.34,1.49,0.25,,1st Edition,0,0,
118883,Yuya Starter Deck,Yuya Starter Deck,https://tcgplayer-cdn.tcgplayer.com/product/118883_200w.jpg,2,1795,https://cpt.tcgcsv.com/HzZ,2018-09-16T14:39:19.953,1,,,,,,9.95,12.57,17.99,12.01,,Normal,,,
127172,Yuya Starter Display,Yuya Starter Display,https://tcgplayer-cdn.tcgplayer.com/product/127172_200w.jpg,2,1795,https://cpt.tcgcsv.com/sT02,2018-11-09T12:22:43.323,1,,,,,,79.95,89.97,99.98,,,Normal,,,
