productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extUPC
562182,Volcanic Queen,Volcanic Queen,https://tcgplayer-cdn.tcgplayer.com/product/562182_200w.jpg,2,23579,https://cpt.tcgcsv.com/GTv6,2025-05-15T19:26:07.773,0,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned from your hand to your opponent's side of the field by Tributing 1 monster your opponent controls. If you Special Summon this card, you cannot Normal Summon or Set this turn. Once per turn, you can send 1 other card you control to the Graveyard to inflict 1000 damage to your opponent. During your End Phase, either Tribute 1 other monster or take 1000 damage.",0.06,0.16,0.25,,,1st Edition,LODT-EN005,Common,FIRE,Pyro,Effect Monster,2500,1200,
562182,Volcanic Queen,Volcanic Queen,https://tcgplayer-cdn.tcgplayer.com/product/562182_200w.jpg,2,23579,https://cpt.tcgcsv.com/GTv6,2025-05-15T19:26:07.773,0,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned from your hand to your opponent's side of the field by Tributing 1 monster your opponent controls. If you Special Summon this card, you cannot Normal Summon or Set this turn. Once per turn, you can send 1 other card you control to the Graveyard to inflict 1000 damage to your opponent. During your End Phase, either Tribute 1 other monster or take 1000 damage.",0.03,0.24,0.74,0.05,,Unlimited,LODT-EN005,Common,FIRE,Pyro,Effect Monster,2500,1200,
562183,Jinzo - Returner,Jinzo Returner,https://tcgplayer-cdn.tcgplayer.com/product/562183_200w.jpg,2,23579,https://cpt.tcgcsv.com/HTv6,2025-05-15T19:26:07.82,0,"This card can attack your opponent directly. When this card is sent to the Graveyard, you can Special Summon 1 ""Jinzo"" from your Graveyard. Destroy it during your End Phase.",0.2,0.72,3.99,0.64,,Unlimited,LODT-EN006,Rare,DARK,Machine,Effect Monster,600,1400,
562184,Jinzo - Lord,Jinzo Lord,https://tcgplayer-cdn.tcgplayer.com/product/562184_200w.jpg,2,23579,https://cpt.tcgcsv.com/JTv6,2025-05-15T19:26:07.867,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 1 face-up ""Jinzo"" you control to the Graveyard. Trap Cards cannot be activated and the effects of all Trap Cards on the field are negated. Once per turn, you can destroy all face-up Trap Cards. Inflict 300 damage to your opponent for each card destroyed by this effect.",0.45,0.45,0.45,,,Limited,LODT-EN007,Super Rare,DARK,Machine,Effect Monster,0,0,
562184,Jinzo - Lord,Jinzo Lord,https://tcgplayer-cdn.tcgplayer.com/product/562184_200w.jpg,2,23579,https://cpt.tcgcsv.com/JTv6,2025-05-15T19:26:07.867,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 1 face-up ""Jinzo"" you control to the Graveyard. Trap Cards cannot be activated and the effects of all Trap Cards on the field are negated. Once per turn, you can destroy all face-up Trap Cards. Inflict 300 damage to your opponent for each card destroyed by this effect.",0.24,0.78,3.0,0.59,,Unlimited,LODT-EN007,Super Rare,DARK,Machine,Effect Monster,0,0,
562185,Arcana Force 0 - The Fool,Arcana Force 0 The Fool,https://tcgplayer-cdn.tcgplayer.com/product/562185_200w.jpg,2,23579,https://cpt.tcgcsv.com/KTv6,2025-05-15T19:26:07.913,0,"This card cannot be destroyed by battle. This card cannot be changed to Defense Position, except with a card effect. When this card is Summoned, toss a coin: Heads: Negate the effects of your Spells, Traps and Effect Monsters' effects that target this card, and destroy them. Tails: Negate the effects of your opponent's Spells, Traps and Effect Monsters' effects that target this card, and destroy them.",0.1,0.17,0.5,0.13,,Unlimited,LODT-EN008,Common,LIGHT,Fairy,Effect Monster,0,0,
562185,Arcana Force 0 - The Fool,Arcana Force 0 The Fool,https://tcgplayer-cdn.tcgplayer.com/product/562185_200w.jpg,2,23579,https://cpt.tcgcsv.com/KTv6,2025-05-15T19:26:07.913,0,"This card cannot be destroyed by battle. This card cannot be changed to Defense Position, except with a card effect. When this card is Summoned, toss a coin: Heads: Negate the effects of your Spells, Traps and Effect Monsters' effects that target this card, and destroy them. Tails: Negate the effects of your opponent's Spells, Traps and Effect Monsters' effects that target this card, and destroy them.",0.1,0.25,0.4,0.1,,1st Edition,LODT-EN008,Common,LIGHT,Fairy,Effect Monster,0,0,
562186,Arcana Force I - The Magician,Arcana Force I The Magician,https://tcgplayer-cdn.tcgplayer.com/product/562186_200w.jpg,2,23579,https://cpt.tcgcsv.com/LTv6,2025-05-15T19:26:07.96,0,"When this card is Summoned, toss a coin: Heads: When a Spell Card is activated, this card's ATK becomes double its original ATK until the End Phase of that turn. Tails: When a Spell Card is activated, your opponent gains 500 Life Points.",0.09,0.15,0.5,0.12,,Unlimited,LODT-EN009,Common,LIGHT,Fairy,Effect Monster,1100,1100,
562187,Arcana Force III - The Empress,Arcana Force III The Empress,https://tcgplayer-cdn.tcgplayer.com/product/562187_200w.jpg,2,23579,https://cpt.tcgcsv.com/MTv6,2025-05-15T19:26:08.007,0,"When this card is Summoned, toss a coin: Heads: Each time your opponent Normal Summons or Sets a monster, you can Special Summon 1 ""Arcana Force"" monster from your hand. Tails: Each time your opponent Normal Summons or Sets a monster, send 1 card from your hand to the Graveyard.",0.1,0.2,0.49,0.12,,Unlimited,LODT-EN010,Common,LIGHT,Fairy,Effect Monster,1300,1300,
562187,Arcana Force III - The Empress,Arcana Force III The Empress,https://tcgplayer-cdn.tcgplayer.com/product/562187_200w.jpg,2,23579,https://cpt.tcgcsv.com/MTv6,2025-05-15T19:26:08.007,0,"When this card is Summoned, toss a coin: Heads: Each time your opponent Normal Summons or Sets a monster, you can Special Summon 1 ""Arcana Force"" monster from your hand. Tails: Each time your opponent Normal Summons or Sets a monster, send 1 card from your hand to the Graveyard.",6.29,6.29,6.29,0.01,,1st Edition,LODT-EN010,Common,LIGHT,Fairy,Effect Monster,1300,1300,
562188,Arcana Force IV - The Emperor,Arcana Force IV The Emperor,https://tcgplayer-cdn.tcgplayer.com/product/562188_200w.jpg,2,23579,https://cpt.tcgcsv.com/NTv6,2025-05-15T19:26:08.05,0,"When this card is Summoned, toss a coin: Heads: All ""Arcana Force"" monsters you control gain 500 ATK. Tails: All ""Arcana Force"" monsters you control lose 500 ATK.",0.08,0.16,0.5,0.15,,Unlimited,LODT-EN011,Common,LIGHT,Fairy,Effect Monster,1400,1400,
562189,Arcana Force VI - The Lovers,Arcana Force VI The Lovers,https://tcgplayer-cdn.tcgplayer.com/product/562189_200w.jpg,2,23579,https://cpt.tcgcsv.com/PTv6,2025-05-15T19:26:08.097,0,"When this card is Summoned, toss a coin: Heads: This card can be treated as 2 Tributes for the Tribute Summon of an ""Arcana Force"" monster. Tails: You cannot Tribute Summon ""Arcana Force"" monsters.",0.1,0.18,0.5,0.17,,Unlimited,LODT-EN012,Common,LIGHT,Fairy,Effect Monster,1600,1600,
562189,Arcana Force VI - The Lovers,Arcana Force VI The Lovers,https://tcgplayer-cdn.tcgplayer.com/product/562189_200w.jpg,2,23579,https://cpt.tcgcsv.com/PTv6,2025-05-15T19:26:08.097,0,"When this card is Summoned, toss a coin: Heads: This card can be treated as 2 Tributes for the Tribute Summon of an ""Arcana Force"" monster. Tails: You cannot Tribute Summon ""Arcana Force"" monsters.",0.1,0.1,0.1,0.1,,1st Edition,LODT-EN012,Common,LIGHT,Fairy,Effect Monster,1600,1600,
562190,Arcana Force VII - The Chariot,Arcana Force VII The Chariot,https://tcgplayer-cdn.tcgplayer.com/product/562190_200w.jpg,2,23579,https://cpt.tcgcsv.com/QTv6,2025-05-15T19:26:08.143,0,"When this card is Summoned, toss a coin: Heads: If this card destroys an opponent's monster by battle, you can Special Summon that monster to your side of the field. Tails: Your opponent gains control of this card.",0.1,0.22,0.5,0.2,,Unlimited,LODT-EN013,Common,LIGHT,Fairy,Effect Monster,1700,1700,
562191,Arcana Force XIV - Temperance,Arcana Force XIV Temperance,https://tcgplayer-cdn.tcgplayer.com/product/562191_200w.jpg,2,23579,https://cpt.tcgcsv.com/RTv6,2025-05-15T19:26:08.2,0,"During either player's turn, you can discard this card to reduce the damage you take from a battle to 0. When this card is Summoned, toss a coin: Heads: Halve all Battle Damage you take. Tails: Halve all Battle Damage your opponent takes.",0.05,0.49,1.0,0.56,,Unlimited,LODT-EN014,Rare,LIGHT,Fairy,Effect Monster,2400,2400,
562192,Arcana Force XVIII - The Moon,Arcana Force XVIII The Moon,https://tcgplayer-cdn.tcgplayer.com/product/562192_200w.jpg,2,23579,https://cpt.tcgcsv.com/STv6,2025-05-15T19:26:08.247,0,"When this card is Summoned, toss a coin: Heads: During your Standby Phase, you can Special Summon 1 ""Moon Token"" (Fairy-Type/LIGHT/Level 1/ATK 0/DEF 0). Tails: During each of your End Phases, select 1 monster you control and give control of it to your opponent.",0.06,0.21,0.36,0.05,,1st Edition,LODT-EN015,Common,LIGHT,Fairy,Effect Monster,2800,2800,
562192,Arcana Force XVIII - The Moon,Arcana Force XVIII The Moon,https://tcgplayer-cdn.tcgplayer.com/product/562192_200w.jpg,2,23579,https://cpt.tcgcsv.com/STv6,2025-05-15T19:26:08.247,0,"When this card is Summoned, toss a coin: Heads: During your Standby Phase, you can Special Summon 1 ""Moon Token"" (Fairy-Type/LIGHT/Level 1/ATK 0/DEF 0). Tails: During each of your End Phases, select 1 monster you control and give control of it to your opponent.",0.07,0.15,0.5,0.14,,Unlimited,LODT-EN015,Common,LIGHT,Fairy,Effect Monster,2800,2800,
562193,Arcana Force XXI - The World,Arcana Force XXI The World,https://tcgplayer-cdn.tcgplayer.com/product/562193_200w.jpg,2,23579,https://cpt.tcgcsv.com/TTv6,2025-05-15T19:26:08.307,0,"When this card is Summoned, toss a coin: Heads: During your End Phase, you can send 2 monsters you control to the Graveyard to skip your opponent's next turn. Tails: During your opponent's Draw Phase, add the top card of their Graveyard to their hand.",0.38,0.38,0.38,,,Limited,LODT-EN016,Ultra Rare,LIGHT,Fairy,Effect Monster,3100,3100,
562193,Arcana Force XXI - The World,Arcana Force XXI The World,https://tcgplayer-cdn.tcgplayer.com/product/562193_200w.jpg,2,23579,https://cpt.tcgcsv.com/TTv6,2025-05-15T19:26:08.307,0,"When this card is Summoned, toss a coin: Heads: During your End Phase, you can send 2 monsters you control to the Graveyard to skip your opponent's next turn. Tails: During your opponent's Draw Phase, add the top card of their Graveyard to their hand.",1.84,2.16,5.99,1.92,,Unlimited,LODT-EN016,Ultra Rare,LIGHT,Fairy,Effect Monster,3100,3100,
562194,Arcana Force XXI - The World (UTR),Arcana Force XXI The World UTR,https://tcgplayer-cdn.tcgplayer.com/product/562194_200w.jpg,2,23579,https://cpt.tcgcsv.com/VTv6,2025-05-15T19:26:08.357,0,"When this card is Summoned, toss a coin: Heads: During your End Phase, you can send 2 monsters you control to the Graveyard to skip your opponent's next turn. Tails: During your opponent's Draw Phase, add the top card of their Graveyard to their hand.",6.85,8.48,60.0,8.02,,Unlimited,LODT-EN016,Ultimate Rare,LIGHT,,,3100,3100,
562195,Arcana Force EX - The Dark Ruler,Arcana Force EX The Dark Ruler,https://tcgplayer-cdn.tcgplayer.com/product/562195_200w.jpg,2,23579,https://cpt.tcgcsv.com/WTv6,2025-05-15T19:26:08.403,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 3 monsters you control to the Graveyard. When this card is Special Summoned, toss a coin: Heads: This card can attack twice during the same Battle Phase. If this card battles twice using this effect, it is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn, except with a card effect. Tails: If this card is destroyed, destroy all cards on the field.",9.81,13.0,49.99,12.59,,Unlimited,LODT-EN017,Secret Rare,LIGHT,Fairy,Effect Monster,4000,4000,
562196,"Jain, Lightsworn Paladin",Jain Lightsworn Paladin,https://tcgplayer-cdn.tcgplayer.com/product/562196_200w.jpg,2,23579,https://cpt.tcgcsv.com/XTv6,2025-05-15T19:26:08.443,0,"If this card attacks an opponent's monster, it gains 300 ATK during the Damage Step only. During each of your End Phases, send the top 2 cards of your Deck to the Graveyard.",0.09,0.2,0.89,0.17,,Unlimited,LODT-EN018,Common,LIGHT,Warrior,Effect Monster,1800,1200,
562197,"Lyla, Lightsworn Sorceress",Lyla Lightsworn Sorceress,https://tcgplayer-cdn.tcgplayer.com/product/562197_200w.jpg,2,23579,https://cpt.tcgcsv.com/ZTv6,2025-05-15T19:26:08.49,0,"You can change this card from face-up Attack Position to face-up Defense Position and destroy 1 Spell or Trap Card your opponent controls. If you activate this effect, this card's battle position cannot be changed until the end of your next turn, except with a card effect. During each of your End Phases, send the top 3 cards of your Deck to the Graveyard.",2.71,3.66,11.99,3.51,,Unlimited,LODT-EN019,Ultra Rare,LIGHT,Spellcaster,Effect Monster,1700,200,
562198,"Lyla, Lightsworn Sorceress (UTR)",Lyla Lightsworn Sorceress UTR,https://tcgplayer-cdn.tcgplayer.com/product/562198_200w.jpg,2,23579,https://cpt.tcgcsv.com/-Tv6,2025-05-15T19:26:08.54,0,"You can change this card from face-up Attack Position to face-up Defense Position and destroy 1 Spell or Trap Card your opponent controls. If you activate this effect, this card's battle position cannot be changed until the end of your next turn, except with a card effect. During each of your End Phases, send the top 3 cards of your Deck to the Graveyard.",47.0,55.97,63.82,55.5,,Unlimited,LODT-EN019,Ultimate Rare,LIGHT,Spellcaster,Effect Monster,1700,200,
562199,"Garoth, Lightsworn Warrior",Garoth Lightsworn Warrior,https://tcgplayer-cdn.tcgplayer.com/product/562199_200w.jpg,2,23579,https://cpt.tcgcsv.com/_Tv6,2025-05-15T19:26:08.597,0,"Each time a card(s) is sent from your Deck to the Graveyard by the effect of a ""Lightsworn"" monster you control, except ""Garoth, Lightsworn Warrior"", send the top 2 cards of your Deck to the Graveyard. Then, draw 1 card for each ""Lightsworn"" monster sent to the Graveyard by this effect.",0.1,0.1,0.1,,,1st Edition,LODT-EN020,Common,LIGHT,Warrior,Effect Monster,1850,1300,
562199,"Garoth, Lightsworn Warrior",Garoth Lightsworn Warrior,https://tcgplayer-cdn.tcgplayer.com/product/562199_200w.jpg,2,23579,https://cpt.tcgcsv.com/_Tv6,2025-05-15T19:26:08.597,0,"Each time a card(s) is sent from your Deck to the Graveyard by the effect of a ""Lightsworn"" monster you control, except ""Garoth, Lightsworn Warrior"", send the top 2 cards of your Deck to the Graveyard. Then, draw 1 card for each ""Lightsworn"" monster sent to the Graveyard by this effect.",0.05,0.2,0.69,0.14,,Unlimited,LODT-EN020,Common,LIGHT,Warrior,Effect Monster,1850,1300,
562200,"Lumina, Lightsworn Summoner",Lumina Lightsworn Summoner,https://tcgplayer-cdn.tcgplayer.com/product/562200_200w.jpg,2,23579,https://cpt.tcgcsv.com/0Vv6,2025-05-15T19:26:08.643,0,"Once per turn, you can discard 1 card to Special Summon 1 level 4 or lower ""Lightsworn"" monster from your Graveyard. During each of your End Phases, send the top 3 cards of your Deck to the Graveyard.",0.2,0.5,10.8,0.34,,Unlimited,LODT-EN021,Rare,LIGHT,Spellcaster,Effect Monster,1000,1000,
562200,"Lumina, Lightsworn Summoner",Lumina Lightsworn Summoner,https://tcgplayer-cdn.tcgplayer.com/product/562200_200w.jpg,2,23579,https://cpt.tcgcsv.com/0Vv6,2025-05-15T19:26:08.643,0,"Once per turn, you can discard 1 card to Special Summon 1 level 4 or lower ""Lightsworn"" monster from your Graveyard. During each of your End Phases, send the top 3 cards of your Deck to the Graveyard.",0.49,0.5,0.5,,,1st Edition,LODT-EN021,Rare,LIGHT,Spellcaster,Effect Monster,1000,1000,
562201,"Ryko, Lightsworn Hunter",Ryko Lightsworn Hunter,https://tcgplayer-cdn.tcgplayer.com/product/562201_200w.jpg,2,23579,https://cpt.tcgcsv.com/2Vv6,2025-05-15T19:26:08.69,0,FLIP: You can destroy 1 card on the field. Send the top 3 cards of your Deck to the Graveyard.,0.28,1.0,12.99,0.55,,Unlimited,LODT-EN022,Super Rare,LIGHT,Beast,Effect Monster,200,100,
562202,"Wulf, Lightsworn Beast",Wulf Lightsworn Beast,https://tcgplayer-cdn.tcgplayer.com/product/562202_200w.jpg,2,23579,https://cpt.tcgcsv.com/3Vv6,2025-05-15T19:26:08.753,0,"This card cannot be Normal Summoned or Set. When this card is sent from your Deck to the Graveyard, Special Summon it.",1.51,2.62,3.48,1.7,,Unlimited,LODT-EN023,Super Rare,LIGHT,Beast-Warrior,Effect Monster,2100,300,
562202,"Wulf, Lightsworn Beast",Wulf Lightsworn Beast,https://tcgplayer-cdn.tcgplayer.com/product/562202_200w.jpg,2,23579,https://cpt.tcgcsv.com/3Vv6,2025-05-15T19:26:08.753,0,"This card cannot be Normal Summoned or Set. When this card is sent from your Deck to the Graveyard, Special Summon it.",4.19,4.19,4.19,,,1st Edition,LODT-EN023,Super Rare,LIGHT,Beast-Warrior,Effect Monster,2100,300,
562203,"Celestia, Lightsworn Angel",Celestia Lightsworn Angel,https://tcgplayer-cdn.tcgplayer.com/product/562203_200w.jpg,2,23579,https://cpt.tcgcsv.com/5Vv6,2025-05-15T19:26:08.82,0,"When you Tribute Summon this card by Tributing a ""Lightsworn"" monster, you can send the top 4 cards of your Deck to the Graveyard to destroy up to 2 cards your opponent controls.",0.96,1.25,4.76,1.15,,Unlimited,LODT-EN024,Ultra Rare,LIGHT,Fairy,Effect Monster,2300,200,
562204,"Celestia, Lightsworn Angel (UTR)",Celestia Lightsworn Angel UTR,https://tcgplayer-cdn.tcgplayer.com/product/562204_200w.jpg,2,23579,https://cpt.tcgcsv.com/6Vv6,2025-05-15T19:26:08.883,0,"When you Tribute Summon this card by Tributing a ""Lightsworn"" monster, you can send the top 4 cards of your Deck to the Graveyard to destroy up to 2 cards your opponent controls.",33.03,35.52,38.0,25.41,,Unlimited,LODT-EN024,Ultimate Rare,LIGHT,Fairy,Effect MOnster,2300,200,
562205,"Gragonith, Lightsworn Dragon",Gragonith Lightsworn Dragon,https://tcgplayer-cdn.tcgplayer.com/product/562205_200w.jpg,2,23579,https://cpt.tcgcsv.com/7Vv6,2025-05-15T19:26:08.943,0,"This card gains 300 ATK and DEF for each ""Lightsworn"" monster with a different name in your Graveyard. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. During each of your End Phases, send the top 3 cards of your Deck to the Graveyard.",0.1,0.2,0.5,0.12,,Unlimited,LODT-EN025,Common,LIGHT,Dragon,Effect Monster,2000,1600,
562206,Judgment Dragon,Judgment Dragon,https://tcgplayer-cdn.tcgplayer.com/product/562206_200w.jpg,2,23579,https://cpt.tcgcsv.com/8Vv6,2025-05-15T19:26:09.007,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by having 4 or more ""Lightsworn"" monsters with different names in your Graveyard. You can pay 1000 Life Points to destroy all other cards on the field. During each of your End Phases, send the top 4 cards of your Deck to the Graveyard.",29.0,35.12,99.99,33.16,,Unlimited,LODT-EN026,Secret Rare,LIGHT,Dragon,Effect Monster,3000,2600,
562207,Dark Valkyria,Dark Valkyria,https://tcgplayer-cdn.tcgplayer.com/product/562207_200w.jpg,2,23579,https://cpt.tcgcsv.com/9Vv6,2025-05-15T19:26:09.063,0,"""This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect: One time only, you can place 1 Spell Counter on this card. This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card to destroy 1 monster on the field.""",0.06,0.25,1.19,0.28,,Unlimited,LODT-EN027,Rare,DARK,Fairy,Gemini Monster,1800,1050,
562208,Substitoad,Substitoad,https://tcgplayer-cdn.tcgplayer.com/product/562208_200w.jpg,2,23579,https://cpt.tcgcsv.com/bVv6,2025-05-15T19:26:09.11,0,"You can Tribute 1 monster to Special Summon 1 ""Frog"" monster from your Deck, except ""Frog the Jam"". ""Frog"" monsters, except ""Frog the Jam"", cannot be destroyed by battle.",6.59,8.0,38.24,5.48,,Unlimited,LODT-EN028,Rare,WATER,Aqua,Effect Monster,100,2000,
562209,Unifrog,Unifrog,https://tcgplayer-cdn.tcgplayer.com/product/562209_200w.jpg,2,23579,https://cpt.tcgcsv.com/cVv6,2025-05-15T19:26:09.157,0,"This card can attack your opponent directly. When this card successfully attacks directly, if you control a ""Frog"" monster other than ""Frog the Jam"" or ""Unifrogâ€, you can destroy 1 Spell or Trap your opponent controls.",0.48,0.75,2.48,0.64,,Unlimited,LODT-EN029,Common,WATER,Aqua,Effect Monster,400,400,
562210,Batteryman Charger,Batteryman Charger,https://tcgplayer-cdn.tcgplayer.com/product/562210_200w.jpg,2,23579,https://cpt.tcgcsv.com/dVv6,2025-05-15T19:26:09.217,0,"When this card is Normal Summoned, you can Special Summon 1 ""Batteryman"" monster, except ""Batteryman Charger"", from your hand or Deck. This card gains 300 ATK and DEF for each Thunder-Type monster you control.",4.99,4.99,4.99,,,1st Edition,LODT-EN030,Common,LIGHT,Thunder,Effect Monster,1800,1200,
