productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extAttack,extDefense,extLinkRating,extLinkArrows
206963,Super Rejuvenation,Super Rejuvenation,https://tcgplayer-cdn.tcgplayer.com/product/206963_200w.jpg,2,2196,https://cpt.tcgcsv.com/hPG2,2020-06-12T21:43:50.667,1,LART-EN013,Ultra Rare,SPELL,Quick-Play Spell,"During the End Phase of the turn this card was activated, draw a number of cards equal to the combined number of Dragon monsters you discarded or Tributed from your hand or field this turn.",3.25,11.48,49.99,5.36,,Limited,,,,,
209098,Solemn Judgment,Solemn Judgment,https://tcgplayer-cdn.tcgplayer.com/product/209098_200w.jpg,2,2196,https://cpt.tcgcsv.com/-FH2,2023-02-21T09:25:41.59,1,LART-EN014,Ultra Rare,TRAP,Counter Trap,"When a monster would be Summoned, OR a Spell/Trap Card is activated: Pay half your LP; negate the Summon or activation, and if you do, destroy that card.",6.46,11.95,200.0,8.19,14.93,Limited,,,,,
211805,Edge Imp Sabres,Edge Imp Sabres,https://tcgplayer-cdn.tcgplayer.com/product/211805_200w.jpg,2,2196,https://cpt.tcgcsv.com/7LJ2,2020-06-12T21:43:02.587,1,LART-EN015,Ultra Rare,DARK,Effect Monster,"If this card is in your GY: You can place 1 card from your hand on the top of the Deck; Special Summon this card in Defense Position. You can only use this effect of ""Edge Imp Sabres"" once per turn.",0.99,3.0,10.0,1.19,,Limited,Fiend,1200,800,,
215605,Foolish Burial,Foolish Burial,https://tcgplayer-cdn.tcgplayer.com/product/215605_200w.jpg,2,2196,https://cpt.tcgcsv.com/7gL2,2025-03-04T20:36:35.433,1,LART-EN016,Ultra Rare,SPELL,Normal Spell,Send 1 monster from your Deck to the GY.,6.99,12.67,200.0,11.19,26.46,Limited,,,,,
216501,Offerings to the Doomed,Offerings to the Doomed,https://tcgplayer-cdn.tcgplayer.com/product/216501_200w.jpg,2,2196,https://cpt.tcgcsv.com/2DL2,2020-06-24T13:22:03.65,1,LART-EN017,Ultra Rare,SPELL,Normal Spell,"Target 1 face-up monster on the field; destroy that target, also skip your next Draw Phase.",3.0,6.26,30.0,4.71,6.13,Limited,,,,,
216515,Superdreadnought Rail Cannon Gustav Max,Superdreadnought Rail Cannon Gustav Max,https://tcgplayer-cdn.tcgplayer.com/product/216515_200w.jpg,2,2196,https://cpt.tcgcsv.com/kDL2,2021-01-22T19:25:29.027,1,LART-EN018,Ultra Rare,EARTH,Xyz/Effect Monster,"2 Level 10 monsters
<br>Once per turn: You can detach 1 Xyz Material from this card; inflict 2000 damage to your opponent.",1.9,3.74,50.0,3.6,3.65,Limited,Machine,3000,3000,,
218920,Harpie Queen,Harpie Queen,https://tcgplayer-cdn.tcgplayer.com/product/218920_200w.jpg,2,2196,https://cpt.tcgcsv.com/qBM2,2024-11-01T19:37:41.74,1,LART-EN021,Ultra Rare,WIND,Effect Monster,"This card's name becomes ""Harpie Lady"" while on the field or in the GY. You can discard this card to the GY; add 1 ""Harpies' Hunting Ground"" from your Deck to your hand.",19.99,26.76,38.99,18.6,,Limited,Winged Beast,1900,1200,,
220645,Harpie Conductor,Harpie Conductor,https://tcgplayer-cdn.tcgplayer.com/product/220645_200w.jpg,2,2196,https://cpt.tcgcsv.com/WgN2,2021-09-24T14:45:57.17,1,LART-EN026,Ultra Rare,WIND,Link/Effect Monster,"2 WIND monsters
<br>This card's name becomes ""Harpie Lady"" while on the field or in the GY. You can only use each of the following effects of ""Harpie Conductor"" once per turn.
<br>• If a ""Harpie"" monster(s) you control would be destroyed by battle or card effect, you can destroy 1 Spell/Trap you control instead.
<br>• If another face-up ""Harpie"" monster you control returns to your hand (except during the Damage Step): You can target 1 Special Summoned monster your opponent controls; return it to the hand.",5.08,6.15,29.99,5.65,5.28,Limited,Winged Beast,1900,,2,Bottom-Right;Bottom-Left
220653,The Legendary Fisherman,The Legendary Fisherman,https://tcgplayer-cdn.tcgplayer.com/product/220653_200w.jpg,2,2196,https://cpt.tcgcsv.com/5hN2,2020-09-14T16:32:48.3,1,LART-EN020,Ultra Rare,WATER,Effect Monster,"While ""Umi"" is on the field, this card is unaffected by Spell effects and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly.",2.0,3.99,19.99,4.42,19.98,Limited,Warrior,1850,1600,,
221475,Alluring Mirror Split,Alluring Mirror Split,https://tcgplayer-cdn.tcgplayer.com/product/221475_200w.jpg,2,2196,https://cpt.tcgcsv.com/wCN2,2020-09-28T16:51:08.803,0,LART-EN028,Ultra Rare,SPELL,Continuous Spell,When your “Harpie Lady” or “Harpie Lady Sisters” is destroyed by battle: You can Special Summon 1 “Harpie” monster with a different original name from your Deck. If this card in its owner's control is destroyed by an opponent's card effect or your “Harpie” card's effect: Target 1 “Harpie” monster in your GY; Special Summon it. You can only use each effect of “Alluring Mirror Spirit” once per turn.,1.88,3.99,5.99,3.2,,Limited,,,,,
221762,Dark Magician Girl (2020),Dark Magician Girl 2020,https://tcgplayer-cdn.tcgplayer.com/product/221762_200w.jpg,2,2196,https://cpt.tcgcsv.com/gKN2,2022-10-09T11:04:19.21,1,LART-EN019,Ultra Rare,DARK,Effect Monster,"Gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in the GY.",19.0,26.99,250.0,25.04,74.69,Limited,Spellcaster,2000,1700,,
223689,Harpie Channeler,Harpie Channeler,https://tcgplayer-cdn.tcgplayer.com/product/223689_200w.jpg,2,2196,https://cpt.tcgcsv.com/PtP2,2023-04-21T11:25:36.65,1,LART-EN022,Ultra Rare,WIND,Effect Monster,"You can discard 1 “Harpie” card; Special Summon 1 “Harpie” monster from your Deck in face-up Defense Position, except “Harpie Channeler”. You can only use this effect of “Harpie Channeler” once per turn. While you control a Dragon-Type monster, this card’s Level becomes 7. This card’s name becomes “Harpie Lady” while it is on the field or in the Graveyard.",9.0,11.1,19.99,9.69,10.25,Limited,Winged Beast,1400,1300,,
224109,Frightfur Leo,Frightfur Leo,https://tcgplayer-cdn.tcgplayer.com/product/224109_200w.jpg,2,2196,https://cpt.tcgcsv.com/cGP2,2020-09-28T18:54:16.15,1,LART-EN025,Ultra Rare,DARK,Fusion/Effect Monster,"1 ""Edge Imp Saw"" + 1 ""Fluffal"" monster
<br>Must be Fusion Summoned and cannot be Special Summoned by other ways. You can target 1 face-up monster your opponent controls; destroy it, and if you do, inflict damage to your opponent equal to the destroyed monster's original ATK. You can only use this effect of ""Frightfur Leo"" once per turn. This card cannot attack your opponent directly during the turn you activate this effect.",0.69,1.02,20.0,0.93,2.39,Limited,Fiend,2400,2000,,
224943,Harpie's Feather Rest,Harpies Feather Rest,https://tcgplayer-cdn.tcgplayer.com/product/224943_200w.jpg,2,2196,https://cpt.tcgcsv.com/T-P2,2024-08-04T15:32:49.797,1,LART-EN029,Ultra Rare,SPELL,Normal Spell,"Target 3 “Harpie Lady” and/or “Harpie Lady Sisters” in your GY; return them to your Deck, then draw 1 card. If you control a Level 5 or higher “Harpie” monster at activation, draw 2 cards instead. You cannot Special Summon for the rest of this turn, except WIND monsters. You can only activate 1 ""Harpie's Feather Rest"" per turn.",5.41,6.77,15.0,5.41,,Limited,,,,,
227097,Tragedy,Tragedy,https://tcgplayer-cdn.tcgplayer.com/product/227097_200w.jpg,2,2196,https://cpt.tcgcsv.com/ZRQ2,2021-01-25T17:27:27.133,1,LART-EN030,Ultra Rare,TRAP,Normal Trap,When a face-up Attack Position monster(s) your opponent controls is changed to face-up Defense Position: Destroy all Defense Position monsters your opponent controls.,0.75,1.03,29.99,1.02,,Limited,,,,,
228457,Ghost Sister & Spooky Dogwood,Ghost Sister and Spooky Dogwood,https://tcgplayer-cdn.tcgplayer.com/product/228457_200w.jpg,2,2196,https://cpt.tcgcsv.com/9pR2,2024-01-08T21:04:26.763,1,LART-EN024,Ultra Rare,WATER,Effect Tuner Monster,"During either turn, except the End Phase (Quick Effect): You can discard this card; apply this effect this turn. You can only use this effect of ""Ghost Sister & Spooky Dogwood"" once per turn.
<br>• Each time your opponent Special Summons an Effect Monster(s) during the Main Phase or Battle Phase, you gain LP equal to that monster's ATK. If you did not gain LP by this effect, your LP are halved during the End Phase.",1.74,3.38,20.0,2.67,2.55,Limited,Zombie,0,1800,,
228814,Harpie Dancer,Harpie Dancer,https://tcgplayer-cdn.tcgplayer.com/product/228814_200w.jpg,2,2196,https://cpt.tcgcsv.com/jxR2,2020-12-14T16:54:05.58,1,LART-EN023,Ultra Rare,WIND,Effect Monster,"You can target 1 WIND monster you control; return it to the hand, then you can Normal Summon 1 WIND monster. You can only use this effect of ""Harpie Dancer"" once per turn. This card's name becomes ""Harpie Lady"" while on the field or in the GY.",6.5,9.32,19.19,7.5,19.19,Limited,Winged Beast,1200,1000,,
230939,Arrivalrivals,Arrivalrivals,https://tcgplayer-cdn.tcgplayer.com/product/230939_200w.jpg,2,2196,https://cpt.tcgcsv.com/PnS2,2021-12-23T16:42:45.04,1,LART-EN027,Ultra Rare,SPELL,Quick-Play Spell,"During the Battle Phase: Immediately after this effect resolves, Normal Summon 1 monster. You can only activate 1 ""Arrivalrivals"" per turn.",0.34,0.75,30.0,0.53,0.5,Limited,,,,,
231289,Raging Eria,Raging Eria,https://tcgplayer-cdn.tcgplayer.com/product/231289_200w.jpg,2,2196,https://cpt.tcgcsv.com/PwS2,2023-01-17T17:26:23.753,1,LART-EN031,Ultra Rare,WATER,Effect Monster,"Once per turn: You can Tribute 1 other WATER monster; Special Summon 1 WATER monster from your hand, but destroy it when a face-up ""Raging Eria"" you control leaves the field.",0.5,1.2,15.0,0.86,,Limited,Spellcaster,800,1500,,
234495,VWXYZ-Dragon Catapult Cannon,VWXYZ Dragon Catapult Cannon,https://tcgplayer-cdn.tcgplayer.com/product/234495_200w.jpg,2,2196,https://cpt.tcgcsv.com/WPT2,2021-12-23T16:43:42.723,0,LART-EN032,Ultra Rare,LIGHT,Fusion/Effect Monster,"""VW-Tiger Catapult"" + ""XYZ-Dragon Cannon""
<br>This card can only be Special Summoned from your Extra Deck by removing from play the above cards you control. (You do not use ""Polymerization""). Once per turn, remove from play 1 card your opponent controls. When this card attacks, you can change the battle position of the attack target. (Flip Effects are not activated at this time.)",0.8,1.27,5.0,1.01,1.13,Limited,Machine,3000,2800,,
235886,Vampire Vamp,Vampire Vamp,https://tcgplayer-cdn.tcgplayer.com/product/235886_200w.jpg,2,2196,https://cpt.tcgcsv.com/LmV2,2021-10-13T20:28:27.187,1,LART-EN033,Ultra Rare,DARK,Effect Monster,"Once per turn, when this card or a ""Vampire"" monster is Normal Summoned to your field: You can target 1 monster your opponent controls whose ATK is higher than this card's; equip it to this card. Gains ATK equal to the combined original ATK of the monsters equipped to it by this effect. If this card is sent to the GY, while equipped with a card(s) by this effect: Special Summon this card.",2.25,3.2,30.0,2.79,4.47,Limited,Zombie,2000,2000,,
237576,Blazing Hiita,Blazing Hiita,https://tcgplayer-cdn.tcgplayer.com/product/237576_200w.jpg,2,2196,https://cpt.tcgcsv.com/x2W2,2021-12-23T16:44:15.14,1,LART-EN034,Ultra Rare,FIRE,Normal Monster,Tribute 1 fire main type monster excluding this card on your field. Special Summon 1 fire main type monster from your hand. You can use this effect once per turn. If [Blazing Hiita] leave from your field destroy the monster that is special sommoned by this effect.,0.85,1.64,30.0,1.18,2.12,Limited,Spellcaster,800,1500,,
239227,Dark Magician Girl (2021),Dark Magician Girl 2021,https://tcgplayer-cdn.tcgplayer.com/product/239227_200w.jpg,2,2196,https://cpt.tcgcsv.com/zJW2,2023-08-06T13:14:51.017,1,LART-EN035,Ultra Rare,DARK,Effect Monster,"Gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in the GY.",20.59,39.94,55.49,22.73,39.94,Limited,Spellcaster,2000,1700,,
242961,"Celestia, Lightsworn Angel",Celestia Lightsworn Angel,https://tcgplayer-cdn.tcgplayer.com/product/242961_200w.jpg,2,2196,https://cpt.tcgcsv.com/fcZ2,2021-12-23T16:44:44.943,1,LART-EN036,Ultra Rare,LIGHT,Effect Monster,"When you Tribute Summon this card by Tributing a ""Lightsworn"" monster: you can send the top 4 cards of your Deck to the GY, then target up to 2 cards your opponent controls; destroy those targets.",1.43,2.99,9.98,2.33,2.65,Limited,Fairy,2300,200,,
245614,Barrel Dragon,Barrel Dragon,https://tcgplayer-cdn.tcgplayer.com/product/245614_200w.jpg,2,2196,https://cpt.tcgcsv.com/jg-2,2022-05-27T09:33:09.807,1,LART-EN037,Ultra Rare,DARK,Effect Monster,Once per turn: You can target 1 monster your opponent controls; toss a coin 3 times and destroy it if at least 2 of the results are heads.,3.1,3.88,6.25,4.08,,Limited,Machine,2600,2200,,
248100,Storming Wynn,Storming Wynn,https://tcgplayer-cdn.tcgplayer.com/product/248100_200w.jpg,2,2196,https://cpt.tcgcsv.com/0g_2,2024-01-08T21:05:19.827,1,LART-EN038,Ultra Rare,WIND,Effect Monster,"Once per turn: You can Tribute 1 other WIND monster; Special Summon 1 WIND monster from your hand, but destroy it when a face-up ""Storming Wynn"" you control leaves the field.",0.49,1.99,19.99,0.89,0.92,Limited,Spellcaster,800,1500,,
251013,Gemini Elf,Gemini Elf,https://tcgplayer-cdn.tcgplayer.com/product/251013_200w.jpg,2,2196,https://cpt.tcgcsv.com/hq03,2021-10-07T17:28:43.553,1,LART-EN039,Ultra Rare,EARTH,Normal Monster,<em>Elf twins that alternate their attacks.</em>,4.42,5.45,37.95,5.22,4.42,Limited,Spellcaster,1900,900,,
252672,Enchanting Fitting Room,Enchanting Fitting Room,https://tcgplayer-cdn.tcgplayer.com/product/252672_200w.jpg,2,2196,https://cpt.tcgcsv.com/s523,2023-07-31T07:18:02.347,1,LART-EN040,Ultra Rare,SPELL,Normal Spell,"Pay 800 LP; excavate the top 4 cards of your Deck and Special Summon all excavated Level 3 or lower Normal Monsters, also, after that, shuffle the rest back into your Deck.",0.37,0.99,4.99,0.56,0.38,Limited,,,,,
252673,Elemental Hero Burstinatrix,Elemental Hero Burstinatrix,https://tcgplayer-cdn.tcgplayer.com/product/252673_200w.jpg,2,2196,https://cpt.tcgcsv.com/t523,2022-03-26T07:56:35.683,1,LART-EN041,Ultra Rare,FIRE,Normal Monster,A flame manipulator who is the only woman among the Elemental Heroes. Her Burstfire burns away villainy.,9.99,14.0,49.99,14.59,49.97,Limited,Warrior,1200,800,,
257741,Foolish Return,Foolish Return,https://tcgplayer-cdn.tcgplayer.com/product/257741_200w.jpg,2,2196,https://cpt.tcgcsv.com/R653,2021-12-23T16:49:02.667,1,LART-EN042,Ultra Rare,SPELL,Normal Spell,"Select 1 card from your opponent's Graveyard, and shuffle it into their Deck.",0.66,1.49,22.79,0.84,,Limited,,0,0,,
261778,Parasite Paracide,Parasite Paracide,https://tcgplayer-cdn.tcgplayer.com/product/261778_200w.jpg,2,2196,https://cpt.tcgcsv.com/BK63,2022-03-04T19:53:11.933,1,LART-EN043,Ultra Rare,EARTH,Normal Monster,"FLIP: Put this card face-up in your opponent''s Deck and shuffle it. When your opponent draws this card, it is Special Summoned on your opponent''s side of the field in face-up Defense Position and inflicts 1000 points of damage to your opponent''s Life Points. Then all face-up monsters on your opponent''s side of the field become Insect-Type as long as this card remains face-up on the field.",1.0,2.59,19.99,1.48,,Limited,Insect,500,300,,
265199,"Lumina, Lightsworn Summoner",Lumina Lightsworn Summoner,https://tcgplayer-cdn.tcgplayer.com/product/265199_200w.jpg,2,2196,https://cpt.tcgcsv.com/_583,2022-03-03T21:35:52.657,1,LART-EN045,Ultra Rare,LIGHT,Effect Monster,"Once per turn: You can discard 1 card, then target 1 Level 4 or lower ""Lightsworn"" monster in your GY; Special Summon it. Once per turn, during your End Phase: Send the top 3 cards of your Deck to the GY.",1.71,4.97,19.99,1.71,,Limited,Spellcaster,1000,1000,,
271486,Don Zaloog,Don Zaloog,https://tcgplayer-cdn.tcgplayer.com/product/271486_200w.jpg,2,2196,https://cpt.tcgcsv.com/LCb3,2022-05-05T17:07:57.793,1,LART-EN044,Ultra Rare,DARK,Effect Monster,"When this card inflicts Battle Damage to your opponent: You can activate 1 of these effects;
<br>• Discard 1 random card from their hand.
<br>• Send the top 2 cards of their Deck to the GY.",2.57,3.47,19.99,2.91,,Limited,Warrior,1400,1500,,
271491,Nurse Dragonmaid,Nurse Dragonmaid,https://tcgplayer-cdn.tcgplayer.com/product/271491_200w.jpg,2,2196,https://cpt.tcgcsv.com/RCb3,2022-06-30T19:03:49.75,1,LART-EN048,Ultra Rare,EARTH,Effect Monster,"If this card is Normal or Special Summoned: You can target 1 Level 4 or lower ""Dragonmaid"" monster in your GY, except ""Nurse Dragonmaid""; Special Summon it. At the start of the Battle Phase: You can return this card to the hand, and if you do, Special Summon 1 Level 7 ""Dragonmaid"" monster from your hand or GY. You can only use each effect of ""Nurse Dragonmaid"" once per turn.",3.25,4.36,19.99,3.96,,Limited,Dragon,500,1600,,
272512,"Lumina, Twilightsworn Shaman",Lumina Twilightsworn Shaman,https://tcgplayer-cdn.tcgplayer.com/product/272512_200w.jpg,2,2196,https://cpt.tcgcsv.com/g0c3,2023-04-14T12:50:46.17,1,LART-EN047,Ultra Rare,DARK,Effect Monster,"Once per turn: You can banish 1 ""Lightsworn"" monster from your hand or GY, then target 1 of your banished ""Lightsworn"" monsters, except ""Lumina, Twilightsworn Shaman""; Special Summon it. Once per turn, if your other ""Lightsworn"" monster's effect is activated: Send the top 3 cards of your Deck to the GY.",0.71,1.48,19.99,0.99,,Limited,Spellcaster,1000,1000,,
276711,Chocolate Magician Girl,Chocolate Magician Girl,https://tcgplayer-cdn.tcgplayer.com/product/276711_200w.jpg,2,2196,https://cpt.tcgcsv.com/fJd3,2022-07-06T14:03:51.543,1,LART-EN046,Ultra Rare,WATER,Effect Monster,"Once per turn: You can discard 1 Spellcaster monster; draw 1 card. Once per turn, if this card is targeted for an attack: You can target 1 Spellcaster monster in your GY, except ""Chocolate Magician Girl""; Special Summon it, then change the attack target to it, and if you do, the attacking monster's ATK becomes half its current ATK.",4.8,5.5,39.93,4.93,39.93,Limited,Spellcaster,1600,1000,,
279480,Cyber Angel Benten,Cyber Angel Benten,https://tcgplayer-cdn.tcgplayer.com/product/279480_200w.jpg,2,2196,https://cpt.tcgcsv.com/DPf3,2023-12-28T15:34:20.49,1,LART-EN049,Ultra Rare,LIGHT,Ritual/Effect Monster,"You can Ritual Summon this card with ""Machine Angel Ritual"". If this card destroys a monster by battle and sends it to the GY: Inflict damage to your opponent equal to that monster's original DEF in the GY. If this card is Tributed: You can add 1 LIGHT Fairy monster from your Deck to your hand.",1.5,2.99,19.99,2.13,3.47,Limited,Fairy,1600,1000,,
285227,Cyber Angel Idaten,Cyber Angel Idaten,https://tcgplayer-cdn.tcgplayer.com/product/285227_200w.jpg,2,2196,https://cpt.tcgcsv.com/z6j3,2022-09-19T20:53:19.95,1,LART-EN050,Ultra Rare,LIGHT,Effect Ritual Monster,"You can Ritual Summon this card with ""Machine Angel Ritual"". If this card is Ritual Summoned: You can add 1 Ritual Spell from your Deck or GY to your hand. If this card is Tributed: You can make all Ritual Monsters you control gain 1000 ATK/DEF.",0.8,1.69,50.0,1.14,,Limited,Fairy,1600,2000,,
287170,Tribute Burial,Tribute Burial,https://tcgplayer-cdn.tcgplayer.com/product/287170_200w.jpg,2,2196,https://cpt.tcgcsv.com/qTj3,2022-09-22T13:38:40,1,LART-EN053,Ultra Rare,SPELL,Normal Spell,"Once during this turn, you can Tribute Summon a monster that requires 2 Tributes by banishing 1 monster from each GY instead, also you cannot Special Summon monsters for the rest of this turn.",0.56,1.0,4.69,0.81,,Limited,,,,,
451160,Fake Hero,Fake Hero,https://tcgplayer-cdn.tcgplayer.com/product/451160_200w.jpg,2,2196,https://cpt.tcgcsv.com/dtD5,2022-10-31T15:45:03.837,1,LART-EN052,Ultra Rare,SPELL,,"Special Summon 1 ""Elemental HERO"" monster from your hand, but it cannot attack, also return it to the hand during the End Phase.",0.45,1.0,4.99,0.73,,Limited,,,,,
454773,Yu-Gi-Oh! ZEXAL,Yu Gi Oh ZEXAL,https://tcgplayer-cdn.tcgplayer.com/product/454773_200w.jpg,2,2196,https://cpt.tcgcsv.com/tWF5,2024-03-21T17:06:28.817,1,LART-EN054,Ultra Rare,LIGHT,Non-game card,"<em>Kattobing!
<br>It's the strength inside of you to stand up to adversity.
<br>Use your passions to drive yourself forward, and the door of possibility will always open for you.
<br>The important thing is to keep going!
<br>Feel the Flow! High-Five the Sky!
<br>Kattobing! ORE TACHI!!</em>",0.66,1.32,19.99,0.91,,Limited,,,,,
475750,Axe of Despair,Axe of Despair,https://tcgplayer-cdn.tcgplayer.com/product/475750_200w.jpg,2,2196,https://cpt.tcgcsv.com/0kQ5,2025-02-15T15:50:03.017,1,LART-EN051,Ultra Rare,SPELL,Equip Spell,"(This card is always treated as an ""Archfiend"" card.)
<br>The equipped monster gains 1000 ATK. When this card is sent from the field to the GY: You can Tribute 1 monster; place this card on top of your Deck.",2.16,2.99,19.99,2.48,,Limited,,,,,
484286,Traptrix Allomerus,Traptrix Allomerus,https://tcgplayer-cdn.tcgplayer.com/product/484286_200w.jpg,2,2196,https://cpt.tcgcsv.com/LKT5,2024-03-21T17:06:06.5,1,LART-EN055,Ultra Rare,EARTH,Effect Xyz Monster,"2+ Level 4 monsters / This card is unaffected by Trap effects while it has Xyz Material. You can only use each of the following effects of ""Traptrix Allomerus"" once per turn.
<br>• You can detach 2 materials from this card; Special Summon 1 Level 4 Insect or Plant monster from your GY.
<br>• If an opponent's monster(s) leaves the field because of your card effect, and is now in the GY or banished (except during the Damage Step): You can detach 1 material from this card, then target 1 of them; Special Summon it to your field.",2.24,3.11,19.94,2.9,3.84,Limited,Insect,2200,600,,
490976,Traptrix Genlisea,Traptrix Genlisea,https://tcgplayer-cdn.tcgplayer.com/product/490976_200w.jpg,2,2196,https://cpt.tcgcsv.com/xpX5,2024-03-21T17:05:53.477,1,LART-EN056,Ultra Rare,EARTH,Effect Monster,"Unaffected by the effects of ""Hole"" Normal Traps. You can Tribute this card; Set 2 ""Hole"" Normal Traps with different names, 1 from your Deck and 1 from your GY, but banish them when they leave the field. You can only use this effect of ""Traptrix Genlisea"" once per turn.",1.0,1.25,19.99,1.17,,Limited,Plant,1200,1600,,
