productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extUPC
123487,Exodia the Forbidden One,Exodia the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123487_200w.jpg,2,1841,https://cpt.tcgcsv.com/Mp_,2019-07-09T15:18:05.63,1,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",0.91,1.24,5.0,1.07,4.99,Unlimited,LDK2-ENY04,Common,DARK,Spellcaster,Effect Monster,1000,1000,
123487,Exodia the Forbidden One,Exodia the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123487_200w.jpg,2,1841,https://cpt.tcgcsv.com/Mp_,2019-07-09T15:18:05.63,1,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",0.94,1.9,9.99,1.23,,1st Edition,LDK2-ENY04,Common,DARK,Spellcaster,Effect Monster,1000,1000,
123488,Left Arm of the Forbidden One,Left Arm of the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123488_200w.jpg,2,1841,https://cpt.tcgcsv.com/Np_,2022-11-11T07:15:34.027,1,<i>A forbidden left arm sealed by magic. Whosoever breaks this seal will know infinite power.,1.0,2.01,9.99,1.67,,Unlimited,LDK2-ENY06,Common,DARK,Spellcaster,Normal Monster,200,300,
123488,Left Arm of the Forbidden One,Left Arm of the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123488_200w.jpg,2,1841,https://cpt.tcgcsv.com/Np_,2022-11-11T07:15:34.027,1,<i>A forbidden left arm sealed by magic. Whosoever breaks this seal will know infinite power.,1.29,1.93,8.99,1.72,,1st Edition,LDK2-ENY06,Common,DARK,Spellcaster,Normal Monster,200,300,
123489,Right Arm of the Forbidden One,Right Arm of the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123489_200w.jpg,2,1841,https://cpt.tcgcsv.com/Pp_,2019-07-09T15:22:49.21,1,<i>A forbidden right arm sealed by magic. Whosoever breaks this seal will know infinite power.,1.51,2.26,9.99,1.91,,Unlimited,LDK2-ENY05,Common,DARK,Spellcaster,Normal Monster,200,300,
123489,Right Arm of the Forbidden One,Right Arm of the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123489_200w.jpg,2,1841,https://cpt.tcgcsv.com/Pp_,2019-07-09T15:22:49.21,1,<i>A forbidden right arm sealed by magic. Whosoever breaks this seal will know infinite power.,1.85,2.2,9.99,1.96,,1st Edition,LDK2-ENY05,Common,DARK,Spellcaster,Normal Monster,200,300,
123490,Left Leg of the Forbidden One,Left Leg of the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123490_200w.jpg,2,1841,https://cpt.tcgcsv.com/Qp_,2025-01-10T09:29:00.227,1,<i>A forbidden left leg sealed by magic. Whosoever breaks this seal will know infinite power.,1.95,2.11,4.5,1.94,,1st Edition,LDK2-ENY08,Common,DARK,Spellcaster,Normal Monster,200,300,
123490,Left Leg of the Forbidden One,Left Leg of the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123490_200w.jpg,2,1841,https://cpt.tcgcsv.com/Qp_,2025-01-10T09:29:00.227,1,<i>A forbidden left leg sealed by magic. Whosoever breaks this seal will know infinite power.,1.36,2.37,16.4,1.56,,Unlimited,LDK2-ENY08,Common,DARK,Spellcaster,Normal Monster,200,300,
123491,Right Leg of the Forbidden One,Right Leg of the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123491_200w.jpg,2,1841,https://cpt.tcgcsv.com/Rp_,2019-07-09T15:22:54.48,1,<i>A forbidden right leg sealed by magic. Whosoever breaks this seal will know infinite power.,1.86,2.37,9.99,1.9,,Unlimited,LDK2-ENY07,Common,DARK,Spellcaster,Normal Monster,200,300,
123491,Right Leg of the Forbidden One,Right Leg of the Forbidden One,https://tcgplayer-cdn.tcgplayer.com/product/123491_200w.jpg,2,1841,https://cpt.tcgcsv.com/Rp_,2019-07-09T15:22:54.48,1,<i>A forbidden right leg sealed by magic. Whosoever breaks this seal will know infinite power.,1.99,2.26,4.89,2.16,,1st Edition,LDK2-ENY07,Common,DARK,Spellcaster,Normal Monster,200,300,
123492,Exodia Necross,Exodia Necross,https://tcgplayer-cdn.tcgplayer.com/product/123492_200w.jpg,2,1841,https://cpt.tcgcsv.com/Sp_,2019-07-09T15:18:01.273,1,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Contract with Exodia"". This card is not destroyed as a result of battle or by the effects of Spell or Trap Cards, and during each of your Standby Phases, increase the ATK of this card by 500 points. This card is destroyed when any of ""Exodia the Forbidden One"", ""Right Arm of the Forbidden One"", ""Left Arm of the Forbidden One"", ""Right Leg of the Forbidden One"" or ""Left Leg of the Forbidden One"" is not in your Graveyard.",0.17,0.31,1.49,0.3,,Unlimited,LDK2-ENY09,Common,DARK,Spellcaster,Effect Monster,1800,0,
123492,Exodia Necross,Exodia Necross,https://tcgplayer-cdn.tcgplayer.com/product/123492_200w.jpg,2,1841,https://cpt.tcgcsv.com/Sp_,2019-07-09T15:18:01.273,1,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Contract with Exodia"". This card is not destroyed as a result of battle or by the effects of Spell or Trap Cards, and during each of your Standby Phases, increase the ATK of this card by 500 points. This card is destroyed when any of ""Exodia the Forbidden One"", ""Right Arm of the Forbidden One"", ""Left Arm of the Forbidden One"", ""Right Leg of the Forbidden One"" or ""Left Leg of the Forbidden One"" is not in your Graveyard.",0.16,0.49,4.99,0.3,,1st Edition,LDK2-ENY09,Common,DARK,Spellcaster,Effect Monster,1800,0,
123493,Dark Magician,Dark Magician,https://tcgplayer-cdn.tcgplayer.com/product/123493_200w.jpg,2,1841,https://cpt.tcgcsv.com/Tp_,2022-11-22T06:11:15.33,1,<i>The ultimate wizard in terms of attack and defense.,0.5,1.13,4.99,1.49,4.99,Unlimited,LDK2-ENY10,Common,DARK,Spellcaster,Normal Monster,2500,2100,
123493,Dark Magician,Dark Magician,https://tcgplayer-cdn.tcgplayer.com/product/123493_200w.jpg,2,1841,https://cpt.tcgcsv.com/Tp_,2022-11-22T06:11:15.33,1,<i>The ultimate wizard in terms of attack and defense.,1.03,2.08,6.99,1.98,,1st Edition,LDK2-ENY10,Common,DARK,Spellcaster,Normal Monster,2500,2100,
123494,Dark Magician Girl,Dark Magician Girl,https://tcgplayer-cdn.tcgplayer.com/product/123494_200w.jpg,2,1841,https://cpt.tcgcsv.com/Vp_,2019-07-09T15:17:39.54,1,"This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.",0.25,0.5,2.99,0.37,,Unlimited,LDK2-ENY11,Common,DARK,Spellcaster,Effect Monster,2000,1700,
123494,Dark Magician Girl,Dark Magician Girl,https://tcgplayer-cdn.tcgplayer.com/product/123494_200w.jpg,2,1841,https://cpt.tcgcsv.com/Vp_,2019-07-09T15:17:39.54,1,"This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.",0.2,0.56,2.99,0.5,,1st Edition,LDK2-ENY11,Common,DARK,Spellcaster,Effect Monster,2000,1700,
123495,Buster Blader,Buster Blader,https://tcgplayer-cdn.tcgplayer.com/product/123495_200w.jpg,2,1841,https://cpt.tcgcsv.com/Wp_,2019-07-09T15:16:23.483,1,This card gains 500 ATK for each Dragon-Type monster your opponent controls or is in their Graveyard.,0.1,0.25,1.49,0.19,,Unlimited,LDK2-ENY12,Common,EARTH,Warrior,Effect Monster,2600,2300,
123495,Buster Blader,Buster Blader,https://tcgplayer-cdn.tcgplayer.com/product/123495_200w.jpg,2,1841,https://cpt.tcgcsv.com/Wp_,2019-07-09T15:16:23.483,1,This card gains 500 ATK for each Dragon-Type monster your opponent controls or is in their Graveyard.,0.08,0.25,1.49,0.16,,1st Edition,LDK2-ENY12,Common,EARTH,Warrior,Effect Monster,2600,2300,
123496,Silent Magician LV8,Silent Magician LV8,https://tcgplayer-cdn.tcgplayer.com/product/123496_200w.jpg,2,1841,https://cpt.tcgcsv.com/Xp_,2019-07-09T15:23:44.17,1,"Cannot be Normal Summoned/Set. Must be Special Summoned by ""Silent Magician LV4"" and cannot be Special Summoned by other ways. Unaffected by your opponent's Spell effects.",0.1,0.25,1.13,0.18,,Unlimited,LDK2-ENY13,Common,LIGHT,Spellcaster,Effect Monster,3500,1000,
123496,Silent Magician LV8,Silent Magician LV8,https://tcgplayer-cdn.tcgplayer.com/product/123496_200w.jpg,2,1841,https://cpt.tcgcsv.com/Xp_,2019-07-09T15:23:44.17,1,"Cannot be Normal Summoned/Set. Must be Special Summoned by ""Silent Magician LV4"" and cannot be Special Summoned by other ways. Unaffected by your opponent's Spell effects.",0.11,0.25,1.44,0.18,,1st Edition,LDK2-ENY13,Common,LIGHT,Spellcaster,Effect Monster,3500,1000,
123497,Silent Magician LV4,Silent Magician LV4,https://tcgplayer-cdn.tcgplayer.com/product/123497_200w.jpg,2,1841,https://cpt.tcgcsv.com/Zp_,2019-07-09T15:23:39.813,1,"Each time your opponent draws a card(s), place 1 Spell Counter on this card (max. 5). This card gains 500 ATK for each Spell Counter on it. During the Standby Phase of your next turn after the 5th Spell Counter is placed on this card: You can send this face-up card with 5 Spell Counters on it to the Graveyard; Special Summon 1 ""Silent Magician LV8"" from your hand or Deck.",0.09,0.24,1.49,0.2,,Unlimited,LDK2-ENY14,Common,LIGHT,Spellcaster,Effect Monster,1000,1000,
123497,Silent Magician LV4,Silent Magician LV4,https://tcgplayer-cdn.tcgplayer.com/product/123497_200w.jpg,2,1841,https://cpt.tcgcsv.com/Zp_,2019-07-09T15:23:39.813,1,"Each time your opponent draws a card(s), place 1 Spell Counter on this card (max. 5). This card gains 500 ATK for each Spell Counter on it. During the Standby Phase of your next turn after the 5th Spell Counter is placed on this card: You can send this face-up card with 5 Spell Counters on it to the Graveyard; Special Summon 1 ""Silent Magician LV8"" from your hand or Deck.",0.1,0.25,1.41,0.2,,1st Edition,LDK2-ENY14,Common,LIGHT,Spellcaster,Effect Monster,1000,1000,
123498,The Tricky,The Tricky,https://tcgplayer-cdn.tcgplayer.com/product/123498_200w.jpg,2,1841,https://cpt.tcgcsv.com/-p_,2019-07-09T15:24:19.663,1,You can Special Summon this card (from your hand) by discarding 1 card.,0.06,0.21,1.49,0.17,,1st Edition,LDK2-ENY15,Common,WIND,Spellcaster,Effect Monster,2000,1200,
123498,The Tricky,The Tricky,https://tcgplayer-cdn.tcgplayer.com/product/123498_200w.jpg,2,1841,https://cpt.tcgcsv.com/-p_,2019-07-09T15:24:19.663,1,You can Special Summon this card (from your hand) by discarding 1 card.,0.05,0.23,1.49,0.17,,Unlimited,LDK2-ENY15,Common,WIND,Spellcaster,Effect Monster,2000,1200,
123499,Big Shield Gardna,Big Shield Gardna,https://tcgplayer-cdn.tcgplayer.com/product/123499_200w.jpg,2,1841,https://cpt.tcgcsv.com/_p_,2019-07-09T15:15:25.36,1,"During either player's turn, when this face-down card (and no other cards) is targeted by a Spell Card: Change this card to face-up Defense Position, and if you do, negate the Spell Card's activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.",0.09,0.22,1.49,0.2,,1st Edition,LDK2-ENY16,Common,EARTH,Warrior,Effect Monster,100,2600,
123499,Big Shield Gardna,Big Shield Gardna,https://tcgplayer-cdn.tcgplayer.com/product/123499_200w.jpg,2,1841,https://cpt.tcgcsv.com/_p_,2019-07-09T15:15:25.36,1,"During either player's turn, when this face-down card (and no other cards) is targeted by a Spell Card: Change this card to face-up Defense Position, and if you do, negate the Spell Card's activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.",0.1,0.25,1.49,0.13,,Unlimited,LDK2-ENY16,Common,EARTH,Warrior,Effect Monster,100,2600,
123500,Magician's Valkyria,Magicians Valkyria,https://tcgplayer-cdn.tcgplayer.com/product/123500_200w.jpg,2,1841,https://cpt.tcgcsv.com/0q_,2019-07-09T15:20:33.943,1,"Your opponent cannot target face-up Spellcaster-Type monsters for attacks, except this one.",0.19,0.49,2.2,0.35,,1st Edition,LDK2-ENY17,Common,LIGHT,Spellcaster,Effect Monster,1600,1800,
123500,Magician's Valkyria,Magicians Valkyria,https://tcgplayer-cdn.tcgplayer.com/product/123500_200w.jpg,2,1841,https://cpt.tcgcsv.com/0q_,2019-07-09T15:20:33.943,1,"Your opponent cannot target face-up Spellcaster-Type monsters for attacks, except this one.",0.25,0.5,1.56,0.41,,Unlimited,LDK2-ENY17,Common,LIGHT,Spellcaster,Effect Monster,1600,1800,
123501,Blast Magician,Blast Magician,https://tcgplayer-cdn.tcgplayer.com/product/123501_200w.jpg,2,1841,https://cpt.tcgcsv.com/2q_,2019-07-09T15:15:37.927,1,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. You can remove any number of Spell Counters from this card, then target 1 face-up monster on the field with ATK less than or equal to the number of counters you removed x 700; destroy that target.",0.09,0.2,1.42,0.18,,1st Edition,LDK2-ENY18,Common,FIRE,Spellcaster,Effect Monster,1400,1700,
123501,Blast Magician,Blast Magician,https://tcgplayer-cdn.tcgplayer.com/product/123501_200w.jpg,2,1841,https://cpt.tcgcsv.com/2q_,2019-07-09T15:15:37.927,1,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. You can remove any number of Spell Counters from this card, then target 1 face-up monster on the field with ATK less than or equal to the number of counters you removed x 700; destroy that target.",0.01,0.21,1.49,0.15,,Unlimited,LDK2-ENY18,Common,FIRE,Spellcaster,Effect Monster,1400,1700,
123502,Blockman,Blockman,https://tcgplayer-cdn.tcgplayer.com/product/123502_200w.jpg,2,1841,https://cpt.tcgcsv.com/3q_,2019-07-09T15:15:46.28,1,"You can Tribute this card; Special Summon in Defense Position, a number of ""Block Tokens"" (Rock-Type/EARTH/Level 4/ATK 1000/DEF 1500) equal to the number of your turns this card has been face-up on your side of the field. These Tokens cannot declare an attack.",0.01,0.2,1.49,0.1,,Unlimited,LDK2-ENY19,Common,EARTH,Rock,Effect Monster,1000,1500,
123502,Blockman,Blockman,https://tcgplayer-cdn.tcgplayer.com/product/123502_200w.jpg,2,1841,https://cpt.tcgcsv.com/3q_,2019-07-09T15:15:46.28,1,"You can Tribute this card; Special Summon in Defense Position, a number of ""Block Tokens"" (Rock-Type/EARTH/Level 4/ATK 1000/DEF 1500) equal to the number of your turns this card has been face-up on your side of the field. These Tokens cannot declare an attack.",0.02,0.2,1.35,0.08,,1st Edition,LDK2-ENY19,Common,EARTH,Rock,Effect Monster,1000,1500,
123503,Marshmallon,Marshmallon,https://tcgplayer-cdn.tcgplayer.com/product/123503_200w.jpg,2,1841,https://cpt.tcgcsv.com/5q_,2019-07-09T15:20:46.31,1,"After damage calculation, if this card was attacked, and was face-down at the start of the Damage Step: The attacking player takes 1000 damage. Cannot be destroyed by battle.",0.15,0.26,1.52,0.26,,1st Edition,LDK2-ENY20,Common,LIGHT,Fairy,Effect Monster,300,500,
123503,Marshmallon,Marshmallon,https://tcgplayer-cdn.tcgplayer.com/product/123503_200w.jpg,2,1841,https://cpt.tcgcsv.com/5q_,2019-07-09T15:20:46.31,1,"After damage calculation, if this card was attacked, and was face-down at the start of the Damage Step: The attacking player takes 1000 damage. Cannot be destroyed by battle.",0.1,0.25,1.49,0.22,,Unlimited,LDK2-ENY20,Common,LIGHT,Fairy,Effect Monster,300,500,
123504,Sangan,Sangan,https://tcgplayer-cdn.tcgplayer.com/product/123504_200w.jpg,2,1841,https://cpt.tcgcsv.com/6q_,2019-07-09T15:23:13.98,1,"If this card is sent from the field to the Graveyard: Add 1 monster with 1500 or less ATK from your Deck to your hand, but you cannot activate cards, or the effects of cards, with that name for the rest of this turn. You can only use this effect of ""Sangan"" once per turn.",0.22,0.34,1.53,0.34,,Unlimited,LDK2-ENY21,Common,DARK,Fiend,Effect Monster,1000,600,
123504,Sangan,Sangan,https://tcgplayer-cdn.tcgplayer.com/product/123504_200w.jpg,2,1841,https://cpt.tcgcsv.com/6q_,2019-07-09T15:23:13.98,1,"If this card is sent from the field to the Graveyard: Add 1 monster with 1500 or less ATK from your Deck to your hand, but you cannot activate cards, or the effects of cards, with that name for the rest of this turn. You can only use this effect of ""Sangan"" once per turn.",0.22,0.43,2.0,0.28,,1st Edition,LDK2-ENY21,Common,DARK,Fiend,Effect Monster,1000,600,
123505,Gold Sarcophagus,Gold Sarcophagus,https://tcgplayer-cdn.tcgplayer.com/product/123505_200w.jpg,2,1841,https://cpt.tcgcsv.com/7q_,2019-07-09T15:19:15.58,1,"Banish 1 card from your Deck, face-up. During your second Standby Phase after this card's activation, add that card to your hand.",0.12,0.37,1.99,0.37,,1st Edition,LDK2-ENY22,Common,SPELL,,Normal Spell,,,
123505,Gold Sarcophagus,Gold Sarcophagus,https://tcgplayer-cdn.tcgplayer.com/product/123505_200w.jpg,2,1841,https://cpt.tcgcsv.com/7q_,2019-07-09T15:19:15.58,1,"Banish 1 card from your Deck, face-up. During your second Standby Phase after this card's activation, add that card to your hand.",0.09,0.3,1.49,0.23,,Unlimited,LDK2-ENY22,Common,SPELL,,Normal Spell,,,
123506,Swords of Revealing Light,Swords of Revealing Light,https://tcgplayer-cdn.tcgplayer.com/product/123506_200w.jpg,2,1841,https://cpt.tcgcsv.com/8q_,2019-07-09T15:23:57.177,1,"Flip all monsters your opponent controls face-up. This card remains on the field for 3 of your opponent's turns. While this card is face-up on the field, monsters your opponent controls cannot declare an attack.",0.1,0.3,1.49,0.24,,1st Edition,LDK2-ENY23,Common,SPELL,,Normal Spell,,,
123506,Swords of Revealing Light,Swords of Revealing Light,https://tcgplayer-cdn.tcgplayer.com/product/123506_200w.jpg,2,1841,https://cpt.tcgcsv.com/8q_,2019-07-09T15:23:57.177,1,"Flip all monsters your opponent controls face-up. This card remains on the field for 3 of your opponent's turns. While this card is face-up on the field, monsters your opponent controls cannot declare an attack.",0.11,0.31,1.5,0.28,,Unlimited,LDK2-ENY23,Common,SPELL,,Normal Spell,,,
123507,Magical Dimension,Magical Dimension,https://tcgplayer-cdn.tcgplayer.com/product/123507_200w.jpg,2,1841,https://cpt.tcgcsv.com/9q_,2019-07-09T15:20:20.027,1,"If you control a Spellcaster-Type monster: Target 1 monster you control; Tribute that target, then Special Summon 1 Spellcaster-Type monster from your hand, then you can destroy 1 monster on the field.",0.07,0.24,1.38,0.17,,1st Edition,LDK2-ENY24,Common,SPELL,,Normal Spell,,,
123507,Magical Dimension,Magical Dimension,https://tcgplayer-cdn.tcgplayer.com/product/123507_200w.jpg,2,1841,https://cpt.tcgcsv.com/9q_,2019-07-09T15:20:20.027,1,"If you control a Spellcaster-Type monster: Target 1 monster you control; Tribute that target, then Special Summon 1 Spellcaster-Type monster from your hand, then you can destroy 1 monster on the field.",0.1,0.25,1.49,0.12,,Unlimited,LDK2-ENY24,Common,SPELL,,Normal Spell,,,
123508,Magicians Unite,Magicians Unite,https://tcgplayer-cdn.tcgplayer.com/product/123508_200w.jpg,2,1841,https://cpt.tcgcsv.com/bq_,2019-07-09T15:20:38.417,1,"If you control 2 or more Attack Position Spellcaster-Type monsters: Target 1 of them; its ATK becomes 3000 until the end of this turn, but other Spellcaster-Type monsters you control cannot attack this turn.",0.04,0.2,1.49,0.16,,Unlimited,LDK2-ENY25,Common,SPELL,,Normal Spell,,,
123508,Magicians Unite,Magicians Unite,https://tcgplayer-cdn.tcgplayer.com/product/123508_200w.jpg,2,1841,https://cpt.tcgcsv.com/bq_,2019-07-09T15:20:38.417,1,"If you control 2 or more Attack Position Spellcaster-Type monsters: Target 1 of them; its ATK becomes 3000 until the end of this turn, but other Spellcaster-Type monsters you control cannot attack this turn.",0.05,0.2,1.36,0.11,,1st Edition,LDK2-ENY25,Common,SPELL,,Normal Spell,,,
