productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extDefense,extAttack,extLinkRating,extLinkArrows
242836,Magnet Induction,Magnet Induction,https://tcgplayer-cdn.tcgplayer.com/product/242836_200w.jpg,2,2808,https://cpt.tcgcsv.com/L8Z2,2024-07-26T19:34:49.553,1,"If you control a ""Magnet Warrior"" monster whose original Level is 4 or lower: Special Summon 1 Level 4 or lower ""Magnet Warrior"" monster from your Deck with a different name than the cards you control, also for the rest of this turn after this card resolves, ""Magnet Warrior"" and ""Magna Warrior"" monsters you control cannot be destroyed by battle or your opponent's card effects. You can only activate 1 ""Magnet Induction"" per turn.",,0.04,0.26,1.85,0.21,0.21,1st Edition,KICO-EN009,Super Rare,SPELL,,Normal Spell,,,,
242837,XYZ Hyper Cannon,XYZ Hyper Cannon,https://tcgplayer-cdn.tcgplayer.com/product/242837_200w.jpg,2,2808,https://cpt.tcgcsv.com/M8Z2,2021-07-09T04:03:09.863,1,"You must control ""XYZ-Dragon Cannon"", or a Fusion Monster that lists ""XYZ-Dragon Cannon"" as material, to activate this card's effect. This card's effect depends on whose turn it is.
<br>• Your turn: You can target 1 of your banished Union monsters; place it on the bottom of your Deck, and if you do, draw 1 card.
<br>• Your opponent's turn: You can discard any number of cards, then target the same number of cards your opponent controls; destroy those cards.
<br>You can only use this effect of ""XYZ Hyper Cannon"" once per turn.",,0.03,0.25,2.79,0.14,,1st Edition,KICO-EN010,Super Rare,TRAP,,Continuous Trap,,,,
242838,Golden-Eyes Idol,Golden Eyes Idol,https://tcgplayer-cdn.tcgplayer.com/product/242838_200w.jpg,2,2808,https://cpt.tcgcsv.com/N8Z2,2024-07-26T19:34:49.587,1,"Once per turn (Quick Effect): You can activate this effect; look at your opponent's hand, also this card's name becomes ""Thousand-Eyes Idol"" until the End Phase. If this card is banished, or sent to the GY by card effect: You can target 1 Effect Monster your opponent controls; equip that Effect Monster to 1 ""Eyes Restrict"" or ""Relinquished"" monster you control that cannot be Normal Summoned. While equipped by this effect, that monster gains ATK equal to the ATK of the equipped monster. You can only use this effect of ""Golden-Eyes Idol"" once per turn.",,0.05,0.25,2.0,0.21,0.2,1st Edition,KICO-EN011,Rare,DARK,Spellcaster,Effect Monster,0,0,,
242839,Zolga the Prophet,Zolga the Prophet,https://tcgplayer-cdn.tcgplayer.com/product/242839_200w.jpg,2,2808,https://cpt.tcgcsv.com/P8Z2,2024-07-26T19:34:49.617,1,"If you control an EARTH Fairy monster, except ""Zolga the Prophet"": You can Special Summon this card from your hand, then look at up to 5 cards from the top of each player's Deck. When a monster that was Normal Summoned by Tributing this card declares an attack: You can banish this card from your GY; destroy that monster, and if you do, inflict 2000 damage to your opponent. You can only use each effect of ""Zolga the Prophet"" once per turn.",,0.01,0.16,1.5,0.1,,1st Edition,KICO-EN012,Rare,EARTH,Fairy,Effect Monster,1200,1700,,
242840,Number F0: Utopic Draco Future,Number F0 Utopic Draco Future,https://tcgplayer-cdn.tcgplayer.com/product/242840_200w.jpg,2,2808,https://cpt.tcgcsv.com/Q8Z2,2024-11-30T07:32:50.83,1,"3 Xyz Monsters with the same Rank, except ""Number"" monsters
<br>(This card's original Rank is always treated as 1. This card is always treated as a ""Utopic Future"" card.)
<br>You can also Xyz Summon this card by using ""Number F0: Utopic Future"" you control as material. (Transfer its materials to this card.) Cannot be destroyed by battle or card effects. Once per turn, when your opponent activates a monster effect (Quick Effect): You can detach 1 material from this card; negate the activation, then, if that monster is on the field, gain control of it.",,2.75,8.01,250.0,2.89,,1st Edition,KICO-EN013,Ultra Rare,LIGHT,Warior,Xyz/Effect Monster,2000,3000,,
242841,Gilti-Gearfried the Magical Steel Knight,Gilti Gearfried the Magical Steel Knight,https://tcgplayer-cdn.tcgplayer.com/product/242841_200w.jpg,2,2808,https://cpt.tcgcsv.com/R8Z2,2021-07-09T04:03:09.863,1,"2 Warrior monsters with different Attributes
<br>Once per turn, when a card or effect is activated that targets this card (Quick Effect): You can negate that effect, and if you do, destroy 1 card on the field. If this card was Fusion Summoned using only monsters on the field as material, it can make a second attack during each Battle Phase. Once per turn, if this card battles an opponent's monster, during damage calculation (Quick Effect): You can banish 1 Spell from your GY; this card gains ATK equal to half its current DEF, until the end of this turn.",,0.3,0.99,37.59,0.54,0.52,1st Edition,KICO-EN014,Ultra Rare,LIGHT,Warrior,Fusion/Effect Monster,1600,2700,,
242842,Crystal Girl,Crystal Girl,https://tcgplayer-cdn.tcgplayer.com/product/242842_200w.jpg,2,2808,https://cpt.tcgcsv.com/S8Z2,2025-04-22T14:45:47.3,1,"If this card is Normal or Special Summoned: You can activate this effect; during the End Phase of this turn, add 1 Level 5 or higher WATER monster from your Deck to your hand. If you control a Level 5 or higher WATER monster and this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Crystal Girl"" once per turn.",,0.01,0.25,1.69,0.12,0.11,1st Edition,KICO-EN015,Super Rare,WATER,Spellcaster,Effect Monster,100,200,,
242843,Tindangle Dholes,Tindangle Dholes,https://tcgplayer-cdn.tcgplayer.com/product/242843_200w.jpg,2,2808,https://cpt.tcgcsv.com/T8Z2,2024-07-26T19:34:49.697,1,"FLIP: You can send 1 Spell/Trap from your Deck to the GY.
<br>If this card is sent from the hand or Deck to the GY: You can target 1 ""Tindangle"" monster in your GY, except ""Tindangle Dholes""; Special Summon it in face-down Defense Position. You can only use each of the preceding effects of ""Tindangle Dholes"" once per turn. A ""Tindangle"" Link Monster that used this card as material can make 3 attacks during each Battle Phase.",,0.01,0.25,2.79,0.16,0.13,1st Edition,KICO-EN016,Super Rare,DARK,Fiend,Flip/Effect Monster,1000,1000,,
242844,Rose Princess,Rose Princess,https://tcgplayer-cdn.tcgplayer.com/product/242844_200w.jpg,2,2808,https://cpt.tcgcsv.com/V8Z2,2024-07-26T19:34:49.757,1,"If only your opponent controls a monster, you can Special Summon this card (from your hand). If Summoned this way, treat this card as a Tuner. You can only Special Summon ""Rose Princess"" once per turn this way. You can discard this card; add 1 ""White Rose Cloister"" from your Deck to your hand.",,0.09,0.35,1.5,0.34,0.36,1st Edition,KICO-EN017,Super Rare,EARTH,Plant,Effect Monster,800,1200,,
242845,Morph King Stygi-Gel,Morph King Stygi Gel,https://tcgplayer-cdn.tcgplayer.com/product/242845_200w.jpg,2,2808,https://cpt.tcgcsv.com/W8Z2,2024-07-26T19:34:49.79,1,"If this card is Normal or Special Summoned: You can target 1 other face-up monster on the field; you cannot Special Summon monsters from the Extra Deck, except Synchro Monsters, for the rest of this turn, also change this card's Level to the Level of that target, and if you do, gain LP equal to that target's Level x 200. During your Main Phase: You can Special Summon 1 Fiend monster with a Level lower than this card from your hand. You can only use this effect of ""Morph King Stygi-Gel"" once per turn.",,0.05,0.35,10.0,0.25,0.22,1st Edition,KICO-EN018,Ultra Rare,DARK,Fiend,Tuner/Effect Monster,100,100,,
242846,White Rose Cloister,White Rose Cloister,https://tcgplayer-cdn.tcgplayer.com/product/242846_200w.jpg,2,2808,https://cpt.tcgcsv.com/X8Z2,2024-07-26T19:34:49.82,1,"If you control no monsters: You can Special Summon 1 ""Rose Dragon"" monster or 1 Plant monster from your hand. You can only use this effect of ""White Rose Cloister"" once per turn. During your Draw Phase, before you draw: You can declare 1 card type (Monster, Spell, or Trap); reveal the top card of your Deck, and if it is the declared card type, apply this effect for the rest of this turn (even if this card leaves the field).
<br>• Level 7 or higher Synchro Monsters you control gain 1000 ATK.",,0.05,0.36,2.0,0.32,,1st Edition,KICO-EN019,Super Rare,SPELL,,Field Spell,,,,
242847,Burning Soul,Burning Soul,https://tcgplayer-cdn.tcgplayer.com/product/242847_200w.jpg,2,2808,https://cpt.tcgcsv.com/Z8Z2,2024-07-26T19:34:49.867,1,"If you control a Level 8 or higher Synchro Monster: Add 1 card from your GY to your hand, except ""Burning Soul"", then, immediately after this effect resolves, Synchro Summon using monsters you control as material. For the rest of this turn after this card resolves, your opponent cannot target Synchro Monsters on the field with card effects. You can only activate 1 ""Burning Soul"" per turn.",,0.09,0.49,9.99,0.32,0.43,1st Edition,KICO-EN020,Ultra Rare,SPELL,,Quick-Play Spell,,,,
242848,Hyper Galaxy,Hyper Galaxy,https://tcgplayer-cdn.tcgplayer.com/product/242848_200w.jpg,2,2808,https://cpt.tcgcsv.com/-8Z2,2024-07-26T19:34:49.897,1,"Tribute 1 monster with 2000 or more ATK, except ""Galaxy-Eyes Photon Dragon"", then target 1 monster your opponent controls with 2000 or more ATK; Tribute it, and if you do, Special Summon 1 ""Galaxy-Eyes Photon Dragon"" from your hand, Deck, or GY. You can only activate 1 ""Hyper Galaxy"" per turn.",,0.1,0.29,2.0,0.26,0.25,1st Edition,KICO-EN021,Super Rare,SPELL,,Quick-Play Spell,,,,
242849,Pendulum Transfer,Pendulum Transfer,https://tcgplayer-cdn.tcgplayer.com/product/242849_200w.jpg,2,2808,https://cpt.tcgcsv.com/_8Z2,2024-07-26T19:34:49.94,1,"Target up to 2 Pendulum Monsters you control; place those targets in your Pendulum Zones. You can only activate 1 ""Pendulum Transfer"" per turn.",,0.01,0.15,1.49,0.04,0.03,1st Edition,KICO-EN022,Rare,SPELL,,Normal Spell,,,,
242850,Pendulum Xyz,Pendulum Xyz,https://tcgplayer-cdn.tcgplayer.com/product/242850_200w.jpg,2,2808,https://cpt.tcgcsv.com/09Z2,2024-07-26T19:34:49.987,1,"Target 2 cards in your Pendulum Zones; Special Summon both targets, but negate their effects, then, immediately after this effect resolves, Xyz Summon 1 Xyz Monster using only those 2 monsters. When you do, you can treat the Level of 1 of the monsters the same as the other monster's. You can only activate 1 ""Pendulum Xyz"" per turn.",,0.01,0.15,2.0,0.07,0.05,1st Edition,KICO-EN023,Rare,SPELL,,Normal Spell,,,,
242851,Dowsing Fusion,Dowsing Fusion,https://tcgplayer-cdn.tcgplayer.com/product/242851_200w.jpg,2,2808,https://cpt.tcgcsv.com/29Z2,2024-07-26T19:34:50.033,1,"Fusion Summon 1 Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your GY. Only Pendulum Monsters can be used as Fusion Material for this card's effect. You can only activate 1 ""Dowsing Fusion"" per turn.",,0.01,0.15,1.49,0.07,0.03,1st Edition,KICO-EN024,Rare,SPELL,,Normal Spell,,,,
242852,Eternal Bond,Eternal Bond,https://tcgplayer-cdn.tcgplayer.com/product/242852_200w.jpg,2,2808,https://cpt.tcgcsv.com/39Z2,2024-07-26T19:34:50.08,1,"Target any number of ""Photon"" monsters in your GY; Special Summon them, but their effects are negated. During your Main Phase: You can banish this card from your GY, then target 1 ""Photon"" monster your opponent controls; take control of it, and if you do, its ATK for the rest of this turn becomes the combined original ATK of all ""Photon"" monsters you currently control, also you cannot declare attacks this turn, except with that monster. You can only use each effect of ""Eternal Bond"" once per turn.",,0.01,0.15,2.5,0.05,0.03,1st Edition,KICO-EN025,Rare,TRAP,,Normal Trap,,,,
242853,Queen's Knight,Queens Knight,https://tcgplayer-cdn.tcgplayer.com/product/242853_200w.jpg,2,2808,https://cpt.tcgcsv.com/59Z2,2021-07-09T04:03:09.863,1,"<em>This knight catches her opponents off guard, dominating them with swift yet graceful attacks.</em>",,0.01,0.2,1.53,0.16,,1st Edition,KICO-EN026,Rare,LIGHT,Warrior,Normal Monster,1600,1500,,
242854,King's Knight,Kings Knight,https://tcgplayer-cdn.tcgplayer.com/product/242854_200w.jpg,2,2808,https://cpt.tcgcsv.com/69Z2,2024-07-26T19:34:50.137,1,"When this card is Normal Summoned while you control ""Queen's Knight"": You can Special Summon 1 ""Jack's Knight"" from your Deck.",,0.01,0.22,1.49,0.15,0.15,1st Edition,KICO-EN027,Rare,LIGHT,Warrior,Effect Monster,1400,1600,,
242855,Jack's Knight,Jacks Knight,https://tcgplayer-cdn.tcgplayer.com/product/242855_200w.jpg,2,2808,https://cpt.tcgcsv.com/79Z2,2024-07-26T19:34:50.183,1,"<em>A strong master swordsman. His loyalty is to justice, his duty to protect the weak.</em>",,0.01,0.23,1.66,0.22,0.17,1st Edition,KICO-EN028,Rare,LIGHT,Warrior,Normal Monster,1000,1900,,
242856,Arcana Knight Joker,Arcana Knight Joker,https://tcgplayer-cdn.tcgplayer.com/product/242856_200w.jpg,2,2808,https://cpt.tcgcsv.com/89Z2,2024-07-26T19:34:50.23,1,"""Queen's Knight"" + ""Jack's Knight"" + ""King's Knight""
<br>A Fusion Summon of this card can only be done with the above materials. Once per turn, when a Spell/Trap Card, or monster effect, is activated that targets this face-up card on the field (Quick Effect): You can discard the same type of card (Monster, Spell, or Trap); negate the effect.",,0.02,0.2,1.49,0.15,0.14,1st Edition,KICO-EN029,Rare,LIGHT,Warrior,Fusion/Effect Monster,2500,3800,,
242857,Arcana Extra Joker,Arcana Extra Joker,https://tcgplayer-cdn.tcgplayer.com/product/242857_200w.jpg,2,2808,https://cpt.tcgcsv.com/99Z2,2024-07-26T19:34:50.307,1,"3 Warrior monsters with different names
<br>Once per turn, when a Spell/Trap Card, or monster effect, is activated that targets this face-up card on the field or a monster this card points to (Quick Effect): You can discard the same type of card (Monster, Spell, or Trap); negate the activation. When this Link Summoned card is destroyed by battle and sent to the GY: You can Special Summon 1 Level 4 Warrior Normal Monster from your Deck, and if you do, add 1 Level 4 Warrior monster from your Deck to your hand.",,0.02,0.19,1.49,0.09,0.05,1st Edition,KICO-EN030,Rare,LIGHT,Warrior,Link/Effect Monster,,2800,3,Bottom-Right;Bottom-Left;Top
242858,Gravekeeper's Spy,Gravekeepers Spy,https://tcgplayer-cdn.tcgplayer.com/product/242858_200w.jpg,2,2808,https://cpt.tcgcsv.com/b9Z2,2024-07-26T19:34:50.377,1,"FLIP: Special Summon 1 ""Gravekeeper's"" monster with 1500 or less ATK from your Deck.",,0.09,0.4,1.66,0.41,0.49,1st Edition,KICO-EN031,Rare,DARK,Spellcaster,Effect Monster,2000,1200,,
242859,Majestic Dragon,Majestic Dragon,https://tcgplayer-cdn.tcgplayer.com/product/242859_200w.jpg,2,2808,https://cpt.tcgcsv.com/c9Z2,2024-07-26T19:34:50.447,1,"Cannot be used as a Synchro Material, except for the Synchro Summon of a ""Majestic"" monster.",,0.01,0.16,1.49,0.12,0.1,1st Edition,KICO-EN032,Rare,LIGHT,Dragon,Tuner/Effect Monster,0,0,,
242860,Stardust Xiaolong,Stardust Xiaolong,https://tcgplayer-cdn.tcgplayer.com/product/242860_200w.jpg,2,2808,https://cpt.tcgcsv.com/d9Z2,2024-07-26T19:34:50.527,1,"When you Synchro Summon ""Stardust Dragon"", you can Special Summon this card from your GY in face-up Attack Position. Once per turn, if this card would be destroyed by battle, it is not destroyed.",,0.01,0.15,2.0,0.09,0.05,1st Edition,KICO-EN033,Rare,LIGHT,Dragon,Effect Monster,100,100,,
242861,Rescue Rabbit,Rescue Rabbit,https://tcgplayer-cdn.tcgplayer.com/product/242861_200w.jpg,2,2808,https://cpt.tcgcsv.com/f9Z2,2024-07-26T19:34:50.59,1,"Cannot be Special Summoned from the Deck. You can banish this face-up card you control; Special Summon 2 Level 4 or lower Normal Monsters with the same name from your Deck, but destroy them during the End Phase. You can only use this effect of ""Rescue Rabbit"" once per turn.",,0.03,0.25,2.5,0.13,0.12,1st Edition,KICO-EN034,Rare,EARTH,Beast,Effect Monster,100,300,,
242862,ZW - Tornado Bringer,ZW Tornado Bringer,https://tcgplayer-cdn.tcgplayer.com/product/242862_200w.jpg,2,2808,https://cpt.tcgcsv.com/g9Z2,2024-07-26T19:34:50.653,1,"You can target 1 ""Utopia"" monster you control; equip this monster from your hand or your side of the field to that target. It gains 1300 ATK. While this card is equipped to a monster, your opponent cannot target that monster with card effects. If a monster equipped with this card would be destroyed by battle, destroy this card instead. You can only control 1 face-up ""ZW - Tornado Bringer"".",,0.01,0.17,2.5,0.1,0.05,1st Edition,KICO-EN035,Rare,WIND,Dragon,Effect Monster,1800,1300,,
242863,ZW - Ultimate Shield,ZW Ultimate Shield,https://tcgplayer-cdn.tcgplayer.com/product/242863_200w.jpg,2,2808,https://cpt.tcgcsv.com/h9Z2,2024-07-26T19:34:50.693,1,"When this card is Normal or Special Summoned: You can target 1 of your banished Xyz Monsters; Special Summon that target in face-up Defense Position. You can target 1 ""Utopia"" monster you control; equip this monster on the field to that target. It gains 2000 DEF. You can only control 1 face-up ""ZW - Ultimate Shield"".",,0.01,0.15,2.5,0.08,0.02,1st Edition,KICO-EN036,Rare,EARTH,Aqua,Effect Monster,2000,0,,
242864,ZW - Eagle Claw,ZW Eagle Claw,https://tcgplayer-cdn.tcgplayer.com/product/242864_200w.jpg,2,2808,https://cpt.tcgcsv.com/j9Z2,2024-07-26T19:34:50.753,1,"If your opponent's Life Points are at least 2000 higher than yours, you can Special Summon this card (from your hand). You can target 1 ""Utopia"" monster you control; equip this monster on the field to that target. It gains 2000 ATK. Once per turn, while this card is equipped to a monster, when a Trap Card or Trap effect that was activated on your opponent's side of the field resolves, negate the effects of that card. You can only control 1 ""ZW - Eagle Claw"".",,0.01,0.15,2.0,0.12,0.03,1st Edition,KICO-EN037,Rare,WIND,Winged Beast,Effect Monster,1200,2000,,
242865,Scrap Twin Dragon,Scrap Twin Dragon,https://tcgplayer-cdn.tcgplayer.com/product/242865_200w.jpg,2,2808,https://cpt.tcgcsv.com/k9Z2,2024-07-26T19:34:50.817,1,"1 ""Scrap"" Tuner + 1 or more non-Tuner monsters
<br>Once per turn, you can select 1 card you control and 2 cards your opponent controls. Destroy the one you control and return the two your opponent controls to the hand. When this card is destroyed by your opponent's card (either by battle or by card effect) and sent to the GY, select 1 non-Synchro ""Scrap"" monster in your GY, and Special Summon it.",,0.01,0.25,3.01,0.12,0.11,1st Edition,KICO-EN038,Super Rare,EARTH,Dragon,Synchro/Effect Monster,2200,3000,,
242866,Cloudcastle,Cloudcastle,https://tcgplayer-cdn.tcgplayer.com/product/242866_200w.jpg,2,2808,https://cpt.tcgcsv.com/l9Z2,2024-07-26T19:34:50.877,1,"1 Tuner + 1+ non-Tuner monsters
<br>When this card is Synchro Summoned: You can target 1 Level 9 monster in your GY; Special Summon that target. Level 8 or lower monsters cannot attack the turn they are Normal or Special Summoned.",,0.01,0.19,1.49,0.08,0.05,1st Edition,KICO-EN039,Rare,WIND,Machine,Synchro/Effect Monster,3000,0,,
242867,"Baxia, Brightness of the Yang Zing",Baxia Brightness of the Yang Zing,https://tcgplayer-cdn.tcgplayer.com/product/242867_200w.jpg,2,2808,https://cpt.tcgcsv.com/m9Z2,2024-07-26T19:34:50.95,1,"1 Tuner + 1 or more non-Tuner Wyrm-Type monsters
<br>When this card is Synchro Summoned: You can target cards on the field, up to the number of different original Attributes of the Wyrm-Type monsters used for the Synchro Summon of this card; shuffle them into the Deck. Once per turn: You can target 1 card you control and 1 Level 4 or lower monster in your GY; destroy that card on the field, and if you do, Special Summon that other monster from the GY.",,0.04,0.25,1.99,0.14,0.13,1st Edition,KICO-EN040,Rare,LIGHT,Wyrm,Synchro/Effect Monster,2600,2300,,
242868,"Chaofeng, Phantom of the Yang Zing",Chaofeng Phantom of the Yang Zing,https://tcgplayer-cdn.tcgplayer.com/product/242868_200w.jpg,2,2808,https://cpt.tcgcsv.com/n9Z2,2024-07-26T19:34:51.027,1,"1 Tuner + 1 or more non-Tuner monsters
<br>While this Synchro Summoned card is on the field, your opponent cannot activate effects of monsters with the same original Attribute(s) as the ""Yang Zing"" monster(s) used for the Synchro Summon of this card. When this Synchro Summoned card is destroyed by battle or card effect and sent to the GY: You can add 1 Tuner monster from your Deck to your hand. Once per turn, when a monster(s) your opponent controls is destroyed by battle or card effect: You can Special Summon 1 Wyrm-Type monster from your Deck, in Defense Position, whose original Attribute matches the original Attribute that 1 of those destroyed monsters had on the field.",,0.05,0.38,3.01,0.34,0.4,1st Edition,KICO-EN041,Super Rare,LIGHT,Wyrm,Synchro/Effect Monster,2200,2800,,
242869,Number 39: Utopia,Number 39 Utopia,https://tcgplayer-cdn.tcgplayer.com/product/242869_200w.jpg,2,2808,https://cpt.tcgcsv.com/p9Z2,2024-07-26T19:34:51.06,1,"2 Level 4 monsters
<br>When a monster declares an attack: You can detach 1 material from this card; negate the attack. If this card is targeted for an attack, while it has no material: Destroy this card.",,0.04,0.25,1.49,0.18,0.21,1st Edition,KICO-EN042,Rare,LIGHT,Warior,Xyz/Effect Monster,2000,2500,,
242870,Evolzar Dolkka,Evolzar Dolkka,https://tcgplayer-cdn.tcgplayer.com/product/242870_200w.jpg,2,2808,https://cpt.tcgcsv.com/q9Z2,2022-09-14T16:39:43.243,1,"2 Level 4 Dinosaur-Type monsters
<br>During either player's turn, when a monster effect activates: You can detach 1 Xyz Material from this card; negate the activation, and if you do, destroy that monster.",,0.24,0.86,20.0,0.52,0.55,1st Edition,KICO-EN043,Ultra Rare,FIRE,Dragon,Xyz/Effect Monster,1700,2300,,
242871,Wind-Up Arsenal Zenmaioh,Wind Up Arsenal Zenmaioh,https://tcgplayer-cdn.tcgplayer.com/product/242871_200w.jpg,2,2808,https://cpt.tcgcsv.com/r9Z2,2024-07-26T19:34:51.107,1,"2 Level 5 monsters
<br>Once per turn: You can detach 1 Xyz Material from this card to target 2 Set cards on the field; destroy them.",,0.01,0.19,1.5,0.08,0.05,1st Edition,KICO-EN044,Rare,WIND,Machine,Xyz/Effect Monster,1900,2600,,
