productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extNumber,extRarity,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttribute,extMonsterType,extCardType,extAttack,extDefense
111651,Edea the Heavenly Squire,Edea the Heavenly Squire,https://tcgplayer-cdn.tcgplayer.com/product/111651_200w.jpg,2,1704,https://cpt.tcgcsv.com/2HV,2017-07-20T15:29:27.47,1,"If this card is Normal or Special Summoned: You can Special Summon 1 monster with 800 ATK and 1000 DEF from your Deck in Defense Position, except ""Edea the Heavenly Squire"", also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. If this card is sent to the Graveyard: You can target 1 of your banished ""Monarch"" Spell/Trap Cards; add it to your hand. You can only use each effect of ""Edea the Heavenly Squire"" once per turn.",SR01-EN003,Super Rare,0.19,0.48,1.99,0.22,,Unlimited,LIGHT,Warrior,Effect Monster,800,1000
111652,Caius the Shadow Monarch,Caius the Shadow Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111652_200w.jpg,2,1704,https://cpt.tcgcsv.com/3HV,2023-07-31T18:09:46.327,1,"When this card is Tribute Summoned: Target 1 card on the field; banish that target, and if you do, inflict 1000 damage to your opponent if it is a DARK monster.",SR01-EN004,Common,3.94,5.0,22.46,4.75,,1st Edition,DARK,Fiend,Effect Monster,2400,1000
111652,Caius the Shadow Monarch,Caius the Shadow Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111652_200w.jpg,2,1704,https://cpt.tcgcsv.com/3HV,2023-07-31T18:09:46.327,1,"When this card is Tribute Summoned: Target 1 card on the field; banish that target, and if you do, inflict 1000 damage to your opponent if it is a DARK monster.",SR01-EN004,Common,3.54,5.17,6.0,4.16,,Unlimited,DARK,Fiend,Effect Monster,2400,1000
111653,Zaborg the Thunder Monarch,Zaborg the Thunder Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111653_200w.jpg,2,1704,https://cpt.tcgcsv.com/5HV,2024-09-02T16:57:26.747,1,When this card is Tribute Summoned: Target 1 monster on the field; destroy that target.,SR01-EN005,Common,0.5,0.69,4.99,0.67,,1st Edition,LIGHT,Thunder,Effect Monster,2400,1000
111653,Zaborg the Thunder Monarch,Zaborg the Thunder Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111653_200w.jpg,2,1704,https://cpt.tcgcsv.com/5HV,2024-09-02T16:57:26.747,1,When this card is Tribute Summoned: Target 1 monster on the field; destroy that target.,SR01-EN005,Common,0.4,0.6,1.72,0.57,,Unlimited,LIGHT,Thunder,Effect Monster,2400,1000
111654,Granmarg the Rock Monarch,Granmarg the Rock Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111654_200w.jpg,2,1704,https://cpt.tcgcsv.com/6HV,2017-07-20T15:30:48.203,1,When this card is Tribute Summoned: Target 1 Set card on the field; destroy that target.,SR01-EN006,Common,0.2,0.32,1.49,0.34,,Unlimited,EARTH,Rock,Effect Monster,2400,1000
111654,Granmarg the Rock Monarch,Granmarg the Rock Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111654_200w.jpg,2,1704,https://cpt.tcgcsv.com/6HV,2017-07-20T15:30:48.203,1,When this card is Tribute Summoned: Target 1 Set card on the field; destroy that target.,SR01-EN006,Common,0.15,0.35,1.49,0.35,,1st Edition,EARTH,Rock,Effect Monster,2400,1000
111655,Mobius the Frost Monarch,Mobius the Frost Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111655_200w.jpg,2,1704,https://cpt.tcgcsv.com/7HV,2017-07-20T15:31:40.853,1,When this card is Tribute Summoned: You can target up to 2 Spell/Trap Cards on the field; destroy those targets.,SR01-EN007,Common,0.19,0.74,4.99,1.22,0.97,1st Edition,WATER,Aqua,Effect Monster,2400,1000
111655,Mobius the Frost Monarch,Mobius the Frost Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111655_200w.jpg,2,1704,https://cpt.tcgcsv.com/7HV,2017-07-20T15:31:40.853,1,When this card is Tribute Summoned: You can target up to 2 Spell/Trap Cards on the field; destroy those targets.,SR01-EN007,Common,0.2,0.74,2.2,0.42,,Unlimited,WATER,Aqua,Effect Monster,2400,1000
111656,Thestalos the Firestorm Monarch,Thestalos the Firestorm Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111656_200w.jpg,2,1704,https://cpt.tcgcsv.com/8HV,2017-07-20T15:33:00.597,1,"When this card is Tribute Summoned, discard 1 random card from your opponent's hand. If it was a Monster Card, inflict damage to your opponent equal to its Level x 100.",SR01-EN008,Common,0.44,0.73,2.55,0.61,,Unlimited,FIRE,Pyro,Effect Monster,2400,1000
111656,Thestalos the Firestorm Monarch,Thestalos the Firestorm Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111656_200w.jpg,2,1704,https://cpt.tcgcsv.com/8HV,2017-07-20T15:33:00.597,1,"When this card is Tribute Summoned, discard 1 random card from your opponent's hand. If it was a Monster Card, inflict damage to your opponent equal to its Level x 100.",SR01-EN008,Common,0.47,0.75,4.99,0.75,,1st Edition,FIRE,Pyro,Effect Monster,2400,1000
111657,Raiza the Storm Monarch,Raiza the Storm Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111657_200w.jpg,2,1704,https://cpt.tcgcsv.com/9HV,2017-07-20T15:31:56.007,1,When this card is Tribute Summoned: Target 1 card on the field; place that target on the top of the Deck.,SR01-EN009,Common,0.98,1.29,1.97,1.3,,Unlimited,WIND,Winged Beast,Effect Monster,2400,1000
111657,Raiza the Storm Monarch,Raiza the Storm Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111657_200w.jpg,2,1704,https://cpt.tcgcsv.com/9HV,2017-07-20T15:31:56.007,1,When this card is Tribute Summoned: Target 1 card on the field; place that target on the top of the Deck.,SR01-EN009,Common,1.0,1.76,4.99,1.76,,1st Edition,WIND,Winged Beast,Effect Monster,2400,1000
111658,Mithra the Thunder Vassal,Mithra the Thunder Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111658_200w.jpg,2,1704,https://cpt.tcgcsv.com/bHV,2017-07-20T15:31:24.033,1,"If this card is in your hand: You can activate this effect; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, also Special Summon this card, and if you do, Special Summon 1 ""Vassal Token"" (Thunder-Type/LIGHT/Level 1 /ATK 800/DEF 1000) to your opponent's side of the field in Defense Position. If this card is Tributed for a Tribute Summon: You can activate this effect; you can Tribute Summon 1 monster during your Main Phase this turn, in addition to your Normal Summon/Set this turn. (You can only gain this effect once per turn.) You can only use each effect of ""Mithra the Thunder Vassal"" once per turn.",SR01-EN011,Common,0.29,0.69,2.96,0.51,,Unlimited,LIGHT,Thunder,Effect Monster,800,1000
111658,Mithra the Thunder Vassal,Mithra the Thunder Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111658_200w.jpg,2,1704,https://cpt.tcgcsv.com/bHV,2017-07-20T15:31:24.033,1,"If this card is in your hand: You can activate this effect; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, also Special Summon this card, and if you do, Special Summon 1 ""Vassal Token"" (Thunder-Type/LIGHT/Level 1 /ATK 800/DEF 1000) to your opponent's side of the field in Defense Position. If this card is Tributed for a Tribute Summon: You can activate this effect; you can Tribute Summon 1 monster during your Main Phase this turn, in addition to your Normal Summon/Set this turn. (You can only gain this effect once per turn.) You can only use each effect of ""Mithra the Thunder Vassal"" once per turn.",SR01-EN011,Common,0.39,0.63,5.0,0.63,,1st Edition,LIGHT,Thunder,Effect Monster,800,1000
111659,Landrobe the Rock Vassal,Landrobe the Rock Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111659_200w.jpg,2,1704,https://cpt.tcgcsv.com/cHV,2017-07-20T15:30:55.9,1,"If this card is in your hand: You can target 1 face-up monster your opponent controls; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, also Special Summon this card, and if you do, change that monster to face-down Defense Position. If this card is Tributed for a Tribute Summon: You can target 1 monster with 800 ATK and 1000 DEF in your Graveyard, except ""Landrobe the Rock Vassal""; add it to your hand. You can only use each effect of ""Landrobe the Rock Vassal"" once per turn.",SR01-EN012,Common,0.14,0.25,1.49,0.24,,Unlimited,EARTH,Rock,Effect Monster,800,1000
111659,Landrobe the Rock Vassal,Landrobe the Rock Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111659_200w.jpg,2,1704,https://cpt.tcgcsv.com/cHV,2017-07-20T15:30:55.9,1,"If this card is in your hand: You can target 1 face-up monster your opponent controls; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, also Special Summon this card, and if you do, change that monster to face-down Defense Position. If this card is Tributed for a Tribute Summon: You can target 1 monster with 800 ATK and 1000 DEF in your Graveyard, except ""Landrobe the Rock Vassal""; add it to your hand. You can only use each effect of ""Landrobe the Rock Vassal"" once per turn.",SR01-EN012,Common,0.2,0.37,1.5,0.37,,1st Edition,EARTH,Rock,Effect Monster,800,1000
111660,Escher the Frost Vassal,Escher the Frost Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111660_200w.jpg,2,1704,https://cpt.tcgcsv.com/dHV,2017-07-20T15:30:23.45,1,"If your opponent controls 2 or more cards in their Spell & Trap Zone, you can Special Summon this card (from your hand).",SR01-EN013,Common,0.1,0.25,1.49,0.21,,1st Edition,WATER,Aqua,Effect Monster,800,1000
111660,Escher the Frost Vassal,Escher the Frost Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111660_200w.jpg,2,1704,https://cpt.tcgcsv.com/dHV,2017-07-20T15:30:23.45,1,"If your opponent controls 2 or more cards in their Spell & Trap Zone, you can Special Summon this card (from your hand).",SR01-EN013,Common,0.08,0.23,1.4,0.19,,Unlimited,WATER,Aqua,Effect Monster,800,1000
111661,Berlineth the Firestorm Vassal,Berlineth the Firestorm Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111661_200w.jpg,2,1704,https://cpt.tcgcsv.com/fHV,2017-07-20T15:28:33.267,1,"You can discard 1 card; Special Summon this card from your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. If this card is Tributed for a Tribute Summon: You can look at your opponent's hand and banish 1 card from their hand until the End Phase. You can only use each effect of ""Berlineth the Firestorm Vassal"" once per turn.",SR01-EN014,Common,0.2,0.25,1.49,0.27,,1st Edition,FIRE,Pyro,Effect Monster,800,1000
111661,Berlineth the Firestorm Vassal,Berlineth the Firestorm Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111661_200w.jpg,2,1704,https://cpt.tcgcsv.com/fHV,2017-07-20T15:28:33.267,1,"You can discard 1 card; Special Summon this card from your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. If this card is Tributed for a Tribute Summon: You can look at your opponent's hand and banish 1 card from their hand until the End Phase. You can only use each effect of ""Berlineth the Firestorm Vassal"" once per turn.",SR01-EN014,Common,0.16,0.25,1.49,0.18,,Unlimited,FIRE,Pyro,Effect Monster,800,1000
111662,Garum the Storm Vassal,Garum the Storm Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111662_200w.jpg,2,1704,https://cpt.tcgcsv.com/gHV,2017-07-20T15:30:26.84,1,"You can return 1 Tribute Summoned monster you control to the hand; Special Summon this card from your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. If this card is Tributed for a Tribute Summon: You can add 1 monster with 800 ATK and 1000 DEF from your Deck to your hand, except ""Garum the Storm Vassal"". You can only use each effect of ""Garum the Storm Vassal"" once per turn.",SR01-EN015,Common,0.1,0.21,1.0,0.23,,Unlimited,WIND,Winged Beast,Effect Monster,800,1000
111662,Garum the Storm Vassal,Garum the Storm Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111662_200w.jpg,2,1704,https://cpt.tcgcsv.com/gHV,2017-07-20T15:30:26.84,1,"You can return 1 Tribute Summoned monster you control to the hand; Special Summon this card from your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. If this card is Tributed for a Tribute Summon: You can add 1 monster with 800 ATK and 1000 DEF from your Deck to your hand, except ""Garum the Storm Vassal"". You can only use each effect of ""Garum the Storm Vassal"" once per turn.",SR01-EN015,Common,0.15,0.26,1.49,0.28,,1st Edition,WIND,Winged Beast,Effect Monster,800,1000
111663,Illusory Snatcher,Illusory Snatcher,https://tcgplayer-cdn.tcgplayer.com/product/111663_200w.jpg,2,1704,https://cpt.tcgcsv.com/hHV,2017-07-20T15:30:51.66,1,"When you Tribute Summon a monster: You can Special Summon this card from your hand, and if you do, the Type, Attribute, and Level of this card become the same as that face-up Tribute Summoned monster.",SR01-EN016,Common,0.05,0.15,1.38,0.13,,Unlimited,DARK,Fiend,Effect Monster,2400,1000
111663,Illusory Snatcher,Illusory Snatcher,https://tcgplayer-cdn.tcgplayer.com/product/111663_200w.jpg,2,1704,https://cpt.tcgcsv.com/hHV,2017-07-20T15:30:51.66,1,"When you Tribute Summon a monster: You can Special Summon this card from your hand, and if you do, the Type, Attribute, and Level of this card become the same as that face-up Tribute Summoned monster.",SR01-EN016,Common,0.01,0.23,1.18,0.09,,1st Edition,DARK,Fiend,Effect Monster,2400,1000
111664,Tragoedia,Tragoedia,https://tcgplayer-cdn.tcgplayer.com/product/111664_200w.jpg,2,1704,https://cpt.tcgcsv.com/jHV,2024-05-14T15:39:19.923,1,"When you take Battle Damage: You can Special Summon this card from your hand. This card gains 600 ATK and DEF for each card in your hand. Once per turn: You can send 1 monster from your hand to the Graveyard to target 1 face-up monster your opponent controls with the same Level as the sent monster; take control of that target. Once per turn: You can target 1 monster in your Graveyard; this card's Level becomes the same as that target's, until the End Phase.",SR01-EN017,Common,0.25,0.55,5.39,0.53,,Unlimited,DARK,Fiend,Effect Monster,0,0
111664,Tragoedia,Tragoedia,https://tcgplayer-cdn.tcgplayer.com/product/111664_200w.jpg,2,1704,https://cpt.tcgcsv.com/jHV,2024-05-14T15:39:19.923,1,"When you take Battle Damage: You can Special Summon this card from your hand. This card gains 600 ATK and DEF for each card in your hand. Once per turn: You can send 1 monster from your hand to the Graveyard to target 1 face-up monster your opponent controls with the same Level as the sent monster; take control of that target. Once per turn: You can target 1 monster in your Graveyard; this card's Level becomes the same as that target's, until the End Phase.",SR01-EN017,Common,0.3,0.49,3.99,0.41,,1st Edition,DARK,Fiend,Effect Monster,0,0
111665,Dandylion,Dandylion,https://tcgplayer-cdn.tcgplayer.com/product/111665_200w.jpg,2,1704,https://cpt.tcgcsv.com/kHV,2017-07-20T15:29:06.65,1,"If this card is sent to the Graveyard: Special Summon 2 ""Fluff Tokens"" (Plant-Type/WIND/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon during the turn they are Special Summoned.",SR01-EN018,Common,0.75,0.93,1.45,0.85,,Unlimited,EARTH,Plant,Effect Monster,300,300
111665,Dandylion,Dandylion,https://tcgplayer-cdn.tcgplayer.com/product/111665_200w.jpg,2,1704,https://cpt.tcgcsv.com/kHV,2017-07-20T15:29:06.65,1,"If this card is sent to the Graveyard: Special Summon 2 ""Fluff Tokens"" (Plant-Type/WIND/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon during the turn they are Special Summoned.",SR01-EN018,Common,0.5,0.75,2.99,0.68,,1st Edition,EARTH,Plant,Effect Monster,300,300
111666,Mathematician,Mathematician,https://tcgplayer-cdn.tcgplayer.com/product/111666_200w.jpg,2,1704,https://cpt.tcgcsv.com/lHV,2017-07-20T15:31:21.42,1,When this card is Normal Summoned: You can send 1 Level 4 or lower monster from your Deck to the Graveyard. When this card is destroyed by battle and sent to the Graveyard: You can draw 1 card.,SR01-EN019,Common,0.14,0.31,1.65,0.19,,1st Edition,EARTH,Spellcaster,Effect Monster,1500,500
111666,Mathematician,Mathematician,https://tcgplayer-cdn.tcgplayer.com/product/111666_200w.jpg,2,1704,https://cpt.tcgcsv.com/lHV,2017-07-20T15:31:21.42,1,When this card is Normal Summoned: You can send 1 Level 4 or lower monster from your Deck to the Graveyard. When this card is destroyed by battle and sent to the Graveyard: You can draw 1 card.,SR01-EN019,Common,0.15,0.32,1.78,0.16,,Unlimited,EARTH,Spellcaster,Effect Monster,1500,500
111667,Level Eater,Level Eater,https://tcgplayer-cdn.tcgplayer.com/product/111667_200w.jpg,2,1704,https://cpt.tcgcsv.com/mHV,2017-07-20T15:30:58.823,1,"If this card is in your Graveyard: You can target 1 Level 5 or higher monster you control; reduce its Level by 1, and if you do, Special Summon this card. This face-up card on the field cannot be Tributed, except for a Tribute Summon.",SR01-EN020,Common,0.14,0.26,3.99,0.19,,1st Edition,DARK,Insect,Effect Monster,600,0
111667,Level Eater,Level Eater,https://tcgplayer-cdn.tcgplayer.com/product/111667_200w.jpg,2,1704,https://cpt.tcgcsv.com/mHV,2017-07-20T15:30:58.823,1,"If this card is in your Graveyard: You can target 1 Level 5 or higher monster you control; reduce its Level by 1, and if you do, Special Summon this card. This face-up card on the field cannot be Tributed, except for a Tribute Summon.",SR01-EN020,Common,0.14,0.25,3.98,0.2,,Unlimited,DARK,Insect,Effect Monster,600,0
111668,Battle Fader,Battle Fader,https://tcgplayer-cdn.tcgplayer.com/product/111668_200w.jpg,2,1704,https://cpt.tcgcsv.com/nHV,2017-07-20T15:28:18.83,1,"When an opponent's monster declares a direct attack: You can Special Summon this card from your hand, then end the Battle Phase. If Summoned this way, banish it when it leaves the field.",SR01-EN021,Common,0.25,0.5,2.87,0.46,,1st Edition,DARK,Fiend,Effect Monster,0,0
111668,Battle Fader,Battle Fader,https://tcgplayer-cdn.tcgplayer.com/product/111668_200w.jpg,2,1704,https://cpt.tcgcsv.com/nHV,2017-07-20T15:28:18.83,1,"When an opponent's monster declares a direct attack: You can Special Summon this card from your hand, then end the Battle Phase. If Summoned this way, banish it when it leaves the field.",SR01-EN021,Common,0.24,0.74,1.71,0.44,,Unlimited,DARK,Fiend,Effect Monster,0,0
111669,Rainbow Kuriboh,Rainbow Kuriboh,https://tcgplayer-cdn.tcgplayer.com/product/111669_200w.jpg,2,1704,https://cpt.tcgcsv.com/pHV,2017-07-20T15:31:50.87,1,"You can only activate each effect of ""Rainbow Kuriboh"" once per turn.
<br><b>-</b> When an opponent's monster declares an attack: You can target that monster; equip this card from your hand to that target. It cannot attack.
<br><b>-</b> When an opponent's monster declares a direct attack: You can Special Summon this card from your Graveyard. If Summoned this way, banish this card when it leaves the field.",SR01-EN022,Common,0.53,0.84,4.99,0.69,,1st Edition,LIGHT,Fiend,Effect Monster,100,100
111669,Rainbow Kuriboh,Rainbow Kuriboh,https://tcgplayer-cdn.tcgplayer.com/product/111669_200w.jpg,2,1704,https://cpt.tcgcsv.com/pHV,2017-07-20T15:31:50.87,1,"You can only activate each effect of ""Rainbow Kuriboh"" once per turn.
<br><b>-</b> When an opponent's monster declares an attack: You can target that monster; equip this card from your hand to that target. It cannot attack.
<br><b>-</b> When an opponent's monster declares a direct attack: You can Special Summon this card from your Graveyard. If Summoned this way, banish this card when it leaves the field.",SR01-EN022,Common,0.48,0.74,1.76,0.63,,Unlimited,LIGHT,Fiend,Effect Monster,100,100
111670,Pantheism of the Monarchs,Pantheism of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111670_200w.jpg,2,1704,https://cpt.tcgcsv.com/qHV,2024-05-12T10:32:54.957,1,"Send 1 ""Monarch"" Spell/Trap Card from your hand to the Graveyard; draw 2 cards. You can banish this card from your Graveyard; reveal 3 ""Monarch"" Spell/Trap Cards from your Deck, your opponent chooses 1 for you to add to your hand, and you shuffle the rest back into your Deck. You can only use this effect of ""Pantheism of the Monarchs"" once per turn.",SR01-EN023,Super Rare,0.97,3.55,30.24,1.17,,Unlimited,SPELL,,Normal Spell,,
111670,Pantheism of the Monarchs,Pantheism of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111670_200w.jpg,2,1704,https://cpt.tcgcsv.com/qHV,2024-05-12T10:32:54.957,1,"Send 1 ""Monarch"" Spell/Trap Card from your hand to the Graveyard; draw 2 cards. You can banish this card from your Graveyard; reveal 3 ""Monarch"" Spell/Trap Cards from your Deck, your opponent chooses 1 for you to add to your hand, and you shuffle the rest back into your Deck. You can only use this effect of ""Pantheism of the Monarchs"" once per turn.",SR01-EN023,Super Rare,1.69,4.13,26.75,2.19,19.33,1st Edition,SPELL,,Normal Spell,,
111671,Domain of the True Monarchs,Domain of the True Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111671_200w.jpg,2,1704,https://cpt.tcgcsv.com/rHV,2017-07-20T15:29:24.267,1,"While you have no cards in your Extra Deck and you are the only player that controls a Tribute Summoned monster, your opponent cannot Special Summon monsters from the Extra Deck. If a Tribute Summoned monster you control attacks an opponent's monster, it gains 800 ATK during damage calculation only. Once per turn: You can reduce the Level of 1 monster with 2800 ATK and 1000 DEF in your hand by 2 until the end of this turn (even after they are Summoned/Set, and even if this card leaves the field).",SR01-EN024,Common,0.15,0.49,3.01,0.15,,Unlimited,SPELL,,Normal Spell,,
