productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extMonsterType,extAttack,extDefense
183125,Elegant Egotist,Elegant Egotist,https://tcgplayer-cdn.tcgplayer.com/product/183125_200w.jpg,2,2365,https://cpt.tcgcsv.com/wgt2,2019-01-11T15:18:27.83,1,"If ""Harpie Lady"" is on the field: Special Summon 1 ""Harpie Lady"" or ""Harpie Lady Sisters"" from your hand or Deck.",,0.15,0.25,1.49,0.23,0.21,1st Edition,LED4-EN008,Common,SPELL,Normal Spell,,,
183126,Harpies' Hunting Ground,Harpies Hunting Ground,https://tcgplayer-cdn.tcgplayer.com/product/183126_200w.jpg,2,2365,https://cpt.tcgcsv.com/xgt2,2024-08-12T19:53:55.46,1,"All Winged Beast-Type monsters gain 200 ATK and DEF. When any ""Harpie Lady"" or ""Harpie Lady Sisters"" are Normal or Special Summoned: The player who conducted the Summon targets 1 Spell/Trap Card on the field; destroy that target.",,0.1,0.25,1.49,0.18,0.18,1st Edition,LED4-EN009,Common,SPELL,Field Spell,,,
183127,Harpie Lady Phoenix Formation,Harpie Lady Phoenix Formation,https://tcgplayer-cdn.tcgplayer.com/product/183127_200w.jpg,2,2365,https://cpt.tcgcsv.com/zgt2,2024-08-12T19:53:55.53,1,"If you control 3 or more ""Harpie Lady"" and/or ""Harpie Lady Sisters"": Target as many monsters your opponent controls as possible, but not more than the total number of ""Harpie Lady"" and ""Harpie Lady Sisters"" you control; destroy those targets, and if you do, inflict damage to your opponent equal to the highest original ATK among those destroyed monsters (your choice, if tied). You cannot Special Summon monsters from the Main Deck or Extra Deck, nor conduct your Battle Phase, the turn you activate this card.",,0.05,0.25,1.49,0.22,0.19,1st Edition,LED4-EN010,Common,SPELL,Normal Spell,,,
183128,Triangle Ecstasy Spark,Triangle Ecstasy Spark,https://tcgplayer-cdn.tcgplayer.com/product/183128_200w.jpg,2,2365,https://cpt.tcgcsv.com/Bgt2,2022-07-16T19:16:27.683,1,"Until the End Phase, the ATK of all ""Harpie Lady Sisters"" currently on the field becomes 2700, your opponent cannot activate any Trap Cards, also negate all your opponent's Trap Card effects on the field.",,0.09,0.25,1.49,0.2,0.13,1st Edition,LED4-EN011,Common,SPELL,Normal Spell,,,
183129,Cyber Angel Izana,Cyber Angel Izana,https://tcgplayer-cdn.tcgplayer.com/product/183129_200w.jpg,2,2365,https://cpt.tcgcsv.com/Cgt2,2022-08-21T08:26:21.093,1,"You can Ritual Summon this card with ""Machine Angel Ritual"". If this card is Ritual Summoned: You can make your opponent send 1 Spell/Trap they control to the GY. When this attacking card destroys an opponent's monster by battle and sends it to the GY: You can activate this effect; this card can make a second attack on an opponent's monster in a row. Once per turn, when your opponent activates a card or effect that targets a ""Cyber Angel"" Ritual Monster(s) you control (Quick Effect): You can shuffle 1 Ritual Monster from your GY into the Deck, and if you do, destroy 1 card your opponent controls.",,0.34,0.72,5.0,0.68,0.99,1st Edition,LED4-EN012,Super Rare,LIGHT,Ritual/Effect Monster,Fairy,2500,2600
183130,Cyber Egg Angel,Cyber Egg Angel,https://tcgplayer-cdn.tcgplayer.com/product/183130_200w.jpg,2,2365,https://cpt.tcgcsv.com/Dgt2,2019-01-11T15:15:08.643,1,"If this card is Summoned: You can add 1 ""Machine Angel"" Spell or ""Ritual Sanctuary"" from your Deck to your hand. You can only use this effect of ""Cyber Egg Angel"" once per turn.",,0.08,0.28,1.55,0.28,0.21,1st Edition,LED4-EN013,Rare,LIGHT,Effect Monster,Fairy,200,300
183131,Merciful Machine Angel,Merciful Machine Angel,https://tcgplayer-cdn.tcgplayer.com/product/183131_200w.jpg,2,2365,https://cpt.tcgcsv.com/Fgt2,2019-01-11T15:42:19.32,1,"Tribute 1 ""Cyber Angel"" Ritual Monster from your hand or field; draw 2 cards, then place 1 card from your hand on the bottom of the Deck. For the rest of the turn after this card resolves, you cannot Special Summon monsters, except Ritual Monsters. You can only activate 1 ""Merciful Machine Angel"" per turn.",,0.2,0.97,1.98,0.92,0.97,1st Edition,LED4-EN014,Super Rare,SPELL,Normal Spell,,,
183132,Incarnated Machine Angel,Incarnated Machine Angel,https://tcgplayer-cdn.tcgplayer.com/product/183132_200w.jpg,2,2365,https://cpt.tcgcsv.com/Ggt2,2023-05-19T10:59:18.94,1,"Your ""Cyber Angel"" Ritual Monsters cannot be destroyed by battle. When you take battle damage or effect damage by an opponent's card: You can Tribute 1 ""Cyber Angel"" Ritual Monster from your hand or field; Special Summon 1 ""Cyber Angel"" Ritual Monster from your hand. (This is treated as a Ritual Summon.) You can only use this effect of ""Machine Angel Manifestation"" once per turn.",,0.05,0.25,1.55,0.18,0.05,1st Edition,LED4-EN015,Rare,SPELL,Continuous Spell,,,
183133,Magnificent Machine Angel,Magnificent Machine Angel,https://tcgplayer-cdn.tcgplayer.com/product/183133_200w.jpg,2,2365,https://cpt.tcgcsv.com/Hgt2,2024-08-12T19:53:55.653,1,"Tribute 1 ""Cyber Angel"" Ritual Monster from your hand or field, then target 1 LIGHT Fairy monster you control; it gains 200 ATK/DEF × the Level of the Tributed monster, also if it battles a monster Special Summoned from the Extra Deck, negate the effects of that opponent’s monster during the Battle Phase. These changes last until the end of this turn. You can only activate 1 ""Magnificent Machine Angel"" per turn.",,0.05,0.24,1.55,0.2,,1st Edition,LED4-EN016,Rare,SPELL,Quick-Play Spell,,,
183134,Cyber Petit Angel,Cyber Petit Angel,https://tcgplayer-cdn.tcgplayer.com/product/183134_200w.jpg,2,2365,https://cpt.tcgcsv.com/Jgt2,2024-08-12T19:53:55.733,1,"If this card is Summoned: You can add 1 ""Cyber Angel"" monster or ""Machine Angel Ritual"" from your Deck to your hand. You can only use this effect of ""Cyber Petit Angel"" once per turn.",,0.06,0.25,1.37,0.24,,1st Edition,LED4-EN017,Common,LIGHT,Effect Monster,Fairy,300,200
183135,Cyber Angel Benten,Cyber Angel Benten,https://tcgplayer-cdn.tcgplayer.com/product/183135_200w.jpg,2,2365,https://cpt.tcgcsv.com/Kgt2,2024-08-12T19:53:55.81,1,"You can Ritual Summon this card with ""Machine Angel Ritual"". If this card destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to that monster's original DEF in the Graveyard. If this card is Tributed: You can add 1 LIGHT Fairy-Type monster from your Deck to your hand.",,0.01,0.25,1.49,0.18,,1st Edition,LED4-EN018,Common,LIGHT,Ritual/Effect Monster,Fairy,1800,1500
183136,Cyber Angel Idaten,Cyber Angel Idaten,https://tcgplayer-cdn.tcgplayer.com/product/183136_200w.jpg,2,2365,https://cpt.tcgcsv.com/Lgt2,2023-04-17T04:06:33.427,1,"You can Ritual Summon this card with ""Machine Angel Ritual"". If this card is Ritual Summoned: You can add 1 Ritual Spell Card from your Deck or Graveyard to your hand. If this card is Tributed: You can make all Ritual Monsters you control gain 1000 ATK and DEF.",,0.03,0.25,1.66,0.18,0.11,1st Edition,LED4-EN019,Common,LIGHT,Ritual/Effect Monster,Fairy,1600,2000
183137,Cyber Angel Dakini,Cyber Angel Dakini,https://tcgplayer-cdn.tcgplayer.com/product/183137_200w.jpg,2,2365,https://cpt.tcgcsv.com/Mgt2,2024-08-12T19:53:55.903,1,"You can Ritual Summon this card with ""Machine Angel Ritual"". If this card is Ritual Summoned: You can make your opponent send 1 monster they control to the Graveyard (their choice). If a Ritual Monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent. Once per turn, during your End Phase: You can target 1 Ritual Monster or 1 ""Machine Angel Ritual"" in your Graveyard; add it to your hand.",,0.01,0.25,1.49,0.21,,1st Edition,LED4-EN020,Common,LIGHT,Ritual/Effect Monster,Fairy,2700,2400
183138,Machine Angel Ritual,Machine Angel Ritual,https://tcgplayer-cdn.tcgplayer.com/product/183138_200w.jpg,2,2365,https://cpt.tcgcsv.com/Ngt2,2024-08-12T19:53:56.017,1,"This card can be used to Ritual Summon any ""Cyber Angel"" Ritual Monster. You must also Tribute monsters from your hand or field whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. If a LIGHT monster(s) you control would be destroyed by battle or card effect while this card is in your Graveyard, you can banish this card instead.",,0.04,0.25,1.11,0.14,,1st Edition,LED4-EN021,Common,SPELL,Ritual Spell,,,
183139,Ritual Sanctuary,Ritual Sanctuary,https://tcgplayer-cdn.tcgplayer.com/product/183139_200w.jpg,2,2365,https://cpt.tcgcsv.com/Pgt2,2024-08-12T19:53:56.053,1,"You can discard 1 Spell Card; add 1 LIGHT Ritual Monster or 1 Ritual Spell Card from your Deck to your hand. You can shuffle any number of Spell Cards from your Graveyard into the Deck, then target 1 LIGHT Fairy-Type monster in your Graveyard whose Level equals the number of cards you shuffled into the Deck; Special Summon it. You can only use each effect of ""Ritual Sanctuary"" once per turn.",,0.15,0.33,1.49,0.28,0.25,1st Edition,LED4-EN022,Common,SPELL,Field Spell,,,
183140,Garden Rose Maiden,Garden Rose Maiden,https://tcgplayer-cdn.tcgplayer.com/product/183140_200w.jpg,2,2365,https://cpt.tcgcsv.com/Qgt2,2019-01-11T15:27:16.613,1,"1 Tuner + 1+ non-Tuner monsters
<br>If this card is Special Summoned: You can add 1 ""Black Garden"" from your Deck or GY to your hand. You can banish this card from your GY, then target 1 ""Rose Dragon"" monster or 1 Dragon Synchro Monster in your GY; Special Summon it. You can only use each effect of ""Garden Rose Maiden"" once per turn.",,20.0,30.0,31.24,15.19,,1st Edition,LED4-EN023,Ultra Rare,DARK,Synchro/Effect Monster,Plant,1600,2400
183141,Dark Rose Fairy,Dark Rose Fairy,https://tcgplayer-cdn.tcgplayer.com/product/183141_200w.jpg,2,2365,https://cpt.tcgcsv.com/Rgt2,2024-08-12T19:53:56.1,1,"If a Tuner(s) is Special Summoned (except during the Damage Step): You can Special Summon this card from your hand. If this card is in your GY: You can send 1 card from your hand or field to the GY; place this card on the top or bottom of your Deck. You can only use each effect of ""Dark Rose Fairy"" once per turn.",,0.15,0.33,1.44,0.33,0.26,1st Edition,LED4-EN024,Rare,DARK,Effect Monster,Fairy,800,1000
183142,Red Rose Dragon,Red Rose Dragon,https://tcgplayer-cdn.tcgplayer.com/product/183142_200w.jpg,2,2365,https://cpt.tcgcsv.com/Sgt2,2024-08-12T19:53:56.157,1,"If this card is sent to the GY as Synchro Material: You can Special Summon 1 “Rose Dragon” monster from your hand or Deck, except “Red Rose Dragon”, then, if it was sent for the Synchro Summon of “Black Rose Dragon” or a Plant Synchro Monster, you can also add 1 “Frozen Rose” or 1 “Blooming of the Darkest Rose” from your Deck to your hand. You can only use this effect of ""Red Rose Dragon"" once per turn.",,1.39,3.0,6.99,1.64,,1st Edition,LED4-EN025,Rare,DARK,Tuner/Effect Monster,Dragon,1000,1800
183143,Frozen Rose,Frozen Rose,https://tcgplayer-cdn.tcgplayer.com/product/183143_200w.jpg,2,2365,https://cpt.tcgcsv.com/Tgt2,2022-04-15T04:35:39.103,1,"Send 1 face-up monster you control to the GY; apply the following effect, depending on the Type of monster sent.
<br>• Plant: During the End Phase of this turn, draw 2 cards, then discard 1 card.
<br>• Non-Plant: Add 1 Level 4 or lower Plant monster from your Deck to your hand.
<br>You can only activate 1 ""Frozen Rose"" per turn.",,2.6,4.57,25.99,3.18,,1st Edition,LED4-EN026,Ultra Rare,SPELL,Quick-Play Spell,,,
183144,Blooming of the Darkest Rose,Blooming of the Darkest Rose,https://tcgplayer-cdn.tcgplayer.com/product/183144_200w.jpg,2,2365,https://cpt.tcgcsv.com/Vgt2,2024-08-12T19:53:56.213,1,"Special Summon ""Rose Tokens"" (Plant/DARK/Level 2/ATK 800/DEF 800) in Defense Position to either field, up to the combined number of cards in the Field Zones and Field Spells in the GYs. If this card is in your GY: You can target 1 ""Black Rose Dragon"" or 1 Plant monster, in your Monster Zone; banish it, and if you do, place this card on the bottom of the Deck. During the next Standby Phase, return that banished monster to the field. You can only use this effect of “Blooming of the Darkest Rose” once per turn.",,0.2,0.41,1.52,0.42,0.26,1st Edition,LED4-EN027,Rare,TRAP,Normal Trap,,,
183145,Black Rose Dragon,Black Rose Dragon,https://tcgplayer-cdn.tcgplayer.com/product/183145_200w.jpg,2,2365,https://cpt.tcgcsv.com/Wgt2,2024-08-12T19:53:56.277,1,"1 Tuner + 1 or more non-Tuner monsters
<br>When this card is Synchro Summoned: You can destroy all cards on the field. Once per turn: You can banish 1 Plant-Type monster from your Graveyard, then target 1 Defense Position monster your opponent controls; change that target to face-up Attack Position, and if you do, its ATK becomes 0 until the end of this turn.",,0.22,0.83,2.08,0.78,0.86,1st Edition,LED4-EN028,Common,FIRE,Synchro/Effect Monster,Dragon,2400,1800
183146,Twilight Rose Knight,Twilight Rose Knight,https://tcgplayer-cdn.tcgplayer.com/product/183146_200w.jpg,2,2365,https://cpt.tcgcsv.com/Xgt2,2019-01-11T15:50:39.643,1,Your opponent cannot target Plant-Type monsters for attacks. When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower Plant-Type monster from your hand.,,0.14,0.35,1.51,0.25,0.21,1st Edition,LED4-EN029,Common,DARK,Tuner/Effect Monster,Warrior,1000,1000
183147,Witch of the Black Rose,Witch of the Black Rose,https://tcgplayer-cdn.tcgplayer.com/product/183147_200w.jpg,2,2365,https://cpt.tcgcsv.com/Zgt2,2019-01-11T15:52:39.033,1,"This card cannot be Special Summoned. When this card is Normal Summoned while you control no cards, draw 1 card and reveal it. If the card you drew is not a Monster Card, send it to the Graveyard and destroy this card.",,0.2,0.35,1.55,0.34,0.49,1st Edition,LED4-EN030,Common,DARK,Tuner/Effect Monster,Spellcaster,1700,1200
183148,Blue Rose Dragon,Blue Rose Dragon,https://tcgplayer-cdn.tcgplayer.com/product/183148_200w.jpg,2,2365,https://cpt.tcgcsv.com/-gt2,2024-08-12T19:53:56.307,1,"When this card on the field is destroyed and sent to the Graveyard: You can target 1 ""Black Rose Dragon"" or 1 Plant-Type monster in your Graveyard; Special Summon that target.",,0.11,0.29,1.42,0.29,0.21,1st Edition,LED4-EN031,Common,DARK,Effect Monster,Dragon,1600,1200
183149,Black Garden,Black Garden,https://tcgplayer-cdn.tcgplayer.com/product/183149_200w.jpg,2,2365,https://cpt.tcgcsv.com/_gt2,2024-08-12T19:53:56.34,1,"If a monster(s) is Normal or Special Summoned, except by the effect of ""Black Garden"": Halve its ATK, also you Special Summon 1 ""Rose Token"" (Plant-Type/DARK/Level 2/ATK 800/DEF 800) to its controller's opponent's side of the field, in Attack Position. (This ATK loss remains even if this card leaves the field.) You can target 1 monster in your Graveyard with ATK equal to the total ATK of all Plant-Type monsters on the field; destroy this card and as many Plant-Type monsters on the field as possible, then if the total ATK the destroyed monsters had on the field is equal to that target's ATK, Special Summon that target.",,0.15,0.43,1.5,0.4,0.35,1st Edition,LED4-EN032,Common,SPELL,Field Spell,,,
183150,Mark of the Rose,Mark of the Rose,https://tcgplayer-cdn.tcgplayer.com/product/183150_200w.jpg,2,2365,https://cpt.tcgcsv.com/0ht2,2019-01-11T15:42:07.337,1,"Activate this card by banishing 1 Plant-Type monster from your Graveyard; equip this card to a monster your opponent controls. Take control of the equipped monster. Once per turn, during your End Phase: Give control of the equipped monster to your opponent. Once per turn, during your Standby Phase: Take control of the equipped monster.",,0.1,0.25,1.13,0.17,,1st Edition,LED4-EN033,Common,SPELL,Equip Spell,,,
183151,Superdreadnought Rail Cannon Juggernaut Liebe,Superdreadnought Rail Cannon Juggernaut Liebe,https://tcgplayer-cdn.tcgplayer.com/product/183151_200w.jpg,2,2365,https://cpt.tcgcsv.com/2ht2,2019-01-11T15:50:10.693,1,"3 Level 11 monsters
<br>Once per turn, you can Xyz Summon “Superdreadnought Rail Cannon Juggernaut Liebe” by using 1 Rank 10 Machine Xyz Monster you control as material. (Transfer its materials to this card.) Once per turn: You can detach 1 material from this card; this card gains 2000 ATK/DEF, also other monsters you control cannot attack for the rest of this turn. This card can make a number of attacks on monsters during each Battle Phase equal to the number of its materials +1.",,0.26,1.1,40.97,0.76,,1st Edition,LED4-EN034,Ultra Rare,EARTH,Xyz/Effect Monster,Machine,4000,4000
183152,Super Express Bullet Train,Super Express Bullet Train,https://tcgplayer-cdn.tcgplayer.com/product/183152_200w.jpg,2,2365,https://cpt.tcgcsv.com/3ht2,2019-01-11T15:49:02.73,1,"Cannot declare an attack unless you send 2 other cards you control to the GY. You can only use each of the following effects of ""Super Express Bullet Train"" once per turn.
<br>• If all monsters you control are EARTH Machine monsters (min. 1): You can Special Summon this card from your hand.
<br>• During the End Phase, if this card is in the GY because it was sent there this turn: You can target 1 Machine monster in your GY, except “Super Express Bullet Train”; add it to your hand.",,0.43,0.99,11.0,0.82,0.44,1st Edition,LED4-EN035,Ultra Rare,EARTH,Effect Monster,Machine,3000,0
183153,Flying Pegasus Railroad Stampede,Flying Pegasus Railroad Stampede,https://tcgplayer-cdn.tcgplayer.com/product/183153_200w.jpg,2,2365,https://cpt.tcgcsv.com/5ht2,2019-01-11T15:18:51.777,1,"If this card is Normal or Special Summoned: You can target 1 EARTH Machine monster in your GY, except ""Flying Pegasus Railroad Stampede""; Special Summon it in Defense Position, but its effects are negated. You can target 1 other face-up monster you control; the Levels of both that monster and this card become the same as the current Level of 1 of them. You cannot declare attacks the turn you activate this effect, except with Xyz Monsters. You can only use each effect of ""Flying Pegasus Railroad Stampede"" once per turn.",,0.95,2.29,9.99,1.93,,1st Edition,LED4-EN036,Super Rare,EARTH,Effect Monster,Machine,1800,1000
183154,Urgent Schedule,Urgent Schedule,https://tcgplayer-cdn.tcgplayer.com/product/183154_200w.jpg,2,2365,https://cpt.tcgcsv.com/6ht2,2021-11-20T17:50:56.777,1,"If your opponent controls more monsters than you do: Special Summon 1 Level 4 or lower EARTH Machine monster and 1 Level 5 or higher EARTH Machine monster from your Deck in Defense Position, but their effects are negated. You cannot declare attacks the turn you activate this card, except with Machine monsters. If this Set card is sent from the field to the GY: You can add 1 Level 10 Machine monster from your Deck to your hand. You can only use each effect of ""Urgent Schedule"" once per turn.",,3.49,4.2,20.48,3.6,,1st Edition,LED4-EN037,Ultra Rare,SPELL,Quick-Play Spell,,,
183155,Barrage Blast,Barrage Blast,https://tcgplayer-cdn.tcgplayer.com/product/183155_200w.jpg,2,2365,https://cpt.tcgcsv.com/7ht2,2019-01-11T14:47:22.983,1,"Once per turn: You can detach any number of materials from Machine Xyz Monsters you control, then target that many cards on the field; destroy them. If a Machine Xyz Monster(s) you control is destroyed by battle or an opponent’s card effect while this card is in your GY: you can banish this card and 1 Machine Xyz Monster in your GY; inflict damage to your opponent equal to the Rank of the banished monster ×200.",,0.3,0.75,3.19,0.5,,1st Edition,LED4-EN038,Ultra Rare,TRAP,Continuous Trap,,,
183156,Superdreadnought Rail Cannon Gustav Max,Superdreadnought Rail Cannon Gustav Max,https://tcgplayer-cdn.tcgplayer.com/product/183156_200w.jpg,2,2365,https://cpt.tcgcsv.com/8ht2,2024-08-12T19:53:56.37,1,"2 Level 10 monsters
<br>Once per turn: You can detach 1 Xyz Material from this card; inflict 2000 damage to your opponent.",,0.19,0.68,3.01,0.59,0.59,1st Edition,LED4-EN039,Rare,EARTH,Xyz/Effect Monster,Machine,3000,3000
183157,Night Express Knight,Night Express Knight,https://tcgplayer-cdn.tcgplayer.com/product/183157_200w.jpg,2,2365,https://cpt.tcgcsv.com/9ht2,2019-01-11T15:42:34.663,1,"Cannot be Special Summoned from the Deck. You can Normal Summon this card without Tributing, but its original ATK becomes 0.",,0.1,0.32,1.45,0.29,0.2,1st Edition,LED4-EN040,Common,EARTH,Effect Monster,Machine,3000,3000
183158,Snow Plow Hustle Rustle,Snow Plow Hustle Rustle,https://tcgplayer-cdn.tcgplayer.com/product/183158_200w.jpg,2,2365,https://cpt.tcgcsv.com/bht2,2024-08-12T19:53:56.417,1,"When your opponent's monster declares a direct attack, while you control a card(s) in your Spell & Trap Zone: You can Special Summon this card from your hand, then destroy as many cards in your Spell & Trap Zone as possible, and if you do, inflict 200 damage to your opponent for each destroyed card. You cannot Special Summon any monsters, except Machine-Type monsters.",,0.05,0.23,1.36,0.1,0.08,1st Edition,LED4-EN041,Common,EARTH,Effect Monster,Machine,2500,3000
183159,Ruffian Railcar,Ruffian Railcar,https://tcgplayer-cdn.tcgplayer.com/product/183159_200w.jpg,2,2365,https://cpt.tcgcsv.com/cht2,2024-08-12T19:53:56.45,1,"Once per turn: You can inflict 500 damage to your opponent. You cannot conduct your Battle Phase the turn you activate this effect. During the End Phase, if this card is in the Graveyard because it was sent there this turn: You can add 1 Level 10 EARTH Machine-Type monster from your Deck to your hand. You can only use this effect of ""Ruffian Railcar"" once per turn.",,0.05,0.26,1.53,0.25,0.11,1st Edition,LED4-EN042,Common,EARTH,Effect Monster,Machine,1800,1000
183160,Construction Train Signal Red,Construction Train Signal Red,https://tcgplayer-cdn.tcgplayer.com/product/183160_200w.jpg,2,2365,https://cpt.tcgcsv.com/dht2,2019-01-11T15:03:48.22,1,"When your opponent's monster declares an attack: You can Special Summon this card from your hand, and if you do, change the attack target to this card and proceed to damage calculation. This card cannot be destroyed by that battle.",,0.05,0.25,1.36,0.11,0.09,1st Edition,LED4-EN043,Common,EARTH,Effect Monster,Machine,1000,1300
