productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extDescription,extUPC
32219,Des Lacooda,Des Lacooda,https://tcgplayer-cdn.tcgplayer.com/product/32219_200w.jpg,2,214,https://cpt.tcgcsv.com/pVg,2024-03-28T16:51:30.75,1,GLD1-EN010,Common,EARTH,Zombie,Effect Monster,500,600,0.17,0.43,1.99,0.25,,Limited,"Once per turn, you can flip this card into face-down Defense Position. When this card is Flip Summoned, draw 1 card.",
32220,Don Zaloog,Don Zaloog,https://tcgplayer-cdn.tcgplayer.com/product/32220_200w.jpg,2,214,https://cpt.tcgcsv.com/qVg,2024-03-28T16:51:30.843,1,GLD1-EN012,Gold Rare,DARK,Warrior,Effect Monster,1400,1500,0.87,2.0,13.0,1.53,,Limited,"When this card inflicts Battle Damage to your opponent, you can select and activate 1 of these effects:
<br>• Discard 1 random card from your opponent's hand.
<br>• Send 2 cards from the top of your opponent's Deck to the Graveyard.",
32221,Doom Dozer,Doom Dozer,https://tcgplayer-cdn.tcgplayer.com/product/32221_200w.jpg,2,214,https://cpt.tcgcsv.com/rVg,2024-03-28T16:51:30.907,1,GLD1-EN025,Common,EARTH,Insect,Effect Monster,2800,2600,0.2,0.65,10.0,0.3,,Limited,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 Insect-Type monsters from your Graveyard. When this card inflicts Battle Damage to your opponent, send 1 card from the top of your opponent's D",
32222,Fire Princess,Fire Princess,https://tcgplayer-cdn.tcgplayer.com/product/32222_200w.jpg,2,214,https://cpt.tcgcsv.com/sVg,2024-03-28T16:51:30.953,1,GLD1-EN005,Common,FIRE,Pyro,Effect Monster,1300,1500,0.5,0.99,2.06,0.81,,Limited,"Each time you gain Life Points, inflict 500 damage to your opponent.",
32223,"Goldd, Wu-Lord of Dark World",Goldd Wu Lord of Dark World,https://tcgplayer-cdn.tcgplayer.com/product/32223_200w.jpg,2,214,https://cpt.tcgcsv.com/tVg,2024-03-28T16:51:30.997,1,GLD1-EN024,Gold Rare,DARK,Fiend,Effect Monster,2300,1400,0.24,0.8,4.99,0.69,,Limited,"If this card is discarded to the Graveyard by a card effect: If it was discarded from your hand to your Graveyard by an opponent's card effect, you can target up to 2 cards your opponent controls; Special Summon this card from the Graveyard, then destroy them.",
32224,Grandmaster of the Six Samurai,Grandmaster of the Six Samurai,https://tcgplayer-cdn.tcgplayer.com/product/32224_200w.jpg,2,214,https://cpt.tcgcsv.com/vVg,2024-03-28T16:51:31.06,1,GLD1-EN026,Gold Rare,EARTH,Warrior,Effect Monster,2100,800,1.41,2.7,9.99,3.0,,Limited,"You can only have 1 Grandmaster of the Six Samurai monster on your side of the field. while you control a face-up Six-Samurai monster, you can Special Summon this card from your hand. When this card is destroyed by your opponent's card effect, add 1 Six S",
32225,Heavy Storm,Heavy Storm,https://tcgplayer-cdn.tcgplayer.com/product/32225_200w.jpg,2,214,https://cpt.tcgcsv.com/wVg,2019-08-14T12:48:07.297,1,GLD1-EN031,Gold Rare,SPELL,,Normal Spell,,,5.25,9.64,19.99,6.68,,Limited,Destroy all Spell and Trap Cards on the field.,
32226,Jinzo,Jinzo,https://tcgplayer-cdn.tcgplayer.com/product/32226_200w.jpg,2,214,https://cpt.tcgcsv.com/xVg,2024-03-28T16:51:31.153,1,GLD1-EN003,Gold Rare,DARK,Machine,Effect Monster,2400,1500,4.96,8.02,9.13,8.81,,Limited,Trap CardS cannot be activated. The effects of all face-up Trap Cards are negated.,
32227,Mirror Force,Mirror Force,https://tcgplayer-cdn.tcgplayer.com/product/32227_200w.jpg,2,214,https://cpt.tcgcsv.com/zVg,2019-08-14T12:48:22.5,1,GLD1-EN039,Gold Rare,TRAP,,Normal Trap,,,25.09,32.46,100.0,32.66,,Limited,Activate only when an opponent's monster declares an attack. Destroy all Attack Position monsters your opponent controls.,
32228,Mist Body,Mist Body,https://tcgplayer-cdn.tcgplayer.com/product/32228_200w.jpg,2,214,https://cpt.tcgcsv.com/BVg,2018-05-17T19:34:47.15,1,GLD1-EN036,Common,SPELL,,Normal Spell,0,0,0.3,0.82,4.99,0.78,,Limited,A monster equipped with this card cannot be destroyed by battle. (Damage calculation is applied normally.),
32229,Needle Ceiling,Needle Ceiling,https://tcgplayer-cdn.tcgplayer.com/product/32229_200w.jpg,2,214,https://cpt.tcgcsv.com/CVg,2018-05-17T19:35:44.717,1,GLD1-EN041,Common,TRAP,,Normal Trap,0,0,0.48,1.0,4.95,0.77,,Limited,Activate only when there are 4 or more monsters on the field. Destroy all face-up monsters.,
32230,Needle Worm,Needle Worm,https://tcgplayer-cdn.tcgplayer.com/product/32230_200w.jpg,2,214,https://cpt.tcgcsv.com/DVg,2024-03-28T16:51:31.2,1,GLD1-EN006,Common,EARTH,Insect,Effect Monster,750,600,1.95,3.25,13.27,3.86,,Limited,FLIP: Discard 5 cards from the top of your opponent's Deck to the Graveyard.,
32231,Newdoria,Newdoria,https://tcgplayer-cdn.tcgplayer.com/product/32231_200w.jpg,2,214,https://cpt.tcgcsv.com/FVg,2024-03-28T16:51:31.26,1,GLD1-EN011,Common,DARK,Fiend,Effect Monster,1200,800,0.11,0.39,1.99,0.29,,Limited,"When this card is destroyed by battle and sent to the Graveyard, destroy 1 monster on the field.",
32232,Nightmare Penguin,Nightmare Penguin,https://tcgplayer-cdn.tcgplayer.com/product/32232_200w.jpg,2,214,https://cpt.tcgcsv.com/GVg,2024-03-28T16:51:31.3,1,GLD1-EN021,Common,WATER,Aqua,Effect Monster,900,1800,0.31,0.61,1.98,0.59,,Limited,"When this card is flipped face-up, return 1 card your opponent controls to the owner's hand. All WATER monsters you control gain 200 ATK.",
32233,Non-Spellcasting Area,Non Spellcasting Area,https://tcgplayer-cdn.tcgplayer.com/product/32233_200w.jpg,2,214,https://cpt.tcgcsv.com/HVg,2020-10-05T20:13:35.747,1,GLD1-EN035,Common,SPELL,,Normal Spell,0,0,0.1,0.3,0.99,0.16,,Limited,"All face-up Monster Cards, except for Effect Monsters, are unaffected by the effects of Spell Cards (other than this card).",
32234,Offerings to the Doomed,Offerings to the Doomed,https://tcgplayer-cdn.tcgplayer.com/product/32234_200w.jpg,2,214,https://cpt.tcgcsv.com/JVg,2018-05-17T19:34:29.123,1,GLD1-EN034,Common,SPELL,,Normal Spell,0,0,0.15,0.49,1.99,0.58,,Limited,Destroy 1 face-up monster. Skip your next Draw Phase.,
32235,Old Vindictive Magician,Old Vindictive Magician,https://tcgplayer-cdn.tcgplayer.com/product/32235_200w.jpg,2,214,https://cpt.tcgcsv.com/KVg,2024-03-28T16:51:31.38,1,GLD1-EN013,Common,DARK,Spellcaster,Effect Monster,600,450,0.16,0.5,1.47,0.51,,Limited,FLIP: Destroy 1 monster your opponent controls.,
32236,Pandemonium,Pandemonium,https://tcgplayer-cdn.tcgplayer.com/product/32236_200w.jpg,2,214,https://cpt.tcgcsv.com/LVg,2020-02-05T16:13:18.773,1,GLD1-EN037,Common,SPELL,,Normal Spell,0,0,0.2,0.69,1.98,0.58,,Limited,"Neither player has to pay Life Points during the Standby Phase for ""Archfiend"" monsters. Each time a player's ""Archfiend"" monster(s) is destroyed and sent to the Graveyard, except by battle, that player can add 1 ""Archfiend"" monster from their Deck to their hand that is a lower Level than the destroyed card.",
32237,"Prometheus, King of the Shadows",Prometheus King of the Shadows,https://tcgplayer-cdn.tcgplayer.com/product/32237_200w.jpg,2,214,https://cpt.tcgcsv.com/MVg,2024-03-28T16:51:31.44,1,GLD1-EN027,Gold Rare,DARK,Fiend,Effect Monster,1200,800,0.25,0.5,2.29,0.46,,Limited,"When you Normal Summon this card, remove from play any number of DARK monsters in your Graveyard. This card gains 400 ATK for each removed card, until the End Phase of this turn.",
32238,Rare Metal Dragon,Rare Metal Dragon,https://tcgplayer-cdn.tcgplayer.com/product/32238_200w.jpg,2,214,https://cpt.tcgcsv.com/NVg,2024-03-28T16:51:31.49,1,GLD1-EN020,Common,DARK,Dragon,Effect Monster,2400,1200,0.1,0.48,1.41,0.32,,Limited,This card cannot be Normal Summoned or Set.,
32239,Regenerating Mummy,Regenerating Mummy,https://tcgplayer-cdn.tcgplayer.com/product/32239_200w.jpg,2,214,https://cpt.tcgcsv.com/PVg,2024-03-28T16:51:31.547,1,GLD1-EN018,Common,DARK,Zombie,Effect Monster,1800,1500,0.09,0.25,1.41,0.11,,Limited,"When this card is sent from your hand to the Graveyard by an opponent's card effect, return this card to your hand.",
32240,Reinforcement of the Army,Reinforcement of the Army,https://tcgplayer-cdn.tcgplayer.com/product/32240_200w.jpg,2,214,https://cpt.tcgcsv.com/QVg,2019-08-14T12:48:43.187,1,GLD1-EN032,Gold Rare,SPELL,,Normal Spell,,,1.49,2.86,4.47,2.32,,Limited,Add 1 Level 4 or lower Warrior-Type monster from your Deck to your hand.,
32241,Rivalry of Warlords,Rivalry of Warlords,https://tcgplayer-cdn.tcgplayer.com/product/32241_200w.jpg,2,214,https://cpt.tcgcsv.com/RVg,2018-05-17T19:36:03.487,1,GLD1-EN043,Common,TRAP,,Normal Trap,0,0,0.14,0.73,5.29,0.71,,Limited,Each player sends monsters they control to the Graveyard so that they only control 1 Type of monster. Each player can only control 1 Type of monster.,
32242,Royal Command,Royal Command,https://tcgplayer-cdn.tcgplayer.com/product/32242_200w.jpg,2,214,https://cpt.tcgcsv.com/SVg,2018-05-17T19:35:52.753,1,GLD1-EN042,Common,TRAP,,Normal Trap,0,0,0.15,0.41,2.0,0.19,,Limited,Negate the activation and effects of all Flip Effect monsters' effects.,
32243,"Sillva, Warlord of Dark World",Sillva Warlord of Dark World,https://tcgplayer-cdn.tcgplayer.com/product/32243_200w.jpg,2,214,https://cpt.tcgcsv.com/TVg,2024-03-28T16:51:31.61,1,GLD1-EN023,Common,DARK,Fiend,Effect Monster,2300,1400,0.1,0.43,1.49,0.62,,Limited,"If this card is discarded from the hand to the Graveyard by a card effect, Special Summon it. If this card is discarded from the hand to the Graveyard by your opponent's card effect, your opponent selects 2 cards in their hand, and returns them to the bot",
32244,Skill Drain,Skill Drain,https://tcgplayer-cdn.tcgplayer.com/product/32244_200w.jpg,2,214,https://cpt.tcgcsv.com/VVg,2018-05-17T19:36:13.287,1,GLD1-EN044,Common,TRAP,,Normal Trap,0,0,0.7,1.71,10000.0,1.54,,Limited,Pay 1000 Life Points. The effects of all face-up Effect Monsters are negated.,
32245,Solar Flare Dragon,Solar Flare Dragon,https://tcgplayer-cdn.tcgplayer.com/product/32245_200w.jpg,2,214,https://cpt.tcgcsv.com/WVg,2024-03-28T16:51:31.67,1,GLD1-EN019,Common,FIRE,Pyro,Effect Monster,1500,1000,0.5,0.91,2.99,0.83,,Limited,"While you control another Pyro-Type monster, this card cannot be attacked. Inflict 500 damage to your opponent during the End Phase of your turn.",
32246,Sonic Bird,Sonic Bird,https://tcgplayer-cdn.tcgplayer.com/product/32246_200w.jpg,2,214,https://cpt.tcgcsv.com/XVg,2024-03-28T16:51:31.73,1,GLD1-EN002,Common,WIND,Winged Beast,Effect Monster,1400,1000,0.1,0.43,1.42,0.31,,Limited,"When this card is Normal or Flip Summoned, add 1 Ritual Spell Card from your Deck to your hand.",
32247,Spell Shield Type-8,Spell Shield Type 8,https://tcgplayer-cdn.tcgplayer.com/product/32247_200w.jpg,2,214,https://cpt.tcgcsv.com/ZVg,2018-05-17T19:36:23.027,1,GLD1-EN045,Common,TRAP,,Normal Trap,0,0,0.15,0.37,1.52,0.4,,Limited,"Select and activate 1 of these effects:

    * Negate the activation and the effect of a Spell Card that targets 1 monster on the field and destroy the Spell Card.
    * Send 1 Spell Card from your hand to the Graveyard to negate the activation and the ef",
32248,Stealth Bird,Stealth Bird,https://tcgplayer-cdn.tcgplayer.com/product/32248_200w.jpg,2,214,https://cpt.tcgcsv.com/-Vg,2024-03-28T16:51:31.777,1,GLD1-EN017,Common,DARK,Winged Beast,Effect Monster,700,1700,0.25,0.62,1.5,0.59,,Limited,"Once per turn, you can flip this card into face-down Defense Position. When this card is Flip Summoned, inflict 1000 damage to your opponent.",
32249,Summoner of Illusions,Summoner of Illusions,https://tcgplayer-cdn.tcgplayer.com/product/32249_200w.jpg,2,214,https://cpt.tcgcsv.com/_Vg,2024-03-28T16:51:31.837,1,GLD1-EN004,Common,LIGHT,Spellcaster,Effect Monster,800,900,0.1,0.33,1.98,0.13,,Limited,FLIP: Tribute 1 other monster to Special Summon 1 Fusion Monster from your Fusion Deck. The Fusion Monster is destroyed at the end of the turn this effect is activated.,
32250,Swarm of Locusts,Swarm of Locusts,https://tcgplayer-cdn.tcgplayer.com/product/32250_200w.jpg,2,214,https://cpt.tcgcsv.com/0Wg,2024-03-28T16:51:31.98,1,GLD1-EN009,Common,DARK,Insect,Effect Monster,1000,500,0.2,0.44,1.51,0.35,,Limited,"Once per turn, you can flip this card into face-down Defense Position. When this card is Flip Summoned, destroy 1 Spell or Trap Card your opponent controls.",
32251,Swarm of Scarabs,Swarm of Scarabs,https://tcgplayer-cdn.tcgplayer.com/product/32251_200w.jpg,2,214,https://cpt.tcgcsv.com/2Wg,2024-03-28T16:51:32.053,1,GLD1-EN008,Common,DARK,Insect,Effect Monster,500,1000,0.2,0.54,1.25,0.51,,Limited,"Once per turn, you can flip this card into face-down Defense Position. When this card is Flip Summoned, destroy 1 monster your opponent controls.",
32252,Swords of Revealing Light,Swords of Revealing Light,https://tcgplayer-cdn.tcgplayer.com/product/32252_200w.jpg,2,214,https://cpt.tcgcsv.com/3Wg,2019-08-14T12:48:56.34,1,GLD1-EN030,Gold Rare,SPELL,,Normal Spell,,,0.5,2.12,4.99,2.08,,Limited,"Flip all monsters your opponent controls face-up. This card remains on the field for 3 of your opponent's turns. While this card is face-up on the field, monsters your opponent controls cannot declare an attack.",
32253,Torrential Tribute,Torrential Tribute,https://tcgplayer-cdn.tcgplayer.com/product/32253_200w.jpg,2,214,https://cpt.tcgcsv.com/5Wg,2019-08-14T12:49:05.85,1,GLD1-EN040,Gold Rare,TRAP,,Normal Trap,,,3.27,5.32,12.5,4.84,,Limited,Activate only when a monster is Summoned. Destroy all monsters on the field.,
57194,Gold Series 1 - Collector Set,Gold Series 1 Collector Set,https://tcgplayer-cdn.tcgplayer.com/product/57194_200w.jpg,2,214,https://cpt.tcgcsv.com/VTs,2015-10-23T15:03:56.12,1,,,,,,,,,,,,,,,53334623230
