productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extAttack,extDefense
97946,Des Koala,Des Koala,https://tcgplayer-cdn.tcgplayer.com/product/97946_200w.jpg,2,1474,https://cpt.tcgcsv.com/XbP,2018-07-20T13:13:50.827,1,DEM1-EN010,Common,DARK,Flip/Effect Monster,FLIP: Inflict 400 damage to your opponent for each card in their hand.,0.05,0.49,1.25,0.43,,Unlimited,,1100,1800
97947,Majestic Mech - Ohka,Majestic Mech Ohka,https://tcgplayer-cdn.tcgplayer.com/product/97947_200w.jpg,2,1474,https://cpt.tcgcsv.com/ZbP,2015-04-18T13:29:42.473,1,DEM1-EN011,Common,LIGHT,Effect Monster,"You can Normal Summon this card without Tributing a monster. If you do, it is send to the Graveyard during the End Phase.",0.05,0.23,2.2,0.14,,Unlimited,Fairy,2400,1400
97948,The Calculator,The Calculator,https://tcgplayer-cdn.tcgplayer.com/product/97948_200w.jpg,2,1474,https://cpt.tcgcsv.com/-bP,2015-04-18T13:29:59.633,1,DEM1-EN012,Common,LIGHT,Effect Monster,The ATK of this card is the combined Levels of all face-up monsters you control x 300.,0.05,0.29,1.2,0.18,,Unlimited,Thunder,0,0
97949,Fissure,Fissure,https://tcgplayer-cdn.tcgplayer.com/product/97949_200w.jpg,2,1474,https://cpt.tcgcsv.com/_bP,2015-04-18T13:30:16.5,1,DEM1-EN013,Common,SPELL,Normal Spell,"Destroy the 1 face-up monster your opponent controls that has the lowest ATK (your choice, if tied).",0.05,0.25,1.41,0.31,,Unlimited,,,
97950,The Warrior Returning Alive,The Warrior Returning Alive,https://tcgplayer-cdn.tcgplayer.com/product/97950_200w.jpg,2,1474,https://cpt.tcgcsv.com/0cP,2015-04-18T13:31:02.297,1,DEM1-EN015,Common,SPELL,Normal Spell,Target 1 Warrior-Type monster in your Graveyard; add that target to your hand.,0.05,0.25,1.0,0.1,,Unlimited,,,
97951,Mask of Weakness,Mask of Weakness,https://tcgplayer-cdn.tcgplayer.com/product/97951_200w.jpg,2,1474,https://cpt.tcgcsv.com/2cP,2015-04-18T13:31:18.52,1,DEM1-EN016,Common,TRAP,Normal Trap,Target 1 attacking monster; that target loses 700 ATK until the end of this turn.,0.05,0.27,1.85,0.15,,Unlimited,,,
97952,Secret Barrel,Secret Barrel,https://tcgplayer-cdn.tcgplayer.com/product/97952_200w.jpg,2,1474,https://cpt.tcgcsv.com/3cP,2015-04-18T13:31:38.73,1,DEM1-EN017,Common,TRAP,Normal Trap,Inflict 200 damage to your opponent for each card in their hand and for each card they control.,0.29,1.01,5.0,0.92,,Unlimited,,,
97953,Threatening Roar,Threatening Roar,https://tcgplayer-cdn.tcgplayer.com/product/97953_200w.jpg,2,1474,https://cpt.tcgcsv.com/5cP,2015-04-18T13:31:59.5,1,DEM1-EN018,Common,TRAP,Normal Trap,Your opponent cannot declare an attack this turn.,0.05,0.5,1.79,0.48,,Unlimited,,,
97954,Rising Energy,Rising Energy,https://tcgplayer-cdn.tcgplayer.com/product/97954_200w.jpg,2,1474,https://cpt.tcgcsv.com/6cP,2015-04-18T13:32:15.777,1,DEM1-EN019,Common,TRAP,Normal Trap,"Discard 1 card, then target 1 face-up monster on the field; that target gains 1500 ATK until the End Phase.",0.05,0.25,1.49,0.1,,Unlimited,,,
97955,No Entry!!,No Entry,https://tcgplayer-cdn.tcgplayer.com/product/97955_200w.jpg,2,1474,https://cpt.tcgcsv.com/7cP,2015-04-18T13:32:29.37,1,DEM1-EN020,Common,TRAP,Normal Trap,Change all Attack Position monsters to Defense Position.,0.01,0.25,1.0,0.15,,Unlimited,,,
