productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extUPC
111861,Phantom Knights' Wing,Phantom Knights Wing,https://tcgplayer-cdn.tcgplayer.com/product/111861_200w.jpg,2,1707,https://cpt.tcgcsv.com/fMV,2016-03-04T15:26:45.883,1,"Target 1 face-up monster on the field; it gains 500 ATK, also the first time that target would be destroyed by battle or card effect this turn, it is not destroyed. You can banish this card from your Graveyard, then target 1 ""The Phantom Knights"" monster in your Graveyard; Special Summon it, but banish it when it leaves the field. You can only use this effect of ""Phantom Knights' Wing"" once per turn.",0.15,0.35,1.25,0.33,,1st Edition,WIRA-EN011,Common,TRAP,,Normal Trap,,,
111862,The Phantom Knights of Shadow Veil,The Phantom Knights of Shadow Veil,https://tcgplayer-cdn.tcgplayer.com/product/111862_200w.jpg,2,1707,https://cpt.tcgcsv.com/gMV,2016-03-04T15:41:08.067,1,"Target 1 face-up monster you control; it gains 300 ATK and DEF. When an opponent's monster declares a direct attack while this card is in your Graveyard: Special Summon this card in Defense Position as a Normal Monster (Warrior-Type/DARK/Level 4/ATK 0/DEF 300). (This card is NOT treated as a Trap Card.) If Summoned this way, banish this card when it leaves the field.",0.04,0.22,1.49,0.11,,1st Edition,WIRA-EN012,Common,TRAP,,Normal Trap,,,
111863,Booby Trap E,Booby Trap E,https://tcgplayer-cdn.tcgplayer.com/product/111863_200w.jpg,2,1707,https://cpt.tcgcsv.com/hMV,2016-03-04T15:19:21.227,1,Discard 1 card; Set 1 Continuous Trap Card from your hand or Graveyard. That Set card can be activated during this turn.,0.1,0.35,1.55,0.28,,1st Edition,WIRA-EN013,Super Rare,TRAP,,Normal Trap,,,
111864,Raidraptor - Necro Vulture,Raidraptor Necro Vulture,https://tcgplayer-cdn.tcgplayer.com/product/111864_200w.jpg,2,1707,https://cpt.tcgcsv.com/jMV,2016-03-04T15:29:27.567,1,"Once per turn: You can Tribute 1 ""Raidraptor"" monster, then target 1 ""Rank-Up-Magic"" Spell Card in your Graveyard; add it to your hand, also you cannot Xyz Summon monsters for the rest of this turn, except with a ""Rank-Up-Magic"" Spell Card.",0.18,0.49,2.45,0.33,,1st Edition,WIRA-EN014,Super Rare,DARK,Winged Beast,Effect Monster,1000,1600,
111865,Raidraptor - Last Strix,Raidraptor Last Strix,https://tcgplayer-cdn.tcgplayer.com/product/111865_200w.jpg,2,1707,https://cpt.tcgcsv.com/kMV,2016-03-04T15:28:43.233,1,"When a ""Raidraptor"" monster you control battles, during damage calculation (in either player's turn): You can Special Summon this card from your hand, then gain 100 LP for each Spell/Trap Card you control and in your Graveyard. You can Tribute this card; your opponent takes no battle damage for the rest of this turn, also Special Summon 1 ""Raidraptor"" Xyz Monster from your Extra Deck in Defense Position, but its effects are negated and it is returned to the Extra Deck during the End Phase. You can only use this effect of ""Raidraptor - Last Strix"" once per turn.",0.16,0.39,3.99,0.31,,1st Edition,WIRA-EN015,Common,DARK,Winged Beast,Effect Monster,100,100,
111866,Raidraptor - Vanishing Lanius,Raidraptor Vanishing Lanius,https://tcgplayer-cdn.tcgplayer.com/product/111866_200w.jpg,2,1707,https://cpt.tcgcsv.com/lMV,2016-03-04T15:32:08.293,1,"Once per turn, during your Main Phase, if this card was Normal or Special Summoned this turn: You can Special Summon 1 Level 4 or lower ""Raidraptor"" monster from your hand.",0.25,0.52,1.79,0.32,,1st Edition,WIRA-EN016,Common,DARK,Winged Beast,Effect Monster,1300,1600,
111867,Raidraptor - Fuzzy Lanius,Raidraptor Fuzzy Lanius,https://tcgplayer-cdn.tcgplayer.com/product/111867_200w.jpg,2,1707,https://cpt.tcgcsv.com/mMV,2016-03-04T15:28:22.327,1,"If you control a ""Raidraptor"" monster other than ""Raidraptor - Fuzzy Lanius"": You can Special Summon this card from your hand. If this card is sent to the Graveyard: You can add 1 ""Raidraptor - Fuzzy Lanius"" from your Deck to your hand. You can only use each effect of ""Raidraptor - Fuzzy Lanius"" once per turn. You cannot Special Summon monsters the turn you activate either of this card's effects, except ""Raidraptor"" monsters.",0.24,0.49,1.69,0.32,,1st Edition,WIRA-EN017,Common,DARK,Winged Beast,Effect Monster,500,1500,
111868,Raidraptor - Singing Lanius,Raidraptor Singing Lanius,https://tcgplayer-cdn.tcgplayer.com/product/111868_200w.jpg,2,1707,https://cpt.tcgcsv.com/nMV,2016-03-04T15:31:27.513,1,"If you control a face-up Xyz Monster, you can Special Summon this card (from your hand). You can only Special Summon ""Raidraptor - Singing Lanius"" once per turn this way.",0.12,0.3,1.25,0.3,,1st Edition,WIRA-EN018,Common,DARK,Winged Beast,Effect Monster,100,100,
111869,Raidraptor - Sharp Lanius,Raidraptor Sharp Lanius,https://tcgplayer-cdn.tcgplayer.com/product/111869_200w.jpg,2,1707,https://cpt.tcgcsv.com/pMV,2016-03-04T15:31:11.73,1,"Once per turn, during your Main Phase, if this card was Normal or Special Summoned this turn: You can target 1 face-up Attack Position monster on the field; change it to face-up Defense Position. During your Main Phase 2, if this card attacked this turn: You can target 1 ""Raidraptor"" monster in your Graveyard; Special Summon it. You can only use this effect of ""Raidraptor - Sharp Lanius"" once per turn.",0.04,0.25,1.49,0.12,,1st Edition,WIRA-EN019,Common,DARK,Winged Beast,Effect Monster,1700,1000,
111870,Raidraptor - Mimicry Lanius,Raidraptor Mimicry Lanius,https://tcgplayer-cdn.tcgplayer.com/product/111870_200w.jpg,2,1707,https://cpt.tcgcsv.com/qMV,2016-03-04T15:29:02.48,1,"Once per turn, during your Main Phase, if this card was Normal or Special Summoned this turn: You can increase the Levels of all ""Raidraptor"" monsters you currently control by 1. During your Main Phase, if this card is in the Graveyard because it was sent there this turn: You can banish this card; add 1 ""Raidraptor"" card from your Deck to your hand, except ""Raidraptor - Mimicry Lanius"". You can only use this effect of ""Raidraptor - Mimicry Lanius"" once per turn.",0.31,0.5,2.19,0.48,,1st Edition,WIRA-EN020,Common,DARK,Winged Beast,Effect Monster,1100,1900,
111871,Raidraptor - Tribute Lanius,Raidraptor Tribute Lanius,https://tcgplayer-cdn.tcgplayer.com/product/111871_200w.jpg,2,1707,https://cpt.tcgcsv.com/rMV,2016-03-04T15:31:50.963,1,"During your Main Phase, if this card was Normal or Special Summoned this turn: You can send 1 ""Raidraptor"" card from your Deck to the Graveyard. During your Main Phase 2, if this card destroyed an opponent's monster by battle this turn: You can add 1 ""Rank-Up-Magic"" Quick-Play Spell Card from your Deck to your hand, also you cannot Special Summon monsters for the rest of this turn, except ""Raidraptor"" monsters. You can only use each effect of ""Raidraptor - Tribute Lanius"" once per turn.",1.7,2.52,19.99,2.2,,1st Edition,WIRA-EN021,Ultra Rare,DARK,Winged Beast,Effect Monster,1800,400,
111872,Raidraptor - Force Strix,Raidraptor Force Strix,https://tcgplayer-cdn.tcgplayer.com/product/111872_200w.jpg,2,1707,https://cpt.tcgcsv.com/sMV,2016-03-04T15:28:06.89,1,"2 Level 4 monsters
<br>This card gains 500 ATK and DEF for each Winged Beast-Type monster you control (other than this card). Once per turn: You can detach 1 Xyz Material from this card; add 1 Level 4 DARK Winged Beast-Type monster from your Deck to your hand.",2.0,3.46,30.0,2.39,,1st Edition,WIRA-EN022,Secret Rare,DARK,Winged Beast,Xyz/Effect Monster,100,2000,
111873,Raidraptor - Revolution Falcon,Raidraptor Revolution Falcon,https://tcgplayer-cdn.tcgplayer.com/product/111873_200w.jpg,2,1707,https://cpt.tcgcsv.com/tMV,2016-03-04T15:30:18.21,1,"3 Level 6 Winged Beast-Type monsters
<br>You can detach 1 Xyz Material from this card; this turn, this card can attack all monsters your opponent controls, once each. At the start of the Damage Step, if this card battles an opponent's face-up Special Summoned monster: That monster's ATK and DEF become 0. If this card has a ""Raidraptor"" Xyz Monster as Xyz Material, it gains this effect.
<br><b>-</b> Once per turn: You can target 1 monster your opponent controls; destroy it, and if you do, inflict damage to your opponent equal to half the ATK that monster had on the field.",0.18,0.25,1.51,0.27,,1st Edition,WIRA-EN023,Common,DARK,Winged Beast,Xyz/Effect Monster,2000,3000,
111874,Raidraptor - Satellite Cannon Falcon,Raidraptor Satellite Cannon Falcon,https://tcgplayer-cdn.tcgplayer.com/product/111874_200w.jpg,2,1707,https://cpt.tcgcsv.com/vMV,2016-03-04T15:30:35.647,1,"2 Level 8 Winged Beast-Type monsters
<br>If this card is Xyz Summoned by using a ""Raidraptor"" monster as Material: You can destroy all Spell and Trap Cards your opponent controls. Your opponent cannot activate cards or effects in response to this effect's activation. During either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; it loses 800 ATK for each ""Raidraptor"" monster in your Graveyard.",1.99,3.97,29.97,3.47,3.15,1st Edition,WIRA-EN024,Secret Rare,DARK,Winged Beast,Xyz/Effect Monster,3000,2000,
111875,Raidraptor - Call,Raidraptor Call,https://tcgplayer-cdn.tcgplayer.com/product/111875_200w.jpg,2,1707,https://cpt.tcgcsv.com/wMV,2016-03-04T15:27:05.297,1,"Target 1 ""Raidraptor"" monster you control; Special Summon 1 monster with the same name as that monster on the field from your hand or Deck in Defense Position. You can only activate 1 ""Raidraptor - Call"" per turn. You cannot Special Summon monsters during the turn you activate this card, except ""Raidraptor"" monsters.",1.19,2.17,12.17,1.78,,1st Edition,WIRA-EN025,Ultra Rare,SPELL,,Normal Spell,,,
111876,Raidraptor - Nest,Raidraptor Nest,https://tcgplayer-cdn.tcgplayer.com/product/111876_200w.jpg,2,1707,https://cpt.tcgcsv.com/xMV,2016-03-04T15:29:44.74,1,"If you control 2 or more ""Raidraptor"" monsters: You can add 1 ""Raidraptor"" monster from your Deck or Graveyard to your hand. You can only use this effect of ""Raidraptor - Nest"" once per turn.",0.12,0.25,1.45,0.24,,1st Edition,WIRA-EN026,Common,SPELL,,Normal Spell,,,
111877,Rank-Up-Magic Doom Double Force,Rank Up Magic Doom Double Force,https://tcgplayer-cdn.tcgplayer.com/product/111877_200w.jpg,2,1707,https://cpt.tcgcsv.com/zMV,2016-03-04T15:32:41.93,1,"Target 1 ""Raidraptor"" Xyz Monster in your Graveyard that was destroyed by battle and sent there this turn; Special Summon it, then Special Summon from your Extra Deck, 1 monster whose Rank is double that monster's, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon.)",0.2,0.72,4.99,0.61,,1st Edition,WIRA-EN027,Rare,SPELL,,Normal Spell,,,
111878,Rank-Up-Magic Soul Shave Force,Rank Up Magic Soul Shave Force,https://tcgplayer-cdn.tcgplayer.com/product/111878_200w.jpg,2,1707,https://cpt.tcgcsv.com/BMV,2022-10-29T19:01:34.453,1,"Pay half your LP, then target 1 ""Raidraptor"" Xyz Monster in your Graveyard; Special Summon it, then Special Summon from your Extra Deck, 1 monster that is 2 Ranks higher than that monster, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon.)",0.65,1.85,24.79,1.08,1.13,1st Edition,WIRA-EN028,Super Rare,SPELL,,Normal Spell,,,
111879,Raidraptor - Readiness,Raidraptor Readiness,https://tcgplayer-cdn.tcgplayer.com/product/111879_200w.jpg,2,1707,https://cpt.tcgcsv.com/CMV,2016-03-04T15:30:01.47,1,"This turn, ""Raidraptor"" monsters you control cannot be destroyed by battle. If you have a ""Raidraptor"" monster in your Graveyard: You can banish this card from your Graveyard; you take no damage this turn.",0.03,0.25,1.49,0.13,,1st Edition,WIRA-EN029,Common,TRAP,,Normal Trap,,,
111880,Super Quantum Red Layer,Super Quantum Red Layer,https://tcgplayer-cdn.tcgplayer.com/product/111880_200w.jpg,2,1707,https://cpt.tcgcsv.com/DMV,2016-03-04T15:37:56.99,1,"If you control no monsters, you can Special Summon this card (from your hand). You can only use each of these effects of ""Super Quantum Red Layer"" once per turn.
<br><b>-</b> When this card is Normal or Special Summoned: You can target 1 ""Super Quant"" card in your Graveyard; add it to your hand.
<br><b>-</b> If this card is sent to the Graveyard: You can target 1 ""Super Quant"" monster in your Graveyard, except ""Super Quantum Red Layer""; Special Summon it, but its effects cannot be activated.",3.99,9.95,34.99,5.5,,1st Edition,WIRA-EN030,Ultra Rare,FIRE,Warrior,Effect Monster,2000,800,
111881,Super Quantum Green Layer,Super Quantum Green Layer,https://tcgplayer-cdn.tcgplayer.com/product/111881_200w.jpg,2,1707,https://cpt.tcgcsv.com/FMV,2016-03-04T15:37:39.14,1,"When this card is Normal or Special Summoned: You can Special Summon 1 ""Super Quant"" monster from your hand. If this card is sent to the Graveyard: You can discard 1 ""Super Quant"" card; draw 1 card. You can only use each effect of ""Super Quantum Green Layer"" once per turn.",1.73,3.0,14.99,2.21,,1st Edition,WIRA-EN031,Super Rare,WIND,Spellcaster,Effect Monster,1600,1400,
111882,Super Quantum Blue Layer,Super Quantum Blue Layer,https://tcgplayer-cdn.tcgplayer.com/product/111882_200w.jpg,2,1707,https://cpt.tcgcsv.com/GMV,2016-03-04T15:37:21.433,1,"When this card is Normal or Special Summoned: You can add 1 ""Super Quant"" card from your Deck to your hand, except ""Super Quantum Blue Layer"". If this card is sent to the Graveyard: You can target up to 3 ""Super Quant"" cards in your Graveyard; shuffle them into the Deck. You can only use each effect of ""Super Quantum Blue Layer"" once per turn.",7.58,8.46,12.67,7.79,,1st Edition,WIRA-EN032,Rare,WATER,Psychic,Effect Monster,1200,2000,
111883,Super Quantal Fairy Alphan,Super Quantal Fairy Alphan,https://tcgplayer-cdn.tcgplayer.com/product/111883_200w.jpg,2,1707,https://cpt.tcgcsv.com/HMV,2016-03-04T15:35:05.22,1,"Once per turn: You can target 1 ""Super Quant"" monster you control; all face-up monsters you currently control become that target's current Level. You can Tribute this card; reveal 3 ""Super Quant"" monsters with different names from your Deck, your opponent randomly picks 1 for you to Special Summon, and you send the rest to the Graveyard. You can only use this effect of ""Super Quantum Fairy Alphan"" once per turn.",0.4,1.65,4.99,1.44,,1st Edition,WIRA-EN033,Common,LIGHT,Fairy,Effect Monster,0,0,
111884,Super Quantal Mech Beast Aeroboros,Super Quantal Mech Beast Aeroboros,https://tcgplayer-cdn.tcgplayer.com/product/111884_200w.jpg,2,1707,https://cpt.tcgcsv.com/JMV,2016-03-04T15:35:22.06,1,"2 Level 4 monsters
<br>Cannot attack unless it has Xyz Material. Once per turn: You can detach 1 Xyz Material from this card, then target 1 other face-up monster on the field; change it to face-down Defense Position.This effect can be activated during either player's turn, if this card has ""Super Quantum Green Layer"" as Xyz Material. Once per turn: You can attach 1 ""Super Quantum"" monster from your hand or field to this card as an Xyz Material.",0.75,1.34,10.99,1.22,,1st Edition,WIRA-EN035,Super Rare,WIND,Machine,Xyz/Effect Monster,2200,2400,
111885,Super Quantal Mech Beast Magnaliger,Super Quantal Mech Beast Magnaliger,https://tcgplayer-cdn.tcgplayer.com/product/111885_200w.jpg,2,1707,https://cpt.tcgcsv.com/KMV,2016-03-04T15:36:02.163,1,"2 Level 5 monsters
<br>Cannot attack unless it has Xyz Material. Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster on the field; destroy it. This effect can be activated during either player's turn, if this card has ""Super Quantum Red Layer"" as Xyz Material. Once per turn: You can attach 1 ""Super Quantum"" monster from your hand or field to this card as an Xyz Material.",4.99,6.99,31.95,5.89,,1st Edition,WIRA-EN036,Ultra Rare,FIRE,Machine,Xyz/Effect Monster,2600,2000,
111886,Super Quantal Mech King Great Magnus,Super Quantal Mech King Great Magnus,https://tcgplayer-cdn.tcgplayer.com/product/111886_200w.jpg,2,1707,https://cpt.tcgcsv.com/LMV,2016-03-04T15:36:24.897,1,"3 Level 12 monsters
<br>If this card is sent to the Graveyard: You can Special Summon 3 ""Super Quantal Mech Beast"" Xyz Monsters with different names from your Graveyard. This card gains these effects, based on the number of Xyz Materials with different names attached to it. 
<br><b>-</b> 2 or more: Once per turn, during either player's Main Phase: You can detach 1 Xyz Material from this card; shuffle 1 card on the field into the Deck. 
<br><b>-</b> 4 or more: It is unaffected by card effects, except ""Super Quant"" cards.
<br><b>-</b> 6 or more: Your opponent cannot add cards from the Deck to the hand by card effects.",6.5,7.75,69.69,7.15,,1st Edition,WIRA-EN037,Secret Rare,LIGHT,Machine,Xyz/Effect Monster,3600,3200,
111887,Crane Crane,Crane Crane,https://tcgplayer-cdn.tcgplayer.com/product/111887_200w.jpg,2,1707,https://cpt.tcgcsv.com/MMV,2016-03-04T15:21:00.823,1,"When this card is Normal Summoned: You can target 1 Level 3 monster in your Graveyard; Special Summon that target. Its effects are negated. You can only use this effect of ""Crane Crane"" once per turn.",0.01,0.25,1.55,0.17,,1st Edition,WIRA-EN040,Common,EARTH,Winged Beast,Effect Monster,300,900,
111888,Harpie Harpist,Harpie Harpist,https://tcgplayer-cdn.tcgplayer.com/product/111888_200w.jpg,2,1707,https://cpt.tcgcsv.com/NMV,2016-03-04T15:23:19.413,1,"This card's name becomes ""Harpie Lady"" while on the field or in the Graveyard. You can only use each of these effects of ""Harpie Harpist"" once per turn.
<br><b>-</b> When this card is Normal Summoned: You can target 1 Winged Beast-Type monster you control (other than this card) and 1 face-up monster your opponent controls; return them to the hand.
<br><b>-</b> During the End Phase, if this card is in the Graveyard because it was sent there this turn: You can add 1 Level 4 Winged Beast-Type monster with 1500 or less ATK from your Deck to your hand.",0.42,0.99,6.47,0.93,,1st Edition,WIRA-EN041,Rare,WIND,Winged Beast,Effect Monster,1700,600,
111889,Gem-Knight Pearl,Gem Knight Pearl,https://tcgplayer-cdn.tcgplayer.com/product/111889_200w.jpg,2,1707,https://cpt.tcgcsv.com/PMV,2016-03-04T15:22:36.8,1,2 Level 4 monsters,0.04,0.25,1.49,0.21,,1st Edition,WIRA-EN042,Common,EARTH,Rock,Xyz Monster,2600,1900,
111890,Gagaga Cowboy,Gagaga Cowboy,https://tcgplayer-cdn.tcgplayer.com/product/111890_200w.jpg,2,1707,https://cpt.tcgcsv.com/QMV,2016-03-04T15:22:09.313,1,"2 Level 4 monsters
<br>Once per turn: You can detach 1 Xyz Material from this card; apply this effect, depending on this card's current battle position.
<br><b>-</b> Attack Position: If this card attacks an opponent's monster this turn, it gains 1000 ATK, also the opponent's monster loses 500 ATK, during the Damage Step only.
<br><b>-</b> Defense Position: Inflict 800 damage to your opponent.",0.19,1.93,11.32,1.83,,1st Edition,WIRA-EN043,Rare,EARTH,Warior,Xyz/Effect Monster,1500,2400,
111891,Zubaba General,Zubaba General,https://tcgplayer-cdn.tcgplayer.com/product/111891_200w.jpg,2,1707,https://cpt.tcgcsv.com/RMV,2016-03-04T15:41:55.053,1,"2 Level 4 monsters
<br>Once per turn: You can detach 1 Xyz Material from this card; equip 1 Warrior-Type monster from your hand to this card. This card gains ATK equal to the combined ATK of the monsters equipped to it by this effect.",0.1,0.3,1.23,0.29,,1st Edition,WIRA-EN044,Common,EARTH,Warior,Xyz/Effect Monster,2000,1000,
111892,Number 66: Master Key Beetle,Number 66 Master Key Beetle,https://tcgplayer-cdn.tcgplayer.com/product/111892_200w.jpg,2,1707,https://cpt.tcgcsv.com/SMV,2016-03-04T15:25:19.8,1,"2 Level 4 DARK monsters
<br>Once per turn: You can detach 1 Xyz Material from this card, then target 1 card you control, except this card; while this card is face-up on the field, that card(s) cannot be destroyed by card effects. If this face-up card on the field would be destroyed, you can send one of its targets to the Graveyard instead.",0.04,0.25,1.99,0.17,,1st Edition,WIRA-EN045,Common,DARK,Insect,Xyz/Effect Monster,2500,800,
111893,Ghostrick Alucard,Ghostrick Alucard,https://tcgplayer-cdn.tcgplayer.com/product/111893_200w.jpg,2,1707,https://cpt.tcgcsv.com/TMV,2016-03-04T15:23:03.597,1,"2 Level 3 monsters
<br>Your opponent cannot target other ""Ghostrick"" monsters, or any face-down Defense Position monsters, for attacks. You can detach 1 Xyz Material from this card, then target 1 Set card your opponent controls; destroy that target. You can only use this effect of ""Ghostrick Alucard"" once per turn. If this card is sent to the Graveyard: You can target 1 other ""Ghostrick"" card in your Graveyard; add that target to your hand.",4.65,6.85,16.13,6.13,5.64,1st Edition,WIRA-EN046,Rare,DARK,Zombie,Xyz/Effect Monster,1800,1600,
111894,Number 101: Silent Honor ARK,Number 101 Silent Honor ARK,https://tcgplayer-cdn.tcgplayer.com/product/111894_200w.jpg,2,1707,https://cpt.tcgcsv.com/VMV,2016-03-04T15:24:45.63,1,"2 Level 4 monsters
<br>You can detach 2 Xyz Materials from this card, then target 1 Special Summoned monster your opponent controls in face-up Attack Position; attach it to this card as a face-up Xyz Material. You can only use this effect of ""Number 101: Silent Honor ARK"" once per turn. If this face-up card would be destroyed, you can detach 1 Xyz Material from this card instead.",0.38,0.75,5.99,0.64,,1st Edition,WIRA-EN047,Super Rare,WATER,Aqua,Xyz/Effect Monster,2100,1000,
111895,Bujinki Amaterasu,Bujinki Amaterasu,https://tcgplayer-cdn.tcgplayer.com/product/111895_200w.jpg,2,1707,https://cpt.tcgcsv.com/WMV,2016-03-04T15:19:57.243,1,"3 Level 4 monsters
<br>You can only control 1 ""Bujinki Amaterasu"". Once per turn, during either player's turn: You can detach 1 Xyz Material from this card; apply this effect, depending on whose turn it is.
<br><b>-</b> Your turn: Target 1 of your banished Level 4 or lower monsters; Special Summon that target.
<br><b>-</b> Your opponent's turn: Target 1 of your banished Level 4 or lower monsters; add that target to your hand.",0.01,0.25,1.49,0.19,,1st Edition,WIRA-EN048,Common,LIGHT,Beast-Warrior,Xyz/Effect Monster,2600,2500,
