productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extMonsterType,extAttack,extDefense
286261,Crystal Beast Token,Crystal Beast Token,https://tcgplayer-cdn.tcgplayer.com/product/286261_200w.jpg,2,3096,https://cpt.tcgcsv.com/fwj3,2022-09-30T04:03:15.39,1,"This card can be used as a ""Crystal Beast Token"".
<br><br>•If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",,0.01,0.2,1.52,0.12,,1st Edition,SDCB-EN049,Common,,Normal Token,,,
286262,Crystal Beast Ruby Carbuncle,Crystal Beast Ruby Carbuncle,https://tcgplayer-cdn.tcgplayer.com/product/286262_200w.jpg,2,3096,https://cpt.tcgcsv.com/gwj3,2022-09-30T04:03:15.39,1,"When this card is Special Summoned: You can Special Summon as many ""Crystal Beast"" Monster Cards as possible from your Spell & Trap Zones. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.",,0.01,0.15,1.49,0.08,,1st Edition,SDCB-EN001,Common,LIGHT,Effect Monster,Fairy,300,300
286263,Crystal Beast Amethyst Cat,Crystal Beast Amethyst Cat,https://tcgplayer-cdn.tcgplayer.com/product/286263_200w.jpg,2,3096,https://cpt.tcgcsv.com/hwj3,2022-09-30T04:03:15.39,1,"This card can attack your opponent directly, but when it uses this effect, any Battle Damage it inflicts to your opponent is halved. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the GY.",,0.01,0.15,1.49,0.08,,1st Edition,SDCB-EN002,Common,EARTH,Effect Monster,Beast,1200,400
286264,Crystal Beast Emerald Tortoise,Crystal Beast Emerald Tortoise,https://tcgplayer-cdn.tcgplayer.com/product/286264_200w.jpg,2,3096,https://cpt.tcgcsv.com/jwj3,2022-09-30T04:03:15.39,1,"Once per turn: You can target 1 monster you control that attacked this turn; change that target to Defense Position. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the GY.",,0.01,0.15,1.49,0.07,0.15,1st Edition,SDCB-EN003,Common,WATER,Effect Monster,Aqua,600,2000
286265,Crystal Beast Topaz Tiger,Crystal Beast Topaz Tiger,https://tcgplayer-cdn.tcgplayer.com/product/286265_200w.jpg,2,3096,https://cpt.tcgcsv.com/kwj3,2022-09-30T04:03:15.39,1,"If this card attacks an opponent's monster, it gains 400 ATK during the Damage Step only. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the GY.",,0.01,0.15,1.49,0.08,,1st Edition,SDCB-EN004,Common,EARTH,Effect Monster,Beast,1600,1000
286271,Crystal Beast Amber Mammoth,Crystal Beast Amber Mammoth,https://tcgplayer-cdn.tcgplayer.com/product/286271_200w.jpg,2,3096,https://cpt.tcgcsv.com/rwj3,2022-09-30T04:03:15.39,1,"When another face-up ""Crystal Beast"" monster you control is targeted for an attack: You can make this card the attack target instead. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the GY.",,0.01,0.15,1.49,0.07,,1st Edition,SDCB-EN005,Common,EARTH,Effect Monster,Beast,1700,1600
286287,Crystal Beast Cobalt Eagle,Crystal Beast Cobalt Eagle,https://tcgplayer-cdn.tcgplayer.com/product/286287_200w.jpg,2,3096,https://cpt.tcgcsv.com/Mwj3,2022-09-30T04:03:15.39,1,"Once per turn: You can target 1 face-up ""Crystal Beast"" card you control; return that target to the top of the Deck. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the GY.",,0.01,0.15,1.49,0.1,,1st Edition,SDCB-EN006,Common,WIND,Effect Monster,Winged Beast,1400,800
286288,Crystal Beast Sapphire Pegasus,Crystal Beast Sapphire Pegasus,https://tcgplayer-cdn.tcgplayer.com/product/286288_200w.jpg,2,3096,https://cpt.tcgcsv.com/Nwj3,2022-09-30T04:03:15.39,1,"When this card is Summoned: You can place 1 ""Crystal Beast"" monster from your hand, Deck, or GY, face-up in your Spell & Trap Zone as a Continuous Spell. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.",,0.04,0.16,1.49,0.1,,1st Edition,SDCB-EN007,Common,WIND,Effect Monster,Beast,1800,1200
286289,Rainbow Dark Dragon,Rainbow Dark Dragon,https://tcgplayer-cdn.tcgplayer.com/product/286289_200w.jpg,2,3096,https://cpt.tcgcsv.com/Pwj3,2022-09-30T04:03:15.39,1,"(This card is always treated as an ""Ultimate Crystal"" card.)
<br>Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 7 DARK monsters with different names from your GY. You can banish all other DARK monsters from your field and GY; this card gains 500 ATK for each card banished this way.",,0.01,0.2,1.49,0.2,0.1,1st Edition,SDCB-EN008,Common,DARK,Effect Monster,Dragon,4000,0
286290,Crystal Master,Crystal Master,https://tcgplayer-cdn.tcgplayer.com/product/286290_200w.jpg,2,3096,https://cpt.tcgcsv.com/Qwj3,2022-09-30T04:03:15.39,1,"<strong>Pendulum Effect:</strong> Your opponent cannot target ""Crystal Beast"" cards you control, or ""Ultimate Crystal"" monsters in your Monster Zone, with card effects.
<br><strong>Monster Effect:</strong> You can Tribute this card; add 1 ""Ultimate Crystal"" monster, ""Crystal Beast"" monster or ""Crystal"" Spell/Trap from your Deck to your hand.",,0.01,0.15,0.99,0.07,,1st Edition,SDCB-EN009,Common,DARK,Pendulum/Effect Monster,Spellcaster,1300,1000
286291,Crystal Keeper,Crystal Keeper,https://tcgplayer-cdn.tcgplayer.com/product/286291_200w.jpg,2,3096,https://cpt.tcgcsv.com/Rwj3,2022-09-30T04:03:15.39,1,"<strong>Pendulum Effect:</strong> Each turn, the first time an ""Ultimate Crystal"" monster(s) and/or ""Crystal Beast"" card(s) you control would be destroyed by card effect that turn, it is not destroyed.
<br><strong>Monster Effect:</strong> If a ""Crystal Beast"" monster you control battles an opponent's monster, during damage calculation (Quick Effect): You can Tribute this card from your hand or face-up from your field: your battling monster's ATK/DEF become double its original ATK/DEF during that damage calculation only, but it is destroyed at the end of this Damage Step.",,0.01,0.15,0.99,0.06,,1st Edition,SDCB-EN010,Common,FIRE,Pendulum/Effect Monster,Warrior,1500,1800
286292,Ancient City - Rainbow Ruins,Ancient City Rainbow Ruins,https://tcgplayer-cdn.tcgplayer.com/product/286292_200w.jpg,2,3096,https://cpt.tcgcsv.com/Swj3,2022-09-30T04:03:15.39,1,"You must have this many ""Crystal Beast"" cards in your Spell & Trap Card Zone to activate and to resolve these effects. • 1+: This card cannot be destroyed by card effects. • 2+: Once per turn (including the opponent's) you can halve the Battle Damage you take. • 3+: During either player's turn, when a Spell/Trap Card is activated: You can send 1 ""Crystal Beast"" monster you control to the GY; negate the activation, and if you do, destroy it. • 4+: Once per turn, during your Main Phase: You can draw 1 card. • 5: Once per turn, during your Main Phase: You can target 1 ""Crystal Beast"" card in your Spell & Trap Card Zone; Special Summon that target.",,0.01,0.15,1.33,0.08,,1st Edition,SDCB-EN018,Common,SPELL,Field Spell,,,
286293,Rainbow Bridge,Rainbow Bridge,https://tcgplayer-cdn.tcgplayer.com/product/286293_200w.jpg,2,3096,https://cpt.tcgcsv.com/Twj3,2022-09-30T04:03:15.39,1,"Add 1 ""Crystal"" Spell/Trap from your Deck to your hand.",,0.01,0.2,1.49,0.07,,1st Edition,SDCB-EN019,Common,SPELL,Normal Spell,,,
286294,Crystal Beacon,Crystal Beacon,https://tcgplayer-cdn.tcgplayer.com/product/286294_200w.jpg,2,3096,https://cpt.tcgcsv.com/Vwj3,2022-09-30T04:03:15.39,1,"Special Summon 1 ""Crystal Beast"" monster from your Deck. You must have 2 or more ""Crystal Beast"" cards in your Spell & Trap Card Zone to activate and to resolve this effect.",,0.01,0.15,1.49,0.09,,1st Edition,SDCB-EN020,Common,SPELL,Normal Spell,,,
286295,"Hamon, Lord of Striking Thunder",Hamon Lord of Striking Thunder,https://tcgplayer-cdn.tcgplayer.com/product/286295_200w.jpg,2,3096,https://cpt.tcgcsv.com/Wwj3,2022-09-30T04:03:15.39,1,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 face-up Continuous Spells you control to the GY. If this card destroys an opponent's monster by battle and sends it to the GY: Inflict 1000 damage to your opponent. While this card is in face-up Defense Position, monsters your opponent controls cannot target monsters for attacks, except this one.",,0.01,0.2,1.49,0.09,,1st Edition,SDCB-EN011,Common,LIGHT,Effect Monster,Thunder,4000,4000
286296,Dimension Shifter,Dimension Shifter,https://tcgplayer-cdn.tcgplayer.com/product/286296_200w.jpg,2,3096,https://cpt.tcgcsv.com/Xwj3,2022-09-30T04:03:15.39,1,"If you have no cards in your GY (Quick Effect): You can send this card from your hand to the GY; until the end of the next turn, any card sent to the GY is banished instead.",,0.09,0.33,3.27,0.21,,1st Edition,SDCB-EN012,Common,DARK,Effect Monster,Spellcaster,1200,2200
286297,"Contact ""C""",Contact C,https://tcgplayer-cdn.tcgplayer.com/product/286297_200w.jpg,2,3096,https://cpt.tcgcsv.com/Zwj3,2022-09-30T04:03:15.39,1,"When your opponent Normal or Special Summons a monster(s) (except during the Damage Step): You can Special Summon this card from your hand to the opponent's field in Defense Position. This card's controller cannot Fusion, Synchro, Xyz, or Link Summon unless they use this card as material.",,0.1,0.38,2.99,0.39,,1st Edition,SDCB-EN013,Common,EARTH,Effect Monster,Insect,1500,2200
286298,Ash Blossom & Joyous Spring,Ash Blossom and Joyous Spring,https://tcgplayer-cdn.tcgplayer.com/product/286298_200w.jpg,2,3096,https://cpt.tcgcsv.com/-wj3,2025-04-28T21:44:01.117,1,"When a card or effect is activated that includes any of these effects (Quick Effect): You can discard this card; negate that effect.
<br>• Add a card from the Deck to the hand.
<br>• Special Summon from the Deck.
<br>• Send a card from the Deck to the GY.
<br>You can only use this effect of ""Ash Blossom & Joyous Spring"" once per turn.",,1.5,3.0,14.99,3.05,5.44,1st Edition,SDCB-EN014,Common,FIRE,Tuner/Effect Monster,Zombie,0,1800
286299,Ghost Belle & Haunted Mansion,Ghost Belle and Haunted Mansion,https://tcgplayer-cdn.tcgplayer.com/product/286299_200w.jpg,2,3096,https://cpt.tcgcsv.com/_wj3,2022-09-30T04:03:15.39,1,"When a card or effect is activated that includes any of these effects (Quick Effect): You can discard this card; negate that activation.
<br>• Add a card(s) from the GY to the hand, Deck, and/or Extra Deck.
<br>• Special Summon a Monster Card(s) from the GY.
<br>• Banish a card(s) from the GY.
<br>You can only use this effect of ""Ghost Belle & Haunted Mansion"" once per turn.",,0.35,1.93,9.0,1.68,,1st Edition,SDCB-EN015,Common,EARTH,Tuner/Effect Monster,Zombie,0,1800
286300,Crystal Blessing,Crystal Blessing,https://tcgplayer-cdn.tcgplayer.com/product/286300_200w.jpg,2,3096,https://cpt.tcgcsv.com/0xj3,2022-09-30T04:03:15.39,1,"Target up to 2 ""Crystal Beast"" monsters in your GY; place those targets face-up in your Spell & Trap Card Zone as Continuous Spell Cards.",,0.01,0.15,1.49,0.07,,1st Edition,SDCB-EN021,Common,SPELL,Normal Spell,,,
286301,Crystal Abundance,Crystal Abundance,https://tcgplayer-cdn.tcgplayer.com/product/286301_200w.jpg,2,3096,https://cpt.tcgcsv.com/2xj3,2022-09-30T04:03:15.39,1,"Send 4 ""Crystal Beast"" cards from your Spell & Trap Card Zone to the GY; send all cards on the field to the GY, then Special Summon as many ""Crystal Beast"" monsters as possible from your GY, up to the number of cards your opponent controlled that were sent to the GY by this card's effect.",,0.01,0.15,1.49,0.06,,1st Edition,SDCB-EN022,Common,SPELL,Normal Spell,,,
286302,Crystal Promise,Crystal Promise,https://tcgplayer-cdn.tcgplayer.com/product/286302_200w.jpg,2,3096,https://cpt.tcgcsv.com/3xj3,2022-09-30T04:03:15.39,1,Select 1 Crystal Beast card in your Spell & Trap Card Zone and Special Summon it.,,0.01,0.15,0.99,0.07,,1st Edition,SDCB-EN023,Common,SPELL,Normal Spell,,0,0
286303,Crystal Tree,Crystal Tree,https://tcgplayer-cdn.tcgplayer.com/product/286303_200w.jpg,2,3096,https://cpt.tcgcsv.com/5xj3,2022-09-30T04:03:15.39,1,"Each time a ""Crystal Beast"" monster(s) is placed in either player's Spell & Trap Zone, place 1 Crystal Counter on this card. You can send this card to the GY; take a number of ""Crystal Beast"" monsters from your Deck equal to the number of Crystal Counters that were on this card, and place them face-up in your Spell & Trap Zone as Continuous Spells.",,0.01,0.15,1.49,0.08,,1st Edition,SDCB-EN024,Common,SPELL,Continuous Spell,,,
286304,Crystal Release,Crystal Release,https://tcgplayer-cdn.tcgplayer.com/product/286304_200w.jpg,2,3096,https://cpt.tcgcsv.com/6xj3,2022-09-30T04:03:15.39,1,"Equip only to a ""Crystal Beast"" monster. It gains 800 ATK. When this card is sent from the field to the GY: You can place 1 ""Crystal Beast"" monster from your Deck face-up in your Spell & Trap Zone as a Continuous Spell.",,0.01,0.15,1.49,0.06,,1st Edition,SDCB-EN025,Common,SPELL,Equip Spell,,,
286305,Rare Value,Rare Value,https://tcgplayer-cdn.tcgplayer.com/product/286305_200w.jpg,2,3096,https://cpt.tcgcsv.com/7xj3,2022-09-30T04:03:15.39,1,"If you control 2 or more ""Crystal Beast"" cards in your Spell & Trap Zone: Your opponent chooses 1 ""Crystal Beast"" card in your Spell & Trap Zone, you send it to the GY, and if you do, you draw 2 cards.",,0.01,0.15,1.32,0.08,,1st Edition,SDCB-EN026,Common,SPELL,Normal Spell,,,
286306,Rainbow Refraction,Rainbow Refraction,https://tcgplayer-cdn.tcgplayer.com/product/286306_200w.jpg,2,3096,https://cpt.tcgcsv.com/8xj3,2022-09-30T04:03:15.39,1,"If a monster(s) you control whose original name is ""Rainbow Dragon"" or ""Rainbow Dark Dragon"" activated its effect this turn: Special Summon any number of ""Crystal Beast"" monsters with different names from your Deck.",,0.01,0.15,0.99,0.06,,1st Edition,SDCB-EN027,Common,SPELL,Quick-Play Spell,,,
286307,Advanced Dark,Advanced Dark,https://tcgplayer-cdn.tcgplayer.com/product/286307_200w.jpg,2,3096,https://cpt.tcgcsv.com/9xj3,2022-09-30T04:03:15.39,1,"All ""Crystal Beast"" monsters on the field and in the GY become DARK. If an ""Ultimate Crystal"" monster attacks, negate the effects of the attack target during that Battle Phase. During damage calculation, if a ""Crystal Beast"" monster you control battles and you would take damage: You can send 1 ""Crystal Beast"" monster from your Deck to the GY; you take no battle damage from that battle.",,0.01,0.15,0.99,0.06,,1st Edition,SDCB-EN028,Common,SPELL,Field Spell,,,
286308,The Melody of Awakening Dragon,The Melody of Awakening Dragon,https://tcgplayer-cdn.tcgplayer.com/product/286308_200w.jpg,2,3096,https://cpt.tcgcsv.com/bxj3,2022-09-30T04:03:15.39,1,Discard 1 card; add up to 2 Dragon-Type monsters with 3000 or more ATK and 2500 or less DEF from your Deck to your hand.,,0.01,0.2,1.49,0.11,,1st Edition,SDCB-EN029,Common,SPELL,Normal Spell,,,
286309,Foolish Burial Goods,Foolish Burial Goods,https://tcgplayer-cdn.tcgplayer.com/product/286309_200w.jpg,2,3096,https://cpt.tcgcsv.com/cxj3,2022-09-30T04:03:15.39,1,"Send 1 Spell/Trap from your Deck to the GY. You can only activate 1 ""Foolish Burial Goods"" per turn.",,0.25,0.42,2.11,0.39,,1st Edition,SDCB-EN030,Common,SPELL,Normal Spell,,,
286310,Cosmic Cyclone,Cosmic Cyclone,https://tcgplayer-cdn.tcgplayer.com/product/286310_200w.jpg,2,3096,https://cpt.tcgcsv.com/dxj3,2023-11-10T08:32:58.783,1,"Pay 1000 LP, then target 1 Spell/Trap on the field; banish it.",,0.05,0.25,1.99,0.11,0.18,1st Edition,SDCB-EN031,Common,SPELL,Quick-Play Spell,,,
286311,Crystal Pair,Crystal Pair,https://tcgplayer-cdn.tcgplayer.com/product/286311_200w.jpg,2,3096,https://cpt.tcgcsv.com/fxj3,2022-09-30T04:03:15.39,1,"When a ""Crystal Beast"" monster you control is destroyed by battle and sent to the GY: Place 1 ""Crystal Beast"" monster from your Deck face-up in your Spell & Trap Card Zone as a Continuous Spell Card, then you take no Battle Damage for the rest of this turn.",,0.01,0.15,1.49,0.06,,1st Edition,SDCB-EN035,Common,TRAP,,,0,0
286312,Crystal Conclave,Crystal Conclave,https://tcgplayer-cdn.tcgplayer.com/product/286312_200w.jpg,2,3096,https://cpt.tcgcsv.com/gxj3,2022-09-30T04:03:15.39,1,"Once per turn, if a face-up ""Crystal Beast"" monster(s) you control is destroyed by battle or card effect: You can Special Summon 1 ""Crystal Beast"" monster from your Deck. You can send this face-up card from the field to the GY, then target 1 ""Crystal Beast"" card you control and 1 card on the field; return them to the hand. You cannot activate these effects in the same Chain.",,0.01,0.15,1.49,0.08,,1st Edition,SDCB-EN036,Common,TRAP,Continuous Trap,,,
286313,Ultimate Crystal Magic,Ultimate Crystal Magic,https://tcgplayer-cdn.tcgplayer.com/product/286313_200w.jpg,2,3096,https://cpt.tcgcsv.com/hxj3,2022-09-30T04:03:15.39,1,"When your ""Crystal Beast"" monster is destroyed by battle: You can send 7 ""Crystal Beast"" cards with different names from your hand, Deck and/or face-up field to the GY; Special Summon 1 ""Ultimate Crystal"" Fusion Monster from your Extra Deck. (This is treated as a Fusion Summon.) If a face-up ""Ultimate Crystal"" monster you control leaves the field because of an opponent's card effect: You can banish this card from your GY; place any number of ""Crystal Beast"" monsters from your GY, face-up in your Spell & Trap Zone as Continuous Spells.",,0.01,0.15,1.49,0.07,,1st Edition,SDCB-EN037,Common,TRAP,Normal Trap,,,
286314,Counter Gem,Counter Gem,https://tcgplayer-cdn.tcgplayer.com/product/286314_200w.jpg,2,3096,https://cpt.tcgcsv.com/jxj3,2022-09-30T04:03:15.39,1,"Send all cards in your Spell & Trap Card Zone to the GY. Place as many ""Crystal Beast"" monsters as possible from your Graveyard in your Spell & Trap Card Zone, face-up, as Continuous Spell Cards. During the End Phase, destroy all face-up ""Crystal Beast"" cards you control.",,0.01,0.15,1.49,0.08,,1st Edition,SDCB-EN038,Common,TRAP,Normal Trap,,,
286315,Ferret Flames,Ferret Flames,https://tcgplayer-cdn.tcgplayer.com/product/286315_200w.jpg,2,3096,https://cpt.tcgcsv.com/kxj3,2022-09-30T04:03:15.39,1,"If the combined ATK of all face-up monsters your opponent controls is higher than your LP: Make your opponent shuffle monsters they control into the Deck (their choice), so that the combined ATK of the remaining monsters they control becomes less than or equal to your LP.",,0.05,0.25,1.49,0.2,,1st Edition,SDCB-EN039,Common,TRAP,Normal Trap,,,
286317,Metaverse,Metaverse,https://tcgplayer-cdn.tcgplayer.com/product/286317_200w.jpg,2,3096,https://cpt.tcgcsv.com/mxj3,2022-09-30T04:03:15.39,1,"Take 1 Field Spell from your Deck, and either activate it or add it to your hand.",,0.01,0.25,1.49,0.09,,1st Edition,SDCB-EN040,Common,TRAP,Normal Trap,,,
286318,Rainbow Dragon,Rainbow Dragon,https://tcgplayer-cdn.tcgplayer.com/product/286318_200w.jpg,2,3096,https://cpt.tcgcsv.com/nxj3,2022-10-03T13:09:17.46,1,"(This card is always treated as an ""Ultimate Crystal"" card.)
<br>Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having 7 ""Crystal Beast"" cards with different names on your field and/or GY. This card cannot activate the following effects the turn it is Special Summoned. (Quick Effect): You can send all face-up ""Crystal Beast"" monsters you control to the GY; this card gains 1000 ATK for each monster sent to the GY. You can banish all ""Crystal Beast"" monsters from your GY; shuffle all cards on the field into the Deck.",,0.05,0.25,3.0,0.1,,1st Edition,SDCB-EN041,Ultra Rare,LIGHT,Effect Monster,Dragon,4000,0
286319,Crystal Bond,Crystal Bond,https://tcgplayer-cdn.tcgplayer.com/product/286319_200w.jpg,2,3096,https://cpt.tcgcsv.com/pxj3,2022-09-30T04:03:15.39,1,"Add 1 ""Crystal Beast"" monster from your Deck to your hand, and place 1 ""Crystal Beast"" monster with a different name from your Deck face-up in your Spell & Trap Zone as a Continuous Spell. You can only activate 1 ""Crystal Bond"" per turn.",,0.05,0.25,3.0,0.17,,1st Edition,SDCB-EN046,Ultra Rare,SPELL,Normal Spell,,,
