productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extLinkRating,extLinkArrows,extUPC
166318,Gouki Bearhug,Gouki Bearhug,https://tcgplayer-cdn.tcgplayer.com/product/166318_200w.jpg,2,2212,https://cpt.tcgcsv.com/nxl2,2018-06-14T19:32:21,1,"If this card is Special Summoned by the effect of a ""Gouki"" card, or Normal Summoned: You can target 1 face-up monster your opponent controls; its ATK becomes half its original ATK, until the end of this turn. If this card is sent from the field to the GY: You can add 1 ""Gouki"" card from your Deck to your hand, except ""Gouki Bearhug"". You can only use each effect of ""Gouki Bearhug"" once per turn.",0.02,0.24,1.35,0.18,,1st Edition,FLOD-EN010,Common,EARTH,Warrior,Effect Monster,2400,0,,,
166319,Defrag Dragon,Defrag Dragon,https://tcgplayer-cdn.tcgplayer.com/product/166319_200w.jpg,2,2212,https://cpt.tcgcsv.com/pxl2,2024-07-26T18:49:53.233,1,"You can Special Summon this card (from your hand) by sending 1 other monster from your hand to the GY. You can only Special Summon ""Defrag Dragon"" once per turn this way. If this card is in your GY: You can banish 3 other monsters with the same name from your GY; Special Summon this card. You can only use this effect of ""Defrag Dragon"" once per turn.",0.03,0.2,1.39,0.12,0.05,Unlimited,FLOD-EN011,Common,DARK,Dragon,Effect Monster,1000,600,,,
166319,Defrag Dragon,Defrag Dragon,https://tcgplayer-cdn.tcgplayer.com/product/166319_200w.jpg,2,2212,https://cpt.tcgcsv.com/pxl2,2024-07-26T18:49:53.233,1,"You can Special Summon this card (from your hand) by sending 1 other monster from your hand to the GY. You can only Special Summon ""Defrag Dragon"" once per turn this way. If this card is in your GY: You can banish 3 other monsters with the same name from your GY; Special Summon this card. You can only use this effect of ""Defrag Dragon"" once per turn.",0.01,0.25,1.49,0.1,0.11,1st Edition,FLOD-EN011,Common,DARK,Dragon,Effect Monster,1000,600,,,
166320,Background Dragon,Background Dragon,https://tcgplayer-cdn.tcgplayer.com/product/166320_200w.jpg,2,2212,https://cpt.tcgcsv.com/qxl2,2018-06-14T19:32:59.357,1,"If this card is in your GY and you control no cards: You can Special Summon both this card and 1 Level 4 or lower Dragon monster from your hand in Defense Position, but banish this card when it leaves the field. You can only use this effect of ""Background Dragon"" once per turn.",0.01,0.2,1.49,0.08,0.11,Unlimited,FLOD-EN012,Common,DARK,Dragon,Effect Monster,1600,1800,,,
166320,Background Dragon,Background Dragon,https://tcgplayer-cdn.tcgplayer.com/product/166320_200w.jpg,2,2212,https://cpt.tcgcsv.com/qxl2,2018-06-14T19:32:59.357,1,"If this card is in your GY and you control no cards: You can Special Summon both this card and 1 Level 4 or lower Dragon monster from your hand in Defense Position, but banish this card when it leaves the field. You can only use this effect of ""Background Dragon"" once per turn.",0.01,0.21,1.0,0.09,0.1,1st Edition,FLOD-EN012,Common,DARK,Dragon,Effect Monster,1600,1800,,,
166321,Tindangle Trinity,Tindangle Trinity,https://tcgplayer-cdn.tcgplayer.com/product/166321_200w.jpg,2,2212,https://cpt.tcgcsv.com/rxl2,2024-07-26T18:49:53.283,1,"FLIP: You can Special Summon 1 ""Tindangle Base Gardna"" from your Deck.
<br>If this card is flipped face-up, your ""Tindangle"" monsters cannot be destroyed by battle while this card is face-up on the field. If this card is sent to the GY as material for the Link Summon of a ""Tindangle"" Link Monster: You can add 1 ""Gergonne's End"" from your Deck to your hand, then send 1 Spell/Trap from your Deck to the GY. You can only use this effect of ""Tindangle Trinity"" once per turn.",0.03,0.2,1.5,0.16,0.13,1st Edition,FLOD-EN013,Common,DARK,Fiend,Flip/Effect Monster,0,1500,,,
166321,Tindangle Trinity,Tindangle Trinity,https://tcgplayer-cdn.tcgplayer.com/product/166321_200w.jpg,2,2212,https://cpt.tcgcsv.com/rxl2,2024-07-26T18:49:53.283,1,"FLIP: You can Special Summon 1 ""Tindangle Base Gardna"" from your Deck.
<br>If this card is flipped face-up, your ""Tindangle"" monsters cannot be destroyed by battle while this card is face-up on the field. If this card is sent to the GY as material for the Link Summon of a ""Tindangle"" Link Monster: You can add 1 ""Gergonne's End"" from your Deck to your hand, then send 1 Spell/Trap from your Deck to the GY. You can only use this effect of ""Tindangle Trinity"" once per turn.",0.05,0.19,1.36,0.17,,Unlimited,FLOD-EN013,Common,DARK,Fiend,Flip/Effect Monster,0,1500,,,
166322,Altergeist Multifaker,Altergeist Multifaker,https://tcgplayer-cdn.tcgplayer.com/product/166322_200w.jpg,2,2212,https://cpt.tcgcsv.com/sxl2,2018-06-14T19:33:37.433,1,"If you activate a Trap Card (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned: You can Special Summon 1 ""Altergeist"" monster from your Deck in Defense Position, except ""Altergeist Multifaker"". You cannot Special Summon monsters the turn you activate this effect, except ""Altergeist"" monsters. You can only use each effect of ""Altergeist Multifaker"" once per turn.",0.15,0.66,6.99,0.77,,Unlimited,FLOD-EN014,Ultra Rare,DARK,Spellcaster,Effect Monster,1200,800,,,
166322,Altergeist Multifaker,Altergeist Multifaker,https://tcgplayer-cdn.tcgplayer.com/product/166322_200w.jpg,2,2212,https://cpt.tcgcsv.com/sxl2,2018-06-14T19:33:37.433,1,"If you activate a Trap Card (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned: You can Special Summon 1 ""Altergeist"" monster from your Deck in Defense Position, except ""Altergeist Multifaker"". You cannot Special Summon monsters the turn you activate this effect, except ""Altergeist"" monsters. You can only use each effect of ""Altergeist Multifaker"" once per turn.",0.13,0.62,3.5,0.67,0.75,1st Edition,FLOD-EN014,Ultra Rare,DARK,Spellcaster,Effect Monster,1200,800,,,
166323,Altergeist Pixiel,Altergeist Pixiel,https://tcgplayer-cdn.tcgplayer.com/product/166323_200w.jpg,2,2212,https://cpt.tcgcsv.com/txl2,2018-06-14T19:33:57.68,1,"You can Tribute this card; excavate the top 3 cards of your Deck, add 1 excavated ""Altergeist"" card to your hand, also send the remaining cards to the GY. You can only use this effect of ""Altergeist Pixiel"" once per turn.",0.01,0.2,1.35,0.18,0.11,1st Edition,FLOD-EN015,Common,WIND,Spellcaster,Effect Monster,100,100,,,
166323,Altergeist Pixiel,Altergeist Pixiel,https://tcgplayer-cdn.tcgplayer.com/product/166323_200w.jpg,2,2212,https://cpt.tcgcsv.com/txl2,2018-06-14T19:33:57.68,1,"You can Tribute this card; excavate the top 3 cards of your Deck, add 1 excavated ""Altergeist"" card to your hand, also send the remaining cards to the GY. You can only use this effect of ""Altergeist Pixiel"" once per turn.",0.01,0.15,5.0,0.12,0.05,Unlimited,FLOD-EN015,Common,WIND,Spellcaster,Effect Monster,100,100,,,
166324,Mekk-Knight Avram,Mekk Knight Avram,https://tcgplayer-cdn.tcgplayer.com/product/166324_200w.jpg,2,2212,https://cpt.tcgcsv.com/vxl2,2024-07-26T18:49:53.313,1,"<em>""Check THIS out!""</em>",0.1,0.23,1.41,0.23,,Unlimited,FLOD-EN016,Common,LIGHT,Psychic,Normal Monster,2000,0,,,
166324,Mekk-Knight Avram,Mekk Knight Avram,https://tcgplayer-cdn.tcgplayer.com/product/166324_200w.jpg,2,2212,https://cpt.tcgcsv.com/vxl2,2024-07-26T18:49:53.313,1,"<em>""Check THIS out!""</em>",0.09,0.25,1.55,0.19,,1st Edition,FLOD-EN016,Common,LIGHT,Psychic,Normal Monster,2000,0,,,
166325,Knightmare Corruptor Iblee,Knightmare Corruptor Iblee,https://tcgplayer-cdn.tcgplayer.com/product/166325_200w.jpg,2,2212,https://cpt.tcgcsv.com/wxl2,2018-06-14T19:34:45.323,1,"When this card is Normal Summoned: You can target 1 Link Monster in your GY; Special Summon it linked to this card, but change its ATK to 0, also it has its effects negated. You cannot Special Summon monsters, except Link Monsters. If this card you control is sent to your GY: You can Special Summon this card to your opponent's field in Defense Position. You can only use this effect of ""Knightmare Corruptor Iblee"" once per turn.",1.79,4.71,20.0,2.72,,1st Edition,FLOD-EN017,Secret Rare,DARK,Cyberse,Effect Monster,0,0,,,
166325,Knightmare Corruptor Iblee,Knightmare Corruptor Iblee,https://tcgplayer-cdn.tcgplayer.com/product/166325_200w.jpg,2,2212,https://cpt.tcgcsv.com/wxl2,2018-06-14T19:34:45.323,1,"When this card is Normal Summoned: You can target 1 Link Monster in your GY; Special Summon it linked to this card, but change its ATK to 0, also it has its effects negated. You cannot Special Summon monsters, except Link Monsters. If this card you control is sent to your GY: You can Special Summon this card to your opponent's field in Defense Position. You can only use this effect of ""Knightmare Corruptor Iblee"" once per turn.",1.06,3.26,29.0,1.96,,Unlimited,FLOD-EN017,Secret Rare,DARK,Cyberse,Effect Monster,0,0,,,
166326,"World Legacy - ""World Lance""",World Legacy World Lance,https://tcgplayer-cdn.tcgplayer.com/product/166326_200w.jpg,2,2212,https://cpt.tcgcsv.com/xxl2,2018-06-14T19:35:19.023,1,"Your opponent's monsters cannot attack ""World Legacy"" monsters you control, except this one. You can only use each of the following effects of ""World Legacy - ""World Lance"""" once per turn.
<br>• If 2 monsters battle, including a Link Monster, during damage calculation (Quick Effect): You can discard this card; your opponent's battling monster loses 3000 ATK.
<br>• If a monster(s) is Special Summoned from the Extra Deck: Special Summon 1 ""World Legacy Token"" (Machine/DARK/Level 1/ATK 0/DEF 0) to each player's field in Defense Position.",0.03,0.22,1.36,0.18,,Unlimited,FLOD-EN018,Rare,DARK,Machine,Effect Monster,3000,0,,,
166326,"World Legacy - ""World Lance""",World Legacy World Lance,https://tcgplayer-cdn.tcgplayer.com/product/166326_200w.jpg,2,2212,https://cpt.tcgcsv.com/xxl2,2018-06-14T19:35:19.023,1,"Your opponent's monsters cannot attack ""World Legacy"" monsters you control, except this one. You can only use each of the following effects of ""World Legacy - ""World Lance"""" once per turn.
<br>• If 2 monsters battle, including a Link Monster, during damage calculation (Quick Effect): You can discard this card; your opponent's battling monster loses 3000 ATK.
<br>• If a monster(s) is Special Summoned from the Extra Deck: Special Summon 1 ""World Legacy Token"" (Machine/DARK/Level 1/ATK 0/DEF 0) to each player's field in Defense Position.",0.01,0.25,1.36,0.02,,1st Edition,FLOD-EN018,Rare,DARK,Machine,Effect Monster,3000,0,,,
166327,Elementsaber Aina,Elementsaber Aina,https://tcgplayer-cdn.tcgplayer.com/product/166327_200w.jpg,2,2212,https://cpt.tcgcsv.com/zxl2,2024-07-26T18:49:53.343,1,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY, then target 1 ""Elementsaber"" or ""Elemental Lord"" monster in your GY, except ""Elementsaber Aina""; Special Summon it, ignoring its Summoning conditions. Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.05,0.25,1.49,0.18,0.11,1st Edition,FLOD-EN019,Common,EARTH,Warrior,Effect Monster,900,1800,,,
166327,Elementsaber Aina,Elementsaber Aina,https://tcgplayer-cdn.tcgplayer.com/product/166327_200w.jpg,2,2212,https://cpt.tcgcsv.com/zxl2,2024-07-26T18:49:53.343,1,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY, then target 1 ""Elementsaber"" or ""Elemental Lord"" monster in your GY, except ""Elementsaber Aina""; Special Summon it, ignoring its Summoning conditions. Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.01,0.19,1.49,0.08,0.05,Unlimited,FLOD-EN019,Common,EARTH,Warrior,Effect Monster,900,1800,,,
166328,Elementsaber Makani,Elementsaber Makani,https://tcgplayer-cdn.tcgplayer.com/product/166328_200w.jpg,2,2212,https://cpt.tcgcsv.com/Bxl2,2022-04-02T04:35:48.73,1,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY; add 1 ""Elementsaber"" or ""Elemental Lord"" monster from your Deck to your hand, except ""Elementsaber Makani"". Once per turn, if this card is in the GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.24,0.58,4.99,0.45,,1st Edition,FLOD-EN020,Ultra Rare,WIND,Warrior,Effect Monster,1300,1200,,,
166328,Elementsaber Makani,Elementsaber Makani,https://tcgplayer-cdn.tcgplayer.com/product/166328_200w.jpg,2,2212,https://cpt.tcgcsv.com/Bxl2,2022-04-02T04:35:48.73,1,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY; add 1 ""Elementsaber"" or ""Elemental Lord"" monster from your Deck to your hand, except ""Elementsaber Makani"". Once per turn, if this card is in the GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.28,0.75,4.98,0.61,,Unlimited,FLOD-EN020,Ultra Rare,WIND,Warrior,Effect Monster,1300,1200,,,
166329,Elementsaber Nalu,Elementsaber Nalu,https://tcgplayer-cdn.tcgplayer.com/product/166329_200w.jpg,2,2212,https://cpt.tcgcsv.com/Cxl2,2024-07-26T18:49:53.377,1,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY, then target 1 ""Elementsaber"" or ""Elemental Lord"" monster in your GY, except ""Elementsaber Nalu""; add it to your hand. Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.01,0.33,1.99,0.19,,1st Edition,FLOD-EN021,Super Rare,WATER,Warrior,Effect Monster,1500,1000,,,
166329,Elementsaber Nalu,Elementsaber Nalu,https://tcgplayer-cdn.tcgplayer.com/product/166329_200w.jpg,2,2212,https://cpt.tcgcsv.com/Cxl2,2024-07-26T18:49:53.377,1,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY, then target 1 ""Elementsaber"" or ""Elemental Lord"" monster in your GY, except ""Elementsaber Nalu""; add it to your hand. Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.08,0.25,1.49,0.17,0.11,Unlimited,FLOD-EN021,Super Rare,WATER,Warrior,Effect Monster,1500,1000,,,
166330,Elementsaber Malo,Elementsaber Malo,https://tcgplayer-cdn.tcgplayer.com/product/166330_200w.jpg,2,2212,https://cpt.tcgcsv.com/Dxl2,2018-06-14T19:36:40.27,1,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY; send 1 ""Elementsaber"" or ""Elemental Lord"" monster from your Deck to the GY, except ""Elementsaber Malo"". Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.01,0.2,1.37,0.15,,1st Edition,FLOD-EN022,Common,FIRE,Warrior,Effect Monster,1700,200,,,
166330,Elementsaber Malo,Elementsaber Malo,https://tcgplayer-cdn.tcgplayer.com/product/166330_200w.jpg,2,2212,https://cpt.tcgcsv.com/Dxl2,2018-06-14T19:36:40.27,1,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY; send 1 ""Elementsaber"" or ""Elemental Lord"" monster from your Deck to the GY, except ""Elementsaber Malo"". Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.01,0.15,1.32,0.12,,Unlimited,FLOD-EN022,Common,FIRE,Warrior,Effect Monster,1700,200,,,
166331,Elementsaber Lapauila,Elementsaber Lapauila,https://tcgplayer-cdn.tcgplayer.com/product/166331_200w.jpg,2,2212,https://cpt.tcgcsv.com/Fxl2,2024-07-26T18:49:53.413,1,"Once per turn, when a Spell/Trap Card is activated (Quick Effect): You can send 1 ""Elementsaber"" monster from your hand to the GY; negate the activation, and if you do, destroy that card. Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.09,0.25,1.4,0.13,,Unlimited,FLOD-EN023,Super Rare,LIGHT,Warrior,Effect Monster,400,2100,,,
166331,Elementsaber Lapauila,Elementsaber Lapauila,https://tcgplayer-cdn.tcgplayer.com/product/166331_200w.jpg,2,2212,https://cpt.tcgcsv.com/Fxl2,2024-07-26T18:49:53.413,1,"Once per turn, when a Spell/Trap Card is activated (Quick Effect): You can send 1 ""Elementsaber"" monster from your hand to the GY; negate the activation, and if you do, destroy that card. Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.05,0.3,1.99,0.18,0.19,1st Edition,FLOD-EN023,Super Rare,LIGHT,Warrior,Effect Monster,400,2100,,,
