productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extLinkRating,extLinkArrows,extDefense
177595,Destiny HERO - Disk Commander,Destiny HERO Disk Commander,https://tcgplayer-cdn.tcgplayer.com/product/177595_200w.jpg,2,2336,https://cpt.tcgcsv.com/W2r2,2024-08-12T19:55:30.933,1,"Cannot be Special Summoned from the GY the turn this card was sent to the GY. If this card is Special Summoned from the GY: You can draw 2 cards. You can only use this effect of ""Destiny HERO - Disk Commander"" once per Duel.",0.06,0.34,2.99,0.19,0.16,1st Edition,LEHD-ENA08,Ultra Rare,DARK,Warrior,Effect Monster,300,,,300
177596,Destiny HERO - Dark Angel,Destiny HERO Dark Angel,https://tcgplayer-cdn.tcgplayer.com/product/177596_200w.jpg,2,2336,https://cpt.tcgcsv.com/X2r2,2025-05-31T20:26:38.647,1,"If you have 3 or more ""Destiny HERO"" monsters in your GY: You can discard this card, then target 1 ""Destiny HERO"" monster in your GY; Special Summon it to your opponent's field in Defense Position. When a Spell Card or effect you activate resolves, negate that effect, and if you do, or if it did not have an effect, destroy that card. During your Standby Phase: You can banish this card and 1 ""Destiny HERO"" monster from your GY; each player chooses 1 Normal Spell from their Deck, and places it on top of their Deck.",0.19,0.46,1.56,0.44,0.33,1st Edition,LEHD-ENA09,Common,DARK,Warrior,Effect Monster,0,,,0
177597,Destiny HERO - Dynatag,Destiny HERO Dynatag,https://tcgplayer-cdn.tcgplayer.com/product/177597_200w.jpg,2,2336,https://cpt.tcgcsv.com/Z2r2,2024-08-12T19:55:31.05,1,"During damage calculation, when you would take battle damage (Quick Effect): You can discard this card; make yourself take no battle damage from that battle, and if you do, each player takes 1000 damage. You can banish this card from your GY, then target 1 ""Destiny HERO"" monster you control; it gains 1000 ATK until the end of your opponent's next turn.",0.1,0.31,1.49,0.38,0.24,1st Edition,LEHD-ENA10,Common,DARK,Warrior,Effect Monster,1000,,,1000
177598,Destiny HERO - Drilldark,Destiny HERO Drilldark,https://tcgplayer-cdn.tcgplayer.com/product/177598_200w.jpg,2,2336,https://cpt.tcgcsv.com/-2r2,2024-08-12T19:55:31.127,1,"If this card is Normal or Special Summoned: You can Special Summon 1 ""Destiny HERO"" monster from your hand with ATK less than or equal to this card's ATK on the field. You can only use this effect of ""Destiny HERO - Drilldark"" once per turn. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.",0.05,0.25,1.49,0.22,0.16,1st Edition,LEHD-ENA11,Common,DARK,Warrior,Effect Monster,1600,,,1200
177599,Destiny HERO - Decider,Destiny HERO Decider,https://tcgplayer-cdn.tcgplayer.com/product/177599_200w.jpg,2,2336,https://cpt.tcgcsv.com/_2r2,2024-08-12T19:55:31.207,1,"Level 6 or higher monsters your opponent controls cannot target this card for attacks. You can only use each of the following effects of ""Destiny HERO - Decider"" once per Duel.
<br>• If this card is Normal or Special Summoned: You can add 1 ""HERO"" monster from your GY to your hand during the End Phase of this turn.
<br>• When a card or effect is activated that would inflict damage to you, while this card is in your GY (Quick Effect): Return this card to your hand, and if you do, make that effect damage to you 0.",0.1,0.34,1.49,0.32,0.19,1st Edition,LEHD-ENA12,Common,DARK,Warrior,Effect Monster,1600,,,1000
177600,Destiny HERO - Dreamer,Destiny HERO Dreamer,https://tcgplayer-cdn.tcgplayer.com/product/177600_200w.jpg,2,2336,https://cpt.tcgcsv.com/03r2,2024-08-12T19:55:31.283,1,"During damage calculation, if your ""Destiny HERO"" monster battles and this card is in your GY: You can Special Summon this card, and if you do, your monster cannot be destroyed by that battle, also you take no battle damage from that battle. If Summoned this way, banish this card when it leaves the field. You can only use this effect of ""Destiny HERO - Dreamer"" once per turn.",0.08,0.25,1.49,0.13,,1st Edition,LEHD-ENA13,Common,DARK,Warrior,Effect Monster,0,,,600
177601,D Cubed,D Cubed,https://tcgplayer-cdn.tcgplayer.com/product/177601_200w.jpg,2,2336,https://cpt.tcgcsv.com/23r2,2018-10-08T15:45:42.38,1,"If this card is Normal Summoned: It is also treated as a ""Destiny HERO"" monster while face-up on the field. You can only use each of the following effects of ""D Cubed"" once per turn.
<br>• You can discard up to 2 cards; Special Summon ""D Cubed"" from your hand, Deck, and/or GY, equal to the number discarded, also for the rest of this turn, you cannot Normal or Special Summon other monsters, except ""Destiny HERO"" monsters.
<br>• If this card is destroyed by battle or card effect: You can send 1 ""Destiny HERO"" monster from your Deck to the GY.",0.01,0.2,1.49,0.17,0.1,1st Edition,LEHD-ENA14,Common,DARK,Machine,Effect Monster,0,,,600
177602,Elemental HERO Shadow Mist,Elemental HERO Shadow Mist,https://tcgplayer-cdn.tcgplayer.com/product/177602_200w.jpg,2,2336,https://cpt.tcgcsv.com/33r2,2024-07-23T13:19:05,1,"If this card is Special Summoned: You can add 1 ""Change"" Quick-Play Spell Card from your Deck to your hand. If this card is sent to the GY: You can add 1 ""HERO"" monster from your Deck to your hand, except ""Elemental HERO Shadow Mist"". You can only use 1 ""Elemental HERO Shadow Mist"" effect per turn, and only once that turn.",1.94,2.94,7.5,2.69,4.5,1st Edition,LEHD-ENA15,Common,DARK,Warrior,Effect Monster,1000,,,1500
177603,Elemental HERO Blazeman,Elemental HERO Blazeman,https://tcgplayer-cdn.tcgplayer.com/product/177603_200w.jpg,2,2336,https://cpt.tcgcsv.com/53r2,2018-10-08T15:47:10.673,1,"If this card is Normal or Special Summoned: You can add 1 ""Polymerization"" from your Deck to your hand. During your Main Phase: You can activate this effect; you cannot Special Summon monsters for the rest of this turn, except Fusion Monsters, also send 1 ""Elemental HERO"" monster from your Deck to the GY, except ""Elemental HERO Blazeman"", and if you do, this card's Attribute and ATK/DEF become the same as the monster sent to the GY, until the end of this turn. You can only use 1 ""Elemental HERO Blazeman"" effect per turn, and only once that turn.",0.23,0.98,2.99,0.71,0.79,1st Edition,LEHD-ENA16,Common,FIRE,Warrior,Effect Monster,1200,,,1800
177604,Destiny Draw,Destiny Draw,https://tcgplayer-cdn.tcgplayer.com/product/177604_200w.jpg,2,2336,https://cpt.tcgcsv.com/63r2,2024-08-12T19:55:31.37,1,"Discard 1 ""Destiny HERO"" card; draw 2 cards.",0.09,0.28,1.49,0.19,0.1,1st Edition,LEHD-ENA17,Common,SPELL,,Normal Spell,,,,
177605,Destiny Draw (UR),Destiny Draw UR,https://tcgplayer-cdn.tcgplayer.com/product/177605_200w.jpg,2,2336,https://cpt.tcgcsv.com/73r2,2024-08-12T19:55:31.433,1,"Discard 1 ""Destiny HERO"" card; draw 2 cards.",0.03,0.35,5.0,0.21,0.14,1st Edition,LEHD-ENA17,Ultra Rare,SPELL,,Normal Spell,,,,
177606,Over Destiny,Over Destiny,https://tcgplayer-cdn.tcgplayer.com/product/177606_200w.jpg,2,2336,https://cpt.tcgcsv.com/83r2,2024-08-12T19:55:31.533,1,"Target 1 ""Destiny HERO"" monster in your GY; Special Summon 1 ""Destiny HERO"" monster from your Deck whose Level is less than or equal to half of that target's Level, but destroy it during the End Phase of this turn.",0.01,0.21,1.49,0.12,0.1,1st Edition,LEHD-ENA18,Common,SPELL,,Normal Spell,,,,
177607,Clock Tower Prison,Clock Tower Prison,https://tcgplayer-cdn.tcgplayer.com/product/177607_200w.jpg,2,2336,https://cpt.tcgcsv.com/93r2,2024-08-12T19:55:31.643,1,"Once per turn, during your opponent's Standby Phase: Place 1 Clock Counter on this card. While there are 4 or more Clock Counters on this card, you do not take any battle damage. If this card with 4 or more Clock Counters is destroyed and sent to the GY: Special Summon 1 ""Destiny HERO - Dreadmaster"" from your hand or Deck.",0.1,0.28,1.53,0.36,0.2,1st Edition,LEHD-ENA19,Common,SPELL,,Field Spell,,,,
177608,Dark City,Dark City,https://tcgplayer-cdn.tcgplayer.com/product/177608_200w.jpg,2,2336,https://cpt.tcgcsv.com/b3r2,2018-10-08T15:50:41.803,1,"When a ""Destiny HERO"" monster attacks, if its ATK is lower than the ATK of the attack target, the attacking monster gains 1000 ATK during damage calculation only.",0.05,0.23,1.49,0.23,0.1,1st Edition,LEHD-ENA20,Common,SPELL,,Field Spell,,,,
177609,Mask Change,Mask Change,https://tcgplayer-cdn.tcgplayer.com/product/177609_200w.jpg,2,2336,https://cpt.tcgcsv.com/c3r2,2024-08-12T19:55:32.03,1,"Target 1 ""HERO"" monster you control; send it to the GY, also, after that, if it left the field by this effect, Special Summon 1 ""Masked HERO"" monster from your Extra Deck with the same Attribute that the sent monster had when it was on the field (its original Attribute, if face-down).",0.17,0.4,1.57,0.23,0.21,1st Edition,LEHD-ENA21,Common,SPELL,,Quick-Play Spell,,,,
177610,Polymerization,Polymerization,https://tcgplayer-cdn.tcgplayer.com/product/177610_200w.jpg,2,2336,https://cpt.tcgcsv.com/d3r2,2022-01-20T17:49:11.51,1,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material.",0.24,0.5,3.38,0.41,,1st Edition,LEHD-ENA22,Common,SPELL,,Normal Spell,,,,
177611,Monster Reborn (A),Monster Reborn A,https://tcgplayer-cdn.tcgplayer.com/product/177611_200w.jpg,2,2336,https://cpt.tcgcsv.com/f3r2,2024-08-12T19:55:32.14,1,Target 1 monster in either player's GY; Special Summon it.,0.13,0.39,1.5,0.23,0.25,1st Edition,LEHD-ENA23,Common,SPELL,,Normal Spell,,,,
177612,Monster Reborn (B),Monster Reborn B,https://tcgplayer-cdn.tcgplayer.com/product/177612_200w.jpg,2,2336,https://cpt.tcgcsv.com/g3r2,2018-10-08T21:51:13.057,1,Target 1 monster in either player's GY; Special Summon it.,0.05,0.31,1.49,0.29,0.27,1st Edition,LEHD-ENB19,Common,SPELL,,Normal Spell,,,,
177613,Monster Reborn (C),Monster Reborn C,https://tcgplayer-cdn.tcgplayer.com/product/177613_200w.jpg,2,2336,https://cpt.tcgcsv.com/h3r2,2024-09-27T08:18:01.073,1,Target 1 monster in either player's GY; Special Summon it.,0.11,0.3,2.0,0.27,0.25,1st Edition,LEHD-ENC16,Common,SPELL,,Normal Spell,,,,
177614,Magical Stone Excavation,Magical Stone Excavation,https://tcgplayer-cdn.tcgplayer.com/product/177614_200w.jpg,2,2336,https://cpt.tcgcsv.com/j3r2,2018-10-08T21:09:18.593,1,"Discard 2 cards, then target 1 Spell in your GY; add it to your hand.",0.2,0.48,1.99,0.43,0.48,1st Edition,LEHD-ENA24,Common,SPELL,,Normal Spell,,,,
177615,Terraforming,Terraforming,https://tcgplayer-cdn.tcgplayer.com/product/177615_200w.jpg,2,2336,https://cpt.tcgcsv.com/k3r2,2024-08-12T19:55:32.28,1,Add 1 Field Spell from your Deck to your hand.,0.16,0.4,1.69,0.39,0.29,1st Edition,LEHD-ENA25,Common,SPELL,,Normal Spell,,,,
177616,A Feather of the Phoenix,A Feather of the Phoenix,https://tcgplayer-cdn.tcgplayer.com/product/177616_200w.jpg,2,2336,https://cpt.tcgcsv.com/l3r2,2025-03-03T14:45:14.837,1,"Discard 1 card, then target 1 card in your GY; return that target to the top of your Deck.",0.08,0.31,2.15,0.32,0.2,1st Edition,LEHD-ENA26,Common,SPELL,,Normal Spell,,,,
177617,Destiny Signal,Destiny Signal,https://tcgplayer-cdn.tcgplayer.com/product/177617_200w.jpg,2,2336,https://cpt.tcgcsv.com/m3r2,2018-10-08T21:10:51.81,1,"When a monster you control is destroyed by battle and sent to the GY: Special Summon 1 Level 4 or lower ""Destiny HERO"" monster from your hand or Deck.",0.03,0.24,1.49,0.24,0.11,1st Edition,LEHD-ENA27,Common,TRAP,,Normal Trap,,,,
177618,D - Time,D Time,https://tcgplayer-cdn.tcgplayer.com/product/177618_200w.jpg,2,2336,https://cpt.tcgcsv.com/n3r2,2024-08-12T19:55:32.483,1,"When a face-up ""Elemental HERO"" monster you control leaves the field: Add 1 ""Destiny HERO"" monster from your Deck to your hand whose Level is less than or equal to that ""Elemental HERO"" monster's original Level.",0.01,0.21,1.49,0.17,,1st Edition,LEHD-ENA28,Common,TRAP,,Normal Trap,,,,
177619,Eternal Dread,Eternal Dread,https://tcgplayer-cdn.tcgplayer.com/product/177619_200w.jpg,2,2336,https://cpt.tcgcsv.com/p3r2,2018-10-08T21:11:31.067,1,"Place 2 Clock Counters on each ""Clock Tower Prison"".",0.05,0.22,1.49,0.22,,1st Edition,LEHD-ENA29,Common,TRAP,,Normal Trap,,,,
177620,D-Fusion,D Fusion,https://tcgplayer-cdn.tcgplayer.com/product/177620_200w.jpg,2,2336,https://cpt.tcgcsv.com/q3r2,2024-08-12T19:55:32.537,1,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters you control as Fusion Material, and if you do, it cannot be destroyed by battle or card effects this turn. Only ""Destiny HERO"" monsters can be used as Fusion Material for a Fusion Summon using this card's effect.",0.1,0.25,1.49,0.18,0.15,1st Edition,LEHD-ENA30,Common,TRAP,,Normal Trap,,,,
177621,Destiny End Dragoon,Destiny End Dragoon,https://tcgplayer-cdn.tcgplayer.com/product/177621_200w.jpg,2,2336,https://cpt.tcgcsv.com/r3r2,2024-08-12T19:55:32.583,1,"""Destiny HERO - Plasma"" + ""Destiny HERO - Dogma""
<br>A Fusion Summon of this card can only be done with the above Fusion Materials. Once per turn: You can target 1 monster your opponent controls; destroy that target, and if it was face-up, inflict damage to your opponent equal to the ATK it had on the field. You cannot conduct your Battle Phase the turn you activate this effect. Once per turn, during your Standby Phase, if this card is in your GY: You can banish 1 ""Destiny HERO"" card from your GY; Special Summon this card.",0.05,0.25,1.49,0.23,,1st Edition,LEHD-ENA31,Common,DARK,Warrior,Fusion/Effect Monster,3000,,,3000
177622,Destiny HERO - Dusktopia,Destiny HERO Dusktopia,https://tcgplayer-cdn.tcgplayer.com/product/177622_200w.jpg,2,2336,https://cpt.tcgcsv.com/s3r2,2024-08-12T19:55:32.663,1,"1 ""Destiny HERO"" Fusion Monster + 1 ""Destiny HERO"" monster
<br>If this card is Fusion Summoned: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. Once per turn (Quick Effect): You can target 1 monster on the field; make it unable to be destroyed by battle or card effects, and if you do, neither player takes any battle damage from attacks involving that monster (these effects last until the end of this turn).",0.02,0.21,1.49,0.18,0.11,1st Edition,LEHD-ENA32,Common,DARK,Warrior,Fusion/Effect Monster,3000,,,3000
177623,Destiny HERO - Dystopia,Destiny HERO Dystopia,https://tcgplayer-cdn.tcgplayer.com/product/177623_200w.jpg,2,2336,https://cpt.tcgcsv.com/t3r2,2024-08-12T19:55:32.703,1,"2 ""Destiny HERO"" monsters
<br>If this card is Special Summoned: You can target 1 Level 4 or lower ""Destiny HERO"" monster in your GY; inflict damage to your opponent equal to that target's ATK. If this card's current ATK is different from its original ATK (except during the Damage Step) (Quick Effect): You can target 1 card on the field; destroy it, and if you do, this card's ATK becomes equal to this card's original ATK. You can only use each effect of ""Destiny HERO - Dystopia"" once per turn.",0.14,0.33,2.5,0.32,0.23,1st Edition,LEHD-ENA33,Common,DARK,Warrior,Fusion/Effect Monster,2800,,,2400
177624,Destiny HERO - Dangerous,Destiny HERO Dangerous,https://tcgplayer-cdn.tcgplayer.com/product/177624_200w.jpg,2,2336,https://cpt.tcgcsv.com/v3r2,2024-08-12T19:55:32.763,1,"1 ""Destiny HERO"" monster + 1 DARK Effect Monster
<br>(Quick Effect): You can discard 1 card; send 1 ""Destiny HERO"" monster from your hand or Deck to the GY, and if you do, ""Destiny HERO"" monsters you control gain 200 ATK for each ""Destiny HERO"" monster in your GY until the end of this turn. You can only use this effect of ""Destiny HERO - Dangerous"" once per turn.",0.01,0.25,1.99,0.12,,1st Edition,LEHD-ENA34,Common,DARK,Warrior,Fusion/Effect Monster,2000,,,2600
177625,Masked HERO Dark Law,Masked HERO Dark Law,https://tcgplayer-cdn.tcgplayer.com/product/177625_200w.jpg,2,2336,https://cpt.tcgcsv.com/w3r2,2024-08-12T19:55:32.873,1,"Must be Special Summoned by ""Mask Change"". Any card sent to your opponent's GY is banished instead. Once per turn, if your opponent adds a card(s) from their Deck to their hand (except during the Draw Phase or the Damage Step): You can banish 1 random card from your opponent's hand.",0.07,0.49,5.0,0.12,,1st Edition,LEHD-ENA35,Common,DARK,Warrior,Fusion/Effect Monster,2400,,,1800
177626,Masked HERO Anki,Masked HERO Anki,https://tcgplayer-cdn.tcgplayer.com/product/177626_200w.jpg,2,2336,https://cpt.tcgcsv.com/x3r2,2024-08-12T19:55:32.967,1,"Must be Special Summoned by ""Mask Change"". This card can attack directly, but when it does so using this effect, the battle damage inflicted to your opponent is halved. When this card destroys an opponent's monster by battle and sends it to the GY: You can add 1 ""Change"" Quick-Play Spell Card from your Deck to your hand. You can only use this effect of ""Masked HERO Anki"" once per turn.",0.12,0.3,1.99,0.26,0.98,1st Edition,LEHD-ENA36,Common,DARK,Warrior,Fusion/Effect Monster,2800,,,1200
177627,Xtra HERO Wonder Driver,Xtra HERO Wonder Driver,https://tcgplayer-cdn.tcgplayer.com/product/177627_200w.jpg,2,2336,https://cpt.tcgcsv.com/z3r2,2022-12-27T21:29:41.477,1,"2 ""HERO"" monsters
<br>If a ""HERO"" monster is Normal or Special Summoned to your zone this card points to: Target 1 ""Polymerization"" Spell Card, 1 ""Fusion"" Spell Card, or 1 ""Change"" Quick-Play Spell Card in your GY; Set that target. You can only activate this effect of ""Xtra HERO Wonder Driver"" once per turn. If this card is destroyed by battle and sent to the GY, or if this card in your possession is destroyed by an opponent's card effect and sent to your GY: Special Summon 1 ""HERO"" monster from your hand.",0.48,1.1,5.97,0.82,0.96,1st Edition,LEHD-ENA37,Ultra Rare,LIGHT,Warrior,Link/Effect Monster,1900,2,Bottom;Top,
177628,Gullveig of the Nordic Ascendant,Gullveig of the Nordic Ascendant,https://tcgplayer-cdn.tcgplayer.com/product/177628_200w.jpg,2,2336,https://cpt.tcgcsv.com/B3r2,2024-08-12T19:55:33.06,1,"1 Level 5 or lower ""Nordic"" monster
<br>If this card is Link Summoned: You can banish up to 3 cards from your hand and/or field, and if you do, Special Summon that many ""Nordic"" monsters from your Deck in Defense Position, also, for the rest of this turn, you cannot Special Summon monsters, except ""Aesir"" monsters, nor Normal Summon/Set any monsters. You can only use this effect of ""Gullveig of the Nordic Ascendant"" once per turn. While this card points to an ""Aesir"" monster, your opponent cannot target that monster with card effects, also monsters your opponent controls cannot target this card for attacks.",0.01,0.4,3.79,0.2,0.19,1st Edition,LEHD-ENB00,Ultra Rare,LIGHT,Fairy,Link/Effect Monster,800,1,Bottom-Left,
177629,Tanngrisnir of the Nordic Beasts,Tanngrisnir of the Nordic Beasts,https://tcgplayer-cdn.tcgplayer.com/product/177629_200w.jpg,2,2336,https://cpt.tcgcsv.com/C3r2,2024-08-12T19:55:33.107,1,"If this card is destroyed by battle and sent to the GY: Special Summon 2 ""Nordic Beast Tokens"" (Beast/EARTH/Level 3/ATK 0/DEF 0).",0.05,0.25,1.49,0.15,,1st Edition,LEHD-ENB01,Common,EARTH,,Effect Monster,1200,,,800
177630,Tanngrisnir of the Nordic Beasts (UR),Tanngrisnir of the Nordic Beasts UR,https://tcgplayer-cdn.tcgplayer.com/product/177630_200w.jpg,2,2336,https://cpt.tcgcsv.com/D3r2,2024-08-12T19:55:33.17,1,"If this card is destroyed by battle and sent to the GY: Special Summon 2 ""Nordic Beast Tokens"" (Beast/EARTH/Level 3/ATK 0/DEF 0).",0.01,0.25,2.99,0.16,0.05,1st Edition,LEHD-ENB01,Ultra Rare,EARTH,,Effect Monster,1200,,,800
177631,Tanngnjostr of the Nordic Beasts,Tanngnjostr of the Nordic Beasts,https://tcgplayer-cdn.tcgplayer.com/product/177631_200w.jpg,2,2336,https://cpt.tcgcsv.com/F3r2,2024-08-12T19:55:33.233,1,"When a monster you control is destroyed by battle and sent to your GY: You can Special Summon this card from your hand. Once per turn, when this Defense Position card on the field is changed to face-up Attack Position: You can Special Summon 1 ""Nordic Beast"" monster from your Deck in Defense Position, except ""Tanngnjostr of the Nordic Beasts"".",0.04,0.19,1.49,0.13,0.25,1st Edition,LEHD-ENB02,Common,EARTH,,Effect Monster,800,,,1100
177632,Garmr of the Nordic Beasts,Garmr of the Nordic Beasts,https://tcgplayer-cdn.tcgplayer.com/product/177632_200w.jpg,2,2336,https://cpt.tcgcsv.com/G3r2,2024-08-12T19:55:33.297,1,"If this card battles a Level 4 or lower monster, after damage calculation: You can return that monster to the hand.",0.03,0.2,1.49,0.12,0.15,1st Edition,LEHD-ENB03,Common,DARK,,Effect Monster,800,,,1900
177633,Guldfaxe of the Nordic Beasts,Guldfaxe of the Nordic Beasts,https://tcgplayer-cdn.tcgplayer.com/product/177633_200w.jpg,2,2336,https://cpt.tcgcsv.com/H3r2,2024-08-12T19:55:33.373,1,"If your opponent controls a Synchro Monster and you control no monsters, you can Special Summon this card (from your hand).",0.04,0.21,1.49,0.13,0.2,1st Edition,LEHD-ENB04,Common,LIGHT,,Tuner/Effect Monster,1600,,,1000
177634,Dverg of the Nordic Alfar,Dverg of the Nordic Alfar,https://tcgplayer-cdn.tcgplayer.com/product/177634_200w.jpg,2,2336,https://cpt.tcgcsv.com/J3r2,2024-08-12T19:55:33.407,1,"After you Normal Summon this card, you can Normal Summon 1 ""Nordic"" monster during your Main Phase this turn, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) If this face-up card on the field is sent to the GY: Target 1 ""Nordic Relic"" card in your GY; add that target to your hand.",0.01,0.18,1.49,0.12,,1st Edition,LEHD-ENB05,Common,EARTH,Warrior,Effect Monster,100,,,1000
