productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extMonsterType
476174,Basic Insect,Basic Insect,https://tcgplayer-cdn.tcgplayer.com/product/476174_200w.jpg,2,22881,https://cpt.tcgcsv.com/vtQ5,2022-12-21T14:57:10.713,1,"Usually found traveling in swarms, this creature''s ideal environment is the forest.",0.07,0.14,0.99,0.15,,Unlimited,LOB-EN008,Common,EARTH,Normal Monster,500,700,Insect
476176,Mammoth Graveyard,Mammoth Graveyard,https://tcgplayer-cdn.tcgplayer.com/product/476176_200w.jpg,2,22881,https://cpt.tcgcsv.com/xtQ5,2022-12-21T14:58:05.31,1,A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.,0.16,0.65,0.99,0.5,,Unlimited,LOB-EN009,Common,EARTH,Normal Monster,1200,800,Dinosaur
476177,Silver Fang,Silver Fang,https://tcgplayer-cdn.tcgplayer.com/product/476177_200w.jpg,2,22881,https://cpt.tcgcsv.com/ztQ5,2022-12-21T14:59:20.61,1,"A snow wolf that''s beautiful to the eye, but absolutely vicious in battle.",0.39,0.68,1.37,,,Unlimited,LOB-EN010,Common,EARTH,Normal Monster,1200,800,Beast
476179,Dark Gray,Dark Gray,https://tcgplayer-cdn.tcgplayer.com/product/476179_200w.jpg,2,22881,https://cpt.tcgcsv.com/CtQ5,2022-12-21T15:00:11.11,1,"Entirely gray, this beast has rarely been seen by mortal eyes.",0.25,0.74,1.24,0.74,,Unlimited,LOB-EN011,Common,EARTH,Normal Monster,800,900,Beast
476180,Trial of Nightmare,Trial of Nightmare,https://tcgplayer-cdn.tcgplayer.com/product/476180_200w.jpg,2,22881,https://cpt.tcgcsv.com/DtQ5,2022-12-21T15:00:58.803,1,This fiend passes judgment on enemies that are locked in coffins.,0.49,0.68,1.99,,,Unlimited,LOB-EN012,Common,DARK,Normal Monster,1300,900,Fiend
476181,Nemuriko,Nemuriko,https://tcgplayer-cdn.tcgplayer.com/product/476181_200w.jpg,2,22881,https://cpt.tcgcsv.com/FtQ5,2022-12-21T15:01:37.317,1,A child-like creature that controls a sleep fiend to beckon enemies into eternal slumber.,0.1,0.25,0.74,,,Unlimited,LOB-EN013,Common,DARK,Normal Monster,800,700,Spellcaster
476184,The 13th Grave,The 13th Grave,https://tcgplayer-cdn.tcgplayer.com/product/476184_200w.jpg,2,22881,https://cpt.tcgcsv.com/JtQ5,2022-12-21T15:05:46.51,1,A zombie that suddenly appeared from plot #13 - an empty grave.,0.12,0.87,1.5,0.24,,Unlimited,LOB-EN014,Common,DARK,Normal Monster,1200,900,Zombie
476186,Charubin the Fire Knight,Charubin the Fire Knight,https://tcgplayer-cdn.tcgplayer.com/product/476186_200w.jpg,2,22881,https://cpt.tcgcsv.com/LtQ5,2022-12-21T15:08:36.153,1,Monster Egg + Hinotama Soul,0.73,1.58,4.99,1.91,,Unlimited,LOB-EN015,Rare,FIRE,Fusion Monster,1100,800,Pyro
476189,Flame Manipulator,Flame Manipulator,https://tcgplayer-cdn.tcgplayer.com/product/476189_200w.jpg,2,22881,https://cpt.tcgcsv.com/PtQ5,2022-12-21T15:11:26.977,1,This Spellcaster attacks enemies with fire-related spells such as Sea of Flames and Wall of Fire.,0.29,0.42,1.0,0.3,,Unlimited,LOB-EN016,Common,FIRE,Normal Monster,900,1000,Spellcaster
476190,Monster Egg,Monster Egg,https://tcgplayer-cdn.tcgplayer.com/product/476190_200w.jpg,2,22881,https://cpt.tcgcsv.com/QtQ5,2022-12-21T15:13:49.403,1,A warrior hidden within an egg that attacks enemies by flinging eggshells.,0.1,0.35,0.99,,,Unlimited,LOB-EN017,Common,EARTH,Normal Monster,600,900,Warrior
476191,Firegrass,Firegrass,https://tcgplayer-cdn.tcgplayer.com/product/476191_200w.jpg,2,22881,https://cpt.tcgcsv.com/RtQ5,2022-12-21T15:15:03.003,1,A fire-breathing plant found growing near volcanoes.,0.27,0.39,1.0,0.33,,Unlimited,LOB-EN018,Common,EARTH,Normal Monster,700,600,Plant
476192,Darkfire Dragon,Darkfire Dragon,https://tcgplayer-cdn.tcgplayer.com/product/476192_200w.jpg,2,22881,https://cpt.tcgcsv.com/StQ5,2022-12-21T15:16:01.15,1,Firegrass + Petit Dragon,3.0,3.97,10.0,4.61,,Unlimited,LOB-EN019,Rare,DARK,Fusion Monster,1500,1250,Dragon
476193,Dark King of the Abyss,Dark King of the Abyss,https://tcgplayer-cdn.tcgplayer.com/product/476193_200w.jpg,2,22881,https://cpt.tcgcsv.com/TtQ5,2022-12-21T15:18:28.3,1,It''s said that this King of the Netherworld once had the power to rule over dark.,0.15,0.48,0.89,0.25,,Unlimited,LOB-EN020,Common,DARK,Normal Monster,1200,800,Fiend
476194,Fiend Reflection #2,Fiend Reflection 2,https://tcgplayer-cdn.tcgplayer.com/product/476194_200w.jpg,2,22881,https://cpt.tcgcsv.com/VtQ5,2022-12-21T15:19:14.103,1,A bird-beast that summons reinforcements with a hand mirrior.,0.25,1.22,5.0,1.23,,Unlimited,LOB-EN021,Common,LIGHT,Normal Monster,1100,1400,Winged Beast
476195,Fusionist,Fusionist,https://tcgplayer-cdn.tcgplayer.com/product/476195_200w.jpg,2,22881,https://cpt.tcgcsv.com/WtQ5,2022-12-21T15:22:44.86,1,Petit Angel + Mystical Sheep #2,1.04,2.63,4.18,4.17,,Unlimited,LOB-EN022,Rare,EARTH,Fusion Monster,900,700,Beast
476196,Turtle Tiger,Turtle Tiger,https://tcgplayer-cdn.tcgplayer.com/product/476196_200w.jpg,2,22881,https://cpt.tcgcsv.com/XtQ5,2022-12-21T15:23:30.47,1,A tiger encased in a protective shell that attacks with razor-sharp fangs.,0.16,0.25,0.99,0.25,,Unlimited,LOB-EN023,Common,WATER,Normal Monster,1000,1500,Aqua
476197,Petit Dragon,Petit Dragon,https://tcgplayer-cdn.tcgplayer.com/product/476197_200w.jpg,2,22881,https://cpt.tcgcsv.com/ZtQ5,2022-12-21T15:25:06.827,1,A very small dragon known for its vicious attacks.,0.3,0.71,1.0,0.73,,Unlimited,LOB-EN024,Common,WIND,Normal Monster,600,700,Dragon
476200,Petit Angel,Petit Angel,https://tcgplayer-cdn.tcgplayer.com/product/476200_200w.jpg,2,22881,https://cpt.tcgcsv.com/0vQ5,2022-12-21T15:26:41.58,1,A quick-moving and tiny fairy that''s very difficult to hit.,0.15,0.3,0.99,0.3,,Unlimited,LOB-EN025,Common,LIGHT,Normal Monster,600,900,Fairy
476202,Hinotama Soul,Hinotama Soul,https://tcgplayer-cdn.tcgplayer.com/product/476202_200w.jpg,2,22881,https://cpt.tcgcsv.com/3vQ5,2022-12-21T15:28:11.113,1,An intensely hot flame creature that rams anything standing in its way.,0.26,0.5,1.0,1.0,,Unlimited,LOB-EN026,Common,FIRE,Normal Monster,600,500,Pyro
476203,Aqua Madoor,Aqua Madoor,https://tcgplayer-cdn.tcgplayer.com/product/476203_200w.jpg,2,22881,https://cpt.tcgcsv.com/5vQ5,2022-12-21T15:29:10.687,1,A wizard of the water that conjures a liquid wall to crush any enemies that oppose him.,0.12,0.8,1.5,0.78,,Unlimited,LOB-EN027,Rare,WATER,Normal Monster,1200,2000,Spellcaster
476204,Kagemusha of the Blue Flame,Kagemusha of the Blue Flame,https://tcgplayer-cdn.tcgplayer.com/product/476204_200w.jpg,2,22881,https://cpt.tcgcsv.com/6vQ5,2022-12-21T15:30:29.257,1,"Serving as a double for the Ruler of the Blue Flame, he''s a master swordsman that wields a fine blade.",0.4,0.68,2.0,0.49,,Unlimited,LOB-EN028,Common,EARTH,Normal Monster,800,400,Warrior
476205,Flame Ghost,Flame Ghost,https://tcgplayer-cdn.tcgplayer.com/product/476205_200w.jpg,2,22881,https://cpt.tcgcsv.com/7vQ5,2022-12-21T15:32:57.487,1,Skull Servent + Dissolverock,1.99,2.63,3.0,2.5,,Unlimited,LOB-EN029,Rare,DARK,Fusion Monster,1000,800,Zombie
476206,Two-Mouth Darkruler,Two Mouth Darkruler,https://tcgplayer-cdn.tcgplayer.com/product/476206_200w.jpg,2,22881,https://cpt.tcgcsv.com/8vQ5,2022-12-21T15:34:00.477,1,"A dinosaur with two deadly jaws, it stores electricity in its horn and releases high voltage bolts from the mouth on its back.",0.1,0.37,0.74,0.74,,Unlimited,LOB-EN030,Common,EARTH,Normal Monster,900,700,Dragon
476207,Dissolverock,Dissolverock,https://tcgplayer-cdn.tcgplayer.com/product/476207_200w.jpg,2,22881,https://cpt.tcgcsv.com/9vQ5,2022-12-21T15:34:56.457,1,"A monster born in the lava pits, it generates intense heat that can melt away its enemies.",0.25,0.36,0.55,0.36,,Unlimited,LOB-EN031,Common,EARTH,Normal Monster,900,1000,Rock
476208,Root Water,Root Water,https://tcgplayer-cdn.tcgplayer.com/product/476208_200w.jpg,2,22881,https://cpt.tcgcsv.com/bvQ5,2022-12-21T15:35:30.913,1,An amphibian capable of calling up a massive tidal wave from the dark seas to wipe out enemy monsters.,0.1,0.16,0.99,,,Unlimited,LOB-EN032,Common,WATER,Normal Monster,900,800,Fish
476209,The Furious Sea King,The Furious Sea King,https://tcgplayer-cdn.tcgplayer.com/product/476209_200w.jpg,2,22881,https://cpt.tcgcsv.com/cvQ5,2022-12-21T15:36:34.98,1,"Grang King of the Seven Seas, he''s able to summon massive tidal waves to drown the enemy.",0.27,0.47,0.99,0.47,,Unlimited,LOB-EN033,Common,WATER,Normal Monster,800,700,Aqua
476210,Green Phantom King,Green Phantom King,https://tcgplayer-cdn.tcgplayer.com/product/476210_200w.jpg,2,22881,https://cpt.tcgcsv.com/dvQ5,2022-12-21T15:37:14.03,1,"This youthful king of the forests lives in a green world, abundant with trees and wildlife.",0.1,0.49,1.5,0.24,,Unlimited,LOB-EN034,Common,EARTH,Normal Monster,500,1600,Plant
476211,Ray & Temperature,Ray and Temperature,https://tcgplayer-cdn.tcgplayer.com/product/476211_200w.jpg,2,22881,https://cpt.tcgcsv.com/fvQ5,2022-12-21T15:39:43.147,1,The Sun and the North Wind join hands to deliver a devastating combination of heat and gale-force winds.,0.1,0.24,1.0,0.08,,Unlimited,LOB-EN035,Common,LIGHT,Normal Monster,1000,1000,Fairy
476212,King Fog,King Fog,https://tcgplayer-cdn.tcgplayer.com/product/476212_200w.jpg,2,22881,https://cpt.tcgcsv.com/gvQ5,2022-12-21T15:40:18.14,1,A fiend that dwells in a blinding curtain of smoke.,0.11,0.3,1.49,,,Unlimited,LOB-EN036,Common,DARK,Normal Monster,1000,900,Fiend
476213,Mystical Sheep #2,Mystical Sheep 2,https://tcgplayer-cdn.tcgplayer.com/product/476213_200w.jpg,2,22881,https://cpt.tcgcsv.com/hvQ5,2022-12-21T15:41:23.953,1,A monstrous sheep with a long tail for hypnotizing enemies.,0.1,0.43,0.99,0.71,,Unlimited,LOB-EN037,Common,EARTH,Normal Monster,800,1000,Beast
476214,Masaki the Legendary Swordsman,Masaki the Legendary Swordsman,https://tcgplayer-cdn.tcgplayer.com/product/476214_200w.jpg,2,22881,https://cpt.tcgcsv.com/jvQ5,2022-12-21T15:42:19.047,1,Legendary swordmaster Masaki is a veteran of over 100 battles.,0.12,0.64,3.0,0.6,,Unlimited,LOB-EN038,Common,EARTH,Normal Monster,1100,1100,Warrior
476215,Kurama,Kurama,https://tcgplayer-cdn.tcgplayer.com/product/476215_200w.jpg,2,22881,https://cpt.tcgcsv.com/kvQ5,2022-12-21T15:43:43.233,1,A vicious bird that attacks from the skies with its whip-like tail.,0.1,0.24,0.99,0.16,,Unlimited,LOB-EN039,Common,WIND,Normal Monster,800,800,Winged Beast
476216,Legendary Sword,Legendary Sword,https://tcgplayer-cdn.tcgplayer.com/product/476216_200w.jpg,2,22881,https://cpt.tcgcsv.com/lvQ5,2022-12-21T15:44:32.393,1,A Warrior-Type monster equipped with this card increases its ATK and DEF by 300 points.,1.0,2.81,6.15,5.66,,Unlimited,LOB-EN040,Common,SPELL,Equip Spell,0,0,
476217,Beast Fangs,Beast Fangs,https://tcgplayer-cdn.tcgplayer.com/product/476217_200w.jpg,2,22881,https://cpt.tcgcsv.com/mvQ5,2022-12-21T15:45:10.08,1,A Beast-Type monster equipped with this card increases its ATK and DEF by 300 points.,0.2,1.0,10.0,,,Unlimited,LOB-EN041,Common,SPELL,Equip Spell,0,0,
476218,Violet Crystal,Violet Crystal,https://tcgplayer-cdn.tcgplayer.com/product/476218_200w.jpg,2,22881,https://cpt.tcgcsv.com/nvQ5,2022-12-21T15:46:43.937,1,A Zombie-Type monster equipped with this card increases its ATK and DEF by 300 points.,0.36,0.5,0.75,0.4,,Unlimited,LOB-EN042,Common,SPELL,Equip Spell,0,0,
476219,Book of Secret Arts,Book of Secret Arts,https://tcgplayer-cdn.tcgplayer.com/product/476219_200w.jpg,2,22881,https://cpt.tcgcsv.com/pvQ5,2022-12-21T15:47:36.663,0,A Spellcaster-Type monster equipped with this card increases its ATK and DEF by 300 points.,0.25,0.5,3.0,,,Unlimited,LOB-EN043,Common,SPELL,Equip Spell,0,0,
476220,Power of Kaishin,Power of Kaishin,https://tcgplayer-cdn.tcgplayer.com/product/476220_200w.jpg,2,22881,https://cpt.tcgcsv.com/qvQ5,2022-12-21T15:50:23.587,0,An Aqua-Type monster equipped with this card increases its ATK and DEF by 300 points.,2.0,2.0,3.0,,,Unlimited,LOB-EN044,Common,SPELL,Equip Spell,0,0,
476221,Dragon Capture Jar,Dragon Capture Jar,https://tcgplayer-cdn.tcgplayer.com/product/476221_200w.jpg,2,22881,https://cpt.tcgcsv.com/rvQ5,2022-12-21T15:51:15.2,1,All Dragon-Type monsters on the field are switched to Defense Position and remain in this position as long as this card is active.,1.5,2.24,5.99,2.22,,Unlimited,LOB-EN045,Rare,TRAP,Continuous Trap,0,0,
476223,Forest,Forest,https://tcgplayer-cdn.tcgplayer.com/product/476223_200w.jpg,2,22881,https://cpt.tcgcsv.com/tvQ5,2022-12-21T15:53:06.823,1,"Increases the ATK and DEF of all Insect, Beast, Plant, and Beast-Warrior-Type monsters by 200 points.",0.01,0.44,1.09,0.47,,Unlimited,LOB-EN046,Common,SPELL,Field Spell,0,0,
476224,Wasteland,Wasteland,https://tcgplayer-cdn.tcgplayer.com/product/476224_200w.jpg,2,22881,https://cpt.tcgcsv.com/vvQ5,2022-12-21T15:53:53.357,0,"Increases the ATK and DEF of all Dinosaur, Zombie, and Rock-Type monsters by 200 points.",0.2,0.22,0.65,0.25,,Unlimited,LOB-EN047,Common,SPELL,Field Spell,0,0,
476225,Mountain,Mountain,https://tcgplayer-cdn.tcgplayer.com/product/476225_200w.jpg,2,22881,https://cpt.tcgcsv.com/wvQ5,2022-12-21T15:55:35.973,1,"Increases the ATK and DEF of all Dragon, Winged Beast, and Thunder-Type monsters by 200 points.",0.2,0.41,1.99,0.44,,Unlimited,LOB-EN048,Common,SPELL,Field Spell,0,0,
476226,Sogen,Sogen,https://tcgplayer-cdn.tcgplayer.com/product/476226_200w.jpg,2,22881,https://cpt.tcgcsv.com/xvQ5,2022-12-21T15:57:51.487,1,Increases the ATK and DEF of all Beast-Warrior and Warrior-Type monsters by 200 points.,0.25,0.35,0.99,,,Unlimited,LOB-EN049,Common,SPELL,Field Spell,0,0,
476227,Umi,Umi,https://tcgplayer-cdn.tcgplayer.com/product/476227_200w.jpg,2,22881,https://cpt.tcgcsv.com/zvQ5,2022-12-21T16:00:23.99,0,"Increases the ATK and DEF of all Fish, Sea Serpent, Thunder, and Aqua-Type monsters by 200 points.",0.1,0.75,1.15,,,Unlimited,LOB-EN050,Common,SPELL,Field Spell,0,0,
476228,Yami,Yami,https://tcgplayer-cdn.tcgplayer.com/product/476228_200w.jpg,2,22881,https://cpt.tcgcsv.com/BvQ5,2022-12-21T16:01:06.613,1,Increases the ATK and DEF of all Fiend and Spellcaster-Type monsters by 200 points. Also decreases the ATK and DEF of all Fairy-Type monsters by 200 points.,0.19,0.27,0.5,0.28,,Unlimited,LOB-EN051,Common,SPELL,Field Spell,0,0,
476235,Raigeki,Raigeki,https://tcgplayer-cdn.tcgplayer.com/product/476235_200w.jpg,2,22881,https://cpt.tcgcsv.com/KvQ5,2022-12-21T16:07:44.503,1,Destroys all of your opponent''s monsters on the field.,3.53,5.04,6.99,5.04,,Unlimited,LOB-EN053,Super Rare,SPELL,Normal Spell,0,0,
476239,Red Medicine,Red Medicine,https://tcgplayer-cdn.tcgplayer.com/product/476239_200w.jpg,2,22881,https://cpt.tcgcsv.com/PvQ5,2022-12-21T16:09:01.743,1,Increase your Life Points by 500 points.,0.1,0.2,1.0,,,Unlimited,LOB-EN054,Common,SPELL,Normal Spell,0,0,
476242,Sparks,Sparks,https://tcgplayer-cdn.tcgplayer.com/product/476242_200w.jpg,2,22881,https://cpt.tcgcsv.com/SvQ5,2022-12-21T16:10:10.897,1,Inflicts 200 points of Direct Damage to your opponent''s Life Points.,0.4,0.67,3.65,0.59,,Unlimited,LOB-EN055,Common,SPELL,Normal Spell,0,0,
476244,Hinotama,Hinotama,https://tcgplayer-cdn.tcgplayer.com/product/476244_200w.jpg,2,22881,https://cpt.tcgcsv.com/VvQ5,2022-12-21T16:11:03.51,1,Inflicts 500 points of Direct Damage to your opponent''s Life Points.,0.35,0.54,1.0,0.75,,Unlimited,LOB-EN056,Common,SPELL,Normal Spell,0,0,
476246,Fissure,Fissure,https://tcgplayer-cdn.tcgplayer.com/product/476246_200w.jpg,2,22881,https://cpt.tcgcsv.com/XvQ5,2022-12-21T16:12:22.02,1,Destroys 1 opponent''s face-up monster with the lowest ATK.,0.72,1.0,1.26,,,Unlimited,LOB-EN057,Rare,SPELL,Normal Spell,0,0,
476247,Trap Hole,Trap Hole,https://tcgplayer-cdn.tcgplayer.com/product/476247_200w.jpg,2,22881,https://cpt.tcgcsv.com/ZvQ5,2022-12-21T16:13:03.317,1,"If the ATK of a monster summoned by your opponent (excluding Special Summon) is 1000 points or more, the monster is destroyed.",1.99,2.5,4.0,2.86,,Unlimited,LOB-EN058,Super Rare,TRAP,Normal Trap,0,0,
476325,Polymerization,Polymerization,https://tcgplayer-cdn.tcgplayer.com/product/476325_200w.jpg,2,22881,https://cpt.tcgcsv.com/wxQ5,2022-12-21T17:28:00.333,1,Fuses 2 or more Fusion-Material Monsters to form a new Fusion Monster.,1.11,1.75,2.22,1.63,,Unlimited,LOB-EN059,Super Rare,SPELL,Normal Spell,0,0,
476333,Remove Trap,Remove Trap,https://tcgplayer-cdn.tcgplayer.com/product/476333_200w.jpg,2,22881,https://cpt.tcgcsv.com/HxQ5,2022-12-21T17:32:02.687,1,Destroys 1 face-up Trap Card on the field.,0.1,0.26,1.49,0.3,,Unlimited,LOB-EN060,Common,SPELL,Normal Spell,0,0,
476335,Two-Pronged Attack,Two Pronged Attack,https://tcgplayer-cdn.tcgplayer.com/product/476335_200w.jpg,2,22881,https://cpt.tcgcsv.com/KxQ5,2022-12-21T17:33:18.937,1,Select and destroy 2 of your monsters and 1 of your opponent''s monsters.,0.25,0.75,0.94,0.76,,Unlimited,LOB-EN061,Rare,TRAP,Normal Trap,0,0,
476339,Mystical Elf,Mystical Elf,https://tcgplayer-cdn.tcgplayer.com/product/476339_200w.jpg,2,22881,https://cpt.tcgcsv.com/PxQ5,2022-12-21T17:34:59.847,1,"A delicate elf that lacks offense, but has a terrific defense backed by mystical power.",1.43,2.0,5.18,1.82,,Unlimited,LOB-EN062,Super Rare,LIGHT,Normal Monster,800,2000,Spellcaster
476341,Tyhone,Tyhone,https://tcgplayer-cdn.tcgplayer.com/product/476341_200w.jpg,2,22881,https://cpt.tcgcsv.com/RxQ5,2022-12-21T17:35:39.863,1,"Capable of firing cannonballs from its mouth for long-range attacks, this creature is particularly effective in mountain battles.",0.2,0.39,0.74,0.34,,Unlimited,LOB-EN063,Common,WIND,Normal Monster,1200,1400,Winged Beast
476347,Beaver Warrior,Beaver Warrior,https://tcgplayer-cdn.tcgplayer.com/product/476347_200w.jpg,2,22881,https://cpt.tcgcsv.com/ZxQ5,2022-12-21T17:38:02.89,1,What this creature lacks in size it makes up for in defense when battling in the prairie.,0.12,0.36,1.49,0.36,,Unlimited,LOB-EN064,Common,EARTH,Normal Monster,1200,1500,Beast-Warrior
476354,Gravedigger Ghoul,Gravedigger Ghoul,https://tcgplayer-cdn.tcgplayer.com/product/476354_200w.jpg,2,22881,https://cpt.tcgcsv.com/6zQ5,2022-12-21T17:39:56.35,1,Select 2 Monster Cards from your opponent''s Graveyrad. These Monster Cards are removed from play for the remainder of the Duel.,0.2,0.5,3.0,0.29,,Unlimited,LOB-EN065,Rare,SPELL,Normal Spell,0,0,
476368,Curse of Dragon,Curse of Dragon,https://tcgplayer-cdn.tcgplayer.com/product/476368_200w.jpg,2,22881,https://cpt.tcgcsv.com/nzQ5,2022-12-21T17:46:04.14,1,A wicked dragon that taps into dark forces to execute a powerful attack.,1.92,2.81,3.59,3.56,,Unlimited,LOB-EN066,Super Rare,DARK,Normal Monster,2000,1500,Dragon
476374,Karbonala Warrior,Karbonala Warrior,https://tcgplayer-cdn.tcgplayer.com/product/476374_200w.jpg,2,22881,https://cpt.tcgcsv.com/vzQ5,2022-12-21T17:47:45.287,1,M-Warrior #1 + M-Worrior #2,2.0,3.36,5.0,3.34,,Unlimited,LOB-EN067,Rare,EARTH,Fusion Monster,1500,1200,Warrior
476377,Giant Soldier of Stone,Giant Soldier of Stone,https://tcgplayer-cdn.tcgplayer.com/product/476377_200w.jpg,2,22881,https://cpt.tcgcsv.com/zzQ5,2022-12-21T17:48:45.923,1,A giant warrior made of stone. A punch from this creature has earth-shaking results.,0.01,0.49,1.4,0.49,,Unlimited,LOB-EN068,Rare,EARTH,Normal Monster,1300,2000,Rock
476394,Uraby,Uraby,https://tcgplayer-cdn.tcgplayer.com/product/476394_200w.jpg,2,22881,https://cpt.tcgcsv.com/VzQ5,2022-12-21T18:35:30.923,1,"Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws.",0.08,0.37,1.68,0.37,,Unlimited,LOB-EN069,Common,EARTH,Normal Monster,1500,800,Dinosaur
476395,Red-Eyes B. Dragon,Red Eyes B Dragon,https://tcgplayer-cdn.tcgplayer.com/product/476395_200w.jpg,2,22881,https://cpt.tcgcsv.com/WzQ5,2022-12-21T18:36:16.79,1,<em>A ferocious dragon with a deadly attack.</em>,17.31,20.42,23.0,21.95,,Unlimited,LOB-EN070,Ultra Rare,DARK,Normal Monster,2400,2000,Dragon
476396,Reaper of the Cards,Reaper of the Cards,https://tcgplayer-cdn.tcgplayer.com/product/476396_200w.jpg,2,22881,https://cpt.tcgcsv.com/XzQ5,2024-09-05T12:42:41.713,1,"FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Trap Card, it is destroyed. If it is a Spell Card, return it to its original position.",0.28,0.5,0.95,0.3,,Unlimited,LOB-EN071,Rare,DARK,Effect Monster,1380,1930,Fiend
476397,Witty Phantom,Witty Phantom,https://tcgplayer-cdn.tcgplayer.com/product/476397_200w.jpg,2,22881,https://cpt.tcgcsv.com/ZzQ5,2022-12-21T18:38:02.237,1,"Dressed in a night-black tuxedo, this creature presides over death.",0.1,0.29,4.99,0.32,,Unlimited,LOB-EN072,Common,DARK,Normal Monster,1400,1300,Fiend
476398,Larvas,Larvas,https://tcgplayer-cdn.tcgplayer.com/product/476398_200w.jpg,2,22881,https://cpt.tcgcsv.com/-zQ5,2022-12-21T18:39:35.343,1,"A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms.",0.1,0.23,1.5,0.15,,Unlimited,LOB-EN073,Common,EARTH,Normal Monster,800,1000,Beast
