productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,extLinkRating,extLinkArrows
152400,Secret Six Samurai - Rihan,Secret Six Samurai Rihan,https://tcgplayer-cdn.tcgplayer.com/product/152400_200w.jpg,2,2073,https://cpt.tcgcsv.com/0-d2,2023-09-22T03:32:39.633,1,3.43,5.0,25.99,4.2,3.86,1st Edition,SPWA-EN006,Secret Rare,LIGHT,Warrior,Fusion/Effect Monster,2400,2400,"3 ""Six Samurai"" monsters with different Attributes
<br>Must first be Special Summoned (from your Extra Deck) by sending the above cards you control to the GY. (You do not use ""Polymerization"".) Cannot be used as Fusion Material. Once per turn: You can banish 1 ""Six Samurai"" card from your hand or face-up from your field, then target 1 card on the field; banish it. If a ""Six Samurai"" monster(s) you control would be destroyed by battle or card effect, you can banish this card from your GY instead.",,
152401,Grandmaster of the Six Samurai,Grandmaster of the Six Samurai,https://tcgplayer-cdn.tcgplayer.com/product/152401_200w.jpg,2,2073,https://cpt.tcgcsv.com/2-d2,2017-11-18T13:54:21.953,1,0.27,0.67,4.99,0.47,,1st Edition,SPWA-EN009,Super Rare,EARTH,Warrior,Effect Monster,2100,800,"You can only control 1 ""Grandmaster of the Six Samurai"". If you control a ""Six Samurai"" monster, you can Special Summon this card (from your hand). If this card in your possession is destroyed by an opponent's card effect: Target 1 ""Six Samurai"" monster in your GY; add that target to your hand.",,
152402,Legendary Six Samurai - Kizan,Legendary Six Samurai Kizan,https://tcgplayer-cdn.tcgplayer.com/product/152402_200w.jpg,2,2073,https://cpt.tcgcsv.com/3-d2,2017-11-18T13:54:24.173,1,1.25,2.72,39.99,1.61,,1st Edition,SPWA-EN010,Super Rare,EARTH,Warrior,Effect Monster,1800,500,"If you control a ""Six Samurai"" monster with a different name, you can Special Summon this card (from your hand). While you control 2 or more other ""Six Samurai"" monsters, this card gains 300 ATK and DEF.",,
152403,Legendary Six Samurai - Shi En,Legendary Six Samurai Shi En,https://tcgplayer-cdn.tcgplayer.com/product/152403_200w.jpg,2,2073,https://cpt.tcgcsv.com/5-d2,2017-11-18T13:54:26.08,1,1.7,2.98,20.0,2.04,,1st Edition,SPWA-EN011,Secret Rare,DARK,Warrior,Synchro/Effect Monster,2500,1400,"1 Warrior Tuner + 1+ non-Tuner ""Six Samurai"" monsters
<br>Once per turn, when your opponent activates a Spell/Trap Card (Quick Effect): You can negate the activation, and if you do, destroy it. If this card on the field would be destroyed by battle or card effect, you can destroy another ""Six Samurai"" monster you control instead.",,
152404,Six Samurai United,Six Samurai United,https://tcgplayer-cdn.tcgplayer.com/product/152404_200w.jpg,2,2073,https://cpt.tcgcsv.com/6-d2,2022-05-21T10:49:42.157,1,0.12,0.83,9.99,0.74,0.35,1st Edition,SPWA-EN013,Super Rare,SPELL,,Continuous Spell,,,"Each time a ""Six Samurai"" monster(s) is Normal or Special Summoned, place 1 Bushido Counter on this card (max. 2). You can send this card to the GY; draw 1 card for each Bushido Counter on this card.",,
152405,Gateway of the Six,Gateway of the Six,https://tcgplayer-cdn.tcgplayer.com/product/152405_200w.jpg,2,2073,https://cpt.tcgcsv.com/7-d2,2017-11-18T13:59:48.973,1,0.19,0.62,9.99,0.48,1.19,1st Edition,SPWA-EN014,Super Rare,SPELL,,Continuous Spell,,,"Each time a ""Six Samurai"" monster(s) is Normal or Special Summoned, place 2 Bushido Counters on this card. You can remove Bushido Counters from your field to activate these effects.
<br>• 2 Counters: Target 1 ""Six Samurai"" or ""Shien"" Effect Monster; that target gains 500 ATK until the end of this turn.
<br>• 4 Counters: Add 1 ""Six Samurai"" monster from your Deck or GY to your hand.
<br>• 6 Counters: Target 1 ""Shien"" Effect Monster in your GY; Special Summon that target.",,
152406,Shien's Smoke Signal,Shiens Smoke Signal,https://tcgplayer-cdn.tcgplayer.com/product/152406_200w.jpg,2,2073,https://cpt.tcgcsv.com/8-d2,2022-03-20T14:20:08.513,1,0.2,0.99,4.99,0.96,,1st Edition,SPWA-EN015,Super Rare,SPELL,,Normal Spell,,,"Add 1 Level 3 or lower ""Six Samurai"" monster from your Deck to your hand.",,
152407,Magical Musketeer Caspar,Magical Musketeer Caspar,https://tcgplayer-cdn.tcgplayer.com/product/152407_200w.jpg,2,2073,https://cpt.tcgcsv.com/9-d2,2017-11-18T13:59:53.08,1,4.18,7.5,23.99,4.55,14.55,1st Edition,SPWA-EN016,Secret Rare,LIGHT,Fiend,Effect Monster,1200,2000,"During either player's turn, you can activate ""Magical Musket"" Spell/Trap Cards from your hand. If a Spell/Trap Card is activated in this card's column: You can add 1 ""Magical Musket"" card from your Deck to your hand, but not a card with the same name as that activated card. You can only use this effect of ""Magical Musketeer Caspar"" once per turn.",,
152408,Magical Musketeer Doc,Magical Musketeer Doc,https://tcgplayer-cdn.tcgplayer.com/product/152408_200w.jpg,2,2073,https://cpt.tcgcsv.com/b-d2,2022-02-07T16:09:57.14,1,0.81,2.01,9.99,1.32,0.81,1st Edition,SPWA-EN017,Super Rare,LIGHT,Fiend,Effect Monster,1400,1200,"During either player's turn, you can activate ""Magical Musket"" Spell/Trap Cards from your hand. If a Spell/Trap Card is activated in this card's column: You can add 1 ""Magical Musket"" card from your GY to your hand, but not a card with the same name as that activated card. You can only use this effect of ""Magical Musketeer Doc"" once per turn.",,
152409,Magical Musketeer Kidbrave,Magical Musketeer Kidbrave,https://tcgplayer-cdn.tcgplayer.com/product/152409_200w.jpg,2,2073,https://cpt.tcgcsv.com/c-d2,2017-11-18T13:59:56.56,1,0.26,0.73,4.99,0.46,,1st Edition,SPWA-EN018,Super Rare,LIGHT,Fiend,Effect Monster,1600,200,"During either player's turn, you can activate ""Magical Musket"" Spell/Trap Cards from your hand. If a Spell/Trap Card is activated in this card's column: You can discard 1 ""Magical Musket"" card; draw 2 cards. You can only use this effect of ""Magical Musketeer Kidbrave"" once per turn.",,
152410,Magical Musketeer Starfire,Magical Musketeer Starfire,https://tcgplayer-cdn.tcgplayer.com/product/152410_200w.jpg,2,2073,https://cpt.tcgcsv.com/d-d2,2017-11-18T14:00:00.03,1,5.59,11.95,49.99,8.8,,1st Edition,SPWA-EN019,Secret Rare,LIGHT,Fiend,Effect Monster,1300,1700,"During either player's turn, you can activate ""Magical Musket"" Spell/Trap Cards from your hand. If a Spell/Trap Card is activated in this card's column: You can Special Summon 1 Level 4 or lower ""Magical Musket"" monster from your Deck in Defense Position, except ""Magical Musketeer Starfire"". You can only use this effect of ""Magical Musketeer Starfire"" once per turn.",,
152411,Magical Musketeer Calamity,Magical Musketeer Calamity,https://tcgplayer-cdn.tcgplayer.com/product/152411_200w.jpg,2,2073,https://cpt.tcgcsv.com/f-d2,2025-05-15T20:16:26.95,1,1.3,1.92,4.99,1.89,,1st Edition,SPWA-EN020,Super Rare,LIGHT,Fiend,Effect Monster,1500,1300,"During either player's turn, you can activate ""Magical Musket"" Spell/Trap Cards from your hand. If a Spell/Trap Card is activated in this card's column: You can target 1 ""Magical Musket"" monster in your GY; Special Summon it in Defense Position. You can only use this effect of ""Magical Musketeer Calamity"" once per turn.",,
152412,Magical Musketeer Wild,Magical Musketeer Wild,https://tcgplayer-cdn.tcgplayer.com/product/152412_200w.jpg,2,2073,https://cpt.tcgcsv.com/g-d2,2025-05-15T20:16:26.98,1,0.25,0.75,4.99,0.69,,1st Edition,SPWA-EN021,Super Rare,LIGHT,Fiend,Effect Monster,1700,900,"During either player's turn, you can activate ""Magical Musket"" Spell/Trap Cards from your hand. If a Spell/Trap Card is activated in this card's column: You can target 3 ""Magical Musket"" cards in your GY; shuffle all 3 into the Deck, then draw 1 card. You can only use this effect of ""Magical Musketeer Wild"" once per turn.",,
152413,Magical Musket Mastermind Zakiel,Magical Musket Mastermind Zakiel,https://tcgplayer-cdn.tcgplayer.com/product/152413_200w.jpg,2,2073,https://cpt.tcgcsv.com/h-d2,2017-11-18T14:00:09.58,1,0.25,1.0,4.99,0.46,,1st Edition,SPWA-EN022,Secret Rare,LIGHT,Fiend,Effect Monster,2500,2500,"You can Tribute Summon this card face-up by Tributing 1 ""Magical Musket"" monster. During either player's turn, you can activate ""Magical Musket"" Spell/Trap Cards from your hand. Once per turn, during your opponent's End Phase: You can draw cards equal to the number of ""Magical Musket"" Spell/Trap Cards you activated this turn while this card was face-up on your field. You can only use this effect of ""Magical Musket Mastermind Zakiel"" once per turn.",,
152414,Magical Musket - Steady Hands,Magical Musket Steady Hands,https://tcgplayer-cdn.tcgplayer.com/product/152414_200w.jpg,2,2073,https://cpt.tcgcsv.com/j-d2,2025-05-15T20:16:27.027,1,0.13,0.48,4.99,0.27,,1st Edition,SPWA-EN023,Super Rare,SPELL,,Quick-Play Spell,,,"Target 1 ""Magical Musket"" monster you control; its ATK/DEF become double its original ATK/DEF until the end of this turn. It cannot attack directly during the turn you activate this card. You can only activate 1 ""Magical Musket - Steady Hands"" per turn.",,
152415,Magical Musket - Cross-Domination,Magical Musket Cross Domination,https://tcgplayer-cdn.tcgplayer.com/product/152415_200w.jpg,2,2073,https://cpt.tcgcsv.com/k-d2,2022-03-09T20:20:52.38,1,5.77,12.0,42.0,6.56,7.19,1st Edition,SPWA-EN024,Secret Rare,SPELL,,Quick-Play Spell,,,"If you control a ""Magical Musket"" monster: Target 1 face-up monster on the field; until the end of this turn, change its ATK/DEF to 0, also it has its effects negated. You can only activate 1 ""Magical Musket - Cross-Domination"" per turn.",,
152416,Magical Musket - Desperado,Magical Musket Desperado,https://tcgplayer-cdn.tcgplayer.com/product/152416_200w.jpg,2,2073,https://cpt.tcgcsv.com/l-d2,2024-05-08T15:39:14.3,1,1.2,2.04,14.95,1.94,1.97,1st Edition,SPWA-EN025,Super Rare,TRAP,,Normal Trap,,,"If you control a ""Magical Musket"" monster: Target 1 face-up card on the field; destroy it. You can only activate 1 ""Magical Musket - Desperado"" per turn.",,
152417,Magical Musket - Dancing Needle,Magical Musket Dancing Needle,https://tcgplayer-cdn.tcgplayer.com/product/152417_200w.jpg,2,2073,https://cpt.tcgcsv.com/m-d2,2022-10-03T10:14:19.62,1,1.9,2.48,15.0,1.99,7.2,1st Edition,SPWA-EN026,Secret Rare,TRAP,,Normal Trap,,,"If you control a ""Magical Musket"" monster: Target up to 3 cards in the GYs; banish them. You can only activate 1 ""Magical Musket - Dancing Needle"" per turn.",,
152418,Magical Musket - Fiendish Deal,Magical Musket Fiendish Deal,https://tcgplayer-cdn.tcgplayer.com/product/152418_200w.jpg,2,2073,https://cpt.tcgcsv.com/n-d2,2025-05-15T20:16:27.08,1,0.1,0.33,4.99,0.23,,1st Edition,SPWA-EN027,Super Rare,TRAP,,Continuous Trap,,,"""Magical Musket"" monsters you control cannot be destroyed by card effects. If this card in your possession is sent to your GY by an opponent's card effect: You can add 1 ""Magical Musket"" card from your Deck or GY to your hand, except ""Magical Musket - Fiendish Deal"". You can only activate 1 ""Magical Musket - Fiendish Deal"" per turn.",,
152419,Magical Musket - Last Stand,Magical Musket Last Stand,https://tcgplayer-cdn.tcgplayer.com/product/152419_200w.jpg,2,2073,https://cpt.tcgcsv.com/p-d2,2017-11-18T14:03:08.92,1,3.36,5.0,20.0,4.19,3.97,1st Edition,SPWA-EN028,Secret Rare,TRAP,,Counter Trap,,,"When your opponent activates a Spell/Trap Card while you control a ""Magical Musket"" monster: Negate the activation, and if you do, destroy that card. You can only activate 1 ""Magical Musket - Last Stand"" per turn.",,
152420,The Weather Painter Snow,The Weather Painter Snow,https://tcgplayer-cdn.tcgplayer.com/product/152420_200w.jpg,2,2073,https://cpt.tcgcsv.com/q-d2,2017-11-18T14:02:58.937,1,2.4,3.85,22.99,3.47,,1st Edition,SPWA-EN029,Secret Rare,EARTH,Fairy,Effect Monster,0,2200,"When this card is Normal Summoned: You can place 1 ""The Weather"" Spell/Trap from your Deck face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Snow"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card.",,
152421,The Weather Painter Rain,The Weather Painter Rain,https://tcgplayer-cdn.tcgplayer.com/product/152421_200w.jpg,2,2073,https://cpt.tcgcsv.com/r-d2,2025-05-15T20:16:27.12,1,0.1,0.3,1.62,0.18,,1st Edition,SPWA-EN030,Super Rare,WATER,Fairy,Effect Monster,1200,1400,"If this card is Special Summoned: You can place 1 ""The Weather"" Spell/Trap from your hand face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Rain"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""Weathery"" card's effect: You can Special Summon this banished card.",,
152435,The Weather Painter Cloud,The Weather Painter Cloud,https://tcgplayer-cdn.tcgplayer.com/product/152435_200w.jpg,2,2073,https://cpt.tcgcsv.com/K-d2,2025-10-02T16:28:28.693,1,2.94,4.0,18.95,3.48,3.82,1st Edition,SPWA-EN031,Secret Rare,WIND,Fairy,Effect Monster,1500,1000,"If another face-up ""The Weather"" card you control is sent to the GY: You can target up to 2 ""The Weather"" Spells/Traps in your GY; place them face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Cloud"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card.",,
152437,The Weather Painter Sun,The Weather Painter Sun,https://tcgplayer-cdn.tcgplayer.com/product/152437_200w.jpg,2,2073,https://cpt.tcgcsv.com/M-d2,2023-01-27T06:41:52.057,1,0.6,1.16,19.98,1.14,1.67,1st Edition,SPWA-EN032,Secret Rare,FIRE,Fairy,Effect Monster,1600,400,"If this card is in your GY: You can send 1 face-up Continuous Spell/Trap you control to the GY; Special Summon this card in Defense Position, and if you do, place 1 ""The Weather"" Spell/Trap from your hand face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Sun"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card.",,
152438,The Weather Painter Thunder,The Weather Painter Thunder,https://tcgplayer-cdn.tcgplayer.com/product/152438_200w.jpg,2,2073,https://cpt.tcgcsv.com/N-d2,2025-01-24T20:58:53.983,1,0.29,0.99,19.98,0.58,0.63,1st Edition,SPWA-EN033,Secret Rare,LIGHT,Fairy,Effect Monster,1700,0,"You can send 1 face-up Continuous Spell/Trap you control to the GY; place 1 ""The Weather"" Spell/Trap from your Deck face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Thunder"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card.",,
152439,The Weather Painter Aurora,The Weather Painter Aurora,https://tcgplayer-cdn.tcgplayer.com/product/152439_200w.jpg,2,2073,https://cpt.tcgcsv.com/P-d2,2022-11-23T03:42:31.367,1,0.9,1.59,9.99,1.48,1.79,1st Edition,SPWA-EN034,Secret Rare,DARK,Fairy,Effect Monster,2200,2000,"When this card is Normal Summoned: You can place 1 ""The Weather"" Spell/Trap from your hand, Deck, or GY face-up in your Spell & Trap Zone. Your opponent cannot target ""The Weather"" Spells/Traps you control with card effects, also they cannot be destroyed by your opponent's card effects. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card.",,
152440,The Weather Painter Rainbow,The Weather Painter Rainbow,https://tcgplayer-cdn.tcgplayer.com/product/152440_200w.jpg,2,2073,https://cpt.tcgcsv.com/Q-d2,2023-07-10T23:33:18.76,1,0.5,1.5,290.86,0.99,0.79,1st Edition,SPWA-EN035,Secret Rare,LIGHT,Fairy,Link/Effect Monster,2400,,"3 ""The Weather"" monsters
When your opponent would Special Summon a monster(s) (Quick Effect): You can send this Link Summoned card to the GY; negate the Summon, and if you do, destroy that monster(s). Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card. ""The Weather"" Effect Monsters this card points to gain the following effect.
<br>? When a card or effect is activated (Quick Effect): You can banish this card; negate the activation, and if you do, destroy that card.",3,Bottom-Right;Bottom;Bottom-Left
152441,The Weather Snowy Canvas,The Weather Snowy Canvas,https://tcgplayer-cdn.tcgplayer.com/product/152441_200w.jpg,2,2073,https://cpt.tcgcsv.com/R-d2,2017-11-18T14:04:49.323,1,0.1,0.35,1.99,0.21,,1st Edition,SPWA-EN036,Super Rare,SPELL,,Continuous Spell,,,"""The Weather"" Effect Monsters in your Main Monster Zones of this card's column and its adjacent columns gain this effect.
<br>? You can banish this card (Quick Effect); add 1 ""The Weather"" card from your Deck to your hand, also you cannot add cards from your Deck to your hand for the rest of this turn, except by drawing them.
You can only control 1 ""The Weather Snowy Canvas"".",,
152444,The Weather Rainy Canvas,The Weather Rainy Canvas,https://tcgplayer-cdn.tcgplayer.com/product/152444_200w.jpg,2,2073,https://cpt.tcgcsv.com/V-d2,2025-05-15T20:16:27.183,1,0.18,0.49,1.99,0.44,,1st Edition,SPWA-EN037,Super Rare,SPELL,,Continuous Spell,,,"""The Weather"" Effect Monsters in your Main Monster Zones of this card's column and its adjacent columns gain this effect.
<br>• You can banish this card, then target 1 Spell/Trap your opponent controls (Quick Effect); return it to the hand.
<br>You can only control 1 ""The Weather Rainy Canvas"".",,
152445,The Weather Cloudy Canvas,The Weather Cloudy Canvas,https://tcgplayer-cdn.tcgplayer.com/product/152445_200w.jpg,2,2073,https://cpt.tcgcsv.com/W-d2,2025-05-15T20:16:27.23,1,0.1,0.3,2.0,0.23,,1st Edition,SPWA-EN038,Super Rare,SPELL,,Continuous Spell,,,"""The Weather"" Effect Monsters in your Main Monster Zones of this card's column and its adjacent columns gain this effect.
<br>? You can banish this card, then target 1 face-up monster on the field (except during the Damage Step) (Quick Effect); halve its current ATK for the rest of this turn, but it can attack directly this turn.
You can only control 1 ""The Weather Cloudy Canvas"".",,
152446,The Weather Sunny Canvas,The Weather Sunny Canvas,https://tcgplayer-cdn.tcgplayer.com/product/152446_200w.jpg,2,2073,https://cpt.tcgcsv.com/X-d2,2017-11-18T14:05:00.037,1,0.11,0.32,1.55,0.27,,1st Edition,SPWA-EN039,Super Rare,SPELL,,Continuous Spell,,,"""The Weather"" Effect Monsters in your Main Monster Zones of this card's column and its adjacent columns gain this effect.
<br>? You can banish this card, then target 1 monster you control (Quick Effect); Tribute that target, and if you do, Special Summon 1 ""The Weather"" monster from your hand or GY, but not with the same name the Tributed monster had on the field.
You can only control 1 ""The Weather Sunny Canvas"".",,
152447,The Weather Thundery Canvas,The Weather Thundery Canvas,https://tcgplayer-cdn.tcgplayer.com/product/152447_200w.jpg,2,2073,https://cpt.tcgcsv.com/Z-d2,2017-11-18T14:05:03.94,1,0.14,0.5,4.99,0.4,0.43,1st Edition,SPWA-EN040,Secret Rare,TRAP,,Continuous Trap,,,"""The Weather"" Effect Monsters in your Main Monster Zones of this card's column and its adjacent columns gain this effect.
<br>? At the start of the Damage Step, if this card battles an opponent's monster: You can banish this card; return that opponent's monster to the hand.
You can only control 1 ""The Weather Thundery Canvas"".",,
152448,The Weather Auroral Canvas,The Weather Auroral Canvas,https://tcgplayer-cdn.tcgplayer.com/product/152448_200w.jpg,2,2073,https://cpt.tcgcsv.com/--d2,2025-05-15T20:16:27.277,1,0.15,0.37,1.89,0.25,,1st Edition,SPWA-EN041,Super Rare,TRAP,,Continuous Trap,,,"""The Weather"" Effect Monsters in your Main Monster Zones of this card's column and its adjacent columns gain this effect.
<br>? When exactly 1 card is added to one player's hand (except during the Damage Step): You can banish this card; banish the added card, and if you do, that player draws 1 card.
You can only control 1 ""The Weather Auroral Canvas"".",,
152449,Hand of the Six Samurai,Hand of the Six Samurai,https://tcgplayer-cdn.tcgplayer.com/product/152449_200w.jpg,2,2073,https://cpt.tcgcsv.com/_-d2,2017-11-18T14:05:09.967,1,0.1,0.32,1.99,0.29,,1st Edition,SPWA-EN042,Super Rare,FIRE,Warrior,Effect Monster,1600,1000,"If you control another ""Six Samurai"" monster: You can Tribute 1 ""Six Samurai"" monster, then target 1 monster on the field; destroy that target.",,
152450,Legendary Six Samurai - Kageki,Legendary Six Samurai Kageki,https://tcgplayer-cdn.tcgplayer.com/product/152450_200w.jpg,2,2073,https://cpt.tcgcsv.com/0_d2,2025-01-21T16:15:33.483,1,1.0,2.08,5.99,2.1,,1st Edition,SPWA-EN043,Super Rare,WIND,Warrior,Effect Monster,200,2000,"When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower ""Six Samurai"" monster from your hand. While you control a ""Six Samurai"" monster with a different name, this card gains 1500 ATK.",,
152452,Legendary Six Samurai - Shinai,Legendary Six Samurai Shinai,https://tcgplayer-cdn.tcgplayer.com/product/152452_200w.jpg,2,2073,https://cpt.tcgcsv.com/3_d2,2023-02-18T17:16:11.733,1,2.47,3.5,9.99,3.38,,1st Edition,SPWA-EN044,Super Rare,WATER,Warrior,Effect Monster,200,2000,"If you control ""Legendary Six Samurai - Mizuho"", you can Special Summon this card (from your hand). If this card on the field is Tributed: Target 1 ""Six Samurai"" monster in your GY, except ""Legendary Six Samurai - Shinai""; add it to your hand.",,
152454,Legendary Six Samurai - Mizuho,Legendary Six Samurai Mizuho,https://tcgplayer-cdn.tcgplayer.com/product/152454_200w.jpg,2,2073,https://cpt.tcgcsv.com/6_d2,2022-10-21T12:31:42.087,1,0.54,1.03,40.0,1.05,,1st Edition,SPWA-EN045,Super Rare,FIRE,Warrior,Effect Monster,1600,1000,"If you control ""Legendary Six Samurai - Shinai"", you can Special Summon this card (from your hand). Once per turn: You can Tribute another face-up ""Six Samurai"" monster, then target 1 card on the field; destroy that target.",,
152455,Shien's Advisor,Shiens Advisor,https://tcgplayer-cdn.tcgplayer.com/product/152455_200w.jpg,2,2073,https://cpt.tcgcsv.com/7_d2,2017-11-18T14:15:56.493,1,0.1,0.28,2.0,0.27,,1st Edition,SPWA-EN046,Super Rare,EARTH,Warrior,Effect Monster,1200,400,"If this card is Normal Summoned while you control a ""Six Samurai"" monster: Declare 1 Monster Type; while this card is face-up on the field, monsters with the declared Monster Type cannot declare an attack or be Special Summoned.",,
