productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription
60155,Heroic Challenger - Spartan,Heroic Challenger Spartan,https://tcgplayer-cdn.tcgplayer.com/product/60155_200w.jpg,2,587,https://cpt.tcgcsv.com/75v,2013-05-09T12:13:41.653,1,,0.1,0.25,1.49,0.16,,Unlimited,REDU-EN005,Common,EARTH,Warrior,Effect Monster,1600,1000,"Once per turn, when an opponent's monster declares an attack: You can target 1 face-up ""Heroic"" monster you control, except this card; this card gains ATK equal to that face-up monster's original ATK, until the end of the Battle Phase."
60155,Heroic Challenger - Spartan,Heroic Challenger Spartan,https://tcgplayer-cdn.tcgplayer.com/product/60155_200w.jpg,2,587,https://cpt.tcgcsv.com/75v,2013-05-09T12:13:41.653,1,,0.09,0.25,1.99,0.14,,1st Edition,REDU-EN005,Common,EARTH,Warrior,Effect Monster,1600,1000,"Once per turn, when an opponent's monster declares an attack: You can target 1 face-up ""Heroic"" monster you control, except this card; this card gains ATK equal to that face-up monster's original ATK, until the end of the Battle Phase."
60156,Heroic Challenger - War Hammer,Heroic Challenger War Hammer,https://tcgplayer-cdn.tcgplayer.com/product/60156_200w.jpg,2,587,https://cpt.tcgcsv.com/85v,2013-05-09T12:13:41.653,1,,0.09,0.25,1.49,0.14,,Unlimited,REDU-EN006,Common,EARTH,Warrior,Effect Monster,2100,1300,When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can equip the destroyed monster to this card. (You can only equip 1 monster at a time to this card with this effect.) This card gains ATK equal to that equipped monster's ATK.
60156,Heroic Challenger - War Hammer,Heroic Challenger War Hammer,https://tcgplayer-cdn.tcgplayer.com/product/60156_200w.jpg,2,587,https://cpt.tcgcsv.com/85v,2013-05-09T12:13:41.653,1,,0.08,0.22,1.49,0.14,,1st Edition,REDU-EN006,Common,EARTH,Warrior,Effect Monster,2100,1300,When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can equip the destroyed monster to this card. (You can only equip 1 monster at a time to this card with this effect.) This card gains ATK equal to that equipped monster's ATK.
60157,Heroic Challenger - Swordshield,Heroic Challenger Swordshield,https://tcgplayer-cdn.tcgplayer.com/product/60157_200w.jpg,2,587,https://cpt.tcgcsv.com/95v,2013-05-09T12:13:41.653,1,,0.08,0.23,1.39,0.22,,Unlimited,REDU-EN007,Common,EARTH,Warrior,Effect Monster,0,2000,"During either player's turn, if you control a face-up ""Heroic"" monster: You can send this card from your hand to the Graveyard; for the rest of this turn, you take no Battle Damage and ""Heroic"" monsters you control cannot be destroyed by battle."
60157,Heroic Challenger - Swordshield,Heroic Challenger Swordshield,https://tcgplayer-cdn.tcgplayer.com/product/60157_200w.jpg,2,587,https://cpt.tcgcsv.com/95v,2013-05-09T12:13:41.653,1,,0.08,0.2,2.01,0.16,,1st Edition,REDU-EN007,Common,EARTH,Warrior,Effect Monster,0,2000,"During either player's turn, if you control a face-up ""Heroic"" monster: You can send this card from your hand to the Graveyard; for the rest of this turn, you take no Battle Damage and ""Heroic"" monsters you control cannot be destroyed by battle."
60158,Heroic Challenger - Double Lance,Heroic Challenger Double Lance,https://tcgplayer-cdn.tcgplayer.com/product/60158_200w.jpg,2,587,https://cpt.tcgcsv.com/b5v,2013-05-09T12:13:41.653,1,,0.17,0.47,1.28,0.29,,Unlimited,REDU-EN008,Rare,EARTH,Warrior,Effect Monster,1700,900,"When this card is Normal Summoned: You can Special Summon 1 ""Heroic Challenger - Double Lance"" from your hand or Graveyard in face-up Defense Position. This card cannot be used as a Synchro Material Monster. This card cannot be used as an Xyz Material, except for the Xyz Summon of a Warrior-Type monster."
60158,Heroic Challenger - Double Lance,Heroic Challenger Double Lance,https://tcgplayer-cdn.tcgplayer.com/product/60158_200w.jpg,2,587,https://cpt.tcgcsv.com/b5v,2013-05-09T12:13:41.653,1,,0.16,0.4,1.98,0.33,,1st Edition,REDU-EN008,Rare,EARTH,Warrior,Effect Monster,1700,900,"When this card is Normal Summoned: You can Special Summon 1 ""Heroic Challenger - Double Lance"" from your hand or Graveyard in face-up Defense Position. This card cannot be used as a Synchro Material Monster. This card cannot be used as an Xyz Material, except for the Xyz Summon of a Warrior-Type monster."
60159,Chronomaly Mayan Machine,Chronomaly Mayan Machine,https://tcgplayer-cdn.tcgplayer.com/product/60159_200w.jpg,2,587,https://cpt.tcgcsv.com/c5v,2013-05-09T12:13:41.653,1,,0.08,0.22,1.08,0.14,,Unlimited,REDU-EN009,Common,EARTH,Machine,Effect Monster,1500,700,This card can be treated as 2 Tributes for the Tribute Summon of a Machine-Type monster.
60159,Chronomaly Mayan Machine,Chronomaly Mayan Machine,https://tcgplayer-cdn.tcgplayer.com/product/60159_200w.jpg,2,587,https://cpt.tcgcsv.com/c5v,2013-05-09T12:13:41.653,1,,0.08,0.21,1.0,0.12,,1st Edition,REDU-EN009,Common,EARTH,Machine,Effect Monster,1500,700,This card can be treated as 2 Tributes for the Tribute Summon of a Machine-Type monster.
60160,Chronomaly Colossal Head,Chronomaly Colossal Head,https://tcgplayer-cdn.tcgplayer.com/product/60160_200w.jpg,2,587,https://cpt.tcgcsv.com/d5v,2013-05-09T12:13:41.653,1,,0.03,0.25,1.0,0.15,,Unlimited,REDU-EN010,Rare,EARTH,Rock,Effect Monster,800,1600,"You can banish this card from your Graveyard to target 1 Level 3 or higher Attack Position monster on the field; change it to face-up or face-down Defense Position. The effect of ""Chronomaly Colossal Head"" can only be used once per turn."
60160,Chronomaly Colossal Head,Chronomaly Colossal Head,https://tcgplayer-cdn.tcgplayer.com/product/60160_200w.jpg,2,587,https://cpt.tcgcsv.com/d5v,2013-05-09T12:13:41.653,1,,0.02,0.25,1.0,0.2,,1st Edition,REDU-EN010,Rare,EARTH,Rock,Effect Monster,800,1600,"You can banish this card from your Graveyard to target 1 Level 3 or higher Attack Position monster on the field; change it to face-up or face-down Defense Position. The effect of ""Chronomaly Colossal Head"" can only be used once per turn."
60161,Chronomaly Golden Jet,Chronomaly Golden Jet,https://tcgplayer-cdn.tcgplayer.com/product/60161_200w.jpg,2,587,https://cpt.tcgcsv.com/f5v,2013-05-09T12:13:41.653,1,,0.09,0.25,1.5,0.16,,Unlimited,REDU-EN011,Common,LIGHT,Machine,Effect Monster,1300,1400,"Once per turn: You can increase the Levels of all ""Chronomaly"" monsters you currently control by 1."
60161,Chronomaly Golden Jet,Chronomaly Golden Jet,https://tcgplayer-cdn.tcgplayer.com/product/60161_200w.jpg,2,587,https://cpt.tcgcsv.com/f5v,2013-05-09T12:13:41.653,1,,0.09,0.25,1.5,0.27,,1st Edition,REDU-EN011,Common,LIGHT,Machine,Effect Monster,1300,1400,"Once per turn: You can increase the Levels of all ""Chronomaly"" monsters you currently control by 1."
60162,Chronomaly Crystal Bones,Chronomaly Crystal Bones,https://tcgplayer-cdn.tcgplayer.com/product/60162_200w.jpg,2,587,https://cpt.tcgcsv.com/g5v,2013-05-09T12:13:41.653,1,,0.1,0.47,1.0,0.28,,Unlimited,REDU-EN012,Rare,LIGHT,Rock,Effect Monster,1300,400,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). When you do: You can Special Summon 1 ""Chronomaly"" monster from your hand or Graveyard, except ""Chronomaly Crystal Bones""."
60162,Chronomaly Crystal Bones,Chronomaly Crystal Bones,https://tcgplayer-cdn.tcgplayer.com/product/60162_200w.jpg,2,587,https://cpt.tcgcsv.com/g5v,2013-05-09T12:13:41.653,1,,0.14,0.29,1.0,0.29,,1st Edition,REDU-EN012,Rare,LIGHT,Rock,Effect Monster,1300,400,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). When you do: You can Special Summon 1 ""Chronomaly"" monster from your hand or Graveyard, except ""Chronomaly Crystal Bones""."
60163,Chronomaly Crystal Skull,Chronomaly Crystal Skull,https://tcgplayer-cdn.tcgplayer.com/product/60163_200w.jpg,2,587,https://cpt.tcgcsv.com/h5v,2013-05-09T12:13:41.653,1,,0.2,0.48,1.49,0.27,,Unlimited,REDU-EN013,Rare,LIGHT,Rock,Effect Monster,900,600,"If you control a face-up ""Chronomaly"" monster: You can discard this card to the Graveyard; add 1 ""Chronomaly"" monster from your Deck or Graveyard to your hand, except ""Chronomaly Crystal Skull"". The effect of ""Chronomaly Crystal Skull"" can only be used once per turn."
60163,Chronomaly Crystal Skull,Chronomaly Crystal Skull,https://tcgplayer-cdn.tcgplayer.com/product/60163_200w.jpg,2,587,https://cpt.tcgcsv.com/h5v,2013-05-09T12:13:41.653,1,,0.2,0.37,1.23,0.39,,1st Edition,REDU-EN013,Rare,LIGHT,Rock,Effect Monster,900,600,"If you control a face-up ""Chronomaly"" monster: You can discard this card to the Graveyard; add 1 ""Chronomaly"" monster from your Deck or Graveyard to your hand, except ""Chronomaly Crystal Skull"". The effect of ""Chronomaly Crystal Skull"" can only be used once per turn."
60164,Chronomaly Moai,Chronomaly Moai,https://tcgplayer-cdn.tcgplayer.com/product/60164_200w.jpg,2,587,https://cpt.tcgcsv.com/j5v,2013-05-09T12:13:41.653,1,,0.11,0.28,1.49,0.29,,Unlimited,REDU-EN014,Common,EARTH,Rock,Effect Monster,1800,1600,"If you control a face-up ""Chronomaly"" monster, you can Special Summon this card (from your hand) in face-up Defense Position."
60164,Chronomaly Moai,Chronomaly Moai,https://tcgplayer-cdn.tcgplayer.com/product/60164_200w.jpg,2,587,https://cpt.tcgcsv.com/j5v,2013-05-09T12:13:41.653,1,,0.01,0.25,0.99,0.23,,1st Edition,REDU-EN014,Common,EARTH,Rock,Effect Monster,1800,1600,"If you control a face-up ""Chronomaly"" monster, you can Special Summon this card (from your hand) in face-up Defense Position."
60165,Spellbook Magician of Prophecy,Spellbook Magician of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60165_200w.jpg,2,587,https://cpt.tcgcsv.com/k5v,2013-05-09T12:13:41.653,1,,2.0,2.94,12.84,2.84,,Unlimited,REDU-EN015,Ultra Rare,WATER,Spellcaster,Effect Monster,500,400,"When this card is Normal Summoned or flipped face-up: Add 1 ""Spellbook"" Spell Card from your Deck to your hand."
60165,Spellbook Magician of Prophecy,Spellbook Magician of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60165_200w.jpg,2,587,https://cpt.tcgcsv.com/k5v,2013-05-09T12:13:41.653,1,,1.74,2.55,14.95,1.9,,1st Edition,REDU-EN015,Ultra Rare,WATER,Spellcaster,Effect Monster,500,400,"When this card is Normal Summoned or flipped face-up: Add 1 ""Spellbook"" Spell Card from your Deck to your hand."
60166,Amores of Prophecy,Amores of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60166_200w.jpg,2,587,https://cpt.tcgcsv.com/l5v,2013-05-09T12:13:41.653,1,,0.1,0.24,1.0,0.2,,Unlimited,REDU-EN016,Common,EARTH,Spellcaster,Effect Monster,600,2000,"Once per turn: You can reveal 1 ""Spellbook"" Spell Card in your hand; Special Summon 1 Level 4 or lower Spellcaster-Type monster from your hand."
60166,Amores of Prophecy,Amores of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60166_200w.jpg,2,587,https://cpt.tcgcsv.com/l5v,2013-05-09T12:13:41.653,1,,0.07,0.25,2.01,0.22,,1st Edition,REDU-EN016,Common,EARTH,Spellcaster,Effect Monster,600,2000,"Once per turn: You can reveal 1 ""Spellbook"" Spell Card in your hand; Special Summon 1 Level 4 or lower Spellcaster-Type monster from your hand."
60167,Temperance of Prophecy,Temperance of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60167_200w.jpg,2,587,https://cpt.tcgcsv.com/m5v,2013-05-09T12:13:41.653,1,,16.95,17.9,17.99,9.38,,Unlimited,REDU-EN017,Super Rare,EARTH,Spellcaster,Effect Monster,1000,1000,"During your Main Phase, if you have activated a ""Spellbook"" Spell Card previously this turn: You can Tribute this card; Special Summon 1 Level 5 or higher LIGHT or DARK Spellcaster-Type monster from your Deck. You cannot Special Summon another Level 5 or higher monster during the turn you activate this effect."
60167,Temperance of Prophecy,Temperance of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60167_200w.jpg,2,587,https://cpt.tcgcsv.com/m5v,2013-05-09T12:13:41.653,1,,16.5,18.24,59.99,13.7,,1st Edition,REDU-EN017,Super Rare,EARTH,Spellcaster,Effect Monster,1000,1000,"During your Main Phase, if you have activated a ""Spellbook"" Spell Card previously this turn: You can Tribute this card; Special Summon 1 Level 5 or higher LIGHT or DARK Spellcaster-Type monster from your Deck. You cannot Special Summon another Level 5 or higher monster during the turn you activate this effect."
60168,Strength of Prophecy,Strength of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60168_200w.jpg,2,587,https://cpt.tcgcsv.com/n5v,2013-05-09T12:13:41.653,1,,0.1,0.27,1.98,0.25,,Unlimited,REDU-EN018,Common,FIRE,Spellcaster,Effect Monster,1500,1400,"Once per turn: You can shuffle 1 ""Spellbook"" Spell Card from your Graveyard into your Deck to target 1 face-up Spellcaster-Type monster on the field; increase its Level by 1 and its ATK by 500."
60168,Strength of Prophecy,Strength of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60168_200w.jpg,2,587,https://cpt.tcgcsv.com/n5v,2013-05-09T12:13:41.653,1,,0.07,0.24,1.0,0.15,,1st Edition,REDU-EN018,Common,FIRE,Spellcaster,Effect Monster,1500,1400,"Once per turn: You can shuffle 1 ""Spellbook"" Spell Card from your Graveyard into your Deck to target 1 face-up Spellcaster-Type monster on the field; increase its Level by 1 and its ATK by 500."
60169,Charioteer of Prophecy,Charioteer of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60169_200w.jpg,2,587,https://cpt.tcgcsv.com/p5v,2013-05-09T12:13:41.653,1,,0.09,0.23,1.49,0.21,,Unlimited,REDU-EN019,Common,WIND,Spellcaster,Effect Monster,1800,1300,"Once per turn: You can discard 1 ""Spellbook"" Spell Card to target 1 Spellcaster-Type monster in your Graveyard; add that target to your hand."
60169,Charioteer of Prophecy,Charioteer of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60169_200w.jpg,2,587,https://cpt.tcgcsv.com/p5v,2013-05-09T12:13:41.653,1,,0.04,0.21,0.99,0.14,,1st Edition,REDU-EN019,Common,WIND,Spellcaster,Effect Monster,1800,1300,"Once per turn: You can discard 1 ""Spellbook"" Spell Card to target 1 Spellcaster-Type monster in your Graveyard; add that target to your hand."
60170,High Priestess of Prophecy,High Priestess of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60170_200w.jpg,2,587,https://cpt.tcgcsv.com/q5v,2013-05-09T12:13:41.653,1,,18.2,23.99,48.84,21.9,,Unlimited,REDU-EN020,Secret Rare,LIGHT,Spellcaster,Effect Monster,2500,2100,"You can reveal 3 ""Spellbook"" Spell Cards in your hand; Special Summon this card from your hand. Once per turn: You can banish 1 ""Spellbook"" Spell Card from your hand or Graveyard to target 1 card on the field; destroy that target."
60170,High Priestess of Prophecy,High Priestess of Prophecy,https://tcgplayer-cdn.tcgplayer.com/product/60170_200w.jpg,2,587,https://cpt.tcgcsv.com/q5v,2013-05-09T12:13:41.653,1,,29.75,39.52,195.0,42.62,,1st Edition,REDU-EN020,Secret Rare,LIGHT,Spellcaster,Effect Monster,2500,2100,"You can reveal 3 ""Spellbook"" Spell Cards in your hand; Special Summon this card from your hand. Once per turn: You can banish 1 ""Spellbook"" Spell Card from your hand or Graveyard to target 1 card on the field; destroy that target."
60171,Madolche Mewfeuille,Madolche Mewfeuille,https://tcgplayer-cdn.tcgplayer.com/product/60171_200w.jpg,2,587,https://cpt.tcgcsv.com/r5v,2013-05-09T12:13:41.653,1,,0.3,0.74,1.98,0.57,,Unlimited,REDU-EN021,Common,EARTH,Beast,Effect Monster,500,300,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. When this card is Normal Summoned: You can Special Summon 1 ""Madolche"" monster from your hand."
60171,Madolche Mewfeuille,Madolche Mewfeuille,https://tcgplayer-cdn.tcgplayer.com/product/60171_200w.jpg,2,587,https://cpt.tcgcsv.com/r5v,2013-05-09T12:13:41.653,1,,0.24,0.65,1.67,0.65,,1st Edition,REDU-EN021,Common,EARTH,Beast,Effect Monster,500,300,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. When this card is Normal Summoned: You can Special Summon 1 ""Madolche"" monster from your hand."
60172,Madolche Baaple,Madolche Baaple,https://tcgplayer-cdn.tcgplayer.com/product/60172_200w.jpg,2,587,https://cpt.tcgcsv.com/s5v,2013-05-09T12:13:41.653,1,,0.1,0.25,1.7,0.19,,Unlimited,REDU-EN022,Common,EARTH,Beast,Effect Monster,0,1800,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. Once per turn: You can target 1 face-up Attack Position ""Madolche"" monster your control and 1 face-up Attack Position monster your opponent controls, if both monsters are still on the field, change them to face-up Defense Position, and if you do, the ones changed by this effect cannot have their battle positions changed until the end of your opponent's next turn."
60172,Madolche Baaple,Madolche Baaple,https://tcgplayer-cdn.tcgplayer.com/product/60172_200w.jpg,2,587,https://cpt.tcgcsv.com/s5v,2013-05-09T12:13:41.653,1,,0.1,0.25,1.55,0.24,,1st Edition,REDU-EN022,Common,EARTH,Beast,Effect Monster,0,1800,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. Once per turn: You can target 1 face-up Attack Position ""Madolche"" monster your control and 1 face-up Attack Position monster your opponent controls, if both monsters are still on the field, change them to face-up Defense Position, and if you do, the ones changed by this effect cannot have their battle positions changed until the end of your opponent's next turn."
60173,Madolche Chouxvalier,Madolche Chouxvalier,https://tcgplayer-cdn.tcgplayer.com/product/60173_200w.jpg,2,587,https://cpt.tcgcsv.com/t5v,2013-05-09T12:13:41.653,1,,0.4,0.9,1.99,0.85,0.95,Unlimited,REDU-EN023,Rare,EARTH,Warrior,Effect Monster,1700,1300,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard: Shuffle this card into your Deck. Your opponent cannot target face-up ""Madolche"" monsters for attacks, except ""Madolche Chouxvalier""."
60173,Madolche Chouxvalier,Madolche Chouxvalier,https://tcgplayer-cdn.tcgplayer.com/product/60173_200w.jpg,2,587,https://cpt.tcgcsv.com/t5v,2013-05-09T12:13:41.653,1,,0.45,0.72,1.98,0.66,,1st Edition,REDU-EN023,Rare,EARTH,Warrior,Effect Monster,1700,1300,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard: Shuffle this card into your Deck. Your opponent cannot target face-up ""Madolche"" monsters for attacks, except ""Madolche Chouxvalier""."
60174,Madolche Magileine,Madolche Magileine,https://tcgplayer-cdn.tcgplayer.com/product/60174_200w.jpg,2,587,https://cpt.tcgcsv.com/v5v,2024-02-17T16:33:22.24,1,,3.0,5.0,9.46,4.45,,Unlimited,REDU-EN024,Super Rare,EARTH,Spellcaster,Effect Monster,1400,1200,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. When this card is Normal or Flip Summoned: You can add 1 ""Madolche"" monster from your Deck to your hand."
60174,Madolche Magileine,Madolche Magileine,https://tcgplayer-cdn.tcgplayer.com/product/60174_200w.jpg,2,587,https://cpt.tcgcsv.com/v5v,2024-02-17T16:33:22.24,1,,3.16,5.0,18.0,5.06,,1st Edition,REDU-EN024,Super Rare,EARTH,Spellcaster,Effect Monster,1400,1200,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. When this card is Normal or Flip Summoned: You can add 1 ""Madolche"" monster from your Deck to your hand."
60175,Madolche Butlerusk,Madolche Butlerusk,https://tcgplayer-cdn.tcgplayer.com/product/60175_200w.jpg,2,587,https://cpt.tcgcsv.com/w5v,2013-05-09T12:13:41.653,1,,0.1,0.46,1.49,0.5,,Unlimited,REDU-EN025,Common,EARTH,Spellcaster,Effect Monster,1500,800,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. When this card is Normal Summoned: You can add 1 Field Spell Card from your Deck to your hand. There must be another face-up ""Madolche"" monster on the field to activate and resolve this effect."
60175,Madolche Butlerusk,Madolche Butlerusk,https://tcgplayer-cdn.tcgplayer.com/product/60175_200w.jpg,2,587,https://cpt.tcgcsv.com/w5v,2013-05-09T12:13:41.653,1,,0.05,0.35,1.98,0.32,,1st Edition,REDU-EN025,Common,EARTH,Spellcaster,Effect Monster,1500,800,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. When this card is Normal Summoned: You can add 1 Field Spell Card from your Deck to your hand. There must be another face-up ""Madolche"" monster on the field to activate and resolve this effect."
60176,Madolche Puddingcess,Madolche Puddingcess,https://tcgplayer-cdn.tcgplayer.com/product/60176_200w.jpg,2,587,https://cpt.tcgcsv.com/x5v,2013-05-09T12:13:41.653,1,,0.95,1.59,3.39,1.5,,Unlimited,REDU-EN026,Ultra Rare,EARTH,Fairy,Effect Monster,1000,1000,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. While you have no monsters in your Graveyard, this card gains 800 ATK and DEF. After damage calculation, when this card battles an opponent's monster: You can target 1 card your opponent controls; destroy that target."
60176,Madolche Puddingcess,Madolche Puddingcess,https://tcgplayer-cdn.tcgplayer.com/product/60176_200w.jpg,2,587,https://cpt.tcgcsv.com/x5v,2013-05-09T12:13:41.653,1,,1.74,2.49,50.0,2.44,,1st Edition,REDU-EN026,Ultra Rare,EARTH,Fairy,Effect Monster,1000,1000,"When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. While you have no monsters in your Graveyard, this card gains 800 ATK and DEF. After damage calculation, when this card battles an opponent's monster: You can target 1 card your opponent controls; destroy that target."
60177,Geargiano Mk-II,Geargiano Mk II,https://tcgplayer-cdn.tcgplayer.com/product/60177_200w.jpg,2,587,https://cpt.tcgcsv.com/z5v,2013-05-09T12:13:41.653,1,,0.19,0.69,1.65,0.54,,Unlimited,REDU-EN027,Rare,EARTH,Machine,Effect Monster,1000,500,"When this card is Normal Summoned or Flip Summoned: You can Special Summon 1 ""Geargia"" monster from your hand or Graveyard in face-up Defense Position."
