productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extUPC
39233,Blackwing - Brisote the Tailwind,Blackwing Brisote the Tailwind,https://tcgplayer-cdn.tcgplayer.com/product/39233_200w.jpg,2,302,https://cpt.tcgcsv.com/HJk,2013-05-09T12:13:41.653,1,STOR-EN008,Common,DARK,Effect Monster,1200,1800,"You can Special Summon this card from your hand during the turn 2 or more ""Blackwing"" monsters you control were destroyed. If this card is used for a Synchro Summon, gain 600 Life Points.",0.1,0.24,1.75,0.17,,1st Edition,Winged Beast,
39234,Blood Sucker,Blood Sucker,https://tcgplayer-cdn.tcgplayer.com/product/39234_200w.jpg,2,302,https://cpt.tcgcsv.com/JJk,2013-05-09T12:13:41.653,1,STOR-EN093,Common,DARK,Effect Monster,1300,1500,"Each time this card inflicts Battle Damage to your opponent, send the top card of your opponent's Deck to the Graveyard.",0.01,0.21,1.7,0.13,,Unlimited,Zombie,
39234,Blood Sucker,Blood Sucker,https://tcgplayer-cdn.tcgplayer.com/product/39234_200w.jpg,2,302,https://cpt.tcgcsv.com/JJk,2013-05-09T12:13:41.653,1,STOR-EN093,Common,DARK,Effect Monster,1300,1500,"Each time this card inflicts Battle Damage to your opponent, send the top card of your opponent's Deck to the Graveyard.",0.02,0.23,1.75,0.19,,1st Edition,Zombie,
39235,Chaos Hunter,Chaos Hunter,https://tcgplayer-cdn.tcgplayer.com/product/39235_200w.jpg,2,302,https://cpt.tcgcsv.com/KJk,2013-05-09T12:13:41.653,1,STOR-EN085,Secret Rare,DARK,Effect Monster,2500,1600,"When your opponent Special Summons a monster, you can discard 1 card to Special Summon this card from your hand. Your opponent cannot remove cards from play.",3.0,6.99,33.84,5.07,,Unlimited,Fiend,
39235,Chaos Hunter,Chaos Hunter,https://tcgplayer-cdn.tcgplayer.com/product/39235_200w.jpg,2,302,https://cpt.tcgcsv.com/KJk,2013-05-09T12:13:41.653,1,STOR-EN085,Secret Rare,DARK,Effect Monster,2500,1600,"When your opponent Special Summons a monster, you can discard 1 card to Special Summon this card from your hand. Your opponent cannot remove cards from play.",4.75,14.37,80.0,14.38,,1st Edition,Fiend,
39236,Cosmic Compass,Cosmic Compass,https://tcgplayer-cdn.tcgplayer.com/product/39236_200w.jpg,2,302,https://cpt.tcgcsv.com/LJk,2013-05-09T12:13:41.653,1,STOR-EN001,Common,EARTH,Effect Monster,100,300,"When this card is Normal Summoned, you can Special Summon a number of ""Compass Tokens"" (Machine-Type/EARTH/Level 1/ATK 0/DEF 0) up to the number of monsters your opponent controls.",0.01,0.24,1.93,0.16,,Unlimited,Machine,
39236,Cosmic Compass,Cosmic Compass,https://tcgplayer-cdn.tcgplayer.com/product/39236_200w.jpg,2,302,https://cpt.tcgcsv.com/LJk,2013-05-09T12:13:41.653,1,STOR-EN001,Common,EARTH,Effect Monster,100,300,"When this card is Normal Summoned, you can Special Summon a number of ""Compass Tokens"" (Machine-Type/EARTH/Level 1/ATK 0/DEF 0) up to the number of monsters your opponent controls.",0.1,0.25,1.75,0.18,,1st Edition,Machine,
39237,Cyber Shield,Cyber Shield,https://tcgplayer-cdn.tcgplayer.com/product/39237_200w.jpg,2,302,https://cpt.tcgcsv.com/MJk,2013-05-09T12:13:41.653,1,STOR-EN090,Common,SPELL,Normal Spell,0,0,"Equip only to a ""Harpie Lady"" or ""Harpie Lady Sisters"". It gains 500 ATK.",0.1,0.25,1.75,0.26,,Unlimited,,
39237,Cyber Shield,Cyber Shield,https://tcgplayer-cdn.tcgplayer.com/product/39237_200w.jpg,2,302,https://cpt.tcgcsv.com/MJk,2013-05-09T12:13:41.653,1,STOR-EN090,Common,SPELL,Normal Spell,0,0,"Equip only to a ""Harpie Lady"" or ""Harpie Lady Sisters"". It gains 500 ATK.",0.1,0.3,1.8,0.33,,1st Edition,,
39238,D.D. Sprite,DD Sprite,https://tcgplayer-cdn.tcgplayer.com/product/39238_200w.jpg,2,302,https://cpt.tcgcsv.com/NJk,2014-08-20T20:04:34.75,1,STOR-EN004,Super Rare,LIGHT,Tuner Monster,0,100,"You can Special Summon this card from your hand by removing from play 1 face-up monster you control. If you do, return the removed from play monster to the field during the next Standby Phase.",0.47,1.0,11.0,0.77,,Unlimited,Fairy,
39238,D.D. Sprite,DD Sprite,https://tcgplayer-cdn.tcgplayer.com/product/39238_200w.jpg,2,302,https://cpt.tcgcsv.com/NJk,2014-08-20T20:04:34.75,1,STOR-EN004,Super Rare,LIGHT,Tuner Monster,0,100,"You can Special Summon this card from your hand by removing from play 1 face-up monster you control. If you do, return the removed from play monster to the field during the next Standby Phase.",0.99,1.62,6.69,1.66,,1st Edition,Fairy,
39239,Divine Relic Mjollnir,Divine Relic Mjollnir,https://tcgplayer-cdn.tcgplayer.com/product/39239_200w.jpg,2,302,https://cpt.tcgcsv.com/PJk,2013-05-09T12:13:41.653,1,STOR-EN066,Common,TRAP,Normal Trap,0,0,"Select 1 face-up ""Aesir"" monster you control. It can attack twice during this turn's Battle Phase.",0.05,0.2,1.4,0.14,,Unlimited,,
39239,Divine Relic Mjollnir,Divine Relic Mjollnir,https://tcgplayer-cdn.tcgplayer.com/product/39239_200w.jpg,2,302,https://cpt.tcgcsv.com/PJk,2013-05-09T12:13:41.653,1,STOR-EN066,Common,TRAP,Normal Trap,0,0,"Select 1 face-up ""Aesir"" monster you control. It can attack twice during this turn's Battle Phase.",0.09,0.23,1.8,0.17,,1st Edition,,
39240,Divine Wind of Mist Valley,Divine Wind of Mist Valley,https://tcgplayer-cdn.tcgplayer.com/product/39240_200w.jpg,2,302,https://cpt.tcgcsv.com/QJk,2013-05-09T12:13:41.653,1,STOR-EN059,Common,SPELL,Normal Spell,0,0,"Once per turn, if a face-up WIND monster you control is returned to the hand, you can Special Summon 1 Level 4 or lower WIND monster from your Deck.",0.06,0.22,1.75,0.13,,Unlimited,,
39240,Divine Wind of Mist Valley,Divine Wind of Mist Valley,https://tcgplayer-cdn.tcgplayer.com/product/39240_200w.jpg,2,302,https://cpt.tcgcsv.com/QJk,2013-05-09T12:13:41.653,1,STOR-EN059,Common,SPELL,Normal Spell,0,0,"Once per turn, if a face-up WIND monster you control is returned to the hand, you can Special Summon 1 Level 4 or lower WIND monster from your Deck.",0.09,0.25,1.8,0.22,,1st Edition,,
39241,Doppelwarrior,Doppelwarrior,https://tcgplayer-cdn.tcgplayer.com/product/39241_200w.jpg,2,302,https://cpt.tcgcsv.com/RJk,2013-05-09T12:13:41.653,1,STOR-EN002,Rare,DARK,Effect Monster,800,800,"When a monster is Special Summoned from your Graveyard, you can Special Summon this card from your hand. If this card is sent to the Graveyard for a Synchro Summon, you can Special Summon 2 ""Doppel Tokens"" (Warrior-Type/DARK/Level 1/ATK 400/DEF 400) in Attack Position.",0.05,0.38,1.69,0.19,,Unlimited,Warrior,
39241,Doppelwarrior,Doppelwarrior,https://tcgplayer-cdn.tcgplayer.com/product/39241_200w.jpg,2,302,https://cpt.tcgcsv.com/RJk,2013-05-09T12:13:41.653,1,STOR-EN002,Rare,DARK,Effect Monster,800,800,"When a monster is Special Summoned from your Graveyard, you can Special Summon this card from your hand. If this card is sent to the Graveyard for a Synchro Summon, you can Special Summon 2 ""Doppel Tokens"" (Warrior-Type/DARK/Level 1/ATK 400/DEF 400) in Attack Position.",0.08,0.5,1.95,0.5,,1st Edition,Warrior,
39242,Dverg of the Nordic Alfar,Dverg of the Nordic Alfar,https://tcgplayer-cdn.tcgplayer.com/product/39242_200w.jpg,2,302,https://cpt.tcgcsv.com/SJk,2013-05-09T12:13:41.653,1,STOR-EN016,Rare,EARTH,Effect Monster,100,1000,"During the turn this card is Normal Summoned, you can Normal Summon 1 additional ""Nordic"" monster. You can only gain this effect once per turn. When this face-up card is sent to the Graveyard, add 1 ""Nordic Relic"" card from your Graveyard to your hand.",0.01,0.25,1.41,0.18,,Unlimited,Warrior,
39242,Dverg of the Nordic Alfar,Dverg of the Nordic Alfar,https://tcgplayer-cdn.tcgplayer.com/product/39242_200w.jpg,2,302,https://cpt.tcgcsv.com/SJk,2013-05-09T12:13:41.653,1,STOR-EN016,Rare,EARTH,Effect Monster,100,1000,"During the turn this card is Normal Summoned, you can Normal Summon 1 additional ""Nordic"" monster. You can only gain this effect once per turn. When this face-up card is sent to the Graveyard, add 1 ""Nordic Relic"" card from your Graveyard to your hand.",0.06,0.26,2.0,0.24,,1st Edition,Warrior,
39243,Elemental Hero Ice Edge,Elemental Hero Ice Edge,https://tcgplayer-cdn.tcgplayer.com/product/39243_200w.jpg,2,302,https://cpt.tcgcsv.com/TJk,2013-05-09T12:13:41.653,1,STOR-EN098,Super Rare,WATER,Effect Monster,800,900,"When this card inflicts Battle Damage to your opponent by a direct attack, you can select 1 Set card in your opponent's Spell and Trap Card Zone, and destroy it. Once per turn, during your Main Phase 1, you can discard 1 card to allow this card to attack your opponent directly this turn.",0.99,1.48,8.95,1.31,,Unlimited,Warrior,
39243,Elemental Hero Ice Edge,Elemental Hero Ice Edge,https://tcgplayer-cdn.tcgplayer.com/product/39243_200w.jpg,2,302,https://cpt.tcgcsv.com/TJk,2013-05-09T12:13:41.653,1,STOR-EN098,Super Rare,WATER,Effect Monster,800,900,"When this card inflicts Battle Damage to your opponent by a direct attack, you can select 1 Set card in your opponent's Spell and Trap Card Zone, and destroy it. Once per turn, during your Main Phase 1, you can discard 1 card to allow this card to attack your opponent directly this turn.",1.3,2.95,8.97,3.22,,1st Edition,Warrior,
39244,Foolish Return,Foolish Return,https://tcgplayer-cdn.tcgplayer.com/product/39244_200w.jpg,2,302,https://cpt.tcgcsv.com/VJk,2013-05-09T12:13:41.653,1,STOR-EN058,Rare,SPELL,Normal Spell,0,0,"Select 1 card from your opponent's Graveyard, and shuffle it into their Deck.",0.04,0.49,4.99,0.58,,Unlimited,,
39244,Foolish Return,Foolish Return,https://tcgplayer-cdn.tcgplayer.com/product/39244_200w.jpg,2,302,https://cpt.tcgcsv.com/VJk,2013-05-09T12:13:41.653,1,STOR-EN058,Rare,SPELL,Normal Spell,0,0,"Select 1 card from your opponent's Graveyard, and shuffle it into their Deck.",0.09,0.5,4.0,0.11,,1st Edition,,
39245,Forbidden Lance,Forbidden Lance,https://tcgplayer-cdn.tcgplayer.com/product/39245_200w.jpg,2,302,https://cpt.tcgcsv.com/WJk,2013-05-09T12:13:41.653,1,STOR-EN061,Super Rare,SPELL,Normal Spell,0,0,"Select 1 face-up monster on the field. Until the End Phase, it loses 800 ATK, but is unaffected by the effects of other Spell/Trap Cards.",0.9,2.38,16.0,2.11,,Unlimited,,
39245,Forbidden Lance,Forbidden Lance,https://tcgplayer-cdn.tcgplayer.com/product/39245_200w.jpg,2,302,https://cpt.tcgcsv.com/WJk,2013-05-09T12:13:41.653,1,STOR-EN061,Super Rare,SPELL,Normal Spell,0,0,"Select 1 face-up monster on the field. Until the End Phase, it loses 800 ATK, but is unaffected by the effects of other Spell/Trap Cards.",5.38,11.91,26.99,6.34,,1st Edition,,
39246,Garmr of the Nordic Beasts,Garmr of the Nordic Beasts,https://tcgplayer-cdn.tcgplayer.com/product/39246_200w.jpg,2,302,https://cpt.tcgcsv.com/XJk,2013-05-09T12:13:41.653,1,STOR-EN012,Common,DARK,Effect Monster,800,1900,"If this card battles with a Level 4 or lower monster, you can return that monster to the hand after damage calculation.",0.01,0.2,1.36,0.09,,Unlimited,Beast,
39246,Garmr of the Nordic Beasts,Garmr of the Nordic Beasts,https://tcgplayer-cdn.tcgplayer.com/product/39246_200w.jpg,2,302,https://cpt.tcgcsv.com/XJk,2013-05-09T12:13:41.653,1,STOR-EN012,Common,DARK,Effect Monster,800,1900,"If this card battles with a Level 4 or lower monster, you can return that monster to the hand after damage calculation.",0.04,0.21,1.8,0.18,,1st Edition,Beast,
39247,"Gleipnir, the Fetters of Fenrir",Gleipnir the Fetters of Fenrir,https://tcgplayer-cdn.tcgplayer.com/product/39247_200w.jpg,2,302,https://cpt.tcgcsv.com/ZJk,2013-05-09T12:13:41.653,1,STOR-EN073,Ultra Rare,TRAP,Normal Trap,0,0,"Add 1 ""Nordic"" monster from your Deck to your hand.",0.22,0.49,2.98,0.4,,Unlimited,,
39247,"Gleipnir, the Fetters of Fenrir",Gleipnir the Fetters of Fenrir,https://tcgplayer-cdn.tcgplayer.com/product/39247_200w.jpg,2,302,https://cpt.tcgcsv.com/ZJk,2013-05-09T12:13:41.653,1,STOR-EN073,Ultra Rare,TRAP,Normal Trap,0,0,"Add 1 ""Nordic"" monster from your Deck to your hand.",0.25,0.6,2.99,0.48,,1st Edition,,
39248,Gotterdammerung,Gotterdammerung,https://tcgplayer-cdn.tcgplayer.com/product/39248_200w.jpg,2,302,https://cpt.tcgcsv.com/-Jk,2013-05-09T12:13:41.653,1,STOR-EN046,Common,SPELL,Normal Spell,0,0,"Select 1 face-up ""Aesir"" monster you control. Give control of it to your opponent. During your opponent's next End Phase, destroy it. Then, remove from play all cards your opponent controls.",0.03,0.2,1.34,0.12,,Unlimited,,
39248,Gotterdammerung,Gotterdammerung,https://tcgplayer-cdn.tcgplayer.com/product/39248_200w.jpg,2,302,https://cpt.tcgcsv.com/-Jk,2013-05-09T12:13:41.653,1,STOR-EN046,Common,SPELL,Normal Spell,0,0,"Select 1 face-up ""Aesir"" monster you control. Give control of it to your opponent. During your opponent's next End Phase, destroy it. Then, remove from play all cards your opponent controls.",0.01,0.25,1.7,0.11,,1st Edition,,
39249,Guldfaxe of the Nordic Beasts,Guldfaxe of the Nordic Beasts,https://tcgplayer-cdn.tcgplayer.com/product/39249_200w.jpg,2,302,https://cpt.tcgcsv.com/_Jk,2013-05-09T12:13:41.653,1,STOR-EN011,Rare,LIGHT,Tuner Monster,1600,1000,"If your opponent controls a Synchro Monster and you control no monsters, you can Special Summon this card from your hand.",0.08,0.3,1.49,0.36,,Unlimited,Beast,
39249,Guldfaxe of the Nordic Beasts,Guldfaxe of the Nordic Beasts,https://tcgplayer-cdn.tcgplayer.com/product/39249_200w.jpg,2,302,https://cpt.tcgcsv.com/_Jk,2013-05-09T12:13:41.653,1,STOR-EN011,Rare,LIGHT,Tuner Monster,1600,1000,"If your opponent controls a Synchro Monster and you control no monsters, you can Special Summon this card from your hand.",0.07,0.29,2.0,0.24,,1st Edition,Beast,
39250,Hope for Escape,Hope for Escape,https://tcgplayer-cdn.tcgplayer.com/product/39250_200w.jpg,2,302,https://cpt.tcgcsv.com/0Kk,2013-05-09T12:13:41.653,1,STOR-EN063,Rare,TRAP,Normal Trap,0,0,Activate only by paying 1000 Life Points when your Life Points are lower than your opponent's Life Points and the difference is 1000 points or more. Draw 1 card for each 2000 points of difference between you and your opponent's Life Points.,0.1,0.75,3.89,0.47,,Unlimited,,
39250,Hope for Escape,Hope for Escape,https://tcgplayer-cdn.tcgplayer.com/product/39250_200w.jpg,2,302,https://cpt.tcgcsv.com/0Kk,2013-05-09T12:13:41.653,1,STOR-EN063,Rare,TRAP,Normal Trap,0,0,Activate only by paying 1000 Life Points when your Life Points are lower than your opponent's Life Points and the difference is 1000 points or more. Draw 1 card for each 2000 points of difference between you and your opponent's Life Points.,0.4,0.63,2.23,0.6,,1st Edition,,
39251,Hourglass of Courage,Hourglass of Courage,https://tcgplayer-cdn.tcgplayer.com/product/39251_200w.jpg,2,302,https://cpt.tcgcsv.com/2Kk,2016-09-01T12:12:49.737,1,STOR-EN091,Common,LIGHT,Effect Monster,1100,1200,"When this card is Normal or Flip Summoned, halve this card's original ATK and DEF. During the End Phase of your next turn, double this card's original ATK and DEF.",0.01,0.21,1.36,0.1,,Unlimited,Fairy,
39251,Hourglass of Courage,Hourglass of Courage,https://tcgplayer-cdn.tcgplayer.com/product/39251_200w.jpg,2,302,https://cpt.tcgcsv.com/2Kk,2016-09-01T12:12:49.737,1,STOR-EN091,Common,LIGHT,Effect Monster,1100,1200,"When this card is Normal or Flip Summoned, halve this card's original ATK and DEF. During the End Phase of your next turn, double this card's original ATK and DEF.",0.05,0.23,1.75,0.22,,1st Edition,Fairy,
39252,Kagemusha of the Six Samurai,Kagemusha of the Six Samurai,https://tcgplayer-cdn.tcgplayer.com/product/39252_200w.jpg,2,302,https://cpt.tcgcsv.com/3Kk,2013-05-09T12:13:41.653,1,STOR-EN025,Common,EARTH,Tuner Monster,400,1800,"If a face-up ""Six Samurai"" monster you control is targeted by a card effect, you can switch the target to this card instead.",0.15,0.5,2.21,0.38,,Unlimited,Warrior,
39252,Kagemusha of the Six Samurai,Kagemusha of the Six Samurai,https://tcgplayer-cdn.tcgplayer.com/product/39252_200w.jpg,2,302,https://cpt.tcgcsv.com/3Kk,2013-05-09T12:13:41.653,1,STOR-EN025,Common,EARTH,Tuner Monster,400,1800,"If a face-up ""Six Samurai"" monster you control is targeted by a card effect, you can switch the target to this card instead.",0.23,0.5,2.99,0.41,,1st Edition,Warrior,
39253,Karakuri Cash Cache,Karakuri Cash Cache,https://tcgplayer-cdn.tcgplayer.com/product/39253_200w.jpg,2,302,https://cpt.tcgcsv.com/5Kk,2013-05-09T12:13:41.653,1,STOR-EN052,Common,SPELL,Normal Spell,0,0,"Select 1 face-up ""Karakuri"" monster you control. Add 1 Level 4 or lower ""Karakuri"" monster from your Deck to your hand, and change the Battle Position of the selected monster.",0.04,0.27,1.35,0.26,,Unlimited,,
39253,Karakuri Cash Cache,Karakuri Cash Cache,https://tcgplayer-cdn.tcgplayer.com/product/39253_200w.jpg,2,302,https://cpt.tcgcsv.com/5Kk,2013-05-09T12:13:41.653,1,STOR-EN052,Common,SPELL,Normal Spell,0,0,"Select 1 face-up ""Karakuri"" monster you control. Add 1 Level 4 or lower ""Karakuri"" monster from your Deck to your hand, and change the Battle Position of the selected monster.",0.15,0.24,1.75,0.16,,1st Edition,,
39254,Karakuri Gold Dust,Karakuri Gold Dust,https://tcgplayer-cdn.tcgplayer.com/product/39254_200w.jpg,2,302,https://cpt.tcgcsv.com/6Kk,2013-05-09T12:13:41.653,1,STOR-EN053,Common,SPELL,Normal Spell,0,0,"Activate only during the Battle Phase. Select 2 face-up Attack Position ""Karakuri"" monsters you control. Change one of them to Defense Position. Until the End Phase, the other monster gains ATK equal to the ATK of the monster changed to Defense Position.",0.04,0.2,1.75,0.14,,Unlimited,,
39254,Karakuri Gold Dust,Karakuri Gold Dust,https://tcgplayer-cdn.tcgplayer.com/product/39254_200w.jpg,2,302,https://cpt.tcgcsv.com/6Kk,2013-05-09T12:13:41.653,1,STOR-EN053,Common,SPELL,Normal Spell,0,0,"Activate only during the Battle Phase. Select 2 face-up Attack Position ""Karakuri"" monsters you control. Change one of them to Defense Position. Until the End Phase, the other monster gains ATK equal to the ATK of the monster changed to Defense Position.",0.05,0.22,1.75,0.13,,1st Edition,,
39255,"Karakuri Muso mdl 818 ""Haipa""",Karakuri Muso mdl 818 Haipa,https://tcgplayer-cdn.tcgplayer.com/product/39255_200w.jpg,2,302,https://cpt.tcgcsv.com/7Kk,2013-05-09T12:13:41.653,1,STOR-EN083,Ultra Rare,EARTH,Effect Monster,2100,1100,"This card must attack if able. When this face-up Attack Position card is selected as an attack target, change it to Defense Position. If this card attacks, change it to Defense Position at the end of the Battle Phase.",0.5,0.86,3.99,0.77,,Unlimited,Machine,
39255,"Karakuri Muso mdl 818 ""Haipa""",Karakuri Muso mdl 818 Haipa,https://tcgplayer-cdn.tcgplayer.com/product/39255_200w.jpg,2,302,https://cpt.tcgcsv.com/7Kk,2013-05-09T12:13:41.653,1,STOR-EN083,Ultra Rare,EARTH,Effect Monster,2100,1100,"This card must attack if able. When this face-up Attack Position card is selected as an attack target, change it to Defense Position. If this card attacks, change it to Defense Position at the end of the Battle Phase.",0.72,1.05,5.99,0.73,,1st Edition,Machine,
39256,"Karakuri Ninja mdl 919 ""Kuick""",Karakuri Ninja mdl 919 Kuick,https://tcgplayer-cdn.tcgplayer.com/product/39256_200w.jpg,2,302,https://cpt.tcgcsv.com/8Kk,2013-05-09T12:13:41.653,1,STOR-EN028,Common,EARTH,Effect Monster,1700,1500,"This card must attack if able. When this face-up card on the field is selected as an attack target, change its Battle Position. When this card destroys an opponent's monster by battle and sends it to the Graveyard, select 1 Level 4 or lower ""Karakuri"" monster in your Graveyard and Special Summon it in face-up Defense Position.",0.09,0.25,6.2,0.26,,Unlimited,Machine,
39256,"Karakuri Ninja mdl 919 ""Kuick""",Karakuri Ninja mdl 919 Kuick,https://tcgplayer-cdn.tcgplayer.com/product/39256_200w.jpg,2,302,https://cpt.tcgcsv.com/8Kk,2013-05-09T12:13:41.653,1,STOR-EN028,Common,EARTH,Effect Monster,1700,1500,"This card must attack if able. When this face-up card on the field is selected as an attack target, change its Battle Position. When this card destroys an opponent's monster by battle and sends it to the Graveyard, select 1 Level 4 or lower ""Karakuri"" monster in your Graveyard and Special Summon it in face-up Defense Position.",0.05,0.25,2.01,0.26,,1st Edition,Machine,
