productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType
67604,Spear Shark,Spear Shark,https://tcgplayer-cdn.tcgplayer.com/product/67604_200w.jpg,2,576,https://cpt.tcgcsv.com/63z,2024-03-28T16:10:11.14,1,CBLZ-EN009,Common,WATER,Effect Monster,1600,1400,"When this card is Normal Summoned: You can increase the Level of all face-up Level 3 Fish-Type monsters you currently control by 1. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.",0.1,0.25,1.49,0.24,,1st Edition,Fish
67605,Double Shark,Double Shark,https://tcgplayer-cdn.tcgplayer.com/product/67605_200w.jpg,2,576,https://cpt.tcgcsv.com/73z,2024-03-28T16:10:11.19,1,CBLZ-EN010,Common,WATER,Effect Monster,1200,1600,When this card is Normal Summoned: You can reduce the Level of all face-up Level 4 Fish-Type monsters you currently control by 1. This card can attack twice during each Battle Phase.,0.15,0.25,1.49,0.23,,Unlimited,Fish
67605,Double Shark,Double Shark,https://tcgplayer-cdn.tcgplayer.com/product/67605_200w.jpg,2,576,https://cpt.tcgcsv.com/73z,2024-03-28T16:10:11.19,1,CBLZ-EN010,Common,WATER,Effect Monster,1200,1600,When this card is Normal Summoned: You can reduce the Level of all face-up Level 4 Fish-Type monsters you currently control by 1. This card can attack twice during each Battle Phase.,0.15,0.26,1.46,0.25,,1st Edition,Fish
67606,Xyz Remora,Xyz Remora,https://tcgplayer-cdn.tcgplayer.com/product/67606_200w.jpg,2,576,https://cpt.tcgcsv.com/83z,2024-03-28T16:10:11.237,1,CBLZ-EN011,Common,WATER,Effect Monster,800,800,"You can Special Summon this card (from your hand) by detaching 2 Xyz Materials from a monster(s) you control. When you do: You can target 2 Level 4 Fish-Type monsters in your Graveyard; Special Summon those targets in face-up Defense Position. Their effects are negated and they cannot change their battle positions or attack, also they cannot be used as Xyz Materials, except for the Xyz Summon of a WATER monster.",0.01,0.26,2.5,0.21,0.1,Unlimited,Fish
67606,Xyz Remora,Xyz Remora,https://tcgplayer-cdn.tcgplayer.com/product/67606_200w.jpg,2,576,https://cpt.tcgcsv.com/83z,2024-03-28T16:10:11.237,1,CBLZ-EN011,Common,WATER,Effect Monster,800,800,"You can Special Summon this card (from your hand) by detaching 2 Xyz Materials from a monster(s) you control. When you do: You can target 2 Level 4 Fish-Type monsters in your Graveyard; Special Summon those targets in face-up Defense Position. Their effects are negated and they cannot change their battle positions or attack, also they cannot be used as Xyz Materials, except for the Xyz Summon of a WATER monster.",0.1,0.3,4.2,0.21,,1st Edition,Fish
67607,Hyper-Ancient Shark Megalodon,Hyper Ancient Shark Megalodon,https://tcgplayer-cdn.tcgplayer.com/product/67607_200w.jpg,2,576,https://cpt.tcgcsv.com/93z,2024-03-28T16:10:11.283,1,CBLZ-EN012,Rare,WATER,Effect Monster,2900,1300,When this card inflicts Battle Damage to your opponent: You can target 1 monster your opponent controls; destroy that target.,0.1,0.25,1.99,0.16,,Unlimited,Fish
67607,Hyper-Ancient Shark Megalodon,Hyper Ancient Shark Megalodon,https://tcgplayer-cdn.tcgplayer.com/product/67607_200w.jpg,2,576,https://cpt.tcgcsv.com/93z,2024-03-28T16:10:11.283,1,CBLZ-EN012,Rare,WATER,Effect Monster,2900,1300,When this card inflicts Battle Damage to your opponent: You can target 1 monster your opponent controls; destroy that target.,0.1,0.28,1.49,0.18,,1st Edition,Fish
67608,Heraldic Beast Basilisk,Heraldic Beast Basilisk,https://tcgplayer-cdn.tcgplayer.com/product/67608_200w.jpg,2,576,https://cpt.tcgcsv.com/b3z,2024-03-28T16:10:11.343,1,CBLZ-EN013,Common,EARTH,Effect Monster,1000,1400,"After damage calculation, if this card battled an opponent's monster: Destroy that monster.",0.11,0.23,1.49,0.18,,Unlimited,Beast
67608,Heraldic Beast Basilisk,Heraldic Beast Basilisk,https://tcgplayer-cdn.tcgplayer.com/product/67608_200w.jpg,2,576,https://cpt.tcgcsv.com/b3z,2024-03-28T16:10:11.343,1,CBLZ-EN013,Common,EARTH,Effect Monster,1000,1400,"After damage calculation, if this card battled an opponent's monster: Destroy that monster.",0.11,0.25,1.42,0.24,,1st Edition,Beast
67609,Heraldic Beast Eale,Heraldic Beast Eale,https://tcgplayer-cdn.tcgplayer.com/product/67609_200w.jpg,2,576,https://cpt.tcgcsv.com/c3z,2024-03-28T16:10:11.39,1,CBLZ-EN014,Common,EARTH,Effect Monster,1000,1800,"If you control 2 or more ""Heraldic Beast"" monsters, you can Special Summon this card (from your hand).",0.05,0.25,1.49,0.2,,Unlimited,Beast
67609,Heraldic Beast Eale,Heraldic Beast Eale,https://tcgplayer-cdn.tcgplayer.com/product/67609_200w.jpg,2,576,https://cpt.tcgcsv.com/c3z,2024-03-28T16:10:11.39,1,CBLZ-EN014,Common,EARTH,Effect Monster,1000,1800,"If you control 2 or more ""Heraldic Beast"" monsters, you can Special Summon this card (from your hand).",0.1,0.25,1.46,0.25,,1st Edition,Beast
67610,Heraldic Beast Twin-Headed Eagle,Heraldic Beast Twin Headed Eagle,https://tcgplayer-cdn.tcgplayer.com/product/67610_200w.jpg,2,576,https://cpt.tcgcsv.com/d3z,2024-03-28T16:10:11.463,1,CBLZ-EN015,Rare,WIND,Effect Monster,1200,1400,"You can banish this card from your Graveyard to target 1 Xyz Monster you control with no Xyz Materials and 2 ""Heraldic Beast"" monsters in your Graveyard; attach the second targets to the first target as Xyz Materials. You can only use the effect of ""Heraldic Beast Twin-Headed Eagle"" once per turn.",0.11,0.29,1.99,0.28,,Unlimited,Winged Beast
67610,Heraldic Beast Twin-Headed Eagle,Heraldic Beast Twin Headed Eagle,https://tcgplayer-cdn.tcgplayer.com/product/67610_200w.jpg,2,576,https://cpt.tcgcsv.com/d3z,2024-03-28T16:10:11.463,1,CBLZ-EN015,Rare,WIND,Effect Monster,1200,1400,"You can banish this card from your Graveyard to target 1 Xyz Monster you control with no Xyz Materials and 2 ""Heraldic Beast"" monsters in your Graveyard; attach the second targets to the first target as Xyz Materials. You can only use the effect of ""Heraldic Beast Twin-Headed Eagle"" once per turn.",0.14,0.31,1.51,0.35,,1st Edition,Winged Beast
67611,Heraldic Beast Unicorn,Heraldic Beast Unicorn,https://tcgplayer-cdn.tcgplayer.com/product/67611_200w.jpg,2,576,https://cpt.tcgcsv.com/f3z,2024-03-28T16:10:11.593,1,CBLZ-EN016,Common,LIGHT,Effect Monster,1100,1600,"You can banish this card from your Graveyard to target 1 Psychic-Type Xyz Monster in your Graveyard; Special Summon that target. Its effects are negated. You can only use the effect of ""Heraldic Beast Unicorn"" once per turn.",0.05,0.3,40.0,0.34,,Unlimited,Beast
67611,Heraldic Beast Unicorn,Heraldic Beast Unicorn,https://tcgplayer-cdn.tcgplayer.com/product/67611_200w.jpg,2,576,https://cpt.tcgcsv.com/f3z,2024-03-28T16:10:11.593,1,CBLZ-EN016,Common,LIGHT,Effect Monster,1100,1600,"You can banish this card from your Graveyard to target 1 Psychic-Type Xyz Monster in your Graveyard; Special Summon that target. Its effects are negated. You can only use the effect of ""Heraldic Beast Unicorn"" once per turn.",0.1,0.37,1.49,0.41,,1st Edition,Beast
67612,Heraldic Beast Leo,Heraldic Beast Leo,https://tcgplayer-cdn.tcgplayer.com/product/67612_200w.jpg,2,576,https://cpt.tcgcsv.com/g3z,2025-04-16T09:45:12,1,CBLZ-EN017,Rare,EARTH,Effect Monster,2000,1000,"During the End Phase of the turn this card was Normal Summoned: Destroy this card. When this card is sent to the Graveyard: Add 1 ""Heraldic Beast"" monster from your Deck to your hand, except ""Heraldic Beast Leo"". You can only use this effect of ""Heraldic Beast Leo"" once per turn.",0.8,2.5,18.27,2.04,,Unlimited,Beast
67612,Heraldic Beast Leo,Heraldic Beast Leo,https://tcgplayer-cdn.tcgplayer.com/product/67612_200w.jpg,2,576,https://cpt.tcgcsv.com/g3z,2025-04-16T09:45:12,1,CBLZ-EN017,Rare,EARTH,Effect Monster,2000,1000,"During the End Phase of the turn this card was Normal Summoned: Destroy this card. When this card is sent to the Graveyard: Add 1 ""Heraldic Beast"" monster from your Deck to your hand, except ""Heraldic Beast Leo"". You can only use this effect of ""Heraldic Beast Leo"" once per turn.",0.8,2.98,9.66,2.57,2.6,1st Edition,Beast
67613,Garbage Ogre,Garbage Ogre,https://tcgplayer-cdn.tcgplayer.com/product/67613_200w.jpg,2,576,https://cpt.tcgcsv.com/h3z,2024-03-28T16:10:11.77,1,CBLZ-EN018,Common,DARK,Effect Monster,800,1300,"You can send this card from your hand to the Graveyard; add 1 ""Garbage Lord"" from your Deck to your hand. You can only use the effect of ""Garbage Ogre"" once per turn.",0.05,0.21,1.49,0.16,,Unlimited,Fiend
67613,Garbage Ogre,Garbage Ogre,https://tcgplayer-cdn.tcgplayer.com/product/67613_200w.jpg,2,576,https://cpt.tcgcsv.com/h3z,2024-03-28T16:10:11.77,1,CBLZ-EN018,Common,DARK,Effect Monster,800,1300,"You can send this card from your hand to the Graveyard; add 1 ""Garbage Lord"" from your Deck to your hand. You can only use the effect of ""Garbage Ogre"" once per turn.",0.05,0.25,6.15,0.25,,1st Edition,Fiend
67614,Garbage Lord,Garbage Lord,https://tcgplayer-cdn.tcgplayer.com/product/67614_200w.jpg,2,576,https://cpt.tcgcsv.com/j3z,2024-03-28T16:10:11.833,1,CBLZ-EN019,Common,DARK,Effect Monster,0,2400,"You can Special Summon this card (from your hand) by paying 2000 Life Points. This card cannot be used as an Xyz Material, except for the Xyz Summon of a DARK monster.",0.25,0.49,1.03,0.5,,Unlimited,Fiend
67614,Garbage Lord,Garbage Lord,https://tcgplayer-cdn.tcgplayer.com/product/67614_200w.jpg,2,576,https://cpt.tcgcsv.com/j3z,2024-03-28T16:10:11.833,1,CBLZ-EN019,Common,DARK,Effect Monster,0,2400,"You can Special Summon this card (from your hand) by paying 2000 Life Points. This card cannot be used as an Xyz Material, except for the Xyz Summon of a DARK monster.",0.2,0.52,2.0,0.51,,1st Edition,Fiend
67615,Orbital 7,Orbital 7,https://tcgplayer-cdn.tcgplayer.com/product/67615_200w.jpg,2,576,https://cpt.tcgcsv.com/k3z,2024-03-28T16:10:11.893,1,CBLZ-EN020,Super Rare,LIGHT,Effect Monster,500,2000,"When this card is flipped face-up: Place 1 You Got It Boss! Counter on it. You can remove all You Got It Boss! Counters from this card; its ATK becomes 2000. After you change this card's ATK with this effect, it cannot attack your opponent directly for the rest of this turn, and is sent to the Graveyard during the End Phase. You can Tribute this card to target 1 ""Photon"" or ""Galaxy"" monster in your Graveyard; add that target to your hand.",0.19,0.5,1.99,0.19,,Unlimited,Machine
67615,Orbital 7,Orbital 7,https://tcgplayer-cdn.tcgplayer.com/product/67615_200w.jpg,2,576,https://cpt.tcgcsv.com/k3z,2024-03-28T16:10:11.893,1,CBLZ-EN020,Super Rare,LIGHT,Effect Monster,500,2000,"When this card is flipped face-up: Place 1 You Got It Boss! Counter on it. You can remove all You Got It Boss! Counters from this card; its ATK becomes 2000. After you change this card's ATK with this effect, it cannot attack your opponent directly for the rest of this turn, and is sent to the Graveyard during the End Phase. You can Tribute this card to target 1 ""Photon"" or ""Galaxy"" monster in your Graveyard; add that target to your hand.",0.19,0.49,1.97,0.4,,1st Edition,Machine
67616,Brotherhood of the Fire Fist - Hawk,Brotherhood of the Fire Fist Hawk,https://tcgplayer-cdn.tcgplayer.com/product/67616_200w.jpg,2,576,https://cpt.tcgcsv.com/l3z,2024-03-28T16:10:11.963,1,CBLZ-EN021,Common,FIRE,Effect Monster,200,1500,"If this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. While you control a face-up ""Fire Formation"" Spell/Trap Card, all ""Fire Fist"" monsters you control gain 500 ATK and DEF.",0.03,0.23,1.0,0.12,,Unlimited,Beast-Warrior
67616,Brotherhood of the Fire Fist - Hawk,Brotherhood of the Fire Fist Hawk,https://tcgplayer-cdn.tcgplayer.com/product/67616_200w.jpg,2,576,https://cpt.tcgcsv.com/l3z,2024-03-28T16:10:11.963,1,CBLZ-EN021,Common,FIRE,Effect Monster,200,1500,"If this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. While you control a face-up ""Fire Formation"" Spell/Trap Card, all ""Fire Fist"" monsters you control gain 500 ATK and DEF.",0.04,0.25,1.58,0.13,,1st Edition,Beast-Warrior
67617,Brotherhood of the Fire Fist - Raven,Brotherhood of the Fire Fist Raven,https://tcgplayer-cdn.tcgplayer.com/product/67617_200w.jpg,2,576,https://cpt.tcgcsv.com/m3z,2024-03-28T16:10:12.027,1,CBLZ-EN022,Common,FIRE,Effect Monster,200,1800,"If this card is sent from the field to the Graveyard: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. Face-up ""Fire Formation"" Spell/Trap Cards you control cannot be destroyed by your opponent's card effects.",0.05,0.24,1.49,0.2,,Unlimited,Beast-Warrior
67617,Brotherhood of the Fire Fist - Raven,Brotherhood of the Fire Fist Raven,https://tcgplayer-cdn.tcgplayer.com/product/67617_200w.jpg,2,576,https://cpt.tcgcsv.com/m3z,2024-03-28T16:10:12.027,1,CBLZ-EN022,Common,FIRE,Effect Monster,200,1800,"If this card is sent from the field to the Graveyard: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. Face-up ""Fire Formation"" Spell/Trap Cards you control cannot be destroyed by your opponent's card effects.",0.09,0.25,1.61,0.24,,1st Edition,Beast-Warrior
67618,Brotherhood of the Fire Fist - Gorilla,Brotherhood of the Fire Fist Gorilla,https://tcgplayer-cdn.tcgplayer.com/product/67618_200w.jpg,2,576,https://cpt.tcgcsv.com/n3z,2024-03-28T16:10:12.103,1,CBLZ-EN023,Rare,FIRE,Effect Monster,1600,1000,"Once per turn, when this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap Card you control to the Graveyard to target 1 Spell/Trap Card on the field; destroy that target.",0.09,0.25,1.99,0.14,,Unlimited,Beast-Warrior
67618,Brotherhood of the Fire Fist - Gorilla,Brotherhood of the Fire Fist Gorilla,https://tcgplayer-cdn.tcgplayer.com/product/67618_200w.jpg,2,576,https://cpt.tcgcsv.com/n3z,2024-03-28T16:10:12.103,1,CBLZ-EN023,Rare,FIRE,Effect Monster,1600,1000,"Once per turn, when this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap Card you control to the Graveyard to target 1 Spell/Trap Card on the field; destroy that target.",0.01,0.25,2.5,0.22,,1st Edition,Beast-Warrior
67619,Brotherhood of the Fire Fist - Bear,Brotherhood of the Fire Fist Bear,https://tcgplayer-cdn.tcgplayer.com/product/67619_200w.jpg,2,576,https://cpt.tcgcsv.com/p3z,2024-10-16T14:20:51.837,1,CBLZ-EN024,Ultra Rare,FIRE,Effect Monster,1600,1200,"Once per turn, when this card inflicts battle damage to your opponent: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap Card you control to the Graveyard to target 1 monster on the field; destroy that target.",0.4,1.25,7.5,0.88,,Unlimited,Beast-Warrior
67619,Brotherhood of the Fire Fist - Bear,Brotherhood of the Fire Fist Bear,https://tcgplayer-cdn.tcgplayer.com/product/67619_200w.jpg,2,576,https://cpt.tcgcsv.com/p3z,2024-10-16T14:20:51.837,1,CBLZ-EN024,Ultra Rare,FIRE,Effect Monster,1600,1200,"Once per turn, when this card inflicts battle damage to your opponent: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap Card you control to the Graveyard to target 1 monster on the field; destroy that target.",0.94,2.58,9.99,1.66,,1st Edition,Beast-Warrior
67620,Brotherhood of the Fire Fist - Dragon,Brotherhood of the Fire Fist Dragon,https://tcgplayer-cdn.tcgplayer.com/product/67620_200w.jpg,2,576,https://cpt.tcgcsv.com/q3z,2024-03-28T16:10:12.277,1,CBLZ-EN025,Super Rare,FIRE,Effect Monster,1800,400,"Once per turn, if you activate a ""Fire Formation"" Spell/Trap Card (except during the Damage Step): You can Set 1 ""Fire Formation"" Trap Card directly from your Deck. Once per turn: You can send 2 face-up ""Fire Formation"" Spell/Trap Cards you control to the Graveyard to target 1 ""Fire Fist"" monster in your Graveyard, except ""Brotherhood of the Fire Fist - Dragon""; Special Summon that target.",0.23,0.5,2.95,0.29,,Unlimited,Beast-Warrior
67620,Brotherhood of the Fire Fist - Dragon,Brotherhood of the Fire Fist Dragon,https://tcgplayer-cdn.tcgplayer.com/product/67620_200w.jpg,2,576,https://cpt.tcgcsv.com/q3z,2024-03-28T16:10:12.277,1,CBLZ-EN025,Super Rare,FIRE,Effect Monster,1800,400,"Once per turn, if you activate a ""Fire Formation"" Spell/Trap Card (except during the Damage Step): You can Set 1 ""Fire Formation"" Trap Card directly from your Deck. Once per turn: You can send 2 face-up ""Fire Formation"" Spell/Trap Cards you control to the Graveyard to target 1 ""Fire Fist"" monster in your Graveyard, except ""Brotherhood of the Fire Fist - Dragon""; Special Summon that target.",0.92,1.12,5.0,1.01,,1st Edition,Beast-Warrior
