productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,extLinkRating,extLinkArrows
149314,Backup Secretary,Backup Secretary,https://tcgplayer-cdn.tcgplayer.com/product/149314_200w.jpg,2,2072,https://cpt.tcgcsv.com/jLc2,2017-11-01T16:48:58.09,1,0.05,0.25,1.7,0.28,0.11,1st Edition,SDCL-EN010,Common,LIGHT,Cyberse,Effect Monster,1200,800,"If you control a Cyberse monster, you can Special Summon this card (from your hand). You can only Special Summon ""Backup Secretary"" once per turn this way.",,
149315,Stack Reviver,Stack Reviver,https://tcgplayer-cdn.tcgplayer.com/product/149315_200w.jpg,2,2072,https://cpt.tcgcsv.com/kLc2,2017-11-01T16:49:54.77,1,0.03,0.21,1.7,0.18,,1st Edition,SDCL-EN011,Common,DARK,Cyberse,Effect Monster,100,600,"If this card is used as material for a Link Summon: You can target 1 other Level 4 or lower Cyberse monster in your GY, that was used as material for that Link Summon; Special Summon it in Defense Position. You can only use this effect of ""Stack Reviver"" once per Duel.",,
149316,Launcher Commander,Launcher Commander,https://tcgplayer-cdn.tcgplayer.com/product/149316_200w.jpg,2,2072,https://cpt.tcgcsv.com/lLc2,2017-11-01T16:50:34.633,1,0.01,0.21,1.7,0.08,0.11,1st Edition,SDCL-EN012,Common,EARTH,Cyberse,Effect Monster,1700,1200,"All other Cyberse monsters you control gain 300 ATK and DEF. Once per turn: You can Tribute 1 Cyberse monster, then target 1 face-up monster your opponent controls; destroy it.",,
149317,Tragoedia,Tragoedia,https://tcgplayer-cdn.tcgplayer.com/product/149317_200w.jpg,2,2072,https://cpt.tcgcsv.com/mLc2,2025-05-15T20:23:25.573,1,0.3,0.49,1.98,0.49,,1st Edition,SDCL-EN013,Common,DARK,Fiend,Effect Monster,,,"When you take battle damage: You can Special Summon this card from your hand. This card gains 600 ATK/DEF for each card in your hand. Once per turn: You can send 1 monster from your hand to the GY, then target 1 face-up monster your opponent controls with the same Level the sent monster had in the hand; take control of that face-up monster. Once per turn: You can target 1 monster in your GY; this card's Level becomes the same as that target's, until the end of this turn.",,
149318,Summoner Monk,Summoner Monk,https://tcgplayer-cdn.tcgplayer.com/product/149318_200w.jpg,2,2072,https://cpt.tcgcsv.com/nLc2,2025-05-15T20:23:25.617,1,0.03,0.25,2.0,0.17,,1st Edition,SDCL-EN014,Common,DARK,Spellcaster,Effect Monster,800,1600,"While this card is face-up on the field, it cannot be Tributed. If this card is Normal or Flip Summoned: Change this card to Defense Position. Once per turn: You can discard 1 Spell; Special Summon 1 Level 4 monster from your Deck, but that monster cannot attack this turn.",,
149319,Card Trooper,Card Trooper,https://tcgplayer-cdn.tcgplayer.com/product/149319_200w.jpg,2,2072,https://cpt.tcgcsv.com/pLc2,2023-02-21T09:24:52.637,1,0.1,0.32,2.0,0.38,0.2,1st Edition,SDCL-EN015,Common,EARTH,Machine,Effect Monster,400,400,"Once per turn: You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the GY; this card gains 500 ATK for each card sent to the GY this way, until the end of this turn. If this card you control is destroyed and sent to your GY: Draw 1 card.",,
149320,Debris Dragon,Debris Dragon,https://tcgplayer-cdn.tcgplayer.com/product/149320_200w.jpg,2,2072,https://cpt.tcgcsv.com/qLc2,2022-02-04T19:50:26.057,1,0.5,1.01,5.01,1.0,0.97,1st Edition,SDCL-EN016,Common,WIND,Dragon,Tuner/Effect Monster,1000,2000,"When this card is Normal Summoned: You can target 1 monster with 500 or less ATK in your GY; Special Summon that target in Attack Position, but it has its effects negated. Cannot be used as Synchro Material, except for the Synchro Summon of a Dragon monster. The other Synchro Material(s) cannot be Level 4.",,
149321,Mathematician,Mathematician,https://tcgplayer-cdn.tcgplayer.com/product/149321_200w.jpg,2,2072,https://cpt.tcgcsv.com/rLc2,2025-05-15T20:23:25.66,1,0.09,0.35,2.0,0.17,,1st Edition,SDCL-EN017,Common,EARTH,Spellcaster,Effect Monster,1500,500,When this card is Normal Summoned: You can send 1 Level 4 or lower monster from your Deck to the GY. When this card is destroyed by battle and sent to the GY: You can draw 1 card.,,
149323,Crane Crane,Crane Crane,https://tcgplayer-cdn.tcgplayer.com/product/149323_200w.jpg,2,2072,https://cpt.tcgcsv.com/tLc2,2022-12-23T05:41:00.86,1,0.01,0.25,2.0,0.12,0.11,1st Edition,SDCL-EN018,Common,EARTH,Winged Beast,Effect Monster,300,900,"When this card is Normal Summoned: You can target 1 Level 3 monster in your GY; Special Summon that target, but it has its effects negated. You can only use this effect of ""Crane Crane"" once per turn.",,
149324,Magician of Faith,Magician of Faith,https://tcgplayer-cdn.tcgplayer.com/product/149324_200w.jpg,2,2072,https://cpt.tcgcsv.com/vLc2,2025-05-15T20:23:25.697,1,0.25,0.55,1.98,0.51,,1st Edition,SDCL-EN019,Common,LIGHT,Spellcaster,Flip/Effect Monster,300,400,FLIP: Target 1 Spell in your GY; add that target to your hand.,,
149325,Jester Confit,Jester Confit,https://tcgplayer-cdn.tcgplayer.com/product/149325_200w.jpg,2,2072,https://cpt.tcgcsv.com/wLc2,2017-11-01T19:19:34.81,1,0.1,1.04,4.99,0.97,1.05,1st Edition,SDCL-EN020,Common,DARK,Spellcaster,Effect Monster,0,0,"You can only control 1 ""Jester Confit"". You can Special Summon this card (from your hand) in Attack Position. If Summoned this way, during your opponent's next End Phase: Target 1 face-up monster your opponent controls; return both that target and this face-up card to the hand.",,
149326,Glow-Up Bulb,Glow Up Bulb,https://tcgplayer-cdn.tcgplayer.com/product/149326_200w.jpg,2,2072,https://cpt.tcgcsv.com/xLc2,2017-11-01T19:28:35.54,1,0.49,1.19,9.99,0.79,1.19,1st Edition,SDCL-EN021,Common,EARTH,Plant,Tuner/Effect Monster,100,100,"If this card is in your GY: You can send the top card of your Deck to the GY, and if you do, Special Summon this card. You can only use this effect of ""Glow-Up Bulb"" once per Duel.",,
149327,Kinka-byo,Kinka byo,https://tcgplayer-cdn.tcgplayer.com/product/149327_200w.jpg,2,2072,https://cpt.tcgcsv.com/zLc2,2025-05-15T20:23:25.743,1,0.1,0.4,2.0,0.29,,1st Edition,SDCL-EN022,Common,DARK,Beast,Spirit/Effect Monster,400,200,"Cannot be Special Summoned. When this card is Normal Summoned or flipped face-up: You can target 1 Level 1 monster in your GY; Special Summon that target, but banish it when this card leaves the field. Once per turn, during the End Phase, if this card was Normal Summoned or flipped face-up this turn: Return it to the hand.",,
149328,Cynet Backdoor,Cynet Backdoor,https://tcgplayer-cdn.tcgplayer.com/product/149328_200w.jpg,2,2072,https://cpt.tcgcsv.com/BLc2,2025-05-15T20:23:25.777,1,0.1,0.31,1.99,0.23,,1st Edition,SDCL-EN023,Super Rare,SPELL,,Quick-Play Spell,,,"Target 1 Cyberse monster you control; banish it, and if you do, add 1 Cyberse monster from your Deck to your hand, whose ATK is lower than that monster's original ATK. During your next Standby Phase, return that monster banished by this effect to the field, and it can attack directly that turn. You can only activate 1 ""Cynet Backdoor"" per turn.",,
149329,Soul Charge,Soul Charge,https://tcgplayer-cdn.tcgplayer.com/product/149329_200w.jpg,2,2072,https://cpt.tcgcsv.com/CLc2,2025-05-15T20:23:25.83,1,0.23,0.77,2.95,0.45,,1st Edition,SDCL-EN024,Common,SPELL,,Normal Spell,,,"Target any number of monsters in your GY; Special Summon them, and if you do, you lose 1000 LP for each monster Special Summoned by this effect. You cannot conduct your Battle Phase the turn you activate this card. You can only activate 1 ""Soul Charge"" per turn.",,
149330,Shuffle Reborn,Shuffle Reborn,https://tcgplayer-cdn.tcgplayer.com/product/149330_200w.jpg,2,2072,https://cpt.tcgcsv.com/DLc2,2017-11-01T19:31:43.417,1,0.01,0.2,1.7,0.14,0.11,1st Edition,SDCL-EN025,Common,SPELL,,Normal Spell,,,"If you control no monsters: Target 1 monster in your GY; Special Summon it, but it has its effects negated, also banish it during the End Phase. You can banish this card from your GY, then target 1 card you control; shuffle it into the Deck, then draw 1 card, also during the End Phase of this turn, banish 1 card from your hand. You can only use this effect of ""Shuffle Reborn"" once per turn.",,
149331,D.D.R. - Different Dimension Reincarnation,DDR Different Dimension Reincarnation,https://tcgplayer-cdn.tcgplayer.com/product/149331_200w.jpg,2,2072,https://cpt.tcgcsv.com/FLc2,2025-05-15T20:23:25.877,1,0.42,0.75,92.0,0.68,,1st Edition,SDCL-EN026,Common,SPELL,,Equip Spell,,,"Discard 1 card, then target 1 of your banished monsters; Special Summon it in Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.",,
149332,Gold Sarcophagus,Gold Sarcophagus,https://tcgplayer-cdn.tcgplayer.com/product/149332_200w.jpg,2,2072,https://cpt.tcgcsv.com/GLc2,2025-05-15T20:23:25.923,1,0.05,0.3,2.99,0.27,,1st Edition,SDCL-EN027,Common,SPELL,,Normal Spell,,,"Banish 1 card from your Deck, face-up. During your second Standby Phase after this card's activation, add that card to your hand.",,
149333,Mind Control,Mind Control,https://tcgplayer-cdn.tcgplayer.com/product/149333_200w.jpg,2,2072,https://cpt.tcgcsv.com/HLc2,2017-11-01T19:35:27.44,1,0.15,0.4,2.5,0.24,,1st Edition,SDCL-EN028,Common,SPELL,,Normal Spell,,,"Target 1 monster your opponent controls; until the End Phase, take control of that target, but it cannot declare an attack or be Tributed.",,
149334,Cosmic Cyclone,Cosmic Cyclone,https://tcgplayer-cdn.tcgplayer.com/product/149334_200w.jpg,2,2072,https://cpt.tcgcsv.com/JLc2,2025-05-15T20:23:25.953,1,0.11,0.44,7.43,0.16,,1st Edition,SDCL-EN029,Common,SPELL,,Quick-Play Spell,,,"Pay 1000 LP, then target 1 Spell/Trap on the field; banish it.",,
149335,Moon Mirror Shield,Moon Mirror Shield,https://tcgplayer-cdn.tcgplayer.com/product/149335_200w.jpg,2,2072,https://cpt.tcgcsv.com/KLc2,2017-11-01T19:53:43.533,1,0.68,1.99,10.86,1.67,4.86,1st Edition,SDCL-EN030,Common,SPELL,,Equip Spell,,,"If the equipped monster battles your opponent's monster, during damage calculation: The equipped monster's ATK/DEF become equal to the ATK or DEF (whichever is higher) of the opponent's battling monster +100, during damage calculation only. If this face-up card is sent from the field to the GY: Pay 500 LP; place this card on either the top or bottom of your Deck.",,
149336,Where Arf Thou?,Where Arf Thou,https://tcgplayer-cdn.tcgplayer.com/product/149336_200w.jpg,2,2072,https://cpt.tcgcsv.com/LLc2,2025-05-15T20:23:26,1,0.15,0.31,2.0,0.27,0.29,1st Edition,SDCL-EN031,Common,SPELL,,Normal Spell,,,"If you control a face-up Level 1 monster: Add 1 Level 1 monster from your Deck to your hand. During the End Phase of this turn, take 2000 damage if you did not Normal Summon the added monster, or a card with the same name, after activating this card.",,
149337,Recoded Alive,Recoded Alive,https://tcgplayer-cdn.tcgplayer.com/product/149337_200w.jpg,2,2072,https://cpt.tcgcsv.com/MLc2,2025-05-15T20:23:26.047,1,0.05,0.25,1.7,0.22,,1st Edition,SDCL-EN032,Common,TRAP,,Normal Trap,,,"Target 1 Link-3 Cyberse Link Monster you control or is in your GY; banish it, and if you do, Special Summon 1 ""Code Talker"" monster from your Extra Deck. If you control no monsters in the Extra Monster Zone: You can banish this card from your GY, then target 1 of your banished ""Code Talker"" monsters; Special Summon it.",,
149338,Miracle's Wake,Miracles Wake,https://tcgplayer-cdn.tcgplayer.com/product/149338_200w.jpg,2,2072,https://cpt.tcgcsv.com/NLc2,2025-05-15T20:23:26.083,1,0.01,0.22,1.7,0.15,,1st Edition,SDCL-EN033,Common,TRAP,,Normal Trap,,,Target 1 monster that was destroyed by battle and sent to your GY this turn; Special Summon it.,,
149339,Powerful Rebirth,Powerful Rebirth,https://tcgplayer-cdn.tcgplayer.com/product/149339_200w.jpg,2,2072,https://cpt.tcgcsv.com/PLc2,2025-05-15T20:23:26.133,1,0.01,0.22,2.0,0.09,,1st Edition,SDCL-EN034,Common,TRAP,,Continuous Trap,,,"Activate this card by targeting 1 Level 4 or lower monster in your GY; Special Summon that target. Increase its Level by 1 and ATK and DEF by 100. When that monster is destroyed, destroy this card.",,
149340,Premature Return,Premature Return,https://tcgplayer-cdn.tcgplayer.com/product/149340_200w.jpg,2,2072,https://cpt.tcgcsv.com/QLc2,2017-11-01T19:53:53.803,1,0.01,0.23,1.7,0.1,0.11,1st Edition,SDCL-EN035,Common,TRAP,,Normal Trap,,,"Banish 1 card from your hand, then target 1 of your banished monsters; Special Summon it in face-down Defense Position.",,
149341,Swamp Mirrorer,Swamp Mirrorer,https://tcgplayer-cdn.tcgplayer.com/product/149341_200w.jpg,2,2072,https://cpt.tcgcsv.com/RLc2,2017-11-01T19:53:56.95,1,0.08,0.25,2.0,0.27,0.2,1st Edition,SDCL-EN036,Common,TRAP,,Continuous Trap,,,Activate this card by declaring 1 Monster Type and 1 Attribute; Special Summon this card as a Normal Monster (Level 4/ATK 1800/DEF 1000) with that Type and Attribute. (This card is also still a Trap Card.),,
149342,Quantum Cat,Quantum Cat,https://tcgplayer-cdn.tcgplayer.com/product/149342_200w.jpg,2,2072,https://cpt.tcgcsv.com/SLc2,2025-05-15T20:23:26.18,1,0.09,0.25,1.7,0.22,,1st Edition,SDCL-EN037,Common,TRAP,,Continuous Trap,,,Activate this card by declaring 1 Monster Type and 1 Attribute; Special Summon this card as a Normal Monster (Level 4/ATK 0/DEF 2200) with that Type and Attribute. (This card is also still a Trap Card.),,
149343,Storming Mirror Force,Storming Mirror Force,https://tcgplayer-cdn.tcgplayer.com/product/149343_200w.jpg,2,2072,https://cpt.tcgcsv.com/TLc2,2025-05-15T20:23:26.227,1,0.2,0.49,2.99,0.34,,1st Edition,SDCL-EN038,Common,TRAP,,Normal Trap,,,When an opponent's monster declares an attack: Return all your opponent's Attack Position monsters to the hand.,,
149344,Dimensional Barrier,Dimensional Barrier,https://tcgplayer-cdn.tcgplayer.com/product/149344_200w.jpg,2,2072,https://cpt.tcgcsv.com/VLc2,2025-05-15T20:23:26.273,1,0.15,0.49,4.99,0.18,,1st Edition,SDCL-EN039,Common,TRAP,,Normal Trap,,,"Declare 1 monster card type (Ritual, Fusion, Synchro, Xyz, or Pendulum); for the rest of this turn, neither player can Special Summon monsters of the declared type, also negate the effects of all monsters of that type while they are on the field. You can only activate 1 ""Dimensional Barrier"" per turn.",,
149345,Ghosts From the Past,Ghosts From the Past,https://tcgplayer-cdn.tcgplayer.com/product/149345_200w.jpg,2,2072,https://cpt.tcgcsv.com/WLc2,2025-05-15T20:23:26.303,1,0.02,0.2,2.0,0.14,,1st Edition,SDCL-EN040,Common,TRAP,,Normal Trap,,,"Banish 2 monsters from your GY, then target 1 Attack Position monster on the field; change its ATK to 0 until the end of this turn.",,
149346,Encode Talker,Encode Talker,https://tcgplayer-cdn.tcgplayer.com/product/149346_200w.jpg,2,2072,https://cpt.tcgcsv.com/XLc2,2017-11-01T20:02:34.847,1,0.05,0.3,5.0,0.19,0.24,1st Edition,SDCL-EN041,Ultra Rare,LIGHT,Cyberse,Link/Effect Monster,2300,,"2+ Cyberse monsters
<br>Once per turn, before damage calculation, if your monster this card points to battles an opponent's monster with higher ATK than it: You can make that monster unable to be destroyed by that battle, also you take no battle damage from that battle. After that damage calculation, have this card or 1 monster it points to gain ATK equal to the ATK of that battled opponent's monster, until the end of this turn.",3,Bottom-Right;Bottom;Top
149347,Tri-Gate Wizard,Tri Gate Wizard,https://tcgplayer-cdn.tcgplayer.com/product/149347_200w.jpg,2,2072,https://cpt.tcgcsv.com/ZLc2,2022-06-29T19:02:05.68,1,0.1,0.5,10.0,0.35,0.65,1st Edition,SDCL-EN042,Ultra Rare,EARTH,Cyberse,Link/Effect Monster,2200,,"2+ monsters, except Tokens
<br>This card gains these effects based on the number of monsters co-linked to this card.
<br>• 1+: If a monster co-linked to this card battles your opponent's monster, any battle damage it inflicts to your opponent is doubled.
<br>• 2+: Once per turn: You can target 1 card on the field; banish it.
<br>• 3: Once per turn, when a card or effect is activated (Quick Effect): You can negate the activation, and if you do, banish that card.",3,Left;Top;Right
149348,Binary Sorceress,Binary Sorceress,https://tcgplayer-cdn.tcgplayer.com/product/149348_200w.jpg,2,2072,https://cpt.tcgcsv.com/-Lc2,2017-11-01T20:02:38.597,1,0.01,0.25,3.01,0.12,0.11,1st Edition,SDCL-EN043,Super Rare,EARTH,Cyberse,Link/Effect Monster,1600,,"2 monsters, except Tokens
This card gains these effects based on the number of monsters co-linked to this card.
<br>• 1+: When a monster co-linked to this card battles your opponent's monster and inflicts battle damage to them: You can gain that much LP.
<br>• 2: Once per turn (Quick Effect): You can target 2 face-up monsters you control; until the end of this turn, halve the ATK of 1 monster, and if you do, add that lost ATK the other monster.",2,Left;Right
