productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extAttack,extDefense,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extCardType,extDescription,extUPC
56713,Burst Return,Burst Return,https://tcgplayer-cdn.tcgplayer.com/product/56713_200w.jpg,2,245,https://cpt.tcgcsv.com/hJs,2018-11-25T17:07:10.78,1,LCGX-EN084,Rare,SPELL,0,0,0.01,0.47,1.0,0.47,,1st Edition,,,"If you control a face-up ""Elemental HERO Burstinatrix"": Return all face-up ""Elemental HERO"" monsters on the field to the hand, except ""Elemental HERO Burstinatrix"".",
56714,Card Blocker,Card Blocker,https://tcgplayer-cdn.tcgplayer.com/product/56714_200w.jpg,2,245,https://cpt.tcgcsv.com/jJs,2019-04-23T12:51:01.953,1,LCGX-EN044,Ultra Rare,EARTH,400,400,0.1,0.34,2.98,0.22,,Unlimited,,Effect Monster,"When this card is Summoned: Change it to Defense Position. When a face-up monster you control is targeted for an attack: You can change the target to this card. When this card is targeted for an attack: You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the Graveyard; this card gains 500 DEF for each card sent, until the End Phase.",
56714,Card Blocker,Card Blocker,https://tcgplayer-cdn.tcgplayer.com/product/56714_200w.jpg,2,245,https://cpt.tcgcsv.com/jJs,2019-04-23T12:51:01.953,1,LCGX-EN044,Ultra Rare,EARTH,400,400,0.19,0.49,2.99,0.2,,1st Edition,,Effect Monster,"When this card is Summoned: Change it to Defense Position. When a face-up monster you control is targeted for an attack: You can change the target to this card. When this card is targeted for an attack: You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the Graveyard; this card gains 500 DEF for each card sent, until the End Phase.",
56715,Card Ejector,Card Ejector,https://tcgplayer-cdn.tcgplayer.com/product/56715_200w.jpg,2,245,https://cpt.tcgcsv.com/kJs,2021-04-05T19:24:16.103,1,LCGX-EN032,Super Rare,EARTH,400,400,0.24,0.37,1.98,0.32,,Unlimited,Spellcaster,Effect Monster,Once per turn: You can target 1 card in your opponent's Graveyard; banish that target.,
56715,Card Ejector,Card Ejector,https://tcgplayer-cdn.tcgplayer.com/product/56715_200w.jpg,2,245,https://cpt.tcgcsv.com/kJs,2021-04-05T19:24:16.103,1,LCGX-EN032,Super Rare,EARTH,400,400,0.28,0.54,4.23,0.49,,1st Edition,Spellcaster,Effect Monster,Once per turn: You can target 1 card in your opponent's Graveyard; banish that target.,
56716,Card Trooper,Card Trooper,https://tcgplayer-cdn.tcgplayer.com/product/56716_200w.jpg,2,245,https://cpt.tcgcsv.com/lJs,2022-09-27T13:32:39.86,1,LCGX-EN020,Common,EARTH,400,400,0.14,0.29,1.47,0.19,,Unlimited,Machine,Effect Monster,"Once per turn: You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the Graveyard; this card gains 500 ATK for each card sent to the Graveyard this way, until the End Phase. If this card you control is destroyed and sent to your Graveyard: Draw 1 card.",
56716,Card Trooper,Card Trooper,https://tcgplayer-cdn.tcgplayer.com/product/56716_200w.jpg,2,245,https://cpt.tcgcsv.com/lJs,2022-09-27T13:32:39.86,1,LCGX-EN020,Common,EARTH,400,400,0.1,0.42,0.99,0.39,,1st Edition,Machine,Effect Monster,"Once per turn: You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the Graveyard; this card gains 500 ATK for each card sent to the Graveyard this way, until the End Phase. If this card you control is destroyed and sent to your Graveyard: Draw 1 card.",
56717,Chamberlain of the Six Samurai,Chamberlain of the Six Samurai,https://tcgplayer-cdn.tcgplayer.com/product/56717_200w.jpg,2,245,https://cpt.tcgcsv.com/mJs,2018-11-07T19:13:42.933,1,LCGX-EN222,Common,EARTH,0,0,0.1,0.23,1.51,0.16,,Unlimited,,,,
56717,Chamberlain of the Six Samurai,Chamberlain of the Six Samurai,https://tcgplayer-cdn.tcgplayer.com/product/56717_200w.jpg,2,245,https://cpt.tcgcsv.com/mJs,2018-11-07T19:13:42.933,1,LCGX-EN222,Common,EARTH,0,0,0.21,0.36,1.51,0.2,,1st Edition,,,,
56718,Change of Hero - Reflector Ray,Change of Hero Reflector Ray,https://tcgplayer-cdn.tcgplayer.com/product/56718_200w.jpg,2,245,https://cpt.tcgcsv.com/nJs,2018-11-25T17:12:37.697,1,LCGX-EN116,Common,TRAP,0,0,0.11,0.32,1.98,0.18,,Unlimited,,,"When an ""Elemental HERO"" Fusion Monster you control is destroyed by battle and sent to the Graveyard: Inflict damage to your opponent equal to its original Level x 300.",
56718,Change of Hero - Reflector Ray,Change of Hero Reflector Ray,https://tcgplayer-cdn.tcgplayer.com/product/56718_200w.jpg,2,245,https://cpt.tcgcsv.com/nJs,2018-11-25T17:12:37.697,1,LCGX-EN116,Common,TRAP,0,0,0.25,0.43,1.98,0.36,,1st Edition,,,"When an ""Elemental HERO"" Fusion Monster you control is destroyed by battle and sent to the Graveyard: Inflict damage to your opponent equal to its original Level x 300.",
56719,Chimeratech Overdragon,Chimeratech Overdragon,https://tcgplayer-cdn.tcgplayer.com/product/56719_200w.jpg,2,245,https://cpt.tcgcsv.com/pJs,2023-04-22T07:05:25.883,1,LCGX-EN183,Secret Rare,DARK,,,0.99,4.32,17.99,4.23,,Unlimited,Machine,Fusion/Effect Monster,"""Cyber Dragon"" + 1+ Machine monsters
Must be Fusion Summoned. If this card is Fusion Summoned: Send all other cards you control to the GY. The original ATK/DEF of this card each become equal to the number of Fusion Materials used for its Fusion Summon x 800. This card can attack your opponent's monsters a number of times each Battle Phase, up to the number of Fusion Materials used for its Fusion Summon.",
56719,Chimeratech Overdragon,Chimeratech Overdragon,https://tcgplayer-cdn.tcgplayer.com/product/56719_200w.jpg,2,245,https://cpt.tcgcsv.com/pJs,2023-04-22T07:05:25.883,1,LCGX-EN183,Secret Rare,DARK,,,3.27,4.95,15.66,4.42,,1st Edition,Machine,Fusion/Effect Monster,"""Cyber Dragon"" + 1+ Machine monsters
Must be Fusion Summoned. If this card is Fusion Summoned: Send all other cards you control to the GY. The original ATK/DEF of this card each become equal to the number of Fusion Materials used for its Fusion Summon x 800. This card can attack your opponent's monsters a number of times each Battle Phase, up to the number of Fusion Materials used for its Fusion Summon.",
56720,Clay Charge,Clay Charge,https://tcgplayer-cdn.tcgplayer.com/product/56720_200w.jpg,2,245,https://cpt.tcgcsv.com/qJs,2018-11-07T19:22:26.907,1,LCGX-EN111,Common,TRAP,0,0,0.64,0.72,1.98,0.65,,Unlimited,,,,
56720,Clay Charge,Clay Charge,https://tcgplayer-cdn.tcgplayer.com/product/56720_200w.jpg,2,245,https://cpt.tcgcsv.com/qJs,2018-11-07T19:22:26.907,1,LCGX-EN111,Common,TRAP,0,0,0.99,1.8,6.5,1.67,,1st Edition,,,,
56721,Clear Vice Dragon,Clear Vice Dragon,https://tcgplayer-cdn.tcgplayer.com/product/56721_200w.jpg,2,245,https://cpt.tcgcsv.com/rJs,2022-09-27T13:29:57.46,1,LCGX-EN209,Super Rare,DARK,0,0,1.45,2.68,17.99,2.68,2.97,Unlimited,Dragon,Effect Monster,"You are unaffected by the effects of ""Clear World"". If this card attacks an opponent's monster, the ATK of this card becomes twice the ATK of the attack target, during damage calculation only. If this card would be destroyed by an opponent's card effect, you can discard 1 card instead.",
56721,Clear Vice Dragon,Clear Vice Dragon,https://tcgplayer-cdn.tcgplayer.com/product/56721_200w.jpg,2,245,https://cpt.tcgcsv.com/rJs,2022-09-27T13:29:57.46,1,LCGX-EN209,Super Rare,DARK,0,0,1.45,2.57,18.99,2.8,,1st Edition,Dragon,Effect Monster,"You are unaffected by the effects of ""Clear World"". If this card attacks an opponent's monster, the ATK of this card becomes twice the ATK of the attack target, during damage calculation only. If this card would be destroyed by an opponent's card effect, you can discard 1 card instead.",
56722,Clear World,Clear World,https://tcgplayer-cdn.tcgplayer.com/product/56722_200w.jpg,2,245,https://cpt.tcgcsv.com/sJs,2021-08-30T13:32:55.3,1,LCGX-EN217,Super Rare,SPELL,0,0,0.75,1.42,17.99,1.12,,Unlimited,,,"During each of your End Phases, pay 500 Life Points or destroy this card. Each player receives effects, depending on the monster Attributes they control. •LIGHT: Play with your hand revealed at all times. •DARK: If you control 2 or more monsters, you cannot declare an attack. •EARTH: During your Standby Phase: Target 1 face-up Defense Position monster you control: Destroy that target. •WATER: During your End Phase: Discard 1 card. •FIRE: During your End Phase: Take 1000 damage. •WIND: You must pay 500 Life Points to activate a Spell Card.",
56722,Clear World,Clear World,https://tcgplayer-cdn.tcgplayer.com/product/56722_200w.jpg,2,245,https://cpt.tcgcsv.com/sJs,2021-08-30T13:32:55.3,1,LCGX-EN217,Super Rare,SPELL,0,0,1.0,2.0,19.63,1.85,,1st Edition,,,"During each of your End Phases, pay 500 Life Points or destroy this card. Each player receives effects, depending on the monster Attributes they control. •LIGHT: Play with your hand revealed at all times. •DARK: If you control 2 or more monsters, you cannot declare an attack. •EARTH: During your Standby Phase: Target 1 face-up Defense Position monster you control: Destroy that target. •WATER: During your End Phase: Discard 1 card. •FIRE: During your End Phase: Take 1000 damage. •WIND: You must pay 500 Life Points to activate a Spell Card.",
56723,Clock Tower Prison,Clock Tower Prison,https://tcgplayer-cdn.tcgplayer.com/product/56723_200w.jpg,2,245,https://cpt.tcgcsv.com/tJs,2018-11-07T19:23:16.053,1,LCGX-EN141,Common,SPELL,0,0,0.08,0.27,1.49,0.14,,Unlimited,,,,
56723,Clock Tower Prison,Clock Tower Prison,https://tcgplayer-cdn.tcgplayer.com/product/56723_200w.jpg,2,245,https://cpt.tcgcsv.com/tJs,2018-11-07T19:23:16.053,1,LCGX-EN141,Common,SPELL,0,0,0.1,0.45,1.49,0.19,,1st Edition,,,,
56724,Cold Enchanter,Cold Enchanter,https://tcgplayer-cdn.tcgplayer.com/product/56724_200w.jpg,2,245,https://cpt.tcgcsv.com/vJs,2018-11-07T19:25:17.12,1,LCGX-EN201,Common,WATER,0,0,0.1,0.24,1.0,0.14,,Unlimited,,,,
56724,Cold Enchanter,Cold Enchanter,https://tcgplayer-cdn.tcgplayer.com/product/56724_200w.jpg,2,245,https://cpt.tcgcsv.com/vJs,2018-11-07T19:25:17.12,1,LCGX-EN201,Common,WATER,0,0,0.19,0.45,0.99,0.45,,1st Edition,,,,
56725,Court of Justice,Court of Justice,https://tcgplayer-cdn.tcgplayer.com/product/56725_200w.jpg,2,245,https://cpt.tcgcsv.com/wJs,2016-04-18T12:51:28.86,1,LC02-EN013,Ultra Rare,SPELL,0,0,0.03,0.25,2.06,0.11,,Limited,,,,
56726,Crystal Abundance,Crystal Abundance,https://tcgplayer-cdn.tcgplayer.com/product/56726_200w.jpg,2,245,https://cpt.tcgcsv.com/xJs,2018-11-07T19:27:04.923,1,LCGX-EN166,Rare,SPELL,0,0,0.09,0.25,1.4,0.22,,Unlimited,,,,
56726,Crystal Abundance,Crystal Abundance,https://tcgplayer-cdn.tcgplayer.com/product/56726_200w.jpg,2,245,https://cpt.tcgcsv.com/xJs,2018-11-07T19:27:04.923,1,LCGX-EN166,Rare,SPELL,0,0,0.1,0.34,1.99,0.25,,1st Edition,,,,
56727,Crystal Beacon,Crystal Beacon,https://tcgplayer-cdn.tcgplayer.com/product/56727_200w.jpg,2,245,https://cpt.tcgcsv.com/zJs,2018-11-07T19:27:52.657,1,LCGX-EN163,Rare,SPELL,0,0,0.1,0.35,1.57,0.22,,Unlimited,,,,
56727,Crystal Beacon,Crystal Beacon,https://tcgplayer-cdn.tcgplayer.com/product/56727_200w.jpg,2,245,https://cpt.tcgcsv.com/zJs,2018-11-07T19:27:52.657,1,LCGX-EN163,Rare,SPELL,0,0,0.1,0.34,1.29,0.22,,1st Edition,,,,
56728,Crystal Beast Amber Mammoth,Crystal Beast Amber Mammoth,https://tcgplayer-cdn.tcgplayer.com/product/56728_200w.jpg,2,245,https://cpt.tcgcsv.com/BJs,2018-11-07T20:04:41,1,LCGX-EN159,Common,EARTH,0,0,0.1,0.32,1.65,,,Unlimited,,,,
56728,Crystal Beast Amber Mammoth,Crystal Beast Amber Mammoth,https://tcgplayer-cdn.tcgplayer.com/product/56728_200w.jpg,2,245,https://cpt.tcgcsv.com/BJs,2018-11-07T20:04:41,1,LCGX-EN159,Common,EARTH,0,0,0.1,0.3,1.4,0.25,,1st Edition,,,,
56729,Crystal Beast Amethyst Cat,Crystal Beast Amethyst Cat,https://tcgplayer-cdn.tcgplayer.com/product/56729_200w.jpg,2,245,https://cpt.tcgcsv.com/CJs,2018-11-07T20:12:34.37,1,LCGX-EN156,Common,EARTH,1200,400,0.1,0.39,1.49,0.2,,Unlimited,,Effect Monster,"This card can attack your opponent directly, but when it uses this effect, any Battle Damage it inflicts to your opponent is halved. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard.",
56729,Crystal Beast Amethyst Cat,Crystal Beast Amethyst Cat,https://tcgplayer-cdn.tcgplayer.com/product/56729_200w.jpg,2,245,https://cpt.tcgcsv.com/CJs,2018-11-07T20:12:34.37,1,LCGX-EN156,Common,EARTH,1200,400,0.1,0.37,1.49,0.1,,1st Edition,,Effect Monster,"This card can attack your opponent directly, but when it uses this effect, any Battle Damage it inflicts to your opponent is halved. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard.",
56730,Crystal Beast Cobalt Eagle,Crystal Beast Cobalt Eagle,https://tcgplayer-cdn.tcgplayer.com/product/56730_200w.jpg,2,245,https://cpt.tcgcsv.com/DJs,2018-11-07T20:12:47.46,1,LCGX-EN160,Common,WIND,0,0,0.04,0.3,1.49,0.05,,Unlimited,,,,
56730,Crystal Beast Cobalt Eagle,Crystal Beast Cobalt Eagle,https://tcgplayer-cdn.tcgplayer.com/product/56730_200w.jpg,2,245,https://cpt.tcgcsv.com/DJs,2018-11-07T20:12:47.46,1,LCGX-EN160,Common,WIND,0,0,0.1,0.4,1.4,0.25,,1st Edition,,,,
56731,Crystal Beast Emerald Tortoise,Crystal Beast Emerald Tortoise,https://tcgplayer-cdn.tcgplayer.com/product/56731_200w.jpg,2,245,https://cpt.tcgcsv.com/FJs,2018-11-07T20:13:08.53,1,LCGX-EN157,Common,WATER,0,0,0.1,0.25,1.41,0.1,,Unlimited,,,,
56731,Crystal Beast Emerald Tortoise,Crystal Beast Emerald Tortoise,https://tcgplayer-cdn.tcgplayer.com/product/56731_200w.jpg,2,245,https://cpt.tcgcsv.com/FJs,2018-11-07T20:13:08.53,1,LCGX-EN157,Common,WATER,0,0,0.11,0.29,1.42,0.15,,1st Edition,,,,
56732,Crystal Beast Ruby Carbuncle,Crystal Beast Ruby Carbuncle,https://tcgplayer-cdn.tcgplayer.com/product/56732_200w.jpg,2,245,https://cpt.tcgcsv.com/GJs,2018-11-07T20:13:20.673,1,LCGX-EN155,Common,LIGHT,0,0,0.05,0.25,1.49,0.05,,Unlimited,,,,
56732,Crystal Beast Ruby Carbuncle,Crystal Beast Ruby Carbuncle,https://tcgplayer-cdn.tcgplayer.com/product/56732_200w.jpg,2,245,https://cpt.tcgcsv.com/GJs,2018-11-07T20:13:20.673,1,LCGX-EN155,Common,LIGHT,0,0,0.11,0.3,1.41,,,1st Edition,,,,
56733,Crystal Beast Sapphire Pegasus,Crystal Beast Sapphire Pegasus,https://tcgplayer-cdn.tcgplayer.com/product/56733_200w.jpg,2,245,https://cpt.tcgcsv.com/HJs,2018-11-07T20:13:34.477,1,LCGX-EN161,Super Rare,WIND,0,0,0.25,0.65,5.93,0.57,,Unlimited,,,,
56733,Crystal Beast Sapphire Pegasus,Crystal Beast Sapphire Pegasus,https://tcgplayer-cdn.tcgplayer.com/product/56733_200w.jpg,2,245,https://cpt.tcgcsv.com/HJs,2018-11-07T20:13:34.477,1,LCGX-EN161,Super Rare,WIND,0,0,0.4,1.19,5.75,1.26,,1st Edition,,,,
56734,Crystal Beast Topaz Tiger,Crystal Beast Topaz Tiger,https://tcgplayer-cdn.tcgplayer.com/product/56734_200w.jpg,2,245,https://cpt.tcgcsv.com/JJs,2018-11-07T20:16:08.457,1,LCGX-EN158,Common,EARTH,0,0,0.1,0.43,7.65,0.1,,Unlimited,,,,
56734,Crystal Beast Topaz Tiger,Crystal Beast Topaz Tiger,https://tcgplayer-cdn.tcgplayer.com/product/56734_200w.jpg,2,245,https://cpt.tcgcsv.com/JJs,2018-11-07T20:16:08.457,1,LCGX-EN158,Common,EARTH,0,0,0.1,0.49,2.0,0.11,,1st Edition,,,,
56735,Crystal Blessing,Crystal Blessing,https://tcgplayer-cdn.tcgplayer.com/product/56735_200w.jpg,2,245,https://cpt.tcgcsv.com/KJs,2018-11-07T20:16:23.317,1,LCGX-EN165,Rare,SPELL,0,0,0.1,0.33,1.44,0.14,,Unlimited,,,,
56735,Crystal Blessing,Crystal Blessing,https://tcgplayer-cdn.tcgplayer.com/product/56735_200w.jpg,2,245,https://cpt.tcgcsv.com/KJs,2018-11-07T20:16:23.317,1,LCGX-EN165,Rare,SPELL,0,0,0.1,0.37,1.29,0.31,,1st Edition,,,,
56736,Crystal Pair,Crystal Pair,https://tcgplayer-cdn.tcgplayer.com/product/56736_200w.jpg,2,245,https://cpt.tcgcsv.com/LJs,2018-11-07T20:16:37.73,1,LCGX-EN172,Common,TRAP,0,0,0.11,0.6,1.98,0.18,,Unlimited,,,,
56736,Crystal Pair,Crystal Pair,https://tcgplayer-cdn.tcgplayer.com/product/56736_200w.jpg,2,245,https://cpt.tcgcsv.com/LJs,2018-11-07T20:16:37.73,1,LCGX-EN172,Common,TRAP,0,0,0.1,0.74,4.99,0.25,,1st Edition,,,,
56737,Crystal Promise,Crystal Promise,https://tcgplayer-cdn.tcgplayer.com/product/56737_200w.jpg,2,245,https://cpt.tcgcsv.com/MJs,2018-11-07T20:16:54.133,1,LCGX-EN167,Rare,SPELL,0,0,0.1,0.49,2.99,0.32,,Unlimited,,,,
56737,Crystal Promise,Crystal Promise,https://tcgplayer-cdn.tcgplayer.com/product/56737_200w.jpg,2,245,https://cpt.tcgcsv.com/MJs,2018-11-07T20:16:54.133,1,LCGX-EN167,Rare,SPELL,0,0,0.1,0.49,1.99,0.21,,1st Edition,,,,
56738,Crystal Raigeki,Crystal Raigeki,https://tcgplayer-cdn.tcgplayer.com/product/56738_200w.jpg,2,245,https://cpt.tcgcsv.com/NJs,2021-11-15T06:41:30.377,1,LCGX-EN171,Common,TRAP,0,0,0.1,0.24,1.41,0.14,,Unlimited,,,,
56738,Crystal Raigeki,Crystal Raigeki,https://tcgplayer-cdn.tcgplayer.com/product/56738_200w.jpg,2,245,https://cpt.tcgcsv.com/NJs,2021-11-15T06:41:30.377,1,LCGX-EN171,Common,TRAP,0,0,0.16,0.4,0.99,0.25,,1st Edition,,,,
56739,Crystal Release,Crystal Release,https://tcgplayer-cdn.tcgplayer.com/product/56739_200w.jpg,2,245,https://cpt.tcgcsv.com/PJs,2018-11-07T20:23:51.843,1,LCGX-EN169,Ultra Rare,SPELL,0,0,0.25,0.71,4.99,0.54,,Unlimited,,,,
56739,Crystal Release,Crystal Release,https://tcgplayer-cdn.tcgplayer.com/product/56739_200w.jpg,2,245,https://cpt.tcgcsv.com/PJs,2018-11-07T20:23:51.843,1,LCGX-EN169,Ultra Rare,SPELL,0,0,0.43,0.79,2.99,0.54,,1st Edition,,,,
56740,Crystal Tree,Crystal Tree,https://tcgplayer-cdn.tcgplayer.com/product/56740_200w.jpg,2,245,https://cpt.tcgcsv.com/QJs,2018-11-07T20:29:53.13,1,LCGX-EN170,Ultra Rare,SPELL,0,0,0.18,0.57,4.99,0.7,,Unlimited,,,,
56740,Crystal Tree,Crystal Tree,https://tcgplayer-cdn.tcgplayer.com/product/56740_200w.jpg,2,245,https://cpt.tcgcsv.com/QJs,2018-11-07T20:29:53.13,1,LCGX-EN170,Ultra Rare,SPELL,0,0,0.25,0.56,5.99,0.69,,1st Edition,,,,
56741,Cunning of the Six Samurai,Cunning of the Six Samurai,https://tcgplayer-cdn.tcgplayer.com/product/56741_200w.jpg,2,245,https://cpt.tcgcsv.com/RJs,2021-11-16T10:57:56.993,1,LCGX-EN256,Common,SPELL,0,0,1.18,1.68,5.0,1.53,,Unlimited,,,,
56741,Cunning of the Six Samurai,Cunning of the Six Samurai,https://tcgplayer-cdn.tcgplayer.com/product/56741_200w.jpg,2,245,https://cpt.tcgcsv.com/RJs,2021-11-16T10:57:56.993,1,LCGX-EN256,Common,SPELL,0,0,1.0,2.0,6.99,1.32,,1st Edition,,,,
56742,Cyber Dragon,Cyber Dragon,https://tcgplayer-cdn.tcgplayer.com/product/56742_200w.jpg,2,245,https://cpt.tcgcsv.com/SJs,2018-11-07T20:30:22.777,1,LCGX-EN175,Ultra Rare,LIGHT,0,0,2.18,2.94,9.99,2.84,,Unlimited,,,,
56742,Cyber Dragon,Cyber Dragon,https://tcgplayer-cdn.tcgplayer.com/product/56742_200w.jpg,2,245,https://cpt.tcgcsv.com/SJs,2018-11-07T20:30:22.777,1,LCGX-EN175,Ultra Rare,LIGHT,0,0,3.08,4.7,9.99,3.77,5.8,1st Edition,,,,
56743,Cyber Dragon (Alternate Art),Cyber Dragon Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/56743_200w.jpg,2,245,https://cpt.tcgcsv.com/TJs,2018-11-26T14:00:38.533,1,LCGX-EN176,Secret Rare,LIGHT,2100,1600,2.78,4.14,17.99,3.08,,Unlimited,Machine,Effect Monster,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).",
56743,Cyber Dragon (Alternate Art),Cyber Dragon Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/56743_200w.jpg,2,245,https://cpt.tcgcsv.com/TJs,2018-11-26T14:00:38.533,1,LCGX-EN176,Secret Rare,LIGHT,2100,1600,3.25,6.09,30.0,5.88,,1st Edition,Machine,Effect Monster,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).",
56744,Cyber End Dragon,Cyber End Dragon,https://tcgplayer-cdn.tcgplayer.com/product/56744_200w.jpg,2,245,https://cpt.tcgcsv.com/VJs,2023-03-14T09:56:54.98,1,LCGX-EN181,Secret Rare,LIGHT,0,0,3.0,5.34,24.94,4.73,6.97,Unlimited,,,,
56744,Cyber End Dragon,Cyber End Dragon,https://tcgplayer-cdn.tcgplayer.com/product/56744_200w.jpg,2,245,https://cpt.tcgcsv.com/VJs,2023-03-14T09:56:54.98,1,LCGX-EN181,Secret Rare,LIGHT,0,0,3.38,8.92,25.0,4.62,15.99,1st Edition,,,,
56745,Cyber End Dragon (Alternate Art),Cyber End Dragon Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/56745_200w.jpg,2,245,https://cpt.tcgcsv.com/WJs,2021-10-19T13:40:26.993,1,LCGX-EN182,Secret Rare,LIGHT,4000,2800,5.62,6.99,21.95,6.0,,Unlimited,Machine,Fusion/Effect Monster,"""Cyber Dragon"" + ""Cyber Dragon"" + ""Cyber Dragon""
<br>A Fusion Summon of this card can only be done with the above Fusion Material Monsters. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.",
