productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extDescription,extUPC
47566,Black Luster Soldier - Envoy of the Beginning,Black Luster Soldier Envoy of the Beginning,https://tcgplayer-cdn.tcgplayer.com/product/47566_200w.jpg,2,217,https://cpt.tcgcsv.com/l2p,2024-03-28T16:51:11.54,1,GLD4-EN013,Gold Rare,LIGHT,Warrior,Effect Monster,0,0,4.63,9.5,17.99,9.58,,Limited,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing 1 LIGHT and 1 DARK monster in your Graveyard from play. Once during each of your turns, you can select and activate 1 of the following effects: // * Remove 1 monster on the field from play. If you activate this effect, this card cannot attack during this turn. // * If this card destroyed your opponent's monster as a result of battle, it can attack once again in a row.",
47567,White-Horned Dragon,White Horned Dragon,https://tcgplayer-cdn.tcgplayer.com/product/47567_200w.jpg,2,217,https://cpt.tcgcsv.com/m2p,2024-03-28T16:51:11.603,1,GLD4-EN014,Common,DARK,Dragon,Effect Monster,2200,1400,0.35,0.62,1.98,0.62,,Limited,"When this card is Normal Summoned or Special Summoned, select up to 5 Spell Cards from your opponent's Graveyard and remove them from play. Increase the ATK of this card by 300 points for each card removed from play by this card's effect.",
47568,Toon Dark Magician Girl,Toon Dark Magician Girl,https://tcgplayer-cdn.tcgplayer.com/product/47568_200w.jpg,2,217,https://cpt.tcgcsv.com/n2p,2024-03-28T16:51:11.663,1,GLD4-EN015,Common,DARK,Spellcaster,Toon Monster,2000,1700,0.48,0.99,4.99,0.94,,Limited,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned while Toon World is on your side of the field. You can Special Summon this monster from your hand, but Tributes are required for monsters Level 5 or more. When Toon World on the field is destroyed, this card is also destroyed. If your opponent doesn't control a Toon Monster, this card can attack your opponent's Life Points directly. If a face-up Toon Monster is on your opponent's side of the field, you must select the Toon Monster as an attack target. Increase the ATK of this card by 300 points for each Dark Magician or Magician of Black Chaos in either player's Graveyard.",
47569,"Meltiel, Sage of the Sky",Meltiel Sage of the Sky,https://tcgplayer-cdn.tcgplayer.com/product/47569_200w.jpg,2,217,https://cpt.tcgcsv.com/p2p,2024-03-28T16:51:11.71,1,GLD4-EN016,Common,LIGHT,Fairy,Effect Monster,1600,1200,0.15,0.49,4.99,0.25,,Limited,"Each time a Counter Trap Card is activated, gain 1000 Life Points, and if The Sanctuary in the Sky is on the field, destroy 1 card your opponent controls.",
47570,Radiant Jeral,Radiant Jeral,https://tcgplayer-cdn.tcgplayer.com/product/47570_200w.jpg,2,217,https://cpt.tcgcsv.com/q2p,2024-03-28T16:51:12.053,1,GLD4-EN017,Common,LIGHT,Fairy,Effect Monster,1000,2000,0.01,0.25,0.99,0.24,,Limited,"When this card is sent to the Graveyard (except if destroyed by battle), gain 1000 Life Points if The Sanctuary in the Sky is on the field.",
47571,"Diabolos, King of the Abyss",Diabolos King of the Abyss,https://tcgplayer-cdn.tcgplayer.com/product/47571_200w.jpg,2,217,https://cpt.tcgcsv.com/r2p,2024-03-28T16:51:12.14,1,GLD4-EN018,Common,DARK,Dragon,Effect Monster,2800,1000,0.1,0.38,1.41,0.51,,Limited,"This card cannot be Special Summoned. If you Tribute Summon this card, the Tributes must be DARK. This card cannot be Tributed by a card's effect. During your opponent's Draw Phase, before their draw, look at the top card of their Deck, then put that card on the top or bottom of their Deck.",
47572,"Lich Lord, King of the Underworld",Lich Lord King of the Underworld,https://tcgplayer-cdn.tcgplayer.com/product/47572_200w.jpg,2,217,https://cpt.tcgcsv.com/s2p,2024-03-28T16:51:12.197,1,GLD4-EN019,Common,DARK,Zombie,Effect Monster,2400,1200,0.15,0.25,4.99,0.19,,Limited,"If you Tribute Summon this card, the Tribute must be DARK. If this card is Tributed by a card's effect and sent to the Graveyard, it returns to its owner's hand.",
47573,"Prometheus, King of the Shadows",Prometheus King of the Shadows,https://tcgplayer-cdn.tcgplayer.com/product/47573_200w.jpg,2,217,https://cpt.tcgcsv.com/t2p,2024-03-28T16:51:12.257,1,GLD4-EN020,Common,DARK,Fiend,Effect Monster,1200,800,0.05,0.29,0.99,0.44,,Limited,"When you Normal Summon this card, remove from play any number of DARK monsters in your Graveyard. This card gains 400 ATK for each removed card, until the end of this turn.",
47574,Mormolith,Mormolith,https://tcgplayer-cdn.tcgplayer.com/product/47574_200w.jpg,2,217,https://cpt.tcgcsv.com/v2p,2024-03-28T16:51:12.32,1,GLD4-EN021,Common,EARTH,Rock,Effect Monster,1000,900,0.1,0.25,4.99,0.17,,Limited,You can Tribute 1 EARTH monster to destroy all face-up monsters with DEF equal to or less than the ATK of the Tributed monster.,
47575,Darklord Zerato,Darklord Zerato,https://tcgplayer-cdn.tcgplayer.com/product/47575_200w.jpg,2,217,https://cpt.tcgcsv.com/w2p,2024-03-28T16:51:12.367,1,GLD4-EN022,Gold Rare,DARK,Fairy,Effect Monster,2800,2300,0.79,2.58,10.0,1.07,,Limited,"If there are 4 or more DARK monsters with different names in your Graveyard, you can Tribute Summon this monster by Tributing 1 DARK monster. You can send 1 DARK monster from your hand to the Graveyard to destroy all monsters your opponent controls. If you activate this effect, destroy this card during the End Phase of this turn.",
47576,Doomcaliber Knight,Doomcaliber Knight,https://tcgplayer-cdn.tcgplayer.com/product/47576_200w.jpg,2,217,https://cpt.tcgcsv.com/x2p,2024-03-28T16:51:12.413,1,GLD4-EN023,Gold Rare,DARK,Fiend,Effect Monster,1900,1800,0.4,2.23,19.99,1.44,,Limited,"This card cannot be Special Summoned. When an Effect Monster's effect is activated, you must Tribute this card. Negate that effect's activation and destroy the monster.",
47577,"Ryko, Lightsworn Hunter",Ryko Lightsworn Hunter,https://tcgplayer-cdn.tcgplayer.com/product/47577_200w.jpg,2,217,https://cpt.tcgcsv.com/z2p,2024-03-28T16:51:12.48,1,GLD4-EN024,Gold Rare,LIGHT,Beast,Effect Monster,200,100,1.2,2.5,17.89,2.32,,Limited,FLIP: You can destroy 1 card on the field. Send the top 3 cards of your deck to the graveyard.,
47578,"Celestia, Lightsworn Angel",Celestia Lightsworn Angel,https://tcgplayer-cdn.tcgplayer.com/product/47578_200w.jpg,2,217,https://cpt.tcgcsv.com/B2p,2024-03-28T16:51:12.523,1,GLD4-EN025,Gold Rare,LIGHT,Fairy,Effect Monster,2300,200,0.5,0.92,3.33,0.89,,Limited,"When you Tribute Summon this card by Tributing a Lightsworn monster, you can send the top 4 cards of your Deck to the Graveyard to destroy up to 2 cards your opponent controls.",
47579,"Tytannial, Princess of Camellias",Tytannial Princess of Camellias,https://tcgplayer-cdn.tcgplayer.com/product/47579_200w.jpg,2,217,https://cpt.tcgcsv.com/C2p,2024-03-28T16:51:12.587,1,GLD4-EN026,Gold Rare,WIND,Plant,Effect Monster,2800,2600,3.0,5.19,14.99,3.94,,Limited,"You can Tribute 1 face-up Plant-Type monster you control to negate the activation of a Spell, Trap, or Effect Monster's effect that targets a card(s) on the field and destroy it.",
47580,Summoner Monk,Summoner Monk,https://tcgplayer-cdn.tcgplayer.com/product/47580_200w.jpg,2,217,https://cpt.tcgcsv.com/D2p,2024-03-28T16:51:12.64,1,GLD4-EN027,Gold Rare,DARK,Spellcaster,Effect Monster,800,1600,0.48,1.07,5.59,1.13,,Limited,"This card cannot be Tributed. When this card is Normal or Flip Summoned, it is changed to Defense Position. Once per turn, you can discard 1 Spell Card to Special Summon 1 Level 4 monster from your Deck. It cannot attack this turn.",
47581,Genesis Dragon,Genesis Dragon,https://tcgplayer-cdn.tcgplayer.com/product/47581_200w.jpg,2,217,https://cpt.tcgcsv.com/F2p,2024-03-28T16:51:12.693,1,GLD4-EN028,Common,LIGHT,Dragon,Effect Monster,2200,1800,0.32,0.74,4.99,0.46,,Limited,"Once per turn, you can send 1 Dragon-Type monster from your hand to the Graveyard to add 1 Dragon-Type monster from your Graveyard to your hand. When this card is sent from the field to the Graveyard, you can return all Dragon-Type monsters from your Graveyard to your Deck.",
47582,Orichalcos Shunoros,Orichalcos Shunoros,https://tcgplayer-cdn.tcgplayer.com/product/47582_200w.jpg,2,217,https://cpt.tcgcsv.com/G2p,2024-03-28T16:51:12.837,1,GLD4-EN029,Common,DARK,Machine,Effect Monster,0,0,0.3,0.68,9.99,0.66,,Limited,This card cannot be Normal Summoned or Set. This card can only be Special Summoned from your hand if a Normal Monster you control is destroyed by battle. This card gains 1000 ATK for each monster your opponent controls. Face-up Level 4 Normal Monsters on the field cannot be destroyed by card effects.,
47583,Obelisk the Tormentor,Obelisk the Tormentor,https://tcgplayer-cdn.tcgplayer.com/product/47583_200w.jpg,2,217,https://cpt.tcgcsv.com/H2p,2024-03-28T16:51:12.913,1,GLD4-EN030,Gold Rare,DIVINE,Divine-Beast,Effect Monster,4000,4000,1.25,3.68,10.33,2.91,,Limited,"You must Tribute 3 monsters to Normal Summon this card (you cannot Set this card). The Normal Summon of this card cannot be negated. When this card is Normal Summoned, Spells, Traps, and Effect Monster effects cannot be activated. This card cannot be targeted by the effects of Spells, Traps or Effect Monsters. If this card is Special Summoned, it is sent to the Graveyard during the End Phase. You can Tribute 2 monsters to destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated.",
47584,Five-Headed Dragon,Five Headed Dragon,https://tcgplayer-cdn.tcgplayer.com/product/47584_200w.jpg,2,217,https://cpt.tcgcsv.com/J2p,2024-03-28T16:51:12.963,1,GLD4-EN031,Gold Rare,DARK,Dragon,Fusion/Effect Monster,5000,5000,2.74,6.97,9.99,3.34,,Limited,"The Fusion Material Monsters for this card are any 5 Dragon-Type monsters. This monster cannot be Special Summoned except by Fusion Summon. This card does not take any Battle Damage, and cannot be destroyed by battle with an EARTH, WATER, FIRE, WIND, or DARK monster. (Battle Damage is still inflicted to players.)",
47585,Gladiator Beast Gyzarus,Gladiator Beast Gyzarus,https://tcgplayer-cdn.tcgplayer.com/product/47585_200w.jpg,2,217,https://cpt.tcgcsv.com/K2p,2024-03-28T16:51:13.037,1,GLD4-EN032,Gold Rare,DARK,Winged Beast,Fusion/Effect Monster,2400,1500,1.5,2.1,14.69,2.06,,Limited,"Gladiator Beast Bestiari + 1 Gladiator Beast monster // This card can only be Special Summoned from your Extra Deck by returning the above cards you control to the Deck. (You do not use Polymerization.) When this card is Special Summoned, you can destroy up to 2 cards on the field. At the end of the Battle Phase, if this card attacked or was attacked, you can return this card to the Extra Deck to Special Summon 2 Gladiator Beast monsters from your Deck, except Gladiator Beast Bestiari.",
47586,Eternal Drought,Eternal Drought,https://tcgplayer-cdn.tcgplayer.com/product/47586_200w.jpg,2,217,https://cpt.tcgcsv.com/L2p,2018-07-24T19:53:34.687,1,GLD4-EN033,Common,SPELL,,Normal Spell,0,0,0.08,0.25,5.0,0.19,,Limited,Destroy all face-up Fish-Type monsters on the field.,
47587,Eradicating Aerosol,Eradicating Aerosol,https://tcgplayer-cdn.tcgplayer.com/product/47587_200w.jpg,2,217,https://cpt.tcgcsv.com/M2p,2018-07-24T19:53:29.547,1,GLD4-EN034,Common,SPELL,,Normal Spell,0,0,0.15,0.45,5.0,0.48,,Limited,Destroy all face-up Insect-Type monsters on the field.,
47588,Soul Exchange,Soul Exchange,https://tcgplayer-cdn.tcgplayer.com/product/47588_200w.jpg,2,217,https://cpt.tcgcsv.com/N2p,2018-07-24T20:03:48.46,1,GLD4-EN035,Common,SPELL,,Normal Spell,0,0,0.18,0.38,1.23,0.3,,Limited,Select 1 monster your opponent controls. This turn you can Tribute that monster as if you controlled it. You cannot conduct your Battle Phase the turn you activate this card.,
47589,Toon World,Toon World,https://tcgplayer-cdn.tcgplayer.com/product/47589_200w.jpg,2,217,https://cpt.tcgcsv.com/P2p,2013-05-09T12:13:41.653,1,GLD4-EN036,Common,SPELL,,Normal Spell,0,0,0.18,0.46,1.75,0.35,,Limited,Pay 1000 Life Points to activate this card.,
47590,Graceful Dice,Graceful Dice,https://tcgplayer-cdn.tcgplayer.com/product/47590_200w.jpg,2,217,https://cpt.tcgcsv.com/Q2p,2018-07-24T19:54:04.123,1,GLD4-EN037,Common,SPELL,,Normal Spell,0,0,0.36,1.29,5.0,1.06,,Limited,Roll 1 six-sided die. The result is multiplied by 100 points and added to the ATK and DEF of all monsters you control until the end of your turn. Monsters summoned after this card's activation are excluded.,
47591,Sage's Stone,Sages Stone,https://tcgplayer-cdn.tcgplayer.com/product/47591_200w.jpg,2,217,https://cpt.tcgcsv.com/R2p,2018-07-24T20:00:32.27,1,GLD4-EN038,Common,SPELL,,Normal Spell,0,0,2.22,3.59,10.0,3.49,,Limited,You can only activate this card when there is a face-up Dark Magician Girl on your side of the field. Special Summon 1 Dark Magician from your hand or Deck.,
47592,Toon Table of Contents,Toon Table of Contents,https://tcgplayer-cdn.tcgplayer.com/product/47592_200w.jpg,2,217,https://cpt.tcgcsv.com/S2p,2018-07-24T20:04:16.347,1,GLD4-EN039,Gold Rare,SPELL,,Normal Spell,0,0,3.8,4.39,24.99,4.25,,Limited,"Add 1 card from your Deck to your hand that includes Toon in its card name, or is named Manga Ryu-Ran.",
47593,Pot of Avarice,Pot of Avarice,https://tcgplayer-cdn.tcgplayer.com/product/47593_200w.jpg,2,217,https://cpt.tcgcsv.com/T2p,2018-07-24T19:58:53.5,1,GLD4-EN040,Gold Rare,SPELL,,Normal Spell,0,0,4.49,5.0,15.06,4.24,,Limited,"Select 5 Monster Cards in your Graveyard. Return those cards to the Deck, then draw 2 cards.",
47594,Recurring Nightmare,Recurring Nightmare,https://tcgplayer-cdn.tcgplayer.com/product/47594_200w.jpg,2,217,https://cpt.tcgcsv.com/V2p,2018-07-24T20:00:09.977,1,GLD4-EN041,Common,SPELL,,Normal Spell,0,0,0.12,0.5,3.81,0.41,,Limited,Select 2 DARK monsters with 0 DEF in your Graveyard and return them to your hand.,
47595,Sword of Dark Rites,Sword of Dark Rites,https://tcgplayer-cdn.tcgplayer.com/product/47595_200w.jpg,2,217,https://cpt.tcgcsv.com/W2p,2018-07-24T20:04:01.823,1,GLD4-EN042,Common,SPELL,,Normal Spell,0,0,0.12,0.3,1.43,0.47,,Limited,"Equip only to a DARK monster. It gains 400 ATK. When the equipped monster is Tributed and this card is sent to the Graveyard, return this card to your hand.",
47596,Trade-In,Trade In,https://tcgplayer-cdn.tcgplayer.com/product/47596_200w.jpg,2,217,https://cpt.tcgcsv.com/X2p,2018-07-24T20:04:21.163,1,GLD4-EN043,Common,SPELL,,Normal Spell,0,0,0.2,0.55,5.0,0.42,,Limited,Discard 1 Level 8 monster. Draw 2 cards.,
47597,Magic Formula,Magic Formula,https://tcgplayer-cdn.tcgplayer.com/product/47597_200w.jpg,2,217,https://cpt.tcgcsv.com/Z2p,2018-07-24T19:54:33.967,1,GLD4-EN044,Common,SPELL,,Normal Spell,0,0,0.29,0.62,2.0,0.37,,Limited,"Equip only to Dark Magician or Dark Magician Girl. The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard, gain 1000 Life Points.",
47598,Robbin' Goblin,Robbin Goblin,https://tcgplayer-cdn.tcgplayer.com/product/47598_200w.jpg,2,217,https://cpt.tcgcsv.com/-2p,2018-07-24T20:00:15.45,1,GLD4-EN045,Common,TRAP,,Normal Trap,0,0,0.12,0.43,4.99,0.36,,Limited,"Each time a monster you control inflicts Battle Damage to your opponent, your opponent discards 1 random card.",
47599,Skull Dice,Skull Dice,https://tcgplayer-cdn.tcgplayer.com/product/47599_200w.jpg,2,217,https://cpt.tcgcsv.com/_2p,2018-07-24T20:03:42.35,1,GLD4-EN046,Common,TRAP,,Normal Trap,0,0,0.45,0.74,4.99,0.59,,Limited,Roll 1 six-sided die. The result is multiplied by 100 points and subtracted from the ATK and DEF of all monsters in your opponent's control until the end of your turn. Monsters summoned after this card's activation are excluded.,
47600,Royal Oppression,Royal Oppression,https://tcgplayer-cdn.tcgplayer.com/product/47600_200w.jpg,2,217,https://cpt.tcgcsv.com/03p,2018-07-24T20:00:21.67,1,GLD4-EN047,Gold Rare,TRAP,,Normal Trap,0,0,7.4,10.38,24.97,10.38,,Limited,"Either player can pay 800 Life Points to negate the Special Summon of a monster(s), and/or an effect that Special Summons a monster(s), and destroy those cards.",
47601,Xing Zhen Hu,Xing Zhen Hu,https://tcgplayer-cdn.tcgplayer.com/product/47601_200w.jpg,2,217,https://cpt.tcgcsv.com/23p,2018-07-24T20:05:05.98,1,GLD4-EN048,Common,TRAP,,Normal Trap,0,0,0.19,0.45,4.99,0.41,,Limited,Activate by selecting 2 Set Spell or Trap Cards on the field. The selected Spell or Trap Cards cannot be activated.,
47602,Deck Devastation Virus,Deck Devastation Virus,https://tcgplayer-cdn.tcgplayer.com/product/47602_200w.jpg,2,217,https://cpt.tcgcsv.com/33p,2018-07-24T19:53:13.787,1,GLD4-EN049,Common,TRAP,,Normal Trap,0,0,0.15,0.61,39.49,0.32,,Limited,"Tribute 1 DARK monster with 2000 or more ATK. Check your opponent's hand, all monsters your opponent controls, and all cards they draw (until the end of your opponent's 3rd turn after this card's activation), and destroy all monsters with 1500 or less ATK.",
47603,Trap Stun,Trap Stun,https://tcgplayer-cdn.tcgplayer.com/product/47603_200w.jpg,2,217,https://cpt.tcgcsv.com/53p,2018-07-24T20:04:24.973,1,GLD4-EN050,Gold Rare,TRAP,,Normal Trap,0,0,6.06,7.65,8.02,6.07,,Limited,Negate the effects of all other Trap Cards on the field during this turn.,
47604,Gold Series 4: Pyramids Edition - Booster Pack,Gold Series 4 Pyramids Edition Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/47604_200w.jpg,2,217,https://cpt.tcgcsv.com/63p,2019-08-12T16:18:18.593,1,,,,,,,,,,,,,,,
47605,Gold Series 4: Pyramids Edition - Collector Set,Gold Series 4 Pyramids Edition Collector Set,https://tcgplayer-cdn.tcgplayer.com/product/47605_200w.jpg,2,217,https://cpt.tcgcsv.com/73p,2015-10-23T15:08:47.95,1,,,,,,,,64.97,67.46,69.95,63.96,,Normal,,83717886914
