productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extLinkRating,extLinkArrows,extDefense
210218,Ancient Gear Ballista,Ancient Gear Ballista,https://tcgplayer-cdn.tcgplayer.com/product/210218_200w.jpg,2,2610,https://cpt.tcgcsv.com/n6J2,2024-09-22T09:15:03.4,1,"2 EARTH Machine monsters
<br>If this card is Link Summoned: You can add 1 ""Ancient Gear"" monster or 1 ""Geartown"" from your Deck to your hand. You can target 1 Spell/Trap you control and 1 face-up monster your opponent controls; destroy that card you control, and if you do, change that opponent's monster's ATK/DEF to 0 until the end of this turn. You can only use each effect of ""Ancient Gear Ballista"" once per turn.",,0.11,0.82,49.99,0.6,0.78,1st Edition,DUOV-EN010,Ultra Rare,EARTH,Machine,Link/Effect Monster,1500,2,Bottom-Left;Right,
210219,Herald of Mirage Lights,Herald of Mirage Lights,https://tcgplayer-cdn.tcgplayer.com/product/210219_200w.jpg,2,2610,https://cpt.tcgcsv.com/p6J2,2022-03-30T13:41:58.413,1,"2 monsters with the same Type and Attribute, except Tokens
<br>When a Spell/Trap Card or effect is activated (Quick Effect): You can send 1 Fairy monster from your hand to the GY; negate the activation, and if you do, destroy it. If this card in your possession is sent to your GY by an opponent's card: You can add up to 2 Ritual Monsters and/or Ritual Spells with different names from your GY to your hand. You can only use each effect of ""Herald of Mirage Lights"" once per turn.",,0.2,0.58,5.0,0.51,,1st Edition,DUOV-EN011,Ultra Rare,LIGHT,Fairy,Link/Effect Monster,600,2,Bottom-Right;Bottom-Left,
210220,"Simorgh, Bird of Sovereignty",Simorgh Bird of Sovereignty,https://tcgplayer-cdn.tcgplayer.com/product/210220_200w.jpg,2,2610,https://cpt.tcgcsv.com/q6J2,2024-07-26T17:51:27.177,1,"2+ monsters, including a Winged Beast monster
<br>Cannot be used as Link Material. Your opponent cannot target this card or a Winged Beast monster(s) this card points to with card effects. If this card would be destroyed by battle, you can destroy 1 other ""Simorgh"" card you control instead. During the End Phase: You can Special Summon 1 Winged Beast monster from your hand or Deck, with a Level equal to or lower than the total number of unused Spell & Trap Zones on the field. You can only use this effect of ""Simorgh, Bird of Sovereignty"" once per turn.",,0.19,0.55,10.0,0.42,,1st Edition,DUOV-EN012,Ultra Rare,WIND,Winged Beast,Link/Effect Monster,2400,3,Bottom-Right;Bottom;Bottom-Left,
210221,Xtra HERO Infernal Devicer,Xtra HERO Infernal Devicer,https://tcgplayer-cdn.tcgplayer.com/product/210221_200w.jpg,2,2610,https://cpt.tcgcsv.com/r6J2,2020-03-18T15:04:51.517,1,"2 ""HERO"" monsters
<br>If this card is Link Summoned: You can reveal 1 ""HERO"" Fusion Monster in your Extra Deck, and if you do, add up to 2 of the Fusion Materials listed on that card, with different names, from your Deck to your hand. You cannot Special Summon monsters the turn you activate this effect, except ""HERO"" monsters. You can only use this effect of ""Xtra HERO Infernal Devicer"" once per turn. Fiend monsters this card points to gain ATK/DEF equal to its Level x 100.",,2.4,3.96,50.0,3.5,12.69,1st Edition,DUOV-EN013,Ultra Rare,DARK,Fiend,Link/Effect Monster,1700,2,Bottom;Bottom-Left,
210222,"Selene, Queen of the Master Magicians",Selene Queen of the Master Magicians,https://tcgplayer-cdn.tcgplayer.com/product/210222_200w.jpg,2,2610,https://cpt.tcgcsv.com/s6J2,2023-02-13T12:46:18.337,1,"2+ monsters, including a Spellcaster monster
<br>If this card is Link Summoned: Place Spell Counters on this card, equal to the number of Spells on the field and in the GYs. While an ""Endymion"" card(s) is on the field, your opponent's monsters cannot target this card for attacks. Once per turn, during the Main Phase (Quick Effect): You can remove 3 Spell Counters from your field; Special Summon 1 Spellcaster monster from your hand or GY in Defense Position, to your zone this card points to.",,0.44,1.55,32.4,0.88,5.83,1st Edition,DUOV-EN014,Ultra Rare,LIGHT,Spellcaster,Link/Effect Monster,1850,3,Bottom-Right;Bottom;Bottom-Left,
210223,Crossrose Dragon,Crossrose Dragon,https://tcgplayer-cdn.tcgplayer.com/product/210223_200w.jpg,2,2610,https://cpt.tcgcsv.com/t6J2,2020-03-18T15:07:16.893,1,"2 monsters with different Types
<br>During the Main Phase (Quick Effect): You can Tribute this card and 1 Plant monster; Special Summon 1 ""Rose"" Synchro Monster or 1 Plant Synchro Monster from your Extra Deck. (This is treated as a Synchro Summon.) If a monster(s) you control is destroyed by card effect, while this card is in your GY (except during the Damage Step): You can banish this card; Special Summon 1 ""Rose Dragon"" monster from your GY. You can only use each effect of ""Crossrose Dragon"" once per turn.",,0.1,0.61,501.5,0.51,,1st Edition,DUOV-EN015,Ultra Rare,DARK,Dragon,Link/Effect Monster,800,2,Left;Bottom,
210224,Reptilianne Echidna,Reptilianne Echidna,https://tcgplayer-cdn.tcgplayer.com/product/210224_200w.jpg,2,2610,https://cpt.tcgcsv.com/v6J2,2024-07-26T17:51:27.207,1,"2 monsters, including a Reptile monster
<br>If this card is Link Summoned: You can target 1 face-up monster your opponent controls; change its ATK to 0. During your Main Phase, if your opponent controls a monster(s) with 0 ATK: You can add Reptile monsters with different names from your Deck to your hand, up to the number of monsters your opponent controls with 0 ATK, also, you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Reptile monsters. You can only use each effect of ""Reptilianne Echidna"" once per turn.",,0.22,0.82,9.99,0.54,0.4,1st Edition,DUOV-EN016,Ultra Rare,DARK,Reptile,Link/Effect Monster,200,2,Bottom-Right;Left,
210225,Mecha Phantom Beast Auroradon,Mecha Phantom Beast Auroradon,https://tcgplayer-cdn.tcgplayer.com/product/210225_200w.jpg,2,2610,https://cpt.tcgcsv.com/w6J2,2022-05-15T12:33:23.9,1,"2+ Machine monsters
<br>If this card is Link Summoned: You can activate this effect; Special Summon 3 ""Mecha Phantom Beast Tokens"" (Machine/WIND/Level 3/ATK 0/DEF 0), also you cannot Link Summon for the rest of this turn. Once per turn: You can Tribute up to 3 monsters, then apply 1 of these effects, based on the number Tributed;.
<br>• 1: Destroy 1 card on the field.
<br>• 2: Special Summon 1 ""Mecha Phantom Beast"" monster from your Deck.
<br>• 3: Add 1 Trap from your GY to your hand.",,0.4,1.23,15.0,0.84,1.59,1st Edition,DUOV-EN017,Ultra Rare,WIND,Machine,Link/Effect Monster,2100,3,Bottom-Right;Left;Bottom,
210226,Bujinki Ahashima,Bujinki Ahashima,https://tcgplayer-cdn.tcgplayer.com/product/210226_200w.jpg,2,2610,https://cpt.tcgcsv.com/x6J2,2023-02-13T05:07:21.127,1,"2 monsters with the same Level
<br>Cannot be used as Link Material. You can only use each of the following effects of ""Bujinki Ahashima"" once per turn.
<br>• If this card is Link Summoned: You can Special Summon 2 monsters with the same Level, 1 from your hand and 1 from your GY, but negate their effects, and immediately after this effect resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only.
<br>• If an Xyz Monster this card points to activates an effect by detaching material(s) (except during the Damage Step): You can target 1 Spell/Trap your opponent controls; destroy it.",,3.66,5.0,50.0,4.55,4.45,1st Edition,DUOV-EN018,Ultra Rare,LIGHT,Beast-Warrior,Link/Effect Monster,1500,2,Bottom-Right;Top,
210227,Artifact Dagda,Artifact Dagda,https://tcgplayer-cdn.tcgplayer.com/product/210227_200w.jpg,2,2610,https://cpt.tcgcsv.com/z6J2,2024-07-26T17:51:27.24,1,"2 monsters with different names
<br>When the effect of another card on the field is activated (Quick Effect): You can Set 1 ""Artifact"" monster from your hand or Deck to your Spell & Trap Zone as a Spell, but destroy it during your opponent's next End Phase. During your opponent's turn, if this Link Summoned card is destroyed: You can Special Summon 1 ""Artifact"" monster from your GY in Defense Position. You can only use each effect of ""Artifact Dagda"" once per turn.",,5.09,8.83,45.99,7.29,,1st Edition,DUOV-EN019,Ultra Rare,LIGHT,Fairy,Link/Effect Monster,1500,2,Bottom-Right;Bottom-Left,
210228,Bloom Harmonist the Melodious Composer,Bloom Harmonist the Melodious Composer,https://tcgplayer-cdn.tcgplayer.com/product/210228_200w.jpg,2,2610,https://cpt.tcgcsv.com/B6J2,2022-05-17T10:38:49.47,1,"2 Fairy monsters
<br>If this card is Link Summoned: You can discard 1 card; Special Summon 2 ""Melodious"" monsters with different Levels from your Deck to your zones this card points to, in Defense Position. You cannot Special Summon monsters the turn you activate this effect, except ""Melodious"" monsters. You can only use this effect of ""Bloom Harmonist the Melodious Composer"" once per turn. If a ""Melodious"" monster this card points to attacks, your opponent cannot activate cards or effects until the end of the Damage Step.",,0.23,0.69,4.99,0.45,0.42,1st Edition,DUOV-EN020,Ultra Rare,LIGHT,Fairy,Link/Effect Monster,1000,2,Bottom-Right;Bottom-Left,
210229,Predaplant Verte Anaconda,Predaplant Verte Anaconda,https://tcgplayer-cdn.tcgplayer.com/product/210229_200w.jpg,2,2610,https://cpt.tcgcsv.com/C6J2,2024-01-05T11:06:11.247,1,"2 Effect Monsters
<br>You can target 1 face-up monster on the field; it becomes DARK until the end of this turn. You can pay 2000 LP and send 1 ""Fusion"" or ""Polymerization"" Normal or Quick-Play Spell from your Deck to the GY; this effect becomes that Spell's effect when that card is activated, also, you cannot Special Summon monsters for the rest of this turn. You can only use each effect of ""Predaplant Verte Anaconda"" once per turn.",,2.65,5.15,65.0,3.22,,1st Edition,DUOV-EN021,Ultra Rare,DARK,Plant,Link/Effect Monster,500,2,Bottom-Right;Bottom-Left,
210230,Abyss Actor - Hyper Director,Abyss Actor Hyper Director,https://tcgplayer-cdn.tcgplayer.com/product/210230_200w.jpg,2,2610,https://cpt.tcgcsv.com/D6J2,2020-03-18T15:26:44.13,1,"1 ""Abyss Actor"" Pendulum Monster
<br>You can target 1 card in your Pendulum Zone; Special Summon it, then place 1 ""Abyss Actor"" Pendulum Monster with a different name, from your Deck or face-up Extra Deck, to your Pendulum Zone, also you cannot Normal or Special Summon monsters for the rest of the turn, except ""Abyss Actor"" monsters. You can only use this effect of ""Abyss Actor - Hyper Director"" once per turn.",,0.09,0.27,5.0,0.17,0.1,1st Edition,DUOV-EN022,Ultra Rare,DARK,Fiend,Link/Effect Monster,800,1,Bottom,
210231,Lib the World Key Blademaster,Lib the World Key Blademaster,https://tcgplayer-cdn.tcgplayer.com/product/210231_200w.jpg,2,2610,https://cpt.tcgcsv.com/F6J2,2020-03-18T15:28:44.243,1,"2 monsters
<br>Can only be Link Summoned while you have a ""World Legacy"" card in your GY. You can only use each of the following effects of ""Lib the World Key Blademaster"" once per turn.
<br>• During your Main Phase: You can Set 1 ""World Legacy"" Spell/Trap directly from your Deck, but it cannot be activated this turn while you have no ""World Legacy"" monster in your GY.
<br>• If this Link Summoned card is sent to the GY as Link Material: You can shuffle 1 card on the field into the Deck.",,0.02,1.51,19.99,1.22,1.21,1st Edition,DUOV-EN023,Ultra Rare,LIGHT,Cyberse,Link/Effect Monster,2000,2,Left;Bottom-Left,
210232,Sky Striker Ace - Zeke,Sky Striker Ace Zeke,https://tcgplayer-cdn.tcgplayer.com/product/210232_200w.jpg,2,2610,https://cpt.tcgcsv.com/G6J2,2022-08-02T10:41:41.037,1,"2 monsters, including a ""Sky Striker Ace"" monster
<br>Must be Link Summoned. You can only Special Summon ""Sky Striker Ace - Zeke(s)"" once per turn. If this card is Link Summoned: You can target 1 face-up monster on the field; banish it until your opponent's next End Phase. Once per turn: You can target 1 other card you control; this card gains 1000 ATK, then, send the targeted card to the GY.",,0.25,0.99,29.99,0.69,,1st Edition,DUOV-EN024,Ultra Rare,DARK,Machine,Link/Effect Monster,1500,2,Bottom;Top,
210233,"Yuki-Onna, the Absolute Zero Mayakashi",Yuki Onna the Absolute Zero Mayakashi,https://tcgplayer-cdn.tcgplayer.com/product/210233_200w.jpg,2,2610,https://cpt.tcgcsv.com/H6J2,2022-12-18T10:50:24.473,1,"2+ Zombie monsters
<br>You can only control 1 ""Yuki-Onna, the Absolute Zero Mayakashi"". Negate any activated effects of your opponent's banished monsters. If a monster is Special Summoned from the GY, or a monster effect is activated in the GY (except during the Damage Step): You can target 1 other face-up monster on the field; change its ATK to 0, and if you do, negate its effects. You can use this effect of ""Yuki-Onna, the Absolute Zero Mayakashi"" up to twice per turn.",,5.08,9.99,25.89,11.83,16.49,1st Edition,DUOV-EN025,Ultra Rare,WATER,Zombie,Link/Effect Monster,2900,4,Bottom-Right;Left;Bottom-Left;Right,
210234,Tenyi Spirit - Sahasrara,Tenyi Spirit Sahasrara,https://tcgplayer-cdn.tcgplayer.com/product/210234_200w.jpg,2,2610,https://cpt.tcgcsv.com/J6J2,2020-03-18T15:31:40.527,1,"2+ Wyrm monsters
<br>While you control a face-up non-Effect Monster, monsters your opponent controls cannot target Effect Monsters for attacks, also your opponent cannot target Effect Monsters on the field with card effects. (Quick Effect): You can target 1 Effect Monster your opponent controls; Special Summon 1 ""Tenyi Spirit Token"" (Wyrm/LIGHT/Level 4/ATK ?/DEF 0). This Token's ATK becomes that targeted monster's original ATK. You can only use this effect of ""Tenyi Spirit - Sahasrara"" once per turn.",,1.0,1.71,5.0,1.62,1.97,1st Edition,DUOV-EN026,Ultra Rare,LIGHT,Wyrm,Link/Effect Monster,3000,4,Bottom-Right;Bottom;Top-Right;Top,
210235,Angraecum Umbrella,Angraecum Umbrella,https://tcgplayer-cdn.tcgplayer.com/product/210235_200w.jpg,2,2610,https://cpt.tcgcsv.com/K6J2,2020-03-18T15:33:31.203,1,"When this card is Normal Summoned: You can discard 1 card, then target 1 Level 4 or lower monster in your GY; Special Summon it in Defense Position, but negate its effects, also for the rest of this turn, you cannot Special Summon monsters from the Extra Deck, except Synchro Monsters.",,0.04,0.25,2.5,0.16,0.23,1st Edition,DUOV-EN027,Ultra Rare,WATER,Spellcaster,Tuner/Effect Monster,500,,,1500
210236,Firebrand Hymnist,Firebrand Hymnist,https://tcgplayer-cdn.tcgplayer.com/product/210236_200w.jpg,2,2610,https://cpt.tcgcsv.com/L6J2,2020-03-18T15:34:11.187,1,"When this card is Normal Summoned: You can send cards from the top of your opponent's Deck to the GY, equal to the number of cards they control. If this card is Special Summoned: You can send cards from the top of your Deck to the GY, equal to the number of cards your opponent controls. You can only use this effect of ""Firebrand Hymnist"" once per turn.",,0.01,0.25,30.14,0.14,,1st Edition,DUOV-EN028,Ultra Rare,FIRE,Pyro,Effect Monster,800,,,200
210237,"Armillyre, the Starleader Dragon",Armillyre the Starleader Dragon,https://tcgplayer-cdn.tcgplayer.com/product/210237_200w.jpg,2,2610,https://cpt.tcgcsv.com/M6J2,2020-03-18T15:34:51.133,1,"2 Effect Monsters
<br>Cannot be used as Link Material. You can target 1 face-up monster this card points to; Special Summon 1 monster with the same original Level from your hand to your zone this card points to, in Defense Position, but negate its effects. You can only use this effect of ""Armillyre, the Starleader Dragon"" once per turn.",,0.15,0.41,1.99,0.33,,1st Edition,DUOV-EN029,Ultra Rare,DARK,Dragon,Link/Effect Monster,1400,2,Bottom-Right;Bottom-Left,
210238,Awakening of the Possessed,Awakening of the Possessed,https://tcgplayer-cdn.tcgplayer.com/product/210238_200w.jpg,2,2610,https://cpt.tcgcsv.com/N6J2,2020-03-18T15:35:40.76,1,"Monsters you control gain 300 ATK for each different Attribute you control. ""Charmer"" and ""Familiar-Possessed"" monsters you control cannot be destroyed by card effects. If a Spellcaster monster(s) with 1850 original ATK is Normal or Special Summoned to your field: Draw 1 card. You can only use this effect of ""Awakening of the Possessed"" once per turn.",,0.15,0.44,5.0,0.29,,1st Edition,DUOV-EN030,Ultra Rare,SPELL,,Continuous Spell,,,,
210239,Kingyo Sukui,Kingyo Sukui,https://tcgplayer-cdn.tcgplayer.com/product/210239_200w.jpg,2,2610,https://cpt.tcgcsv.com/P6J2,2020-03-18T15:36:51.493,1,"You can target 1 monster in your opponent's GY; excavate the top card of your Deck, and if it is a monster with the same Attribute as the target, add it to your hand, and if you do, shuffle the target into the Deck. Otherwise, send the excavated card to the GY, also destroy this card. You can only use this effect of ""Kingyo Sukui"" once per turn.",,0.01,0.25,1.55,0.16,,1st Edition,DUOV-EN031,Ultra Rare,TRAP,,Continuous Trap,,,,
210240,Ferocious Flame Swordsman,Ferocious Flame Swordsman,https://tcgplayer-cdn.tcgplayer.com/product/210240_200w.jpg,2,2610,https://cpt.tcgcsv.com/Q6J2,2020-03-18T15:39:51.38,1,"2 monsters with different names
<br>All Warrior monsters on the field gain 500 ATK. If this Link Summoned card is destroyed by battle, or by an opponent's card effect while in its owner's Monster Zone: You can target 1 non-Link Warrior monster in your GY; Special Summon it, but banish it when it leaves the field. You can only use this effect of ""Ferocious Flame Swordsman"" once per turn.",,0.3,0.75,4.99,0.66,0.58,1st Edition,DUOV-EN032,Ultra Rare,FIRE,Warrior,Link/Effect Monster,1300,2,Left;Bottom-Left,
210241,Ojama Emperor,Ojama Emperor,https://tcgplayer-cdn.tcgplayer.com/product/210241_200w.jpg,2,2610,https://cpt.tcgcsv.com/R6J2,2022-07-17T09:08:15.95,1,"3 Beast monsters, including an ""Ojama"" monster
<br>While ""Ojama Country"" is in a Field Zone, this card gains 3000 ATK, also it cannot be destroyed by card effects. Your opponent takes any battle damage you would have taken from attacks on this card, instead. You can target 1 non-Link ""Ojama"" monster in your GY; Special Summon it, also for the rest of this turn, you cannot Special Summon monsters from the Extra Deck, except Fusion Monsters. You can only use this effect of ""Ojama Emperor"" once per turn.",,0.1,0.35,10.0,0.23,,1st Edition,DUOV-EN033,Ultra Rare,LIGHT,,Link/Effect Monster,0,3,Bottom-Right;Bottom;Bottom-Left,
210242,Speedroid Marble Machine,Speedroid Marble Machine,https://tcgplayer-cdn.tcgplayer.com/product/210242_200w.jpg,2,2610,https://cpt.tcgcsv.com/S6J2,2024-07-26T17:51:27.27,1,"<strong>Pendulum Effect :</strong> Once per turn, when your Defense Position monster is targeted for an attack: You can change it to face-up Attack Position, also it cannot be destroyed by battle this turn (even if this card leaves the field).
<br><strong>Monster Effect :</strong> When this card is Normal Summoned: You can activate this effect; add 1 ""Speedroid"" monster from your Deck to your hand, also you cannot Special Summon monsters for the rest of this turn, except WIND monsters. You can only use this effect of ""Speedroid Marble Machine"" once per turn.",,0.01,0.32,7.0,0.19,0.11,1st Edition,DUOV-EN034,Ultra Rare,WIND,Machine,Pendulum/Effect Monster,200,,,100
210243,Speedroid Hexasaucer,Speedroid Hexasaucer,https://tcgplayer-cdn.tcgplayer.com/product/210243_200w.jpg,2,2610,https://cpt.tcgcsv.com/T6J2,2023-01-22T11:12:24.23,1,"<strong>Pendulum Effect :</strong> You can target 1 of your WIND Synchro Monsters that is banished or in your GY; return it to the Extra Deck. You can only use this effect of ""Speedroid Hexasaucer"" once per turn.
<br><strong>Monster Effect :</strong> Both players take any battle damage from attacks involving this card. Any battle damage from battles involving this card is halved. If this card is destroyed in the Pendulum Zone: You can Special Summon 1 face-up ""Speedroid"" Pendulum Monster from your Extra Deck.",,0.01,0.25,25.0,0.17,0.11,1st Edition,DUOV-EN035,Ultra Rare,WIND,Machine,Pendulum/Effect Monster,100,,,1600
210244,Dark Anthelion Dragon,Dark Anthelion Dragon,https://tcgplayer-cdn.tcgplayer.com/product/210244_200w.jpg,2,2610,https://cpt.tcgcsv.com/V6J2,2024-07-26T17:51:27.317,1,"<strong>Pendulum Effect :</strong> Once per turn: You can target 1 face-up monster your opponent controls; halve its original ATK until the end of this turn (even if this card leaves the field).
<br><strong>Monster Effect :</strong> 
<br>2 Level 7 monsters
<br>If you can Pendulum Summon Level 7, you can Pendulum Summon this face-up card in your Extra Deck. Once per turn (Quick Effect): You can detach 1 material from this card, then target 1 face-up monster your opponent controls; until the end of this turn, its ATK becomes half its current ATK, and if it does, this card gains that lost ATK. If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone.",,0.05,0.32,7.0,0.24,0.24,1st Edition,DUOV-EN036,Ultra Rare,DARK,Dragon,Xyz/Pendulum/Effect Monster,3000,,,2500
