productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extLinkRating,extLinkArrows
173469,Goddess Urd's Verdict,Goddess Urds Verdict,https://tcgplayer-cdn.tcgplayer.com/product/173469_200w.jpg,2,2292,https://cpt.tcgcsv.com/ppp2,2025-05-15T20:11:06.543,1,"Your opponent cannot target “Valkyrie” monsters you control with card effects, also they cannot be destroyed by your opponent’s card effects. Once per turn: You can declare 1 card name, then target 1 Set card your opponent controls; reveal the Set card, and if it was the declared card, banish it. Otherwise, banish 1 card you control.",0.1,0.35,2.97,0.22,,1st Edition,SHVA-EN010,Super Rare,SPELL,,Continuous Spell,,,,
173476,Ninja Grandmaster Saizo,Ninja Grandmaster Saizo,https://tcgplayer-cdn.tcgplayer.com/product/173476_200w.jpg,2,2292,https://cpt.tcgcsv.com/xpp2,2018-08-17T13:17:15.67,1,"During your Main Phase: You can Set 1 “Ninjitsu Art” Spell/Trap directly from your Deck. You can only use this effect of “Ninja Grandmaster Saizo” once per turn. While this card points to a monster(s), that card cannot be targeted for an attack, also your opponent cannot target it with card effects.",2.0,4.99,60.0,2.54,3.13,1st Edition,SHVA-EN011,Secret Rare,LIGHT,Warrior,Link/Effect Monster,2000,,2,Bottom-Right;Bottom-Left
173479,Yellow Ninja,Yellow Ninja,https://tcgplayer-cdn.tcgplayer.com/product/173479_200w.jpg,2,2292,https://cpt.tcgcsv.com/Cpp2,2022-10-07T03:43:44.29,1,"If this card is Normal Summoned or flipped face-up: You can Special Summon 1 Level 4 or lower “Ninja” monster from your hand in Attack Position or face-down Defense Position, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except “Ninja” monsters. You can only use this effect of “Yellow Ninja” once per turn.",0.29,0.58,3.29,0.49,0.4,1st Edition,SHVA-EN012,Super Rare,WIND,Warrior,Effect Monster,1900,1800,,
173482,Yellow Dragon Ninja,Yellow Dragon Ninja,https://tcgplayer-cdn.tcgplayer.com/product/173482_200w.jpg,2,2292,https://cpt.tcgcsv.com/Gpp2,2025-05-15T20:11:06.587,1,"Cannot be Special Summoned, except with the effect of a ""Ninja"" monster or ""Ninjitsu Art"" card. Once per turn (Quick Effect): You can send 1 ""Ninja"" monster and 1 ""Ninjitsu Art"" card from your hand and/or face-up from your field to the GY, then target up to 2 Spells/Traps on the field; destroy them.",0.19,0.47,2.99,0.29,,1st Edition,SHVA-EN013,Secret Rare,WIND,Dinosaur,Effect Monster,3000,1500,,
173489,Hidden Village of Ninjitsu Arts,Hidden Village of Ninjitsu Arts,https://tcgplayer-cdn.tcgplayer.com/product/173489_200w.jpg,2,2292,https://cpt.tcgcsv.com/Ppp2,2025-05-15T20:11:06.633,1,"If a “Ninja” monster is Summoned to your field: You can target 1 “Ninja” monster or 1 “Ninjitsu Art” card in your GY; add it to your hand, but you cannot activate cards, or the effects of cards, with that name for the rest of this turn. If a “Ninja” monster(s) or “Ninjitsu Art” card(s) you control would be destroyed by battle or an opponent’s card effect, you can banish 1 “Ninja” monster from your GY instead. You can only use each effect of “Hidden Village of Ninjitsu Arts” once per turn.",0.02,0.75,3.69,0.46,,1st Edition,SHVA-EN014,Secret Rare,SPELL,,Field Spell,,,,
173490,Ninjitsu Art of Mirage-Transformation,Ninjitsu Art of Mirage Transformation,https://tcgplayer-cdn.tcgplayer.com/product/173490_200w.jpg,2,2292,https://cpt.tcgcsv.com/Qpp2,2025-05-15T20:11:06.68,1,"Tribute 1 “Ninja” monster, then target 1 monster in your opponent's GY; Special Summon it to your field. It is also treated as a “Ninja” monster while this card is face-up on the field. When this card leaves the field, send that monster to the GY you can only activate 1 “Ninjitsu Art of Mirage-Transformation” per turn.",0.14,0.5,2.99,0.3,,1st Edition,SHVA-EN015,Secret Rare,TRAP,,Continuous Trap,,,,
173491,Old Entity Cthugua,Old Entity Cthugua,https://tcgplayer-cdn.tcgplayer.com/product/173491_200w.jpg,2,2292,https://cpt.tcgcsv.com/Rpp2,2025-05-15T20:11:06.727,1,"1 Tuner + 1+ non-Tuner monsters
<br>If this card is Synchro Summoned: You can return all Rank 4 Xyz Monsters on the field to the Extra Deck. If this card is used as a Fusion Material for a Fusion Summon: Draw 1 card. An Xyz Monster that was Summoned using this card on the field as material gains this effect.
<br>• If it is Xyz Summoned: Draw 1 card.",0.15,0.67,2.99,0.59,,1st Edition,SHVA-EN016,Secret Rare,FIRE,,Synchro/Effect Monster,2200,200,,
173492,Outer Entity Nyarla,Outer Entity Nyarla,https://tcgplayer-cdn.tcgplayer.com/product/173492_200w.jpg,2,2292,https://cpt.tcgcsv.com/Spp2,2023-07-30T09:51:02.637,1,"2 Level 4 monsters
<br>When this card is Xyz Summoned: You can discard any number of cards; increase this card's Rank by 1 for each card discarded. Once per turn, if this card has Xyz Material: You can target 1 monster in your GY; detach all materials from this card, and if you do, attach that monster to this card as material, and if you do that, this card's Type and Attribute become that material's original Type and Attribute.",0.28,1.0,14.99,0.58,,1st Edition,SHVA-EN017,Secret Rare,EARTH,Fiend,Xyz/Effect Monster,0,2600,,
173493,Outer Entity Azathot,Outer Entity Azathot,https://tcgplayer-cdn.tcgplayer.com/product/173493_200w.jpg,2,2292,https://cpt.tcgcsv.com/Tpp2,2018-08-17T13:31:05.947,1,"3 Level 5 monsters
<br>You can also Xyz Summon this card by using an ""Outer Entity"" Xyz Monster you control as material. (Transfer its materials to this card.) Cannot be used as material for an Xyz Summon. After you Xyz Summon this card, monsters in your opponent's possession cannot activate their effects for the rest of this turn. If this card has a Fusion, Synchro, and Xyz Monster as Xyz Materials: You can detach 1 material from this card; destroy all cards your opponent controls.",0.1,0.7,4.99,0.51,0.7,1st Edition,SHVA-EN018,Secret Rare,DARK,Fiend,Xyz/Effect Monster,2400,0,,
173494,Forbidden Trapezohedron,Forbidden Trapezohedron,https://tcgplayer-cdn.tcgplayer.com/product/173494_200w.jpg,2,2292,https://cpt.tcgcsv.com/Vpp2,2025-05-15T20:11:06.803,1,"Apply this effect, depending on the Extra Deck monster card types (Fusion, Synchro, or Xyz) of monsters you control. You must control exactly 2 different monster card types to activate and to resolve this effect.
<br>• Fusion and Synchro: Special Summon 1 ""Outer Entity"" Xyz Monster from your Extra Deck, and if you do, attach this card to it as Xyz Material.
<br>• Synchro and Xyz: Special Summon 1 ""Elder Entity"" Fusion Monster from your Extra Deck.
<br>• Xyz and Fusion: Special Summon 1 ""Old Entity"" Synchro Monster from your Extra Deck.
<br>You can only activate 1 ""Forbidden Trapezohedron"" per turn.",0.05,0.3,2.99,0.18,,1st Edition,SHVA-EN019,Secret Rare,SPELL,,Normal Spell,,,,
173505,Aleister the Invoker of Madness,Aleister the Invoker of Madness,https://tcgplayer-cdn.tcgplayer.com/product/173505_200w.jpg,2,2292,https://cpt.tcgcsv.com/7qp2,2022-03-27T05:35:46.443,1,"2 monsters with different Types and Attributes
<br>This card's name becomes ""Aleister the Invoker"" while on the field or in the GY. If a Fusion Monster is Fusion Summoned: You can discard 1 card, and if you do, add 1 ""Invocation"" or ""The Book of the Law"" from your Deck to your hand. If this face-up card in its owner's control leaves the field because of an opponent's card effect: You can add 1 ""Omega Summon"" from your Deck to your hand.",0.75,1.5,55.0,1.08,,1st Edition,SHVA-EN020,Secret Rare,DARK,Spellcaster,Link/Effect Monster,1800,,2,Bottom-Right;Bottom-Left
173506,Strike Ninja,Strike Ninja,https://tcgplayer-cdn.tcgplayer.com/product/173506_200w.jpg,2,2292,https://cpt.tcgcsv.com/8qp2,2025-05-15T20:11:06.85,1,"Once per turn, during either player's turn: You can banish 2 DARK monsters from your Graveyard; banish this face-up card until the End Phase.",0.05,0.29,5.0,0.18,,1st Edition,SHVA-EN021,Super Rare,DARK,Warrior,Effect Monster,1700,1200,,
173507,Ninja Grandmaster Hanzo,Ninja Grandmaster Hanzo,https://tcgplayer-cdn.tcgplayer.com/product/173507_200w.jpg,2,2292,https://cpt.tcgcsv.com/9qp2,2025-05-15T20:11:06.897,1,"When this card is Normal Summoned: You can add 1 ""Ninjitsu Art"" card from your Deck to your hand. When this card is Flip or Special Summoned: You can add 1 ""Ninja"" monster from your Deck to your hand, except ""Ninja Grandmaster Hanzo"".",0.01,0.49,2.99,0.26,,1st Edition,SHVA-EN022,Super Rare,DARK,Warrior,Effect Monster,1800,1000,,
173508,Upstart Golden Ninja,Upstart Golden Ninja,https://tcgplayer-cdn.tcgplayer.com/product/173508_200w.jpg,2,2292,https://cpt.tcgcsv.com/bqp2,2025-05-15T20:11:06.93,1,"Once per turn: You can send 1 Trap Card from your hand to the Graveyard; Special Summon 1 Level 4 or lower ""Ninja"" monster from your Deck in face-up Defense Position or face-down Defense Position.",0.09,0.35,5.0,0.18,,1st Edition,SHVA-EN023,Super Rare,LIGHT,Warrior,Effect Monster,500,1800,,
173509,White Dragon Ninja,White Dragon Ninja,https://tcgplayer-cdn.tcgplayer.com/product/173509_200w.jpg,2,2292,https://cpt.tcgcsv.com/cqp2,2018-08-17T13:31:19.073,1,"Cannot be Special Summoned, except with a ""Ninjitsu Art"" card's effect. Spell/Trap Cards you control cannot be destroyed by card effects.",0.03,0.3,5.0,0.22,0.16,1st Edition,SHVA-EN024,Super Rare,LIGHT,Dragon,Effect Monster,2700,1200,,
173510,Red Dragon Ninja,Red Dragon Ninja,https://tcgplayer-cdn.tcgplayer.com/product/173510_200w.jpg,2,2292,https://cpt.tcgcsv.com/dqp2,2018-08-17T13:31:21.173,1,"When this card is Summoned: You can banish 1 ""Ninja"" or ""Ninjitsu Art"" card from your Graveyard to target 1 Set card your opponent controls; reveal that Set card, then return it to either the top or bottom of the Deck. Your opponent cannot activate the targeted card in response to this effect's activation. You can only use the effect of ""Red Dragon Ninja"" once per turn.",0.02,0.25,5.0,0.13,0.12,1st Edition,SHVA-EN025,Super Rare,FIRE,Winged Beast,Effect Monster,2400,1200,,
173511,Twilight Ninja Jogen,Twilight Ninja Jogen,https://tcgplayer-cdn.tcgplayer.com/product/173511_200w.jpg,2,2292,https://cpt.tcgcsv.com/fqp2,2025-05-15T20:11:06.977,1,"<strong>Pendulum Effect:</strong> If your ""Ninja"" monster attacks a Defense Position monster, inflict piercing battle damage to your opponent.
<br><strong>Monster Effect:</strong> You can reveal 1 ""Ninjitsu Art"" card in your hand; Special Summon this card from your hand. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.",0.03,0.25,1.55,0.15,,1st Edition,SHVA-EN026,Super Rare,DARK,Warrior,Pendulum/Effect Monster,2000,1000,,
173512,Armor Ninjitsu Art of Alchemy,Armor Ninjitsu Art of Alchemy,https://tcgplayer-cdn.tcgplayer.com/product/173512_200w.jpg,2,2292,https://cpt.tcgcsv.com/gqp2,2018-08-17T13:31:25.89,1,"If you control a ""Ninjitsu Art"" card: Destroy all face-up ""Ninjitsu Art"" cards you control, then draw 2 cards.",0.05,0.25,10.0,0.13,,1st Edition,SHVA-EN027,Super Rare,SPELL,,Normal Spell,,,,
173513,Ninjitsu Art of Transformation,Ninjitsu Art of Transformation,https://tcgplayer-cdn.tcgplayer.com/product/173513_200w.jpg,2,2292,https://cpt.tcgcsv.com/hqp2,2018-08-17T13:31:22.917,1,"Activate this card by Tributing 1 face-up ""Ninja"" monster; Special Summon 1 Beast, Winged Beast, or Insect-Type monster from your hand or Deck whose Level is less than or equal to the Level the Tributed monster had on the field +3. When this card leaves the field, destroy that monster.",0.07,0.31,1.99,0.19,,1st Edition,SHVA-EN028,Super Rare,TRAP,,Continuous Trap,,,,
173514,Ninjitsu Art of Super-Transformation,Ninjitsu Art of Super Transformation,https://tcgplayer-cdn.tcgplayer.com/product/173514_200w.jpg,2,2292,https://cpt.tcgcsv.com/jqp2,2018-08-17T13:31:24.293,1,"Activate this card by targeting 1 ""Ninja"" monster you control and 1 face-up monster your opponent controls; send them to the Graveyard, then Special Summon 1 Dragon, Dinosaur, or Sea Serpent-Type monster from your Deck whose Level is less than or equal to the combined original Levels of the sent monster(s). When this card leaves the field, banish that monster.",0.06,0.3,2.0,0.21,,1st Edition,SHVA-EN029,Super Rare,TRAP,,Continuous Trap,,,,
173515,Armor Ninjitsu Art of Rust Mist,Armor Ninjitsu Art of Rust Mist,https://tcgplayer-cdn.tcgplayer.com/product/173515_200w.jpg,2,2292,https://cpt.tcgcsv.com/kqp2,2018-08-17T13:38:10.84,1,"When a monster(s) is Special Summoned to your opponent's side of the field, if you control a face-up ""Ninja"" monster: Halve the ATK of that Special Summoned monster(s).",0.1,0.28,1.63,0.19,,1st Edition,SHVA-EN030,Super Rare,TRAP,,Continuous Trap,,,,
173517,Elemental HERO Neos,Elemental HERO Neos,https://tcgplayer-cdn.tcgplayer.com/product/173517_200w.jpg,2,2292,https://cpt.tcgcsv.com/mqp2,2025-05-15T20:11:07.023,1,<em>A new Elemental HERO has arrived from Neo-Space! When he initiates a Contact Fusion with a Neo-Spacian his unknown powers are unleashed.</em>,0.12,0.46,1.53,0.25,,1st Edition,SHVA-EN031,Super Rare,LIGHT,,Normal Monster,2500,2000,,
173518,Neo-Spacian Glow Moss,Neo Spacian Glow Moss,https://tcgplayer-cdn.tcgplayer.com/product/173518_200w.jpg,2,2292,https://cpt.tcgcsv.com/nqp2,2018-08-17T13:38:15.14,1,"When this card attacks or is attacked: Your opponent draws 1 card. Reveal it, and based on its type apply this effect. • Monster: End the Battle Phase. • Spell: If this card is attacking, you can change it to a direct attack instead. • Trap: Change this card to Defense Position.",0.06,0.35,5.0,0.31,,1st Edition,SHVA-EN032,Super Rare,LIGHT,,Effect Monster,300,900,,
173519,Neo-Spacian Flare Scarab,Neo Spacian Flare Scarab,https://tcgplayer-cdn.tcgplayer.com/product/173519_200w.jpg,2,2292,https://cpt.tcgcsv.com/pqp2,2025-05-15T20:11:07.08,1,This card gains 400 ATK for each Spell/Trap Card your opponent controls.,0.2,0.41,2.03,0.26,,1st Edition,SHVA-EN033,Super Rare,FIRE,Insect,Effect Monster,500,500,,
173520,Elemental HERO Magma Neos,Elemental HERO Magma Neos,https://tcgplayer-cdn.tcgplayer.com/product/173520_200w.jpg,2,2292,https://cpt.tcgcsv.com/qqp2,2025-05-15T20:11:07.127,1,"""Elemental HERO Neos"" + ""Neo-Spacian Flare Scarab"" + ""Neo-Spacian Grand Mole""
<br>Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization"".) This card gains 400 ATK for each card on the field. During the End Phase: Shuffle this card into the Extra Deck. When this card is shuffled into the Extra Deck this way: Return all cards on the field to the hand.",0.15,0.4,2.49,0.27,,1st Edition,SHVA-EN034,Super Rare,FIRE,Warrior,Fusion/Effect Monster,3000,2500,,
173521,Elemental HERO Chaos Neos,Elemental HERO Chaos Neos,https://tcgplayer-cdn.tcgplayer.com/product/173521_200w.jpg,2,2292,https://cpt.tcgcsv.com/rqp2,2025-05-15T20:11:07.17,1,"""Elemental HERO Neos"" + ""Neo-Spacian Dark Panther"" + ""Neo-Spacian Glow Moss""
<br>Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization."") During the End Phase: Shuffle this card into the Extra Deck, then Set all face-up monsters on the field. Once per turn, during your Main Phase 1: You can toss a coin 3 times. • 3 Heads: Destroy all monsters your opponent controls. • 2 Heads: For the rest of the turn, the effects of all face-up monsters your opponent controls are negated. • 1 Head: Return all monsters you control to the hand.",0.03,0.34,1.99,0.22,,1st Edition,SHVA-EN035,Super Rare,DARK,Warrior,Fusion/Effect Monster,3000,2500,,
173522,Vision HERO Trinity,Vision HERO Trinity,https://tcgplayer-cdn.tcgplayer.com/product/173522_200w.jpg,2,2292,https://cpt.tcgcsv.com/sqp2,2025-05-15T20:11:07.217,1,"3 ""HERO"" monsters
<br>During the turn this card was Fusion Summoned, its ATK is double its original ATK. This Fusion Summoned card can attack 3 times during each Battle Phase. This card cannot attack your opponent directly.",0.1,0.3,1.72,0.24,,1st Edition,SHVA-EN036,Super Rare,DARK,Warrior,Fusion/Effect Monster,2500,2000,,
173523,Mermail Abyssmegalo,Mermail Abyssmegalo,https://tcgplayer-cdn.tcgplayer.com/product/173523_200w.jpg,2,2292,https://cpt.tcgcsv.com/tqp2,2025-05-15T20:11:07.263,1,"You can discard 2 other WATER monsters to the Graveyard; Special Summon this card from your hand. When you do: You can add 1 ""Abyss-"" Spell/Trap Card from your Deck to your hand. You can Tribute 1 other face-up Attack Position WATER monster; this card can make a second attack during each Battle Phase this turn.",0.1,0.41,5.0,0.25,,1st Edition,SHVA-EN037,Super Rare,WATER,Sea Serpent,Effect Monster,2400,1900,,
173524,Mermail Abyssleed,Mermail Abyssleed,https://tcgplayer-cdn.tcgplayer.com/product/173524_200w.jpg,2,2292,https://cpt.tcgcsv.com/vqp2,2025-05-15T20:11:07.31,1,"You can discard 3 other WATER monsters to the Graveyard; Special Summon this card from your hand. When you do: You can target 1 ""Abyss-"" Spell/Trap Card in your Graveyard; add that target to your hand. You can Tribute 1 other face-up Attack Position ""Mermail"" monster; send 1 random card from your opponent's hand to the Graveyard. You can only use this effect of ""Mermail Abyssleed"" once per turn.",0.05,0.3,1.69,0.16,,1st Edition,SHVA-EN038,Super Rare,WATER,Sea Serpent,Effect Monster,2700,1000,,
173525,Mermail Abyssteus,Mermail Abyssteus,https://tcgplayer-cdn.tcgplayer.com/product/173525_200w.jpg,2,2292,https://cpt.tcgcsv.com/wqp2,2025-05-15T20:11:07.36,1,"You can discard 1 other WATER monster to the GY; Special Summon this card from your hand. If Summoned this way: Add 1 Level 4 or lower ""Mermail"" monster from your Deck to your hand. You can only use this effect of ""Mermail Abyssteus"" once per turn.",0.07,0.33,3.0,0.19,,1st Edition,SHVA-EN039,Super Rare,WATER,Aqua,Effect Monster,1700,2400,,
173526,Aleister the Invoker,Aleister the Invoker,https://tcgplayer-cdn.tcgplayer.com/product/173526_200w.jpg,2,2292,https://cpt.tcgcsv.com/xqp2,2023-09-17T09:46:42.283,1,"During either player's turn: You can send this card from your hand to the Graveyard, then target 1 Fusion Monster you control; it gains 1000 ATK and DEF until the end of this turn. If this card is Normal Summoned or flipped face-up: You can add 1 ""Invocation"" from your Deck to your hand.",0.46,1.54,29.98,0.93,0.99,1st Edition,SHVA-EN040,Secret Rare,DARK,Spellcaster,Effect Monster,1000,1800,,
173527,Invoked Mechaba,Invoked Mechaba,https://tcgplayer-cdn.tcgplayer.com/product/173527_200w.jpg,2,2292,https://cpt.tcgcsv.com/zqp2,2021-11-06T14:55:59.737,1,"""Aleister the Invoker"" + 1 LIGHT monster
<br>Once per turn, during either player's turn, when a Spell/Trap Card, or monster effect, is activated: You can send the same type of card (Monster, Spell, or Trap) from your hand to the Graveyard; negate the activation, and if you do, banish that card.",0.2,0.78,12.48,0.39,0.46,1st Edition,SHVA-EN041,Super Rare,LIGHT,Machine,Fusion/Effect Monster,2500,2100,,
173528,Magical Meltdown,Magical Meltdown,https://tcgplayer-cdn.tcgplayer.com/product/173528_200w.jpg,2,2292,https://cpt.tcgcsv.com/Bqp2,2022-01-14T06:25:32.27,1,"When this card is activated: You can add 1 ""Aleister the Invoker"" from your Deck to your hand. The activation of your cards and effects that include an effect that Fusion Summons a Fusion Monster cannot be negated, also your opponent's cards and effects cannot activate when a monster is Fusion Summoned this way. You can only activate 1 ""Magical Meltdown"" per turn.",0.75,1.48,4.99,1.12,,1st Edition,SHVA-EN042,Super Rare,SPELL,,Field Spell,,,,
173529,Invocation,Invocation,https://tcgplayer-cdn.tcgplayer.com/product/173529_200w.jpg,2,2292,https://cpt.tcgcsv.com/Cqp2,2022-03-15T16:04:42.56,1,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand as Fusion Material. If Summoning an ""Invoked"" Fusion Monster this way, you can also banish monsters from your field and/or either player's GY as Fusion Material. If this card is in your GY: You can target 1 of your banished ""Aleister the Invoker""; shuffle this card into the Deck, and if you do, add that card to your hand. You can only use this effect of ""Invocation"" once per turn.",0.32,1.75,19.99,1.07,,1st Edition,SHVA-EN043,Super Rare,SPELL,,Normal Spell,,,,
173530,Omega Summon,Omega Summon,https://tcgplayer-cdn.tcgplayer.com/product/173530_200w.jpg,2,2292,https://cpt.tcgcsv.com/Dqp2,2025-05-15T20:11:07.407,1,"Target any number of your banished ""Invoked"" monsters with different names; Special Summon them in Defense Position.",0.1,0.25,1.62,0.23,,1st Edition,SHVA-EN044,Super Rare,TRAP,,Normal Trap,,,,
