productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDescription,extLinkRating,extLinkArrows,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extDefense
154631,Overload Fusion,Overload Fusion,https://tcgplayer-cdn.tcgplayer.com/product/154631_200w.jpg,2,2157,https://cpt.tcgcsv.com/FSf2,2017-12-27T19:52:21.523,1,OP06-EN013,Super Rare,SPELL,,Normal Spell,,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your field or GY.",,,1.2,2.12,11.99,1.67,3.18,Unlimited,
154636,Gem-Knight Garnet,Gem Knight Garnet,https://tcgplayer-cdn.tcgplayer.com/product/154636_200w.jpg,2,2157,https://cpt.tcgcsv.com/LSf2,2025-05-15T19:32:15.713,1,OP06-EN014,Common,EARTH,Pyro,Normal Monster,1900,<em>The Gem-Knight Warrior who carries the Garnet Soul. His Flaming Iron Fist crushes all enemies.</em>,,,1.0,1.49,3.0,1.56,,Unlimited,0
154637,Shiranui Spiritmaster,Shiranui Spiritmaster,https://tcgplayer-cdn.tcgplayer.com/product/154637_200w.jpg,2,2157,https://cpt.tcgcsv.com/MSf2,2017-12-27T20:02:29.673,1,OP06-EN015,Common,FIRE,Zombie,Effect Monster,1500,"When this card is Normal Summoned: You can Special Summon 1 ""Shiranui"" monster from your hand or GY, except ""Shiranui Spiritmaster"", but banish it when it leaves the field. If this card is banished: You can target 1 face-up card your opponent controls; destroy it. You can only use this effect of ""Shiranui Spiritmaster"" once per turn.",,,0.11,0.39,1.53,0.16,,Unlimited,0
154638,Predaplant Ophrys Scorpio,Predaplant Ophrys Scorpio,https://tcgplayer-cdn.tcgplayer.com/product/154638_200w.jpg,2,2157,https://cpt.tcgcsv.com/NSf2,2017-12-27T20:00:12.523,1,OP06-EN016,Common,DARK,Plant,Effect Monster,1200,"If this card is Normal or Special Summoned: You can send 1 monster from your hand to the GY; Special Summon 1 ""Predaplant"" monster from your Deck, except ""Predaplant Ophrys Scorpio"". You can only use this effect of ""Predaplant Ophrys Scorpio"" once per turn.",,,0.02,0.52,2.0,0.45,,Unlimited,800
154639,Gozuki,Gozuki,https://tcgplayer-cdn.tcgplayer.com/product/154639_200w.jpg,2,2157,https://cpt.tcgcsv.com/PSf2,2023-01-22T19:28:27.723,1,OP06-EN017,Common,EARTH,Zombie,Effect Monster,1700,"During your Main Phase: You can send 1 Zombie monster from your Deck to the GY. If this card is sent to the GY: You can banish 1 Zombie monster from your GY, except ""Gozuki""; Special Summon 1 Zombie monster from your hand. You can only use each effect of ""Gozuki"" once per turn.",,,2.82,3.11,9.99,3.11,,Unlimited,800
154640,Lightray Grepher,Lightray Grepher,https://tcgplayer-cdn.tcgplayer.com/product/154640_200w.jpg,2,2157,https://cpt.tcgcsv.com/QSf2,2017-12-27T19:51:10.583,1,OP06-EN018,Common,LIGHT,Warrior,Effect Monster,1700,You can Special Summon this card (from your hand) by discarding 1 Level 5 or higher LIGHT monster. Once per turn: You can discard 1 LIGHT monster; banish 1 LIGHT monster from your Deck.,,,0.09,0.25,1.41,0.16,0.11,Unlimited,1600
154641,Recurring Nightmare,Recurring Nightmare,https://tcgplayer-cdn.tcgplayer.com/product/154641_200w.jpg,2,2157,https://cpt.tcgcsv.com/RSf2,2017-12-27T20:00:16.287,1,OP06-EN019,Common,SPELL,,Normal Spell,,Target 2 DARK monsters with 0 DEF in your GY; add those targets to your hand.,,,0.13,0.37,1.56,0.17,,Unlimited,
154643,Dragon Shrine,Dragon Shrine,https://tcgplayer-cdn.tcgplayer.com/product/154643_200w.jpg,2,2157,https://cpt.tcgcsv.com/TSf2,2017-12-27T19:30:16.27,1,OP06-EN020,Common,SPELL,,Normal Spell,,"Send 1 Dragon monster from your Deck to the GY, then, if that monster in your GY is a Dragon Normal Monster, you can send 1 more Dragon monster from your Deck to the GY. You can only activate 1 ""Dragon Shrine"" per turn.",,,0.25,0.5,1.99,0.38,,Unlimited,
154647,Phantom Skyblaster,Phantom Skyblaster,https://tcgplayer-cdn.tcgplayer.com/product/154647_200w.jpg,2,2157,https://cpt.tcgcsv.com/ZSf2,2017-12-27T19:57:45.477,1,OP06-EN021,Common,DARK,Fiend,Effect Monster,1100,"When this card is Normal or Flip Summoned: You can Special Summon any number of ""Skyblaster Tokens"" (Fiend/DARK/Level 4/ATK 500/DEF 500), up to the number of monsters you control. Once per turn, during your Standby Phase: You can inflict 300 damage to your opponent for each ""Skyblaster"" monster you control. ""Skyblaster"" monsters you control cannot declare an attack during the turn you activate this effect.",,,0.06,0.29,1.99,0.2,,Unlimited,800
154648,Ojama Blue,Ojama Blue,https://tcgplayer-cdn.tcgplayer.com/product/154648_200w.jpg,2,2157,https://cpt.tcgcsv.com/-Sf2,2017-12-27T19:51:52.783,1,OP06-EN022,Common,LIGHT,,Effect Monster,0,"When this card is destroyed by battle and sent to the GY: You can add 2 ""Ojama"" cards from your Deck to your hand.",,,0.48,1.7,7.0,1.49,1.7,Unlimited,1000
154651,Disturbance Strategy,Disturbance Strategy,https://tcgplayer-cdn.tcgplayer.com/product/154651_200w.jpg,2,2157,https://cpt.tcgcsv.com/2Tf2,2017-12-27T19:29:29.733,1,OP06-EN023,Common,TRAP,,Normal Trap,,"Your opponent shuffles their entire hand into the Deck, then draws the same number of cards.",,,0.22,0.74,2.74,0.52,,Unlimited,
154653,"Enishi, Shien's Chancellor",Enishi Shiens Chancellor,https://tcgplayer-cdn.tcgplayer.com/product/154653_200w.jpg,2,2157,https://cpt.tcgcsv.com/5Tf2,2017-12-27T19:36:16.567,1,OP06-EN024,Common,LIGHT,Warrior,Effect Monster,2200,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 2 ""Six Samurai"" monsters from your GY. Once per turn: You can target 1 face-up monster; destroy that target. This card cannot attack the turn this effect is activated.",,,0.1,0.27,1.45,0.22,,Unlimited,1200
154656,Amazoness Queen,Amazoness Queen,https://tcgplayer-cdn.tcgplayer.com/product/154656_200w.jpg,2,2157,https://cpt.tcgcsv.com/8Tf2,2017-12-27T19:19:37.937,1,OP06-EN025,Common,EARTH,Warrior,Effect Monster,2400,"""Amazoness"" monsters you control cannot be destroyed by battle.",,,0.68,0.99,18.99,0.8,,Unlimited,1800
154657,Gem-Knight Seraphinite,Gem Knight Seraphinite,https://tcgplayer-cdn.tcgplayer.com/product/154657_200w.jpg,2,2157,https://cpt.tcgcsv.com/9Tf2,2017-12-27T19:43:57.237,1,OP06-EN026,Common,EARTH,Fairy,Fusion/Effect Monster,2300,"1 ""Gem-Knight"" monster + 1 LIGHT monster
<br>Must first be Fusion Summoned with the above Fusion Materials. During your Main Phase, you can Normal Summon/Set 1 monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)",,,0.88,1.0,2.8,0.54,,Unlimited,1400
