productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extDescription,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense
70805,Super Defense Robot Elephan,Super Defense Robot Elephan,https://tcgplayer-cdn.tcgplayer.com/product/70805_200w.jpg,2,1142,https://cpt.tcgcsv.com/7lB,2025-02-20T13:47:57.313,1,,0.01,0.15,1.49,0.07,,Unlimited,"When this card is Normal Summoned: You can Special Summon 1 ""Super Defense Robot"" monster or ""Orbital 7"" from your hand. Once per turn: You can target 1 ""Super Defense Robot"" monster or ""Orbital 7"" you control; becomes Level 8 until the End Phase. This card cannot be used as an Xyz Material for an Xyz Summon, except for the Xyz Summon of a Machine-Type monster.",JOTL-EN007,Common,EARTH,Machine,Effect Monster,1400,2500
70805,Super Defense Robot Elephan,Super Defense Robot Elephan,https://tcgplayer-cdn.tcgplayer.com/product/70805_200w.jpg,2,1142,https://cpt.tcgcsv.com/7lB,2025-02-20T13:47:57.313,1,,0.01,0.2,1.49,0.07,,1st Edition,"When this card is Normal Summoned: You can Special Summon 1 ""Super Defense Robot"" monster or ""Orbital 7"" from your hand. Once per turn: You can target 1 ""Super Defense Robot"" monster or ""Orbital 7"" you control; becomes Level 8 until the End Phase. This card cannot be used as an Xyz Material for an Xyz Summon, except for the Xyz Summon of a Machine-Type monster.",JOTL-EN007,Common,EARTH,Machine,Effect Monster,1400,2500
70806,Super Defense Robot Monki,Super Defense Robot Monki,https://tcgplayer-cdn.tcgplayer.com/product/70806_200w.jpg,2,1142,https://cpt.tcgcsv.com/8lB,2025-02-20T13:47:57.363,1,,0.02,0.16,1.49,0.02,,Unlimited,"When this card is Normal Summoned: You can Special Summon 1 ""Super Defense Robot"" monster or ""Orbital 7"" from your hand. Once per turn: You can banish 1 Machine-Type monster from your Graveyard, then target 1 ""Super Defense Robot"" monster or ""Orbital 7"" in your Graveyard; add that target to your hand.",JOTL-EN008,Common,EARTH,Machine,Effect Monster,800,1200
70806,Super Defense Robot Monki,Super Defense Robot Monki,https://tcgplayer-cdn.tcgplayer.com/product/70806_200w.jpg,2,1142,https://cpt.tcgcsv.com/8lB,2025-02-20T13:47:57.363,1,,0.03,0.21,1.7,0.05,,1st Edition,"When this card is Normal Summoned: You can Special Summon 1 ""Super Defense Robot"" monster or ""Orbital 7"" from your hand. Once per turn: You can banish 1 Machine-Type monster from your Graveyard, then target 1 ""Super Defense Robot"" monster or ""Orbital 7"" in your Graveyard; add that target to your hand.",JOTL-EN008,Common,EARTH,Machine,Effect Monster,800,1200
70807,Star Seraph Scout,Star Seraph Scout,https://tcgplayer-cdn.tcgplayer.com/product/70807_200w.jpg,2,1142,https://cpt.tcgcsv.com/9lB,2025-02-20T13:47:57.4,1,,0.05,0.15,1.0,0.13,,Unlimited,"When this card is Normal Summoned: You can Special Summon 1 ""Star Seraph"" monster from your hand.",JOTL-EN009,Common,LIGHT,Fairy,Effect Monster,1200,1800
70807,Star Seraph Scout,Star Seraph Scout,https://tcgplayer-cdn.tcgplayer.com/product/70807_200w.jpg,2,1142,https://cpt.tcgcsv.com/9lB,2025-02-20T13:47:57.4,1,,0.05,0.25,1.4,0.18,,1st Edition,"When this card is Normal Summoned: You can Special Summon 1 ""Star Seraph"" monster from your hand.",JOTL-EN009,Common,LIGHT,Fairy,Effect Monster,1200,1800
70808,Star Seraph Sage,Star Seraph Sage,https://tcgplayer-cdn.tcgplayer.com/product/70808_200w.jpg,2,1142,https://cpt.tcgcsv.com/blB,2025-02-20T13:47:57.447,1,,0.03,0.16,1.09,0.15,,Unlimited,"Once per turn: You can send 1 Spell Card from your hand to the Graveyard; Special Summon 1 ""Star Seraph"" monster from your hand.",JOTL-EN010,Common,LIGHT,Fairy,Effect Monster,1600,1400
70808,Star Seraph Sage,Star Seraph Sage,https://tcgplayer-cdn.tcgplayer.com/product/70808_200w.jpg,2,1142,https://cpt.tcgcsv.com/blB,2025-02-20T13:47:57.447,1,,0.01,0.21,1.49,0.16,,1st Edition,"Once per turn: You can send 1 Spell Card from your hand to the Graveyard; Special Summon 1 ""Star Seraph"" monster from your hand.",JOTL-EN010,Common,LIGHT,Fairy,Effect Monster,1600,1400
70809,Star Seraph Sword,Star Seraph Sword,https://tcgplayer-cdn.tcgplayer.com/product/70809_200w.jpg,2,1142,https://cpt.tcgcsv.com/clB,2025-02-20T13:47:57.477,1,,0.03,0.14,1.0,0.12,,Unlimited,"Once per turn: You can send 1 ""Star Seraph"" monster from your hand to the Graveyard; this card gains ATK equal to the original ATK of the sent monster, until the End Phase.",JOTL-EN011,Common,LIGHT,Fairy,Effect Monster,1400,1000
70809,Star Seraph Sword,Star Seraph Sword,https://tcgplayer-cdn.tcgplayer.com/product/70809_200w.jpg,2,1142,https://cpt.tcgcsv.com/clB,2025-02-20T13:47:57.477,1,,0.02,0.2,1.49,0.16,,1st Edition,"Once per turn: You can send 1 ""Star Seraph"" monster from your hand to the Graveyard; this card gains ATK equal to the original ATK of the sent monster, until the End Phase.",JOTL-EN011,Common,LIGHT,Fairy,Effect Monster,1400,1000
70810,Umbral Horror Ghoul,Umbral Horror Ghoul,https://tcgplayer-cdn.tcgplayer.com/product/70810_200w.jpg,2,1142,https://cpt.tcgcsv.com/dlB,2025-02-20T13:47:57.527,1,,0.03,0.2,1.0,0.15,,Unlimited,"Once per turn: You can make this card's ATK 0, and if you do, Special Summon 1 ""Umbral Horror"" monster with 0 ATK from your hand.",JOTL-EN012,Common,DARK,Fiend,Effect Monster,1800,0
70810,Umbral Horror Ghoul,Umbral Horror Ghoul,https://tcgplayer-cdn.tcgplayer.com/product/70810_200w.jpg,2,1142,https://cpt.tcgcsv.com/dlB,2025-02-20T13:47:57.527,1,,0.04,0.24,1.7,0.12,,1st Edition,"Once per turn: You can make this card's ATK 0, and if you do, Special Summon 1 ""Umbral Horror"" monster with 0 ATK from your hand.",JOTL-EN012,Common,DARK,Fiend,Effect Monster,1800,0
70811,Umbral Horror Unform,Umbral Horror Unform,https://tcgplayer-cdn.tcgplayer.com/product/70811_200w.jpg,2,1142,https://cpt.tcgcsv.com/flB,2025-02-20T13:47:57.577,1,,0.04,0.19,1.49,0.11,,Unlimited,"When this card is destroyed by battle and sent to the Graveyard while attacking a monster: You can Special Summon 2 ""Umbral Horror"" monsters from your Deck. You can only use the effect of ""Umbral Horror Unform"" once per turn.",JOTL-EN013,Common,DARK,Fiend,Effect Monster,0,0
70811,Umbral Horror Unform,Umbral Horror Unform,https://tcgplayer-cdn.tcgplayer.com/product/70811_200w.jpg,2,1142,https://cpt.tcgcsv.com/flB,2025-02-20T13:47:57.577,1,,0.05,0.22,1.49,0.12,,1st Edition,"When this card is destroyed by battle and sent to the Graveyard while attacking a monster: You can Special Summon 2 ""Umbral Horror"" monsters from your Deck. You can only use the effect of ""Umbral Horror Unform"" once per turn.",JOTL-EN013,Common,DARK,Fiend,Effect Monster,0,0
70812,Umbral Horror Will o' the Wisp,Umbral Horror Will o the Wisp,https://tcgplayer-cdn.tcgplayer.com/product/70812_200w.jpg,2,1142,https://cpt.tcgcsv.com/glB,2025-02-20T13:47:57.61,1,,0.01,0.19,1.49,0.12,,Unlimited,"When this card is Normal or Special Summoned: You can target 1 ""Umbral Horror"" monster you control or in your Graveyard, except this card; this card's level becomes the current level of that monster. When this Attack Position card is destroyed by battle and sent to the Graveyard, and was in face-up Attack Position at the start of the Damage Step: Destroy the monster that destroyed this card.",JOTL-EN014,Common,DARK,Fiend,Effect Monster,0,0
70812,Umbral Horror Will o' the Wisp,Umbral Horror Will o the Wisp,https://tcgplayer-cdn.tcgplayer.com/product/70812_200w.jpg,2,1142,https://cpt.tcgcsv.com/glB,2025-02-20T13:47:57.61,1,,0.05,0.21,1.7,0.11,,1st Edition,"When this card is Normal or Special Summoned: You can target 1 ""Umbral Horror"" monster you control or in your Graveyard, except this card; this card's level becomes the current level of that monster. When this Attack Position card is destroyed by battle and sent to the Graveyard, and was in face-up Attack Position at the start of the Damage Step: Destroy the monster that destroyed this card.",JOTL-EN014,Common,DARK,Fiend,Effect Monster,0,0
70813,Schwarzschild Limit Dragon,Schwarzschild Limit Dragon,https://tcgplayer-cdn.tcgplayer.com/product/70813_200w.jpg,2,1142,https://cpt.tcgcsv.com/hlB,2025-02-20T13:47:57.657,1,,0.32,0.43,1.77,0.37,,Unlimited,"If your opponent controls a monster with 2000 or more ATK, you can Special Summon this card (from your hand).",JOTL-EN015,Common,DARK,Dragon,Effect Monster,2000,0
70813,Schwarzschild Limit Dragon,Schwarzschild Limit Dragon,https://tcgplayer-cdn.tcgplayer.com/product/70813_200w.jpg,2,1142,https://cpt.tcgcsv.com/hlB,2025-02-20T13:47:57.657,1,,0.31,0.45,1.78,0.38,,1st Edition,"If your opponent controls a monster with 2000 or more ATK, you can Special Summon this card (from your hand).",JOTL-EN015,Common,DARK,Dragon,Effect Monster,2000,0
70814,Bujin Yamato,Bujin Yamato,https://tcgplayer-cdn.tcgplayer.com/product/70814_200w.jpg,2,1142,https://cpt.tcgcsv.com/jlB,2025-02-20T13:47:57.703,1,,0.5,0.99,3.98,1.08,,Unlimited,"Once per turn, during your End Phase: You can add 1 ""Bujin"" monster from your Deck to your hand, then send 1 card from your hand to your Graveyard. You can only control 1 ""Bujin Yamato"".",JOTL-EN016,Ultra Rare,LIGHT,Beast-Warrior,Effect Monster,1800,200
70814,Bujin Yamato,Bujin Yamato,https://tcgplayer-cdn.tcgplayer.com/product/70814_200w.jpg,2,1142,https://cpt.tcgcsv.com/jlB,2025-02-20T13:47:57.703,1,,0.9,1.92,4.97,1.98,,1st Edition,"Once per turn, during your End Phase: You can add 1 ""Bujin"" monster from your Deck to your hand, then send 1 card from your hand to your Graveyard. You can only control 1 ""Bujin Yamato"".",JOTL-EN016,Ultra Rare,LIGHT,Beast-Warrior,Effect Monster,1800,200
70815,Bujingi Quilin,Bujingi Quilin,https://tcgplayer-cdn.tcgplayer.com/product/70815_200w.jpg,2,1142,https://cpt.tcgcsv.com/klB,2025-02-20T13:47:57.737,1,,0.5,0.99,3.95,0.83,,Unlimited,"If you control a Beast-Warrior-Type ""Bujin"" monster: You can banish this card from your Graveyard, then target 1 face-up card your opponent controls; destroy that target. You can only use the effect of ""Bujingi Quilin"" once per turn.",JOTL-EN017,Super Rare,LIGHT,Beast,Effect Monster,1600,900
70815,Bujingi Quilin,Bujingi Quilin,https://tcgplayer-cdn.tcgplayer.com/product/70815_200w.jpg,2,1142,https://cpt.tcgcsv.com/klB,2025-02-20T13:47:57.737,1,,0.84,1.5,4.2,1.62,,1st Edition,"If you control a Beast-Warrior-Type ""Bujin"" monster: You can banish this card from your Graveyard, then target 1 face-up card your opponent controls; destroy that target. You can only use the effect of ""Bujingi Quilin"" once per turn.",JOTL-EN017,Super Rare,LIGHT,Beast,Effect Monster,1600,900
70816,Bujingi Turtle,Bujingi Turtle,https://tcgplayer-cdn.tcgplayer.com/product/70816_200w.jpg,2,1142,https://cpt.tcgcsv.com/llB,2025-02-20T13:47:57.783,1,,0.01,0.2,1.97,0.15,,Unlimited,"During either player's turn, when a card or effect is activated that targets a ""Bujin"" monster you control: You can banish this card from your Graveyard; negate that effect.",JOTL-EN018,Common,LIGHT,Beast,Effect Monster,1700,1200
70816,Bujingi Turtle,Bujingi Turtle,https://tcgplayer-cdn.tcgplayer.com/product/70816_200w.jpg,2,1142,https://cpt.tcgcsv.com/llB,2025-02-20T13:47:57.783,1,,0.02,0.25,1.97,0.17,,1st Edition,"During either player's turn, when a card or effect is activated that targets a ""Bujin"" monster you control: You can banish this card from your Graveyard; negate that effect.",JOTL-EN018,Common,LIGHT,Beast,Effect Monster,1700,1200
70817,Bujingi Wolf,Bujingi Wolf,https://tcgplayer-cdn.tcgplayer.com/product/70817_200w.jpg,2,1142,https://cpt.tcgcsv.com/mlB,2025-02-20T13:47:57.837,1,,0.04,0.18,1.49,0.08,,Unlimited,"Other Beast, Beast-Warrior, and Winged-Beast-Type monsters you control cannot be destroyed by battle.",JOTL-EN019,Common,LIGHT,Beast,Effect Monster,1100,2000
70817,Bujingi Wolf,Bujingi Wolf,https://tcgplayer-cdn.tcgplayer.com/product/70817_200w.jpg,2,1142,https://cpt.tcgcsv.com/mlB,2025-02-20T13:47:57.837,1,,0.05,0.2,1.49,0.1,,1st Edition,"Other Beast, Beast-Warrior, and Winged-Beast-Type monsters you control cannot be destroyed by battle.",JOTL-EN019,Common,LIGHT,Beast,Effect Monster,1100,2000
70818,Bujingi Crane,Bujingi Crane,https://tcgplayer-cdn.tcgplayer.com/product/70818_200w.jpg,2,1142,https://cpt.tcgcsv.com/nlB,2025-02-20T13:47:57.883,1,,0.09,0.3,1.49,0.14,,Unlimited,"During damage calculation (in either player's turn), if a Beast-Warrior-Type ""Bujin"" monster you control battles an opponent's monster: You can send this card from your hand to the Graveyard; the ATK of your monster becomes double its original ATK, during damage calculation only.",JOTL-EN020,Rare,LIGHT,Winged Beast,Effect Monster,1600,300
70818,Bujingi Crane,Bujingi Crane,https://tcgplayer-cdn.tcgplayer.com/product/70818_200w.jpg,2,1142,https://cpt.tcgcsv.com/nlB,2025-02-20T13:47:57.883,1,,0.08,0.28,1.39,0.19,,1st Edition,"During damage calculation (in either player's turn), if a Beast-Warrior-Type ""Bujin"" monster you control battles an opponent's monster: You can send this card from your hand to the Graveyard; the ATK of your monster becomes double its original ATK, during damage calculation only.",JOTL-EN020,Rare,LIGHT,Winged Beast,Effect Monster,1600,300
70819,Bujingi Ophidian,Bujingi Ophidian,https://tcgplayer-cdn.tcgplayer.com/product/70819_200w.jpg,2,1142,https://cpt.tcgcsv.com/plB,2025-02-20T13:47:57.913,1,,0.01,0.19,1.0,0.17,,Unlimited,"During your Main Phase 1: You can send this card from your hand to the Graveyard, then target 1 ""Bujin"" monster you control; it can attack your opponent directly this turn.",JOTL-EN021,Common,LIGHT,Winged Beast,Effect Monster,1700,500
70819,Bujingi Ophidian,Bujingi Ophidian,https://tcgplayer-cdn.tcgplayer.com/product/70819_200w.jpg,2,1142,https://cpt.tcgcsv.com/plB,2025-02-20T13:47:57.913,1,,0.04,0.21,1.49,0.13,,1st Edition,"During your Main Phase 1: You can send this card from your hand to the Graveyard, then target 1 ""Bujin"" monster you control; it can attack your opponent directly this turn.",JOTL-EN021,Common,LIGHT,Winged Beast,Effect Monster,1700,500
70820,Mecha Phantom Beast Warbluran,Mecha Phantom Beast Warbluran,https://tcgplayer-cdn.tcgplayer.com/product/70820_200w.jpg,2,1142,https://cpt.tcgcsv.com/qlB,2025-02-20T13:47:57.96,1,,0.09,0.36,1.98,0.15,,Unlimited,"If this card is sent to the Graveyard for the Synchro Summon of a Machine-Type monster: Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0), also, for the rest of this turn, you cannot Special Summon any other monsters, except WIND monsters. While you control a Token, this card cannot be destroyed by battle or card effects. You can Tribute 1 other ""Mecha Phantom Beast"" monster; increase this card's level by 1. You can only use 1 ""Mecha Phantom Beast Warbluran"" effect per turn, and only once that turn.",JOTL-EN022,Rare,WIND,Machine,Tuner Monster,300,300
70820,Mecha Phantom Beast Warbluran,Mecha Phantom Beast Warbluran,https://tcgplayer-cdn.tcgplayer.com/product/70820_200w.jpg,2,1142,https://cpt.tcgcsv.com/qlB,2025-02-20T13:47:57.96,1,,0.03,0.34,4.76,0.27,,1st Edition,"If this card is sent to the Graveyard for the Synchro Summon of a Machine-Type monster: Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0), also, for the rest of this turn, you cannot Special Summon any other monsters, except WIND monsters. While you control a Token, this card cannot be destroyed by battle or card effects. You can Tribute 1 other ""Mecha Phantom Beast"" monster; increase this card's level by 1. You can only use 1 ""Mecha Phantom Beast Warbluran"" effect per turn, and only once that turn.",JOTL-EN022,Rare,WIND,Machine,Tuner Monster,300,300
70821,Mecha Phantom Beast Blue Impala,Mecha Phantom Beast Blue Impala,https://tcgplayer-cdn.tcgplayer.com/product/70821_200w.jpg,2,1142,https://cpt.tcgcsv.com/rlB,2025-02-20T13:47:58.007,1,,0.1,0.5,1.54,0.27,,Unlimited,"Cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Machine-Type monster. The other Synchro Material Monster(s) are ""Mecha Phantom Beast"" monsters in your hand or on your side of the field. While you control a Token, this card cannot be destroyed by battle or card effects. If your opponent controls a monster and you control no monsters: You can banish this card from your Graveyard; Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0).",JOTL-EN023,Ultra Rare,WIND,Machine,Tuner Monster,1400,1100
70821,Mecha Phantom Beast Blue Impala,Mecha Phantom Beast Blue Impala,https://tcgplayer-cdn.tcgplayer.com/product/70821_200w.jpg,2,1142,https://cpt.tcgcsv.com/rlB,2025-02-20T13:47:58.007,1,,0.14,0.46,5.0,0.34,,1st Edition,"Cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Machine-Type monster. The other Synchro Material Monster(s) are ""Mecha Phantom Beast"" monsters in your hand or on your side of the field. While you control a Token, this card cannot be destroyed by battle or card effects. If your opponent controls a monster and you control no monsters: You can banish this card from your Graveyard; Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0).",JOTL-EN023,Ultra Rare,WIND,Machine,Tuner Monster,1400,1100
70822,Mecha Phantom Beast Coltwing,Mecha Phantom Beast Coltwing,https://tcgplayer-cdn.tcgplayer.com/product/70822_200w.jpg,2,1142,https://cpt.tcgcsv.com/slB,2025-02-20T13:47:58.06,1,,0.03,0.25,4.13,0.07,,Unlimited,"When this card is Special Summoned: Special Summon 2 ""Mecha Phantom Beast Tokens"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0). You must control another ""Mecha Phantom Beast"" monster to activate and to resolve this effect. This card's level is increased by the total Levels of all ""Mecha Phantom Beast"" Tokens you control. While you control a Token, this card cannot be destroyed by battle or card effects. Once per turn: You can Tribute 2 Tokens, then target 1 card your opponent controls; destroy that target, and if you do, banish it.",JOTL-EN024,Common,WIND,Machine,Effect Monster,1600,1500
