productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extMonsterType
130113,Megalosmasher X,Megalosmasher X,https://tcgplayer-cdn.tcgplayer.com/product/130113_200w.jpg,2,1911,https://cpt.tcgcsv.com/h332,2025-01-30T14:33:16.56,1,"<i>With its sound-baffling armor and gargantuan jaws, this primeval predator's phosphorescence was the only possible pardon for its primitive prey.",0.7,0.89,3.41,0.82,,1st Edition,SR04-EN003,Common,WATER,Normal Monster,2000,0,Dinosaur
130114,Sabersaurus,Sabersaurus,https://tcgplayer-cdn.tcgplayer.com/product/130114_200w.jpg,2,1911,https://cpt.tcgcsv.com/j332,2019-04-25T20:26:06.757,1,"<i>This normally gentle dinosaur enjoys relaxing in its nest in the prairies. If it becomes angered, it turns terribly ferocious.",0.1,0.23,1.4,0.2,0.21,1st Edition,SR04-EN004,Common,EARTH,Normal Monster,1900,500,Dinosaur
130114,Sabersaurus,Sabersaurus,https://tcgplayer-cdn.tcgplayer.com/product/130114_200w.jpg,2,1911,https://cpt.tcgcsv.com/j332,2019-04-25T20:26:06.757,1,"<i>This normally gentle dinosaur enjoys relaxing in its nest in the prairies. If it becomes angered, it turns terribly ferocious.",0.07,0.23,1.49,0.24,0.21,Unlimited,SR04-EN004,Common,EARTH,Normal Monster,1900,500,Dinosaur
130115,Super Conductor Tyranno,Super Conductor Tyranno,https://tcgplayer-cdn.tcgplayer.com/product/130115_200w.jpg,2,1911,https://cpt.tcgcsv.com/k332,2025-05-15T20:23:50.347,1,Once per turn: You can Tribute 1 monster; inflict 1000 damage to your opponent. This card cannot declare an attack the turn this effect is activated.,0.05,0.2,1.49,0.17,,Unlimited,SR04-EN005,Common,LIGHT,Effect Monster,3300,1400,Dinosaur
130115,Super Conductor Tyranno,Super Conductor Tyranno,https://tcgplayer-cdn.tcgplayer.com/product/130115_200w.jpg,2,1911,https://cpt.tcgcsv.com/k332,2025-05-15T20:23:50.347,1,Once per turn: You can Tribute 1 monster; inflict 1000 damage to your opponent. This card cannot declare an attack the turn this effect is activated.,0.05,0.22,1.41,0.19,,1st Edition,SR04-EN005,Common,LIGHT,Effect Monster,3300,1400,Dinosaur
130116,Ultimate Tyranno,Ultimate Tyranno,https://tcgplayer-cdn.tcgplayer.com/product/130116_200w.jpg,2,1911,https://cpt.tcgcsv.com/l332,2025-05-15T20:23:50.4,1,"This card can attack all monsters your opponent controls, once each. During your Battle Phase, if you control an ""Ultimate Tyranno"" that can attack, monsters other than ""Ultimate Tyranno"" cannot attack.",0.1,0.22,1.35,0.16,,1st Edition,SR04-EN006,Common,EARTH,Effect Monster,3000,2200,Dinosaur
130116,Ultimate Tyranno,Ultimate Tyranno,https://tcgplayer-cdn.tcgplayer.com/product/130116_200w.jpg,2,1911,https://cpt.tcgcsv.com/l332,2025-05-15T20:23:50.4,1,"This card can attack all monsters your opponent controls, once each. During your Battle Phase, if you control an ""Ultimate Tyranno"" that can attack, monsters other than ""Ultimate Tyranno"" cannot attack.",0.05,0.2,1.49,0.1,,Unlimited,SR04-EN006,Common,EARTH,Effect Monster,3000,2200,Dinosaur
130117,Super-Ancient Dinobeast,Super Ancient Dinobeast,https://tcgplayer-cdn.tcgplayer.com/product/130117_200w.jpg,2,1911,https://cpt.tcgcsv.com/m332,2019-04-25T20:29:41.85,1,You can Tribute Summon this card in face-up Attack Position by Tributing 1 Dinosaur-Type monster. When a Dinosaur-Type monster(s) is Special Summoned from your Graveyard (except during the Damage Step) while this monster is on the field: You can draw 1 card.,0.08,0.21,1.49,0.14,,Unlimited,SR04-EN007,Common,EARTH,Effect Monster,2700,1400,Dinosaur
130117,Super-Ancient Dinobeast,Super Ancient Dinobeast,https://tcgplayer-cdn.tcgplayer.com/product/130117_200w.jpg,2,1911,https://cpt.tcgcsv.com/m332,2019-04-25T20:29:41.85,1,You can Tribute Summon this card in face-up Attack Position by Tributing 1 Dinosaur-Type monster. When a Dinosaur-Type monster(s) is Special Summoned from your Graveyard (except during the Damage Step) while this monster is on the field: You can draw 1 card.,0.1,0.22,1.49,0.2,,1st Edition,SR04-EN007,Common,EARTH,Effect Monster,2700,1400,Dinosaur
130118,Sauropod Brachion,Sauropod Brachion,https://tcgplayer-cdn.tcgplayer.com/product/130118_200w.jpg,2,1911,https://cpt.tcgcsv.com/n332,2019-04-25T20:26:26.587,1,"Cannot be Special Summoned from the Deck. You can Tribute Summon this card face-up by Tributing 1 Dinosaur-Type monster. Once per turn: You can change this card to face-down Defense Position. If this card is Flip Summoned: Change all other monsters on the field to face-down Defense Position. If this card is attacked, any battle damage your opponent takes from that battle is doubled.",0.05,0.21,1.49,0.14,,1st Edition,SR04-EN008,Common,EARTH,Effect Monster,1500,3000,Dinosaur
130118,Sauropod Brachion,Sauropod Brachion,https://tcgplayer-cdn.tcgplayer.com/product/130118_200w.jpg,2,1911,https://cpt.tcgcsv.com/n332,2019-04-25T20:26:26.587,1,"Cannot be Special Summoned from the Deck. You can Tribute Summon this card face-up by Tributing 1 Dinosaur-Type monster. Once per turn: You can change this card to face-down Defense Position. If this card is Flip Summoned: Change all other monsters on the field to face-down Defense Position. If this card is attacked, any battle damage your opponent takes from that battle is doubled.",0.05,0.2,1.49,0.11,,Unlimited,SR04-EN008,Common,EARTH,Effect Monster,1500,3000,Dinosaur
130119,Tyranno Infinity,Tyranno Infinity,https://tcgplayer-cdn.tcgplayer.com/product/130119_200w.jpg,2,1911,https://cpt.tcgcsv.com/p332,2025-05-15T20:23:50.433,1,The original ATK of this card is the number of your banished Dinosaur-Type monsters x 1000.,0.06,0.25,1.49,0.17,,Unlimited,SR04-EN009,Common,EARTH,Effect Monster,0,0,Dinosaur
130119,Tyranno Infinity,Tyranno Infinity,https://tcgplayer-cdn.tcgplayer.com/product/130119_200w.jpg,2,1911,https://cpt.tcgcsv.com/p332,2025-05-15T20:23:50.433,1,The original ATK of this card is the number of your banished Dinosaur-Type monsters x 1000.,0.1,0.27,1.49,0.18,,1st Edition,SR04-EN009,Common,EARTH,Effect Monster,0,0,Dinosaur
130120,Black Brachios,Black Brachios,https://tcgplayer-cdn.tcgplayer.com/product/130120_200w.jpg,2,1911,https://cpt.tcgcsv.com/q332,2019-04-25T20:17:38.5,1,When this card is Normal Summoned: You can target 1 monster on the field; change that target to face-up Defense Position.,0.05,0.23,30.28,0.28,,1st Edition,SR04-EN010,Common,EARTH,Effect Monster,1800,1100,Dinosaur
130120,Black Brachios,Black Brachios,https://tcgplayer-cdn.tcgplayer.com/product/130120_200w.jpg,2,1911,https://cpt.tcgcsv.com/q332,2019-04-25T20:17:38.5,1,When this card is Normal Summoned: You can target 1 monster on the field; change that target to face-up Defense Position.,0.06,0.2,30.11,0.11,0.11,Unlimited,SR04-EN010,Common,EARTH,Effect Monster,1800,1100,Dinosaur
130121,Miracle Jurassic Egg,Miracle Jurassic Egg,https://tcgplayer-cdn.tcgplayer.com/product/130121_200w.jpg,2,1911,https://cpt.tcgcsv.com/r332,2019-04-25T20:22:13.603,1,"While face-up on the field, this card cannot be banished. Each time a Dinosaur-Type monster(s) is sent to your Graveyard, place 2 counters on this card. You can Tribute this card; Special Summon 1 Dinosaur-Type monster from your Deck whose Level is less than or equal to the number of counters that were on this card.",0.05,0.21,1.0,0.13,,1st Edition,SR04-EN011,Common,EARTH,Effect Monster,0,2000,Dinosaur
130121,Miracle Jurassic Egg,Miracle Jurassic Egg,https://tcgplayer-cdn.tcgplayer.com/product/130121_200w.jpg,2,1911,https://cpt.tcgcsv.com/r332,2019-04-25T20:22:13.603,1,"While face-up on the field, this card cannot be banished. Each time a Dinosaur-Type monster(s) is sent to your Graveyard, place 2 counters on this card. You can Tribute this card; Special Summon 1 Dinosaur-Type monster from your Deck whose Level is less than or equal to the number of counters that were on this card.",0.03,0.19,1.49,0.16,0.11,Unlimited,SR04-EN011,Common,EARTH,Effect Monster,0,2000,Dinosaur
130122,Gilasaurus,Gilasaurus,https://tcgplayer-cdn.tcgplayer.com/product/130122_200w.jpg,2,1911,https://cpt.tcgcsv.com/s332,2023-12-06T06:46:12.963,1,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their Graveyard.,0.01,0.23,1.49,0.12,0.11,Unlimited,SR04-EN012,Common,EARTH,Effect Monster,1400,400,Dinosaur
130122,Gilasaurus,Gilasaurus,https://tcgplayer-cdn.tcgplayer.com/product/130122_200w.jpg,2,1911,https://cpt.tcgcsv.com/s332,2023-12-06T06:46:12.963,1,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their Graveyard.,0.08,0.24,1.49,0.22,0.11,1st Edition,SR04-EN012,Common,EARTH,Effect Monster,1400,400,Dinosaur
130123,Babycerasaurus,Babycerasaurus,https://tcgplayer-cdn.tcgplayer.com/product/130123_200w.jpg,2,1911,https://cpt.tcgcsv.com/t332,2025-05-15T20:23:50.483,1,If this card is destroyed by a card effect and sent to the Graveyard: Special Summon 1 Level 4 or lower Dinosaur-Type monster from your Deck.0,0.07,0.25,1.66,0.1,,1st Edition,SR04-EN013,Common,EARTH,Effect Monster,500,500,Dinosaur
130123,Babycerasaurus,Babycerasaurus,https://tcgplayer-cdn.tcgplayer.com/product/130123_200w.jpg,2,1911,https://cpt.tcgcsv.com/t332,2025-05-15T20:23:50.483,1,If this card is destroyed by a card effect and sent to the Graveyard: Special Summon 1 Level 4 or lower Dinosaur-Type monster from your Deck.0,0.1,0.25,1.49,0.18,,Unlimited,SR04-EN013,Common,EARTH,Effect Monster,500,500,Dinosaur
130124,Miscellaneousaurus,Miscellaneousaurus,https://tcgplayer-cdn.tcgplayer.com/product/130124_200w.jpg,2,1911,https://cpt.tcgcsv.com/v332,2025-05-15T20:23:50.53,1,"During either player's Main Phase: You can send this card from your hand to the Graveyard; during this Main Phase, Dinosaur-Type monsters you control are unaffected by your opponent's activated effects. You can banish any number of Dinosaur-Type monsters from your Graveyard, including this card; Special Summon 1 Dinosaur-Type monster from your Deck with a Level equal to the total number of monsters banished to activate this effect, but destroy it during the End Phase. You can only use this effect of ""Miscellaneousaurus"" once per turn.",0.09,0.25,1.98,0.12,,Unlimited,SR04-EN014,Common,FIRE,Effect Monster,1800,1000,Dinosaur
130124,Miscellaneousaurus,Miscellaneousaurus,https://tcgplayer-cdn.tcgplayer.com/product/130124_200w.jpg,2,1911,https://cpt.tcgcsv.com/v332,2025-05-15T20:23:50.53,1,"During either player's Main Phase: You can send this card from your hand to the Graveyard; during this Main Phase, Dinosaur-Type monsters you control are unaffected by your opponent's activated effects. You can banish any number of Dinosaur-Type monsters from your Graveyard, including this card; Special Summon 1 Dinosaur-Type monster from your Deck with a Level equal to the total number of monsters banished to activate this effect, but destroy it during the End Phase. You can only use this effect of ""Miscellaneousaurus"" once per turn.",0.09,0.25,2.45,0.12,,1st Edition,SR04-EN014,Common,FIRE,Effect Monster,1800,1000,Dinosaur
130125,Evilswarm Salamandra,Evilswarm Salamandra,https://tcgplayer-cdn.tcgplayer.com/product/130125_200w.jpg,2,1911,https://cpt.tcgcsv.com/w332,2019-04-25T20:18:46.36,1,Up to twice per turn: You can banish 1 monster from your Graveyard; this card gains 300 ATK until the end of your opponent's turn.,0.07,0.2,30.11,0.11,,1st Edition,SR04-EN015,Common,DARK,Effect Monster,1850,950,Dinosaur
130125,Evilswarm Salamandra,Evilswarm Salamandra,https://tcgplayer-cdn.tcgplayer.com/product/130125_200w.jpg,2,1911,https://cpt.tcgcsv.com/w332,2019-04-25T20:18:46.36,1,Up to twice per turn: You can banish 1 monster from your Graveyard; this card gains 300 ATK until the end of your opponent's turn.,0.05,0.2,30.07,0.07,,Unlimited,SR04-EN015,Common,DARK,Effect Monster,1850,950,Dinosaur
130126,Stegocyber,Stegocyber,https://tcgplayer-cdn.tcgplayer.com/product/130126_200w.jpg,2,1911,https://cpt.tcgcsv.com/x332,2025-05-15T20:23:50.577,1,"During damage calculation, if your opponent's monster attacks while this card is in your Graveyard: You can pay 1000 LP; Special Summon this card, and if you do, you take no battle damage from that battle, but banish this card when it leaves the field (this is a Quick Effect). You can only use this effect of ""Stegocyber"" once per turn.",0.04,0.19,1.49,0.09,,Unlimited,SR04-EN016,Common,DARK,Effect Monster,1200,2400,Dinosaur
130126,Stegocyber,Stegocyber,https://tcgplayer-cdn.tcgplayer.com/product/130126_200w.jpg,2,1911,https://cpt.tcgcsv.com/x332,2025-05-15T20:23:50.577,1,"During damage calculation, if your opponent's monster attacks while this card is in your Graveyard: You can pay 1000 LP; Special Summon this card, and if you do, you take no battle damage from that battle, but banish this card when it leaves the field (this is a Quick Effect). You can only use this effect of ""Stegocyber"" once per turn.",0.06,0.2,1.4,0.12,,1st Edition,SR04-EN016,Common,DARK,Effect Monster,1200,2400,Dinosaur
130127,Trifortressops,Trifortressops,https://tcgplayer-cdn.tcgplayer.com/product/130127_200w.jpg,2,1911,https://cpt.tcgcsv.com/z332,2021-05-12T18:36:44.687,1,"During either player's turn, if your opponent Summoned 3 or more monsters this turn: You can Special Summon this card from your hand. If Summoned this way, it is unaffected by other cards' effects, but loses 500 DEF during each player's Standby Phase.",0.05,0.21,1.49,0.15,,1st Edition,SR04-EN017,Common,DARK,Effect Monster,1600,2800,Machine
130127,Trifortressops,Trifortressops,https://tcgplayer-cdn.tcgplayer.com/product/130127_200w.jpg,2,1911,https://cpt.tcgcsv.com/z332,2021-05-12T18:36:44.687,1,"During either player's turn, if your opponent Summoned 3 or more monsters this turn: You can Special Summon this card from your hand. If Summoned this way, it is unaffected by other cards' effects, but loses 500 DEF during each player's Standby Phase.",0.05,0.16,1.49,0.09,0.06,Unlimited,SR04-EN017,Common,DARK,Effect Monster,1600,2800,Machine
130128,Skelesaurus,Skelesaurus,https://tcgplayer-cdn.tcgplayer.com/product/130128_200w.jpg,2,1911,https://cpt.tcgcsv.com/B332,2019-04-25T20:28:27.27,1,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with these effects.
<br><b>-</b> This card becomes EARTH Dinosaur-Type. When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon that monster to your field in Defense Position, and if you do, it becomes Zombie-Type.",0.04,0.19,1.49,0.08,,Unlimited,SR04-EN018,Common,DARK,Gemini/Effect Monster,1700,1400,Dinosaur
130128,Skelesaurus,Skelesaurus,https://tcgplayer-cdn.tcgplayer.com/product/130128_200w.jpg,2,1911,https://cpt.tcgcsv.com/B332,2019-04-25T20:28:27.27,1,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with these effects.
<br><b>-</b> This card becomes EARTH Dinosaur-Type. When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon that monster to your field in Defense Position, and if you do, it becomes Zombie-Type.",0.05,0.2,1.49,0.11,,1st Edition,SR04-EN018,Common,DARK,Gemini/Effect Monster,1700,1400,Dinosaur
130129,Chewbone,Chewbone,https://tcgplayer-cdn.tcgplayer.com/product/130129_200w.jpg,2,1911,https://cpt.tcgcsv.com/C332,2022-06-18T11:09:05.6,1,"FLIP: Special Summon 3 ""Chewbone Jr. Tokens"" (Zombie-Type/EARTH/Level 1/ATK 100/DEF 300) to your opponent's field in Defense Position.",0.01,0.2,30.08,0.08,0.1,Unlimited,SR04-EN019,Common,EARTH,Flip/Effect Monster,300,300,Zombie
130129,Chewbone,Chewbone,https://tcgplayer-cdn.tcgplayer.com/product/130129_200w.jpg,2,1911,https://cpt.tcgcsv.com/C332,2022-06-18T11:09:05.6,1,"FLIP: Special Summon 3 ""Chewbone Jr. Tokens"" (Zombie-Type/EARTH/Level 1/ATK 100/DEF 300) to your opponent's field in Defense Position.",0.01,0.2,30.18,0.18,0.11,1st Edition,SR04-EN019,Common,EARTH,Flip/Effect Monster,300,300,Zombie
130130,Rescue Rabbit,Rescue Rabbit,https://tcgplayer-cdn.tcgplayer.com/product/130130_200w.jpg,2,1911,https://cpt.tcgcsv.com/D332,2025-05-15T20:23:50.613,1,"Cannot be Special Summoned from the Deck. You can banish this face-up card you control; Special Summon 2 Level 4 or lower Normal Monsters with the same name from your Deck, but destroy them during the End Phase. You can only use this effect of ""Rescue Rabbit"" once per turn.",0.08,0.4,2.89,0.16,,1st Edition,SR04-EN020,Common,EARTH,Effect Monster,300,100,
130130,Rescue Rabbit,Rescue Rabbit,https://tcgplayer-cdn.tcgplayer.com/product/130130_200w.jpg,2,1911,https://cpt.tcgcsv.com/D332,2025-05-15T20:23:50.613,1,"Cannot be Special Summoned from the Deck. You can banish this face-up card you control; Special Summon 2 Level 4 or lower Normal Monsters with the same name from your Deck, but destroy them during the End Phase. You can only use this effect of ""Rescue Rabbit"" once per turn.",0.05,0.25,2.5,0.13,,Unlimited,SR04-EN020,Common,EARTH,Effect Monster,300,100,
130131,Lost World,Lost World,https://tcgplayer-cdn.tcgplayer.com/product/130131_200w.jpg,2,1911,https://cpt.tcgcsv.com/F332,2023-04-07T14:17:04.29,1,"All monsters on the field lose 500 ATK and DEF, except Dinosaur-Type monsters. Once per turn, if a Dinosaur-Type monster is Normal or Special Summoned (except during the Damage Step): You can Special Summon 1 ""Jurraegg Token"" (Dinosaur-Type/EARTH/Level 1/ATK 0/DEF 0) to your opponent's field in Defense Position. While your opponent controls a Token, they cannot target monsters on the field with card effects, except Tokens. Once per turn, if a Normal Monster(s) on the field would be destroyed by battle or card effect, you can destroy that many Dinosaur-Type monsters in your hand and/or Deck instead.",0.07,0.62,5.0,0.59,0.51,Unlimited,SR04-EN021,Super Rare,SPELL,Field Spell,,,
130131,Lost World,Lost World,https://tcgplayer-cdn.tcgplayer.com/product/130131_200w.jpg,2,1911,https://cpt.tcgcsv.com/F332,2023-04-07T14:17:04.29,1,"All monsters on the field lose 500 ATK and DEF, except Dinosaur-Type monsters. Once per turn, if a Dinosaur-Type monster is Normal or Special Summoned (except during the Damage Step): You can Special Summon 1 ""Jurraegg Token"" (Dinosaur-Type/EARTH/Level 1/ATK 0/DEF 0) to your opponent's field in Defense Position. While your opponent controls a Token, they cannot target monsters on the field with card effects, except Tokens. Once per turn, if a Normal Monster(s) on the field would be destroyed by battle or card effect, you can destroy that many Dinosaur-Type monsters in your hand and/or Deck instead.",0.2,0.68,4.99,0.64,0.67,1st Edition,SR04-EN021,Super Rare,SPELL,Field Spell,,,
130132,Fossil Dig,Fossil Dig,https://tcgplayer-cdn.tcgplayer.com/product/130132_200w.jpg,2,1911,https://cpt.tcgcsv.com/G332,2025-05-15T20:23:50.66,1,Add 1 Level 6 or lower Dinosaur-Type monster from your Deck to your hand.,0.1,0.35,2.99,0.12,,1st Edition,SR04-EN022,Common,SPELL,Normal Spell,,,
130132,Fossil Dig,Fossil Dig,https://tcgplayer-cdn.tcgplayer.com/product/130132_200w.jpg,2,1911,https://cpt.tcgcsv.com/G332,2025-05-15T20:23:50.66,1,Add 1 Level 6 or lower Dinosaur-Type monster from your Deck to your hand.,0.08,0.27,2.99,0.15,,Unlimited,SR04-EN022,Common,SPELL,Normal Spell,,,
130133,Big Evolution Pill,Big Evolution Pill,https://tcgplayer-cdn.tcgplayer.com/product/130133_200w.jpg,2,1911,https://cpt.tcgcsv.com/H332,2025-05-15T20:23:50.72,1,"After this card's activation, it remains on the field, but destroy it during your opponent's 3rd End Phase. Tribute 1 Dinosaur-Type monster to activate this card; while this card is face-up on the field, you can Normal Summon Level 5 or higher Dinosaur-Type monsters without Tributing.",0.09,0.21,1.49,0.15,,Unlimited,SR04-EN023,Common,SPELL,Normal Spell,,,
130133,Big Evolution Pill,Big Evolution Pill,https://tcgplayer-cdn.tcgplayer.com/product/130133_200w.jpg,2,1911,https://cpt.tcgcsv.com/H332,2025-05-15T20:23:50.72,1,"After this card's activation, it remains on the field, but destroy it during your opponent's 3rd End Phase. Tribute 1 Dinosaur-Type monster to activate this card; while this card is face-up on the field, you can Normal Summon Level 5 or higher Dinosaur-Type monsters without Tributing.",0.05,0.2,1.49,0.14,,1st Edition,SR04-EN023,Common,SPELL,Normal Spell,,,
130134,Twin Twisters,Twin Twisters,https://tcgplayer-cdn.tcgplayer.com/product/130134_200w.jpg,2,1911,https://cpt.tcgcsv.com/J332,2025-05-15T20:23:50.77,1,"Discard 1 card, then target up to 2 Spell/Trap Cards on the field; destroy them.",0.12,0.48,2.0,0.22,,1st Edition,SR04-EN024,Common,SPELL,Quick-Play Spell,,,
130134,Twin Twisters,Twin Twisters,https://tcgplayer-cdn.tcgplayer.com/product/130134_200w.jpg,2,1911,https://cpt.tcgcsv.com/J332,2025-05-15T20:23:50.77,1,"Discard 1 card, then target up to 2 Spell/Trap Cards on the field; destroy them.",0.09,0.39,2.29,0.19,,Unlimited,SR04-EN024,Common,SPELL,Quick-Play Spell,,,
130135,Burial from a Different Dimension,Burial from a Different Dimension,https://tcgplayer-cdn.tcgplayer.com/product/130135_200w.jpg,2,1911,https://cpt.tcgcsv.com/K332,2025-05-15T20:23:50.817,1,Target up to 3 banished monsters; return them to the Graveyard.,0.19,0.32,1.72,0.24,,Unlimited,SR04-EN025,Common,SPELL,Quick-Play Spell,,,
130135,Burial from a Different Dimension,Burial from a Different Dimension,https://tcgplayer-cdn.tcgplayer.com/product/130135_200w.jpg,2,1911,https://cpt.tcgcsv.com/K332,2025-05-15T20:23:50.817,1,Target up to 3 banished monsters; return them to the Graveyard.,0.19,0.35,1.75,0.3,,1st Edition,SR04-EN025,Common,SPELL,Quick-Play Spell,,,
