productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardType,extDescription
81315,Token: Fiend's Sanctuary,Token Fiends Sanctuary,https://tcgplayer-cdn.tcgplayer.com/product/81315_200w.jpg,2,1322,https://cpt.tcgcsv.com/kxG,2021-07-23T18:18:36.64,1,TKN3-EN009,Common,4.27,10.58,20.0,10.93,,Unlimited,,
81320,Yu-Gi-Oh 5D's 2009 National Championship Token,Yu Gi Oh 5Ds 2009 National Championship Token,https://tcgplayer-cdn.tcgplayer.com/product/81320_200w.jpg,2,1322,https://cpt.tcgcsv.com/qxG,2025-09-17T16:04:06.987,1,TKN4-EN001,Ultra Rare,7.28,9.41,15.0,9.22,,Unlimited,,
81321,Yu-Gi-Oh Championship Series Token (2012 Pre-registration),Yu Gi Oh Championship Series Token 2012 Pre registration,https://tcgplayer-cdn.tcgplayer.com/product/81321_200w.jpg,2,1322,https://cpt.tcgcsv.com/rxG,2021-07-23T18:39:26.847,1,TKN4-EN002,Super Rare,3.4,5.0,12.69,4.13,,Unlimited,,
81322,Yu-Gi-Oh Championship Series Token (2013 Pre-registration),Yu Gi Oh Championship Series Token 2013 Pre registration,https://tcgplayer-cdn.tcgplayer.com/product/81322_200w.jpg,2,1322,https://cpt.tcgcsv.com/sxG,2021-07-23T18:40:06.413,1,TKN4-EN003,Super Rare,4.95,6.57,27.77,6.64,,Unlimited,,
81323,Token: Ojama (Yellow),Token Ojama Yellow,https://tcgplayer-cdn.tcgplayer.com/product/81323_200w.jpg,2,1322,https://cpt.tcgcsv.com/txG,2022-01-10T21:47:31.15,0,TKN4-EN008,Super Rare,22.45,29.95,39.99,22.11,,Unlimited,,
81324,Token: Ojama (Black),Token Ojama Black,https://tcgplayer-cdn.tcgplayer.com/product/81324_200w.jpg,2,1322,https://cpt.tcgcsv.com/vxG,2021-07-23T18:19:14.613,1,TKN4-EN009,Super Rare,30.0,32.58,59.99,31.25,,Unlimited,,
81325,Token: Ojama (Green),Token Ojama Green,https://tcgplayer-cdn.tcgplayer.com/product/81325_200w.jpg,2,1322,https://cpt.tcgcsv.com/wxG,2021-07-23T18:21:19.29,0,TKN4-EN010,Super Rare,14.0,25.0,49.98,23.78,,Unlimited,,
81326,Token: Ojama (Blue),Token Ojama Blue,https://tcgplayer-cdn.tcgplayer.com/product/81326_200w.jpg,2,1322,https://cpt.tcgcsv.com/xxG,2021-07-23T18:21:29.163,0,TKN4-EN011,Super Rare,12.55,22.0,32.98,11.68,,Unlimited,,
81327,Token: Ojama (Red),Token Ojama Red,https://tcgplayer-cdn.tcgplayer.com/product/81327_200w.jpg,2,1322,https://cpt.tcgcsv.com/zxG,2021-07-23T18:28:28.513,0,TKN4-EN012,Super Rare,14.97,18.0,33.98,10.36,,Unlimited,,
81328,Token: Mecha Phantom Beast (Red),Token Mecha Phantom Beast Red,https://tcgplayer-cdn.tcgplayer.com/product/81328_200w.jpg,2,1322,https://cpt.tcgcsv.com/BxG,2021-07-23T18:28:37.87,0,TKN4-EN013,Super Rare,4.51,5.91,14.95,5.68,,Unlimited,,
81329,Token: Battle City,Token Battle City,https://tcgplayer-cdn.tcgplayer.com/product/81329_200w.jpg,2,1322,https://cpt.tcgcsv.com/CxG,2021-07-23T18:35:46.35,1,TKN4-EN014,Super Rare,4.0,5.13,7.41,4.12,,Unlimited,,
152514,Token: Yami Yugi,Token Yami Yugi,https://tcgplayer-cdn.tcgplayer.com/product/152514_200w.jpg,2,1322,https://cpt.tcgcsv.com/j0f2,2021-07-23T18:30:12.347,1,TKN4-EN029,Super Rare,4.64,9.54,23.89,4.62,,Unlimited,Token Monster,This card can be used as any Token.
152515,Token: Jaden Yuki,Token Jaden Yuki,https://tcgplayer-cdn.tcgplayer.com/product/152515_200w.jpg,2,1322,https://cpt.tcgcsv.com/k0f2,2021-07-23T18:29:13.543,1,TKN4-EN019,Super Rare,10.38,11.22,12.48,10.06,,Unlimited,Token Monster,This card can be used as any Token.
152516,Token: Yusei Fudo,Token Yusei Fudo,https://tcgplayer-cdn.tcgplayer.com/product/152516_200w.jpg,2,1322,https://cpt.tcgcsv.com/l0f2,2021-07-23T18:29:54.587,1,TKN4-EN025,Super Rare,13.94,16.45,20.0,17.3,,Unlimited,Token Monster,This card can be used as any Token.
152697,Token: Zane Truesdale,Token Zane Truesdale,https://tcgplayer-cdn.tcgplayer.com/product/152697_200w.jpg,2,1322,https://cpt.tcgcsv.com/Z5f2,2021-07-23T18:28:52.483,1,TKN4-EN016,Super Rare,5.78,10.95,58.97,5.96,,Unlimited,Token Monster,This card can be used as any Token.
152698,Token: Yami Marik,Token Yami Marik,https://tcgplayer-cdn.tcgplayer.com/product/152698_200w.jpg,2,1322,https://cpt.tcgcsv.com/-5f2,2021-07-23T18:29:04.2,1,TKN4-EN018,Super Rare,12.99,57.5,1000.0,8.42,,Unlimited,Token Monster,This card can be used as any Token.
152699,Token: Mithra the Thunder Vassal,Token Mithra the Thunder Vassal,https://tcgplayer-cdn.tcgplayer.com/product/152699_200w.jpg,2,1322,https://cpt.tcgcsv.com/_5f2,2021-07-23T18:30:02.807,1,TKN4-EN027,Super Rare,8.0,9.48,13.17,2.99,,Unlimited,Token Monster,This card can be used as any Token.
152700,Token: The Dark Side of Dimensions,Token The Dark Side of Dimensions,https://tcgplayer-cdn.tcgplayer.com/product/152700_200w.jpg,2,1322,https://cpt.tcgcsv.com/06f2,2021-07-23T18:30:20.577,1,TKN4-EN030,Super Rare,11.37,11.96,19.99,12.24,,Unlimited,Token Monster,This card can be used as any Token.
152701,Token: Yusaku Fujiki,Token Yusaku Fujiki,https://tcgplayer-cdn.tcgplayer.com/product/152701_200w.jpg,2,1322,https://cpt.tcgcsv.com/26f2,2021-07-23T18:30:27.77,1,TKN4-EN033,Super Rare,1.3,2.97,8.67,1.64,,Unlimited,Token Monster,This card can be used as any Token.
164672,Yu-Gi-Oh Championship Series Token (2016 Pre-registration),Yu Gi Oh Championship Series Token 2016 Pre registration,https://tcgplayer-cdn.tcgplayer.com/product/164672_200w.jpg,2,1322,https://cpt.tcgcsv.com/sTk2,2018-07-24T20:35:22.27,1,TKN4-EN028,Super Rare,6.59,7.26,26.95,7.01,,Unlimited,,This card can be used as any Token.
170835,Yu-Gi-Oh Championship Series Token (2014 Pre-registration),Yu Gi Oh Championship Series Token 2014 Pre registration,https://tcgplayer-cdn.tcgplayer.com/product/170835_200w.jpg,2,1322,https://cpt.tcgcsv.com/Kln2,2021-06-15T14:44:45.933,1,TKN4-EN017,Super Rare,7.46,15.0,16.73,10.62,,Unlimited,,This card can be used as any Token.
170836,Yu-Gi-Oh Championship Series Token (2015 Pre-registration),Yu Gi Oh Championship Series Token 2015 Pre registration,https://tcgplayer-cdn.tcgplayer.com/product/170836_200w.jpg,2,1322,https://cpt.tcgcsv.com/Lln2,2018-07-24T20:35:40.913,1,TKN4-EN024,Super Rare,4.65,5.0,12.69,4.94,,Unlimited,,This card can be used as any Token.
194596,Field Center Token: Mekk-Knight Spectrum Supreme (Top 8),Field Center Token Mekk Knight Spectrum Supreme Top 8,https://tcgplayer-cdn.tcgplayer.com/product/194596_200w.jpg,2,1322,https://cpt.tcgcsv.com/XRz2,2021-08-20T21:12:56.633,1,,Promo,4.99,7.81,9.17,7.67,,Limited,Field Center,
200570,Field Center Token: Ishizu Ishtar & Gravekeeper's Priestess (Duel Devastator),Field Center Token Ishizu Ishtar and Gravekeepers Priestess Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200570_200w.jpg,2,1322,https://cpt.tcgcsv.com/qfD2,2019-10-10T13:45:35.807,1,,Common,0.45,0.75,1.75,0.57,,Unlimited,Field Center,
200571,Field Center Token: Mai Valentine & Amazoness Swordswoman (Duel Devastator),Field Center Token Mai Valentine and Amazoness Swordswoman Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200571_200w.jpg,2,1322,https://cpt.tcgcsv.com/rfD2,2019-10-10T13:51:43.29,1,,Common,0.29,0.75,1.99,0.62,,Unlimited,Field Center,
200572,Field Center Token: Joey Wheeler & Red-Eyes B. Dragon (Duel Devastator),Field Center Token Joey Wheeler and Red Eyes B Dragon Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200572_200w.jpg,2,1322,https://cpt.tcgcsv.com/sfD2,2019-10-10T13:47:21.843,1,,Common,0.6,0.78,1.28,0.78,,Unlimited,Field Center,
200573,Field Center Token: Seto Kaiba & Blue-Eyes White Dragon (Duel Devastator),Field Center Token Seto Kaiba and Blue Eyes White Dragon Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200573_200w.jpg,2,1322,https://cpt.tcgcsv.com/tfD2,2019-10-10T14:02:11.697,1,,Common,9.4,25.75,29.99,4.14,,Unlimited,Field Center,
200574,Field Center Token: Maximillion Pegasus & Toon Summoned Skull (Duel Devastator),Field Center Token Maximillion Pegasus and Toon Summoned Skull Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200574_200w.jpg,2,1322,https://cpt.tcgcsv.com/vfD2,2019-10-10T13:53:04.29,1,,Common,0.29,0.97,4.99,0.95,,Unlimited,Field Center,
200575,Field Center Token: Yami Yugi & Dark Magician (Duel Devastator),Field Center Token Yami Yugi and Dark Magician Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200575_200w.jpg,2,1322,https://cpt.tcgcsv.com/wfD2,2019-10-10T13:55:59.783,1,,Common,0.99,2.09,5.0,1.77,,Unlimited,Field Center,
200576,Field Center Token: Ash Blossom & Joyous Spring (Alternate Art) (Duel Devastator),Field Center Token Ash Blossom and Joyous Spring Alternate Art Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200576_200w.jpg,2,1322,https://cpt.tcgcsv.com/xfD2,2019-10-10T13:36:33.4,1,,Common,1.0,1.54,5.0,1.46,,Unlimited,Field Center,
200577,Field Center Token: Ghost Belle & Haunted Mansion (Alternate Art) (Duel Devastator),Field Center Token Ghost Belle and Haunted Mansion Alternate Art Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200577_200w.jpg,2,1322,https://cpt.tcgcsv.com/zfD2,2019-10-10T13:38:33.44,1,,Common,0.73,1.0,1.99,0.73,,Unlimited,Field Center,
200578,Field Center Token: Ghost Ogre & Snow Rabbit (Alternate Art) (Duel Devastator),Field Center Token Ghost Ogre and Snow Rabbit Alternate Art Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200578_200w.jpg,2,1322,https://cpt.tcgcsv.com/BfD2,2019-10-10T13:41:20.073,1,,Common,0.72,1.0,1.99,1.01,,Unlimited,Field Center,
200579,Field Center Token: Ghost Reaper & Winter Cherries (Alternate Art) (Duel Devastator),Field Center Token Ghost Reaper and Winter Cherries Alternate Art Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200579_200w.jpg,2,1322,https://cpt.tcgcsv.com/CfD2,2019-10-10T13:23:32.573,1,,Common,0.29,0.5,2.16,0.48,,Unlimited,Field Center,
200580,Field Center Token: Ghost Sister & Spooky Dogwood (Alternate Art) (Duel Devastator),Field Center Token Ghost Sister and Spooky Dogwood Alternate Art Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200580_200w.jpg,2,1322,https://cpt.tcgcsv.com/DfD2,2019-10-10T13:42:48.49,1,,Common,0.31,0.71,2.16,0.54,,Unlimited,Field Center,
200581,Field Center Token: Red Blossoms from Underroot (Duel Devastator),Field Center Token Red Blossoms from Underroot Duel Devastator,https://tcgplayer-cdn.tcgplayer.com/product/200581_200w.jpg,2,1322,https://cpt.tcgcsv.com/FfD2,2019-10-10T13:57:14.87,1,,Common,0.49,0.93,2.16,0.55,,Unlimited,Field Center,
207786,Field Center Token: Elemental HERO Stratos,Field Center Token Elemental HERO Stratos,https://tcgplayer-cdn.tcgplayer.com/product/207786_200w.jpg,2,1322,https://cpt.tcgcsv.com/L7H2,2025-03-11T15:22:14.74,1,,Promo,16.6,24.19,104.99,24.18,,Limited,Field Center,
210551,Field Center Token: Chaos Emperor Dragon (200th YCS),Field Center Token Chaos Emperor Dragon 200th YCS,https://tcgplayer-cdn.tcgplayer.com/product/210551_200w.jpg,2,1322,https://cpt.tcgcsv.com/2fJ2,2025-06-16T20:10:21.807,1,,Promo,6.31,11.66,39.99,10.66,,Limited,Field Center,
227868,Token: Top Ranked COSSY Duelist (Green),Token Top Ranked COSSY Duelist Green,https://tcgplayer-cdn.tcgplayer.com/product/227868_200w.jpg,2,1322,https://cpt.tcgcsv.com/n9R2,2021-07-23T18:32:01.53,1,TKN4-EN004,Ultra Rare,49.99,87.5,200.0,29.95,,Unlimited,,
227869,Token: Top Ranked COSSY Duelist (Blue),Token Top Ranked COSSY Duelist Blue,https://tcgplayer-cdn.tcgplayer.com/product/227869_200w.jpg,2,1322,https://cpt.tcgcsv.com/p9R2,2021-07-23T18:32:10.76,1,TKN4-EN005,Ultra Rare,79.99,106.1,200.0,36.37,,Unlimited,,
227870,Token: Top Ranked COSSY Duelist (Red),Token Top Ranked COSSY Duelist Red,https://tcgplayer-cdn.tcgplayer.com/product/227870_200w.jpg,2,1322,https://cpt.tcgcsv.com/q9R2,2021-07-23T18:32:17.18,1,TKN4-EN006,Ultra Rare,1700.0,1850.0,2000.0,,,Unlimited,,
227871,Token: Top Ranked COSSY Duelist (Purple),Token Top Ranked COSSY Duelist Purple,https://tcgplayer-cdn.tcgplayer.com/product/227871_200w.jpg,2,1322,https://cpt.tcgcsv.com/r9R2,2021-07-23T18:32:23.573,1,TKN4-EN007,Ultra Rare,2000.0,2000.0,2000.0,,,Unlimited,,
229390,Field Center Token: Arc Rebellion XYZ Dragon (Phantom Rage),Field Center Token Arc Rebellion XYZ Dragon Phantom Rage,https://tcgplayer-cdn.tcgplayer.com/product/229390_200w.jpg,2,1322,https://cpt.tcgcsv.com/QMR2,2025-02-05T13:59:11.903,1,,Promo,0.4,0.8,0.99,0.78,,Unlimited,Field Center,
239641,Field Center Token: Armed Dragon Thunder LV10 (Blazing Vortex),Field Center Token Armed Dragon Thunder LV10 Blazing Vortex,https://tcgplayer-cdn.tcgplayer.com/product/239641_200w.jpg,2,1322,https://cpt.tcgcsv.com/RSW2,2025-02-05T14:00:10.943,1,,Promo,0.44,0.55,2.0,0.55,,Unlimited,Field Center,
240930,Field Center Token: Ultimate Dragonic Utopia Ray (Lightning Overdrive),Field Center Token Ultimate Dragonic Utopia Ray Lightning Overdrive,https://tcgplayer-cdn.tcgplayer.com/product/240930_200w.jpg,2,1322,https://cpt.tcgcsv.com/DnX2,2022-05-21T20:10:14.027,1,,Promo,0.38,0.63,4.75,0.46,,Unlimited,Field Center,
245006,Field Center Token: Armed Dragon (Remote Duel YCS 2021),Field Center Token Armed Dragon Remote Duel YCS 2021,https://tcgplayer-cdn.tcgplayer.com/product/245006_200w.jpg,2,1322,https://cpt.tcgcsv.com/80-2,2021-07-21T15:33:55.313,1,,Promo,8.9,8.99,12.88,8.95,,Limited,Field Center,
245007,Field Center Token: Duel Link Dragon (Remote Duel YCS 2021),Field Center Token Duel Link Dragon Remote Duel YCS 2021,https://tcgplayer-cdn.tcgplayer.com/product/245007_200w.jpg,2,1322,https://cpt.tcgcsv.com/90-2,2021-07-21T15:34:17.893,0,,Promo,34.0,34.78,34.99,34.78,,Limited,Field Center,
245009,Field Center Token: Dogmatika Ecclesia the Virtuous (Remote Duel YCS 2021),Field Center Token Dogmatika Ecclesia the Virtuous Remote Duel YCS 2021,https://tcgplayer-cdn.tcgplayer.com/product/245009_200w.jpg,2,1322,https://cpt.tcgcsv.com/c0-2,2021-07-21T15:34:04.05,0,,Promo,75.0,88.0,199.99,75.0,,Limited,Field Center,
246653,Field Center Token: Crystron Halqifibrax (YuGiOh Day),Field Center Token Crystron Halqifibrax YuGiOh Day,https://tcgplayer-cdn.tcgplayer.com/product/246653_200w.jpg,2,1322,https://cpt.tcgcsv.com/5H-2,2021-08-17T20:14:21.137,1,,Promo,10.0,19.9,39.99,20.57,,Unlimited,Field Center,
246655,Field Center Token: Shooting Majestic Star Dragon (Dawn Of Majesty),Field Center Token Shooting Majestic Star Dragon Dawn Of Majesty,https://tcgplayer-cdn.tcgplayer.com/product/246655_200w.jpg,2,1322,https://cpt.tcgcsv.com/7H-2,2022-12-02T19:32:30.45,1,,Promo,0.75,0.99,2.16,0.91,,Unlimited,Field Center,
248569,Field Center Token: Queen's Knight (Yu-Gi-Oh! Day),Field Center Token Queens Knight Yu Gi Oh Day,https://tcgplayer-cdn.tcgplayer.com/product/248569_200w.jpg,2,1322,https://cpt.tcgcsv.com/pr_2,2023-04-27T17:36:59.367,1,,Promo,8.29,13.0,18.48,7.79,,Unlimited,Field Center,
265400,Field Center Token: Borrelcode Dragon (Burst of Destiny),Field Center Token Borrelcode Dragon Burst of Destiny,https://tcgplayer-cdn.tcgplayer.com/product/265400_200w.jpg,2,1322,https://cpt.tcgcsv.com/0b83,2022-03-04T19:49:42.83,1,,Promo,0.35,0.63,4.0,0.7,,Limited,Field Center,
265401,Field Center Token: Master of Chaos (Battle of Chaos),Field Center Token Master of Chaos Battle of Chaos,https://tcgplayer-cdn.tcgplayer.com/product/265401_200w.jpg,2,1322,https://cpt.tcgcsv.com/2b83,2025-10-01T12:34:45.05,1,,Promo,0.55,0.75,3.0,0.73,,Limited,Field Center,
265454,Field Center Token: Evil Twin (Back to Duel February 2022),Field Center Token Evil Twin Back to Duel February 2022,https://tcgplayer-cdn.tcgplayer.com/product/265454_200w.jpg,2,1322,https://cpt.tcgcsv.com/6c83,2025-08-25T19:32:05.713,1,,Promo,12.69,16.87,23.0,13.65,,Limited,Field Center,
265455,Field Center Token: Evil Twin (Back to Duel March 2022),Field Center Token Evil Twin Back to Duel March 2022,https://tcgplayer-cdn.tcgplayer.com/product/265455_200w.jpg,2,1322,https://cpt.tcgcsv.com/7c83,2025-08-25T19:32:44.51,1,,Promo,2.99,8.11,200.0,8.98,,Limited,Field Center,
265900,"Field Center Token: Trishula, the Dragon of Icy Imprisonment (Back to Duel October 2021)",Field Center Token Trishula the Dragon of Icy Imprisonment Back to Duel October 2021,https://tcgplayer-cdn.tcgplayer.com/product/265900_200w.jpg,2,1322,https://cpt.tcgcsv.com/0n83,2025-08-25T19:36:35.447,1,,Promo,1.0,3.7,14.0,3.95,,Limited,Field Center,
272514,Field Center Token: Odd-Eyes Pendulumgraph Dragon (Dimension Force Premiere! Event),Field Center Token Odd Eyes Pendulumgraph Dragon Dimension Force Premiere Event,https://tcgplayer-cdn.tcgplayer.com/product/272514_200w.jpg,2,1322,https://cpt.tcgcsv.com/j0c3,2022-05-16T20:35:04.6,1,,Promo,0.36,0.5,6.95,0.47,,Unlimited,Field Center,"<em>This Field Center Token was distributed at Dimension Force Premiere! Events on May 14th- 15th, 2022</em>"
274351,Field Center Token: Evil Twin (Back to Duel April 2022),Field Center Token Evil Twin Back to Duel April 2022,https://tcgplayer-cdn.tcgplayer.com/product/274351_200w.jpg,2,1322,https://cpt.tcgcsv.com/2Mc3,2022-06-04T17:59:27.04,1,,Promo,12.0,12.94,39.99,13.12,,Limited,Field Center,
274352,Field Center Token: Arcana Extra Joker (Back to Duel May 2022),Field Center Token Arcana Extra Joker Back to Duel May 2022,https://tcgplayer-cdn.tcgplayer.com/product/274352_200w.jpg,2,1322,https://cpt.tcgcsv.com/3Mc3,2025-08-25T19:35:58.737,1,,Promo,0.94,1.27,10.99,1.19,,Limited,Field Center,
287944,"Official Judge Field Center Token: Mardel, Generaider Boss of Light",Official Judge Field Center Token Mardel Generaider Boss of Light,https://tcgplayer-cdn.tcgplayer.com/product/287944_200w.jpg,2,1322,https://cpt.tcgcsv.com/Vbk3,2022-09-27T14:55:37.517,0,,Promo,30.85,32.0,35.93,30.66,,Limited,Field Center,
455817,Field Center Token: Joker's Wild (Back to Duel July 2022),Field Center Token Jokers Wild Back to Duel July 2022,https://tcgplayer-cdn.tcgplayer.com/product/455817_200w.jpg,2,1322,https://cpt.tcgcsv.com/mlG5,2022-11-28T16:56:25.143,1,,Promo,2.87,6.0,8.94,3.25,,Limited,Field Center,
455818,Field Center Token: Court of Cards (Back to Duel June 2022),Field Center Token Court of Cards Back to Duel June 2022,https://tcgplayer-cdn.tcgplayer.com/product/455818_200w.jpg,2,1322,https://cpt.tcgcsv.com/nlG5,2022-11-28T16:58:32.28,1,,Promo,0.98,1.23,8.68,1.18,,Limited,Field Center,
455821,Field Center Token: Power of the Elements Premiere! Event,Field Center Token Power of the Elements Premiere Event,https://tcgplayer-cdn.tcgplayer.com/product/455821_200w.jpg,2,1322,https://cpt.tcgcsv.com/rlG5,2022-11-28T17:05:45.59,1,,Promo,0.63,1.12,4.0,0.68,,Limited,Field Center,
455822,Field Center Token: Darkwing Blast Premiere! Event,Field Center Token Darkwing Blast Premiere Event,https://tcgplayer-cdn.tcgplayer.com/product/455822_200w.jpg,2,1322,https://cpt.tcgcsv.com/slG5,2025-02-05T14:01:09.03,1,,Promo,0.44,0.75,5.84,0.55,,Limited,Field Center,
484262,Field Center Token: Photon Hypernova Premiere! Event,Field Center Token Photon Hypernova Premiere Event,https://tcgplayer-cdn.tcgplayer.com/product/484262_200w.jpg,2,1322,https://cpt.tcgcsv.com/gKT5,2023-02-17T14:47:37.227,1,,Promo,0.46,0.66,2.0,0.68,,Limited,Field Center,
496363,"Field Center Token: Darkness Metal, the Dragon of Dark Steel (Back to Duel)",Field Center Token Darkness Metal the Dragon of Dark Steel Back to Duel,https://tcgplayer-cdn.tcgplayer.com/product/496363_200w.jpg,2,1322,https://cpt.tcgcsv.com/hz-5,2023-05-09T12:41:30.43,1,,Promo,2.5,5.0,5.0,3.76,,Unlimited,Field Center,
498067,Field Center Token: Cyberstorm Access Premiere! Event,Field Center Token Cyberstorm Access Premiere Event,https://tcgplayer-cdn.tcgplayer.com/product/498067_200w.jpg,2,1322,https://cpt.tcgcsv.com/mf_5,2023-05-25T17:50:47.993,1,,Promo,0.19,0.5,1.51,0.38,,Limited,Field Center,
512630,Field Center Token: Cosmic Quasar Dragon (Duelist Nexus),Field Center Token Cosmic Quasar Dragon Duelist Nexus,https://tcgplayer-cdn.tcgplayer.com/product/512630_200w.jpg,2,1322,https://cpt.tcgcsv.com/D376,2023-08-17T22:09:27.187,1,,Promo,0.24,0.49,1.49,0.49,,Limited,Field Center,
523966,Field Center Token: Odd-Eyes Arcray Dragon (Age of Overlord),Field Center Token Odd Eyes Arcray Dragon Age of Overlord,https://tcgplayer-cdn.tcgplayer.com/product/523966_200w.jpg,2,1322,https://cpt.tcgcsv.com/lCc6,2023-10-23T14:44:12.033,0,,Promo,0.25,0.61,1.49,0.32,,Unlimited,Field Center,
545773,Field Center Token: Phantom Nightmare Premiere! Event,Field Center Token Phantom Nightmare Premiere Event,https://tcgplayer-cdn.tcgplayer.com/product/545773_200w.jpg,2,1322,https://cpt.tcgcsv.com/tkn6,2024-04-09T14:37:14.42,1,,Promo,0.19,0.5,1.5,0.42,,Limited,Field Center,
561985,Token: Yami Yugi & Dark Magician,Token Yami Yugi and Dark Magician,https://tcgplayer-cdn.tcgplayer.com/product/561985_200w.jpg,2,1322,https://cpt.tcgcsv.com/KPv6,2025-09-12T13:23:02.34,1,TKN5-EN006,Super Rare,14.0,15.81,22.49,16.01,,Unlimited,Monster,"This Yami Yugi & Dark Magician card can be used as any Token.
<br><br><em>""The Dark Magician has chosen me. He has never let me down and I place my complete trust in my Dark Magician!""</em>"
586523,Field Center Token: The Unstoppable Exodia Incarnate (Infinite Forbidden),Field Center Token The Unstoppable Exodia Incarnate Infinite Forbidden,https://tcgplayer-cdn.tcgplayer.com/product/586523_200w.jpg,2,1322,https://cpt.tcgcsv.com/tDJ6,2024-10-09T14:52:46.54,1,,Promo,0.5,0.92,2.04,0.9,,Unlimited,Field Center,
586524,Field Center Token: Number C32: Shark Drake Leviathan (Rage of the Abyss),Field Center Token Number C32 Shark Drake Leviathan Rage of the Abyss,https://tcgplayer-cdn.tcgplayer.com/product/586524_200w.jpg,2,1322,https://cpt.tcgcsv.com/vDJ6,2024-10-09T14:55:52.503,1,,Promo,0.2,0.53,1.99,0.43,,Unlimited,Field Center,
