productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extDescription,extMonsterType,extAttack,extDefense
124702,Performapal Seal Eel,Performapal Seal Eel,https://tcgplayer-cdn.tcgplayer.com/product/124702_200w.jpg,2,1849,https://cpt.tcgcsv.com/3V_,2016-12-09T13:19:21.87,1,0.03,0.25,1.49,0.2,,Unlimited,INOV-EN004,Common,WATER,Pendulum/Effect Monster,"<B>Pendulum Effect :</b> Once per turn: You can target 1 face-up monster your opponent controls; that face-up monster has its effects negated until the end of this turn (even if this card leaves the field).
<br><b>Monster Effect :</b> When this card is Normal or Special Summoned: You can target 1 Set Spell/Trap Card your opponent controls; that Set card cannot be activated this turn. Neither player can activate cards or effects in response to this effect's activation.",Fish,100,100
124703,Performapal Changeraffe,Performapal Changeraffe,https://tcgplayer-cdn.tcgplayer.com/product/124703_200w.jpg,2,1849,https://cpt.tcgcsv.com/5V_,2016-12-09T13:19:36.393,1,0.04,0.23,1.49,0.14,,Unlimited,INOV-EN005,Common,EARTH,Pendulum/Effect Monster,"<B>Pendulum Effect :</b> When exactly 1 monster you control (and no other cards) is destroyed by battle: You can destroy this card, and if you do, Special Summon that monster destroyed by battle in Attack Position, and if you do that, it cannot be destroyed by battle this turn (even if this card leaves the field).
<br><b>Monster Effect :</b> When this card is Normal or Special Summoned: You can target 1 face-up monster your opponent controls; while this card is face-up on the field, that face-up monster cannot attack, also negate the effects of that face-up monster while it is on the field.",,100,500
124703,Performapal Changeraffe,Performapal Changeraffe,https://tcgplayer-cdn.tcgplayer.com/product/124703_200w.jpg,2,1849,https://cpt.tcgcsv.com/5V_,2016-12-09T13:19:36.393,1,0.01,0.21,1.49,0.07,,1st Edition,INOV-EN005,Common,EARTH,Pendulum/Effect Monster,"<B>Pendulum Effect :</b> When exactly 1 monster you control (and no other cards) is destroyed by battle: You can destroy this card, and if you do, Special Summon that monster destroyed by battle in Attack Position, and if you do that, it cannot be destroyed by battle this turn (even if this card leaves the field).
<br><b>Monster Effect :</b> When this card is Normal or Special Summoned: You can target 1 face-up monster your opponent controls; while this card is face-up on the field, that face-up monster cannot attack, also negate the effects of that face-up monster while it is on the field.",,100,500
124704,Predaplant Flytrap,Predaplant Flytrap,https://tcgplayer-cdn.tcgplayer.com/product/124704_200w.jpg,2,1849,https://cpt.tcgcsv.com/6V_,2016-12-09T13:20:41.63,1,0.11,0.25,1.49,0.19,,1st Edition,INOV-EN006,Rare,DARK,Effect Monster,"Once per turn: You can target 1 face-up monster your opponent controls; place 1 Predator Counter on it, and if it is Level 2 or higher, it becomes Level 1 as long as it has a Predator Counter. At the start of the Damage Step, when this card battles a monster with an equal or lower Level: You can destroy that monster, then increase this card's Level by the original Level of the destroyed monster.",Plant,400,800
124704,Predaplant Flytrap,Predaplant Flytrap,https://tcgplayer-cdn.tcgplayer.com/product/124704_200w.jpg,2,1849,https://cpt.tcgcsv.com/6V_,2016-12-09T13:20:41.63,1,0.1,0.25,1.0,0.17,0.15,Unlimited,INOV-EN006,Rare,DARK,Effect Monster,"Once per turn: You can target 1 face-up monster your opponent controls; place 1 Predator Counter on it, and if it is Level 2 or higher, it becomes Level 1 as long as it has a Predator Counter. At the start of the Damage Step, when this card battles a monster with an equal or lower Level: You can destroy that monster, then increase this card's Level by the original Level of the destroyed monster.",Plant,400,800
124705,Predaplant Moray Nepenthes,Predaplant Moray Nepenthes,https://tcgplayer-cdn.tcgplayer.com/product/124705_200w.jpg,2,1849,https://cpt.tcgcsv.com/7V_,2016-12-09T13:20:57.447,1,0.03,0.23,1.49,0.11,,1st Edition,INOV-EN007,Common,DARK,Effect Monster,"This card gains 200 ATK for each Predator Counter on the field. When this card destroys an opponent's monster by battle: You can equip that monster to this card. Once per turn: You can target 1 Monster Card equipped to this card by this card's effect; destroy it, and if you do, gain LP equal to its original ATK.",Plant,1600,1000
124705,Predaplant Moray Nepenthes,Predaplant Moray Nepenthes,https://tcgplayer-cdn.tcgplayer.com/product/124705_200w.jpg,2,1849,https://cpt.tcgcsv.com/7V_,2016-12-09T13:20:57.447,1,0.05,0.22,2.0,0.14,,Unlimited,INOV-EN007,Common,DARK,Effect Monster,"This card gains 200 ATK for each Predator Counter on the field. When this card destroys an opponent's monster by battle: You can equip that monster to this card. Once per turn: You can target 1 Monster Card equipped to this card by this card's effect; destroy it, and if you do, gain LP equal to its original ATK.",Plant,1600,1000
124706,Predaplant Squid Drosera,Predaplant Squid Drosera,https://tcgplayer-cdn.tcgplayer.com/product/124706_200w.jpg,2,1849,https://cpt.tcgcsv.com/8V_,2016-12-09T13:21:12.92,1,0.06,0.23,1.49,0.13,0.09,Unlimited,INOV-EN008,Common,DARK,Effect Monster,"You can send this card from your hand to the Graveyard, then target 1 face-up monster you control; this turn, it can attack all monsters your opponent controls with a Predator Counter, once each. If this face-up card leaves the field: Place 1 Predator Counter on each Special Summoned monster your opponent controls, and if you do, any of those monsters that are Level 2 or higher become Level 1 as long as they have a Predator Counter.
[show]",Plant,800,400
124706,Predaplant Squid Drosera,Predaplant Squid Drosera,https://tcgplayer-cdn.tcgplayer.com/product/124706_200w.jpg,2,1849,https://cpt.tcgcsv.com/8V_,2016-12-09T13:21:12.92,1,0.02,0.2,1.49,0.1,,1st Edition,INOV-EN008,Common,DARK,Effect Monster,"You can send this card from your hand to the Graveyard, then target 1 face-up monster you control; this turn, it can attack all monsters your opponent controls with a Predator Counter, once each. If this face-up card leaves the field: Place 1 Predator Counter on each Special Summoned monster your opponent controls, and if you do, any of those monsters that are Level 2 or higher become Level 1 as long as they have a Predator Counter.
[show]",Plant,800,400
124707,Superheavy Samurai Soulpeacemaker,Superheavy Samurai Soulpeacemaker,https://tcgplayer-cdn.tcgplayer.com/product/124707_200w.jpg,2,1849,https://cpt.tcgcsv.com/9V_,2016-12-09T13:27:32.6,1,0.44,0.84,10.0,0.63,,1st Edition,INOV-EN009,Rare,EARTH,Effect Monster,"You can target 1 ""Superheavy Samurai"" monster you control; equip this monster from your hand or field to that target. While this card is equipped to a monster by this effect, monsters your opponent controls cannot attack monsters you control, except the equipped monster. You can Tribute a monster you control equipped with this card by this card's effect; Special Summon 1 ""Superheavy Samurai"" monster from your Deck. You can only use this effect of ""Superheavy Samurai Soulpeacemaker"" once per turn.",Machine,0,0
124707,Superheavy Samurai Soulpeacemaker,Superheavy Samurai Soulpeacemaker,https://tcgplayer-cdn.tcgplayer.com/product/124707_200w.jpg,2,1849,https://cpt.tcgcsv.com/9V_,2016-12-09T13:27:32.6,1,0.04,0.7,6.93,0.68,,Unlimited,INOV-EN009,Rare,EARTH,Effect Monster,"You can target 1 ""Superheavy Samurai"" monster you control; equip this monster from your hand or field to that target. While this card is equipped to a monster by this effect, monsters your opponent controls cannot attack monsters you control, except the equipped monster. You can Tribute a monster you control equipped with this card by this card's effect; Special Summon 1 ""Superheavy Samurai"" monster from your Deck. You can only use this effect of ""Superheavy Samurai Soulpeacemaker"" once per turn.",Machine,0,0
124708,Cipher Twin Raptor,Cipher Twin Raptor,https://tcgplayer-cdn.tcgplayer.com/product/124708_200w.jpg,2,1849,https://cpt.tcgcsv.com/bV_,2016-12-09T13:27:47.85,1,0.01,0.23,1.49,0.1,,Unlimited,INOV-EN010,Common,LIGHT,Effect Monster,"If your opponent controls a face-up monster that was Special Summoned from the Extra Deck and you control no monsters, you can Special Summon this card (from your hand). You can discard 1 card; Special Summon 1 ""Cipher"" monster from your hand or Deck, also you cannot Special Summon monsters for the rest of this turn, except ""Cipher"" monsters. You can only use this effect of ""Cipher Twin Raptor"" once per turn.",Machine,1600,800
124708,Cipher Twin Raptor,Cipher Twin Raptor,https://tcgplayer-cdn.tcgplayer.com/product/124708_200w.jpg,2,1849,https://cpt.tcgcsv.com/bV_,2016-12-09T13:27:47.85,1,0.01,0.2,1.49,0.2,,1st Edition,INOV-EN010,Common,LIGHT,Effect Monster,"If your opponent controls a face-up monster that was Special Summoned from the Extra Deck and you control no monsters, you can Special Summon this card (from your hand). You can discard 1 card; Special Summon 1 ""Cipher"" monster from your hand or Deck, also you cannot Special Summon monsters for the rest of this turn, except ""Cipher"" monsters. You can only use this effect of ""Cipher Twin Raptor"" once per turn.",Machine,1600,800
124709,Cipher Mirror Knight,Cipher Mirror Knight,https://tcgplayer-cdn.tcgplayer.com/product/124709_200w.jpg,2,1849,https://cpt.tcgcsv.com/cV_,2016-12-09T13:21:57.403,1,0.02,0.19,1.49,0.06,,1st Edition,INOV-EN011,Common,LIGHT,Effect Monster,"When a ""Cipher"" monster you control is destroyed by battle and sent to your Graveyard: You can discard this card; send 1 card from your hand or field to the Graveyard, and if you do, Special Summon that destroyed monster. During the End Phase, if this card is in the Graveyard because it was sent there this turn: You can add 1 ""Cipher"" card from your Deck to your hand. You can only use this effect of ""Cipher Mirror Knight"" once per turn.",Warrior,0,0
124709,Cipher Mirror Knight,Cipher Mirror Knight,https://tcgplayer-cdn.tcgplayer.com/product/124709_200w.jpg,2,1849,https://cpt.tcgcsv.com/cV_,2016-12-09T13:21:57.403,1,0.02,0.21,1.49,0.15,,Unlimited,INOV-EN011,Common,LIGHT,Effect Monster,"When a ""Cipher"" monster you control is destroyed by battle and sent to your Graveyard: You can discard this card; send 1 card from your hand or field to the Graveyard, and if you do, Special Summon that destroyed monster. During the End Phase, if this card is in the Graveyard because it was sent there this turn: You can add 1 ""Cipher"" card from your Deck to your hand. You can only use this effect of ""Cipher Mirror Knight"" once per turn.",Warrior,0,0
124710,Flower Cardian Clover with Boar,Flower Cardian Clover with Boar,https://tcgplayer-cdn.tcgplayer.com/product/124710_200w.jpg,2,1849,https://cpt.tcgcsv.com/dV_,2025-04-07T02:44:03.93,1,0.1,0.25,1.49,0.24,,1st Edition,INOV-EN012,Common,DARK,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Clover with Boar"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can destroy 1 monster your opponent controls. Otherwise, send it to the Graveyard.",Warrior,1000,1000
124710,Flower Cardian Clover with Boar,Flower Cardian Clover with Boar,https://tcgplayer-cdn.tcgplayer.com/product/124710_200w.jpg,2,1849,https://cpt.tcgcsv.com/dV_,2025-04-07T02:44:03.93,1,0.1,0.25,1.52,0.21,,Unlimited,INOV-EN012,Common,DARK,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Clover with Boar"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can destroy 1 monster your opponent controls. Otherwise, send it to the Graveyard.",Warrior,1000,1000
124711,Flower Cardian Maple with Deer,Flower Cardian Maple with Deer,https://tcgplayer-cdn.tcgplayer.com/product/124711_200w.jpg,2,1849,https://cpt.tcgcsv.com/fV_,2016-12-09T13:22:55.78,1,0.13,0.25,1.49,0.24,,Unlimited,INOV-EN013,Common,DARK,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Maple with Deer"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can destroy 1 Spell/Trap Card your opponent controls. Otherwise, send it to the Graveyard.",Warrior,1000,1000
124711,Flower Cardian Maple with Deer,Flower Cardian Maple with Deer,https://tcgplayer-cdn.tcgplayer.com/product/124711_200w.jpg,2,1849,https://cpt.tcgcsv.com/fV_,2016-12-09T13:22:55.78,1,0.14,0.25,1.18,0.21,,1st Edition,INOV-EN013,Common,DARK,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Maple with Deer"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can destroy 1 Spell/Trap Card your opponent controls. Otherwise, send it to the Graveyard.",Warrior,1000,1000
124712,Flower Cardian Peony with Butterfly,Flower Cardian Peony with Butterfly,https://tcgplayer-cdn.tcgplayer.com/product/124712_200w.jpg,2,1849,https://cpt.tcgcsv.com/gV_,2016-12-09T13:23:14.85,1,0.2,0.47,2.9,0.44,,1st Edition,INOV-EN014,Common,DARK,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Peony with Butterfly"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, look at the top 3 cards of your opponent's Deck, then place them all on the top or bottom of the Deck in any order. Otherwise, send it to the Graveyard. When this card is used as Synchro Material, you can treat it and all other Synchro Materials (that have a Level) as Level 2 monsters.",Warrior,1000,1000
124712,Flower Cardian Peony with Butterfly,Flower Cardian Peony with Butterfly,https://tcgplayer-cdn.tcgplayer.com/product/124712_200w.jpg,2,1849,https://cpt.tcgcsv.com/gV_,2016-12-09T13:23:14.85,1,0.19,0.55,1.3,0.44,,Unlimited,INOV-EN014,Common,DARK,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Peony with Butterfly"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, look at the top 3 cards of your opponent's Deck, then place them all on the top or bottom of the Deck in any order. Otherwise, send it to the Graveyard. When this card is used as Synchro Material, you can treat it and all other Synchro Materials (that have a Level) as Level 2 monsters.",Warrior,1000,1000
124713,Crystron Quan,Crystron Quan,https://tcgplayer-cdn.tcgplayer.com/product/124713_200w.jpg,2,1849,https://cpt.tcgcsv.com/hV_,2016-12-09T13:28:20.59,1,0.09,0.36,2.5,0.21,,1st Edition,INOV-EN015,Super Rare,WATER,Tuner/Effect Monster,"During your opponent's Main Phase or Battle Phase: You can Special Summon 1 non-Tuner monster from your hand, but it has its effects negated (if any), and if you do, immediately after this effect resolves, Synchro Summon 1 Machine-Type Synchro Monster using only that monster and this card (this is a Quick Effect). You can only use this effect of ""Crystron Quan"" once per turn.",Machine,500,500
124713,Crystron Quan,Crystron Quan,https://tcgplayer-cdn.tcgplayer.com/product/124713_200w.jpg,2,1849,https://cpt.tcgcsv.com/hV_,2016-12-09T13:28:20.59,1,0.08,0.3,1.97,0.2,,Unlimited,INOV-EN015,Super Rare,WATER,Tuner/Effect Monster,"During your opponent's Main Phase or Battle Phase: You can Special Summon 1 non-Tuner monster from your hand, but it has its effects negated (if any), and if you do, immediately after this effect resolves, Synchro Summon 1 Machine-Type Synchro Monster using only that monster and this card (this is a Quick Effect). You can only use this effect of ""Crystron Quan"" once per turn.",Machine,500,500
124714,Crystron Citree,Crystron Citree,https://tcgplayer-cdn.tcgplayer.com/product/124714_200w.jpg,2,1849,https://cpt.tcgcsv.com/jV_,2016-12-09T13:28:31.937,1,2.47,4.36,44.99,4.35,,1st Edition,INOV-EN016,Ultra Rare,WATER,Tuner/Effect Monster,"During your opponent's Main Phase or Battle Phase: You can target 1 non-Tuner monster in your Graveyard; Special Summon it, but it has its effects negated (if any), and if you do, immediately after this effect resolves, Synchro Summon 1 Machine-Type Synchro Monster using only that monster and this card (this is a Quick Effect). These Synchro Materials are banished instead of being sent to the Graveyard. You can only use this effect of ""Crystron Citree"" once per turn.",Machine,500,500
124714,Crystron Citree,Crystron Citree,https://tcgplayer-cdn.tcgplayer.com/product/124714_200w.jpg,2,1849,https://cpt.tcgcsv.com/jV_,2016-12-09T13:28:31.937,1,2.99,4.99,28.0,4.7,,Unlimited,INOV-EN016,Ultra Rare,WATER,Tuner/Effect Monster,"During your opponent's Main Phase or Battle Phase: You can target 1 non-Tuner monster in your Graveyard; Special Summon it, but it has its effects negated (if any), and if you do, immediately after this effect resolves, Synchro Summon 1 Machine-Type Synchro Monster using only that monster and this card (this is a Quick Effect). These Synchro Materials are banished instead of being sent to the Graveyard. You can only use this effect of ""Crystron Citree"" once per turn.",Machine,500,500
124715,Crystron Prasiortle,Crystron Prasiortle,https://tcgplayer-cdn.tcgplayer.com/product/124715_200w.jpg,2,1849,https://cpt.tcgcsv.com/kV_,2016-12-09T13:28:56.49,1,0.25,0.5,1.99,0.49,,1st Edition,INOV-EN017,Common,WATER,Effect Monster,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; Special Summon 1 ""Crystron"" monster from your hand. You can only use 1 ""Crystron Prasiortle"" effect per turn, and only once that turn.",Machine,500,2000
124715,Crystron Prasiortle,Crystron Prasiortle,https://tcgplayer-cdn.tcgplayer.com/product/124715_200w.jpg,2,1849,https://cpt.tcgcsv.com/kV_,2016-12-09T13:28:56.49,1,0.34,0.49,1.99,0.4,,Unlimited,INOV-EN017,Common,WATER,Effect Monster,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; Special Summon 1 ""Crystron"" monster from your hand. You can only use 1 ""Crystron Prasiortle"" effect per turn, and only once that turn.",Machine,500,2000
124716,Crystron Smiger,Crystron Smiger,https://tcgplayer-cdn.tcgplayer.com/product/124716_200w.jpg,2,1849,https://cpt.tcgcsv.com/lV_,2016-12-09T13:29:12.93,1,1.65,2.6,3.99,2.73,,Unlimited,INOV-EN018,Common,WATER,Effect Monster,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; add 1 ""Crystron"" Spell/Trap Card from your Deck to your hand. You can only use 1 ""Crystron Smiger"" effect per turn, and only once that turn.",Machine,1000,1800
124716,Crystron Smiger,Crystron Smiger,https://tcgplayer-cdn.tcgplayer.com/product/124716_200w.jpg,2,1849,https://cpt.tcgcsv.com/lV_,2016-12-09T13:29:12.93,1,0.11,2.41,12.3,2.11,1.88,1st Edition,INOV-EN018,Common,WATER,Effect Monster,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; add 1 ""Crystron"" Spell/Trap Card from your Deck to your hand. You can only use 1 ""Crystron Smiger"" effect per turn, and only once that turn.",Machine,1000,1800
124717,Crystron Thystvern,Crystron Thystvern,https://tcgplayer-cdn.tcgplayer.com/product/124717_200w.jpg,2,1849,https://cpt.tcgcsv.com/mV_,2016-12-09T13:37:41.813,1,0.15,0.97,2.0,1.05,0.79,Unlimited,INOV-EN019,Common,WATER,Effect Monster,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; add 1 ""Crystron"" monster from your Deck to your hand, except ""Crystron Thystvern"". You can only use 1 ""Crystron Thystvern"" effect per turn, and only once that turn.",Machine,1500,1500
124717,Crystron Thystvern,Crystron Thystvern,https://tcgplayer-cdn.tcgplayer.com/product/124717_200w.jpg,2,1849,https://cpt.tcgcsv.com/mV_,2016-12-09T13:37:41.813,1,0.12,0.79,1.99,0.43,0.83,1st Edition,INOV-EN019,Common,WATER,Effect Monster,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; add 1 ""Crystron"" monster from your Deck to your hand, except ""Crystron Thystvern"". You can only use 1 ""Crystron Thystvern"" effect per turn, and only once that turn.",Machine,1500,1500
124718,Crystron Rosenix,Crystron Rosenix,https://tcgplayer-cdn.tcgplayer.com/product/124718_200w.jpg,2,1849,https://cpt.tcgcsv.com/nV_,2016-12-09T13:37:53.62,1,0.06,0.3,1.99,0.28,,1st Edition,INOV-EN020,Common,WATER,Effect Monster,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; Special Summon 1 ""Crystron Token"" (Machine-Type/WATER/Level 1/ATK 0/DEF 0), but it cannot be Tributed. You can only use 1 ""Crystron Rosenix"" effect per turn, and only once that turn.",Machine,1800,1000
124718,Crystron Rosenix,Crystron Rosenix,https://tcgplayer-cdn.tcgplayer.com/product/124718_200w.jpg,2,1849,https://cpt.tcgcsv.com/nV_,2016-12-09T13:37:53.62,1,0.01,0.31,1.0,0.31,,Unlimited,INOV-EN020,Common,WATER,Effect Monster,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; Special Summon 1 ""Crystron Token"" (Machine-Type/WATER/Level 1/ATK 0/DEF 0), but it cannot be Tributed. You can only use 1 ""Crystron Rosenix"" effect per turn, and only once that turn.",Machine,1800,1000
124719,"True King Bahrastos, the Fathomer",True King Bahrastos the Fathomer,https://tcgplayer-cdn.tcgplayer.com/product/124719_200w.jpg,2,1849,https://cpt.tcgcsv.com/pV_,2016-12-09T13:38:09.02,1,1.29,2.47,4.3,2.01,,Unlimited,INOV-EN021,Ultra Rare,WATER,Effect Monster,"If this card is in your hand: You can destroy 2 other monsters in your hand and/or face-up on your field, including a WATER monster, and if you do, Special Summon this card, and if you do that, you can banish up to 2 Spell/Trap Cards from your opponent's field and/or Graveyard, if both the destroyed monsters were WATER. If this card is destroyed by card effect: You can Special Summon 1 non-WATER Wyrm-Type monster from your Deck in Defense Position. You can only use each effect of ""True King Bahrastos, the Fathomer"" once per turn.",Wyrm,1800,3000
