productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttribute,extCardType,extAttack,extDefense,extMonsterType,extUPC
32828,Field Barrier,Field Barrier,https://tcgplayer-cdn.tcgplayer.com/product/32828_200w.jpg,2,324,https://cpt.tcgcsv.com/B8h,2013-05-09T12:13:41.653,1,SDZW-EN028,Common,"Field Spell Cards cannot be destroyed. Also, a new Field Spell Card cannot be activated. You can only control 1 face-up ""Field Barrier"".",0.1,0.43,2.79,0.25,,1st Edition,SPELL,Normal Spell,0,0,,
32829,Gernia,Gernia,https://tcgplayer-cdn.tcgplayer.com/product/32829_200w.jpg,2,324,https://cpt.tcgcsv.com/C8h,2013-05-09T12:13:41.653,1,SDZW-EN004,Common,"If this face-up card is destroyed and sent to the Graveyard by an opponent's card effect, Special Summon it during your next Standby Phase.",0.02,0.3,1.34,0.37,,1st Edition,Dark,Effect Monster,1300,1200,Zombie,
32830,Getsu Fuhma,Getsu Fuhma,https://tcgplayer-cdn.tcgplayer.com/product/32830_200w.jpg,2,324,https://cpt.tcgcsv.com/D8h,2013-05-09T12:13:41.653,1,SDZW-EN010,Common,"If this card battles a Fiend or Zombie-Type monster, destroy that monster at the end of the Damage Step.",0.05,0.24,1.41,0.2,,1st Edition,Dark,Effect Monster,1700,1200,Warrior,
32832,Magical Arm Shield,Magical Arm Shield,https://tcgplayer-cdn.tcgplayer.com/product/32832_200w.jpg,2,324,https://cpt.tcgcsv.com/G8h,2013-05-09T12:13:41.653,1,SDZW-EN037,Common,"Activate only when your opponent declares an attack while you control a monster. Take control of 1 of your opponent's face-up monsters, except the attacking monster, until the end of the Battle Phase. It is attacked instead.",0.08,0.25,1.49,0.15,,1st Edition,TRAP,Normal Trap,0,0,,
32833,Magical Stone Excavation,Magical Stone Excavation,https://tcgplayer-cdn.tcgplayer.com/product/32833_200w.jpg,2,324,https://cpt.tcgcsv.com/H8h,2013-05-09T12:13:41.653,1,SDZW-EN020,Common,Discard 2 cards. Add 1 Spell Card from your Graveyard to your hand.,0.15,0.34,1.55,0.35,,1st Edition,SPELL,Normal Spell,0,0,,
32834,Malevolent Mech - Goku En,Malevolent Mech Goku En,https://tcgplayer-cdn.tcgplayer.com/product/32834_200w.jpg,2,324,https://cpt.tcgcsv.com/J8h,2017-08-18T13:56:41.617,1,SDZW-EN002,Common,"You can Normal Summon this card without Tributing. If you do, this card is sent to the Graveyard during the End Phase if it is the only Zombie-Type monster on the field. When it it sent to the Graveyard by this effect, you take damage equal to its ATK.",0.05,0.24,1.49,0.2,,1st Edition,LIGHT,Effect Monster,2400,1400,Zombie,
32835,Marionette Mite,Marionette Mite,https://tcgplayer-cdn.tcgplayer.com/product/32835_200w.jpg,2,324,https://cpt.tcgcsv.com/K8h,2013-05-09T12:13:41.653,1,SDZW-EN014,Common,You can discard this card to the Graveyard to take control of 1 face-up Fiend or Zombie-Type monster your opponent controls until the End Phase this turn.,0.07,0.49,4.0,0.27,,1st Edition,Dark,Effect Monster,1000,1000,Insect,
32836,Master Kyonshee,Master Kyonshee,https://tcgplayer-cdn.tcgplayer.com/product/32836_200w.jpg,2,324,https://cpt.tcgcsv.com/L8h,2013-05-09T12:13:41.653,1,SDZW-EN008,Common,,0.07,0.24,1.49,0.24,,1st Edition,Earth,Normal Monster,1750,1000,Zombie,
32837,Paladin of the Cursed Dragon,Paladin of the Cursed Dragon,https://tcgplayer-cdn.tcgplayer.com/product/32837_200w.jpg,2,324,https://cpt.tcgcsv.com/M8h,2013-05-09T12:13:41.653,1,SDZW-EN003,Common,"Once per turn, you can Special Summon 1 Level 4 or lower Zombie-Type monster that was destroyed by battle from your opponent's Graveyard to your side of the field.",0.2,0.46,2.0,0.53,,1st Edition,Light,Effect Monster,1900,1200,Zombie,
32838,Patrician of Darkness,Patrician of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/32838_200w.jpg,2,324,https://cpt.tcgcsv.com/N8h,2013-05-09T12:13:41.653,1,SDZW-EN005,Common,The controller of this card selects the targets of their opponent's attacks.,0.09,0.23,1.41,0.19,,1st Edition,Dark,Effect Monster,2000,1400,Zombie,
32839,Plague Wolf,Plague Wolf,https://tcgplayer-cdn.tcgplayer.com/product/32839_200w.jpg,2,324,https://cpt.tcgcsv.com/P8h,2013-05-09T12:13:41.653,1,SDZW-EN015,Common,"Once per turn, you can change this card's ATK to twice its original ATK. If you do, destroy it during the End Phase.",0.05,0.25,1.49,0.25,,1st Edition,Dark,Effect Monster,1000,1000,Zombie,
32840,Pot of Avarice,Pot of Avarice,https://tcgplayer-cdn.tcgplayer.com/product/32840_200w.jpg,2,324,https://cpt.tcgcsv.com/Q8h,2013-05-09T12:13:41.653,1,SDZW-EN026,Common,"Select 5 Monster Cards in your Graveyard. Return those cards to the Deck, then draw 2 cards.",0.59,1.0,5.02,0.88,,1st Edition,SPELL,Normal Spell,0,0,,
32841,Pyramid Turtle,Pyramid Turtle,https://tcgplayer-cdn.tcgplayer.com/product/32841_200w.jpg,2,324,https://cpt.tcgcsv.com/R8h,2013-05-09T12:13:41.653,1,SDZW-EN007,Common,"When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Zombie-Type monster with 2000 or less DEF from your Deck.",0.19,0.5,2.47,0.51,,1st Edition,Earth,Effect Monster,1200,1400,Zombie,
32842,Red-Eyes Zombie Dragon,Red Eyes Zombie Dragon,https://tcgplayer-cdn.tcgplayer.com/product/32842_200w.jpg,2,324,https://cpt.tcgcsv.com/S8h,2025-03-03T16:47:07.883,1,SDZW-EN001,Ultra Rare,"You can Tribute Summon this card in Attack Position by Tributing 1 Zombie-Type monster. When this card destroys a Zombie-Type monster by battle and sends it to the Graveyard, you can Special Summon that monster to your side of the field.",0.8,1.65,7.02,1.85,,1st Edition,DARK,Effect Monster,2400,2000,Zombie,
32843,Regenerating Mummy,Regenerating Mummy,https://tcgplayer-cdn.tcgplayer.com/product/32843_200w.jpg,2,324,https://cpt.tcgcsv.com/T8h,2013-05-09T12:13:41.653,1,SDZW-EN012,Common,"When this card is sent from your hand to the Graveyard by an opponent's card effect, return it to your hand.",0.06,0.21,1.49,0.2,,1st Edition,Dark,Effect Monster,1800,1500,Zombie,
32844,Ribbon of Rebirth,Ribbon of Rebirth,https://tcgplayer-cdn.tcgplayer.com/product/32844_200w.jpg,2,324,https://cpt.tcgcsv.com/V8h,2013-05-09T12:13:41.653,1,SDZW-EN030,Common,"If the equipped monster is destroyed by battle and sent to the Graveyard, Special Summon it to your side of the field during the End Phase.",0.05,0.22,1.41,0.22,,1st Edition,SPELL,Normal Spell,0,0,,
32845,Royal Keeper,Royal Keeper,https://tcgplayer-cdn.tcgplayer.com/product/32845_200w.jpg,2,324,https://cpt.tcgcsv.com/W8h,2013-05-09T12:13:41.653,1,SDZW-EN006,Common,"Once per turn, you can flip this card into face-down Defense Position. When this card is flipped face-up, it gains 300 ATK and DEF until the end of the turn. (If attacked, this effect resolves after damage calculation.)",0.08,0.23,1.42,0.21,,1st Edition,Earth,Effect Monster,1600,1700,Zombie,
32846,Ryu Kokki,Ryu Kokki,https://tcgplayer-cdn.tcgplayer.com/product/32846_200w.jpg,2,324,https://cpt.tcgcsv.com/X8h,2013-05-09T12:13:41.653,1,SDZW-EN011,Common,"If this card battles a Warrior or Spellcaster-Type monster, destroy that monster at the end of the Damage Step.",0.05,0.25,1.41,0.17,,1st Edition,Dark,Effect Monster,2400,2000,Zombie,
32847,Shrink,Shrink,https://tcgplayer-cdn.tcgplayer.com/product/32847_200w.jpg,2,324,https://cpt.tcgcsv.com/Z8h,2013-05-09T12:13:41.653,1,SDZW-EN027,Common,Select 1 face-up monster on the field. The original ATK of that monster is halved until the end of this turn.,0.07,0.25,1.7,0.16,,1st Edition,SPELL,Normal Spell,0,0,,
32848,Soul Taker,Soul Taker,https://tcgplayer-cdn.tcgplayer.com/product/32848_200w.jpg,2,324,https://cpt.tcgcsv.com/-8h,2013-05-09T12:13:41.653,1,SDZW-EN029,Common,"Destroy 1 face-up monster your opponent controls. Then, your opponent gains 1000 Life Points.",0.18,0.44,1.59,0.44,,1st Edition,SPELL,Normal Spell,0,0,,
32849,Spell Shattering Arrow,Spell Shattering Arrow,https://tcgplayer-cdn.tcgplayer.com/product/32849_200w.jpg,2,324,https://cpt.tcgcsv.com/_8h,2013-05-09T12:13:41.653,1,SDZW-EN018,Common,"Destroy all face-up Spell Cards your opponent controls. For each destroyed Spell Card, inflict 500 damage to your opponent.",0.1,0.26,1.49,0.24,,1st Edition,SPELL,Normal Spell,0,0,,
32850,Spirit Reaper,Spirit Reaper,https://tcgplayer-cdn.tcgplayer.com/product/32850_200w.jpg,2,324,https://cpt.tcgcsv.com/09h,2013-05-09T12:13:41.653,1,SDZW-EN009,Common,"This card cannot be destroyed by battle. Destroy this card when it is targeted by the effect of a Spell, Trap, or Effect Monster. If this card successfully attacks directly, your opponent randomly discards 1 card.",0.45,1.0,5.02,1.0,,1st Edition,Dark,Effect Monster,300,200,Zombie,
32851,Terraforming,Terraforming,https://tcgplayer-cdn.tcgplayer.com/product/32851_200w.jpg,2,324,https://cpt.tcgcsv.com/29h,2013-05-09T12:13:41.653,1,SDZW-EN025,Common,Add 1 Field Spell Card from your Deck to your hand.,0.1,0.33,1.49,0.33,,1st Edition,SPELL,Normal Spell,0,0,,
32852,Tutan Mask,Tutan Mask,https://tcgplayer-cdn.tcgplayer.com/product/32852_200w.jpg,2,324,https://cpt.tcgcsv.com/39h,2013-05-09T12:13:41.653,1,SDZW-EN035,Common,Negate the activation and the effect of a Spell or Trap Card that targets 1 face-up Zombie-Type monster and destroy it.,0.05,0.25,1.49,0.31,,1st Edition,TRAP,Normal Trap,0,0,,
32853,Waboku,Waboku,https://tcgplayer-cdn.tcgplayer.com/product/32853_200w.jpg,2,324,https://cpt.tcgcsv.com/59h,2013-05-09T12:13:41.653,1,SDZW-EN036,Common,You take no Battle Damage this turn. Your monsters cannot be destroyed by battle this turn.,0.15,0.5,1.99,0.67,,1st Edition,TRAP,Normal Trap,0,0,,
32854,Zombie Master,Zombie Master,https://tcgplayer-cdn.tcgplayer.com/product/32854_200w.jpg,2,324,https://cpt.tcgcsv.com/69h,2013-05-09T12:13:41.653,1,SDZW-EN016,Common,"Once per turn, you can send 1 Monster Card from your hand to the Graveyard to Special Summon 1 Level 4 or lower Zombie-Type Monster from either player's Graveyard.",0.18,0.5,2.81,0.42,,1st Edition,Dark,Effect Monster,1800,0,Zombie,
32855,Zombie World,Zombie World,https://tcgplayer-cdn.tcgplayer.com/product/32855_200w.jpg,2,324,https://cpt.tcgcsv.com/79h,2013-05-09T12:13:41.653,1,SDZW-EN017,Common,"All monsters on the field and in any Graveyard become Zombie-Type monsters. Neither player can Tribute Summon monsters, except Zombie-Type monsters.",0.29,0.74,7.55,0.75,,1st Edition,SPELL,Normal Spell,0,0,,
158877,Zombie World Structure Deck,Zombie World Structure Deck,https://tcgplayer-cdn.tcgplayer.com/product/158877_200w.jpg,2,324,https://cpt.tcgcsv.com/zzh2,2021-10-18T13:23:18.67,1,,,"Each Zombie World Structure Deck contains:
<br>
<br>1 Preconstructed Deck of 40 cards
<br>• 1 Ultra Rare
<br>• 39 Commons
<br>1 Rulebook
<br>1 Dueling Guide
<br>1 Playmat",39.99,40.0,50.0,39.99,,Normal,,,,,,053334624107
