productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extCounterplus,extAttribute,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
634481,Pedro,Pedro,https://tcgplayer-cdn.tcgplayer.com/product/634481_200w.jpg,68,24242,https://cpt.tcgcsv.com/FP57,2025-06-10T18:31:12.397,1,C,OP11-057,"If you have 4 or less cards in your hand, this Character gains [Blocker].<br>
<br>
<em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Blue,Character,1,1000,Minks,1000,Slash,0.1,0.45,2.99,0.38,,Normal
634482,Monkey.D.Luffy (058),MonkeyDLuffy 058,https://tcgplayer-cdn.tcgplayer.com/product/634482_200w.jpg,68,24242,https://cpt.tcgcsv.com/GP57,2025-06-10T18:31:24.36,1,UC,OP11-058,"If you have 5 or more cards in your hand, this Character cannot attack.<br>
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Blue,Character,5,7000,Straw Hat Crew,1000,Strike,0.96,1.79,3.99,1.22,,Normal
634483,Gum-Gum King Cobra,Gum Gum King Cobra,https://tcgplayer-cdn.tcgplayer.com/product/634483_200w.jpg,68,24242,https://cpt.tcgcsv.com/HP57,2025-06-10T18:31:33.187,1,C,OP11-059,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 4 or less cards in your hand, that card gains an additional +2000 power during this battle.<br>
<br>
[Trigger] Return up to 1 Character with a cost of 2 or less to the owner's hand.",Blue,Event,1,,Straw Hat Crew,,,0.25,0.5,11.3,0.4,,Normal
634484,Gum-Gum Jet Culverin,Gum Gum Jet Culverin,https://tcgplayer-cdn.tcgplayer.com/product/634484_200w.jpg,68,24242,https://cpt.tcgcsv.com/JP57,2025-06-10T18:31:41.86,1,UC,OP11-061,"[Main] Place up to 1 of your opponent's Characters with a base cost of 4 or less at the bottom of the owner's deck.<br>
<br>
[Trigger] Place up to 1 Character with a cost of 1 or less at the bottom of the owner's deck.",Blue,Event,3,,Straw Hat Crew,,,,,,,,
634485,Little Sadi,Little Sadi,https://tcgplayer-cdn.tcgplayer.com/product/634485_200w.jpg,68,24242,https://cpt.tcgcsv.com/KP57,2025-06-10T18:31:50.99,1,C,OP11-063,"[On Play] <strong>DON!! 1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>:</strong> If your Leader has the ""Impel Down"" type, rest up to 1 of your opponent's Characters with a cost of 3 or less.",Purple,Character,2,2000,Impel Down,2000,Wisdom,0.24,0.42,4.99,0.37,,Normal
634486,Saldeath,Saldeath,https://tcgplayer-cdn.tcgplayer.com/product/634486_200w.jpg,68,24242,https://cpt.tcgcsv.com/LP57,2025-06-10T18:32:00.393,1,C,OP11-064,,Purple,Character,6,8000,Impel Down,1000,Wisdom,0.1,0.3,2.5,0.25,,Normal
634487,Charlotte Anana,Charlotte Anana,https://tcgplayer-cdn.tcgplayer.com/product/634487_200w.jpg,68,24242,https://cpt.tcgcsv.com/MP57,2025-06-10T18:32:08.853,1,UC,OP11-065,"If you have a purple ""Big Mom Pirates"" type Character other than [Charlotte Anana], this Character gains [Blocker].<br>
<br>
<em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Purple,Character,1,1000,Big Mom Pirates,1000,Wisdom,3.99,6.0,6.31,3.8,,Normal
634488,Charlotte Daifuku,Charlotte Daifuku,https://tcgplayer-cdn.tcgplayer.com/product/634488_200w.jpg,68,24242,https://cpt.tcgcsv.com/NP57,2025-06-10T18:32:17.957,1,UC,OP11-068,,Purple,Character,6,7000,Big Mom Pirates,2000,Slash,0.94,1.6,18.99,1.46,,Normal
634489,Charlotte Mont-d'or,Charlotte Mont dor,https://tcgplayer-cdn.tcgplayer.com/product/634489_200w.jpg,68,24242,https://cpt.tcgcsv.com/PP57,2025-06-10T18:32:26.85,1,UC,OP11-072,"[Activate: Main] [Once Per Turn] <strong>DON!! 1, You may rest this Character:</strong> Your opponent places 2 cards from their trash at the bottom of their deck in any order. Then, add 1 card from the top of your Life cards to your hand.",Purple,Character,3,4000,Big Mom Pirates,2000,Special,2.97,3.53,12.0,4.7,,Normal
634490,Streusen,Streusen,https://tcgplayer-cdn.tcgplayer.com/product/634490_200w.jpg,68,24242,https://cpt.tcgcsv.com/QP57,2025-06-10T18:32:35.883,1,C,OP11-074,"[Activate: Main] [Once Per Turn] <strong>DON!! 1, You may rest this Character:</strong> Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, rest up to 1 of your opponent's Characters with a cost of 4 or less.",Purple,Character,3,3000,Big Mom Pirates,2000,Slash,1.57,2.47,11.3,2.37,,Normal
634491,Jaguar.D.Saul,JaguarDSaul,https://tcgplayer-cdn.tcgplayer.com/product/634491_200w.jpg,68,24242,https://cpt.tcgcsv.com/RP57,2025-06-10T18:32:49.89,1,C,OP11-075,"[On Play] If your Leader is [Nico Robin] and you have 7 or more DON!! cards on your field, draw 2 cards.<br>
<br>
[Trigger] Activate this card's [On Play] effect.",Purple,Character,6,6000,Giant;Former Navy;Ohara,,Strike,0.23,0.66,18.99,0.56,,Normal
634492,Hannyabal,Hannyabal,https://tcgplayer-cdn.tcgplayer.com/product/634492_200w.jpg,68,24242,https://cpt.tcgcsv.com/SP57,2025-06-10T18:33:00.027,1,C,OP11-076,"[Blocker]<br>
<br>
[On Play] If your Leader has the ""Impel Down"" type, play up to 1 ""Impel Down"" type Character card with a cost of 3 or less from your hand.",Purple,Character,5,5000,Impel Down,1000,Slash,0.1,0.55,11.3,0.56,,Normal
634493,Randolph,Randolph,https://tcgplayer-cdn.tcgplayer.com/product/634493_200w.jpg,68,24242,https://cpt.tcgcsv.com/TP57,2025-06-10T18:33:11.95,1,C,OP11-077,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, up to 1 of your ""Big Mom Pirates"" type Characters gains +2 cost until the end of your opponent's next turn.",Purple,Character,1,2000,Big Mom Pirates;Homies,1000,Slash,0.29,0.9,11.3,0.99,,Normal
634494,Decuplets,Decuplets,https://tcgplayer-cdn.tcgplayer.com/product/634494_200w.jpg,68,24242,https://cpt.tcgcsv.com/VP57,2025-06-10T18:33:24.017,1,UC,OP11-078,,Purple,Character,5,6000,Big Mom Pirates,2000,Wisdom,0.4,0.69,3.5,0.72,,Normal
634495,When Two Men Are Fighting the Last Thing I Need Is Some Half-Hearted Assistance!!!!,When Two Men Are Fighting the Last Thing I Need Is Some Half Hearted Assistance,https://tcgplayer-cdn.tcgplayer.com/product/634495_200w.jpg,68,24242,https://cpt.tcgcsv.com/WP57,2025-06-10T18:33:34.76,1,UC,OP11-079,"[Counter] Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, up to 1 of your Leader or Character cards gains +5000 power during this battle.<br>
<br>
[Trigger] Draw 1 card.",Purple,Event,1,,Big Mom Pirates,,,1.2,2.62,10.0,2.05,,Normal
634496,Cognac Mama-Mash,Cognac Mama Mash,https://tcgplayer-cdn.tcgplayer.com/product/634496_200w.jpg,68,24242,https://cpt.tcgcsv.com/XP57,2025-06-10T18:33:44.8,1,C,OP11-081,"[Main] Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, K.O. up to 1 of your opponent's Characters with a base cost of 8 or less.<br>
<br>
[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.",Purple,Event,6,,The Four Emperors;Big Mom Pirates,,,0.13,0.35,1.5,0.28,,Normal
634497,Kurozumi Orochi,Kurozumi Orochi,https://tcgplayer-cdn.tcgplayer.com/product/634497_200w.jpg,68,24242,https://cpt.tcgcsv.com/ZP57,2025-06-10T18:33:58.067,1,C,OP11-085,"[On Play] Add up to 1 ""SMILE"" type card with a cost of 5 or less from your trash to your hand.",Black,Character,3,4000,Land of Wano;Kurozumi Clan,1000,Wisdom,0.23,0.57,3.25,0.57,,Normal
634498,Coribou,Coribou,https://tcgplayer-cdn.tcgplayer.com/product/634498_200w.jpg,68,24242,https://cpt.tcgcsv.com/-P57,2025-06-10T18:34:16.327,1,C,OP11-086,"[On Play] Trash 1 card from your hand.<br>
<br>
[Activate: Main] <strong>You may trash this Character:</strong> Play up to 1 [Caribou] with a cost of 4 or less from your trash.",Black,Character,3,5000,Caribou Pirates,1000,Strike,0.1,0.25,3.75,0.16,,Normal
634499,Miss Sarahebi,Miss Sarahebi,https://tcgplayer-cdn.tcgplayer.com/product/634499_200w.jpg,68,24242,https://cpt.tcgcsv.com/_P57,2025-06-10T18:34:33.027,1,UC,OP11-087,,Black,Character,5,6000,Animal Kingdom Pirates;SMILE,2000,Wisdom,0.25,1.39,6.98,0.8,,Normal
634500,Shu,Shu,https://tcgplayer-cdn.tcgplayer.com/product/634500_200w.jpg,68,24242,https://cpt.tcgcsv.com/0Q57,2025-06-10T18:34:42.153,1,C,OP11-088,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em><br>
<br>
[Once Per Turn] This effect can be activated when your opponent's Character attacks. If that Character has the (Slash) attribute, this Character gains +5000 power during this battle.",Black,Character,4,5000,Navy,1000,Special,0.2,1.41,11.3,1.41,,Normal
634501,Black Maria,Black Maria,https://tcgplayer-cdn.tcgplayer.com/product/634501_200w.jpg,68,24242,https://cpt.tcgcsv.com/2Q57,2025-06-10T18:34:51.187,1,C,OP11-089,,Black,Character,5,7000,Animal Kingdom Pirates,1000,Special,0.3,0.57,5.99,0.53,,Normal
634502,Briscola,Briscola,https://tcgplayer-cdn.tcgplayer.com/product/634502_200w.jpg,68,24242,https://cpt.tcgcsv.com/3Q57,2025-06-10T18:35:01.697,1,C,OP11-090,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,2,2000,Animal Kingdom Pirates;SMILE,1000,Strike,0.06,0.5,15.0,0.39,,Normal
634503,Berry Good,Berry Good,https://tcgplayer-cdn.tcgplayer.com/product/634503_200w.jpg,68,24242,https://cpt.tcgcsv.com/5Q57,2025-06-10T18:35:12.71,1,UC,OP11-091,[On Play] Your opponent places 3 Events from their trash at the bottom of their deck in any order.,Black,Character,4,5000,Navy,2000,Special,9.96,11.0,12.3,2.53,,Normal
634504,Bogard,Bogard,https://tcgplayer-cdn.tcgplayer.com/product/634504_200w.jpg,68,24242,https://cpt.tcgcsv.com/6Q57,2025-06-10T18:35:24.557,1,UC,OP11-093,,Black,Character,6,7000,Navy,2000,Slash,0.97,1.49,9.99,1.4,,Normal
634505,Morgan,Morgan,https://tcgplayer-cdn.tcgplayer.com/product/634505_200w.jpg,68,24242,https://cpt.tcgcsv.com/7Q57,2025-06-10T18:35:36.34,1,C,OP11-094,,Black,Character,6,8000,Navy,1000,Slash,0.2,0.82,11.3,0.74,,Normal
634506,Ripper,Ripper,https://tcgplayer-cdn.tcgplayer.com/product/634506_200w.jpg,68,24242,https://cpt.tcgcsv.com/8Q57,2025-06-10T18:35:49.803,1,UC,OP11-096,"If you have a black ""Navy"" type Character other than [Ripper], this Character gains [Blocker].<br>
<br>
<em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,1,1000,Navy;East Blue,1000,Wisdom,5.55,5.99,15.54,5.67,,Normal
634507,After All These Years I'm Losing My Edge!!!,After All These Years Im Losing My Edge,https://tcgplayer-cdn.tcgplayer.com/product/634507_200w.jpg,68,24242,https://cpt.tcgcsv.com/9Q57,2025-06-10T18:36:01.473,1,UC,OP11-097,"[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this battle. Then, if you have 10 or more cards in your trash, add up to 1 black Character card with a cost of 3 or less from your trash to your hand.",Black,Event,1,,Navy,,,0.59,1.58,9.99,0.97,,Normal
634508,Blue Hole,Blue Hole,https://tcgplayer-cdn.tcgplayer.com/product/634508_200w.jpg,68,24242,https://cpt.tcgcsv.com/bQ57,2025-06-10T18:36:10.883,1,C,OP11-098,"[Main] <strong>You may trash 3 cards from the top of your deck:</strong> K.O. up to 1 of your opponent's Characters with a cost of 2 or less.<br>
<br>
[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.",Black,Event,3,,Navy,,,0.1,0.62,5.99,0.47,,Normal
634509,Otohime,Otohime,https://tcgplayer-cdn.tcgplayer.com/product/634509_200w.jpg,68,24242,https://cpt.tcgcsv.com/cQ57,2025-06-10T18:36:19.957,1,C,OP11-100,"[On Play] <strong>If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-down:</strong> Draw 1 card.",Yellow,Character,1,,Merfolk;Fish-Man Island,2000,Wisdom,0.35,0.75,3.99,0.66,,Normal
634510,Camie,Camie,https://tcgplayer-cdn.tcgplayer.com/product/634510_200w.jpg,68,24242,https://cpt.tcgcsv.com/dQ57,2025-06-10T18:36:30.057,1,UC,OP11-102,"[Your Turn] [Once Per Turn] This effect can be activated when your opponent activates an Event or [Trigger]. If your opponent has 2 or more Life cards, trash 1 card from the top of each of your and your opponent's Life cards.",Yellow,Character,1,1000,Merfolk;Fish-Man Island,2000,Wisdom,1.0,2.66,16.99,2.67,,Normal
