productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extLife,extPower,extSubtypes,extAttribute,extCost,extCounterplus
647691,Kouzuki Oden,Kouzuki Oden,https://tcgplayer-cdn.tcgplayer.com/product/647691_200w.jpg,68,24304,https://cpt.tcgcsv.com/R5c7,2025-09-05T04:16:27.387,1,1.62,2.25,5.0,2.08,,Foil,SR,ST22-005,"If this Character would be removed from the field by your opponent's effect, you may trash 2 cards from your hand instead.<br>
[Activate: Main] [Once Per Turn] <strong>You may rest 3 of your DON!! cards and return 1 of your Characters other than this Character to the owner's hand:</strong> Set this Character as active.",Blue,Character,,8000,Land of Wano;Kouzuki Clan;Whitebeard Pirates,Slash,7,
647692,Kouzuki Oden (Parallel),Kouzuki Oden Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647692_200w.jpg,68,24304,https://cpt.tcgcsv.com/S5c7,2025-09-05T04:16:27.387,1,11.11,14.89,39.99,12.22,,Foil,SR,ST22-005,"If this Character would be removed from the field by your opponent's effect, you may trash 2 cards from your hand instead.<br>
[Activate: Main] [Once Per Turn] <strong>You may rest 3 of your DON!! cards and return 1 of your Characters other than this Character to the owner's hand:</strong> Set this Character as active.",Blue,Character,,8000,Land of Wano;Kouzuki Clan;Whitebeard Pirates,Slash,7,
647693,Jozu,Jozu,https://tcgplayer-cdn.tcgplayer.com/product/647693_200w.jpg,68,24304,https://cpt.tcgcsv.com/T5c7,2025-09-05T04:16:27.387,1,0.01,0.12,1.33,0.1,,Normal,C,ST22-006,"[On Play] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", draw 2 cards and trash 1 card from your hand.",Blue,Character,,8000,Whitebeard Pirates,Strike,7,1000
647694,Jozu (Parallel),Jozu Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647694_200w.jpg,68,24304,https://cpt.tcgcsv.com/V5c7,2025-09-05T04:16:27.387,1,0.7,1.39,8.67,1.03,,Foil,C,ST22-006,"[On Play] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", draw 2 cards and trash 1 card from your hand.",Blue,Character,,8000,Whitebeard Pirates,Strike,7,1000
647695,Squard,Squard,https://tcgplayer-cdn.tcgplayer.com/product/647695_200w.jpg,68,24304,https://cpt.tcgcsv.com/W5c7,2025-09-05T04:16:27.387,1,0.13,0.25,1.44,0.19,,Normal,C,ST22-007,"[Activate: Main] [Once Per Turn] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Blue,Character,,2000,Whitebeard Pirates Allies,Slash,1,1000
647696,Squard (Parallel),Squard Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647696_200w.jpg,68,24304,https://cpt.tcgcsv.com/X5c7,2025-09-05T04:16:27.387,1,0.68,1.0,3.9,0.82,,Foil,C,ST22-007,"[Activate: Main] [Once Per Turn] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Blue,Character,,2000,Whitebeard Pirates Allies,Slash,1,1000
647697,Decalvan Brothers,Decalvan Brothers,https://tcgplayer-cdn.tcgplayer.com/product/647697_200w.jpg,68,24304,https://cpt.tcgcsv.com/Z5c7,2025-09-05T04:16:27.387,1,0.02,0.1,1.35,0.08,,Normal,C,ST22-008,,Blue,Character,,4000,Whitebeard Pirates Allies,Strike,2,1000
647698,Decalvan Brothers (Parallel),Decalvan Brothers Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647698_200w.jpg,68,24304,https://cpt.tcgcsv.com/-5c7,2025-09-05T04:16:27.387,1,0.15,0.5,2.21,0.28,,Foil,C,ST22-008,,Blue,Character,,4000,Whitebeard Pirates Allies,Strike,2,1000
647699,Vista,Vista,https://tcgplayer-cdn.tcgplayer.com/product/647699_200w.jpg,68,24304,https://cpt.tcgcsv.com/_5c7,2025-09-05T04:16:27.387,1,0.05,0.24,1.36,0.14,,Normal,C,ST22-009,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Blue,Character,,1000,Whitebeard Pirates,Slash,1,
647700,Vista (Parallel),Vista Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647700_200w.jpg,68,24304,https://cpt.tcgcsv.com/06c7,2025-09-05T04:16:27.387,1,1.75,2.94,5.0,2.12,,Foil,C,ST22-009,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Blue,Character,,1000,Whitebeard Pirates,Slash,1,
647701,Portgas.D.Ace,PortgasDAce,https://tcgplayer-cdn.tcgplayer.com/product/647701_200w.jpg,68,24304,https://cpt.tcgcsv.com/26c7,2025-09-05T04:16:27.387,1,0.15,0.25,1.46,0.21,,Normal,C,ST22-010,,Blue,Character,,6000,Whitebeard Pirates,Special,5,2000
647702,Portgas.D.Ace (Parallel),PortgasDAce Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647702_200w.jpg,68,24304,https://cpt.tcgcsv.com/36c7,2025-09-05T04:16:27.387,1,4.9,6.2,9.55,5.53,,Foil,C,ST22-010,,Blue,Character,,6000,Whitebeard Pirates,Special,5,2000
647703,Whitey Bay,Whitey Bay,https://tcgplayer-cdn.tcgplayer.com/product/647703_200w.jpg,68,24304,https://cpt.tcgcsv.com/56c7,2025-09-05T04:16:27.387,1,0.13,0.35,1.44,0.21,,Normal,C,ST22-011,"[Your Turn] [On Play] <strong<You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand:</strong> Up to 1 of your Leader with a type including ""Whitebeard Pirates"" gains +2000 power during this turn.",Blue,Character,,1000,Whitebeard Pirates,Slash,1,2000
647704,Whitey Bay (Parallel),Whitey Bay Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647704_200w.jpg,68,24304,https://cpt.tcgcsv.com/66c7,2025-09-05T04:16:27.387,1,2.68,3.62,7.0,3.14,,Foil,C,ST22-011,"[Your Turn] [On Play] <strong<You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand:</strong> Up to 1 of your Leader with a type including ""Whitebeard Pirates"" gains +2000 power during this turn.",Blue,Character,,1000,Whitebeard Pirates,Slash,1,2000
647705,Marco,Marco,https://tcgplayer-cdn.tcgplayer.com/product/647705_200w.jpg,68,24304,https://cpt.tcgcsv.com/76c7,2025-09-05T04:16:27.387,1,0.01,0.12,1.36,0.1,,Normal,C,ST22-012,"[Once Per Turn] If this Character would be K.O.'d by your opponent's effect, you may trash 1 card from your hand instead.<br>
[When Attacking] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", this Character gains +1000 power until the end of your opponent's next turn.",Blue,Character,,5000,Whitebeard Pirates,Special,4,1000
647706,Marco (Parallel),Marco Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647706_200w.jpg,68,24304,https://cpt.tcgcsv.com/86c7,2025-09-05T04:16:27.387,1,3.0,4.99,11.75,3.86,,Foil,C,ST22-012,"[Once Per Turn] If this Character would be K.O.'d by your opponent's effect, you may trash 1 card from your hand instead.<br>
[When Attacking] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", this Character gains +1000 power until the end of your opponent's next turn.",Blue,Character,,5000,Whitebeard Pirates,Special,4,1000
647707,LittleOars Jr.,LittleOars Jr,https://tcgplayer-cdn.tcgplayer.com/product/647707_200w.jpg,68,24304,https://cpt.tcgcsv.com/96c7,2025-09-05T04:16:27.387,1,0.02,0.1,1.33,0.08,,Normal,C,ST22-013,,Blue,Character,,7000,Giant;Whitebeard Pirates Allies,Strike,5,1000
647708,LittleOars Jr. (Parallel),LittleOars Jr Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647708_200w.jpg,68,24304,https://cpt.tcgcsv.com/b6c7,2025-09-05T04:16:27.387,1,0.44,0.75,6.49,0.52,,Foil,C,ST22-013,,Blue,Character,,7000,Giant;Whitebeard Pirates Allies,Strike,5,1000
647709,A.O.,AO,https://tcgplayer-cdn.tcgplayer.com/product/647709_200w.jpg,68,24304,https://cpt.tcgcsv.com/c6c7,2025-09-05T04:16:27.387,1,0.01,0.1,1.32,0.07,,Normal,C,ST22-014,,Blue,Character,,6000,Whitebeard Pirates Allies,Slash,4,1000
647710,A.O. (Parallel),AO Parallel,https://tcgplayer-cdn.tcgplayer.com/product/647710_200w.jpg,68,24304,https://cpt.tcgcsv.com/d6c7,2025-09-05T04:16:27.387,1,0.1,0.49,1.99,0.31,,Foil,C,ST22-014,,Blue,Character,,6000,Whitebeard Pirates Allies,Slash,4,1000
647711,I Am Whitebeard!!,I Am Whitebeard,https://tcgplayer-cdn.tcgplayer.com/product/647711_200w.jpg,68,24304,https://cpt.tcgcsv.com/f6c7,2025-09-05T04:16:27.387,1,0.15,0.36,1.51,0.27,,Normal,C,ST22-015,"[Main] If your Leader's type includes ""Whitebeard Pirates"", play up to 1 [Edward.Newgate] from your hand. Then, you may add 1 card from the top or bottom of your Life cards to your hand. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",Blue,Event,,,The Four Emperors;Whitebeard Pirates,,8,
647712,Take That Back!! Take Back What You Said!!,Take That Back Take Back What You Said,https://tcgplayer-cdn.tcgplayer.com/product/647712_200w.jpg,68,24304,https://cpt.tcgcsv.com/g6c7,2025-09-05T04:16:27.387,1,0.13,0.25,1.7,0.19,,Normal,C,ST22-016,"[Counter] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", up to 1 of your Leader or Character cards gains +4000 power during this battle.<br>
[Trigger] Draw 1 card.",Blue,Event,,,Whitebeard Pirates,,1,
647713,Fire Fist,Fire Fist,https://tcgplayer-cdn.tcgplayer.com/product/647713_200w.jpg,68,24304,https://cpt.tcgcsv.com/h6c7,2025-09-05T04:16:27.387,1,0.01,0.35,1.76,0.24,,Normal,C,ST22-017,"[Main] <strong>You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand:</strong> Draw 1 card. Then, place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.<br>
[Trigger] Return up to 1 Character with a cost of 3 or less to the owner's hand.",Blue,Event,,,Whitebeard Pirates,,5,
