productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extLife,extPower,extSubtypes,extAttribute,extCost,extCounterplus
543611,Shanks,Shanks,https://tcgplayer-cdn.tcgplayer.com/product/543611_200w.jpg,68,23349,https://cpt.tcgcsv.com/fsm6,2024-04-19T04:03:15.757,1,0.05,0.23,2.0,0.21,,Foil,C,ST13-009,"[On Play] <strong>You may turn 1 of your face-up Life cards face-down</strong>: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",Yellow,Character,,7000,The Four Emperors;Red-Haired Pirates,Slash,7,
543612,Portgas.D.Ace (010),PortgasDAce 010,https://tcgplayer-cdn.tcgplayer.com/product/543612_200w.jpg,68,23349,https://cpt.tcgcsv.com/gsm6,2024-04-19T04:03:15.757,1,0.11,0.3,2.25,0.24,,Foil,C,ST13-010,"[Activate: Main] <strong>You may trash this Character</strong>: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",Yellow,Character,,2000,Goa Kingdom,Strike,2,1000
543613,Portgas.D.Ace (011),PortgasDAce 011,https://tcgplayer-cdn.tcgplayer.com/product/543613_200w.jpg,68,23349,https://cpt.tcgcsv.com/hsm6,2024-04-19T04:03:15.757,1,3.89,5.49,15.0,4.89,,Foil,SR,ST13-011,"[On Play] If you have 2 or less Life cards, this Character gains [Rush].
<br>
<em>(This card can attack on the turn in which it is played.)</em>",Yellow,Character,,7000,Whitebeard Pirates,Special,5,
543614,Makino,Makino,https://tcgplayer-cdn.tcgplayer.com/product/543614_200w.jpg,68,23349,https://cpt.tcgcsv.com/jsm6,2024-04-19T04:03:15.757,1,0.05,0.25,2.0,0.24,,Foil,C,ST13-012,[On Play] <strong>You may add 1 card from the top or bottom of your Life cards to your hand</strong>: Look at all of your Life cards and place them back in your Life area in any order.,Yellow,Character,,0,Windmill Village,Wisdom,1,2000
543615,Monkey.D.Garp,MonkeyDGarp,https://tcgplayer-cdn.tcgplayer.com/product/543615_200w.jpg,68,23349,https://cpt.tcgcsv.com/ksm6,2024-04-19T04:03:15.757,1,1.0,2.5,8.0,1.61,,Foil,SR,ST13-013,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Yellow,Character,,2000,Navy,Strike,1,1000
543616,Monkey.D.Luffy (014),MonkeyDLuffy 014,https://tcgplayer-cdn.tcgplayer.com/product/543616_200w.jpg,68,23349,https://cpt.tcgcsv.com/lsm6,2024-04-19T04:03:15.757,1,0.15,0.5,2.0,0.5,,Foil,C,ST13-014,"[Activate:Main] <strong>You may trash this Character</strong>: Reveal 1 card from the top of your Life cards. If that card is a [Monkey.D.Luffy] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",Yellow,Character,,2000,Goa Kingdom,Strike,2,1000
543617,Monkey.D.Luffy (015),MonkeyDLuffy 015,https://tcgplayer-cdn.tcgplayer.com/product/543617_200w.jpg,68,23349,https://cpt.tcgcsv.com/msm6,2024-04-19T04:03:15.757,1,1.0,2.0,6.5,1.62,,Foil,SR,ST13-015,"[Activate:Main][Once Per Turn]This Character gains +2000 power until the start of your next turn. Then, if you have 1 or more Life cards, draw 1 card and trash 1 card from the top of your Life cards.",Yellow,Character,,6000,Straw Hat Crew;Supernovas,Strike,5,1000
543618,Yamato,Yamato,https://tcgplayer-cdn.tcgplayer.com/product/543618_200w.jpg,68,23349,https://cpt.tcgcsv.com/nsm6,2024-04-19T04:03:15.757,1,0.1,0.28,3.0,0.29,,Foil,C,ST13-016,"[Rush] <em>(This card can attack on the turn in which it is played.)</em>
<br>
[On Play] Look at all your Life cards; place 1 at the top of your deck and place the rest back in your Life area in any order.",Yellow,Character,,4000,Land of Wano,Strike,5,2000
543619,Flame Dragon King,Flame Dragon King,https://tcgplayer-cdn.tcgplayer.com/product/543619_200w.jpg,68,23349,https://cpt.tcgcsv.com/psm6,2024-04-19T04:03:15.757,1,0.4,0.8,5.0,0.67,,Foil,C,ST13-017,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, look at all your Life cards and place them back in your Life area in any order.
<br>
[Trigger] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.",Yellow,Event,,,Revolutionary Army;Dressrosa,,2,
543620,Gum-Gum Jet Spear,Gum Gum Jet Spear,https://tcgplayer-cdn.tcgplayer.com/product/543620_200w.jpg,68,23349,https://cpt.tcgcsv.com/qsm6,2024-04-19T04:03:15.757,1,0.03,0.2,2.0,0.14,,Foil,C,ST13-018,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 0 Life cards, draw 1 card.
<br>
[Trigger] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.",Yellow,Event,,,Straw Hat Crew;Punk Hazard,,1,
543621,The Three Brothers' Bond,The Three Brothers Bond,https://tcgplayer-cdn.tcgplayer.com/product/543621_200w.jpg,68,23349,https://cpt.tcgcsv.com/rsm6,2024-04-19T04:03:15.757,1,0.12,0.28,2.0,0.27,,Foil,C,ST13-019,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.
<br>
[Trigger] Activate this card's [Main] effect.",Yellow,Event,,,Goa Kingdom,,1,
543622,Sabo (001) (Parallel),Sabo 001 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543622_200w.jpg,68,23349,https://cpt.tcgcsv.com/ssm6,2024-04-19T04:03:15.757,1,8.0,9.41,50.0,8.69,,Foil,L,ST13-001,[DON!! x1][Activate: Main][Once Per Turn] <strong>You may add 1 of your Characters with a cost of 3 or more and 7000 power or more to the top of your Life cards face-up</strong>: Up to 1 of your Characters gains +2000 power until the start of your next turn.,Red;Yellow,Leader,4,5000,Revolutionary Army;Dressrosa,Special,,
543623,Portgas.D.Ace (002) (Parallel),PortgasDAce 002 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543623_200w.jpg,68,23349,https://cpt.tcgcsv.com/tsm6,2024-04-19T04:03:15.757,1,9.0,10.96,45.0,10.23,,Foil,L,ST13-002,"[DON!! x2][Activate: Main][Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.
<br>
[End of Your Turn] Trash all your face-up Life cards.",Blue;Yellow,Leader,4,5000,Whitebeard Pirates,Special,,
543624,Monkey.D.Luffy (003) (Parallel),MonkeyDLuffy 003 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543624_200w.jpg,68,23349,https://cpt.tcgcsv.com/vsm6,2024-04-19T04:03:15.757,1,10.07,21.53,127.5,14.47,,Foil,L,ST13-003,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.
<br>
[DON!! x2][Activate: Main][Once Per Turn]<strong>You may trash 1 card from your hand</strong>: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up.",Yellow,Leader,4,5000,Straw Hat Crew;Supernovas,Strike,,
543625,Edward.Newgate (Parallel),EdwardNewgate Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543625_200w.jpg,68,23349,https://cpt.tcgcsv.com/wsm6,2024-04-19T04:03:15.757,1,1.3,2.0,16.43,1.31,,Foil,C,ST13-004,"[On Play] Add 1 card from the top of your deck to the top of your Life cards. Then, look at all your Life cards; place 1 card at the top of your deck and place the rest back in your Life area in any order.",Yellow,Character,,7000,The Four Emperors;Whitebeard Pirates,Special,6,1000
543626,Emporio.Ivankov (Parallel),EmporioIvankov Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543626_200w.jpg,68,23349,https://cpt.tcgcsv.com/xsm6,2024-04-19T04:03:15.757,1,1.24,1.99,20.0,1.38,,Foil,R,ST13-005,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Play] <strong>You may trash 1 card from the top or bottom of your Life cards</strong>: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down.",Yellow,Character,,4000,Revolutionary Army,Special,3,1000
543627,Curly.Dadan (Parallel),CurlyDadan Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543627_200w.jpg,68,23349,https://cpt.tcgcsv.com/zsm6,2024-04-19T04:03:15.757,1,0.15,0.75,5.98,0.46,,Foil,C,ST13-006,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Play] Play up to 1 each of [Sabo], [Portgas.D.Ace], and [Monkey.D.Luffy] with a cost of 2 from your hand.",Yellow,Character,,4000,Mountain Bandits,Slash,5,1000
543628,Sabo (007) (Parallel),Sabo 007 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543628_200w.jpg,68,23349,https://cpt.tcgcsv.com/Bsm6,2024-04-19T04:03:15.757,1,3.76,5.35,21.0,4.94,,Foil,C,ST13-007,"[Activate: Main] <strong>You may trash this Character</strong>: Reveal 1 card from the top of your Life cards. If that card is a [Sabo] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",Yellow,Character,,2000,Goa Kingdom,Strike,2,1000
543629,Sabo (008) (Parallel),Sabo 008 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543629_200w.jpg,68,23349,https://cpt.tcgcsv.com/Csm6,2024-04-19T04:03:15.757,1,2.95,4.49,21.88,3.25,,Foil,SR,ST13-008,[On Play]<strong>You may trash 1 card from the top or bottom of your Life cards</strong>: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,Yellow,Character,,6000,Revolutionary Army;Dressrosa,Special,5,1000
543630,Shanks (Parallel),Shanks Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543630_200w.jpg,68,23349,https://cpt.tcgcsv.com/Dsm6,2024-04-19T04:03:15.757,1,1.99,2.75,16.5,2.2,,Foil,C,ST13-009,"[On Play] <strong>You may turn 1 of your face-up Life cards face-down</strong>: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",Yellow,Character,,7000,The Four Emperors;Red-Haired Pirates,Slash,7,
543631,Portgas.D.Ace (010) (Parallel),PortgasDAce 010 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543631_200w.jpg,68,23349,https://cpt.tcgcsv.com/Fsm6,2024-04-19T04:03:15.757,1,6.96,9.58,26.25,7.92,,Foil,C,ST13-010,"[Activate: Main] <strong>You may trash this Character</strong>: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",Yellow,Character,,2000,Goa Kingdom,Strike,2,1000
543632,Portgas.D.Ace (011) (Parallel),PortgasDAce 011 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543632_200w.jpg,68,23349,https://cpt.tcgcsv.com/Gsm6,2024-04-19T04:03:15.757,1,13.46,17.0,44.0,15.61,,Foil,SR,ST13-011,"[On Play] If you have 2 or less Life cards, this Character gains [Rush].
<br>
<em>(This card can attack on the turn in which it is played.)</em>",Yellow,Character,,7000,Whitebeard Pirates,Special,5,
543633,Makino (Parallel),Makino Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543633_200w.jpg,68,23349,https://cpt.tcgcsv.com/Hsm6,2024-04-19T04:03:15.757,1,0.88,1.5,8.0,1.25,,Foil,C,ST13-012,[On Play] <strong>You may add 1 card from the top or bottom of your Life cards to your hand</strong>: Look at all of your Life cards and place them back in your Life area in any order.,Yellow,Character,,0,Windmill Village,Wisdom,1,2000
543634,Monkey.D.Garp (Parallel),MonkeyDGarp Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543634_200w.jpg,68,23349,https://cpt.tcgcsv.com/Jsm6,2024-04-19T04:03:15.757,1,10.64,13.29,22.0,11.6,,Foil,SR,ST13-013,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Yellow,Character,,2000,Navy,Strike,1,1000
543635,Monkey.D.Luffy (014) (Parallel),MonkeyDLuffy 014 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543635_200w.jpg,68,23349,https://cpt.tcgcsv.com/Ksm6,2024-04-19T04:03:15.757,1,6.0,8.91,22.94,7.71,,Foil,C,ST13-014,"[Activate:Main] <strong>You may trash this Character</strong>: Reveal 1 card from the top of your Life cards. If that card is a [Monkey.D.Luffy] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",Yellow,Character,,2000,Goa Kingdom,Strike,2,1000
543636,Monkey.D.Luffy (015) (Parallel),MonkeyDLuffy 015 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543636_200w.jpg,68,23349,https://cpt.tcgcsv.com/Lsm6,2024-04-19T04:03:15.757,1,9.0,11.63,70.0,9.29,,Foil,SR,ST13-015,"[Activate:Main][Once Per Turn]This Character gains +2000 power until the start of your next turn. Then, if you have 1 or more Life cards, draw 1 card and trash 1 card from the top of your Life cards.",Yellow,Character,,6000,Straw Hat Crew;Supernovas,Strike,5,1000
543637,Yamato (Parallel),Yamato Parallel,https://tcgplayer-cdn.tcgplayer.com/product/543637_200w.jpg,68,23349,https://cpt.tcgcsv.com/Msm6,2024-04-19T04:03:15.757,1,3.67,7.5,26.25,4.88,,Foil,C,ST13-016,"[Rush] <em>(This card can attack on the turn in which it is played.)</em>
<br>
[On Play] Look at all your Life cards; place 1 at the top of your deck and place the rest back in your Life area in any order.",Yellow,Character,,4000,Land of Wano,Strike,5,2000
