groupId,name,abbreviation,isSupplemental,publishedOn,modifiedOn,categoryId
23768,Structure Deck: Blue-Eyes White Destiny,SDWD,False,2025-02-14T00:00:00,2025-09-08T19:17:59.903,2
23758,Supreme Darkness,SUDA,False,2025-01-24T00:00:00,2025-09-24T20:55:58.623,2
23652,Speed Duel: Battle City Finals,SBC2,False,2024-12-13T00:00:00,2025-08-04T19:25:31.777,2
23653,Crossover Breakers,CRBR,False,2024-12-06T00:00:00,2025-10-02T11:47:46.787,2
23656,Quarter Century Bonanza,,False,2024-11-08T00:00:00,2025-10-02T18:31:39.517,2
23657,OTS Tournament Pack 26,OP26,False,2024-10-16T00:00:00,2025-04-21T20:02:52.633,2
23539,Rage of the Abyss,ROTA,False,2024-10-11T00:00:00,2025-08-28T19:03:49.177,2
23481,25th Anniversary Tin: Dueling Mirrors,,False,2024-09-20T00:00:00,2025-09-26T16:20:54.737,2
23592,Retro Pack (2020 Date Reprint),RP01,False,2024-08-23T00:00:00,2025-09-02T16:59:21.533,2
23579,Light of Destruction (2020 Date Reprint),LODT,False,2024-08-08T00:00:00,2025-05-15T19:26:15.523,2
23458,The Infinite Forbidden,INFO,False,2024-07-19T00:00:00,2025-06-06T18:58:57.38,2
23441,Battles of Legend: Terminal Revenge,BLTR,False,2024-06-21T00:00:00,2025-05-13T13:07:15.377,2
23535,OTS Tournament Pack 25,OP25,False,2024-06-12T00:00:00,2025-09-05T16:59:36.927,2
24012,Structure Deck: Realm of Light (2020 Date Reprint),SDLI,False,2024-06-07T00:00:00,2024-12-27T16:33:55.727,2
23416,25th Anniversary Rarity Collection II,RA02,False,2024-05-24T00:00:00,2025-03-14T14:02:38.183,2
23383,Legacy of Destruction,LEDE,False,2024-04-26T00:00:00,2025-06-18T19:06:55.363,2
23484,Speed Duel: Tournament Pack 7,STP7,False,2024-04-03T00:00:00,2025-01-10T15:23:46.55,2
23366,25th Anniversary Ultimate Kaiba Set,KC01,False,2024-03-29T00:00:00,2025-09-22T22:34:35.76,2
23355,Speed Duel GX: Midterm Destruction,SGX4,False,2024-03-29T00:00:00,2024-09-23T14:47:57.617,2
23469,Legendary Decks II (2024 Reprint),LDK2,False,2024-03-15T00:00:00,2024-04-08T18:57:40.14,2
23314,Battles of Legend: Chapter 1,BLC1,False,2024-02-23T00:00:00,2025-08-27T00:48:03.693,2
23427,OTS Tournament Pack 24,OP24,False,2024-02-14T00:00:00,2024-04-15T12:03:55.903,2
23321,Phantom Nightmare,PHNI,False,2024-02-09T00:00:00,2025-09-26T16:22:58.84,2
23269,2-Player Starter Set,TPSS,False,2024-01-26T00:00:00,2025-05-02T20:39:50.783,2
23315,Maze of Millennia,MZMI,False,2024-01-19T00:00:00,2025-04-23T12:37:03.67,2
23310,Structure Deck: Fire Kings,SR14,False,2023-12-08T00:00:00,2025-05-10T00:28:19.96,2
23284,Valiant Smashers,VASM,False,2023-11-17T00:00:00,2025-05-15T20:48:38.49,2
23233,25th Anniversary Rarity Collection,RA01,False,2023-11-03T00:00:00,2025-03-07T14:40:14.45,2
23334,OTS Tournament Pack 23,OP23,False,2023-10-25T00:00:00,2025-09-05T16:37:19.557,2
23231,Age of Overlord,AGOV,False,2023-10-20T00:00:00,2025-06-18T19:05:15.643,2
23207,Structure Deck: The Crimson King,SDCK,False,2023-09-22T00:00:00,2025-03-09T01:56:58.207,2
23110,25th Anniversary Tin: Dueling Heroes,TN23,False,2023-09-08T00:00:00,2025-06-06T14:30:50.907,2
23291,25th Anniversary Tin: Dueling Heroes Mega Pack,MP23,True,2023-09-08T00:00:00,2025-08-14T14:53:35.833,2
23292,Speed Duel: Tournament Pack 6,STP6,False,2023-09-06T00:00:00,2025-02-28T18:58:02.477,2
23068,The Pot Collection,TBC1,False,2023-09-01T00:00:00,2023-12-11T15:55:14.37,2
23073,Speed Duel: Streets of Battle City,SBC1,False,2023-08-25T00:00:00,2024-11-23T04:30:21.86,2
23111,Legendary Duelists: Soulburning Volcano,LD10,False,2023-08-11T00:00:00,2024-11-28T06:31:09.463,2
23086,Duelist Nexus,DUNE,False,2023-07-28T00:00:00,2025-06-05T14:21:45.24,2
23260,OTS Tournament Pack 22,OP22,False,2023-07-19T00:00:00,2025-01-29T23:10:24.02,2
23031,Battles of Legend: Monstrous Revenge,BLMR,False,2023-06-23T00:00:00,2025-06-08T13:27:24,2
22955,Wild Survivors,WISU,False,2023-06-02T00:00:00,2025-05-15T20:50:16.553,2
22896,Cyberstorm Access,CYAC,False,2023-05-05T00:00:00,2025-01-17T03:02:59.08,2
23055,Dark Crisis (25th Anniversary Edition),DCR-EN,False,2023-04-21T00:00:00,2024-10-22T15:23:52.623,2
23056,Invasion of Chaos (25th Anniversary Edition),IOC-EN,False,2023-04-21T00:00:00,2025-05-16T04:23:52.54,2
23050,Legend of Blue Eyes White Dragon (25th Anniversary Edition),LOB-EN,False,2023-04-21T00:00:00,2025-05-17T00:53:58.67,2
22895,Legendary Collection: 25th Anniversary Edition,LC01,False,2023-04-21T00:00:00,2025-06-05T09:43:35.97,2
23052,Metal Raiders (25th Anniversary Edition),MRD-EN,False,2023-04-21T00:00:00,2025-06-11T16:04:09.117,2
23054,Pharaoh's Servant (25th Anniversary Edition),PSV-EN,False,2023-04-21T00:00:00,2025-07-22T13:07:13.033,2
23053,Spell Ruler (25th Anniversary Edition),SRL-EN,False,2023-04-21T00:00:00,2025-09-29T23:24:18.643,2
17700,Speed Duel GX: Duelists of Shadows,SGX3,False,2023-03-31T00:00:00,2025-01-06T13:22:58.23,2
17701,Maze of Memories,MAZE,False,2023-03-10T00:00:00,2025-07-01T19:27:09.137,2
23058,Speed Duel: Tournament Pack 5,STP5,False,2023-03-08T00:00:00,2025-02-28T19:04:13.173,2
17682,Structure Deck: Beware of Traptrix,SDBT,False,2023-02-24T00:00:00,2025-02-07T11:22:17.41,2
17680,Photon Hypernova,PHHY,False,2023-02-10T00:00:00,2025-09-26T15:26:30.427,2
22936,OTS Tournament Pack 21,OP21,False,2023-02-08T00:00:00,2025-01-06T12:22:18.813,2
17663,Amazing Defenders,AMDE,False,2023-01-20T00:00:00,2025-09-05T17:59:45.923,2
3156,Structure Deck: Dark World,SR13,False,2022-12-02T00:00:00,2022-11-22T15:53:39.01,2
23648,Structure Deck: Saga of Blue Eyes White Dragon (2020 Date Reprint),SDBE,False,2022-11-24T00:00:00,2024-09-13T16:09:38.69,2
3155,Battles of Legend: Crystal Revenge,BLCR,False,2022-11-18T00:00:00,2024-11-23T10:16:01.883,2
3154,Magnificent Mavens,MAMA,False,2022-11-04T00:00:00,2025-07-01T19:38:57.503,2
17657,OTS Tournament Pack 20,OP20,False,2022-10-26T00:00:00,2025-09-09T15:34:20.41,2
3111,Darkwing Blast,DABL,False,2022-10-21T00:00:00,2025-05-17T17:04:51.133,2
3098,Speed Duel GX: Midterm Paradox,SGX2,False,2022-10-07T00:00:00,2024-09-15T20:25:44.547,2
3096,Structure Deck: Legend of the Crystal Beasts,SDCB,False,2022-09-30T00:00:00,2025-04-28T21:44:01.117,2
3180,Speed Duel: Tournament Pack 4,STP4,False,2022-09-28T00:00:00,2022-09-29T13:25:48.87,2
3101,2022 Tin of the Pharaoh's Gods,MP22,False,2022-09-16T00:00:00,2025-05-19T16:37:07.17,2
3066,Tactical Masters,TAMA,False,2022-08-26T00:00:00,2025-05-22T01:42:15.827,2
3104,Power of the Elements,POTE,False,2022-08-05T00:00:00,2025-06-05T14:19:46.83,2
3076,Legendary Duelists: Season 3,LDS3,False,2022-07-22T00:00:00,2025-05-09T02:52:40.757,2
3013,Legendary Duelists: Duels From the Deep,LED9,False,2022-06-17T00:00:00,2025-08-11T16:27:33.327,2
3073,OTS Tournament Pack 19,OP19,False,2022-06-15T00:00:00,2025-06-18T17:48:13.377,2
3029,Dimension Force,DIFO,False,2022-05-20T00:00:00,2025-09-23T23:58:12.28,2
3011,Ghosts From the Past: The 2nd Haunting,GFP2,False,2022-05-06T00:00:00,2025-07-03T22:54:23.043,2
2961,Structure Deck: Albaz Strike,SDAZ,False,2022-04-15T00:00:00,2025-05-13T13:08:31.257,2
2970,Speed Duel GX: Duel Academy Box,,False,2022-04-01T00:00:00,2024-08-19T15:41:38.823,2
3050,Speed Duel: Tournament Pack 3,STP3,False,2022-03-30T00:00:00,2023-05-21T15:17:06.56,2
2941,Hidden Arsenal: Chapter 1,HAC1,False,2022-03-11T00:00:00,2025-05-06T19:42:15.13,2
3000,OTS Tournament Pack 18,OP18,False,2022-02-23T00:00:00,2023-08-07T13:06:59.463,2
2969,Battle of Chaos,BACH,False,2022-02-11T00:00:00,2025-03-13T08:32:30.737,2
2964,The Grand Creators,GRCR,False,2022-01-28T00:00:00,2025-05-28T08:41:46.963,2
2896,Maximum Gold: El Dorado,MGED,False,2021-11-19T00:00:00,2025-06-07T04:11:30.433,2
2829,Legendary Duelists: Synchro Storm,LED8,False,2021-11-05T00:00:00,2024-08-12T19:54:44.243,2
2879,Burst of Destiny,BODE,False,2021-10-22T00:00:00,2025-07-07T20:24:24.297,2
2934,OTS Tournament Pack 17,OP17,False,2021-10-13T00:00:00,2025-01-26T13:15:18.797,2
2830,Structure Deck: Cyber Strike,SDCS,False,2021-10-08T00:00:00,2025-05-15T20:22:59.287,2
2847,2021 Tin of Ancient Battles,MP21,False,2021-10-01T00:00:00,2025-06-24T20:24:01.363,2
2877,Brothers of Legend,BROL,False,2021-10-01T00:00:00,2025-06-18T20:53:29.13,2
2843,Dawn of Majesty,DAMA,False,2021-08-13T00:00:00,2025-09-05T21:53:07.113,2
2808,King's Court,KICO,False,2021-07-09T00:00:00,2025-04-22T14:45:47.3,2
24189,King of Games: Yugi's Legendary Decks (2020 Date Reprint),YGLD,False,2021-06-17T00:00:00,2025-01-31T15:13:38.347,2
2850,OTS Tournament Pack 16,OP16,True,2021-06-12T00:00:00,2025-05-15T19:36:15.807,2
2810,Egyptian God Deck: Obelisk the Tormentor,EGO1,False,2021-06-11T00:00:00,2025-09-05T22:34:20.483,2
2811,Egyptian God Deck: Slifer the Sky Dragon,EGS1,False,2021-06-11T00:00:00,2025-04-07T04:38:53.413,2
2779,Lightning Overdrive,LIOV,False,2021-06-04T00:00:00,2024-11-25T16:55:18.03,2
2767,Ancient Guardians,ANGU,False,2021-04-30T00:00:00,2025-06-07T04:11:40.99,2
2752,Ghosts From the Past,GFTP,False,2021-03-26T00:00:00,2025-05-08T10:14:14.08,2
2751,Structure Deck: Freezing Chains,SDFC,False,2021-02-19T00:00:00,2025-05-15T20:24:18.177,2
2790,OTS Tournament Pack 15,OP15,True,2021-02-17T00:00:00,2025-01-06T13:20:57.237,2
2749,Blazing Vortex,BLVO,False,2021-02-05T00:00:00,2025-05-22T01:42:25.53,2
2743,Legendary Duelists: Season 2,LDS2,False,2021-01-22T00:00:00,2025-08-14T18:13:06.61,2
2679,Genesis Impact,GEIM,False,2020-12-04T00:00:00,2025-07-24T20:16:22.477,2
2700,Speed Duel: Battle City Box,SBCB,False,2020-11-20T00:00:00,2025-05-15T20:14:58.677,2
2695,Structure Deck: Spirit Charmers,SDCH,False,2020-11-20T00:00:00,2025-05-15T20:30:25.243,2
2694,Phantom Rage,PHRA,False,2020-11-06T00:00:00,2025-05-15T19:39:38.407,2
2693,Maximum Gold,MAGO,False,2020-10-09T00:00:00,2025-07-07T20:19:28.8,2
2723,OTS Tournament Pack 14,OP14,False,2020-10-09T00:00:00,2025-05-15T19:35:59.14,2
2690,Legendary Duelists: Rage of Ra,LED7,False,2020-09-25T00:00:00,2025-09-05T20:42:26.193,2
2718,Miscellaneous Promotional Cards,MISC,False,2020-09-22T00:00:00,2025-08-11T18:39:00.097,2
2689,Dragons of Legend: The Complete Series,DLCS,False,2020-09-11T00:00:00,2024-12-01T10:52:32.507,2
2680,2020 Tin of Lost Memories,MP20,False,2020-08-28T00:00:00,2025-05-20T20:53:33.963,2
2674,Rise of the Duelist,ROTD,False,2020-08-07T00:00:00,2025-05-15T20:05:17.697,2
2660,Battles of Legend: Armageddon,BLAR,False,2020-07-24T00:00:00,2025-05-05T08:50:28.043,2
2659,Structure Deck: Sacred Beasts,SDSA,False,2020-07-10T00:00:00,2025-05-15T20:28:56.183,2
2658,Legendary Duelists: Season 1,LDS1,True,2020-07-03T00:00:00,2025-09-05T22:12:22.96,2
2652,Toon Chaos,TOCH,False,2020-06-19T00:00:00,2025-05-31T05:31:43.223,2
2672,OTS Tournament Pack 13,OP13,False,2020-06-15T00:00:00,2025-05-15T19:35:16.063,2
2637,Speed Duel Decks: Match of the Millennium,SS04,False,2020-05-15T00:00:00,2025-05-18T04:34:22.897,2
2638,Speed Duel Decks: Twisted Nightmares,SS05,False,2020-05-15T00:00:00,2021-12-17T18:20:49.233,2
2625,Eternity Code,ETCO,False,2020-05-01T00:00:00,2025-05-18T09:22:10.543,2
2617,Structure Deck: Mechanized Madness,SR10,False,2020-04-17T00:00:00,2025-05-21T09:29:59.393,2
2613,Secret Slayers,SESL,False,2020-04-03T00:00:00,2025-05-15T20:10:14.877,2
2610,Duel Overload,DUOV,False,2020-03-20T00:00:00,2025-04-07T07:50:15.353,2
2591,Structure Deck: Shaddoll Showdown,SDSH,False,2020-02-14T00:00:00,2025-05-15T20:29:20.507,2
2578,Ignition Assault,IGAS,False,2020-01-31T00:00:00,2025-05-04T03:03:32.577,2
2577,The Dark Side of Dimensions Movie Pack: Secret Edition,MVP1-ENS,True,2020-01-24T00:00:00,2025-05-15T20:37:27.123,2
2567,Legendary Duelists: Magical Hero,LED6,False,2020-01-17T00:00:00,2025-08-26T15:33:44.327,2
23225,Speed Duel Demo Deck 2020,DEM6,False,2020-01-01T00:00:00,2023-06-13T13:59:52.923,2
2514,Speed Duel: Trials of the Kingdom,SBTK,True,2019-12-06T00:00:00,2025-05-15T20:15:34.437,2
2582,OTS Tournament Pack 12,OP12,True,2019-12-05T00:00:00,2025-05-15T19:34:53.103,2
2528,Mystic Fighters,MYFI,False,2019-11-22T00:00:00,2025-01-04T20:04:18.117,2
2527,Chaos Impact,CHIM,False,2019-10-25T00:00:00,2025-05-07T12:19:32.447,2
2505,Duel Devastator,DUDE,True,2019-10-11T00:00:00,2025-07-07T20:22:26.48,2
2559,Speed Duel: Tournament Pack 2,STP2,True,2019-10-10T00:00:00,2021-07-19T18:01:27.667,2
2518,Advent Calendar 2019,AC19,False,2019-09-27T00:00:00,2025-01-05T19:20:26.477,2
2519,Legendary Duelists: Immortal Destiny,LED5,True,2019-09-27T00:00:00,2025-02-14T07:03:06.1,2
2488,2019 Gold Sarcophagus Tin,CT16,False,2019-08-30T00:00:00,2025-03-10T10:30:26.597,2
2489,2019 Gold Sarcophagus Tin Mega Pack,MP19,True,2019-08-30T00:00:00,2025-06-18T19:07:30.097,2
2471,Fists of the Gadgets,FIGA,False,2019-08-23T00:00:00,2024-07-26T18:49:16.63,2
2470,Structure Deck: Rokket Revolt,SDRR,False,2019-08-16T00:00:00,2025-05-15T20:28:31.567,2
2512,OTS Tournament Pack 11,OP11,False,2019-08-15T00:00:00,2025-05-15T19:34:30.01,2
2469,Speed Duel Decks: Ultimate Predators,SS03,False,2019-08-02T00:00:00,2024-12-10T05:26:27.32,2
2468,Speed Duel: Scars of Battle,SBSC,False,2019-08-02T00:00:00,2024-11-17T16:08:25.137,2
2561,Event Pack Speed Duel,EVSD,True,2019-08-02T00:00:00,2025-06-18T15:20:04.463,2
2462,Rising Rampage,RIRA,False,2019-07-26T00:00:00,2025-05-15T20:06:14.437,2
2459,Battles of Legend: Hero's Revenge,BLHR,False,2019-07-12T00:00:00,2025-09-05T21:54:01.517,2
2681,Speed Duel Demo Deck,DEM5,False,2019-06-08T00:00:00,2023-01-10T12:34:06.49,2
2425,Speed Duel: Attack from the Deep,SBAD,False,2019-05-29T00:00:00,2022-04-22T12:45:50.47,2
2421,Dark Neostorm,DANE,False,2019-05-03T00:00:00,2025-05-03T15:28:17.423,2
2401,Structure Deck: Order of the Spellcasters,SR08,False,2019-04-19T00:00:00,2025-09-02T20:28:32.29,2
2445,OTS Tournament Pack 10,OP10,True,2019-04-19T00:00:00,2025-05-15T19:34:13.067,2
2446,Speed Duel: Tournament Pack 1,STP1,True,2019-04-18T00:00:00,2023-02-28T16:32:24.557,2
2400,Duel Power,DUPO,False,2019-04-05T00:00:00,2025-07-07T20:17:31.75,2
2399,Speed Duel: Arena of Lost Souls,SBLS,True,2019-03-29T00:00:00,2020-11-17T19:44:45.943,2
2398,The Infinity Chasers,INCH,False,2019-03-22T00:00:00,2025-06-18T19:06:10.887,2
2389,Structure Deck: Soulburner,SDSB,False,2019-02-15T00:00:00,2025-05-15T20:29:46.203,2
2380,Savage Strike,SAST,False,2019-02-01T00:00:00,2025-05-15T20:08:13.67,2
2372,Speed Duel Decks: Destiny Masters,SS01,False,2019-01-25T00:00:00,2023-12-24T23:01:03.98,2
2371,Speed Duel Decks: Duelists of Tomorrow,SS02,False,2019-01-25T00:00:00,2021-04-08T15:24:16.26,2
2365,Legendary Duelists: Sisters of the Rose,LED4,False,2019-01-11T00:00:00,2025-06-04T10:16:48.303,2
2443,Yu-Gi-Oh! Day Promos,YDPR,False,2019-01-01T00:00:00,2025-07-02T14:06:12.147,2
2378,OTS Tournament Pack 9,OP09,True,2018-12-08T00:00:00,2025-05-15T19:33:53.607,2
2343,Hidden Summoners,HISU,False,2018-11-16T00:00:00,2025-03-28T05:08:09.877,2
2337,Advent Calendar 2018,AC18,True,2018-11-08T00:00:00,2024-07-26T15:12:00.077,2
2339,Structure Deck: Zombie Horde,SR07,False,2018-11-02T00:00:00,2025-09-05T20:55:32.207,2
2327,Soul Fusion,SOFU,False,2018-10-19T00:00:00,2025-05-27T03:34:10.85,2
2336,Legendary Hero Decks,LDK4,True,2018-10-12T00:00:00,2025-09-20T00:30:49.05,2
2300,Legendary Duelists: White Dragon Abyss,LED3,True,2018-09-28T00:00:00,2025-09-16T17:01:35.407,2
2322,The Dark Side of Dimensions Movie Pack: Special Edition,MVP1-SE,True,2018-09-07T00:00:00,2024-01-14T09:05:53.777,2
2284,2018 Mega-Tins,CT15,True,2018-08-31T00:00:00,2025-06-18T19:05:46.013,2
2317,2018 Mega-Tins Mega Pack,MP18,True,2018-08-31T00:00:00,2025-05-02T19:49:19.17,2
2292,Shadows in Valhalla,SHVA,False,2018-08-17T00:00:00,2025-05-15T20:11:07.79,2
2312,OTS Tournament Pack 8,OP08,True,2018-08-17T00:00:00,2025-05-15T19:33:37.827,2
2291,Structure Deck: Powercode Link,SDPL,False,2018-08-10T00:00:00,2025-05-15T20:28:00.923,2
2353,World Championship JPP Cards,WCJPP,True,2018-08-04T00:00:00,2024-03-27T14:29:59.803,2
2267,Cybernetic Horizon,CYHO,False,2018-07-27T00:00:00,2025-05-18T09:57:42.197,2
2266,Starter Deck: Codebreaker,YS18,False,2018-07-13T00:00:00,2025-05-15T20:19:12.373,2
2253,Battles of Legend: Relentless Revenge,BLRR,False,2018-06-29T00:00:00,2025-06-18T19:27:03.823,2
2231,Dark Saviors,DASA,False,2018-05-25T00:00:00,2025-03-30T09:53:58.17,2
2212,Flames of Destruction,FLOD,False,2018-05-04T00:00:00,2025-03-18T08:12:05.043,2
2211,Structure Deck: Lair of Darkness,SR06,False,2018-04-20T00:00:00,2025-05-15T20:25:17.303,2
2228,OTS Tournament Pack 7,OP07,True,2018-04-13T00:00:00,2025-06-12T15:11:20.927,2
2194,Star Pack VRAINS,SPV,False,2018-03-30T00:00:00,2025-05-15T20:17:17.35,2
2195,Legendary Collection Kaiba,LC06,False,2018-03-09T00:00:00,2025-05-10T10:13:17.317,2
2179,Legendary Duelists: Ancient Millennium,LDAM,False,2018-02-23T00:00:00,2025-03-15T08:42:31.107,2
2151,Extreme Force,EXFO,False,2018-02-02T00:00:00,2025-04-06T08:37:13.187,2
2196,The Lost Art Promotion,LART,True,2018-02-02T00:00:00,2025-09-30T21:34:34.017,2
2146,Structure Deck: Wave of Light,SDWL,False,2018-01-19T00:00:00,2025-05-15T20:30:52.753,2
2558,Advanced Demo Deck Extra Pack,DEM4,False,2018-01-06T00:00:00,2020-07-10T20:58:19.967,2
2157,OTS Tournament Pack 6,OP06,True,2017-12-07T00:00:00,2025-05-15T19:32:15.733,2
163,Dark Beginning 1,DB1,False,2017-12-01T00:00:00,2024-10-01T18:11:45.707,2
243,Legacy of Darkness,LOD,False,2017-12-01T00:00:00,2024-11-21T18:58:10.853,2
245,Legendary Collection 2,LC02,False,2017-12-01T00:00:00,2024-12-02T20:48:33.177,2
281,Shonen Jump Magazine Promos,SJMP,False,2017-12-01T00:00:00,2025-07-02T15:26:35.15,2
2073,Spirit Warriors,SPWA,False,2017-11-10T00:00:00,2025-10-02T16:28:28.693,2
2072,Structure Deck: Cyberse Link,SDCL,False,2017-11-03T00:00:00,2025-05-15T20:23:26.337,2
2149,Judge Promotional Cards,JPRC,False,2017-11-01T00:00:00,2025-09-11T15:10:57.453,2
2056,Circuit Break,CIBR,False,2017-10-20T00:00:00,2025-05-05T07:33:33.127,2
2055,Legendary Dragon Decks,LEDD,False,2017-10-06T00:00:00,2025-09-05T22:35:48.523,2
2052,Collector's Boxes,SEALED,False,2017-09-13T00:00:00,2021-04-16T20:46:24.65,2
2049,Legendary Duelists,LEDU,False,2017-09-08T00:00:00,2021-10-25T12:27:22.767,2
1990,2017 Mega-Tins,CT14,True,2017-08-25T00:00:00,2024-08-23T15:16:07.277,2
1991,2017 Mega-Tins Mega Pack,MP17,True,2017-08-25T00:00:00,2025-03-24T15:20:08.027,2
1989,Code of the Duelist,COTD,False,2017-08-04T00:00:00,2025-03-31T10:04:10.373,2
2019,OTS Tournament Pack 5,OP05,False,2017-08-04T00:00:00,2025-05-15T19:31:57.47,2
1954,Starter Deck: Link Strike,YS17,False,2017-07-21T00:00:00,2025-05-15T20:19:45.353,2
1948,Battles of Legend: Light's Revenge,BLLR,False,2017-07-07T00:00:00,2025-07-04T01:28:52.82,2
1936,Pendulum Evolution,PEVO,False,2017-06-23T00:00:00,2025-05-15T19:38:03.843,2
1931,Duelist Pack: Dimensional Guardians,DPDG,False,2017-05-26T00:00:00,2024-07-26T17:53:16.25,2
1922,Maximum Crisis,MACR,False,2017-05-05T00:00:00,2025-09-05T16:57:26.307,2
1911,Structure Deck: Dinosmasher's Fury,SR04,False,2017-04-14T00:00:00,2025-05-15T20:23:51.163,2
1912,Structure Deck: Machine Reactor,SR03,False,2017-04-14T00:00:00,2025-05-15T20:25:40.24,2
1920,OTS Tournament Pack 4,OP04,True,2017-04-07T00:00:00,2025-05-15T19:31:04.263,2
1918,Yu-Gi-Oh! ARC-V Promo Cards,YA01,False,2017-04-04T00:00:00,2020-12-14T16:55:21.627,2
1917,Duelist Saga,DUSA,False,2017-03-31T00:00:00,2024-07-26T17:53:41.03,2
1907,Raging Tempest: Special Edition,RATE-SE,False,2017-03-17T00:00:00,2022-04-12T15:11:28.46,2
1903,Star Pack - Battle Royal,SP17,True,2017-03-10T00:00:00,2025-05-15T20:16:54.84,2
1890,Fusion Enforcers,FUEN,False,2017-02-24T00:00:00,2025-06-24T20:24:51.43,2
1880,Raging Tempest,RATE,False,2017-02-10T00:00:00,2025-05-15T20:01:59.337,2
1878,Structure Deck: Pendulum Domination,SDPD,False,2017-01-20T00:00:00,2025-05-15T20:27:04.343,2
1877,The Dark Side of Dimensions Movie Pack: Gold Edition,MVP1-ENG,True,2017-01-13T00:00:00,2025-05-15T20:36:41.5,2
1860,Invasion: Vengeance: Special Edition,INOV-SE,True,2016-12-09T00:00:00,2019-04-01T18:38:30.9,2
1854,Destiny Soldiers,DESO,False,2016-11-18T00:00:00,2025-05-06T18:18:52.32,2
1855,OTS Tournament Pack 3,OP03,False,2016-11-18T00:00:00,2025-05-15T19:30:44.52,2
1849,Invasion: Vengeance,INOV,False,2016-11-04T00:00:00,2025-04-07T02:44:03.93,2
1845,Structure Deck: Seto Kaiba,SDKS,False,2016-10-21T00:00:00,2025-09-05T17:03:07.34,2
1846,Structure Deck: Yugi Muto,SDMY,False,2016-10-21T00:00:00,2023-12-01T10:04:00.197,2
1844,The Dark Illusion: Special Edition (EU),TDIL-SE-EU,False,2016-10-15T00:00:00,2018-02-19T20:17:17.29,2
1841,Legendary Decks II,LDK2,False,2016-10-07T00:00:00,2025-04-18T14:00:13.223,2
1838,Duelist Pack: Rivals of the Pharaoh,DPRP,False,2016-09-16T00:00:00,2023-01-25T17:55:56.323,2
1833,2016 Mega-Tins,CT13,False,2016-09-02T00:00:00,2024-08-29T03:43:01.013,2
1834,2016 Mega-Tins Mega Pack,MP16,False,2016-09-02T00:00:00,2025-01-15T06:33:37.027,2
1828,Dragons of Legend: Unleashed,DRL3,False,2016-08-19T00:00:00,2023-05-22T19:59:49.557,2
1807,The Dark Illusion,TDIL,False,2016-08-05T00:00:00,2025-05-15T20:35:37.903,2
1822,OTS Tournament Pack 2,OP02,False,2016-07-22T00:00:00,2023-08-04T15:26:52.56,2
1820,The Dark Side of Dimensions Movie Pack,MVP1,False,2016-07-22T00:00:00,2025-06-05T05:10:06.917,2
1802,Structure Deck: Rise of the True Dragons,SR02,False,2016-07-08T00:00:00,2023-05-26T17:12:04.86,2
1803,Shining Victories: Special Edition,SHVI-SE,False,2016-06-17T00:00:00,2017-03-28T15:17:54.75,2
1795,Starter Deck: Yuya,YS16,False,2016-05-27T00:00:00,2022-11-15T09:15:35.5,2
1761,Shining Victories,SHVI,False,2016-05-06T00:00:00,2025-03-18T11:29:57.227,2
1760,Millennium Pack,MIL1,False,2016-04-15T00:00:00,2020-12-14T18:38:53.4,2
